,Mean.GDD,SDev.GDD.sites,Mean.Chill.Utah,SDev.Chill.Utah,Mean.Chill.Portions,SDev.Chill.Portions
1980,284.859596,185.6262842,640.0217645,432.049449,35.40644679,17.69993399
1981,312.5540388,187.3014205,669.9554994,286.1619635,36.66922199,13.16549371
1982,316.1164234,197.8540276,748.2137442,359.1882832,40.41172709,16.53932394
1983,352.247604,237.0489577,674.4627649,356.2130743,36.73306741,15.8510658
1984,290.4255321,196.9297708,733.9178655,416.8449847,42.11455474,16.28138337
1985,215.3670254,176.7518193,528.1767049,307.2260693,31.51430849,15.21022721
1986,254.8094831,192.5191233,634.8551583,412.5359326,36.51969601,15.70997777
1987,213.0666545,134.4508306,631.4443365,371.2590295,34.50307373,16.80407001
1988,239.421098,157.4901619,529.1568875,348.3284637,32.51425421,17.02243935
1989,280.1300448,172.6020279,625.351564,346.3581855,36.39373475,15.78616553
1990,252.6883234,195.044419,545.9121819,395.8355659,33.41592157,18.34583828
1991,259.5483218,179.8300181,615.6460074,362.1080388,36.0059984,15.92506511
1992,234.3142921,148.5005589,537.4175248,463.3334067,31.93553163,19.43406205
1993,275.4557911,186.0356772,456.5699437,382.7874007,27.84319145,18.23972753
1994,220.9364623,167.7753618,614.8864387,401.3264767,36.15214883,17.58628136
1995,313.9537591,199.7748247,477.3501069,227.5582254,31.54108746,11.57541878
1996,242.3345552,187.7663689,678.1033612,342.2309229,37.77401248,14.22917087
1997,217.2209196,177.5545535,541.5003886,348.8631119,32.50075863,16.05759032
1998,252.0730893,172.1321893,560.0662522,361.1095063,32.85289085,15.747759
1999,237.1769205,183.0115202,601.8983874,353.0491203,35.43039463,15.72983573
2000,301.7525138,182.169581,804.5361376,408.9660495,40.80827154,15.93887651
2001,276.5517433,184.3176716,482.6781967,289.2533334,30.43380354,14.32574049
2002,272.9240643,179.7864181,504.4906724,461.168236,29.62459544,18.92759269
2003,292.4910995,186.7229112,642.7146327,403.5580854,37.53446643,17.3045137
2004,248.2590373,152.8528729,671.0983288,384.3591299,38.17481786,16.76555469
2005,296.9879733,187.2887028,646.9661808,220.2208794,38.07179702,11.01342225
2006,239.420361,161.5626665,706.8812901,438.6447807,40.70898508,17.23434369
2007,306.2426734,218.1540473,645.0806608,319.9355592,36.21359407,14.64933937
2008,261.1469956,188.5239537,774.0975705,326.946595,42.01996477,13.60688322
2009,284.859596,185.6262842,640.0217645,432.049449,35.40644679,17.69993399
2010,312.5540388,187.3014205,669.9554994,286.1619635,36.66922199,13.16549371
2011,316.1164234,197.8540276,748.2137442,359.1882832,40.41172709,16.53932394
2012,352.247604,237.0489577,674.4627649,356.2130743,36.73306741,15.8510658
2013,290.4255321,196.9297708,733.9178655,416.8449847,42.11455474,16.28138337
2014,354.2428559,219.8850875,752.6108414,351.8897045,42.81515138,13.73091909
2015,281.4487724,199.4904616,980.7474375,384.9320011,50.98544225,13.83148671
2016,316.2713578,167.8548082,797.2610013,430.697211,44.44408371,16.85596686
2017,275.3684814,216.0736985,851.8935579,351.6522132,45.82813936,15.54301641
