"complex","chill","force","photo"
"Betula_pendula",-1.24838960713517,-0.659758819484888,0.0286005344472614
"Betula_pubescens",-0.699124978952094,-1.22010920994154,-0.167372461732619
"Corylus_avellana",-2.88890280513912,-0.833844344944566,-0.397724267890294
"Fagus_sylvatica",-6.73689570031463,0.0525862882922831,-2.57538768607239
"Picea_abies",-2.46885725200245,-1.4557058490636,-0.365308083049783
"Quercus_robur",-1.86615343224712,-0.0658676626760026,-0.62625675373428
