"LastName","FirstName","DatasetID","Dataset","SpeciesName","AccSpeciesID","AccSpeciesName","ObservationID","ObsDataID","TraitID","TraitName","DataID","DataName","OriglName","OrigValueStr","OrigUnitStr","ValueKindName","OrigUncertaintyStr","UncertaintyName","Replicates","StdValue","UnitName","RelUncertaintyPercent","OrigObsDataID","ErrorRisk"
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Abies alba","29","Abies alba","762427","3485809",3106,"Plant height vegetative","19","Plant height vegetative","MaximumHeight","65","m","Mean","","","","65","m","","","2.35279"
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Abies alba","29","Abies alba","762427","3485810",NA,"","113","Reference / source","ShortReference","Sch¸tt et al 2002","","","","","","","","","",""
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Abies alba","29","Abies alba","762428","3485811",3106,"Plant height vegetative","19","Plant height vegetative","MaximumHeight","65","m","Mean","","","","65","m","","","2.35279"
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Abies alba","29","Abies alba","762428","3485812",NA,"","113","Reference / source","ShortReference","Sch¸tt et al 2004","","","","","","","","","",""
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Abies alba","29","Abies alba","762429","3485813",3106,"Plant height vegetative","19","Plant height vegetative","MaximumHeight","50","m","Low","","","","50","m","","","2.21716"
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Abies alba","29","Abies alba","1257756","3485814",3106,"Plant height vegetative","19","Plant height vegetative","MaximumHeight","65","m","High","","","","65","m","","","2.35279"
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Abies alba","29","Abies alba","762429","3485815",NA,"","113","Reference / source","ShortReference","Stinglwagner et al 2005","","","","","","","","","",""
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Abies alba","29","Abies alba","762430","3485816",3106,"Plant height vegetative","19","Plant height vegetative","MaximumHeight","25","m","Low","","","","25","m","","","1.85884"
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Abies alba","29","Abies alba","1257757","3485817",3106,"Plant height vegetative","19","Plant height vegetative","MaximumHeight","50","m","High","","","","50","m","","","2.21716"
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Abies alba","29","Abies alba","1257758","3485818",3106,"Plant height vegetative","19","Plant height vegetative","MaximumHeight","68","m","Maximum","","","","68","m","","","2.37612"
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Abies alba","29","Abies alba","762430","3485819",NA,"","113","Reference / source","ShortReference","Grosser 1998","","","","","","","","","",""
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Abies alba","29","Abies alba","762431","3485820",3106,"Plant height vegetative","19","Plant height vegetative","MaximumHeight","50","m","Mean","","","","50","m","","","2.21716"
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Abies alba","29","Abies alba","762431","3485821",NA,"","113","Reference / source","ShortReference","Hepp & Gurk [cited 2007]","","","","","","","","","",""
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Abies alba","29","Abies alba","762432","3485822",3106,"Plant height vegetative","19","Plant height vegetative","MaximumHeight","65","m","Mean","","","","65","m","","","2.35279"
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Abies alba","29","Abies alba","762432","3485823",NA,"","113","Reference / source","ShortReference","Kruse [cited 2007]","","","","","","","","","",""
