"datasetID","study","genus","species","varetc","woody","forcetemp","forcetemp_night","photoperiod_day","response","response.time","Total_Chilling_Hours","chilltemp","chilldays","fieldsample.date","provenance.lat","provenance.long","force","photo","chill","resp","force_type","photo_type","chill_type","chill.hrs","chill.ports","latbi","complex","force.z","photo.z","chill.z"
"basler12","exp1","Abies","alba","","yes","5","","9.5","timeonly",56.42,1345,"","","3-Mar-2009",46.2,7.033,5,9.5,5.14375,56.42,"ramped","ramped","fldest",1345,81.8044874041654,"Abies_alba",1,-1.80038289475491,-0.721106293609404,0.0562297229857518
"basler12","exp1","Abies","alba","","yes","5","","11","timeonly",52.17,1297,"","","3-Mar-2009",46.85,9.53,5,11,4.97708333333333,52.17,"ramped","ramped","fldest",1297,89.6547488698292,"Abies_alba",1,-1.80038289475491,-0.434178126486045,0.00345882872777432
"basler12","exp1","Abies","alba","","yes","5","","9.5","timeonly",59.62,1345,"","","3-Mar-2009",46.2,7.033,5,9.5,5.14375,59.62,"ramped","ramped","fldest",1345,81.8044874041654,"Abies_alba",1,-1.80038289475491,-0.721106293609404,0.0562297229857518
"basler12","exp1","Abies","alba","","yes","5","","11","timeonly",49.25,1297,"","","3-Mar-2009",46.85,9.53,5,11,4.97708333333333,49.25,"ramped","ramped","fldest",1297,89.6547488698292,"Abies_alba",1,-1.80038289475491,-0.434178126486045,0.00345882872777432
"basler12","exp1","Abies","alba","","yes","5","","9.5","timeonly",61.51,1345,"","","3-Mar-2009",46.2,7.033,5,9.5,5.14375,61.51,"ramped","ramped","fldest",1345,81.8044874041654,"Abies_alba",1,-1.80038289475491,-0.721106293609404,0.0562297229857518
"basler12","exp1","Abies","alba","","yes","5","","11","timeonly",55.09,1297,"","","3-Mar-2009",46.85,9.53,5,11,4.97708333333333,55.09,"ramped","ramped","fldest",1297,89.6547488698292,"Abies_alba",1,-1.80038289475491,-0.434178126486045,0.00345882872777432
"basler12","exp1","Abies","alba","","yes","5","","9.5","timeonly",61.6,1345,"","","3-Mar-2009",46.2,7.033,5,9.5,5.14375,61.6,"ramped","ramped","fldest",1345,81.8044874041654,"Abies_alba",1,-1.80038289475491,-0.721106293609404,0.0562297229857518
"basler12","exp1","Abies","alba","","yes","5","","11","timeonly",51.51,1297,"","","3-Mar-2009",46.85,9.53,5,11,4.97708333333333,51.51,"ramped","ramped","fldest",1297,89.6547488698292,"Abies_alba",1,-1.80038289475491,-0.434178126486045,0.00345882872777432
"laube14a","exp1","Abies","alba","","yes","7","","8","timeonly",29,2239,"","110","14-Mar-2012",48.403008,11.711811,7,8,7.50625,29,"ramped","exp","fldest",2239,103.547699511753,"Abies_alba",1,-1.44733216416818,-1.00803446073276,0.804257149092585
"laube14a","exp1","Abies","alba","","yes","7","","12","timeonly",28,2239,"","110","14-Mar-2012",48.403008,11.711811,7,12,7.50625,28,"ramped","exp","fldest",2239,103.547699511753,"Abies_alba",1,-1.44733216416818,-0.242892681737139,0.804257149092585
"laube14a","exp1","Abies","alba","","yes","7","","16","timeonly",29,2239,"","110","14-Mar-2012",48.403008,11.711811,7,16,7.50625,29,"ramped","exp","fldest",2239,103.547699511753,"Abies_alba",1,-1.44733216416818,0.522249097258486,0.804257149092585
"laube14a","exp1","Abies","alba","","yes","7","","12","timeonly",38,1003,"","33","14-Dec-2011",48.403008,11.711811,7,12,3.61875,38,"ramped","exp","fldest",1003,51.6913728053825,"Abies_alba",1,-1.44733216416818,-0.242892681737139,-0.426623959474744
"laube14a","exp1","Abies","alba","","yes","7","","16","timeonly",34,1003,"","33","14-Dec-2011",48.403008,11.711811,7,16,3.61875,34,"ramped","exp","fldest",1003,51.6913728053825,"Abies_alba",1,-1.44733216416818,0.522249097258486,-0.426623959474744
"laube14a","exp1","Abies","alba","","yes","7","","8","timeonly",26,1780,"","73","30-Jan-2012",48.403008,11.711811,7,8,5.82916666666667,26,"ramped","exp","fldest",1780,79.879632404017,"Abies_alba",1,-1.44733216416818,-1.00803446073276,0.273250025621685
"laube14a","exp1","Abies","alba","","yes","7","","12","timeonly",24,1780,"","73","30-Jan-2012",48.403008,11.711811,7,12,5.82916666666667,24,"ramped","exp","fldest",1780,79.879632404017,"Abies_alba",1,-1.44733216416818,-0.242892681737139,0.273250025621685
"laube14a","exp1","Abies","alba","","yes","7","","16","timeonly",24,1780,"","73","30-Jan-2012",48.403008,11.711811,7,16,5.82916666666667,24,"ramped","exp","fldest",1780,79.879632404017,"Abies_alba",1,-1.44733216416818,0.522249097258486,0.273250025621685
"malyshev18","exp1","Abies","alba",NA,"Yes","20","16","16","timeonly",14.388,2254,"ambient","","02-Mar-2014",49.96,11.04,18.6666666666667,16,8.04791666666667,14.388,"exp","exp","fldest",2254,114.499893285755,"Abies_alba",1,0.612130430921127,0.522249097258486,0.975762555431012
"malyshev18","exp1","Abies","alba",NA,"Yes","20","16","16","timeonly",4.285,2414,"ambient","","17-Mar-2014",49.96,11.04,18.6666666666667,16,8.72708333333333,4.285,"exp","exp","fldest",2414,124.867154985308,"Abies_alba",1,0.612130430921127,0.522249097258486,1.19080394953227
"malyshev18","exp1","Abies","alba",NA,"Yes","20","16","8","timeonly",42.014,1092,"ambient","","13-Dec-2013",49.96,11.04,17.3333333333333,8,4.86666666666667,42.014,"exp","exp","fldest",1092,64.2707639478616,"Abies_alba",1,0.376763277196635,-1.00803446073276,-0.0315018887181361
"malyshev18","exp1","Abies","alba",NA,"Yes","20","16","8","timeonly",29.608,1391,"ambient","","03-Jan-2014",49.96,11.04,17.3333333333333,8,5.76666666666667,29.608,"exp","exp","fldest",1391,76.8404972765761,"Abies_alba",1,0.376763277196635,-1.00803446073276,0.253460940274943
"malyshev18","exp1","Abies","alba",NA,"Yes","20","16","8","timeonly",26.411,1714,"ambient","","21-Jan-2014",49.96,11.04,17.3333333333333,8,6.56666666666667,26.411,"exp","exp","fldest",1714,89.1711317405805,"Abies_alba",1,0.376763277196635,-1.00803446073276,0.506761232713236
"malyshev18","exp1","Abies","alba",NA,"Yes","20","16","8","timeonly",14.516,1936,"ambient","","10-Feb-2014",49.96,11.04,17.3333333333333,8,7.0125,14.516,"exp","exp","fldest",1936,100.0352119626,"Abies_alba",1,0.376763277196635,-1.00803446073276,0.647923374853326
"malyshev18","exp1","Abies","alba",NA,"Yes","20","16","8","timeonly",12.214,2242,"ambient","","01-Mar-2014",49.96,11.04,17.3333333333333,8,8.00416666666667,12.214,"exp","exp","fldest",2242,113.577439668535,"Abies_alba",1,0.376763277196635,-1.00803446073276,0.961910195688293
"malyshev18","exp1","Abies","alba",NA,"Yes","20","16","8","timeonly",6.97,2425,"ambient","","18-Mar-2014",49.96,11.04,17.3333333333333,8,8.81041666666667,6.97,"exp","exp","fldest",2425,125.861779503575,"Abies_alba",1,0.376763277196635,-1.00803446073276,1.21718939666126
"malyshev18","exp1","Abies","alba",NA,"Yes","20","16","8","timeonly",1.471,2572,"ambient","","29-Mar-2014",49.96,11.04,17.3333333333333,8,9.40416666666667,1.471,"exp","exp","fldest",2572,132.361113374891,"Abies_alba",1,0.376763277196635,-1.00803446073276,1.40518570745531
"malyshev18","exp1","Abies","alba",NA,"Yes","20","16","16","timeonly",33.062,1230,"ambient","","24-Dec-2013",49.96,11.04,18.6666666666667,16,5.18958333333333,33.062,"exp","exp","fldest",1230,71.4642777515383,"Abies_alba",1,0.612130430921127,0.522249097258486,0.0707417189066956
"malyshev18","exp1","Abies","alba",NA,"Yes","20","16","16","timeonly",26.027,1539,"ambient","","11-Jan-2014",49.96,11.04,18.6666666666667,16,6.24166666666667,26.027,"exp","exp","fldest",1539,83.6378829247062,"Abies_alba",1,0.612130430921127,0.522249097258486,0.403857988910179
"malyshev18","exp1","Abies","alba",NA,"Yes","20","16","16","timeonly",12.982,1912,"ambient","","09-Feb-2014",49.96,11.04,18.6666666666667,16,6.94791666666667,12.982,"exp","exp","fldest",1912,99.3515709497653,"Abies_alba",1,0.612130430921127,0.522249097258486,0.62747465332836
"malyshev18","exp1","Abies","alba",NA,"Yes","20","16","16","timeonly",19.121,1714,"ambient","","21-Jan-2014",49.96,11.04,18.6666666666667,16,6.56666666666667,19.121,"exp","exp","fldest",1714,89.1711317405805,"Abies_alba",1,0.612130430921127,0.522249097258486,0.506761232713236
"malyshev18","exp1","Abies","alba",NA,"Yes","20","16","16","timeonly",11.575,2107,"ambient","","20-Feb-2014",49.96,11.04,18.6666666666667,16,7.55208333333333,11.575,"exp","exp","fldest",2107,107.816926642461,"Abies_alba",1,0.612130430921127,0.522249097258486,0.818769145013529
"malyshev18","exp1","Abies","alba",NA,"Yes","20","16","16","timeonly",12.086,2337,"ambient","","10-Mar-2014",49.96,11.04,18.6666666666667,16,8.37291666666667,12.086,"exp","exp","fldest",2337,119.825100103083,"Abies_alba",1,0.612130430921127,0.522249097258486,1.07866579923407
"malyshev18","exp1","Abies","alba",NA,"Yes","20","16","8","timeonly",29.608,1539,"ambient","","11-Jan-2014",49.96,11.04,17.3333333333333,8,6.24166666666667,29.608,"exp","exp","fldest",1539,83.6378829247062,"Abies_alba",1,0.376763277196635,-1.00803446073276,0.403857988910179
"malyshev18","exp1","Abies","alba",NA,"Yes","20","16","8","timeonly",39.84,1230,"ambient","","24-Dec-2013",49.96,11.04,17.3333333333333,8,5.18958333333333,39.84,"exp","exp","fldest",1230,71.4642777515383,"Abies_alba",1,0.376763277196635,-1.00803446073276,0.0707417189066956
"malyshev18","exp1","Abies","alba",NA,"Yes","20","16","8","timeonly",17.202,1805,"ambient","","30-Jan-2014",49.96,11.04,17.3333333333333,8,6.67916666666667,17.202,"exp","exp","fldest",1805,92.7602803783082,"Abies_alba",1,0.376763277196635,-1.00803446073276,0.542381586337371
"malyshev18","exp1","Abies","alba",NA,"Yes","20","16","8","timeonly",14.9,2126,"ambient","","21-Feb-2014",49.96,11.04,17.3333333333333,8,7.64583333333333,14.9,"exp","exp","fldest",2126,108.499453792106,"Abies_alba",1,0.376763277196635,-1.00803446073276,0.848452773033641
"malyshev18","exp1","Abies","alba",NA,"Yes","20","16","8","timeonly",10.807,2345,"ambient","","11-Mar-2014",49.96,11.04,17.3333333333333,8,8.41666666666667,10.807,"exp","exp","fldest",2345,120.350707646919,"Abies_alba",1,0.376763277196635,-1.00803446073276,1.09251815897679
"malyshev18","exp1","Abies","alba",NA,"Yes","20","16","8","timeonly",4.668,2508,"ambient","","24-Mar-2014",49.96,11.04,17.3333333333333,8,9.16666666666667,4.668,"exp","exp","fldest",2508,129.427932271914,"Abies_alba",1,0.376763277196635,-1.00803446073276,1.32998718313769
"malyshev18","exp1","Abies","alba",NA,"Yes","20","16","16","timeonly",24.109,1101,"ambient","","14-Dec-2013",49.96,11.04,18.6666666666667,16,4.86875,24.109,"exp","exp","fldest",1101,64.2902015554306,"Abies_alba",1,0.612130430921127,0.522249097258486,-0.0308422525399112
"malyshev18","exp1","Abies","alba",NA,"Yes","20","16","16","timeonly",20.016,1391,"ambient","","03-Jan-2014",49.96,11.04,18.6666666666667,16,5.76666666666667,20.016,"exp","exp","fldest",1391,76.8404972765761,"Abies_alba",1,0.612130430921127,0.522249097258486,0.253460940274943
"laube14a","exp1","Abies","homolepis","","yes","7","","8","timeonly",30,2239,"","110","14-Mar-2012",48.403008,11.711811,7,8,7.50625,30,"ramped","exp","fldest",2239,103.547699511753,"Abies_homolepis",2,-1.44733216416818,-1.00803446073276,0.804257149092585
"laube14a","exp1","Abies","homolepis","","yes","7","","12","timeonly",28,2239,"","110","14-Mar-2012",48.403008,11.711811,7,12,7.50625,28,"ramped","exp","fldest",2239,103.547699511753,"Abies_homolepis",2,-1.44733216416818,-0.242892681737139,0.804257149092585
"laube14a","exp1","Abies","homolepis","","yes","7","","16","timeonly",29,2239,"","110","14-Mar-2012",48.403008,11.711811,7,16,7.50625,29,"ramped","exp","fldest",2239,103.547699511753,"Abies_homolepis",2,-1.44733216416818,0.522249097258486,0.804257149092585
"laube14a","exp1","Abies","homolepis","","yes","7","","8","timeonly",27,1780,"","73","30-Jan-2012",48.403008,11.711811,7,8,5.82916666666667,27,"ramped","exp","fldest",1780,79.879632404017,"Abies_homolepis",2,-1.44733216416818,-1.00803446073276,0.273250025621685
"laube14a","exp1","Abies","homolepis","","yes","7","","12","timeonly",27,1780,"","73","30-Jan-2012",48.403008,11.711811,7,12,5.82916666666667,27,"ramped","exp","fldest",1780,79.879632404017,"Abies_homolepis",2,-1.44733216416818,-0.242892681737139,0.273250025621685
"laube14a","exp1","Abies","homolepis","","yes","7","","16","timeonly",27,1780,"","73","30-Jan-2012",48.403008,11.711811,7,16,5.82916666666667,27,"ramped","exp","fldest",1780,79.879632404017,"Abies_homolepis",2,-1.44733216416818,0.522249097258486,0.273250025621685
"zohner16","exp1","Acer","barbinerve","","yes","18","14","8","timeonly",21.875,989,"","","21-Dec-2013",48.16447,11.50293,15.3333333333333,8,4.44791666666667,21.875,"exp","exp","fldest",989,61.1148070881309,"Acer_barbinerve",3,0.0237125466098977,-1.00803446073276,-0.164088760541305
"zohner16","exp1","Acer","barbinerve","","yes","18","14","8","timeonly",17.75,1831,"","","10-Feb-2014",48.16447,11.50293,15.3333333333333,8,6.875,17.75,"exp","exp","fldest",1831,95.3468886724268,"Acer_barbinerve",3,0.0237125466098977,-1.00803446073276,0.604387387090495
"zohner16","exp1","Acer","barbinerve","","yes","18","14","16","timeonly",19.1875,989,"","","21-Dec-2013",48.16447,11.50293,16.6666666666667,16,4.44791666666667,19.1875,"exp","exp","fldest",989,61.1148070881309,"Acer_barbinerve",3,0.259079700334389,0.522249097258486,-0.164088760541305
"zohner16","exp1","Acer","barbinerve","","yes","18","14","16","timeonly",17,1831,"","","10-Feb-2014",48.16447,11.50293,16.6666666666667,16,6.875,17,"exp","exp","fldest",1831,95.3468886724268,"Acer_barbinerve",3,0.259079700334389,0.522249097258486,0.604387387090495
"zohner16","exp1","Acer","campestre","","yes","18","14","8","timeonly",47.0625,989,"","","21-Dec-2013",48.16447,11.50293,15.3333333333333,8,4.44791666666667,47.0625,"exp","exp","fldest",989,61.1148070881309,"Acer_campestre",4,0.0237125466098977,-1.00803446073276,-0.164088760541305
"zohner16","exp1","Acer","campestre","","yes","18","14","8","timeonly",27.125,1831,"","","10-Feb-2014",48.16447,11.50293,15.3333333333333,8,6.875,27.125,"exp","exp","fldest",1831,95.3468886724268,"Acer_campestre",4,0.0237125466098977,-1.00803446073276,0.604387387090495
"zohner16","exp1","Acer","campestre","","yes","18","14","8","timeonly",23.9375,2380,"","","21-Mar-2014",48.16447,11.50293,15.3333333333333,8,9.26458333333333,23.9375,"exp","exp","fldest",2380,123.490985386386,"Acer_campestre",4,0.0237125466098977,-1.00803446073276,1.36099008351425
"zohner16","exp1","Acer","campestre","","yes","18","14","16","timeonly",47.3125,989,"","","21-Dec-2013",48.16447,11.50293,16.6666666666667,16,4.44791666666667,47.3125,"exp","exp","fldest",989,61.1148070881309,"Acer_campestre",4,0.259079700334389,0.522249097258486,-0.164088760541305
"zohner16","exp1","Acer","campestre","","yes","18","14","16","timeonly",29.75,1831,"","","10-Feb-2014",48.16447,11.50293,16.6666666666667,16,6.875,29.75,"exp","exp","fldest",1831,95.3468886724268,"Acer_campestre",4,0.259079700334389,0.522249097258486,0.604387387090495
"zohner16","exp1","Acer","campestre","","yes","18","14","16","timeonly",23.5625,2380,"","","21-Mar-2014",48.16447,11.50293,16.6666666666667,16,9.26458333333333,23.5625,"exp","exp","fldest",2380,123.490985386386,"Acer_campestre",4,0.259079700334389,0.522249097258486,1.36099008351425
"zohner16","exp1","Acer","ginnala","","yes","18","14","8","timeonly",25.25,989,"","","21-Dec-2013",48.16447,11.50293,15.3333333333333,8,4.44791666666667,25.25,"exp","exp","fldest",989,61.1148070881309,"Acer_ginnala",5,0.0237125466098977,-1.00803446073276,-0.164088760541305
"zohner16","exp1","Acer","ginnala","","yes","18","14","8","timeonly",26.8125,1831,"","","10-Feb-2014",48.16447,11.50293,15.3333333333333,8,6.875,26.8125,"exp","exp","fldest",1831,95.3468886724268,"Acer_ginnala",5,0.0237125466098977,-1.00803446073276,0.604387387090495
"zohner16","exp1","Acer","ginnala","","yes","18","14","16","timeonly",23,989,"","","21-Dec-2013",48.16447,11.50293,16.6666666666667,16,4.44791666666667,23,"exp","exp","fldest",989,61.1148070881309,"Acer_ginnala",5,0.259079700334389,0.522249097258486,-0.164088760541305
"zohner16","exp1","Acer","ginnala","","yes","18","14","16","timeonly",24.5625,1831,"","","10-Feb-2014",48.16447,11.50293,16.6666666666667,16,6.875,24.5625,"exp","exp","fldest",1831,95.3468886724268,"Acer_ginnala",5,0.259079700334389,0.522249097258486,0.604387387090495
"laube14a","exp1","Acer","negundo","","yes","7","","8","timeonly",19,2239,"","110","14-Mar-2012",48.403008,11.711811,7,8,7.50625,19,"ramped","exp","fldest",2239,103.547699511753,"Acer_negundo",6,-1.44733216416818,-1.00803446073276,0.804257149092585
"laube14a","exp1","Acer","negundo","","yes","7","","12","timeonly",19,2239,"","110","14-Mar-2012",48.403008,11.711811,7,12,7.50625,19,"ramped","exp","fldest",2239,103.547699511753,"Acer_negundo",6,-1.44733216416818,-0.242892681737139,0.804257149092585
