"datasetID","study","genus","species","varetc","woody","forcetemp","forcetemp_night","photoperiod_day","response","response.time","Total_Chilling_Hours","chilltemp","chilldays","fieldsample.date","provenance.lat","provenance.long","force","photo","chill","resp","force_type","photo_type","chill_type","chill.hrs","chill.ports","latbi","complex","force.z","photo.z","chill.z"
"heide93","exp2","Alnus","incana","","yes","15","15","24","100",25,1946,"","","15-Mar-1991",59.5,10.767,15,24,6.83125,25,"exp","exp","fldest",1946,106.300561899067,"Alnus_incana",20,-0.0351292418212253,2.05253265524974,0.590535027347775
"heide93","exp2","Alnus","incana","","yes","15","15","24","72.275",25,1550,"","","15-Feb-1991",59.5,10.767,15,24,6.23333333333333,25,"exp","exp","fldest",1550,88.6351561717912,"Alnus_incana",20,-0.0351292418212253,2.05253265524974,0.401219444197281
"heide93","exp2","Alnus","incana","","yes","15","15","8","100",25,1946,"","","15-Mar-1991",59.5,10.767,15,8,6.83125,25,"exp","exp","fldest",1946,106.300561899067,"Alnus_incana",20,-0.0351292418212253,-1.00803446073276,0.590535027347775
"heide93","exp2","Alnus","incana","","yes","9","9","24","56.551",42,1443,"","","15-Jan-1991",59.5,10.767,9,24,6.03958333333333,42,"exp","exp","fldest",1443,80.8437190134089,"Alnus_incana",20,-1.09428143358144,2.05253265524974,0.339873279622382
"heide93","exp2","Alnus","incana","","yes","9","9","8","94.706",42,1550,"","","15-Feb-1991",59.5,10.767,9,8,6.23333333333333,42,"exp","exp","fldest",1550,88.6351561717912,"Alnus_incana",20,-1.09428143358144,-1.00803446073276,0.401219444197281
"heide93","exp2","Alnus","incana","","yes","9","9","24","100",42,1946,"","","15-Mar-1991",59.5,10.767,9,24,6.83125,42,"exp","exp","fldest",1946,106.300561899067,"Alnus_incana",20,-1.09428143358144,2.05253265524974,0.590535027347775
"heide93","exp2","Alnus","incana","","yes","9","9","8","46.908",42,1443,"","","15-Jan-1991",59.5,10.767,9,8,6.03958333333333,42,"exp","exp","fldest",1443,80.8437190134089,"Alnus_incana",20,-1.09428143358144,-1.00803446073276,0.339873279622382
"heide93","exp2","Alnus","incana","","yes","9","9","24","92.61",42,1550,"","","15-Feb-1991",59.5,10.767,9,24,6.23333333333333,42,"exp","exp","fldest",1550,88.6351561717912,"Alnus_incana",20,-1.09428143358144,2.05253265524974,0.401219444197281
"heide93","exp2","Alnus","incana","","yes","9","9","8","100",42,1946,"","","15-Mar-1991",59.5,10.767,9,8,6.83125,42,"exp","exp","fldest",1946,106.300561899067,"Alnus_incana",20,-1.09428143358144,-1.00803446073276,0.590535027347775
"flynn18","exp1","Alnus","incana",NA,"yes","15","5","12","timeonly",43,965,"0","0","26-Jan-2015",45.932675,-74.02507,10,12,2.38541666666667,43,"exp","exp","bothest",965,62.1705815212995,"Alnus_incana",20,-0.917756068288069,-0.242892681737139,-0.817128576983778
"flynn18","exp1","Alnus","incana",NA,"yes","15","5","8","timeonly",32.16666667,965,"0","0","26-Jan-2015",45.932675,-74.02507,8.33333333333333,8,2.38541666666667,32.16666667,"exp","exp","bothest",965,62.1705815212995,"Alnus_incana",20,-1.21196501044368,-1.00803446073276,-0.817128576983778
"flynn18","exp1","Alnus","incana",NA,"yes","15","5","8","timeonly",62,965,"0","0","26-Jan-2015",45.932675,-74.02507,8.33333333333333,8,2.38541666666667,62,"exp","exp","bothest",965,62.1705815212995,"Alnus_incana",20,-1.21196501044368,-1.00803446073276,-0.817128576983778
"flynn18","exp1","Alnus","incana",NA,"yes","20","10","12","timeonly",18.66666667,965,"0","0","26-Jan-2015",45.932675,-74.02507,15,12,2.38541666666667,18.66666667,"exp","exp","bothest",965,62.1705815212995,"Alnus_incana",20,-0.0351292418212253,-0.242892681737139,-0.817128576983778
"flynn18","exp1","Alnus","incana",NA,"yes","20","10","12","timeonly",32.83333333,965,"0","0","26-Jan-2015",45.932675,-74.02507,15,12,2.38541666666667,32.83333333,"exp","exp","bothest",965,62.1705815212995,"Alnus_incana",20,-0.0351292418212253,-0.242892681737139,-0.817128576983778
"flynn18","exp1","Alnus","incana",NA,"yes","15","5","12","timeonly",25.2,965,"0","0","26-Jan-2015",45.932675,-74.02507,10,12,2.38541666666667,25.2,"exp","exp","bothest",965,62.1705815212995,"Alnus_incana",20,-0.917756068288069,-0.242892681737139,-0.817128576983778
"flynn18","exp1","Alnus","incana",NA,"yes","15","5","12","timeonly",36.66666667,949,"0","0","21-Jan-2015",42.531705,-72.18992,10,12,2.36041666666667,36.66666667,"exp","exp","bothest",949,60.337337283142,"Alnus_incana",20,-0.917756068288069,-0.242892681737139,-0.825044211122475
"flynn18","exp1","Alnus","incana",NA,"yes","20","10","8","timeonly",32.83333333,949,"0","0","21-Jan-2015",42.531705,-72.18992,13.3333333333333,8,2.36041666666667,32.83333333,"exp","exp","bothest",949,60.337337283142,"Alnus_incana",20,-0.32933818397684,-1.00803446073276,-0.825044211122475
"flynn18","exp1","Alnus","incana",NA,"yes","20","10","8","timeonly",40.66666667,949,"0","0","21-Jan-2015",42.531705,-72.18992,13.3333333333333,8,2.36041666666667,40.66666667,"exp","exp","bothest",949,60.337337283142,"Alnus_incana",20,-0.32933818397684,-1.00803446073276,-0.825044211122475
"flynn18","exp1","Alnus","incana",NA,"yes","20","10","12","timeonly",19.6,949,"0","0","21-Jan-2015",42.531705,-72.18992,15,12,2.36041666666667,19.6,"exp","exp","bothest",949,60.337337283142,"Alnus_incana",20,-0.0351292418212253,-0.242892681737139,-0.825044211122475
"flynn18","exp1","Alnus","incana",NA,"yes","20","10","12","timeonly",34.6,949,"0","0","21-Jan-2015",42.531705,-72.18992,15,12,2.36041666666667,34.6,"exp","exp","bothest",949,60.337337283142,"Alnus_incana",20,-0.0351292418212253,-0.242892681737139,-0.825044211122475
"flynn18","exp1","Alnus","incana",NA,"yes","20","10","8","timeonly",25.4,965,"0","0","26-Jan-2015",45.932675,-74.02507,13.3333333333333,8,2.38541666666667,25.4,"exp","exp","bothest",965,62.1705815212995,"Alnus_incana",20,-0.32933818397684,-1.00803446073276,-0.817128576983778
"flynn18","exp1","Alnus","incana",NA,"yes","20","10","8","timeonly",38.4,965,"0","0","26-Jan-2015",45.932675,-74.02507,13.3333333333333,8,2.38541666666667,38.4,"exp","exp","bothest",965,62.1705815212995,"Alnus_incana",20,-0.32933818397684,-1.00803446073276,-0.817128576983778
"flynn18","exp1","Alnus","incana",NA,"yes","15","5","12","timeonly",50.66666667,949,"0","0","21-Jan-2015",42.531705,-72.18992,10,12,2.36041666666667,50.66666667,"exp","exp","bothest",949,60.337337283142,"Alnus_incana",20,-0.917756068288069,-0.242892681737139,-0.825044211122475
"flynn18","exp1","Alnus","incana",NA,"yes","15","5","8","timeonly",60.66666667,949,"0","0","21-Jan-2015",42.531705,-72.18992,8.33333333333333,8,2.36041666666667,60.66666667,"exp","exp","bothest",949,60.337337283142,"Alnus_incana",20,-1.21196501044368,-1.00803446073276,-0.825044211122475
"flynn18","exp1","Alnus","incana",NA,"yes","15","5","8","timeonly",40.33333333,949,"0","0","21-Jan-2015",42.531705,-72.18992,8.33333333333333,8,2.36041666666667,40.33333333,"exp","exp","bothest",949,60.337337283142,"Alnus_incana",20,-1.21196501044368,-1.00803446073276,-0.825044211122475
"zohner16","exp1","Alnus","incana","","yes","18","14","8","timeonly",41.9375,989,"","","21-Dec-2013",48.16447,11.50293,15.3333333333333,8,4.44791666666667,41.9375,"exp","exp","fldest",989,61.1148070881309,"Alnus_incana",20,0.0237125466098977,-1.00803446073276,-0.164088760541305
"zohner16","exp1","Alnus","incana","","yes","18","14","8","timeonly",38,1831,"","","10-Feb-2014",48.16447,11.50293,15.3333333333333,8,6.875,38,"exp","exp","fldest",1831,95.3468886724268,"Alnus_incana",20,0.0237125466098977,-1.00803446073276,0.604387387090495
"zohner16","exp1","Alnus","incana","","yes","18","14","8","timeonly",29.7945625,2380,"","","21-Mar-2014",48.16447,11.50293,15.3333333333333,8,9.26458333333333,29.7945625,"exp","exp","fldest",2380,123.490985386386,"Alnus_incana",20,0.0237125466098977,-1.00803446073276,1.36099008351425
"zohner16","exp1","Alnus","incana","","yes","18","14","16","timeonly",43.75,989,"","","21-Dec-2013",48.16447,11.50293,16.6666666666667,16,4.44791666666667,43.75,"exp","exp","fldest",989,61.1148070881309,"Alnus_incana",20,0.259079700334389,0.522249097258486,-0.164088760541305
"zohner16","exp1","Alnus","incana","","yes","18","14","16","timeonly",31.9375,1831,"","","10-Feb-2014",48.16447,11.50293,16.6666666666667,16,6.875,31.9375,"exp","exp","fldest",1831,95.3468886724268,"Alnus_incana",20,0.259079700334389,0.522249097258486,0.604387387090495
"zohner16","exp1","Alnus","incana","","yes","18","14","16","timeonly",28.375,2380,"","","21-Mar-2014",48.16447,11.50293,16.6666666666667,16,9.26458333333333,28.375,"exp","exp","fldest",2380,123.490985386386,"Alnus_incana",20,0.259079700334389,0.522249097258486,1.36099008351425
"zohner16","exp1","Alnus","maximowiczii","","yes","18","14","8","timeonly",50.222875,989,"","","21-Dec-2013",48.16447,11.50293,15.3333333333333,8,4.44791666666667,50.222875,"exp","exp","fldest",989,61.1148070881309,"Alnus_maximowiczii",21,0.0237125466098977,-1.00803446073276,-0.164088760541305
"zohner16","exp1","Alnus","maximowiczii","","yes","18","14","8","timeonly",42.568,1831,"","","10-Feb-2014",48.16447,11.50293,15.3333333333333,8,6.875,42.568,"exp","exp","fldest",1831,95.3468886724268,"Alnus_maximowiczii",21,0.0237125466098977,-1.00803446073276,0.604387387090495
"zohner16","exp1","Alnus","maximowiczii","","yes","18","14","8","timeonly",40.2324375,2380,"","","21-Mar-2014",48.16447,11.50293,15.3333333333333,8,9.26458333333333,40.2324375,"exp","exp","fldest",2380,123.490985386386,"Alnus_maximowiczii",21,0.0237125466098977,-1.00803446073276,1.36099008351425
"zohner16","exp1","Alnus","maximowiczii","","yes","18","14","16","timeonly",43.75,989,"","","21-Dec-2013",48.16447,11.50293,16.6666666666667,16,4.44791666666667,43.75,"exp","exp","fldest",989,61.1148070881309,"Alnus_maximowiczii",21,0.259079700334389,0.522249097258486,-0.164088760541305
"zohner16","exp1","Alnus","maximowiczii","","yes","18","14","16","timeonly",41.5625,1831,"","","10-Feb-2014",48.16447,11.50293,16.6666666666667,16,6.875,41.5625,"exp","exp","fldest",1831,95.3468886724268,"Alnus_maximowiczii",21,0.259079700334389,0.522249097258486,0.604387387090495
"zohner16","exp1","Alnus","maximowiczii","","yes","18","14","16","timeonly",39.875,2380,"","","21-Mar-2014",48.16447,11.50293,16.6666666666667,16,9.26458333333333,39.875,"exp","exp","fldest",2380,123.490985386386,"Alnus_maximowiczii",21,0.259079700334389,0.522249097258486,1.36099008351425
"zohner16","exp1","Amelanchier","alnifolia","","yes","18","14","8","timeonly",37.4375,989,"","","21-Dec-2013",48.16447,11.50293,15.3333333333333,8,4.44791666666667,37.4375,"exp","exp","fldest",989,61.1148070881309,"Amelanchier_alnifolia",22,0.0237125466098977,-1.00803446073276,-0.164088760541305
"zohner16","exp1","Amelanchier","alnifolia","","yes","18","14","8","timeonly",28.8125,1831,"","","10-Feb-2014",48.16447,11.50293,15.3333333333333,8,6.875,28.8125,"exp","exp","fldest",1831,95.3468886724268,"Amelanchier_alnifolia",22,0.0237125466098977,-1.00803446073276,0.604387387090495
"zohner16","exp1","Amelanchier","alnifolia","","yes","18","14","8","timeonly",24.875,2380,"","","21-Mar-2014",48.16447,11.50293,15.3333333333333,8,9.26458333333333,24.875,"exp","exp","fldest",2380,123.490985386386,"Amelanchier_alnifolia",22,0.0237125466098977,-1.00803446073276,1.36099008351425
"zohner16","exp1","Amelanchier","alnifolia","","yes","18","14","16","timeonly",39.5,989,"","","21-Dec-2013",48.16447,11.50293,16.6666666666667,16,4.44791666666667,39.5,"exp","exp","fldest",989,61.1148070881309,"Amelanchier_alnifolia",22,0.259079700334389,0.522249097258486,-0.164088760541305
"zohner16","exp1","Amelanchier","alnifolia","","yes","18","14","16","timeonly",27.8125,1831,"","","10-Feb-2014",48.16447,11.50293,16.6666666666667,16,6.875,27.8125,"exp","exp","fldest",1831,95.3468886724268,"Amelanchier_alnifolia",22,0.259079700334389,0.522249097258486,0.604387387090495
"zohner16","exp1","Amelanchier","alnifolia","","yes","18","14","16","timeonly",24.5,2380,"","","21-Mar-2014",48.16447,11.50293,16.6666666666667,16,9.26458333333333,24.5,"exp","exp","fldest",2380,123.490985386386,"Amelanchier_alnifolia",22,0.259079700334389,0.522249097258486,1.36099008351425
"zohner16","exp1","Amelanchier","florida","","yes","18","14","8","timeonly",36.5,989,"","","21-Dec-2013",48.16447,11.50293,15.3333333333333,8,4.44791666666667,36.5,"exp","exp","fldest",989,61.1148070881309,"Amelanchier_florida",23,0.0237125466098977,-1.00803446073276,-0.164088760541305
"zohner16","exp1","Amelanchier","florida","","yes","18","14","8","timeonly",27.125,1831,"","","10-Feb-2014",48.16447,11.50293,15.3333333333333,8,6.875,27.125,"exp","exp","fldest",1831,95.3468886724268,"Amelanchier_florida",23,0.0237125466098977,-1.00803446073276,0.604387387090495
"zohner16","exp1","Amelanchier","florida","","yes","18","14","8","timeonly",23.9375,2380,"","","21-Mar-2014",48.16447,11.50293,15.3333333333333,8,9.26458333333333,23.9375,"exp","exp","fldest",2380,123.490985386386,"Amelanchier_florida",23,0.0237125466098977,-1.00803446073276,1.36099008351425
"zohner16","exp1","Amelanchier","florida","","yes","18","14","16","timeonly",36.625,989,"","","21-Dec-2013",48.16447,11.50293,16.6666666666667,16,4.44791666666667,36.625,"exp","exp","fldest",989,61.1148070881309,"Amelanchier_florida",23,0.259079700334389,0.522249097258486,-0.164088760541305
"zohner16","exp1","Amelanchier","florida","","yes","18","14","16","timeonly",27.8125,1831,"","","10-Feb-2014",48.16447,11.50293,16.6666666666667,16,6.875,27.8125,"exp","exp","fldest",1831,95.3468886724268,"Amelanchier_florida",23,0.259079700334389,0.522249097258486,0.604387387090495
"zohner16","exp1","Amelanchier","florida","","yes","18","14","16","timeonly",23.5625,2380,"","","21-Mar-2014",48.16447,11.50293,16.6666666666667,16,9.26458333333333,23.5625,"exp","exp","fldest",2380,123.490985386386,"Amelanchier_florida",23,0.259079700334389,0.522249097258486,1.36099008351425
"zohner16","exp1","Amelanchier","laevis","","yes","18","14","8","timeonly",34.5484375,1831,"","","10-Feb-2014",48.16447,11.50293,15.3333333333333,8,6.875,34.5484375,"exp","exp","fldest",1831,95.3468886724268,"Amelanchier_laevis",24,0.0237125466098977,-1.00803446073276,0.604387387090495
"zohner16","exp1","Amelanchier","laevis","","yes","18","14","16","timeonly",31.8125,1831,"","","10-Feb-2014",48.16447,11.50293,16.6666666666667,16,6.875,31.8125,"exp","exp","fldest",1831,95.3468886724268,"Amelanchier_laevis",24,0.259079700334389,0.522249097258486,0.604387387090495
"laube14a","exp1","Amorpha","fruticosa","","yes","7","","8","timeonly",34,2239,"","110","14-Mar-2012",48.403008,11.711811,7,8,7.50625,34,"ramped","exp","fldest",2239,103.547699511753,"Amorpha_fruticosa",25,-1.44733216416818,-1.00803446073276,0.804257149092585
"laube14a","exp1","Amorpha","fruticosa","","yes","7","","12","timeonly",34,2239,"","110","14-Mar-2012",48.403008,11.711811,7,12,7.50625,34,"ramped","exp","fldest",2239,103.547699511753,"Amorpha_fruticosa",25,-1.44733216416818,-0.242892681737139,0.804257149092585
"laube14a","exp1","Amorpha","fruticosa","","yes","7","","16","timeonly",40,2239,"","110","14-Mar-2012",48.403008,11.711811,7,16,7.50625,40,"ramped","exp","fldest",2239,103.547699511753,"Amorpha_fruticosa",25,-1.44733216416818,0.522249097258486,0.804257149092585
"laube14a","exp1","Amorpha","fruticosa","","yes","7","","8","timeonly",27,1003,"","33","14-Dec-2011",48.403008,11.711811,7,8,3.61875,27,"ramped","exp","fldest",1003,51.6913728053825,"Amorpha_fruticosa",25,-1.44733216416818,-1.00803446073276,-0.426623959474744
"laube14a","exp1","Amorpha","fruticosa","","yes","7","","12","timeonly",33,1003,"","33","14-Dec-2011",48.403008,11.711811,7,12,3.61875,33,"ramped","exp","fldest",1003,51.6913728053825,"Amorpha_fruticosa",25,-1.44733216416818,-0.242892681737139,-0.426623959474744
"laube14a","exp1","Amorpha","fruticosa","","yes","7","","16","timeonly",26,1003,"","33","14-Dec-2011",48.403008,11.711811,7,16,3.61875,26,"ramped","exp","fldest",1003,51.6913728053825,"Amorpha_fruticosa",25,-1.44733216416818,0.522249097258486,-0.426623959474744
"laube14a","exp1","Amorpha","fruticosa","","yes","7","","8","timeonly",35,1780,"","73","30-Jan-2012",48.403008,11.711811,7,8,5.82916666666667,35,"ramped","exp","fldest",1780,79.879632404017,"Amorpha_fruticosa",25,-1.44733216416818,-1.00803446073276,0.273250025621685
"laube14a","exp1","Amorpha","fruticosa","","yes","7","","12","timeonly",37,1780,"","73","30-Jan-2012",48.403008,11.711811,7,12,5.82916666666667,37,"ramped","exp","fldest",1780,79.879632404017,"Amorpha_fruticosa",25,-1.44733216416818,-0.242892681737139,0.273250025621685
"laube14a","exp1","Amorpha","fruticosa","","yes","7","","16","timeonly",37,1780,"","73","30-Jan-2012",48.403008,11.711811,7,16,5.82916666666667,37,"ramped","exp","fldest",1780,79.879632404017,"Amorpha_fruticosa",25,-1.44733216416818,0.522249097258486,0.273250025621685
"flynn18","exp1","Aronia","melanocarpa",NA,"yes","20","10","12","timeonly",14.25,949,"0","0","21-Jan-2015",42.531705,-72.18992,15,12,2.36041666666667,14.25,"exp","exp","bothest",949,60.337337283142,"Aronia_melanocarpa",26,-0.0351292418212253,-0.242892681737139,-0.825044211122475
"flynn18","exp1","Aronia","melanocarpa",NA,"yes","20","10","8","timeonly",26.66666667,949,"0","0","21-Jan-2015",42.531705,-72.18992,13.3333333333333,8,2.36041666666667,26.66666667,"exp","exp","bothest",949,60.337337283142,"Aronia_melanocarpa",26,-0.32933818397684,-1.00803446073276,-0.825044211122475
"flynn18","exp1","Aronia","melanocarpa",NA,"yes","15","5","8","timeonly",15.66666667,949,"0","0","21-Jan-2015",42.531705,-72.18992,8.33333333333333,8,2.36041666666667,15.66666667,"exp","exp","bothest",949,60.337337283142,"Aronia_melanocarpa",26,-1.21196501044368,-1.00803446073276,-0.825044211122475
"flynn18","exp1","Aronia","melanocarpa",NA,"yes","15","5","8","timeonly",41,949,"0","0","21-Jan-2015",42.531705,-72.18992,8.33333333333333,8,2.36041666666667,41,"exp","exp","bothest",949,60.337337283142,"Aronia_melanocarpa",26,-1.21196501044368,-1.00803446073276,-0.825044211122475
"flynn18","exp1","Aronia","melanocarpa",NA,"yes","20","10","8","timeonly",12.33333333,949,"0","0","21-Jan-2015",42.531705,-72.18992,13.3333333333333,8,2.36041666666667,12.33333333,"exp","exp","bothest",949,60.337337283142,"Aronia_melanocarpa",26,-0.32933818397684,-1.00803446073276,-0.825044211122475
"flynn18","exp1","Aronia","melanocarpa",NA,"yes","15","5","12","timeonly",12,949,"0","0","21-Jan-2015",42.531705,-72.18992,10,12,2.36041666666667,12,"exp","exp","bothest",949,60.337337283142,"Aronia_melanocarpa",26,-0.917756068288069,-0.242892681737139,-0.825044211122475
"flynn18","exp1","Aronia","melanocarpa",NA,"yes","15","5","12","timeonly",31,949,"0","0","21-Jan-2015",42.531705,-72.18992,10,12,2.36041666666667,31,"exp","exp","bothest",949,60.337337283142,"Aronia_melanocarpa",26,-0.917756068288069,-0.242892681737139,-0.825044211122475
"flynn18","exp1","Aronia","melanocarpa",NA,"yes","20","10","12","timeonly",20.66666667,949,"0","0","21-Jan-2015",42.531705,-72.18992,15,12,2.36041666666667,20.66666667,"exp","exp","bothest",949,60.337337283142,"Aronia_melanocarpa",26,-0.0351292418212253,-0.242892681737139,-0.825044211122475
"zohner16","exp1","Aronia","melanocarpa","","yes","18","14","8","timeonly",27.452,989,"","","21-Dec-2013",48.16447,11.50293,15.3333333333333,8,4.44791666666667,27.452,"exp","exp","fldest",989,61.1148070881309,"Aronia_melanocarpa",26,0.0237125466098977,-1.00803446073276,-0.164088760541305
"zohner16","exp1","Aronia","melanocarpa","","yes","18","14","8","timeonly",20.5245625,1831,"","","10-Feb-2014",48.16447,11.50293,15.3333333333333,8,6.875,20.5245625,"exp","exp","fldest",1831,95.3468886724268,"Aronia_melanocarpa",26,0.0237125466098977,-1.00803446073276,0.604387387090495
"zohner16","exp1","Aronia","melanocarpa","","yes","18","14","16","timeonly",20.4375,989,"","","21-Dec-2013",48.16447,11.50293,16.6666666666667,16,4.44791666666667,20.4375,"exp","exp","fldest",989,61.1148070881309,"Aronia_melanocarpa",26,0.259079700334389,0.522249097258486,-0.164088760541305
"zohner16","exp1","Aronia","melanocarpa","","yes","18","14","16","timeonly",19.625,1831,"","","10-Feb-2014",48.16447,11.50293,16.6666666666667,16,6.875,19.625,"exp","exp","fldest",1831,95.3468886724268,"Aronia_melanocarpa",26,0.259079700334389,0.522249097258486,0.604387387090495
"zohner16","exp1","Berberis","dielsiana","","yes","18","14","8","timeonly",11.804375,989,"","","21-Dec-2013",48.16447,11.50293,15.3333333333333,8,4.44791666666667,11.804375,"exp","exp","fldest",989,61.1148070881309,"Berberis_dielsiana",27,0.0237125466098977,-1.00803446073276,-0.164088760541305
"zohner16","exp1","Berberis","dielsiana","","yes","18","14","8","timeonly",18.7094375,1831,"","","10-Feb-2014",48.16447,11.50293,15.3333333333333,8,6.875,18.7094375,"exp","exp","fldest",1831,95.3468886724268,"Berberis_dielsiana",27,0.0237125466098977,-1.00803446073276,0.604387387090495
"zohner16","exp1","Berberis","dielsiana","","yes","18","14","16","timeonly",11.75,989,"","","21-Dec-2013",48.16447,11.50293,16.6666666666667,16,4.44791666666667,11.75,"exp","exp","fldest",989,61.1148070881309,"Berberis_dielsiana",27,0.259079700334389,0.522249097258486,-0.164088760541305
"zohner16","exp1","Berberis","dielsiana","","yes","18","14","16","timeonly",17.8125,1831,"","","10-Feb-2014",48.16447,11.50293,16.6666666666667,16,6.875,17.8125,"exp","exp","fldest",1831,95.3468886724268,"Berberis_dielsiana",27,0.259079700334389,0.522249097258486,0.604387387090495
"calme94","exp1","Betula","alleghaniensis","","yes","24.4","24.4","16","timeonly",32.3,249,"","","5-Oct-1992",45.633,-73.25,24.4,16,0.95,32.3,"exp","exp","fldest",249,15.2319525429438,"Betula_alleghaniensis",28,1.62420919193644,0.522249097258486,-1.27161790378061
"calme94","exp1","Betula","alleghaniensis","","yes","24.4","24.4","16","timeonly",25.2,571,"","","2-Nov-1992",45.633,-73.25,24.4,16,2.46458333333333,25.2,"exp","exp","fldest",571,33.1809810159131,"Betula_alleghaniensis",28,1.62420919193644,0.522249097258486,-0.792062402211239
"calme94","exp1","Betula","alleghaniensis","","yes","24.4","24.4","16","timeonly",19.5,670,"","","16-Nov-1992",45.633,-73.25,24.4,16,2.70208333333333,19.5,"exp","exp","fldest",670,39.6761627097658,"Betula_alleghaniensis",28,1.62420919193644,0.522249097258486,-0.71686387789362
"calme94","exp1","Betula","alleghaniensis","","yes","24.4","24.4","16","timeonly",17.4,792,"","","7-Dec-1992",45.633,-73.25,24.4,16,3.21458333333333,17.4,"exp","exp","fldest",792,49.0542435521587,"Betula_alleghaniensis",28,1.62420919193644,0.522249097258486,-0.554593378050339
"calme94","exp1","Betula","alleghaniensis","","yes","24.4","24.4","16","timeonly",10.7,779,"","","11-Jan-1993",45.633,-73.25,24.4,16,2.18541666666667,10.7,"exp","exp","fldest",779,54.5385399148446,"Betula_alleghaniensis",28,1.62420919193644,0.522249097258486,-0.880453650093351
"calme94","exp1","Betula","alleghaniensis","","yes","24.4","24.4","16","timeonly",8.4,822,"","","1-Feb-1993",45.633,-73.25,24.4,16,2.23958333333333,8.4,"exp","exp","fldest",822,58.9145483224805,"Betula_alleghaniensis",28,1.62420919193644,0.522249097258486,-0.863303109459508
"calme94","exp1","Betula","alleghaniensis","","yes","24.4","24.4","16","timeonly",3.3,822,"","","1-Mar-1993",45.633,-73.25,24.4,16,2.23958333333333,3.3,"exp","exp","fldest",822,58.9296074852667,"Betula_alleghaniensis",28,1.62420919193644,0.522249097258486,-0.863303109459508
"calme94","exp1","Betula","alleghaniensis","","yes","24.4","24.4","16","timeonly",4.3,933,"","","29-Mar-1993",45.633,-73.25,24.4,16,2.51041666666667,4.3,"exp","exp","fldest",933,76.7294017422508,"Betula_alleghaniensis",28,1.62420919193644,0.522249097258486,-0.777550406290295
"calme94","exp1","Betula","alleghaniensis","","yes","24.4","24.4","16","timeonly",0,1193,"","","26-Apr-1993",45.633,-73.25,24.4,16,3.69791666666667,0,"exp","exp","fldest",1193,94.967936528089,"Betula_alleghaniensis",28,1.62420919193644,0.522249097258486,-0.401557784702204
"flynn18","exp1","Betula","alleghaniensis",NA,"yes","15","5","8","timeonly",56.33333333,949,"0","0","21-Jan-2015",42.531705,-72.18992,8.33333333333333,8,2.36041666666667,56.33333333,"exp","exp","bothest",949,60.337337283142,"Betula_alleghaniensis",28,-1.21196501044368,-1.00803446073276,-0.825044211122475
"flynn18","exp1","Betula","alleghaniensis",NA,"yes","15","5","8","timeonly",37.83333333,965,"0","0","26-Jan-2015",45.932675,-74.02507,8.33333333333333,8,2.38541666666667,37.83333333,"exp","exp","bothest",965,62.1705815212995,"Betula_alleghaniensis",28,-1.21196501044368,-1.00803446073276,-0.817128576983778
"flynn18","exp1","Betula","alleghaniensis",NA,"yes","20","10","12","timeonly",30.83333333,965,"0","0","26-Jan-2015",45.932675,-74.02507,15,12,2.38541666666667,30.83333333,"exp","exp","bothest",965,62.1705815212995,"Betula_alleghaniensis",28,-0.0351292418212253,-0.242892681737139,-0.817128576983778
"flynn18","exp1","Betula","alleghaniensis",NA,"yes","20","10","12","timeonly",19.6,949,"0","0","21-Jan-2015",42.531705,-72.18992,15,12,2.36041666666667,19.6,"exp","exp","bothest",949,60.337337283142,"Betula_alleghaniensis",28,-0.0351292418212253,-0.242892681737139,-0.825044211122475
"flynn18","exp1","Betula","alleghaniensis",NA,"yes","15","5","12","timeonly",40.83333333,965,"0","0","26-Jan-2015",45.932675,-74.02507,10,12,2.38541666666667,40.83333333,"exp","exp","bothest",965,62.1705815212995,"Betula_alleghaniensis",28,-0.917756068288069,-0.242892681737139,-0.817128576983778
"flynn18","exp1","Betula","alleghaniensis",NA,"yes","20","10","12","timeonly",25.16666667,965,"0","0","26-Jan-2015",45.932675,-74.02507,15,12,2.38541666666667,25.16666667,"exp","exp","bothest",965,62.1705815212995,"Betula_alleghaniensis",28,-0.0351292418212253,-0.242892681737139,-0.817128576983778
"flynn18","exp1","Betula","alleghaniensis",NA,"yes","15","5","8","timeonly",32,949,"0","0","21-Jan-2015",42.531705,-72.18992,8.33333333333333,8,2.36041666666667,32,"exp","exp","bothest",949,60.337337283142,"Betula_alleghaniensis",28,-1.21196501044368,-1.00803446073276,-0.825044211122475
"flynn18","exp1","Betula","alleghaniensis",NA,"yes","20","10","8","timeonly",30.33333333,965,"0","0","26-Jan-2015",45.932675,-74.02507,13.3333333333333,8,2.38541666666667,30.33333333,"exp","exp","bothest",965,62.1705815212995,"Betula_alleghaniensis",28,-0.32933818397684,-1.00803446073276,-0.817128576983778
"flynn18","exp1","Betula","alleghaniensis",NA,"yes","20","10","8","timeonly",41.16666667,965,"0","0","26-Jan-2015",45.932675,-74.02507,13.3333333333333,8,2.38541666666667,41.16666667,"exp","exp","bothest",965,62.1705815212995,"Betula_alleghaniensis",28,-0.32933818397684,-1.00803446073276,-0.817128576983778
"flynn18","exp1","Betula","alleghaniensis",NA,"yes","15","5","12","timeonly",31.5,965,"0","0","26-Jan-2015",45.932675,-74.02507,10,12,2.38541666666667,31.5,"exp","exp","bothest",965,62.1705815212995,"Betula_alleghaniensis",28,-0.917756068288069,-0.242892681737139,-0.817128576983778
