ID,Lat,Long,PSS,LMA,LA,LM,HV,LWC,Nmass,Delta13C,Wdens,RW10M,FO_tree,FO_branch,FW_mean,DBH,Height,Comp20,Martin1,Martin2,Martin3,Martin4,Martin5,Martin6,Martin7,Martin8,Martin9,Martin10,Martin11,Martin12,Martin13,Martin14,Martin15,Martin16,Martin17,Martin18,Martin19,Martin21,Martin22,Martin23,Martin24,Martin25,Martin26,Martin27,Martin28,Martin29,Martin30
257_2_193,213460.33,831673.77,50.5,82.34,40.08,0.33,13.3,0.5823,2.11,-27.21,0.6624,0.7476,3,3,0.5,24.26,1340,38.2,0,0,0,0,1.408257233,3.728450174,6.549441462,6.549441462,8.895722607,9.882593983,11.65481172,13.50868516,16.9428332,18.25473585,19.78004796,23.56675617,29.22116547,30.92138339,34.83469878,39.44952111,41.94808391,44.91851214,48.55926193,51.04214909,53.56420781,54.62963808,56.36658093,58.89692379,60.78242928
257_2_194,213452.32,831681.94,42.5,NA,NA,NA,NA,NA,NA,NA,0.6755,0.6951,1,NA,NA,12.64,855,67,0,3.8649017,6.754674883,8.167100252,12.97472469,15.75542204,20.78897125,24.29605812,28.75808745,32.96164209,39.89977914,45.03897966,49.46060012,52.11558347,56.82562023,58.70768531,60.05244531,63.6211364,66.58674388,69.07053507,71.77867893,73.41911718,76.10811892,79.31513946,81.29537306,84.591183,85.71462603,88.46273747,92.57294611
257_2_195,213447.76,831688.88,55,78.25,88.18,0.69,12.46,0.5893,1.79,-28.65,0.6666,0.3528,3,6,0.83,29.51,1430,29.2,0,0,0,1.976681669,3.188328877,3.188328877,5.854730163,5.854730163,6.93304631,12.30050075,13.81552885,14.81041004,14.81041004,15.83591139,16.33091573,20.23963502,22.53480956,23.75142752,26.14658069,30.72389956,32.13376485,34.45350815,34.82329292,36.63478269,38.3767958,38.7005489,39.42790473,41.01372933,41.47930925
257_2_196,213441.29,831683.52,38.5,103.14,137.68,1.42,6.77,0.5219,1.98,-27.08,0.5657,0.6167,2,0,0,28.49,1400,25.1,0,0,0,0.674521949,0.674521949,1.827034032,1.827034032,1.827034032,5.425491093,5.922800533,6.991858583,10.73671692,12.17302266,13.17739478,14.91713228,16.40490132,18.37147338,21.60871822,23.43571026,26.82671409,28.77037347,29.78891863,31.82920913,31.82920913,32.56123451,33.37450282,33.77988861,34.43395612,34.75856988
257_2_197,213445.5,831679.46,48.5,110,103.64,1.14,8.23,0.544,2.77,-27,NA,NA,2,1,0.2,19.35,1337,44.4,0,0,0.997526922,2.701905733,2.701905733,3.912338395,7.25342266,9.774133365,11.9289895,17.78343976,21.31575872,22.62279406,24.44506606,27.37504091,29.776328,36.04134117,40.09525383,42.43074303,43.24538674,44.37973134,44.37973134,44.37973134,46.02305965,46.57764199,49.22147214,49.48866504,50.44794852,52.20627725,52.96820939
257_2_198,213447.91,831677.12,49,86.21,54.52,0.47,14.48,0.5155,2.05,-29.24,0.5901,0.3379,2,5,0.45,19.29,1387,45.4,0,0,0.875554569,1.748390038,1.748390038,3.564607052,7.644302165,11.78884586,15.40746775,20.28574057,23.2035034,27.28012392,29.56460699,31.83405399,33.00873425,37.94907219,40.40935632,44.42365438,45.40495198,45.40495198,45.40495198,46.9311547,48.54931089,48.84450888,49.2851568,50.50786825,52.53376855,53.6411588,55.66193878
257_2_199,,,54.5,96.65,120.02,1.16,17.38,0.5451,1.88,-27.22,0.5957,0.2453,2,2,0.39,9.01,1490,31.2,0,0,0,1.549662848,3.197845903,4.541550376,7.575293018,10.44832414,11.20503547,13.82607091,16.59627569,20.09493794,24.11552186,24.50689914,25.19728756,26.01206851,29.29326157,29.29326157,30.29835193,35.24311086,35.9138775,38.41335306,39.17312184,39.17312184,39.17312184,39.56572743,39.84356764,41.60333634,42.6090377
257_2_200,213447.7,831676.71,45.5,95.12,80.95,0.77,14.77,0.56,2.45,-26.5,0.7729,0.5136,2,2,0.31,18.14,1480,40.5,0,0.85901548,1.741135124,4.774557661,4.774557661,9.335459688,14.2302553,14.2302553,15.67896777,17.96011418,20.43969218,21.64335241,23.78743452,26.08614843,29.26720827,31.6188711,34.04281498,36.11599829,39.04709255,41.09445198,42.52556413,44.52426403,46.20407684,47.05310702,48.65984783,48.98623003,51.27888817,51.77189988,52.85513077
257_2_201,213447.66,831675.22,46,92.14,64.03,0.59,29.81,0.5693,1.94,-27.56,0.6662,0.8379,3,6,0.82,16.81,1435,41.7,0,1.001112437,4.09665421,5.289207062,7.901206825,12.4910844,14.64976197,15.45786731,17.10266328,17.10266328,21.13147425,21.91730454,22.87787287,24.4557494,27.98422095,29.27863847,32.49765655,36.40482059,37.22352459,42.39335342,42.97067645,44.97601512,45.74273232,48.60795118,49.90341021,52.67324932,53.19237898,54.03975564,55.18585275
257_2_202,213442.69,831676.47,39,89.24,121.02,1.08,11.33,0.5404,2.08,-26.47,0.7535,0.6795,1,1,0.1,26.1,1595,22.7,0,0.789693446,1.647406776,1.647406776,2.390624892,4.246058257,6.005047236,8.538327748,9.94735414,11.68917809,13.14284068,14.991366,15.73813657,15.73813657,16.24122537,18.36541073,19.66282699,21.08617779,21.08617779,24.32349586,24.68088455,25.55280293,27.58046804,30.0307231,30.56376432,31.70855609,32.66268387,32.95166714,33.46245231
257_2_203,213442.38,831677.48,42,103.66,69.46,0.72,8.85,0.5414,2.15,-27.43,0.6504,0.7305,2,0,0,21.36,1400,28.5,0,1.17934589,2.190426983,3.098705785,3.098705785,5.154282283,6.023877274,8.293729236,11.19790393,14.83095325,17.34441368,18.95697466,18.95697466,18.95697466,19.53989594,22.55538991,24.23490336,25.21693994,25.98527146,28.9850006,29.88636758,30.24168244,31.86137734,36.15117682,36.88546673,38.1871143,38.56214521,38.56214521,38.86665452
257_2_204,213438.8,831681.52,43,77.62,85.03,0.66,15.39,0.5541,2.28,-28.42,0.626,0.4911,3,2,0.42,20.05,1242,26.3,0,0,0,0,1.031663473,3.060631079,4.104237513,7.635485049,8.694920232,9.360487577,11.09061142,13.65865269,14.18068507,16.12530733,16.72038566,20.33316459,23.62599065,24.52193098,25.20047234,28.08700241,28.5914245,29.07979329,30.7679892,32.36445645,35.08896132,35.62436975,37.10838813,37.51683128,38.0124373
257_2_205,213441.62,831674.62,53.5,82.24,63.23,0.52,9.74,0.5702,2.19,-28.21,0.5948,0.411,4,3,0.28,23.97,1358,21.2,0,0,1.820000397,1.820000397,3.947161905,3.947161905,6.710312016,7.348493622,10.72504244,11.46151251,12.37985579,13.72702503,15.44441234,15.90814994,16.66377827,17.1682708,17.79305705,18.59216945,20.32167254,22.48355745,23.5806498,25.67501531,26.56582194,27.69366833,28.52578159,30.98526603,32.17701958,33.31957827,34.9361716
N1_1,213531,831625.83,44,92.42,62.69,0.65,17.27,0.5608,2.43,-27.81,0.7139,0.5751,3,3,0.44,27.18,1294,33.3,0,0,0,1.622966298,3.337109489,3.337109489,4.584280144,5.107920634,6.77493563,7.818865785,9.984530305,13.58044692,14.99595078,18.15117559,20.11264729,22.02839794,24.57641171,27.60375469,29.44192017,33.50622222,34.32291121,35.65434671,37.78999624,40.0296799,41.2631511,42.56778284,43.98098749,44.75109015,45.91834031
N1_2,213530.81,831621.2,46,94.73,88.67,0.84,9.13,0.5227,2.19,-28.44,0.7162,0.6824,NA,1,0.15,18.02,1089,40,0,0,0,0.863197904,4.213919601,5.125916417,9.006338274,9.740910202,12.87405413,13.96447957,17.23694251,19.61029037,23.40047888,27.44781685,28.81434279,32.41936522,33.51568214,34.30187136,38.28435461,41.81791356,42.45794993,42.95827739,44.19197103,47.76581599,49.716504,50.31192136,51.7906972,53.23929619,54.60157748
N1_3,213514.43,831632.37,48,81.29,81.19,0.66,11.05,0.5714,2,-27.19,NA,0.1879,3,2,0.26,17.09,1023,41,0,0,0,1.193218895,3.059649392,3.837467192,7.404447236,10.44574009,13.15542674,15.79643115,19.80227476,22.70815935,23.61518902,27.34841337,30.73545555,35.58716457,35.58716457,37.11198714,38.2375815,43.37382476,45.68173218,50.74559583,53.08042015,56.22402023,59.47516865,60.57204386,64.01082386,65.21211748,68.3450126
N1_4,213507.41,831631.03,46,NA,NA,NA,NA,NA,NA,NA,NA,0.7223,2,NA,NA,24.19,1248,24.1,0,1.063493575,1.063493575,1.711238497,2.170191884,3.062113564,3.062113564,4.256943876,6.058280538,6.058280538,7.003585606,8.783085922,10.02524086,12.1168274,14.8621324,17.19444505,18.90144985,19.16985589,21.64986732,26.03726453,28.92187483,30.19263659,31.21763855,32.61013116,34.50109687,35.6210014,38.26313279,39.15521149,41.94906447
N1_5,213495.12,831659.55,45.5,89.15,81.88,0.73,16.47,0.5805,2.16,-27.09,0.5953,1.6727,4,4,0.64,41.6,1339,14.8,0,0,0,0,0,0.690343855,1.933066405,2.980909333,2.980909333,4.029775457,4.789606787,5.82252851,8.123122699,8.987519281,10.54092978,11.49476714,12.40153382,13.67726584,14.21530292,16.41334293,19.10782136,20.72962168,24.28769531,26.62047705,27.73714241,29.02143079,31.46050039,33.43985522,35.0953325
N1_6,213502.23,831688.99,46,81.01,59.25,0.48,21.58,0.6129,2.16,-27.89,0.6657,1.2981,3,4,0.89,36.51,1655,22.1,0,0,0,0,0,0,0.810204436,1.34751389,1.34751389,4.230812342,5.152448868,6.682556988,8.131003957,9.519254826,11.04766886,13.64383908,14.69312901,16.51560713,18.46031774,24.99009836,27.08645539,30.20807764,32.50498511,33.74826091,35.69403821,39.63050993,41.594381,42.42084518,44.58533676
N1_7,213503.2,831695.73,54,102.95,70.91,0.73,26.58,0.5494,2.1,-26.86,0.6793,1.0721,1,1,0.03,24.19,1623,36.1,0,0,0,1.244966483,2.096598483,2.096598483,3.19089108,6.748515929,7.354952857,8.106855418,12.34064654,15.36241752,18.64470427,20.97022173,22.90103917,25.74824469,27.68238622,29.63877505,32.63758033,38.52996881,41.44795596,42.9345348,44.94545213,47.45087581,50.01691443,52.6284383,54.17569724,55.77915248,58.24852082
N1_8,213508.24,831700.29,55,96.62,76.59,0.74,10.95,0.5432,1.78,-27.82,0.6389,0.5358,2,2,0.31,24.03,1479,32,0,0,0.621237787,1.272646416,3.014834551,3.768623342,5.213118148,5.213118148,8.827771427,11.05036091,12.08400935,14.51852237,17.44034733,17.71286464,19.41115406,20.7227896,24.3671556,26.13222445,28.36086138,34.14290852,36.66273909,39.68721762,43.17967714,45.80686914,46.81328546,48.99310042,50.15353777,52.07775323,53.18361769
N1_9,213509.41,831703.64,52,95.23,84.01,0.8,11.79,0.5652,2.06,-27.26,0.6593,0.6543,3,2,0.35,21.71,1474,39.3,0,0,0,2.847677251,4.726185538,7.226673951,8.829932939,11.59722277,13.50493891,14.18028426,16.57724943,19.51531608,21.53908018,23.47847259,26.79303781,28.38934066,30.47506341,33.47422855,36.5613428,41.48342693,43.64284317,44.93004737,46.67881429,48.05503014,50.18729275,51.11337589,54.80893258,56.46507053,57.63053346
N1_10,213511.78,831700.31,53,92.71,101.39,0.94,13.33,0.5727,1.91,-27.65,0.6533,0.5893,2,4,0.71,24.7,1239,27.1,0,0,0,0,3.052203796,3.789225806,5.625345762,7.775030285,9.373027707,10.09424363,10.9749587,12.73113247,14.85881487,15.81204184,17.06169178,20.16002589,22.87574731,25.04873668,26.01016977,27.89791809,31.70647716,34.63141904,35.78073105,37.97151772,39.8116706,41.27895189,44.57109664,46.56679627,48.27959625
N1_12,213518.01,831701.69,53,125.53,85.24,1.07,23,0.5633,2.17,-27.8,NA,NA,1,1,0.15,24.19,956,20.5,0,0,0,0.820794666,1.562005399,2.920129334,4.539469719,4.539469719,4.539469719,4.539469719,5.700256401,7.371662936,9.265545971,12.63743069,12.63743069,14.59007023,15.14286561,17.03948829,18.02505351,22.26957407,23.97956851,27.22562582,27.99659941,28.66160862,30.02377275,32.09967557,34.3162357,37.42010044,39.79036518
N1_13,213505.27,831705.44,50,102.73,82.74,0.85,11.41,0.538,1.92,-27.36,0.6608,0.9658,3,1,0.21,22.98,1520,42.3,0,0,0.688439067,3.083236671,5.545989398,7.690761605,9.655986027,12.06482931,13.6473765,14.52167107,15.86437179,19.89153927,22.2725291,24.35997159,28.16460984,31.00187815,33.66332228,36.20951144,38.04483053,43.82673499,46.71374594,48.46967622,49.61512093,51.175258,53.32525701,55.19428971,56.31777558,58.31144584,61.13826638
N1_14,213497.68,831705.16,51.5,97.01,94.84,0.92,12.55,0.5598,2.69,-26.66,NA,0.4551,NA,4,0.76,21.65,1421,47.6,0,0,0.580413432,2.871165985,5.804198324,6.727361533,8.906397628,8.906397628,14.24230806,17.31079495,21.72816698,24.49574042,26.12912136,28.92740582,31.48605583,34.91328536,37.22598503,41.20091169,44.10082117,51.09622812,53.18523623,55.67304008,59.07665765,61.29025388,63.47111381,66.28075731,68.97220495,71.91375756,73.31683151
N1_16,213506.54,831715.9,52.5,89.09,62.86,0.56,33.52,0.5333,1.61,-27.32,NA,NA,1,2,0.19,24.16,NA,36.1,0,0.697146653,1.151953309,2.151916139,3.991179834,4.673868941,7.887611402,9.564950586,13.49312813,14.69705614,16.25638864,18.56675388,19.4869681,21.24293172,24.0838512,25.25990614,28.52251899,30.83330373,32.73446618,37.78659906,38.40729863,40.22049862,41.14756207,42.17010699,43.25280114,46.67461801,49.3471227,51.15778033,53.54696268
N1_17,213501.72,831722.63,47,94.56,63.45,0.6,17.33,0.5556,2.11,-26.66,0.7053,0.4805,3,3,0.51,18.14,1421,35.4,0,2.842138824,2.842138824,2.842138824,4.418524586,6.820718249,7.51284685,7.51284685,9.812899878,15.39081949,15.39081949,15.39081949,17.87831827,19.57982148,23.05744581,24.10858835,25.72548548,29.21236382,31.53710685,37.76690261,39.41829525,40.58179858,44.45483368,46.91241495,53.46148404,56.05278257,58.32875361,59.93964285,61.17348767
N1_18,213506.54,831715.9,51.5,82.73,91.87,0.76,13.08,0.5801,2.01,-26.88,0.7473,0.5725,3,3,0.59,26.71,1356,28.2,0.438826511,1.13492368,1.758744661,3.281614653,5.499856536,6.089370629,6.869620582,7.989001699,9.38199458,10.59649187,11.44690938,14.28674817,15.86270766,17.78002798,19.17422589,19.93988694,22.31503165,25.03484448,27.0416964,29.76443571,31.88808943,33.89221484,35.20437081,35.42572462,36.10850667,38.10437571,40.33507368,41.34470437,43.65513338
N1_20,213491.67,831712.95,42,89.56,79.28,0.71,9.54,0.5506,1.6,-27.79,0.6709,0.5569,2,2,0.28,21.55,1226,49.6,0,0.862592001,0.862592001,1.42721063,2.171323987,3.726042636,5.080990716,6.653092667,9.404113043,10.49832519,14.57079484,17.93534885,21.31720545,25.94549593,29.60604885,35.098825,39.04393817,42.23174029,46.68960889,52.48185182,56.59871002,61.12136339,64.40923661,66.38222179,67.58141319,71.49340126,76.41288662,78.40847956,80.30010306
P_1,213535.21,831650.75,49,83.64,86.08,0.72,17.4,0.5814,2.04,-27.3,0.7028,0.5755,NA,2,0.33,20.21,1421,53.9,0,0,0.839762234,3.268872518,6.743322582,8.840684081,10.64271415,13.9808598,17.1448979,18.72639028,22.47124421,25.52761459,28.63692438,32.98815392,35.59126104,38.4107255,40.50842714,44.09840509,48.64497221,56.76714293,59.5454701,62.69270416,66.748905,71.12423327,74.58779706,79.07461284,81.97180236,84.38164923,87.92387481
P_13,213533.75,831659.27,45.5,117.07,132.4,1.55,21.82,0.5441,2.01,-27.3,0.685,0.3937,1,0,0,26.93,1285,49.4,0,0,0,2.525052428,2.525052428,4.252784188,4.941670439,9.364043587,12.24056104,14.82172152,17.09238058,20.79374093,23.80778872,27.01783702,31.97843736,35.06888433,37.46879238,40.93467224,44.21913502,52.7418621,55.62756658,57.12912925,59.57314988,61.54485468,65.01161568,68.97117768,71.89326309,73.85610026,76.96459593
P_18,213541.12,831646.97,51,87.68,94.66,0.83,12.9,0.5677,2.34,-29.21,0.6484,0.6173,NA,2,0.21,26.36,1410,36,0,0,0.81669381,0.81669381,2.251757355,3.520923484,5.314814253,8.50603075,10.56649405,11.39452158,14.81153996,17.4341026,18.51541875,20.45056728,24.13254599,26.30857695,28.29529973,31.53076025,34.65943028,38.34377994,41.08819921,44.45362586,47.67304084,50.92114261,53.9010524,56.96947794,60.18838869,63.79670375,65.35942538
P_22,213546.8,831653.78,54,86.27,64.91,0.56,7.95,0.5591,1.79,-28.17,0.6188,0.3342,1,2,0.14,22.31,1240,47.4,0,0,2.327760014,2.327760014,4.239726493,5.919438109,7.848345328,10.96771028,13.32825303,14.68140941,18.35461924,20.68530112,24.12598244,28.45414121,32.41657111,37.48172929,40.01659387,41.65127833,45.03399023,50.30662385,54.22812522,56.09713524,60.94295292,62.93738443,66.86487887,69.21891527,70.6184446,71.92387824,73.55728819
P_23,213543.33,831657.46,48,102.86,112.77,1.16,6.54,0.5397,2.06,-27.62,0.7044,0.6533,1,0,0,20.12,1219,57.1,0,0,0.666601633,1.825583363,2.465610323,7.121561902,10.71763123,12.4553607,13.70489175,20.60424134,23.57860393,28.56855423,32.31603224,34.89272954,37.58817365,41.64929039,46.04849818,50.07222538,53.78242951,61.16371633,63.83558775,66.21678667,69.18814882,73.84725363,75.63636628,78.99155025,80.89075133,84.43883823,87.61369451
P_24,213545.72,831659.65,36,87.32,123.68,1.08,7.93,0.5385,2,-27.32,0.6838,0.1422,0,0,0,12.13,1229,84.1,0,0,0,5.45214279,8.109230615,13.594043,16.89810724,23.51144426,29.71000187,33.1621238,38.29929223,43.58786708,46.48246764,49.74866445,54.53531044,62.68071763,66.087193,73.04515731,78.02661142,90.53372861,97.22493233,100.3022899,102.9212882,105.0812214,109.9069201,111.6260275,113.4998217,118.1432017,121.4322567
TB_85,213504.05,831723.78,47,91.04,70.3,0.64,12.23,0.5762,2.55,-27.07,0.6519,0.5429,3,2,0.4,21.49,1275,26.6,0,0,0,1.906474374,3.820327535,6.767883861,8.322583795,9.228516758,9.228516758,10.96587901,12.46761848,14.68470558,15.75566279,16.67166065,19.48970348,20.86686502,21.36327277,23.82685891,26.00063764,29.66306829,33.00816594,35.0527711,38.06916068,40.04477207,41.41065878,42.34079405,43.28316999,45.81619983,48.85604055
TB_86,213508.52,831723.59,43,90.95,87.96,0.8,8.35,0.5376,2.08,-28.3,NA,NA,3,0,0,24.19,1146,23.6,0,0,0.741826813,0.741826813,3.1098328,3.5011814,4.931761697,6.297152869,6.670522162,8.302740758,9.474290928,10.42742492,10.42742492,13.02494381,14.3844873,17.54601016,19.19774619,20.64111052,22.33111967,24.89222507,25.93185369,27.84684354,28.44520094,30.30364564,31.47589794,33.50395357,35.80512013,36.90825555,37.09799021
257_2_tb87,213506.44,831721.64,49.76923077,96.7,82.73,0.8,7.91,0.5699,1.66,-27.06,NA,NA,1,1,0.19,13.53,NA,32.3,0,1.253448205,2.878733904,5.395634991,6.472854128,7.478903117,8.221743822,8.677965639,11.77994817,12.53273637,13.03544986,14.21065131,18.77216217,20.71836494,21.74434698,23.42131227,25.3795979,28.45466518,31.65349648,33.8205874,35.40540839,38.35308787,39.53968604,41.69573786,42.41971984,44.55346528,46.33675704,47.17059866,48.09655505
TB_90,213514.73,831718.63,51.5,80.7,63.2,0.51,9.02,0.5785,2.03,-27.88,0.6802,0.7562,2,5,0.71,21.52,1074,29,0,0,0,0.7703682,0.7703682,2.442127472,3.881455629,5.45617252,8.114262349,13.33782178,15.80415134,16.93783635,18.91549951,20.58562145,20.94843432,23.75715687,24.99958987,27.93697921,27.93697921,29.0249821,30.86898782,31.40025702,34.58766254,35.45664406,36.07045719,38.37427382,38.37427382,39.3593788,39.91928095
TB_95,213515.04,831705.1,57.5,82.8,115.94,0.96,5.8,0.5616,2.34,-27.57,0.7835,0.7693,2,2,0.24,22.47,1508,26.3,0.899914641,0.899914641,0.899914641,2.59004414,3.541195026,4.282567799,4.846041643,4.846041643,6.795325179,8.13035229,10.90079813,11.88794561,15.17748334,17.26356716,19.25277052,20.04088704,21.7421536,22.65094582,23.96608956,27.40497422,29.37597907,30.21294452,31.05385881,32.22138735,36.99849466,38.67516942,39.34126405,41.57503614,43.56542061
TB_108,213549.14,831671.17,54.5,95.16,114.54,1.09,13.07,0.5477,1.98,-27.08,0.7395,0.3433,NA,0,0,17.83,1199,50.9,0,0,0.732759645,3.18138937,4.960705906,7.222713174,10.51945836,11.91488802,19.38694158,23.0183343,23.0183343,26.89331502,28.88648367,31.83441053,34.5441747,36.43134651,39.17086456,42.06874795,43.50883352,52.66051128,55.35238727,58.4940532,59.20014791,63.17893817,65.5939113,66.73976693,69.92982521,71.18064933,75.48545445
TB_111,213557.65,831668.47,53,87.77,87.73,0.77,10.08,0.565,1.59,-27.48,0.6692,0.412,3,2,0.27,28.55,951,30.4,0,0,0.727874436,1.633638802,3.108378376,4.44848665,5.941342219,7.006271165,8.371349093,11.60184687,14.48179202,17.90738759,20.73435637,21.92913914,23.7417482,24.67564916,26.16082211,27.22379728,28.99516052,32.73993572,34.55074912,34.78756193,36.24008573,36.43536253,37.98756146,39.56508923,40.31022146,42.07463525,43.1683645
