ID,Lat,Long,PSS,LMA,LA,LM,HV,LWC,Nmass,Delta13C,Wdens,RW10M,FO_tree,FO_branch,FW_mean,DBH,Height,Comp20,Martin1,Martin2,Martin3,Martin4,Martin5,Martin6,Martin7,Martin8,Martin9,Martin10,Martin11,Martin12,Martin13,Martin14,Martin15,Martin16,Martin17,Martin18,Martin19,Martin21,Martin22,Martin23,Martin24,Martin25,Martin26,Martin27,Martin28,Martin29,Martin30
257_2_122,213544.14,831681.72,42,112.34,118.57,1.33,7.08,0.5181,2.23,-26.31,NA,0.3774,2,2,0.33,21.52,1130,24.4,0,0,0.728590097,1.580040263,2.273345085,2.273345085,3.150656091,4.265205368,4.889906912,6.748730159,6.748730159,9.456430908,10.94914619,11.7840764,13.43784989,14.29206118,15.99844686,19.77974602,21.99094283,27.4491064,28.58947344,32.97746642,33.52775037,35.1922051,37.83365348,40.46060373,43.21503716,45.75680385,49.83955079
257_2_123,213542.39,831680,42.5,103.14,64.38,0.66,10.67,0.5385,2,-25.83,NA,NA,2,2,0.32,17.35,1055,34.4,0,1.093754338,2.214697653,2.214697653,2.214697653,3.034861967,4.952892623,4.952892623,6.868930645,9.582620475,11.16653409,15.15384362,15.6749602,16.7954058,19.29787052,21.92629581,25.51795165,27.14054075,30.52786416,37.94441609,39.84901494,42.06168192,44.65311017,49.05868532,51.3678359,53.06940163,56.94065749,61.64944578,64.34635852
257_2_125,213528.2,831676.37,41.5,78.69,79.04,0.62,7.92,0.5811,2.1,-27.11,0.8472,0.2337,2,1,0.15,17.35,1059,49,0,1.201836988,2.291535876,3.316265579,4.60774196,9.543138418,10.97356049,10.97356049,13.46333591,18.95062979,22.92706842,28.66918896,30.2476483,33.24281296,37.33967877,41.17660806,41.79752494,44.65835667,46.56516244,51.26474139,54.03681232,57.00591633,60.62210711,63.98664754,66.93343289,68.74612816,71.06662977,73.29561971,74.87817941
257_2_127,213531.66,831668.12,41,109.42,88.65,0.97,9.08,0.5403,2.2,-26.61,NA,0.3602,1,1,0.2,17.09,985,66.9,0,0,3.366351471,3.83680237,5.106362047,9.283778723,14.25098102,16.61286603,19.01015497,24.15292239,25.37025657,28.67062734,33.77405974,37.75123084,45.19959637,49.1087127,52.86394067,55.79153879,62.31081155,71.00172631,73.47574887,74.9653054,81.0238547,82.8283747,84.24857734,85.97938761,87.46362053,91.30867866,92.69191416
257_2_128,213531.89,831662.75,38.5,112.76,84.25,0.95,16.95,0.5153,2.15,-26.75,0.7305,0.2336,1,3,0.33,17.7,1125,65.4,0,0,0,5.172796827,5.585668908,9.191621595,9.786995264,12.76020647,14.34092999,21.49135729,25.20174724,29.52357469,36.65976238,40.02016252,45.50329164,48.80640715,53.62002006,57.20092658,62.48729587,68.86776909,72.43770537,81.16267495,84.02236315,84.53976574,85.56602908,90.48120263,95.06538101,97.19147422,101.5893087
257_2_130,213516.82,831669.86,46.5,105.88,82.17,0.87,20.88,0.565,2.24,-26.78,0.6624,0.7923,NA,3,0.53,45.36,1510,24.2,0,0,0,1.216523126,3.017572966,3.405410353,4.766684198,7.315995058,8.237661939,10.02453593,11.76250503,12.85171914,15.13575267,17.39238275,19.14210451,19.55214827,20.51051898,21.42634793,22.13648134,25.16690697,26.13250912,28.35018289,29.50880361,32.30520015,33.61778832,36.69150906,37.35943677,39.26275351,41.06511059
257_2_131,213518.69,831675.64,47,95.33,113.29,1.08,9.31,0.52,1.95,-27.85,NA,0.2605,NA,2,0.24,12.45,1030,63.5,1.303856043,2.364865507,4.338411493,7.004110436,16.71570226,17.94734609,24.30407599,30.27085821,33.7061345,34.54100704,35.71228643,39.18932455,41.89661112,46.84941626,49.32476323,50.45841362,53.79703864,59.17587808,60.80429669,65.84578181,69.19108552,70.45581434,73.74143356,77.09787545,80.00024942,88.33857498,92.12504692,95.86076195,98.94801517
257_2_133,213489.35,831660.84,48,87.95,34.11,0.3,14.2,0.5385,2.26,-28.91,0.7042,0.4798,4,2,0.23,32.63,1241,24.1,0,0,0,0,0,1.12245492,2.741657403,2.741657403,4.778123258,6.122815411,6.838237507,7.746696858,9.158497141,9.158497141,11.58582197,13.71434168,15.91792873,18.91750978,22.72299243,24.83853545,26.49099419,27.07485933,27.60247447,29.52710372,31.08393627,32.73321527,35.33900212,39.27612478,40.46962195
257_2_134,213475.53,831656.59,47.5,103.33,100.65,1.04,13.1,0.5498,2.49,-28.01,0.6016,0.5852,NA,4,0.79,NA,1220,30.4,0,0,0.647130178,5.15252759,7.270097857,10.44406869,10.44406869,13.03345282,16.30526247,17.19025168,21.1376254,23.32890462,24.47646166,26.03274285,26.95555908,26.95555908,28.09224185,28.78933347,28.78933347,31.46252005,32.1553493,32.73333106,35.43462692,35.72751081,36.53259388,37.80621177,39.5153582,40.6351169,43.06569803
257_2_135,213474.66,831659.56,42.5,80.17,74.84,0.6,11.98,0.5683,2.17,-27.23,0.6751,0.5835,NA,4,0.53,15.22,1227,43.5,2.356557703,3.904806224,6.018532478,8.302884782,10.03105571,14.35532527,16.52692773,21.83537393,26.91495892,29.14480309,32.80720054,34.74936419,36.10397766,38.27135279,40.24397333,41.22482067,41.83924361,41.83924361,43.51383597,50.72638431,51.75239432,51.75239432,53.50946939,54.94319169,57.03450379,58.20765246,59.0864693,62.6363614,67.21363677
257_2_136,213464.71,831657.98,48,80.73,92.9,0.75,7.4,0.5399,2.6,-26.9,NA,0.9305,NA,0,NA,30.75,1447,22.5,0,0,0.570354762,1.21536378,1.21536378,2.199720692,2.9367912,5.59420656,6.827927615,9.820433428,13.2458328,13.63153012,13.98328459,14.31169862,17.16829169,19.20520577,19.20520577,19.70228942,21.96569905,22.54846882,24.45814168,25.21697091,26.48984312,27.8089954,29.62414385,30.53512002,32.30504745,33.94685548,36.85083013
257_2_138,213463.06,831652.44,51,94.35,95.39,0.9,14.22,0.5028,2.32,-27.35,0.6907,0.7622,NA,3,0.32,34.85,1433,16,0,0,0,1.004835693,2.216293997,2.982381909,3.454044329,3.977078172,4.392236284,6.496854801,6.496854801,7.613931728,8.625101558,11.28386562,12.6629011,13.43327687,14.4584444,14.4584444,14.80613855,16.45738672,17.18801169,19.52496309,20.54468585,21.53052705,21.76494272,22.29547425,23.28638972,24.34646544,24.56864936
257_2_139,213510.38,831707.67,52,96.75,86.82,0.84,12.17,0.5508,1.73,-27.93,0.7231,0.4414,2,3,0.58,14.74,1324,53.5,0,1.20025653,3.955857462,4.789280208,6.016859501,8.687252469,10.24531419,14.48421003,21.35367373,25.28252359,28.05774111,30.67080165,32.54456308,33.48110734,37.82227586,41.38773543,43.75396914,45.99747949,49.0734751,54.81182906,55.88283377,59.08625285,60.25309855,63.58514056,64.72930174,64.94841686,68.03640105,68.98574925,70.35875664
257_2_141,213501.29,831703.42,39,104.22,126.66,1.32,11.02,0.5286,2.26,-27.3,0.625,0.3207,1,0,NA,16.33,1357,57,0,0,0.946010601,0.946010601,3.772731879,10.68655461,12.57913519,16.13751059,18.62472801,20.24717383,25.86927139,26.38803753,28.72843465,37.45806598,38.72845402,45.06904103,49.06116373,52.044413,55.83485127,59.60936034,62.5671579,64.64356541,67.71339374,69.74870322,76.46412978,77.81142612,81.40272152,82.42142373,85.71184733
257_2_142,213497.1,831699.34,51,93.47,70.61,0.66,15.22,0.5319,2.21,-27.6,0.6487,0.3089,1,2,0.3,17.95,1486,52.2,0,1.683795573,1.683795573,1.683795573,2.369838309,4.688202137,8.092084079,10.29240242,14.54604864,18.98762986,23.62108628,27.09013284,31.3055375,35.1299814,37.8389458,41.00267331,45.08225553,47.35456061,50.38774244,55.06372909,58.03646913,58.69829438,59.91256153,65.21240569,69.16408286,71.99579682,74.60139932,79.31136293,81.39628479
257_2_144,213492.85,831697.18,54.5,93.16,59.04,0.55,16.62,0.5175,1.69,-28.85,0.5856,0.157,2,4,0.45,15.47,1344,57.8,0,0,0,4.210020786,9.016539902,10.09189677,11.93572885,16.28280997,21.01112828,24.61463777,26.55372741,35.7204736,39.88167366,42.19919333,44.8937861,49.20042696,51.15178621,54.87603659,55.77310649,61.70507453,65.41064589,67.83602028,71.97189285,76.7720581,78.84080081,81.49010569,83.12279028,86.49723634,92.19136373
257_2_145,213490.19,831686.1,44,88.83,183.5,1.63,7.26,0.5447,2.35,-27.86,0.7079,0.4912,2,0,NA,15.37,1036,47.3,0,1.180785919,1.180785919,4.207659769,5.014467519,7.894640729,9.698963065,15.74247205,20.3972773,23.97321822,26.27374197,29.67341187,30.97067007,33.86499848,37.22313903,38.5420465,40.07012616,41.54586654,44.84715586,52.08482928,54.41173419,58.31963817,60.389031,61.71443081,64.08019793,68.47744415,73.97929104,78.94904953,84.52690062
257_2_146,213483.63,831691.7,56,104.37,111.14,1.16,13.37,0.5704,2.25,-27.16,0.7208,0.3064,2,3,0.51,12.41,1174,65.1,0,0,0,8.339163144,8.339163144,15.97647281,19.61849202,26.76131159,28.4611127,33.00277708,34.28078966,38.07660274,46.74879905,49.3467074,51.51251817,54.79896291,57.61111833,61.5351582,64.5777445,66.72563799,74.45512065,74.45512065,76.25375181,83.57028441,89.30040121,93.64038076,100.4005414,109.6434524,115.2809379
257_2_147,213480.2,831687.8,56,102.3,87,0.89,13.65,0.555,2.64,-27.77,0.6288,0.4922,3,2,0.39,20.47,1357,37.5,0,0.892763679,4.024623621,4.024623621,5.928629199,8.852347922,10.56720865,12.85878991,16.71694503,18.97059722,22.96203697,23.96743678,25.04110937,25.47966857,27.59132592,29.64427188,31.70712518,33.20378274,36.078891,42.24953253,44.59454994,49.88141977,53.36592246,58.59609931,61.33746275,64.26081255,67.32279418,74.04167131,78.97471347
257_2_148,213472.3,831688.67,41.5,96.63,74.51,0.72,22.81,0.5663,2.4,-27.56,0.7076,0.2382,2,1,0.19,15.92,1135,50.2,0,0.932087305,0.932087305,2.85917137,2.85917137,2.85917137,8.524799832,10.25537582,11.03725865,13.29488483,15.75316262,18.48395064,20.99048364,24.0469191,27.56723557,33.02227814,40.84008665,43.7766597,46.51113867,52.03201818,60.52129461,64.34052719,69.13835493,77.87602643,81.95243405,85.38713682,88.91958125,92.30521538,95.82585071
257_2_149,213471.57,831687.48,45.5,94.73,89.73,0.85,6.26,0.5198,2.21,-27.1,0.6888,0.1509,1,0,0,15.92,1251,47.8,0,0.932087305,1.927563368,1.927563368,2.854356282,6.880905699,6.880905699,9.432489566,11.08119786,13.17878631,16.8379449,19.70174227,20.90791998,23.20302533,28.60227304,32.60531044,39.31107317,42.94539659,45.69012968,55.46456277,57.10386852,61.38706575,68.5098481,74.21146381,79.06729774,83.47432955,86.5373352,91.93981551,97.90435555
257_2_150,213478.23,831694.19,35,91.84,138.28,1.27,6.97,0.5544,2.41,-26.18,0.6706,0.3262,2,1,0.2,16.04,1077,57.9,0,0.896856936,1.740661205,3.577742417,4.240459619,6.238665885,8.639862061,9.192283553,12.33250767,17.37282933,21.80238717,26.49115503,30.83865422,33.63811724,41.85509916,45.38084011,47.42897549,53.10466562,56.18527481,61.81450502,65.30602954,72.21099126,74.87420083,80.84747404,82.49759969,87.60802406,92.01504601,97.55439012,103.223889
257_2_151,213480.99,831694.05,51,103.92,90.45,0.94,10.74,0.5347,2.27,-27.06,NA,NA,2,1,0.11,15.57,1226,63,0,0,2.746390142,4.671286019,5.509249658,8.527437381,14.54090552,15.62561006,17.72669589,22.89595048,28.31043582,32.66852581,35.84644587,38.93962226,42.39464911,43.46622775,49.97849035,52.06029078,56.59150025,68.23461471,69.84466648,72.43240159,75.4689651,79.92196629,82.90165674,86.10300044,90.43548435,94.81143884,99.5245003
257_2_152,213482.99,831692.88,42,102.48,126.85,1.3,8.91,0.5185,2.18,-26.85,0.6638,0.1955,1,0,0,13.85,1244,69.4,0,0,2.189595779,3.472043782,9.09306151,10.73550103,15.16943943,22.2266551,25.71056581,28.03636879,35.23937889,38.64417034,44.19467561,46.59637266,47.27992064,48.44848613,51.81898236,56.38204065,64.33194203,74.68905645,76.32854327,79.64195193,81.04143485,82.6059172,85.9748842,91.02408319,94.9472506,100.00611,103.0496692
257_2_153,213478.1,831696.93,40,104.06,70.15,0.73,12.55,0.5229,2.19,-27.66,NA,0.2601,2,2,0.25,18.18,1103,54.1,0,1.105041698,4.008484121,4.749936713,5.582678556,8.364602387,12.75296412,14.35295881,15.07353911,18.62426288,20.34038736,23.1293146,26.46469798,31.54712175,40.58567748,42.80321453,45.79295763,48.74206694,50.34697491,60.40049562,63.55833147,68.74800944,73.29707746,76.97591584,81.02396521,87.01268973,89.13510146,93.05424493,95.10435975
257_2_154,213494.33,831703.67,44.5,88.99,80.91,0.72,14.09,0.5814,2.66,-25.93,0.6871,0.265,1,1,0.26,24.51,1400,40.5,0,0.462703167,1.381283559,2.084582085,3.375134961,8.14151412,9.829774919,10.81727963,12.86575386,16.10936148,20.26420744,22.73167859,24.00718256,27.69705254,32.4135901,33.32135337,33.90302515,36.57649171,38.21435254,44.96719325,49.46067963,52.82501346,58.18323204,59.70066581,62.56238736,63.40675109,66.77177601,68.11007512,69.90810404
257_2_156,213500.58,831706.2,53.5,94.75,89.71,0.85,12.08,0.5596,2.05,-27.94,0.6458,0.4265,2,4,0.61,14.87,1243,60.9,0,1.664892038,1.664892038,5.854299841,7.141481472,10.15193231,12.29098528,17.18811214,20.28204849,22.90019371,26.90319884,33.74827857,38.03033791,39.37158369,44.26800875,47.54929514,50.78842991,54.35565079,58.49620933,65.63308632,68.29845372,71.42704509,73.9663119,76.69923513,78.7290625,81.82449264,85.34932104,86.8519289,89.89653351
257_2_158,213503.61,831708.3,54.5,91.8,65.36,0.6,15.68,0.5652,2.26,-27.63,0.6551,0.7003,3,3,0.42,16.17,1207,51.6,0,0,1.352989037,4.447933765,6.968943797,9.641100042,13.64127664,17.36861217,19.70835212,21.0552103,25.14343103,28.28177562,31.89877327,37.02315635,41.04520956,44.13205124,44.48877271,47.47235161,51.64634365,56.46756348,59.99223895,62.60156367,65.22780733,66.36170105,68.26444048,69.50323113,71.55602862,72.69322912,76.80861709
257_2_162,213506.19,831716.67,41,93.84,79.92,0.75,9.86,0.5562,2.3,-27.73,NA,0.1007,NA,3,0.39,12.16,1214,55.8,2.116849844,3.494761493,6.707956507,8.478846364,11.09181766,13.83072118,15.37564121,17.54375141,20.58290375,24.14754002,29.55340699,30.18674252,30.86859051,37.48637853,38.48563034,40.55689354,45.20816975,49.70963187,53.85753215,59.32632038,62.3482202,63.352456,65.40528859,66.41791505,67.567801,72.51083293,73.15654451,75.53312235,80.89257029
257_2_163,213509.43,831713,44,100.09,96.91,0.97,6.53,0.5381,2.23,-27.31,0.6667,0.4591,NA,0,0,25.46,1363,29.9,0,0.711795821,1.368933446,2.398082425,5.290440037,6.368814052,7.139209748,9.735264234,10.60024191,10.60024191,10.91920667,15.53393258,17.28688665,19.90847001,21.55953867,23.69326356,25.458754,27.04783576,29.58792313,31.42970804,33.10906981,34.12845242,34.78398282,35.41866335,37.49406079,38.65981078,39.93324522,41.11192981,42.22042698
257_2_164,213506.76,831718.63,46.5,82.99,106.04,0.88,10.63,0.5533,1.93,-28.42,0.6137,0.7937,2,1,0.18,17.19,914,23.9,0,1.151617669,3.65593169,4.814050499,4.814050499,4.814050499,4.814050499,7.369966594,7.369966594,7.369966594,8.130787429,9.628055839,11.72669449,12.57309873,14.59037369,17.44558986,20.14585095,21.71815063,22.68130639,24.57165258,25.2165218,25.84125803,26.4229911,29.77578298,30.27975915,30.71826088,30.83936339,32.39974549,34.79541294
257_2_165,213504.19,831718.03,36.5,83.55,113.7,0.95,10.69,0.5519,2.55,-28.59,0.6528,0.3284,1,0,0,12.99,797,41.4,0,2.496366202,2.496366202,4.237075501,5.599071633,7.665813364,7.665813364,13.5505861,16.11074857,16.97098865,20.75851113,22.77931916,22.77931916,24.48543346,26.46624587,30.02222745,32.24428497,36.31367842,38.19706719,46.56634461,47.76208993,50.41815429,52.28902413,58.67739,62.77333281,68.55968279,69.07366507,72.2582686,74.16966409
257_2_166,213493.85,831719.67,48.5,103.09,65.96,0.68,13.73,0.5467,2.22,-27.09,0.6892,0.3118,2,2,0.31,16.87,1121,51.6,0,0,0.863640823,1.828886422,1.828886422,5.713780545,8.009458048,10.12469523,14.1027005,16.8004715,17.84927337,18.90837218,20.35849588,22.84861381,28.30292582,33.27047291,38.81386759,42.54046517,45.93374869,54.9168548,61.89702644,65.40407863,66.96948249,70.93491641,72.12388432,75.8014706,77.32178575,79.59899366,81.58020751
257_2_168,213489.71,831709.11,50,85.33,85.55,0.73,16.79,0.5321,2.38,-28.11,NA,0.1485,4,4,0.57,19,1224,57.3,0,0,0.944652863,1.781518219,4.589004077,6.731117833,9.091263384,9.819094447,12.21083284,16.07090685,19.67046949,21.01957519,24.5609981,28.04989222,35.1350149,37.19107458,42.40083463,46.36979586,52.90061328,61.24310875,64.19667471,68.06268115,72.4658493,78.15521262,80.82630892,83.22219728,84.42567835,88.46863629,91.29135097
257_2_169,213486.84,831723.36,47,86.55,94.74,0.82,26.56,0.5444,2.32,-27.13,0.6598,0.8274,2,4,0.57,25.31,1535,39.4,0.887369661,1.598751347,3.041855129,3.041855129,3.041855129,4.194422108,4.194422108,6.219524317,7.507469659,11.26371297,14.86607136,16.7872941,19.38431131,21.97348021,25.5982405,27.20016728,31.71511173,34.44462071,36.23281518,41.1781135,45.53645874,48.36124907,49.26875384,51.8991704,54.67626716,57.76723885,58.66339425,60.69999018,62.22027449
257_2_170,213484.86,831724.57,48.5,89.89,82.32,0.74,12.37,0.5375,2.75,-26.83,0.6726,0.4705,3,3,0.34,18.94,1404,49.9,0,1.974641427,4.287323897,4.287323897,4.287323897,5.259232714,5.920882087,8.76376963,15.30015549,16.7478101,21.51990109,22.72705087,27.51290845,30.00278445,34.61765453,40.67250718,41.65120236,45.24225373,48.50296605,50.9698191,54.90014786,57.02073484,61.20445,63.02766686,66.58932004,69.17643246,71.52981529,73.98486088,75.34709679
257_2_171,213486.55,831725.21,46,90.65,77.22,0.7,16.76,0.6916,2.19,-26.36,0.6518,0.4847,1,4,0.49,19.26,1469,46.7,0,2.140158348,3.239564777,4.196406371,4.196406371,5.929741488,6.574715161,7.18001698,10.00007246,18.18159354,19.80535756,22.09170165,23.8221323,26.59772009,31.80063614,34.20204567,39.23497104,42.63880071,44.50753239,49.4287333,51.86494254,55.24064626,58.30431296,61.0848366,63.16770413,65.71622199,69.26274564,71.03149748,72.60258826
257_2_172,213480.55,831720.15,37.5,78.25,169.97,1.33,12.98,0.5074,1.91,-29.19,0.6348,0.55,1,0,0,16.55,1217,67,0,0,2.609120055,3.594516124,7.537260039,8.794309042,11.35452452,16.94242059,18.96102829,22.85203882,26.2342784,29.29164107,34.39740687,35.87698689,42.8041339,47.05293645,51.26898167,55.53075312,59.43824373,69.00460034,72.23856837,74.77394182,77.58948144,79.23059896,80.45155865,82.79776077,84.76835769,85.99739797,87.86141518
257_2_173,213477.53,831725.09,45,90.89,56.11,0.51,11.62,0.5278,2.38,-27.13,0.6355,0.4615,2,1,0.03,25.88,1525,39.2,0,0,0,0.584823877,0.584823877,4.043852023,7.169328081,11.46244634,11.95311877,17.58916684,18.96105253,23.86867584,25.38089811,27.33709095,28.80556383,31.75913799,33.70643833,35.42372154,38.82134181,42.07475769,43.41995131,44.43458812,46.86369846,49.15751923,50.30068164,51.25712591,52.39454496,53.90363465,55.14318413
257_2_174,213483.05,831729.37,49.5,76.49,95.44,0.73,15.19,0.5876,2.81,-27.55,0.65,0.6895,3,4,0.81,22.44,1200,38,0,0,0,1.77920294,2.755626653,5.711986419,7.936176457,12.36865007,13.01269717,13.51122291,18.30357845,19.52990806,24.56798359,27.04173946,29.45135876,31.90096003,33.46952731,35.23062686,36.21419535,38.27145154,40.76390574,43.03322421,43.75019584,46.05758015,48.27157736,50.21927865,53.08962143,55.44410296,57.82331256
257_2_176,213480.72,831732.46,50,101.27,120.47,1.22,14.21,0.5627,3.11,-27.84,0.763,0.2958,2,3,0.56,17.13,1292,43.7,0,1.579385637,2.679481576,5.749024127,8.080537488,10.05345909,11.68984049,13.33873375,16.56717428,19.63203161,24.01556665,26.2937445,30.75606205,32.23754206,35.59020806,36.43932453,38.36753191,38.36753191,39.96850176,44.20044792,44.73764786,48.547611,50.1357704,53.85450868,54.69173925,56.25007121,58.4444082,60.42461263,62.16277987
257_2_177,213479.65,831731.31,51.5,98.1,95.82,0.94,16.86,0.5859,2.66,-26.49,0.6784,0.6656,3,2,0.37,28.58,1645,28.6,0,1.243462405,1.781172461,3.159424039,3.756955131,5.150106468,6.393663426,8.443004476,9.930340155,12.68738507,15.79539942,19.95517141,22.15885546,22.15885546,23.17020156,23.47096581,23.80613935,27.04384543,27.5873374,30.0539409,30.80941451,31.89432786,35.47209008,36.29115884,38.58703747,38.91436873,40.22394774,41.63647259,43.16184529
257_2_178,213478.72,831732.95,52,112.75,119.73,1.35,19.44,0.5345,2.81,-26.41,0.6391,0.3651,3,0,0,20.56,1698,35.9,0,2.067959763,3.826630547,5.597778764,6.308966234,7.96567331,10.19891301,11.96938966,16.69370216,18.90214218,20.25693852,22.03036211,26.38293455,29.82471848,29.82471848,30.32493708,31.37950502,31.76245003,34.26054338,38.01960793,38.99073561,39.83813769,42.40926489,45.47211856,46.4851741,48.80737416,49.90853148,51.3849366,53.01626067
257_2_179,213477.14,831732.15,39,99.93,82.06,0.82,9.9,0.5615,2.4,-26.6,0.6969,0.2628,3,0,0,16.87,1553,44.5,0,1.129951353,4.884815383,5.741721203,8.160932868,9.189215134,12.64795911,16.37381967,19.15638494,20.9946991,25.87484276,30.05815803,34.08995111,35.78993464,35.78993464,35.78993464,37.55711743,39.22550985,41.87049502,45.56135626,47.3871746,50.9020679,52.79025571,54.43490151,57.33786214,58.31061043,60.41687536,61.27479452,62.73964532
257_2_180,213466.76,831709.24,48,72.23,73.38,0.53,9.23,0.5726,2.54,-28.03,0.6216,0.4404,3,2,0.17,21.17,1456,43.5,0,0,4.447825386,4.447825386,5.308073245,9.242925153,10.46065375,13.81437566,19.92496822,23.67794552,24.74951829,25.83123878,28.35909925,32.04539369,34.77002476,38.55062915,38.55062915,39.25261612,41.14982646,44.69767492,48.48473309,51.04105894,54.40462877,58.43621628,63.61420995,65.38804607,68.45079079,71.28807143,75.73389545
257_2_181,213465.34,831711.41,45.5,86.77,47.25,0.41,20.44,0.5341,2.29,-27.47,0.6659,0.3678,3,1,0.12,21.65,1492,42.3,0,0,1.817622228,4.267413934,7.176912873,10.04846566,11.6022071,16.13321006,19.31123912,21.80716858,23.33547811,27.4375073,30.62859985,31.59225771,35.32823942,37.8662559,37.8662559,38.55196153,39.19724652,43.07496596,45.41494687,48.32328458,51.92213878,53.82644408,57.1516502,62.26559497,63.39139787,65.45700873,69.02815742
257_2_182,213464.38,831709.47,47,84.2,46.32,0.39,15.32,0.5517,2.43,-27.23,0.6344,0.6125,2,1,0.17,21.8,1532,40.7,0,1.164100707,5.123469987,6.095915573,7.392808352,9.063818418,11.53387521,15.2138851,17.21329606,19.92425482,23.47492088,23.47492088,28.44103801,29.23800617,33.65241301,34.32339558,35.63573086,38.34273156,39.15094016,43.24511594,46.2659163,48.25051956,49.58472588,52.9090643,56.02132672,60.84544777,64.79182076,67.3877621,69.66073649
257_2_183,213464.72,831708.04,47.5,82.05,84.09,0.69,10.94,0.5605,2.53,-27.7,0.8147,0.8037,4,3,0.31,26.64,1446,34.8,0,0.779687874,2.290072546,4.810979802,5.872603077,6.605683609,9.626142244,10.41204541,14.05552426,14.83786652,18.36337006,21.41107143,23.47079461,24.15201123,25.56346021,27.78906294,29.3983084,31.7694019,33.59182634,36.40176223,39.20897494,40.64553203,43.75757533,45.97589979,49.65344937,52.64609035,56.49966394,59.66998737,63.54526191
257_2_185,213452.55,831707.09,51,77.35,58.18,0.45,11.08,0.5714,2.47,-26.52,0.6825,0.6111,3,1,0.16,31.35,1737,20.4,0,0,0.799953068,0.799953068,1.525222244,2.249480066,3.693634623,4.367081643,4.963847892,7.057000644,8.059878678,8.059878678,10.25577768,12.83850364,14.56187003,15.54436996,17.61341911,18.01541112,20.01337715,21.91222548,23.13625025,24.85911589,28.6482076,29.92805862,30.44897943,33.51777452,34.86950683,36.85578798,38.43840454
257_2_186,213451.94,831704.53,47,67.85,79.59,0.54,10.48,0.5645,2.4,-26.86,0.4789,0.2911,3,3,0.28,26.96,1655,24.5,0,0,1.967882369,1.967882369,1.967882369,2.953775477,3.77064794,5.210567626,6.160809894,6.820133498,9.513295112,10.43098787,13.07433654,14.26082379,15.10726751,18.11954139,20.39521259,21.13332803,23.33648633,26.78852584,29.33010115,30.51185063,33.09854103,34.16695211,37.82831158,38.50547718,41.03878717,41.58741565,42.35336344
257_2_187,213453.74,831702.77,41.5,95.68,60.62,0.58,20.27,0.5639,1.64,-26.93,0.7015,0.4614,2,4,0.56,25.78,1551,31.2,0,0,0.968818865,0.968818865,2.041329589,2.91887712,3.756803182,5.442297447,8.600554021,9.239030698,10.89524654,11.82567293,14.86391968,17.91360042,18.92907878,20.85289249,22.95924086,23.90386589,26.99923275,31.44495938,32.48574675,36.19818947,37.86158287,39.2108781,41.78480556,43.99517925,44.57564582,45.34054596,47.66689696
257_2_188,213457.67,831691.27,51.5,68.64,91.78,0.63,10.17,0.6013,2.58,-27.07,0.5825,0.6872,4,2,0.32,33.45,1355,28.9,0,0,1.280641387,2.195972397,2.976193023,2.976193023,5.211254543,7.385936322,7.737697743,9.181987891,12.68682604,14.29411186,15.67318434,18.21763538,19.31153734,19.65706636,22.48295257,24.2852378,27.7720077,31.19500264,32.58299636,34.36376672,35.33984515,38.91170759,40.42089506,43.37995074,44.5700897,46.09986581,48.41150887
257_2_189,213458.53,831680.34,51.5,83.02,115.63,0.96,14.41,0.6129,2.06,-28.09,0.6387,0.7075,2,5,1.02,22.85,1152,40.1,0,0.965085997,0.965085997,4.355213061,7.563258467,9.587190132,11.57641731,13.78088308,15.10908888,18.76093094,22.40735455,22.96118726,24.79815072,28.11160377,29.40625083,31.9080764,33.6011652,36.03190706,36.74107818,40.6269605,43.04436866,46.46660493,47.30348612,51.54119783,54.33313733,55.84744708,60.34978328,63.99768643,66.43173759
257_2_190,213459.59,831680.05,46,75.07,137.21,1.03,7.57,0.556,2.38,-27.07,0.7646,0.716,2,0,0,22.92,1209,36.7,0,0.959731855,2.514325067,4.390037298,6.230094891,8.414866421,12.17224941,13.92287276,15.04926237,16.60484004,18.69412271,23.18294436,24.15899272,24.98962497,28.61637456,31.38255546,33.27852677,35.66674563,36.74587407,40.68634323,44.15518341,46.41416775,49.9466828,51.06881678,54.7186847,56.22394724,60.61409077,64.90683091,67.06495163
257_2_191,213462.01,831680.34,46.5,93.27,110.43,1.03,8.59,0.5672,2.7,-27,0.6565,0.3278,3,0,0,18.91,1136,45.2,0,3.367239445,4.471707541,5.529930289,7.560419866,8.84744155,13.05456006,14.10316616,15.37425573,17.19385156,21.42290941,24.04302228,25.44814192,29.56769685,31.06611642,33.09129922,35.99080797,39.71192479,40.68384171,48.04697336,51.11737698,56.55439985,58.25416344,62.1719012,64.84504803,67.9773718,72.87138463,76.1421135,80.12006355
257_2_192,213461.19,831678.77,51.5,85.45,91.28,0.78,10.3,0.5568,2.11,-27.07,0.632,0.6326,3,3,0.73,19.86,1122,43.1,0,1.929064603,2.997967198,5.192045419,5.192045419,8.792213887,10.7276919,14.14043217,15.37975443,16.6980009,18.38361978,21.98358595,24.94031817,27.26544436,28.67778904,32.75346919,36.48416466,37.30743005,40.41053242,47.63191862,52.23291585,53.37422314,56.2765565,58.81117619,61.64654253,65.50045741,67.23763509,71.49954532,75.81553137
