"datasetID","study","genus","species","varetc","woody","forcetemp","forcetemp_night","photoperiod_day","response","response.time","Total_Chilling_Hours","chilltemp","chilldays","fieldsample.date","provenance.lat","provenance.long","force","photo","chill","resp","force_type","photo_type","chill_type","chill.hrs","chill.ports","latbi","complex","force.z","photo.z","chill.z","spps","phylo"
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","15","5","8","timeonly",75,965,"0","0","26-Jan-2015",45.932675,-74.02507,8.33333333333333,8,2.38541666666667,75,"exp","exp","bothest",965,62.1705815212995,"Acer_pensylvanicum",7,-1.21196501044368,-1.00803446073276,-0.817128576983778,"Acer_pensylvanicum","Acer_pensylvanicum"
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","15","5","12","timeonly",26,965,"0","0","26-Jan-2015",45.932675,-74.02507,10,12,2.38541666666667,26,"exp","exp","bothest",965,62.1705815212995,"Acer_pensylvanicum",7,-0.917756068288069,-0.242892681737139,-0.817128576983778,"Acer_pensylvanicum","Acer_pensylvanicum"
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","15","5","12","timeonly",56.83333333,965,"0","0","26-Jan-2015",45.932675,-74.02507,10,12,2.38541666666667,56.83333333,"exp","exp","bothest",965,62.1705815212995,"Acer_pensylvanicum",7,-0.917756068288069,-0.242892681737139,-0.817128576983778,"Acer_pensylvanicum","Acer_pensylvanicum"
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","15","5","8","timeonly",48,1669,"1.5","30","21-Jan-2015",42.531705,-72.18992,8.33333333333333,8,3.86041666666667,48,"exp","exp","bothest",1669,76.2718839215756,"Acer_pensylvanicum",7,-1.21196501044368,-1.00803446073276,-0.350106162800676,"Acer_pensylvanicum","Acer_pensylvanicum"
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","15","5","8","timeonly",11.33333333,1669,"1.5","30","21-Jan-2015",42.531705,-72.18992,8.33333333333333,8,3.86041666666667,11.33333333,"exp","exp","bothest",1669,76.2718839215756,"Acer_pensylvanicum",7,-1.21196501044368,-1.00803446073276,-0.350106162800676,"Acer_pensylvanicum","Acer_pensylvanicum"
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","20","10","12","timeonly",11.33333333,1685,"1.5","30","26-Jan-2015",45.932675,-74.02507,15,12,3.88541666666667,11.33333333,"exp","exp","bothest",1685,78.1051281597331,"Acer_pensylvanicum",7,-0.0351292418212253,-0.242892681737139,-0.342190528661979,"Acer_pensylvanicum","Acer_pensylvanicum"
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","15","5","12","timeonly",43.75,1685,"1.5","30","26-Jan-2015",45.932675,-74.02507,10,12,3.88541666666667,43.75,"exp","exp","bothest",1685,78.1051281597331,"Acer_pensylvanicum",7,-0.917756068288069,-0.242892681737139,-0.342190528661979,"Acer_pensylvanicum","Acer_pensylvanicum"
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","15","5","12","timeonly",34.5,1669,"1.5","30","21-Jan-2015",42.531705,-72.18992,10,12,3.86041666666667,34.5,"exp","exp","bothest",1669,76.2718839215756,"Acer_pensylvanicum",7,-0.917756068288069,-0.242892681737139,-0.350106162800676,"Acer_pensylvanicum","Acer_pensylvanicum"
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","15","5","12","timeonly",12.66666667,1685,"1.5","30","26-Jan-2015",45.932675,-74.02507,10,12,3.88541666666667,12.66666667,"exp","exp","bothest",1685,78.1051281597331,"Acer_pensylvanicum",7,-0.917756068288069,-0.242892681737139,-0.342190528661979,"Acer_pensylvanicum","Acer_pensylvanicum"
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","20","10","12","timeonly",32.75,1685,"1.5","30","26-Jan-2015",45.932675,-74.02507,15,12,3.88541666666667,32.75,"exp","exp","bothest",1685,78.1051281597331,"Acer_pensylvanicum",7,-0.0351292418212253,-0.242892681737139,-0.342190528661979,"Acer_pensylvanicum","Acer_pensylvanicum"
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","15","5","12","timeonly",8.833333333,1669,"1.5","30","21-Jan-2015",42.531705,-72.18992,10,12,3.86041666666667,8.833333333,"exp","exp","bothest",1669,76.2718839215756,"Acer_pensylvanicum",7,-0.917756068288069,-0.242892681737139,-0.350106162800676,"Acer_pensylvanicum","Acer_pensylvanicum"
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","20","10","8","timeonly",17.33333333,1669,"1.5","30","21-Jan-2015",42.531705,-72.18992,13.3333333333333,8,3.86041666666667,17.33333333,"exp","exp","bothest",1669,76.2718839215756,"Acer_pensylvanicum",7,-0.32933818397684,-1.00803446073276,-0.350106162800676,"Acer_pensylvanicum","Acer_pensylvanicum"
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","20","10","8","timeonly",36.33333333,1669,"1.5","30","21-Jan-2015",42.531705,-72.18992,13.3333333333333,8,3.86041666666667,36.33333333,"exp","exp","bothest",1669,76.2718839215756,"Acer_pensylvanicum",7,-0.32933818397684,-1.00803446073276,-0.350106162800676,"Acer_pensylvanicum","Acer_pensylvanicum"
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","20","10","8","timeonly",18.66666667,1685,"1.5","30","26-Jan-2015",45.932675,-74.02507,13.3333333333333,8,3.88541666666667,18.66666667,"exp","exp","bothest",1685,78.1051281597331,"Acer_pensylvanicum",7,-0.32933818397684,-1.00803446073276,-0.342190528661979,"Acer_pensylvanicum","Acer_pensylvanicum"
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","15","5","8","timeonly",14.33333333,1685,"1.5","30","26-Jan-2015",45.932675,-74.02507,8.33333333333333,8,3.88541666666667,14.33333333,"exp","exp","bothest",1685,78.1051281597331,"Acer_pensylvanicum",7,-1.21196501044368,-1.00803446073276,-0.342190528661979,"Acer_pensylvanicum","Acer_pensylvanicum"
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","20","10","12","timeonly",29.83333333,1669,"1.5","30","21-Jan-2015",42.531705,-72.18992,15,12,3.86041666666667,29.83333333,"exp","exp","bothest",1669,76.2718839215756,"Acer_pensylvanicum",7,-0.0351292418212253,-0.242892681737139,-0.350106162800676,"Acer_pensylvanicum","Acer_pensylvanicum"
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","15","5","8","timeonly",46.66666667,1685,"1.5","30","26-Jan-2015",45.932675,-74.02507,8.33333333333333,8,3.88541666666667,46.66666667,"exp","exp","bothest",1685,78.1051281597331,"Acer_pensylvanicum",7,-1.21196501044368,-1.00803446073276,-0.342190528661979,"Acer_pensylvanicum","Acer_pensylvanicum"
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","20","10","12","timeonly",8.833333333,1669,"1.5","30","21-Jan-2015",42.531705,-72.18992,15,12,3.86041666666667,8.833333333,"exp","exp","bothest",1669,76.2718839215756,"Acer_pensylvanicum",7,-0.0351292418212253,-0.242892681737139,-0.350106162800676,"Acer_pensylvanicum","Acer_pensylvanicum"
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","20","10","8","timeonly",42.83333333,1685,"1.5","30","26-Jan-2015",45.932675,-74.02507,13.3333333333333,8,3.88541666666667,42.83333333,"exp","exp","bothest",1685,78.1051281597331,"Acer_pensylvanicum",7,-0.32933818397684,-1.00803446073276,-0.342190528661979,"Acer_pensylvanicum","Acer_pensylvanicum"
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","20","10","8","timeonly",20.33333333,1669,"4","30","21-Jan-2015",42.531705,-72.18992,13.3333333333333,8,5.36041666666667,20.33333333,"exp","exp","bothest",1669,81.5830994379268,"Acer_pensylvanicum",7,-0.32933818397684,-1.00803446073276,0.124831885521123,"Acer_pensylvanicum","Acer_pensylvanicum"
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","20","10","8","timeonly",40.66666667,1669,"4","30","21-Jan-2015",42.531705,-72.18992,13.3333333333333,8,5.36041666666667,40.66666667,"exp","exp","bothest",1669,81.5830994379268,"Acer_pensylvanicum",7,-0.32933818397684,-1.00803446073276,0.124831885521123,"Acer_pensylvanicum","Acer_pensylvanicum"
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","15","5","12","timeonly",41.75,1669,"4","30","21-Jan-2015",42.531705,-72.18992,10,12,5.36041666666667,41.75,"exp","exp","bothest",1669,81.5830994379268,"Acer_pensylvanicum",7,-0.917756068288069,-0.242892681737139,0.124831885521123,"Acer_pensylvanicum","Acer_pensylvanicum"
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","15","5","12","timeonly",13,1669,"4","30","21-Jan-2015",42.531705,-72.18992,10,12,5.36041666666667,13,"exp","exp","bothest",1669,81.5830994379268,"Acer_pensylvanicum",7,-0.917756068288069,-0.242892681737139,0.124831885521123,"Acer_pensylvanicum","Acer_pensylvanicum"
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","20","10","12","timeonly",31.5,1669,"4","30","21-Jan-2015",42.531705,-72.18992,15,12,5.36041666666667,31.5,"exp","exp","bothest",1669,81.5830994379268,"Acer_pensylvanicum",7,-0.0351292418212253,-0.242892681737139,0.124831885521123,"Acer_pensylvanicum","Acer_pensylvanicum"
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","15","5","8","timeonly",13.66666667,1685,"4","30","26-Jan-2015",45.932675,-74.02507,8.33333333333333,8,5.38541666666667,13.66666667,"exp","exp","bothest",1685,83.4163436760843,"Acer_pensylvanicum",7,-1.21196501044368,-1.00803446073276,0.132747519659819,"Acer_pensylvanicum","Acer_pensylvanicum"
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","15","5","8","timeonly",15.4,1669,"4","30","21-Jan-2015",42.531705,-72.18992,8.33333333333333,8,5.36041666666667,15.4,"exp","exp","bothest",1669,81.5830994379268,"Acer_pensylvanicum",7,-1.21196501044368,-1.00803446073276,0.124831885521123,"Acer_pensylvanicum","Acer_pensylvanicum"
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","15","5","12","timeonly",42,1685,"4","30","26-Jan-2015",45.932675,-74.02507,10,12,5.38541666666667,42,"exp","exp","bothest",1685,83.4163436760843,"Acer_pensylvanicum",7,-0.917756068288069,-0.242892681737139,0.132747519659819,"Acer_pensylvanicum","Acer_pensylvanicum"
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","15","5","8","timeonly",44,1669,"4","30","21-Jan-2015",42.531705,-72.18992,8.33333333333333,8,5.36041666666667,44,"exp","exp","bothest",1669,81.5830994379268,"Acer_pensylvanicum",7,-1.21196501044368,-1.00803446073276,0.124831885521123,"Acer_pensylvanicum","Acer_pensylvanicum"
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","20","10","12","timeonly",15,1669,"4","30","21-Jan-2015",42.531705,-72.18992,15,12,5.36041666666667,15,"exp","exp","bothest",1669,81.5830994379268,"Acer_pensylvanicum",7,-0.0351292418212253,-0.242892681737139,0.124831885521123,"Acer_pensylvanicum","Acer_pensylvanicum"
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","20","10","12","timeonly",17.16666667,1685,"4","30","26-Jan-2015",45.932675,-74.02507,15,12,5.38541666666667,17.16666667,"exp","exp","bothest",1685,83.4163436760843,"Acer_pensylvanicum",7,-0.0351292418212253,-0.242892681737139,0.132747519659819,"Acer_pensylvanicum","Acer_pensylvanicum"
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","20","10","12","timeonly",27,1685,"4","30","26-Jan-2015",45.932675,-74.02507,15,12,5.38541666666667,27,"exp","exp","bothest",1685,83.4163436760843,"Acer_pensylvanicum",7,-0.0351292418212253,-0.242892681737139,0.132747519659819,"Acer_pensylvanicum","Acer_pensylvanicum"
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","15","5","12","timeonly",13.5,1685,"4","30","26-Jan-2015",45.932675,-74.02507,10,12,5.38541666666667,13.5,"exp","exp","bothest",1685,83.4163436760843,"Acer_pensylvanicum",7,-0.917756068288069,-0.242892681737139,0.132747519659819,"Acer_pensylvanicum","Acer_pensylvanicum"
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","15","5","8","timeonly",49.33333333,1685,"4","30","26-Jan-2015",45.932675,-74.02507,8.33333333333333,8,5.38541666666667,49.33333333,"exp","exp","bothest",1685,83.4163436760843,"Acer_pensylvanicum",7,-1.21196501044368,-1.00803446073276,0.132747519659819,"Acer_pensylvanicum","Acer_pensylvanicum"
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","20","10","8","timeonly",20.33333333,1685,"4","30","26-Jan-2015",45.932675,-74.02507,13.3333333333333,8,5.38541666666667,20.33333333,"exp","exp","bothest",1685,83.4163436760843,"Acer_pensylvanicum",7,-0.32933818397684,-1.00803446073276,0.132747519659819,"Acer_pensylvanicum","Acer_pensylvanicum"
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","20","10","8","timeonly",42.8,1685,"4","30","26-Jan-2015",45.932675,-74.02507,13.3333333333333,8,5.38541666666667,42.8,"exp","exp","bothest",1685,83.4163436760843,"Acer_pensylvanicum",7,-0.32933818397684,-1.00803446073276,0.132747519659819,"Acer_pensylvanicum","Acer_pensylvanicum"
"basler12","exp1","Acer","pseudoplatanus","","yes","5","","9.5","timeonly",47.26,1345,"","","3-Mar-2009",46.2,7.033,5,9.5,5.14375,47.26,"ramped","ramped","fldest",1345,81.8044874041654,"Acer_pseudoplatanus",10,-1.80038289475491,-0.721106293609404,0.0562297229857518,"Acer_pseudoplatanus","Acer_pseudoplatanus"
"basler12","exp1","Acer","pseudoplatanus","","yes","5","","11","timeonly",46.23,1297,"","","3-Mar-2009",46.85,9.53,5,11,4.97708333333333,46.23,"ramped","ramped","fldest",1297,89.6547488698292,"Acer_pseudoplatanus",10,-1.80038289475491,-0.434178126486045,0.00345882872777432,"Acer_pseudoplatanus","Acer_pseudoplatanus"
"basler12","exp1","Acer","pseudoplatanus","","yes","5","","9.5","timeonly",36.79,1345,"","","3-Mar-2009",46.2,7.033,5,9.5,5.14375,36.79,"ramped","ramped","fldest",1345,81.8044874041654,"Acer_pseudoplatanus",10,-1.80038289475491,-0.721106293609404,0.0562297229857518,"Acer_pseudoplatanus","Acer_pseudoplatanus"
"basler12","exp1","Acer","pseudoplatanus","","yes","5","","11","timeonly",36.23,1297,"","","3-Mar-2009",46.85,9.53,5,11,4.97708333333333,36.23,"ramped","ramped","fldest",1297,89.6547488698292,"Acer_pseudoplatanus",10,-1.80038289475491,-0.434178126486045,0.00345882872777432,"Acer_pseudoplatanus","Acer_pseudoplatanus"
"basler12","exp1","Acer","pseudoplatanus","","yes","5","","9.5","timeonly",57.26,1345,"","","3-Mar-2009",46.2,7.033,5,9.5,5.14375,57.26,"ramped","ramped","fldest",1345,81.8044874041654,"Acer_pseudoplatanus",10,-1.80038289475491,-0.721106293609404,0.0562297229857518,"Acer_pseudoplatanus","Acer_pseudoplatanus"
"basler12","exp1","Acer","pseudoplatanus","","yes","5","","11","timeonly",56.7,1297,"","","3-Mar-2009",46.85,9.53,5,11,4.97708333333333,56.7,"ramped","ramped","fldest",1297,89.6547488698292,"Acer_pseudoplatanus",10,-1.80038289475491,-0.434178126486045,0.00345882872777432,"Acer_pseudoplatanus","Acer_pseudoplatanus"
"basler12","exp1","Acer","pseudoplatanus","","yes","5","","9.5","timeonly",34.81,1345,"","","3-Mar-2009",46.2,7.033,5,9.5,5.14375,34.81,"ramped","ramped","fldest",1345,81.8044874041654,"Acer_pseudoplatanus",10,-1.80038289475491,-0.721106293609404,0.0562297229857518,"Acer_pseudoplatanus","Acer_pseudoplatanus"
"basler12","exp1","Acer","pseudoplatanus","","yes","5","","11","timeonly",34.72,1297,"","","3-Mar-2009",46.85,9.53,5,11,4.97708333333333,34.72,"ramped","ramped","fldest",1297,89.6547488698292,"Acer_pseudoplatanus",10,-1.80038289475491,-0.434178126486045,0.00345882872777432,"Acer_pseudoplatanus","Acer_pseudoplatanus"
"basler14","exp1","Acer","pseudoplatanus","","yes","21","21","16","timeonly",34.62,1857,"","122","31-Mar-2010",46.315,8.265,21,16,7.71041666666667,34.62,"exp","ramped","fldest",1857,111.522957248158,"Acer_pseudoplatanus",10,1.02402294993899,0.522249097258486,0.868901494558607,"Acer_pseudoplatanus","Acer_pseudoplatanus"
"basler14","exp1","Acer","pseudoplatanus","","yes","21","21","16","timeonly",19.44,1857,"","122","31-Mar-2010",46.315,8.265,21,16,7.71041666666667,19.44,"exp","ramped","fldest",1857,111.522957248158,"Acer_pseudoplatanus",10,1.02402294993899,0.522249097258486,0.868901494558607,"Acer_pseudoplatanus","Acer_pseudoplatanus"
"basler14","exp1","Acer","pseudoplatanus","","yes","21","21","16","timeonly",19.95,1857,"","122","31-Mar-2010",46.315,8.265,21,16,7.71041666666667,19.95,"exp","ramped","fldest",1857,111.522957248158,"Acer_pseudoplatanus",10,1.02402294993899,0.522249097258486,0.868901494558607,"Acer_pseudoplatanus","Acer_pseudoplatanus"
"basler14","exp1","Acer","pseudoplatanus","","yes","6","6","9.2","timeonly",42.48,1857,"","122","31-Mar-2010",46.315,8.265,6,9.2,7.71041666666667,42.48,"exp","ramped","fldest",1857,111.522957248158,"Acer_pseudoplatanus",10,-1.62385752946154,-0.778491927034076,0.868901494558607,"Acer_pseudoplatanus","Acer_pseudoplatanus"
"basler14","exp1","Acer","pseudoplatanus","","yes","6","6","10.2","timeonly",43.51,1857,"","122","31-Mar-2010",46.315,8.265,6,10.2,7.71041666666667,43.51,"exp","ramped","fldest",1857,111.522957248158,"Acer_pseudoplatanus",10,-1.62385752946154,-0.58720648228517,0.868901494558607,"Acer_pseudoplatanus","Acer_pseudoplatanus"
"basler14","exp1","Acer","pseudoplatanus","","yes","9","9","9.2","timeonly",36.32,1857,"","122","31-Mar-2010",46.315,8.265,9,9.2,7.71041666666667,36.32,"exp","ramped","fldest",1857,111.522957248158,"Acer_pseudoplatanus",10,-1.09428143358144,-0.778491927034076,0.868901494558607,"Acer_pseudoplatanus","Acer_pseudoplatanus"
"basler14","exp1","Acer","pseudoplatanus","","yes","9","9","10.2","timeonly",34.09,1857,"","122","31-Mar-2010",46.315,8.265,9,10.2,7.71041666666667,34.09,"exp","ramped","fldest",1857,111.522957248158,"Acer_pseudoplatanus",10,-1.09428143358144,-0.58720648228517,0.868901494558607,"Acer_pseudoplatanus","Acer_pseudoplatanus"
"basler14","exp1","Acer","pseudoplatanus","","yes","21","21","16","timeonly",32.85,1219,"","57","27-Jan-2010",46.315,8.265,21,16,5.21875,32.85,"exp","ramped","fldest",1219,73.1802177497165,"Acer_pseudoplatanus",10,1.02402294993899,0.522249097258486,0.0799766254018418,"Acer_pseudoplatanus","Acer_pseudoplatanus"
"basler14","exp1","Acer","pseudoplatanus","","yes","21","21","16","timeonly",18.62,1219,"","57","27-Jan-2010",46.315,8.265,21,16,5.21875,18.62,"exp","ramped","fldest",1219,73.1802177497165,"Acer_pseudoplatanus",10,1.02402294993899,0.522249097258486,0.0799766254018418,"Acer_pseudoplatanus","Acer_pseudoplatanus"
"basler14","exp1","Acer","pseudoplatanus","","yes","21","21","16","timeonly",19.06,1219,"","57","27-Jan-2010",46.315,8.265,21,16,5.21875,19.06,"exp","ramped","fldest",1219,73.1802177497165,"Acer_pseudoplatanus",10,1.02402294993899,0.522249097258486,0.0799766254018418,"Acer_pseudoplatanus","Acer_pseudoplatanus"
"basler14","exp1","Acer","pseudoplatanus","","yes","6","6","9.2","timeonly",102.1,1219,"","57","27-Jan-2010",46.315,8.265,6,9.2,5.21875,102.1,"exp","ramped","fldest",1219,73.1802177497165,"Acer_pseudoplatanus",10,-1.62385752946154,-0.778491927034076,0.0799766254018418,"Acer_pseudoplatanus","Acer_pseudoplatanus"
"basler14","exp1","Acer","pseudoplatanus","","yes","6","6","10.2","timeonly",102.1,1219,"","57","27-Jan-2010",46.315,8.265,6,10.2,5.21875,102.1,"exp","ramped","fldest",1219,73.1802177497165,"Acer_pseudoplatanus",10,-1.62385752946154,-0.58720648228517,0.0799766254018418,"Acer_pseudoplatanus","Acer_pseudoplatanus"
"basler14","exp1","Acer","pseudoplatanus","","yes","9","9","9.2","timeonly",71.61,1219,"","57","27-Jan-2010",46.315,8.265,9,9.2,5.21875,71.61,"exp","ramped","fldest",1219,73.1802177497165,"Acer_pseudoplatanus",10,-1.09428143358144,-0.778491927034076,0.0799766254018418,"Acer_pseudoplatanus","Acer_pseudoplatanus"
"basler14","exp1","Acer","pseudoplatanus","","yes","9","9","10.2","timeonly",71.78,1219,"","57","27-Jan-2010",46.315,8.265,9,10.2,5.21875,71.78,"exp","ramped","fldest",1219,73.1802177497165,"Acer_pseudoplatanus",10,-1.09428143358144,-0.58720648228517,0.0799766254018418,"Acer_pseudoplatanus","Acer_pseudoplatanus"
"basler14","exp1","Acer","pseudoplatanus","","yes","21","21","16","timeonly",31.35,1585,"","93","2-Mar-2010",46.315,8.265,21,16,6.51458333333333,31.35,"exp","ramped","fldest",1585,93.2022833316661,"Acer_pseudoplatanus",10,1.02402294993899,0.522249097258486,0.490270328257618,"Acer_pseudoplatanus","Acer_pseudoplatanus"
"basler14","exp1","Acer","pseudoplatanus","","yes","21","21","16","timeonly",17.94,1585,"","93","2-Mar-2010",46.315,8.265,21,16,6.51458333333333,17.94,"exp","ramped","fldest",1585,93.2022833316661,"Acer_pseudoplatanus",10,1.02402294993899,0.522249097258486,0.490270328257618,"Acer_pseudoplatanus","Acer_pseudoplatanus"
"basler14","exp1","Acer","pseudoplatanus","","yes","21","21","16","timeonly",18.11,1585,"","93","2-Mar-2010",46.315,8.265,21,16,6.51458333333333,18.11,"exp","ramped","fldest",1585,93.2022833316661,"Acer_pseudoplatanus",10,1.02402294993899,0.522249097258486,0.490270328257618,"Acer_pseudoplatanus","Acer_pseudoplatanus"
"basler14","exp1","Acer","pseudoplatanus","","yes","6","6","9.2","timeonly",69.72,1585,"","93","2-Mar-2010",46.315,8.265,6,9.2,6.51458333333333,69.72,"exp","ramped","fldest",1585,93.2022833316661,"Acer_pseudoplatanus",10,-1.62385752946154,-0.778491927034076,0.490270328257618,"Acer_pseudoplatanus","Acer_pseudoplatanus"
"basler14","exp1","Acer","pseudoplatanus","","yes","6","6","10.2","timeonly",69.38,1585,"","93","2-Mar-2010",46.315,8.265,6,10.2,6.51458333333333,69.38,"exp","ramped","fldest",1585,93.2022833316661,"Acer_pseudoplatanus",10,-1.62385752946154,-0.58720648228517,0.490270328257618,"Acer_pseudoplatanus","Acer_pseudoplatanus"
"basler14","exp1","Acer","pseudoplatanus","","yes","9","9","9.2","timeonly",58.07,1585,"","93","2-Mar-2010",46.315,8.265,9,9.2,6.51458333333333,58.07,"exp","ramped","fldest",1585,93.2022833316661,"Acer_pseudoplatanus",10,-1.09428143358144,-0.778491927034076,0.490270328257618,"Acer_pseudoplatanus","Acer_pseudoplatanus"
