"","warming_C","sprT.forecast","winT.forecast","chill.forecast","bb.sprtemp.0","bb.sprtemp.1","bb.sprtemp.2","bb.sprtemp.3","bb.sprtemp.4","bb.sprtemp.5","bb.sprtemp.6","bb.sprtemp.7","lat","lon"
"bb.wintemp.0",0,6.18590150107859,3.51781063312561,8.93229166666667,20.2158383869037,19.5610482714073,18.906258155911,18.2514680404146,17.5966779249182,16.9418878094218,16.2870976939255,15.6323075784291,48,16.05
"bb.wintemp.1",1,7.18590150107859,4.51781063312561,9.57375,19.4139422507297,18.7591521352333,18.104362019737,17.4495719042406,16.7947817887442,16.1399916732478,15.4852015577515,14.8304114422551,48,16.05
"bb.wintemp.2",2,8.18590150107859,5.50942818026133,10.0852083333333,18.7745609534555,18.1197708379592,17.4649807224628,16.8101906069664,16.15540049147,15.5006103759737,14.8458202604773,14.1910301449809,48,16.05
"bb.wintemp.3",3,9.18590150107859,6.52906294928831,10.3474305555556,18.4467532442217,17.7919631287253,17.1371730132289,16.4823828977326,15.8275927822362,15.1728026667398,14.5180125512435,13.8632224357471,48,16.05
"bb.wintemp.4",4,10.1859015010786,7.56729306901578,10.3951041666667,18.3871557886102,17.7323656731138,17.0775755576174,16.4227854421211,15.7679953266247,15.1132052111283,14.458415095632,13.8036249801356,48,16.05
"bb.wintemp.5",5,11.1859015010786,8.57724104680299,10.30775,18.4963584680184,17.841568352522,17.1867782370256,16.5319881215292,15.8771980060329,15.2224078905365,14.5676177750401,13.9128276595437,48,16.05
"bb.wintemp.6",6,12.1859015010786,9.59449331293049,10.0751041666667,18.7871923151328,18.1324021996365,17.4776120841401,16.8228219686437,16.1680318531474,15.513241737651,14.8584516221546,14.2036615066582,48,16.05
"bb.wintemp.7",7,13.1859015010786,10.5838389363838,9.6591369047619,19.3071988732564,18.65240875776,17.9976186422636,17.3428285267672,16.6880384112709,16.0332482957745,15.3784581802781,14.7236680647817,48,16.05
