"","warming_C","sprT.forecast","winT.forecast","chill.forecast","bb.sprtemp.0","bb.sprtemp.1","bb.sprtemp.2","bb.sprtemp.3","bb.sprtemp.4","bb.sprtemp.5","bb.sprtemp.6","bb.sprtemp.7","lat","lon"
"bb.wintemp.0",0,5.90251104541584,3.0729991894405,8.25729166666667,21.2340422341923,20.5792521186959,19.9244620031995,19.2696718877032,18.6148817722068,17.9600916567104,17.305301541214,16.6505114257177,47.9,13
"bb.wintemp.1",1,6.90251104541584,4.07299918944049,9.0475,20.2461916188925,19.5914015033961,18.9366113878998,18.2818212724034,17.627031156907,16.9722410414106,16.3174509259143,15.6626608104179,47.9,13
"bb.wintemp.2",2,7.90251104541584,5.06310338567107,9.56770833333333,19.5958718228462,18.9410817073499,18.2862915918535,17.6315014763571,16.9767113608607,16.3219212453644,15.667131129868,15.0123410143716,47.9,13
"bb.wintemp.3",3,8.90251104541584,6.07796941329373,9.92194444444445,19.1530362495407,18.4982461340443,17.8434560185479,17.1886659030515,16.5338757875552,15.8790856720588,15.2242955565624,14.569505441066,47.9,13
"bb.wintemp.4",4,9.90251104541584,7.0952432287719,10.031875,19.0156105070308,18.3608203915344,17.7060302760381,17.0512401605417,16.3964500450453,15.7416599295489,15.0868698140526,14.4320796985562,47.9,13
"bb.wintemp.5",5,10.9025110454158,8.09866553708188,10.0088333333333,19.044415220464,18.3896251049676,17.7348349894713,17.0800448739749,16.4252547584785,15.7704646429822,15.1156745274858,14.4608844119894,47.9,13
"bb.wintemp.6",6,11.9025110454158,9.1181122935566,9.85149305555555,19.2411085273526,18.5863184118562,17.9315282963598,17.2767381808634,16.6219480653671,15.9671579498707,15.3123678343743,14.657577718878,47.9,13
"bb.wintemp.7",7,12.9025110454158,10.1036755722128,9.52636904761905,19.6475506486777,18.9927605331813,18.337970417685,17.6831803021886,17.0283901866922,16.3736000711958,15.7188099556995,15.0640198402031,47.9,13
