"Season","End_year","Chilling_Hours","Utah_Model","Chill_portions","mntemp"
"1952/1953",1953,2077,2013,112.252438465563,3.59603770017483
"1953/1954",1954,2327,2215.5,120.209902507413,2.80676884989184
"1954/1955",1955,2185,1877.5,116.123753097128,3.11514148450861
"1955/1956",1956,2119,1763.5,108.283911916356,2.38751172842764
"1956/1957",1957,2548,2547.5,133.3265485889,4.19799523388984
"1957/1958",1958,2608,2288.5,130.643433423256,3.55712260670503
"1958/1959",1959,2552,2308.5,134.261366872808,5.21768860732434
"1959/1960",1960,2464,2419,134.074636015172,4.30647882168562
"1960/1961",1961,2130,2091.5,119.206181192925,5.76665085920502
"1961/1962",1962,1975,1591,109.352277844581,3.81327826135686
"1962/1963",1963,1734,1810.5,112.213911266213,1.9939622642859
"1963/1964",1964,2375,2207.5,118.895079165284,3.33856804519804
"1964/1965",1965,2207,1956.5,124.660052291687,3.52087260751528
"1965/1966",1966,2111,1868,119.554977428909,4.7327357879752
"1966/1967",1967,2460,2151.5,127.582480857397,4.92068389698178
"1967/1968",1968,2003,1784,119.182915858156,5.06800462626043
"1968/1969",1969,1992,1743,106.992153128402,3.59775939824956
"1969/1970",1970,2203,1839,125.487919194104,3.21443393511944
"1970/1971",1971,2411,2206.5,129.695923429355,4.07514146305093
"1971/1972",1972,2493,2311.5,129.611133249144,4.99917833671901
"1972/1973",1973,2384,1782,127.402583789469,3.38271223324492
"1973/1974",1974,3268,2684.5,143.662180705982,4.92617917987782
"1974/1975",1975,2769,2344.5,136.854862419676,4.43174522866513
"1975/1976",1976,2320,2085,124.430093619845,3.88997648357733
"1976/1977",1977,2350,2160,128.318439309598,5.08558955367321
"1977/1978",1978,2452,2087,131.236285588167,4.37294806016802
"1978/1979",1979,2651,2295.5,131.338244908068,3.55476411619171
"1979/1980",1980,2422,1988.5,123.741060224696,4.11605629073062
"1980/1981",1981,1740,1705,114.199098745226,3.33233487588037
"1981/1982",1982,2438,2297,129.539573355791,3.28580185805254
"1982/1983",1983,2258,2157.5,123.522301214967,5.18818389100269
"1983/1984",1984,2258,2012.5,126.020720691903,3.3507276693394
"1984/1985",1985,2353,1914.5,114.948205456624,3.61459902051467
"1985/1986",1986,2085,1768.5,115.857226731515,3.26349053779652
"1986/1987",1987,2326,2186.5,120.778513829655,3.183018841482
"1987/1988",1988,2687,2151.5,130.962557807025,5.10481213717481
"1988/1989",1989,2431,2436,133.947312988974,5.9085140635813
"1989/1990",1990,2483,2305,124.95117906352,5.14507068441917
"1990/1991",1991,2303,2026.5,122.809153935717,4.43874994548969
"1991/1992",1992,2823,2461.5,134.984529817555,4.30943656809838
"1992/1993",1993,2081,1969,119.456182054592,4.23792447828038
"1993/1994",1994,2740,2770.5,140.252358731672,5.27219332308719
"1994/1995",1995,2326,1936.5,118.76061474615,5.18247634396045
"1995/1996",1996,1818,1687.5,114.860226934815,3.32394363237938
"1996/1997",1997,2792,2242.5,130.450650158136,4.33971692883533
"1997/1998",1998,2203,2222,129.998613793395,5.29372634147382
"1998/1999",1999,2326,2192,129.286121118854,4.47721692576196
"1999/2000",2000,2360,2313,124.251923456977,4.8609154290113
"2000/2001",2001,2317,2024.5,119.249754612278,5.66893859723811
"2001/2002",2002,2514,2576,132.966376329565,4.65816031794398
"2002/2003",2003,2304,2092.5,126.259246387929,4.19058957367802
"2003/2004",2004,2198,1846.5,118.140836822162,4.10882624394387
"2004/2005",2005,2056,1793.5,116.41835257583,4.38205183354944
"2005/2006",2006,2135,2026,120.619778219946,3.31615563095899
"2006/2007",2007,2850,2836.5,129.91637072015,7.71202817421301
"2007/2008",2008,2712,2695.5,139.784405824966,5.08281683250212
"2008/2009",2009,2472,2226,120.760343630563,5.3559904910255
"2009/2010",2010,2004,2072.5,118.775418765712,4.67186314782637
"2010/2011",2011,2406,2188.5,124.807052716635,4.78908012633844
"2011/2012",2012,2573,2503,130.347837170079,5.00150228032903
"2012/2013",2013,2423,2114,125.49356941543,4.46889145424994
"1950/1951",1951,3089,2736.5,142.566494261161,3.84895829200589
"1951/1952",1952,2199,1828,116.740933377926,4.27410793039038
"1952/1953",1953,2163,2143.5,113.949218468457,3.59603770017483
"1953/1954",1954,2463,2451.5,126.62161583165,2.80676884989184
"1954/1955",1955,2429,2119,124.723279113739,3.11514148450861
"1955/1956",1956,2332,2046.5,114.09779988375,2.38751172842764
"1956/1957",1957,2537,2716,137.325087064558,4.19799523388984
"1957/1958",1958,2677,2537,135.349620048803,3.55712260670503
"1958/1959",1959,2665,2533,136.082810122882,5.21768860732434
"1959/1960",1960,2569,2614.5,135.424658416663,4.30647882168562
"1960/1961",1961,2102,2187,124.669775053256,5.76665085920502
"1961/1962",1962,2137,1818.5,115.937348294942,3.81327826135686
"1962/1963",1963,1705,1853,115.883798768998,1.9939622642859
"1963/1964",1964,2391,2403,126.256287702498,3.33856804519804
"1964/1965",1965,2410,2184.5,126.398099490029,3.52087260751528
"1965/1966",1966,2266,1986.5,121.086367991927,4.7327357879752
"1966/1967",1967,2493,2378,128.967752243611,4.92068389698178
"1967/1968",1968,2183,1940,122.176079698259,5.06800462626043
"1968/1969",1969,2178,1922.5,114.879526136517,3.59775939824956
"1969/1970",1970,2373,2109,128.399173180853,3.21443393511944
"1970/1971",1971,2472,2397.5,132.283530319305,4.07514146305093
"1971/1972",1972,2570,2541,135.802885036559,4.99917833671901
"1972/1973",1973,2723,2141,134.949456124062,3.38271223324492
"1973/1974",1974,3443,3109.5,148.898818615204,4.92617917987782
"1974/1975",1975,2864,2646.5,141.656649192223,4.43174522866513
"1975/1976",1976,2411,2261.5,126.209638037551,3.88997648357733
"1976/1977",1977,2493,2340.5,129.518130811087,5.08558955367321
"1977/1978",1978,2551,2369,135.287607314986,4.37294806016802
"1978/1979",1979,2736,2604,134.550298232031,3.55476411619171
"1979/1980",1980,2593,2286,128.140563996678,4.11605629073062
"1980/1981",1981,1934,1799.5,118.127404200918,3.33233487588037
"1981/1982",1982,2554,2519,130.596461003256,3.28580185805254
"1982/1983",1983,2323,2296,124.993137655929,5.18818389100269
"1983/1984",1984,2444,2238.5,129.67130727134,3.3507276693394
"1984/1985",1985,2447,2195,120.461063099211,3.61459902051467
"1985/1986",1986,2194,1957,117.814981091806,3.26349053779652
"1986/1987",1987,2249,2385.5,124.828750036396,3.183018841482
"1987/1988",1988,2893,2486.5,133.688582646108,5.10481213717481
"1988/1989",1989,2413,2543,135.451483709909,5.9085140635813
"1989/1990",1990,2513,2487.5,130.658420086488,5.14507068441917
"1990/1991",1991,2394,2250,125.34239386619,4.43874994548969
"1991/1992",1992,2907,2775,138.72068035677,4.30943656809838
"1992/1993",1993,2160,2071.5,122.201707624247,4.23792447828038
"1993/1994",1994,2650,2924,141.19522893723,5.27219332308719
"1994/1995",1995,2494,2162.5,124.165530920247,5.18247634396045
"1995/1996",1996,2019,1824,117.982371096873,3.32394363237938
"1996/1997",1997,2936,2628.5,137.757272263222,4.33971692883533
"1997/1998",1998,2234,2301.5,129.719455360768,5.29372634147382
"1998/1999",1999,2434,2390.5,129.247608146799,4.47721692576196
"1999/2000",2000,2317,2422.5,126.971235584955,4.8609154290113
"2000/2001",2001,2398,2248,122.80661425952,5.66893859723811
"2001/2002",2002,2424,2716,136.570593017598,4.65816031794398
"2002/2003",2003,2346,2330,128.943462928889,4.19058957367802
"2003/2004",2004,2293,2051,121.423409987047,4.10882624394387
"2004/2005",2005,2214,2010,120.598578963096,4.38205183354944
"2005/2006",2006,2117,2157.5,122.366244239123,3.31615563095899
"2006/2007",2007,2685,2976,132.561763444209,7.71202817421301
"2007/2008",2008,2625,2917,138.381408577217,5.08281683250212
"2008/2009",2009,2389,2392,120.579845405051,5.3559904910255
"2009/2010",2010,1964,2180.5,117.981362089913,4.67186314782637
"2010/2011",2011,2488,2384.5,126.68238419219,4.78908012633844
"2011/2012",2012,2470,2667,131.79628311473,5.00150228032903
"2012/2013",2013,2483,2387,124.817657873994,4.46889145424994
