"Season","End_year","Chilling_Hours","Utah_Model","Chill_portions","mntemp"
"1955/1956",1956,2329,2129,113.161749576717,7.6743191890506
"1956/1957",1957,2161,2442,130.209038394679,9.22228764147357
"1957/1958",1958,2405,2610.5,135.035362087855,8.95912726999717
"1958/1959",1959,2552,2679,132.316592015874,10.4654951608555
"1959/1960",1960,2207,2560.5,130.215743227502,9.38107971428181
"1960/1961",1961,1998,2015.5,114.460729031105,10.8447640203027
"1961/1962",1962,2069,1881.5,117.228706060177,8.51516501576956
"1962/1963",1963,1507,1630,94.8084061716698,6.55929241797729
"1963/1964",1964,2009,2145.5,122.545742589817,7.60866191352285
"1964/1965",1965,2355,2040,128.621924998234,8.60813671180469
"1965/1966",1966,2145,1801,113.325206312637,9.2554008482806
"1966/1967",1967,2208,2107,123.147245125426,9.65129706584673
"1967/1968",1968,1837,1568,107.70555029093,9.08098582427581
"1968/1969",1969,2118,1827,107.904601328887,7.88535370909222
"1969/1970",1970,2231,1997.5,124.597675372597,8.18212257038345
"1970/1971",1971,2111,2079,121.586701160933,8.7240329356293
"1971/1972",1972,2216,2344.5,120.835792736875,9.01694826702172
"1972/1973",1973,2400,2149.5,133.327628160618,8.15679238227038
"1973/1974",1974,3048,2857,144.750884384773,9.18035368014672
"1974/1975",1975,2627,2638.5,142.113704744963,9.40344329780179
"1975/1976",1976,2206,1936.5,119.985608293262,8.36852105146825
"1976/1977",1977,2220,2186,126.151646302881,10.0386791326598
"1977/1978",1978,2312,2127.5,129.132997732168,9.13530651134228
"1978/1979",1979,2599,2577.5,132.591641288791,8.04964615825019
"1979/1980",1980,2501,2237.5,128.503489332752,8.9076290206389
"1980/1981",1981,2010,1816,121.531556975358,8.52856124188522
"1981/1982",1982,2266,2467.5,132.227704415413,8.20728766416059
"1982/1983",1983,2115,2078,124.955072448553,10.3087734662453
"1983/1984",1984,2584,2212.5,126.302950207034,8.30788725000662
"1984/1985",1985,2332,2104.5,118.861245048002,8.0348820076368
"1985/1986",1986,1982,1827,115.475460023961,8.15575464644452
"1986/1987",1987,2044,2090,119.90954717986,7.4697169259296
"1987/1988",1988,2393,2197,134.298231374324,10.0816665530826
"1988/1989",1989,2015,2112.5,125.131940976772,10.0615329057338
"1989/1990",1990,2184,2239.5,126.365514168982,10.4512262932499
"1990/1991",1991,2285,2258,129.364638939406,9.13903292635333
"1991/1992",1992,2291,2493,130.64916512338,9.64222994318643
