"Season","End_year","Chilling_Hours","Utah_Model","Chill_portions","mntemp"
"1951/1952",1952,2110,1720.5,115.510053900696,5.10072760787211
"1952/1953",1953,2069,1877,114.839677083429,4.74179236919461
"1953/1954",1954,2128,2367,126.628958001388,3.50705183075548
"1954/1955",1955,2418,2170.5,127.76853427749,4.48488199757851
"1955/1956",1956,2299,2035.5,112.587723809609,3.52546942711943
"1956/1957",1957,2166,2393,127.29743150468,5.00511783500694
"1957/1958",1958,2391,2575.5,136.827282691156,4.83360840487821
"1958/1959",1959,2565,2615,133.477122011887,6.34971686155658
"1959/1960",1960,2216,2529,130.975401174037,5.28798112481343
"1960/1961",1961,2002,2014,118.588750564936,6.81080175691091
"1961/1962",1962,2092,1863.5,115.967296639542,4.48014143164674
"1962/1963",1963,1424,1551,94.0140051594323,2.3601886488427
"1963/1964",1964,1987,2125.5,122.137049353333,3.38570417202747
"1964/1965",1965,2335,2035.5,128.235333745808,4.50016501610484
"1965/1966",1966,2112,1819,114.389065389699,5.17563669912007
"1966/1967",1967,2139,2068,121.142536561079,5.56087253956599
"1967/1968",1968,1791,1550,108.808261630724,4.87953042971766
"1968/1969",1969,2036,1740.5,108.07212701702,3.71009427904731
"1969/1970",1970,2196,1954.5,124.546457439799,4.03575464912673
"1970/1971",1971,2108,2075,122.31450757989,4.73785369003736
"1971/1972",1972,2238,2344,123.050624797745,4.9982393472521
"1972/1973",1973,2364,2121.5,133.944969143524,4.14735842021709
"1973/1974",1974,3048,2842,144.884518056427,5.16658009554892
"1974/1975",1975,2629,2619.5,141.058649358706,5.35325461967831
"1975/1976",1976,2173,1897.5,120.84068045688,4.16892011696254
"1976/1977",1977,2218,2169.5,124.590777514673,5.92193385225035
"1977/1978",1978,2296,2111,129.823479532483,5.02051877805893
"1978/1979",1979,2574,2604.5,132.452514187779,4.09422162895196
"1979/1980",1980,2488,2228,128.65263469443,4.81279334200747
"1980/1981",1981,2024,1829,120.267617949772,4.63596689986188
"1981/1982",1982,2282,2481.5,134.207835822243,4.20830181508132
"1982/1983",1983,2130,2098.5,121.594359421069,6.32549516398477
"1983/1984",1984,2542,2168,125.314571955479,4.31718302444673
"1984/1985",1985,2314,2100.5,117.745287818307,3.98566031062378
"1985/1986",1986,1978,1800.5,116.648114428317,4.22964615422688
"1986/1987",1987,2078,2132.5,120.342409068859,3.48287730299393
"1987/1988",1988,2483,2260,134.880907118917,6.03107969975318
"1988/1989",1989,2015,2106,124.396382546461,5.98863196396708
"1989/1990",1990,2206,2290,127.002686037004,6.54384421570806
"1990/1991",1991,2285,2301,130.805667569851,5.0851885879342
"1991/1992",1992,2407,2533.5,132.14823491681,5.6313848730063
"1992/1993",1993,2042,1876,118.157424188013,5.41587254280699
"1993/1994",1994,2262,2674,137.16239536649,6.3782781816729
"1994/1995",1995,2333,2175,120.810645862433,6.29240554208287
"1995/1996",1996,1772,1586,105.927288450099,3.92568068577965
"1996/1997",1997,2564,2168,125.467046188336,5.34214612936056
"1997/1998",1998,1982,1928.5,119.653002462391,6.45429233091725
"1998/1999",1999,1858,1851,119.550412110763,5.43771216496034
"1999/2000",2000,1855,1944,117.792998174407,6.17269941489759
"2000/2001",2001,1987,1982.5,120.82110907223,7.5609432495779
"2001/2002",2002,1931,2370.5,125.469013797141,6.23740554331222
"2002/2003",2003,2200,2162,126.305824586227,5.32698103535991
"2003/2004",2004,2220,2014.5,118.737009522469,5.46352102699309
"2004/2005",2005,1887,1786.5,120.549000708661,5.3941508451793
"2005/2006",2006,1952,1746.5,114.24895913837,4.70648576621019
"2006/2007",2007,2302,2551,122.375147704882,8.36575455234368
"2007/2008",2008,2275,2547,127.811913226915,6.24516420201027
"2008/2009",2009,2185,2229.5,119.436907671985,6.55063666838643
"2009/2010",2010,1779,1952,121.496030852479,5.74533008261285
"2010/2011",2011,1981,1842.5,119.207372347316,5.73783008278049
"2011/2012",2012,1872,2139.5,125.169867387633,5.6126524790588
"2012/2013",2013,2301,2079,124.31008746015,5.61636782134444
