"Season","End_year","Chilling_Hours","Utah_Model","Chill_portions","mntemp"
"1951/1952",1952,1782,1470,107.708501673217,2.61715956591507
"1952/1953",1953,1930,1797,115.259174306951,1.70445750907222
"1953/1954",1954,2200,1972.5,117.072577645457,0.97601412912778
"1954/1955",1955,2116,1703,117.181695357588,1.55556600296624
"1955/1956",1956,2012,1550,107.526993161031,0.702558669742599
"1956/1957",1957,2445,2307.5,133.265749677902,2.82162729542228
"1957/1958",1958,2382,1928,123.82792286526,1.91908014578446
"1958/1959",1959,2373,1937.5,128.028500070167,3.46507067726661
"1959/1960",1960,2450,2216,127.432687994655,2.54762905103727
"1960/1961",1961,2130,2047,115.305001278281,4.19037726482833
"1961/1962",1962,1902,1400,100.754030729555,2.02325467175786
"1962/1963",1963,1513,1578,98.5390491353077,-0.0912735828655368
"1963/1964",1964,2195,1849.5,106.212172217405,1.23464785972741
"1964/1965",1965,1892,1630,115.116156235298,1.68976411317422
"1965/1966",1966,2137,1779,114.327759814199,2.76018861755026
"1966/1967",1967,2269,1908.5,120.523563737682,3.40386784844593
"1967/1968",1968,1847,1616,111.538786426748,2.98997645899041
"1968/1969",1969,1753,1464.5,96.976915982749,1.40787732702205
"1969/1970",1970,1966,1687.5,111.332812763112,1.27332544323707
"1970/1971",1971,2370,1973.5,122.315828704763,2.21150938453118
"1971/1972",1972,2373,2064.5,115.204631802515,3.09762903874381
"1972/1973",1973,2283,1646.5,116.176773724086,1.98356127641867
"1973/1974",1974,3068,2490.5,139.693915967143,3.31924520882795
"1974/1975",1975,2643,2145.5,129.24524822982,3.25596690835554
"1975/1976",1976,2209,1858,115.625897529996,2.05795770047993
"1976/1977",1977,2125,1988.5,123.366955715525,3.07917445947697
"1977/1978",1978,2203,1876,116.206081611368,2.66259428010902
"1978/1979",1979,2462,2041.5,122.303887032835,1.83108486473244
"1979/1980",1980,2490,1852,119.231576882779,2.22718304881013
"1980/1981",1981,1850,1716.5,116.011046137376,2.40981126689124
"1981/1982",1982,2312,2046.5,122.880846367897,1.53589619208514
"1982/1983",1983,2258,2109.5,120.714633392335,3.52349048728158
"1983/1984",1984,2187,1818,119.815857321451,2.12279337978192
"1984/1985",1985,2075,1653.5,107.943059641018,1.3263207250714
"1985/1986",1986,2178,1703,110.187883967746,1.80247637480585
"1986/1987",1987,2133,1926,113.54536519146,1.24587261366201
"1987/1988",1988,2443,1968.5,128.342870508489,3.39725344519223
"1988/1989",1989,2315,2225,130.959230572137,3.9083017994351
"1989/1990",1990,2519,2284.5,130.911510397643,3.95874991151504
"1990/1991",1991,2292,1859,117.327943024603,2.80896220136574
"1991/1992",1992,2851,2237,128.44293716196,3.01309852420129
"1992/1993",1993,2045,1873.5,117.665944628552,2.4627593789153
"1993/1994",1994,2770,2540.5,138.816088033319,3.6969810494415
"1994/1995",1995,2011,1799,110.945043386139,3.6449999185279
"1995/1996",1996,1474,1325.5,96.3220442136512,0.90457744456985
"1996/1997",1997,2329,1824,118.197035097638,2.30566032582297
"1997/1998",1998,2043,2065,122.327864385313,3.44483482866232
"1998/1999",1999,2180,1972,122.225214506891,2.59113201755538
"1999/2000",2000,2278,2121.5,120.20233518685,3.26892011472737
"2000/2001",2001,1978,1725.5,115.930398892801,3.64504708833817
"2001/2002",2002,2439,2526.5,132.266905439262,3.31591973720417
"2002/2003",2003,2181,1809.5,118.413341852117,2.02844335088717
"2003/2004",2004,2031,1820.5,119.68430359483,2.23828633494693
"2004/2005",2005,1879,1740,111.639890603134,2.71976409015193
"2005/2006",2006,1996,1855.5,112.440308806261,1.66139147229897
"2006/2007",2007,2745,2422.5,122.414340156409,5.90316024541257
"2007/2008",2008,2577,2414,135.4256481762,3.27441307235107
"2008/2009",2009,2329,1955,115.451464448151,3.52011784584754
"2009/2010",2010,1861,1839,107.941300449297,2.58533013089261
"2010/2011",2011,2151,2004.5,122.083667347758,2.79292446587516
"2011/2012",2012,2494,2325,124.376866361989,3.23349758030785
"2012/2013",2013,2275,1894,119.621924411249,2.51422164191597
