"Season","End_year","Chilling_Hours","Utah_Model","Chill_portions","mntemp"
"1951/1952",1952,1695,1448,102.695991832748,2.27410793039038
"1952/1953",1953,1935,1830.5,111.171042065357,1.59603770017483
"1953/1954",1954,2252,1944.5,115.270283381697,0.806768849891839
"1954/1955",1955,1939,1662.5,109.832127787423,1.11514148450861
"1955/1956",1956,1926,1493,103.434132823856,0.38751172842764
"1956/1957",1957,2442,2306,127.46142421625,2.19799523388984
"1957/1958",1958,2412,1983,126.371056018189,1.55712260670503
"1958/1959",1959,2350,2056.5,129.035955747156,3.21768860732434
"1959/1960",1960,2426,2176,126.472416346142,2.30647882168562
"1960/1961",1961,2054,1960,118.059259293203,3.76665085920502
"1961/1962",1962,1737,1377.5,102.214782059212,1.81327826135686
"1962/1963",1963,1651,1741,107.704840047485,-0.00603773571410269
"1963/1964",1964,2291,1956,111.279776649978,1.33856804519804
"1964/1965",1965,2038,1695.5,118.058185577638,1.52087260751528
"1965/1966",1966,1892,1700.5,112.760372331876,2.7327357879752
"1966/1967",1967,2277,1947.5,124.8067226864,2.92068389698178
"1967/1968",1968,1823,1646,114.644289190149,3.06800462626043
"1968/1969",1969,1837,1547.5,104.193913891509,1.59775939824956
"1969/1970",1970,1981,1593.5,119.459154994617,1.21443393511944
"1970/1971",1971,2261,1972,127.263964891206,2.07514146305094
"1971/1972",1972,2319,2063,119.585524811838,2.99917833671901
"1972/1973",1973,1988,1464,117.218173751563,1.38271223324492
"1973/1974",1974,2969,2212,137.676861382513,2.92617917987782
"1974/1975",1975,2457,2052.5,132.273257316885,2.43174522866513
"1975/1976",1976,2181,1881.5,122.079208233344,1.88997648357733
"1976/1977",1977,2207,1913.5,125.955637476076,3.08558955367321
"1977/1978",1978,2223,1810.5,123.801107439717,2.37294806016802
"1978/1979",1979,2445,1953.5,123.384335935505,1.55476411619171
"1979/1980",1980,2155,1683.5,117.106290354963,2.11605629073062
"1980/1981",1981,1672,1617.5,110.935640672113,1.33233487588037
"1981/1982",1982,2277,2039.5,125.446499923169,1.28580185805254
"1982/1983",1983,2130,1957,120.719401506487,3.18818389100269
"1983/1984",1984,2072,1779,117.574872136516,1.3507276693394
"1984/1985",1985,2119,1663,110.985746698133,1.61459902051467
"1985/1986",1986,1877,1577,112.601462684712,1.26349053779652
"1986/1987",1987,2219,1969,115.627155377392,1.183018841482
"1987/1988",1988,2334,1826.5,125.593657288018,3.10481213717481
"1988/1989",1989,2383,2265,131.966678490637,3.9085140635813
"1989/1990",1990,2364,2085,127.947865116202,3.14507068441917
"1990/1991",1991,2135,1781,117.788244040211,2.43874994548969
"1991/1992",1992,2542,2188.5,130.692358876956,2.30943656809838
"1992/1993",1993,1954,1834,115.295678788791,2.23792447828038
"1993/1994",1994,2719,2519,134.911261040381,3.27219332308719
"1994/1995",1995,2064,1705.5,116.826508533196,3.18247634396045
"1995/1996",1996,1651,1559,108.621250208161,1.32394363237938
"1996/1997",1997,2490,1840,125.754123106417,2.33971692883533
"1997/1998",1998,2070,2100.5,124.015522900479,3.29372634147382
"1998/1999",1999,2227,1965,122.951898152401,2.47721692576196
"1999/2000",2000,2364,2112.5,121.408437687703,2.8609154290113
"2000/2001",2001,2191,1806,111.921071352595,3.66893859723811
"2001/2002",2002,2510,2379.5,131.027826781377,2.65816031794398
"2002/2003",2003,2182,1814.5,123.214492037634,2.19058957367802
"2003/2004",2004,1979,1673.5,114.722807237418,2.10882624394387
"2004/2005",2005,1805,1631,103.597587908245,2.38205183354944
"2005/2006",2006,2060,1897.5,114.156392617809,1.31615563095899
"2006/2007",2007,2899,2565,126.616206593567,5.71202817421301
"2007/2008",2008,2702,2444.5,136.388366577801,3.08281683250212
"2008/2009",2009,2343,2009,119.014431684532,3.3559904910255
"2009/2010",2010,1953,1943,110.854506014711,2.67186314782637
"2010/2011",2011,2269,1973.5,123.109703926663,2.78908012633845
"2011/2012",2012,2532,2254,126.268495284074,3.00150228032903
"2012/2013",2013,2299,1845,116.158675766141,2.46889145424994
