"Season","End_year","Chilling_Hours","Utah_Model","Chill_portions","mntemp"
"1957/1958",1958,2608,2288.5,130.643433423256,8.55712260670503
"1958/1959",1959,2552,2308.5,134.261366872808,10.2176886073243
"1959/1960",1960,2464,2419,134.074636015172,9.30647882168562
"1960/1961",1961,2130,2091.5,119.206181192925,10.766650859205
"1961/1962",1962,1975,1591,109.352277844581,8.81327826135686
"1962/1963",1963,1734,1810.5,112.213911266213,6.9939622642859
"1963/1964",1964,2375,2207.5,118.895079165284,8.33856804519804
"1964/1965",1965,2207,1956.5,124.660052291687,8.52087260751528
"1965/1966",1966,2111,1868,119.554977428909,9.7327357879752
"1966/1967",1967,2460,2151.5,127.582480857397,9.92068389698178
"1967/1968",1968,2003,1784,119.182915858156,10.0680046262604
"1968/1969",1969,1992,1743,106.992153128402,8.59775939824956
"1969/1970",1970,2203,1839,125.487919194104,8.21443393511944
"1970/1971",1971,2411,2206.5,129.695923429355,9.07514146305093
"1971/1972",1972,2493,2311.5,129.611133249144,9.99917833671901
"1972/1973",1973,2384,1782,127.402583789469,8.38271223324492
"1973/1974",1974,3268,2684.5,143.662180705982,9.92617917987782
"1974/1975",1975,2769,2344.5,136.854862419676,9.43174522866513
"1975/1976",1976,2320,2085,124.430093619845,8.88997648357733
"1976/1977",1977,2350,2160,128.318439309598,10.0855895536732
"1977/1978",1978,2452,2087,131.236285588167,9.37294806016802
"1978/1979",1979,2651,2295.5,131.338244908068,8.55476411619171
"1979/1980",1980,2422,1988.5,123.741060224696,9.11605629073062
"1980/1981",1981,1740,1705,114.199098745226,8.33233487588037
"1981/1982",1982,2438,2297,129.539573355791,8.28580185805254
"1982/1983",1983,2258,2157.5,123.522301214967,10.1881838910027
"1983/1984",1984,2258,2012.5,126.020720691903,8.3507276693394
"1984/1985",1985,2353,1914.5,114.948205456624,8.61459902051467
"1985/1986",1986,2085,1768.5,115.857226731515,8.26349053779652
"1986/1987",1987,2326,2186.5,120.778513829655,8.183018841482
"1987/1988",1988,2687,2151.5,130.962557807025,10.1048121371748
"1988/1989",1989,2431,2436,133.947312988974,10.9085140635813
"1989/1990",1990,2483,2305,124.95117906352,10.1450706844192
"1990/1991",1991,2303,2026.5,122.809153935717,9.43874994548969
"1991/1992",1992,2823,2461.5,134.984529817555,9.30943656809838
"1992/1993",1993,2081,1969,119.456182054592,9.23792447828037
"1993/1994",1994,2740,2770.5,140.252358731672,10.2721933230872
"1994/1995",1995,2326,1936.5,118.76061474615,10.1824763439604
"1995/1996",1996,1818,1687.5,114.860226934815,8.32394363237938
"1996/1997",1997,2792,2242.5,130.450650158136,9.33971692883533
"1997/1998",1998,2203,2222,129.998613793395,10.2937263414738
"1998/1999",1999,2326,2192,129.286121118854,9.47721692576196
"1999/2000",2000,2360,2313,124.251923456977,9.8609154290113
"2000/2001",2001,2317,2024.5,119.249754612278,10.6689385972381
"2001/2002",2002,2514,2576,132.966376329565,9.65816031794398
"2002/2003",2003,2304,2092.5,126.259246387929,9.19058957367802
"2003/2004",2004,2198,1846.5,118.140836822162,9.10882624394387
"2004/2005",2005,2056,1793.5,116.41835257583,9.38205183354944
"2005/2006",2006,2135,2026,120.619778219946,8.31615563095899
"2006/2007",2007,2850,2836.5,129.91637072015,12.712028174213
"2007/2008",2008,2712,2695.5,139.784405824966,10.0828168325021
"2008/2009",2009,2472,2226,120.760343630563,10.3559904910255
"2009/2010",2010,2004,2072.5,118.775418765712,9.67186314782637
"2010/2011",2011,2406,2188.5,124.807052716635,9.78908012633845
"2011/2012",2012,2573,2503,130.347837170079,10.001502280329
"2012/2013",2013,2423,2114,125.49356941543,9.46889145424994
"1950/1951",1951,3089,2736.5,142.566494261161,8.84895829200589
"1951/1952",1952,2199,1828,116.740933377926,9.27410793039038
"1952/1953",1953,2163,2143.5,113.949218468457,8.59603770017483
"1953/1954",1954,2463,2451.5,126.62161583165,7.80676884989184
"1954/1955",1955,2429,2119,124.723279113739,8.11514148450861
"1955/1956",1956,2332,2046.5,114.09779988375,7.38751172842764
"1956/1957",1957,2537,2716,137.325087064558,9.19799523388984
"1957/1958",1958,2677,2537,135.349620048803,8.55712260670503
"1958/1959",1959,2665,2533,136.082810122882,10.2176886073243
"1959/1960",1960,2569,2614.5,135.424658416663,9.30647882168562
"1960/1961",1961,2102,2187,124.669775053256,10.766650859205
"1961/1962",1962,2137,1818.5,115.937348294942,8.81327826135686
"1962/1963",1963,1705,1853,115.883798768998,6.9939622642859
"1963/1964",1964,2391,2403,126.256287702498,8.33856804519804
"1964/1965",1965,2410,2184.5,126.398099490029,8.52087260751528
"1965/1966",1966,2266,1986.5,121.086367991927,9.7327357879752
"1966/1967",1967,2493,2378,128.967752243611,9.92068389698178
"1967/1968",1968,2183,1940,122.176079698259,10.0680046262604
"1968/1969",1969,2178,1922.5,114.879526136517,8.59775939824956
"1969/1970",1970,2373,2109,128.399173180853,8.21443393511944
"1970/1971",1971,2472,2397.5,132.283530319305,9.07514146305093
"1971/1972",1972,2570,2541,135.802885036559,9.99917833671901
"1972/1973",1973,2723,2141,134.949456124062,8.38271223324492
"1973/1974",1974,3443,3109.5,148.898818615204,9.92617917987782
"1974/1975",1975,2864,2646.5,141.656649192223,9.43174522866513
"1975/1976",1976,2411,2261.5,126.209638037551,8.88997648357733
"1976/1977",1977,2493,2340.5,129.518130811087,10.0855895536732
"1977/1978",1978,2551,2369,135.287607314986,9.37294806016802
"1978/1979",1979,2736,2604,134.550298232031,8.55476411619171
"1979/1980",1980,2593,2286,128.140563996678,9.11605629073062
"1980/1981",1981,1934,1799.5,118.127404200918,8.33233487588037
"1981/1982",1982,2554,2519,130.596461003256,8.28580185805254
"1982/1983",1983,2323,2296,124.993137655929,10.1881838910027
"1983/1984",1984,2444,2238.5,129.67130727134,8.3507276693394
"1984/1985",1985,2447,2195,120.461063099211,8.61459902051467
"1985/1986",1986,2194,1957,117.814981091806,8.26349053779652
"1986/1987",1987,2249,2385.5,124.828750036396,8.183018841482
"1987/1988",1988,2893,2486.5,133.688582646108,10.1048121371748
"1988/1989",1989,2413,2543,135.451483709909,10.9085140635813
"1989/1990",1990,2513,2487.5,130.658420086488,10.1450706844192
"1990/1991",1991,2394,2250,125.34239386619,9.43874994548969
"1991/1992",1992,2907,2775,138.72068035677,9.30943656809838
"1992/1993",1993,2160,2071.5,122.201707624247,9.23792447828037
"1993/1994",1994,2650,2924,141.19522893723,10.2721933230872
"1994/1995",1995,2494,2162.5,124.165530920247,10.1824763439604
"1995/1996",1996,2019,1824,117.982371096873,8.32394363237938
"1996/1997",1997,2936,2628.5,137.757272263222,9.33971692883533
"1997/1998",1998,2234,2301.5,129.719455360768,10.2937263414738
"1998/1999",1999,2434,2390.5,129.247608146799,9.47721692576196
"1999/2000",2000,2317,2422.5,126.971235584955,9.8609154290113
"2000/2001",2001,2398,2248,122.80661425952,10.6689385972381
"2001/2002",2002,2424,2716,136.570593017598,9.65816031794398
