"Season","End_year","Chilling_Hours","Utah_Model","Chill_portions","mntemp"
"1953/1954",1954,2148,2366.5,125.306608063676,5.72311314668085
"1954/1955",1955,2465,2225.5,128.069805169794,6.6386084092368
"1955/1956",1956,2329,2129,113.161749576717,5.6743191890506
"1956/1957",1957,2161,2442,130.209038394679,7.22228764147357
"1957/1958",1958,2405,2610.5,135.035362087855,6.95912726999717
"1958/1959",1959,2552,2679,132.316592015874,8.46549516085553
"1959/1960",1960,2207,2560.5,130.215743227502,7.38107971428181
"1960/1961",1961,1998,2015.5,114.460729031105,8.84476402030274
"1961/1962",1962,2069,1881.5,117.228706060177,6.51516501576956
"1962/1963",1963,1507,1630,94.8084061716698,4.55929241797729
"1963/1964",1964,2009,2145.5,122.545742589817,5.60866191352285
"1964/1965",1965,2355,2040,128.621924998234,6.60813671180469
"1965/1966",1966,2145,1801,113.325206312637,7.2554008482806
"1966/1967",1967,2208,2107,123.147245125426,7.65129706584673
"1967/1968",1968,1837,1568,107.70555029093,7.08098582427581
"1968/1969",1969,2118,1827,107.904601328887,5.88535370909222
"1969/1970",1970,2231,1997.5,124.597675372597,6.18212257038345
"1970/1971",1971,2111,2079,121.586701160933,6.7240329356293
"1971/1972",1972,2216,2344.5,120.835792736875,7.01694826702172
"1972/1973",1973,2400,2149.5,133.327628160618,6.15679238227038
"1973/1974",1974,3048,2857,144.750884384773,7.18035368014672
"1974/1975",1975,2627,2638.5,142.113704744963,7.40344329780179
"1975/1976",1976,2206,1936.5,119.985608293262,6.36852105146825
"1976/1977",1977,2220,2186,126.151646302881,8.03867913265976
"1977/1978",1978,2312,2127.5,129.132997732168,7.13530651134228
"1978/1979",1979,2599,2577.5,132.591641288791,6.04964615825019
"1979/1980",1980,2501,2237.5,128.503489332752,6.9076290206389
"1980/1981",1981,2010,1816,121.531556975358,6.52856124188523
"1981/1982",1982,2266,2467.5,132.227704415413,6.20728766416059
"1982/1983",1983,2115,2078,124.955072448553,8.30877346624532
"1983/1984",1984,2584,2212.5,126.302950207034,6.30788725000662
"1984/1985",1985,2332,2104.5,118.861245048002,6.0348820076368
"1985/1986",1986,1982,1827,115.475460023961,6.15575464644452
"1986/1987",1987,2044,2090,119.90954717986,5.4697169259296
"1987/1988",1988,2393,2197,134.298231374324,8.08166655308256
"1988/1989",1989,2015,2112.5,125.131940976772,8.06153290573384
"1989/1990",1990,2184,2239.5,126.365514168982,8.45122629324993
"1990/1991",1991,2285,2258,129.364638939406,7.13903292635333
"1991/1992",1992,2291,2493,130.64916512338,7.64222994318643
"1992/1993",1993,2009,1859.5,117.590740233535,7.4924998995848
"1993/1994",1994,2235,2624.5,134.360635820381,8.50122629213235
"1994/1995",1995,2349,2152,120.87091806253,8.3782781816729
"1995/1996",1996,1859,1625.5,107.530839499092,6.1776055627778
"1996/1997",1997,2566,2193,126.286458312752,7.52188669138078
"1997/1998",1998,2000,1955,119.412876726089,8.55759421540073
"1998/1999",1999,1879,1832.5,121.822263171959,7.60037725566412
"1999/2000",2000,1813,1878,117.448238920626,8.22631443717338
"2000/2001",2001,1981,2009.5,120.229313276605,9.70122626531026
"2001/2002",2002,1863,2343,122.918302070417,8.33313667324793
"2002/2003",2003,2236,2167.5,125.472727420572,7.50686310681093
"2003/2004",2004,2249,2016.5,120.401944183286,7.53298111933725
"2004/2005",2005,1878,1785,121.061160086563,7.51853763485187
"2005/2006",2006,1969,1763.5,114.507789757256,6.84724048004521
"2006/2007",2007,2275,2488.5,120.785242719631,10.4563677578655
"2007/2008",2008,2234,2501.5,127.512006155029,8.362652462295
"2008/2009",2009,2198,2192.5,121.885849567233,8.62834893080037
"2009/2010",2010,1818,1952,121.97818359681,7.85441026885396
"2010/2011",2011,1991,1811.5,118.343664309474,7.71502347951667
"2011/2012",2012,1835,2067,125.027351131211,7.51330975827459
"2012/2013",2013,2282,2102,124.195822477158,7.57266499213259
"1950/1951",1951,2759,2878,138.350649266818,7.54149989848956
"1951/1952",1952,2319,1924,120.78420097056,7.15427220761426
"1952/1953",1953,2182,1987.5,118.136737330732,6.85679236662416
"1953/1954",1954,2029,2397,123.783170339129,5.72311314668085
"1954/1955",1955,2608,2458,131.499800870572,6.6386084092368
"1955/1956",1956,2417,2318,117.800517764868,5.6743191890506
"1956/1957",1957,2100,2427.5,126.021513374279,7.22228764147357
"1957/1958",1958,2228,2642,137.92237665616,6.95912726999717
"1958/1959",1959,2372,2709.5,132.800783499549,8.46549516085553
"1959/1960",1960,2050,2533,128.106422503531,7.38107971428181
"1960/1961",1961,1901,1960.5,111.8326429648,8.84476402030274
"1961/1962",1962,2116,2064.5,118.855025464102,6.51516501576956
"1962/1963",1963,1522,1584.5,94.4375502341254,4.55929241797729
"1963/1964",1964,1950,2185.5,123.221338688435,5.60866191352285
"1964/1965",1965,2453,2269.5,132.038396259683,6.60813671180469
"1965/1966",1966,2168,1902.5,113.649649672592,7.2554008482806
"1966/1967",1967,2187,2191.5,121.306126191829,7.65129706584673
"1967/1968",1968,1909,1651.5,109.507589040585,7.08098582427581
"1968/1969",1969,2275,1999,116.471517622981,5.88535370909222
"1969/1970",1970,2383,2185,125.018114611216,6.18212257038345
"1970/1971",1971,2110,2165.5,120.670928651609,6.7240329356293
"1971/1972",1972,2206,2419,124.310640725553,7.01694826702172
"1972/1973",1973,2514,2360,136.582013357769,6.15679238227038
"1973/1974",1974,3046,3106,148.459253530198,7.18035368014672
"1974/1975",1975,2547,2763.5,141.508575144611,7.40344329780179
"1975/1976",1976,2301,2092.5,122.718709984715,6.36852105146825
"1976/1977",1977,2252,2263.5,127.385747943314,8.03867913265976
"1977/1978",1978,2474,2284.5,131.895883342646,7.13530651134228
"1978/1979",1979,2503,2702,134.228850555623,6.04964615825019
"1979/1980",1980,2571,2491,132.373080814437,6.9076290206389
"1980/1981",1981,2028,1912.5,119.846035227387,6.52856124188523
"1981/1982",1982,2232,2520.5,129.23058308607,6.20728766416059
"1982/1983",1983,2175,2151.5,121.424027286551,8.30877346624532
"1983/1984",1984,2731,2464,130.154790744003,6.30788725000662
"1984/1985",1985,2309,2309.5,118.87763588194,6.0348820076368
"1985/1986",1986,2056,1945,118.595501517519,6.15575464644452
"1986/1987",1987,2056,2125,121.517541990279,5.4697169259296
"1987/1988",1988,2522,2386.5,132.605248231232,8.08166655308256
"1988/1989",1989,1968,2071.5,121.989930638664,8.06153290573384
"1989/1990",1990,2067,2248,127.162925474123,8.45122629324993
"1990/1991",1991,2272,2328.5,128.357184167685,7.13903292635333
"1991/1992",1992,2244,2493.5,130.402313143117,7.64222994318643
"1992/1993",1993,2009,1927,117.465872046463,7.4924998995848
"1993/1994",1994,2088,2536.5,134.385755257271,8.50122629213235
"1994/1995",1995,2349,2253,120.246563910441,8.3782781816729
"1995/1996",1996,2047,1717,107.681762076828,6.1776055627778
"1996/1997",1997,2543,2416,128.248073136798,7.52188669138078
"1997/1998",1998,2028,1949.5,117.961168474223,8.55759421540073
"1998/1999",1999,1924,1823.5,115.126595400684,7.60037725566412
"1999/2000",2000,1757,1759,114.525288929139,8.22631443717338
"2000/2001",2001,1994,1976,116.370435390883,9.70122626531026
"2001/2002",2002,1787,2198,120.21139746269,8.33313667324793
"2002/2003",2003,2207,2217.5,125.806927068273,7.50686310681093
"2003/2004",2004,2251,2073.5,117.590584825049,7.53298111933725
"2004/2005",2005,2027,1852.5,115.026745954533,7.51853763485187
"2005/2006",2006,1954,1808,111.767009656069,6.84724048004521
"2006/2007",2007,2112,2446,119.541762285547,10.4563677578655
"2007/2008",2008,2142,2422.5,120.811182452857,8.362652462295
"2008/2009",2009,2049,2232.5,116.645400960086,8.62834893080037
"2009/2010",2010,1888,1938.5,118.638260615972,7.85441026885396
"2010/2011",2011,2086,1916,120.130589722391,7.71502347951667
"2011/2012",2012,1730,1992.5,118.732754086942,7.51330975827459
"2012/2013",2013,2349,2224.5,124.300190829548,7.57266499213259
"1950/1951",1951,2575,2940.5,134.880581367277,7.54149989848956
"1951/1952",1952,2370,2120.5,123.020215536604,7.15427220761426
"1952/1953",1953,2305,2026,116.10496810933,6.85679236662416
"1953/1954",1954,1844,2356,124.859851192111,5.72311314668085
"1954/1955",1955,2617,2660.5,132.528232827502,6.6386084092368
"1955/1956",1956,2361,2416.5,118.307508105119,5.6743191890506
"1956/1957",1957,2017,2331.5,120.267580584646,7.22228764147357
"1957/1958",1958,1989,2563,134.252842105741,6.95912726999717
"1958/1959",1959,2088,2626,127.26903418152,8.46549516085553
"1959/1960",1960,1798,2384,121.079326233257,7.38107971428181
"1960/1961",1961,1772,1870.5,108.839567405337,8.84476402030274
"1961/1962",1962,2180,2153,122.37722851754,6.51516501576956
"1962/1963",1963,1487,1524,97.7454641516671,4.55929241797729
"1963/1964",1964,1875,2200,121.958541362168,5.60866191352285
"1964/1965",1965,2463,2416.5,131.141735042227,6.60813671180469
"1965/1966",1966,2061,1905,113.945900148078,7.2554008482806
"1966/1967",1967,2101,2195.5,120.931349399584,7.65129706584673
"1967/1968",1968,1982,1731.5,108.60020200347,7.08098582427581
