"Season","End_year","Chilling_Hours","Utah_Model","Chill_portions","mntemp"
"1956/1957",1957,2166,2393,127.29743150468,10.0051178350069
"1957/1958",1958,2391,2575.5,136.827282691156,9.83360840487821
"1958/1959",1959,2565,2615,133.477122011887,11.3497168615566
"1959/1960",1960,2216,2529,130.975401174037,10.2879811248134
"1960/1961",1961,2002,2014,118.588750564936,11.8108017569109
"1961/1962",1962,2092,1863.5,115.967296639542,9.48014143164674
"1962/1963",1963,1424,1551,94.0140051594323,7.3601886488427
"1963/1964",1964,1987,2125.5,122.137049353333,8.38570417202747
"1964/1965",1965,2335,2035.5,128.235333745808,9.50016501610484
"1965/1966",1966,2112,1819,114.389065389699,10.1756366991201
"1966/1967",1967,2139,2068,121.142536561079,10.560872539566
"1967/1968",1968,1791,1550,108.808261630724,9.87953042971766
"1968/1969",1969,2036,1740.5,108.07212701702,8.71009427904731
"1969/1970",1970,2196,1954.5,124.546457439799,9.03575464912673
"1970/1971",1971,2108,2075,122.31450757989,9.73785369003736
"1971/1972",1972,2238,2344,123.050624797745,9.9982393472521
"1972/1973",1973,2364,2121.5,133.944969143524,9.14735842021709
"1973/1974",1974,3048,2842,144.884518056427,10.1665800955489
"1974/1975",1975,2629,2619.5,141.058649358706,10.3532546196783
"1975/1976",1976,2173,1897.5,120.84068045688,9.16892011696254
"1976/1977",1977,2218,2169.5,124.590777514673,10.9219338522504
"1977/1978",1978,2296,2111,129.823479532483,10.0205187780589
"1978/1979",1979,2574,2604.5,132.452514187779,9.09422162895196
"1979/1980",1980,2488,2228,128.65263469443,9.81279334200747
"1980/1981",1981,2024,1829,120.267617949772,9.63596689986188
"1981/1982",1982,2282,2481.5,134.207835822243,9.20830181508132
"1982/1983",1983,2130,2098.5,121.594359421069,11.3254951639848
"1983/1984",1984,2542,2168,125.314571955479,9.31718302444673
"1984/1985",1985,2314,2100.5,117.745287818307,8.98566031062378
"1985/1986",1986,1978,1800.5,116.648114428317,9.22964615422688
"1986/1987",1987,2078,2132.5,120.342409068859,8.48287730299393
"1987/1988",1988,2483,2260,134.880907118917,11.0310796997532
"1988/1989",1989,2015,2106,124.396382546461,10.9886319639671
"1989/1990",1990,2206,2290,127.002686037004,11.5438442157081
"1990/1991",1991,2285,2301,130.805667569851,10.0851885879342
"1991/1992",1992,2407,2533.5,132.14823491681,10.6313848730063
"1992/1993",1993,2042,1876,118.157424188013,10.415872542807
"1993/1994",1994,2262,2674,137.16239536649,11.3782781816729
"1994/1995",1995,2333,2175,120.810645862433,11.2924055420829
"1995/1996",1996,1772,1586,105.927288450099,8.92568068577965
"1996/1997",1997,2564,2168,125.467046188336,10.3421461293606
"1997/1998",1998,1982,1928.5,119.653002462391,11.4542923309173
"1998/1999",1999,1858,1851,119.550412110763,10.4377121649603
"1999/2000",2000,1855,1944,117.792998174407,11.1726994148976
"2000/2001",2001,1987,1982.5,120.82110907223,12.5609432495779
"2001/2002",2002,1931,2370.5,125.469013797141,11.2374055433122
"2002/2003",2003,2200,2162,126.305824586227,10.3269810353599
"2003/2004",2004,2220,2014.5,118.737009522469,10.4635210269931
"2004/2005",2005,1887,1786.5,120.549000708661,10.3941508451793
"2005/2006",2006,1952,1746.5,114.24895913837,9.70648576621019
"2006/2007",2007,2302,2551,122.375147704882,13.3657545523437
"2007/2008",2008,2275,2547,127.811913226915,11.2451642020103
"2008/2009",2009,2185,2229.5,119.436907671985,11.5506366683864
"2009/2010",2010,1779,1952,121.496030852479,10.7453300826129
"2010/2011",2011,1981,1842.5,119.207372347316,10.7378300827805
"2011/2012",2012,1872,2139.5,125.169867387633,10.6126524790588
"2012/2013",2013,2301,2079,124.31008746015,10.6163678213444
"1950/1951",1951,2756,2848.5,141.054057802134,10.5182498990092
"1951/1952",1952,2305,1914,121.70554045814,10.1007276078721
"1952/1953",1953,2147,1977,120.512020775548,9.74179236919461
"1953/1954",1954,2055,2404.5,124.583804955428,8.50705183075548
"1954/1955",1955,2557,2402,131.904875937409,9.48488199757851
"1955/1956",1956,2377,2247,115.4962984154,8.52546942711943
"1956/1957",1957,2084,2418.5,128.607431824006,10.0051178350069
"1957/1958",1958,2264,2585.5,136.259639459531,9.83360840487821
"1958/1959",1959,2408,2680,133.955470716334,11.3497168615566
"1959/1960",1960,2029,2499,125.540406158815,10.2879811248134
"1960/1961",1961,1928,1996,111.077492953845,11.8108017569109
"1961/1962",1962,2126,2022.5,117.88947903214,9.48014143164674
"1962/1963",1963,1473,1507.5,93.3822631923027,7.3601886488427
"1963/1964",1964,1972,2180.5,124.338118898438,8.38570417202747
"1964/1965",1965,2427,2262.5,132.002562628797,9.50016501610484
"1965/1966",1966,2159,1910,113.588400634453,10.1756366991201
"1966/1967",1967,2170,2136.5,120.595952022036,10.560872539566
"1967/1968",1968,1919,1615,109.036429330515,9.87953042971766
"1968/1969",1969,2202,1901.5,113.436853401753,8.71009427904731
"1969/1970",1970,2338,2168.5,124.745848005286,9.03575464912673
"1970/1971",1971,2106,2162.5,124.014878420689,9.73785369003736
