"Season","End_year","Chilling_Hours","Utah_Model","Chill_portions","mntemp"
"1951/1952",1952,2083,1733.5,113.407267631369,3.48373231649871
"1952/1953",1953,1855,1686.5,114.226798144526,2.88712257697721
"1953/1954",1954,2355,2182.5,127.30033306703,2.32191032545975
"1954/1955",1955,2191,2009.5,121.486941390843,2.64481126163858
"1955/1956",1956,2271,1928.5,115.321915753902,1.71044597115822
"1956/1957",1957,2537,2372,129.987389979087,3.69011784204774
"1957/1958",1958,2664,2138.5,126.897985992541,2.35018862671447
"1958/1959",1959,2470,2069,126.878395111821,3.74556595401592
"1959/1960",1960,2433,2417.5,128.382017887807,3.31204217949121
"1960/1961",1961,2057,2053,117.376365791856,4.85766498576235
"1961/1962",1962,2089,1661,108.931791139338,2.8641037095672
"1962/1963",1963,1621,1783,108.557942562812,0.282311314444567
"1963/1964",1964,2288,2103.5,113.131080605567,2.04600934393949
"1964/1965",1965,2320,2054.5,125.645216519641,2.26115560983659
"1965/1966",1966,2227,1968,120.494237179699,3.90700462965277
"1966/1967",1967,2502,2238,125.747716487789,4.13466971890368
"1967/1968",1968,2138,1766.5,112.891251773155,3.75448348415587
"1968/1969",1969,2041,1790.5,108.955622261413,2.54573107517395
"1969/1970",1970,2138,1893.5,114.285376935537,1.97377354078838
"1970/1971",1971,2398,2051.5,126.052651177635,2.66193390276529
"1971/1972",1972,2548,2328.5,127.864916510702,4.13075108137944
"1972/1973",1973,2535,1872,119.942003077137,2.1351178768047
"1973/1974",1974,3379,2861,142.208344020964,4.25738198031179
"1974/1975",1975,2963,2479,133.52246619459,3.98084896762486
"1975/1976",1976,2447,2200,118.214376231406,3.06298115219431
"1976/1977",1977,2398,2309.5,125.979982116957,4.01896217432014
"1977/1978",1978,2620,2249,130.012399133538,3.82415085791979
"1978/1979",1979,2788,2297.5,128.609432219793,2.68379710982378
"1979/1980",1980,2632,2214.5,126.849184539023,3.66157268811052
"1980/1981",1981,1920,1753.5,116.481304482641,3.03856125283758
"1981/1982",1982,2533,2349.5,128.882204657747,2.5540093768757
"1982/1983",1983,2204,2123.5,124.106084199253,4.43089612737685
"1983/1984",1984,2484,2076.5,124.610659759728,2.63124407264251
"1984/1985",1985,2197,1791.5,113.279411364459,2.29549523171055
"1985/1986",1986,2250,1960,118.317263703073,2.4624056053383
"1986/1987",1987,2250,2165,120.41005176069,2.37252353187563
"1987/1988",1988,2719,2252.5,132.039946703089,4.23577455321038
"1988/1989",1989,2367,2373,128.087033138911,4.96818385121659
"1989/1990",1990,2454,2374.5,128.751520208063,4.6175470666011
"1990/1991",1991,2414,2173,121.275865775306,3.74724048228038
"1991/1992",1992,2927,2691.5,134.52943980973,3.82100930426515
"1992/1993",1993,2327,2105,122.68543719776,3.97976406198874
"1993/1994",1994,2708,2847,139.656385314702,4.39742914699282
"1994/1995",1995,2118,1956.5,116.217004557533,4.74658008258491
"1995/1996",1996,1814,1559,106.769242549888,2.36950698929091
"1996/1997",1997,2506,2264.5,125.982734500917,3.24884426700531
"1997/1998",1998,2135,2252,126.614881711069,4.69007064988573
"1998/1999",1999,2340,2294.5,131.312837572454,3.98466972225644
"1999/2000",2000,2539,2487.5,130.830538203163,4.7707745412522
"2000/2001",2001,2145,1968.5,123.040910404739,4.39537726024623
"2001/2002",2002,2471,2788,140.094675725951,4.31771216764255
"2002/2003",2003,2300,1948,123.191079991415,3.47384426197617
"2003/2004",2004,2111,1819.5,118.276833734642,3.43429569788539
"2004/2005",2005,1939,1789,110.670430234318,3.36634426437898
"2005/2006",2006,1935,1843.5,116.647891727778,2.32455183483467
"2006/2007",2007,2718,2528.5,124.008141121327,6.69636777485282
"2007/2008",2008,2575,2539,139.140129389668,3.96239427763077
"2008/2009",2009,2424,2105,122.462900321553,4.14896217141441
"2009/2010",2010,1934,1872.5,113.82445189707,3.5728536937254
"2010/2011",2011,2362,2036,122.460596602736,3.80893859410887
"2011/2012",2012,2570,2445,128.991682984249,4.09429568313325
"2012/2013",2013,2300,2072,121.342944504823,3.33976407629385
