chillutah,chillports,gdd,siteslist,year,lat,long,lat.long,cc,lo,mat
2652,129.5959649,88.44502115,26,1957,49.7,10.0167,49.7 10.0167,1950-1960,96,7.647212944
2220,111.7614733,62.01601283,26,1958,49.7,10.0167,49.7 10.0167,1950-1960,121,2.734917972
2568,118.5259538,86.84348579,26,1959,49.7,10.0167,49.7 10.0167,1950-1960,98,8.38213096
2508,123.1088065,67.56390145,26,1960,49.7,10.0167,49.7 10.0167,1950-1960,99,6.961803123
2892,133.0981737,83.91428244,27,1951,49.4667,9.58333,49.4667 9.58333,1950-1960,116,5.326721192
2364,120.9702932,66.52880148,27,1952,49.4667,9.58333,49.4667 9.58333,1950-1960,103,7.259016231
2364,111.7435068,46.39430984,27,1953,49.4667,9.58333,49.4667 9.58333,1950-1960,93,7.172950659
2436,122.8741761,75.31852803,27,1954,49.4667,9.58333,49.4667 9.58333,1950-1960,124,5.786885117
1704,103.5579781,134.710418,27,1955,49.4667,9.58333,49.4667 9.58333,1950-1960,122,4.42032777
2088,105.4404211,82.71923986,27,1956,49.4667,9.58333,49.4667 9.58333,1950-1960,123,5.01934415
2640,129.6426241,85.52524554,27,1957,49.4667,9.58333,49.4667 9.58333,1950-1960,108,7.233934265
2328,111.7132713,70.39670188,27,1958,49.4667,9.58333,49.4667 9.58333,1950-1960,123,2.643606498
2724,120.9025894,113.2382402,27,1959,49.4667,9.58333,49.4667 9.58333,1950-1960,105,8.094753917
2700,126.8553743,106.2650811,27,1960,49.4667,9.58333,49.4667 9.58333,1950-1960,111,6.776229357
2124,117.5487834,78.3406971,28,1951,49.5333,11.6833,49.5333 11.6833,1950-1960,117,4.532950718
2028,104.8051439,124.2586198,28,1952,49.5333,11.6833,49.5333 11.6833,1950-1960,109,5.903114622
1932,103.1376533,84.98975831,28,1953,49.5333,11.6833,49.5333 11.6833,1950-1960,106,6.970655582
2064,108.8202575,54.36915853,28,1954,49.5333,11.6833,49.5333 11.6833,1950-1960,127,4.696229403
1728,97.46089495,83.3146187,28,1955,49.5333,11.6833,49.5333 11.6833,1950-1960,120,3.338360581
1896,98.72713085,53.73890108,28,1956,49.5333,11.6833,49.5333 11.6833,1950-1960,125,3.414262219
2544,120.4477642,71.11227399,28,1957,49.5333,11.6833,49.5333 11.6833,1950-1960,111,6.571475263
1968,104.7059562,62.20486196,28,1958,49.5333,11.6833,49.5333 11.6833,1950-1960,126,1.710983568
2436,114.0436131,61.11983266,28,1959,49.5333,11.6833,49.5333 11.6833,1950-1960,102,7.381803114
2388,111.3188164,72.56415263,28,1960,49.5333,11.6833,49.5333 11.6833,1950-1960,110,5.480655615
1908,106.135084,86.20829803,29,1951,48.8833,12.6,48.8833 12.6,1950-1960,117,5.190491687
1944,103.0486227,92.42818848,29,1952,48.8833,12.6,48.8833 12.6,1950-1960,107,6.376229366
1572,96.42128992,64.1975927,29,1953,48.8833,12.6,48.8833 12.6,1950-1960,100,7.029671974
1884,106.2667146,43.38093138,29,1954,48.8833,12.6,48.8833 12.6,1950-1960,114,5.599672006
1596,97.15802667,102.7421764,29,1955,48.8833,12.6,48.8833 12.6,1950-1960,121,3.423606481
1788,94.69480812,46.46971706,29,1956,48.8833,12.6,48.8833 12.6,1950-1960,110,4.3195081
2520,121.3419816,73.56092518,29,1957,48.8833,12.6,48.8833 12.6,1950-1960,105,7.12442607
1644,95.6866256,39.61806842,29,1958,48.8833,12.6,48.8833 12.6,1950-1960,118,2.396393389
2220,105.4266635,51.76462513,29,1959,48.8833,12.6,48.8833 12.6,1950-1960,95,7.650983436
2316,108.0560238,49.4127774,29,1960,48.8833,12.6,48.8833 12.6,1950-1960,100,6.132622814
2052,114.7334956,76.16460165,30,1951,49.0333,11.4833,49.0333 11.4833,1950-1960,118,4.490655637
2100,106.9442044,109.3134766,30,1952,49.0333,11.4833,49.0333 11.4833,1950-1960,109,6.099016257
1908,104.4250433,103.3678877,30,1953,49.0333,11.4833,49.0333 11.4833,1950-1960,115,6.55803264
2148,110.8735674,109.5003602,30,1954,49.0333,11.4833,49.0333 11.4833,1950-1960,133,4.843934318
1668,99.35748696,142.8821376,30,1955,49.0333,11.4833,49.0333 11.4833,1950-1960,127,3.40540976
1968,101.9018018,98.82367289,30,1956,49.0333,11.4833,49.0333 11.4833,1950-1960,129,3.751475326
2640,124.2189202,122.0752248,30,1957,49.0333,11.4833,49.0333 11.4833,1950-1960,121,6.551311329
2004,108.3904386,52.50322854,30,1958,49.0333,11.4833,49.0333 11.4833,1950-1960,124,1.753934387
2424,115.2689491,101.7817604,30,1959,49.0333,11.4833,49.0333 11.4833,1950-1960,106,7.318360492
2412,113.5570284,91.00077764,30,1960,49.0333,11.4833,49.0333 11.4833,1950-1960,114,5.766885117
2088,115.4476455,74.78749458,31,1951,48.6333,10.0167,48.6333 10.0167,1950-1960,119,4.481147441
2076,108.3929841,112.2286483,31,1952,48.6333,10.0167,48.6333 10.0167,1950-1960,110,6.178524452
1860,102.497356,69.66577094,31,1953,48.6333,10.0167,48.6333 10.0167,1950-1960,110,6.385409693
2232,116.3034603,75.56668514,31,1954,48.6333,10.0167,48.6333 10.0167,1950-1960,130,4.818032679
1716,100.5553933,107.3503071,31,1955,48.6333,10.0167,48.6333 10.0167,1950-1960,123,3.334262221
1944,99.54917918,81.775532,31,1956,48.6333,10.0167,48.6333 10.0167,1950-1960,127,4.117540892
2628,123.1361545,126.5046828,31,1957,48.6333,10.0167,48.6333 10.0167,1950-1960,122,6.693114604
1968,104.4585467,66.69586143,31,1958,48.6333,10.0167,48.6333 10.0167,1950-1960,125,1.972786841
2292,109.4629861,73.74786064,31,1959,48.6333,10.0167,48.6333 10.0167,1950-1960,104,7.078524432
2388,113.3769928,57.24162323,31,1960,48.6333,10.0167,48.6333 10.0167,1950-1960,105,5.7744261
1956,109.9633605,72.93128067,32,1951,49.6167,11.8167,49.6167 11.8167,1950-1960,119,4.243114659
1896,102.4084452,124.5203968,32,1952,49.6167,11.8167,49.6167 11.8167,1950-1960,110,5.581475285
1896,100.7759245,70.2975296,32,1953,49.6167,11.8167,49.6167 11.8167,1950-1960,106,6.550327722
2040,106.4681645,40.11746523,32,1954,49.6167,11.8167,49.6167 11.8167,1950-1960,123,4.410983508
1692,98.52822528,84.72657537,32,1955,49.6167,11.8167,49.6167 11.8167,1950-1960,121,3.042950752
1812,98.34747294,48.57274383,32,1956,49.6167,11.8167,49.6167 11.8167,1950-1960,125,3.299672057
2544,121.5357892,111.2031833,32,1957,49.6167,11.8167,49.6167 11.8167,1950-1960,121,6.298688384
1968,107.6360021,81.21975476,32,1958,49.6167,11.8167,49.6167 11.8167,1950-1960,128,1.793770452
2508,114.7999292,97.10107618,32,1959,49.6167,11.8167,49.6167 11.8167,1950-1960,107,7.11590148
2532,111.7493247,52.72732216,32,1960,49.6167,11.8167,49.6167 11.8167,1950-1960,107,5.418688403
2772,124.9683547,57.14538747,33,1951,54.1167,10.1667,54.1167 10.1667,1950-1960,120,4.235573676
2352,123.6058468,140.7922677,33,1952,54.1167,10.1667,54.1167 10.1667,1950-1960,117,5.682950693
2676,128.1034021,54.33353616,33,1953,54.1167,10.1667,54.1167 10.1667,1950-1960,109,6.355901497
2268,115.4816826,52.11879979,33,1954,54.1167,10.1667,54.1167 10.1667,1950-1960,126,4.352458919
1776,100.515699,95.57097459,33,1955,54.1167,10.1667,54.1167 10.1667,1950-1960,128,3.195081896
2184,105.7417557,66.54336863,33,1956,54.1167,10.1667,54.1167 10.1667,1950-1960,129,3.510983528
3120,141.4196374,74.19752322,33,1957,54.1167,10.1667,54.1167 10.1667,1950-1960,120,5.869672
2124,107.3703999,82.17174971,33,1958,54.1167,10.1667,54.1167 10.1667,1950-1960,131,2.235901589
2640,121.5061072,98.60254064,33,1959,54.1167,10.1667,54.1167 10.1667,1950-1960,106,7.411967047
2628,123.328928,53.94629829,33,1960,54.1167,10.1667,54.1167 10.1667,1950-1960,126,4.788852352
2184,116.4664962,86.91370267,34,1951,48.4333,10.4167,48.4333 10.4167,1950-1960,120,5.007540872
2208,112.6181059,157.0654521,34,1952,48.4333,10.4167,48.4333 10.4167,1950-1960,117,6.644917884
1800,101.8954737,175.7527913,34,1953,48.4333,10.4167,48.4333 10.4167,1950-1960,125,6.647540835
2172,116.0357461,67.09918256,34,1954,48.4333,10.4167,48.4333 10.4167,1950-1960,128,5.074753985
1752,101.5714029,63.03859514,34,1955,48.4333,10.4167,48.4333 10.4167,1950-1960,117,3.681967131
1944,102.5007728,132.6591782,34,1956,48.4333,10.4167,48.4333 10.4167,1950-1960,130,4.434590065
2592,124.9774754,107.8285188,34,1957,48.4333,10.4167,48.4333 10.4167,1950-1960,117,6.970819516
1956,107.615955,63.12752124,34,1958,48.4333,10.4167,48.4333 10.4167,1950-1960,124,2.352950767
2304,111.5042178,150.0664039,34,1959,48.4333,10.4167,48.4333 10.4167,1950-1960,121,7.40278672
2460,116.8610222,97.02517452,34,1960,48.4333,10.4167,48.4333 10.4167,1950-1960,120,6.077212979
3132,135.4442928,126.6567059,35,1951,50.1167,8.91667,50.1167 8.91667,1950-1960,120,6.410819529
2652,130.0910724,165.9594491,35,1952,50.1167,8.91667,50.1167 8.91667,1950-1960,108,8.539016203
2304,108.1094461,92.51188502,35,1953,50.1167,8.91667,50.1167 8.91667,1950-1960,94,8.686557183
2556,121.3650841,94.16137054,35,1954,50.1167,8.91667,50.1167 8.91667,1950-1960,115,7.323770328
1740,104.7136853,137.9838355,35,1955,50.1167,8.91667,50.1167 8.91667,1950-1960,119,5.912131015
2136,106.8439655,136.8888542,35,1956,50.1167,8.91667,50.1167 8.91667,1950-1960,121,6.674753949
2808,135.7344811,122.9350623,35,1957,50.1167,8.91667,50.1167 8.91667,1950-1960,102,8.96262275
2316,113.4358313,73.67808397,35,1958,50.1167,8.91667,50.1167 8.91667,1950-1960,115,4.416065475
2652,122.3918158,95.09224002,35,1959,50.1167,8.91667,50.1167 8.91667,1950-1960,95,9.535409623
2736,130.0900828,108.1286628,35,1960,50.1167,8.91667,50.1167 8.91667,1950-1960,100,8.283114569
2940,131.1840278,57.20843613,36,1951,50.9667,8.5,50.9667 8.5,1950-1960,121,4.248360561
2304,116.6965351,245.8019747,36,1952,50.9667,8.5,50.9667 8.5,1950-1960,129,6.466065429
2484,117.7023942,165.4576009,36,1953,50.9667,8.5,50.9667 8.5,1950-1960,130,6.761639193
2604,120.5350684,141.0096097,36,1954,50.9667,8.5,50.9667 8.5,1950-1960,135,5.211475293
1764,102.7116159,34.03387281,36,1955,50.9667,8.5,50.9667 8.5,1950-1960,104,3.529508118
2220,107.9959729,61.13727142,36,1956,50.9667,8.5,50.9667 8.5,1950-1960,123,4.346065477
2844,134.5666222,123.2467632,36,1957,50.9667,8.5,50.9667 8.5,1950-1960,120,7.012622794
2220,114.1855701,135.9590106,36,1958,50.9667,8.5,50.9667 8.5,1950-1960,133,2.196393394
2592,117.8339624,222.6103245,36,1959,50.9667,8.5,50.9667 8.5,1950-1960,130,7.583442453
2664,121.7586351,65.11477528,36,1960,50.9667,8.5,50.9667 8.5,1950-1960,105,6.062294946
2568,128.0694713,85.70414091,37,1951,49.95,11.1667,49.95 11.1667,1950-1960,121,4.862458908
2124,111.9992522,145.6629688,37,1952,49.95,11.1667,49.95 11.1667,1950-1960,111,6.322622809
2100,107.5904068,124.1858779,37,1953,49.95,11.1667,49.95 11.1667,1950-1960,116,6.983770336
2232,112.8576718,41.55163827,37,1954,49.95,11.1667,49.95 11.1667,1950-1960,119,5.146885131
1704,98.93427877,107.0004433,37,1955,49.95,11.1667,49.95 11.1667,1950-1960,121,3.792294997
2016,100.9683088,54.3988674,37,1956,49.95,11.1667,49.95 11.1667,1950-1960,124,3.798196636
2628,125.234209,83.59480803,37,1957,49.95,11.1667,49.95 11.1667,1950-1960,114,6.717376899
2172,111.1670489,55.31803462,37,1958,49.95,11.1667,49.95 11.1667,1950-1960,124,2.18180323
2640,118.2748966,96.55256312,37,1959,49.95,11.1667,49.95 11.1667,1950-1960,105,7.623278518
2532,116.3417257,98.49079969,37,1960,49.95,11.1667,49.95 11.1667,1950-1960,113,5.990327735
1872,113.3420664,55.80273705,38,1951,47.5667,10.7,47.5667 10.7,1950-1960,121,2.880327804
1920,97.07270287,144.1589841,38,1952,47.5667,10.7,47.5667 10.7,1950-1960,125,4.638032683
1968,107.9172444,74.62245086,38,1953,47.5667,10.7,47.5667 10.7,1950-1960,118,4.698360551
2088,110.3825414,73.46088015,38,1954,47.5667,10.7,47.5667 10.7,1950-1960,138,3.208032715
2028,107.04131,112.3679404,38,1955,47.5667,10.7,47.5667 10.7,1950-1960,127,1.56573767
1476,91.0076814,71.76679967,38,1956,47.5667,10.7,47.5667 10.7,1950-1960,128,2.553114697
2628,123.5218254,59.89913273,38,1957,47.5667,10.7,47.5667 10.7,1950-1960,115,5.448032665
1596,96.64587554,37.61075403,38,1958,47.5667,10.7,47.5667 10.7,1950-1960,125,-0.296885239
2196,118.63612,68.82138831,38,1959,47.5667,10.7,47.5667 10.7,1950-1960,105,5.728196593
2388,111.5304117,41.75584513,38,1960,47.5667,10.7,47.5667 10.7,1950-1960,109,4.166721218
3012,129.7045055,81.27849047,39,1951,53.3333,8.48333,53.3333 8.48333,1950-1960,123,4.766721205
2664,130.9534271,112.4163008,39,1952,53.3333,8.48333,53.3333 8.48333,1950-1960,111,6.179508059
2664,124.8116034,64.79356664,39,1953,53.3333,8.48333,53.3333 8.48333,1950-1960,108,6.714590014
2352,120.5382617,66.88320826,39,1954,53.3333,8.48333,53.3333 8.48333,1950-1960,125,5.16426218
1944,107.4370335,123.8586895,39,1955,53.3333,8.48333,53.3333 8.48333,1950-1960,127,4.042786795
2292,107.1150965,35.29286127,39,1956,53.3333,8.48333,53.3333 8.48333,1950-1960,124,4.292786789
3180,141.949509,59.56862623,39,1957,53.3333,8.48333,53.3333 8.48333,1950-1960,94,7.101311317
2292,115.0918563,37.61615002,39,1958,53.3333,8.48333,53.3333 8.48333,1950-1960,121,2.963770426
2604,120.703517,54.18316628,39,1959,53.3333,8.48333,53.3333 8.48333,1950-1960,100,7.861475234
2736,129.524162,54.21765819,39,1960,53.3333,8.48333,53.3333 8.48333,1950-1960,108,6.118196585
2496,124.0055729,84.2756592,40,1951,50.3,10.4667,50.3 10.4667,1950-1960,124,4.135737612
2076,111.1120843,260.1304013,40,1952,50.3,10.4667,50.3 10.4667,1950-1960,127,6.552294936
2088,111.5423852,192.1607024,40,1953,50.3,10.4667,50.3 10.4667,1950-1960,130,6.966557221
2208,115.6038546,123.6918264,40,1954,50.3,10.4667,50.3 10.4667,1950-1960,134,4.915737595
1692,98.61543518,177.0226916,40,1955,50.3,10.4667,50.3 10.4667,1950-1960,138,3.617376968
1980,100.0794849,148.0837946,40,1956,50.3,10.4667,50.3 10.4667,1950-1960,136,4.20606548
2688,127.5490371,138.7729093,40,1957,50.3,10.4667,50.3 10.4667,1950-1960,123,7.014262138
1980,105.9699367,168.3032419,40,1958,50.3,10.4667,50.3 10.4667,1950-1960,134,2.01278684
2556,116.210001,89.11067966,40,1959,50.3,10.4667,50.3 10.4667,1950-1960,104,8.003442444
2484,112.3120398,103.7588437,40,1960,50.3,10.4667,50.3 10.4667,1950-1960,120,6.112131011
1836,101.7771247,81.20042491,41,1951,49.6167,12.35,49.6167 12.35,1950-1960,125,3.482622873
1800,96.68956232,139.8195506,41,1952,49.6167,12.35,49.6167 12.35,1950-1960,116,5.054590051
1884,100.3500902,55.62316378,41,1953,49.6167,12.35,49.6167 12.35,1950-1960,102,5.754917904
1896,101.4044661,36.14566444,41,1954,49.6167,12.35,49.6167 12.35,1950-1960,126,3.981475321
1632,94.38831345,86.36538601,41,1955,49.6167,12.35,49.6167 12.35,1950-1960,123,2.247868802
1644,91.57812963,83.53996744,41,1956,49.6167,12.35,49.6167 12.35,1950-1960,130,2.442295027
2496,117.1168115,97.78139389,41,1957,49.6167,12.35,49.6167 12.35,1950-1960,121,5.812622821
1824,100.2542244,41.4245933,41,1958,49.6167,12.35,49.6167 12.35,1950-1960,125,1.009836043
2328,111.5515301,55.34095023,41,1959,49.6167,12.35,49.6167 12.35,1950-1960,103,6.752458865
2436,108.769184,66.919071,41,1960,49.6167,12.35,49.6167 12.35,1950-1960,115,4.635737601
2808,131.3799745,92.05010919,42,1951,50.9167,8.1,50.9167 8.1,1950-1960,129,3.768196637
2280,114.349147,144.8572879,42,1952,50.9167,8.1,50.9167 8.1,1950-1960,120,6.075573635
2496,118.8810392,93.18293514,42,1953,50.9167,8.1,50.9167 8.1,1950-1960,118,6.282458876
2532,122.3844245,148.9597029,42,1954,50.9167,8.1,50.9167 8.1,1950-1960,143,4.676885141
1908,106.9363276,139.1671854,42,1955,50.9167,8.1,50.9167 8.1,1950-1960,140,2.979344196
2196,107.5861783,136.6977825,42,1956,50.9167,8.1,50.9167 8.1,1950-1960,141,3.855737619
2892,135.0210904,131.475192,42,1957,50.9167,8.1,50.9167 8.1,1950-1960,133,6.652130999
2232,114.5060318,163.6057479,42,1958,50.9167,8.1,50.9167 8.1,1950-1960,142,1.695737667
2736,124.3739687,139.3368445,42,1959,50.9167,8.1,50.9167 8.1,1950-1960,123,7.053442465
2688,123.4561459,87.68894095,42,1960,50.9167,8.1,50.9167 8.1,1950-1960,127,5.541803155
1860,106.1919387,108.9910328,43,1951,49.4333,12.5833,49.4333 12.5833,1950-1960,130,3.805409751
1824,97.05856472,180.2102172,43,1952,49.4333,12.5833,49.4333 12.5833,1950-1960,122,5.223114637
1812,97.91015449,45.17457632,43,1953,49.4333,12.5833,49.4333 12.5833,1950-1960,97,6.022622816
1812,102.9280848,63.86567505,43,1954,49.4333,12.5833,49.4333 12.5833,1950-1960,130,4.229016299
1584,95.8191096,112.4214919,43,1955,49.4333,12.5833,49.4333 12.5833,1950-1960,125,2.484426174
1584,91.99534349,74.64390309,43,1956,49.4333,12.5833,49.4333 12.5833,1950-1960,128,2.64737699
2472,117.5777971,107.0106639,43,1957,49.4333,12.5833,49.4333 12.5833,1950-1960,123,5.956721178
1812,98.69559643,100.6087098,43,1958,49.4333,12.5833,49.4333 12.5833,1950-1960,130,0.860983587
2340,109.1480365,42.62917963,43,1959,49.4333,12.5833,49.4333 12.5833,1950-1960,97,6.725409686
2352,109.1566552,67.64898258,43,1960,49.4333,12.5833,49.4333 12.5833,1950-1960,118,4.704753993
3024,133.8845009,235.1982382,44,1951,52.4,9.45,52.4 9.45,1950-1960,143,5.192950704
2544,125.7561502,112.0003798,44,1952,52.4,9.45,52.4 9.45,1950-1960,106,6.982950664
2664,125.1301859,57.9176208,44,1953,52.4,9.45,52.4 9.45,1950-1960,98,7.13147525
2232,115.4481718,75.41933222,44,1954,52.4,9.45,52.4 9.45,1950-1960,125,5.390491683
1932,106.6645266,122.3139691,44,1955,52.4,9.45,52.4 9.45,1950-1960,122,4.034262205
2208,106.7600794,49.99374016,44,1956,52.4,9.45,52.4 9.45,1950-1960,124,4.316885149
3108,139.0367318,79.18709338,44,1957,52.4,9.45,52.4 9.45,1950-1960,106,7.439671965
2196,113.9819846,60.13871458,44,1958,52.4,9.45,52.4 9.45,1950-1960,123,3.098524521
2652,124.6269333,132.4561286,44,1959,52.4,9.45,52.4 9.45,1950-1960,106,8.299016208
2652,127.6587653,68.61247934,44,1960,52.4,9.45,52.4 9.45,1950-1960,108,6.308688384
2532,126.1766222,207.988466,45,1951,49.45,10.3167,49.45 10.3167,1950-1960,144,4.619835962
2076,109.1266635,115.2435942,45,1952,49.45,10.3167,49.45 10.3167,1950-1960,108,6.501147396
2124,109.6995176,43.96971412,45,1953,49.45,10.3167,49.45 10.3167,1950-1960,93,6.926557222
2124,114.1780409,37.15930611,45,1954,49.45,10.3167,49.45 10.3167,1950-1960,117,5.076885132
1680,99.31315906,95.65400705,45,1955,49.45,10.3167,49.45 10.3167,1950-1960,120,3.564917953
2016,101.4249952,42.1203177,45,1956,49.45,10.3167,49.45 10.3167,1950-1960,112,4.083934335
2616,126.280053,69.62410369,45,1957,49.45,10.3167,49.45 10.3167,1950-1960,105,6.835245749
2028,107.1861466,83.09737303,45,1958,49.45,10.3167,49.45 10.3167,1950-1960,127,1.759016354
2496,117.8632574,67.93084703,45,1959,49.45,10.3167,49.45 10.3167,1950-1960,102,7.51065557
2544,116.4738426,77.10029979,45,1960,49.45,10.3167,49.45 10.3167,1950-1960,109,6.177540846
2364,122.3027069,53.97122541,1,2001,49.2667,8.75,49.2667 8.75,2000-2010,89,7.243442461
3012,135.9177774,54.40078468,1,2002,49.2667,8.75,49.2667 8.75,2000-2010,84,8.242622767
2520,117.5452332,88.26038632,1,2003,49.2667,8.75,49.2667 8.75,2000-2010,95,8.65754079
1908,116.4276987,80.23676196,1,2004,49.2667,8.75,49.2667 8.75,2000-2010,100,7.734098188
1572,102.8666228,132.3668017,1,2005,49.2667,8.75,49.2667 8.75,2000-2010,105,7.636557206
1356,94.79914826,101.415747,1,2006,49.2667,8.75,49.2667 8.75,2000-2010,111,6.242131008
3204,134.091486,117.3280633,1,2007,49.2667,8.75,49.2667 8.75,2000-2010,103,10.12049158
2880,133.5642919,50.38628787,1,2008,49.2667,8.75,49.2667 8.75,2000-2010,102,6.837049028
2316,116.6169013,136.5295133,1,2009,49.2667,8.75,49.2667 8.75,2000-2010,102,9.049507994
1848,96.27902267,93.59254135,1,2010,49.2667,8.75,49.2667 8.75,2000-2010,103,7.647212944
2244,118.4905624,53.20251748,2,2001,49.9167,11,49.9167 11,2000-2010,101,5.796557247
3024,133.9033755,48.64554786,2,2002,49.9167,11,49.9167 11,2000-2010,100,6.520819526
2460,112.8819346,72.16502623,2,2003,49.9167,11,49.9167 11,2000-2010,106,6.919671976
1752,108.2044383,45.87028406,2,2004,49.9167,11,49.9167 11,2000-2010,100,6.393934283
1476,95.86803738,79.50416254,2,2005,49.9167,11,49.9167 11,2000-2010,103,6.349671989
1488,95.27361858,51.18134825,2,2006,49.9167,11,49.9167 11,2000-2010,109,4.75688514
3120,132.8266627,37.0085593,2,2007,49.9167,11,49.9167 11,2000-2010,96,8.469344073
2616,126.8975373,24.67815867,2,2008,49.9167,11,49.9167 11,2000-2010,102,5.372786765
2112,108.1036559,52.91974515,2,2009,49.9167,11,49.9167 11,2000-2010,98,7.550655569
1860,96.69563447,52.14148193,2,2010,49.9167,11,49.9167 11,2000-2010,105,5.799672002
2268,121.1733849,32.56817343,3,2001,50.15,10.4333,50.15 10.4333,2000-2010,90,6.106393306
3012,134.1645824,70.34601171,3,2002,50.15,10.4333,50.15 10.4333,2000-2010,110,6.905573616
2436,114.2842405,54.90421638,3,2003,50.15,10.4333,50.15 10.4333,2000-2010,104,7.103934267
2040,115.0285337,72.36997213,3,2004,50.15,10.4333,50.15 10.4333,2000-2010,110,6.446229364
1668,100.0403746,126.1118561,3,2005,50.15,10.4333,50.15 10.4333,2000-2010,110,6.6773769
1584,99.92458367,35.79121501,3,2006,50.15,10.4333,50.15 10.4333,2000-2010,102,4.843114646
3264,137.5987395,36.29473821,3,2007,50.15,10.4333,50.15 10.4333,2000-2010,94,8.607376857
2808,131.8312321,26.83454926,3,2008,50.15,10.4333,50.15 10.4333,2000-2010,96,5.815737575
2232,112.0494576,222.2116075,3,2009,50.15,10.4333,50.15 10.4333,2000-2010,120,8.120655556
1812,93.6679614,84.36679006,3,2010,50.15,10.4333,50.15 10.4333,2000-2010,111,6.453442479
2400,121.5857674,87.80988217,4,2001,49.4167,9.28333,49.4167 9.28333,2000-2010,114,6.897704764
3012,136.0445197,68.80587132,4,2002,49.4167,9.28333,49.4167 9.28333,2000-2010,95,7.545409667
2496,115.7842152,122.7386756,4,2003,49.4167,9.28333,49.4167 9.28333,2000-2010,108,8.061803098
1992,113.7557303,66.80732605,4,2004,49.4167,9.28333,49.4167 9.28333,2000-2010,103,7.189999839
1584,103.4642601,88.5433799,4,2005,49.4167,9.28333,49.4167 9.28333,2000-2010,101,6.811311323
1416,93.39516461,104.5855261,4,2006,49.4167,9.28333,49.4167 9.28333,2000-2010,114,5.509508074
3276,136.3359502,50.51009813,4,2007,49.4167,9.28333,49.4167 9.28333,2000-2010,99,9.12754078
2724,131.1291407,47.27244988,4,2008,49.4167,9.28333,49.4167 9.28333,2000-2010,106,6.363934284
2208,113.8035248,68.87992921,4,2009,49.4167,9.28333,49.4167 9.28333,2000-2010,98,8.268196537
1836,97.38875018,78.5271871,4,2010,49.4167,9.28333,49.4167 9.28333,2000-2010,101,6.92868837
2388,120.5220729,68.88100861,5,2001,50.5167,8.81667,50.5167 8.81667,2000-2010,114,6.074098225
3012,135.8513593,64.13680621,5,2002,50.5167,8.81667,50.5167 8.81667,2000-2010,96,7.175409676
2508,118.5050039,58.18471682,5,2003,50.5167,8.81667,50.5167 8.81667,2000-2010,100,7.850491628
1992,115.5049092,64.30863003,5,2004,50.5167,8.81667,50.5167 8.81667,2000-2010,100,7.206557216
1704,103.8353282,105.5623248,5,2005,50.5167,8.81667,50.5167 8.81667,2000-2010,103,7.458524423
1440,94.28113416,46.07902274,5,2006,50.5167,8.81667,50.5167 8.81667,2000-2010,106,4.844098252
3288,138.5791881,57.04853467,5,2007,50.5167,8.81667,50.5167 8.81667,2000-2010,100,9.059180125
2820,131.6144655,30.37430586,5,2008,50.5167,8.81667,50.5167 8.81667,2000-2010,108,5.712622823
2436,118.4071626,71.12697324,5,2009,50.5167,8.81667,50.5167 8.81667,2000-2010,99,8.287376864
1776,93.61196715,69.98391173,5,2010,50.5167,8.81667,50.5167 8.81667,2000-2010,103,6.740655587
2412,121.5398738,99.93699827,6,2001,50,8.71667,50 8.71667,2000-2010,101,7.653278517
2904,134.6868744,74.29223026,6,2002,50,8.71667,50 8.71667,2000-2010,92,8.481147351
2616,119.565407,114.9891782,6,2003,50,8.71667,50 8.71667,2000-2010,104,9.135081763
1992,120.2964374,81.01703961,6,2004,50,8.71667,50 8.71667,2000-2010,94,8.304262109
1764,109.0401105,114.1361163,6,2005,50,8.71667,50 8.71667,2000-2010,94,8.529835875
1452,98.44911997,91.56086857,6,2006,50,8.71667,50 8.71667,2000-2010,107,6.669508048
3204,135.8120084,83.32427237,6,2007,50,8.71667,50 8.71667,2000-2010,98,10.35524567
2880,135.6561583,56.8748962,6,2008,50,8.71667,50 8.71667,2000-2010,102,7.249671969
2256,116.2274056,64.08895826,6,2009,50,8.71667,50 8.71667,2000-2010,95,9.412294872
1812,98.55033898,93.66342239,6,2010,50,8.71667,50 8.71667,2000-2010,98,8.093278508
2340,122.0906247,88.53451337,7,2001,48.7167,9.21667,48.7167 9.21667,2000-2010,99,7.144590004
3096,137.5021846,68.20443583,7,2002,48.7167,9.21667,48.7167 9.21667,2000-2010,93,7.503770324
2484,118.7421407,70.64079465,7,2003,48.7167,9.21667,48.7167 9.21667,2000-2010,104,7.766885072
1764,111.7227683,68.43605113,7,2004,48.7167,9.21667,48.7167 9.21667,2000-2010,105,6.880983453
1632,103.520577,122.402933,7,2005,48.7167,9.21667,48.7167 9.21667,2000-2010,106,6.93016378
1404,93.9605697,113.6664493,7,2006,48.7167,9.21667,48.7167 9.21667,2000-2010,114,5.598852334
3312,134.7983024,70.09988899,7,2007,48.7167,9.21667,48.7167 9.21667,2000-2010,102,9.145573566
2664,126.052208,54.69755388,7,2008,48.7167,9.21667,48.7167 9.21667,2000-2010,107,6.461967069
2268,113.7723101,119.7409296,7,2009,48.7167,9.21667,48.7167 9.21667,2000-2010,104,8.031639165
1872,99.9844463,106.5050831,7,2010,48.7167,9.21667,48.7167 9.21667,2000-2010,109,7.049835908
1956,110.373366,46.53048733,8,2001,48.8333,12.9667,48.8333 12.9667,2000-2010,113,5.78737692
