"chillutah","chillports","gdd","siteslist","year","lat","long","lat.long","cc","lo","mat"
2808,135.734481118653,432.495398169146,25,1957,50.1167,8.91667,"50.1167 8.91667","1950-1960",102,9.80717369383606
2316,113.43583134039,431.781496790808,25,1958,50.1167,8.91667,"50.1167 8.91667","1950-1960",115,7.92847808365427
2652,122.391815767721,588.712532277854,25,1959,50.1167,8.91667,"50.1167 8.91667","1950-1960",95,11.2183693144673
2736,130.090082848814,527.47317375927,25,1960,50.1167,8.91667,"50.1167 8.91667","1950-1960",100,10.4482606360284
2568,128.069471349412,308.02409523491,26,1951,49.95,11.1667,"49.95 11.1667","1950-1960",121,7.33173896655764
2124,111.999252184228,406.875649143231,26,1952,49.95,11.1667,"49.95 11.1667","1950-1960",111,8.26891285865365
2100,107.590406782215,440.914427688353,26,1953,49.95,11.1667,"49.95 11.1667","1950-1960",116,9.2101084897902
2232,112.857671757037,265.118994859441,26,1954,49.95,11.1667,"49.95 11.1667","1950-1960",119,7.45304331167237
1704,98.9342787655055,240.765885386343,26,1955,49.95,11.1667,"49.95 11.1667","1950-1960",121,5.94913030180918
2016,100.968308750021,280.131458608236,26,1956,49.95,11.1667,"49.95 11.1667","1950-1960",124,6.57326072264139
2628,125.234209027437,260.97655758063,26,1957,49.95,11.1667,"49.95 11.1667","1950-1960",114,7.62804330776081
2172,111.167048915622,328.02656489949,26,1958,49.95,11.1667,"49.95 11.1667","1950-1960",124,6.06619551658387
2640,118.274896574242,429.598435751592,26,1959,49.95,11.1667,"49.95 11.1667","1950-1960",105,9.42445631108611
2532,116.341725682235,359.002874449686,26,1960,49.95,11.1667,"49.95 11.1667","1950-1960",113,8.2690215543034
2136,116.737126356242,264.109922732755,27,1951,49.7667,11.55,"49.7667 11.55","1950-1960",121,6.5855433310625
1956,102.642990065912,352.983039043994,27,1952,49.7667,11.55,"49.7667 11.55","1950-1960",114,7.46043461585498
1968,103.827855181867,394.018662861888,27,1953,49.7667,11.55,"49.7667 11.55","1950-1960",115,8.57032589539481
1992,109.939555165212,220.460426148486,27,1954,49.7667,11.55,"49.7667 11.55","1950-1960",130,6.70402158928387
1848,96.3995640051377,240.976299129413,27,1956,49.7667,11.55,"49.7667 11.55","1950-1960",127,5.80521726154763
2520,120.275563868312,215.18028565087,27,1957,49.7667,11.55,"49.7667 11.55","1950-1960",114,7.01380419105534
1920,104.11910110559,295.571064719768,27,1958,49.7667,11.55,"49.7667 11.55","1950-1960",129,5.43021726992953
2448,116.442970400966,360.106862407707,27,1959,49.7667,11.55,"49.7667 11.55","1950-1960",106,8.67456502349966
2448,116.442970400966,360.106862407707,27,1959,49.7667,11.55,"49.7667 11.55","1950-1960",116,8.67456502349966
2472,108.908572299709,309.795218601176,27,1960,49.7667,11.55,"49.7667 11.55","1950-1960",116,7.45195635517492
1980,109.122062992583,255.710267527158,28,1951,49.3167,12.85,"49.3167 12.85","1950-1960",122,6.38260855298975
1872,98.1305971860499,346.301052051065,28,1952,49.3167,12.85,"49.3167 12.85","1950-1960",108,7.19760853477308
1860,99.6142960471738,353.837790299151,28,1953,49.3167,12.85,"49.3167 12.85","1950-1960",106,7.97793460428796
1812,102.60655440466,200.596111075731,28,1954,49.3167,12.85,"49.3167 12.85","1950-1960",127,6.37043464021838
1608,95.7021582876448,208.875379537729,28,1955,49.3167,12.85,"49.3167 12.85","1950-1960",116,4.87489119538551
1644,93.0593336449278,245.771602563651,28,1956,49.3167,12.85,"49.3167 12.85","1950-1960",125,5.60173900522616
2472,117.865306446619,215.371738734351,28,1957,49.3167,12.85,"49.3167 12.85","1950-1960",110,6.87391288983433
2412,109.791356370786,325.400640884041,28,1959,49.3167,12.85,"49.3167 12.85","1950-1960",113,8.30228242312518
2364,109.20329159974,274.957974774971,28,1960,49.3167,12.85,"49.3167 12.85","1950-1960",119,6.95086940985335
3012,129.704505515133,247.596484065237,29,1951,53.3333,8.48333,"53.3333 8.48333","1950-1960",123,7.01249984325841
2664,130.953427123767,370.57237852686,29,1952,53.3333,8.48333,"53.3333 8.48333","1950-1960",111,8.22923894649695
2664,124.811603407666,372.39868646943,29,1953,53.3333,8.48333,"53.3333 8.48333","1950-1960",108,8.80032589025391
2352,120.5382616992,287.241350703016,29,1954,53.3333,8.48333,"53.3333 8.48333","1950-1960",125,7.67239113285652
1944,107.437033538445,206.932596527946,29,1955,53.3333,8.48333,"53.3333 8.48333","1950-1960",127,5.96684769271751
2292,107.11509645239,252.316865912255,29,1956,53.3333,8.48333,"53.3333 8.48333","1950-1960",124,6.90119549792017
3180,141.94950898044,267.724304194701,29,1957,53.3333,8.48333,"53.3333 8.48333","1950-1960",94,8.13293460082344
2292,115.091856340104,266.372279334565,29,1958,53.3333,8.48333,"53.3333 8.48333","1950-1960",121,6.14065203665877
2604,120.703516950931,406.841465547563,29,1959,53.3333,8.48333,"53.3333 8.48333","1950-1960",100,9.41565196345682
2736,129.524162027573,322.008364409386,29,1960,53.3333,8.48333,"53.3333 8.48333","1950-1960",108,8.28554329306454
1836,109.87948667903,159.440091707461,30,1951,47.5667,10.75,"47.5667 10.75","1950-1960",124,4.28641294766946
1800,90.4356607433298,207.073520211225,30,1952,47.5667,10.75,"47.5667 10.75","1950-1960",122,5.6598911778394
1992,104.85342919415,257.402953605642,30,1953,47.5667,10.75,"47.5667 10.75","1950-1960",118,6.18097812271394
2028,108.339409601622,102.967514772863,30,1954,47.5667,10.75,"47.5667 10.75","1950-1960",138,4.2576086004872
1956,104.98497960767,150.586234560248,30,1955,47.5667,10.75,"47.5667 10.75","1950-1960",127,3.29489123070127
1452,89.2525100372254,187.306044088578,30,1956,47.5667,10.75,"47.5667 10.75","1950-1960",132,4.42673903148945
2664,123.70270988732,110.988856598441,30,1957,47.5667,10.75,"47.5667 10.75","1950-1960",130,5.06043466949916
1524,97.5277204561097,240.919126506044,30,1958,47.5667,10.75,"47.5667 10.75","1950-1960",132,3.50619557380433
2220,118.834340113832,206.001085410304,30,1959,47.5667,10.75,"47.5667 10.75","1950-1960",116,6.48326072465304
2256,108.503718654392,177.395669187542,30,1960,47.5667,10.75,"47.5667 10.75","1950-1960",124,5.48521726870019
1836,101.777124701585,233.982111708323,31,1951,49.6167,12.35,"49.6167 12.35","1950-1960",125,5.97576073599655
1800,96.6895623228039,329.17914703895,31,1952,49.6167,12.35,"49.6167 12.35","1950-1960",116,6.99184766980698
1884,100.350090204533,357.377257602333,31,1953,49.6167,12.35,"49.6167 12.35","1950-1960",102,7.89999982342124
1896,101.404466124796,189.471544928904,31,1954,49.6167,12.35,"49.6167 12.35","1950-1960",126,6.19304333983556
1632,94.3883134497919,177.977512077645,31,1955,49.6167,12.35,"49.6167 12.35","1950-1960",123,4.53717381162974
1644,91.5781296332761,227.293027142663,31,1956,49.6167,12.35,"49.6167 12.35","1950-1960",130,5.31326075080458
2496,117.116811450558,209.286252108997,31,1957,49.6167,12.35,"49.6167 12.35","1950-1960",121,6.76489115314072
1824,100.254224363355,298.424692945051,31,1958,49.6167,12.35,"49.6167 12.35","1950-1960",125,5.16130423246195
2328,111.551530116566,338.845143201531,31,1959,49.6167,12.35,"49.6167 12.35","1950-1960",103,8.43206502891996
2436,108.769184020403,291.884448443668,31,1960,49.6167,12.35,"49.6167 12.35","1950-1960",115,7.08478245033842
2928,133.446354191803,282.117732397104,32,1951,50.4833,8.26667,"50.4833 8.26667","1950-1960",126,7.18032592646373
2328,119.200066469804,455.969167705111,32,1952,50.4833,8.26667,"50.4833 8.26667","1950-1960",110,9.06630414517839
2604,120.175005472679,290.527397698609,32,1954,50.4833,8.26667,"50.4833 8.26667","1950-1960",132,7.98576069106955
1788,102.40073616692,271.390068696773,32,1955,50.4833,8.26667,"50.4833 8.26667","1950-1960",123,6.41086942192329
2148,103.273348679527,332.99048616983,32,1956,50.4833,8.26667,"50.4833 8.26667","1950-1960",129,7.58576070001025
2868,135.292986199288,299.93809295409,32,1957,50.4833,8.26667,"50.4833 8.26667","1950-1960",112,8.38597807342834
2124,112.958108616866,313.620057627116,32,1958,50.4833,8.26667,"50.4833 8.26667","1950-1960",131,6.28521725081879
2532,120.652000549982,435.625383084315,32,1959,50.4833,8.26667,"50.4833 8.26667","1950-1960",111,9.71152152206101
2700,125.252798633782,386.706690187085,32,1960,50.4833,8.26667,"50.4833 8.26667","1950-1960",119,8.8304345852331
2076,118.161813631626,240.703626789189,33,1951,47.8333,10.8,"47.8333 10.8","1950-1960",126,6.12152160230376
2124,107.154746224435,329.885554576787,33,1952,47.8333,10.8,"47.8333 10.8","1950-1960",105,7.49152157168187
2004,107.181809997603,353.91964260773,33,1953,47.8333,10.8,"47.8333 10.8","1950-1960",102,7.87445634573131
2064,113.575604114823,173.019642516711,33,1954,47.8333,10.8,"47.8333 10.8","1950-1960",130,5.95956508418464
1704,95.9406699549758,263.571827429266,33,1956,47.8333,10.8,"47.8333 10.8","1950-1960",127,5.99673899639722
2556,122.585753295474,198.040989684041,33,1957,47.8333,10.8,"47.8333 10.8","1950-1960",113,6.71152158911623
1800,100.735586680825,307.098950413956,33,1958,47.8333,10.8,"47.8333 10.8","1950-1960",126,5.044347713337
2244,116.178124228192,316.082911993521,33,1959,47.8333,10.8,"47.8333 10.8","1950-1960",98,8.15728242636618
2508,113.897328980093,281.594987405963,33,1960,47.8333,10.8,"47.8333 10.8","1950-1960",107,7.24423896851342
3012,131.396027728362,260.427348349074,34,1951,53.15,8.2,"53.15 8.2","1950-1960",126,7.09391288491695
2724,130.792455872439,393.655997609145,34,1952,53.15,8.2,"53.15 8.2","1950-1960",105,8.46565198469097
2664,125.844466596741,380.523833233225,34,1953,53.15,8.2,"53.15 8.2","1950-1960",101,8.83880415026341
2364,120.07577047638,293.31231065057,34,1954,53.15,8.2,"53.15 8.2","1950-1960",121,7.79347808667175
1932,109.044911949567,216.244295911532,34,1955,53.15,8.2,"53.15 8.2","1950-1960",122,6.01565203945274
2316,108.286193903123,267.342245111401,34,1956,53.15,8.2,"53.15 8.2","1950-1960",125,7.04206505998888
2268,117.077769928707,283.781661843903,34,1958,53.15,8.2,"53.15 8.2","1950-1960",131,6.2676085555602
2568,121.411641325741,424.941182970133,34,1959,53.15,8.2,"53.15 8.2","1950-1960",107,9.56532587315482
2676,127.711029714504,346.926965220041,34,1960,53.15,8.2,"53.15 8.2","1950-1960",121,8.50782589679179
2700,131.999698412752,208.318096620513,35,1951,50.2,6.41667,"50.2 6.41667","1950-1960",127,6.0540216038125
2472,119.350195372104,356.634461737019,35,1953,50.2,6.41667,"50.2 6.41667","1950-1960",112,8.4429345938944
2592,126.773261047255,230.284854430963,35,1954,50.2,6.41667,"50.2 6.41667","1950-1960",133,6.9402172361784
1908,107.679214056616,216.200057611113,35,1955,50.2,6.41667,"50.2 6.41667","1950-1960",124,5.52663031125279
2100,106.958389978848,266.166437640443,35,1956,50.2,6.41667,"50.2 6.41667","1950-1960",129,6.8610868031645
2916,131.576126422399,219.256069082818,35,1957,50.2,6.41667,"50.2 6.41667","1950-1960",119,7.5993476562283
2172,115.594957723663,237.160552050715,35,1958,50.2,6.41667,"50.2 6.41667","1950-1960",125,5.44076074795474
2676,123.414447755641,343.799383031672,35,1959,50.2,6.41667,"50.2 6.41667","1950-1960",120,8.73554328300626
2880,124.085110219636,321.897628370052,35,1960,50.2,6.41667,"50.2 6.41667","1950-1960",127,8.04597808102794
2880,135.166490505684,205.390029087689,36,1951,50.5667,6.26667,"50.5667 6.26667","1950-1960",132,5.99141290955974
2484,120.371472636639,373.779947591884,36,1952,50.5667,6.26667,"50.5667 6.26667","1950-1960",115,8.39402155150943
2676,127.180064828943,235.89907217525,36,1954,50.5667,6.26667,"50.5667 6.26667","1950-1960",137,6.94010854052866
2028,110.68141457127,209.52334306626,36,1955,50.5667,6.26667,"50.5667 6.26667","1950-1960",118,5.33239118515959
2256,114.587024215458,246.716358305682,36,1956,50.5667,6.26667,"50.5667 6.26667","1950-1960",125,6.48934768103873
3108,136.100494716886,210.898134705451,36,1957,50.5667,6.26667,"50.5667 6.26667","1950-1960",114,7.43228244257119
2304,117.98746650996,228.189686069652,36,1958,50.5667,6.26667,"50.5667 6.26667","1950-1960",128,5.25804336073444
2604,126.824425881867,335.400313982413,36,1959,50.5667,6.26667,"50.5667 6.26667","1950-1960",117,8.64836937191127
2868,128.615076217272,296.113821745314,36,1960,50.5667,6.26667,"50.5667 6.26667","1950-1960",114,7.7191302622466
2532,126.176622154331,271.015615889605,37,1951,49.45,10.3167,"49.45 10.3167","1950-1960",144,6.94043462747789
2076,109.126663499164,407.528748056269,37,1952,49.45,10.3167,"49.45 10.3167","1950-1960",108,8.37771720404777
2124,109.69951763242,424.388262030929,37,1953,49.45,10.3167,"49.45 10.3167","1950-1960",93,9.04239110223463
2124,114.17804094538,247.433085721092,37,1954,49.45,10.3167,"49.45 10.3167","1950-1960",117,7.24456505546265
1680,99.3131590622686,251.670087508978,37,1955,49.45,10.3167,"49.45 10.3167","1950-1960",120,5.84945639099359
2016,101.424995181207,278.221937989951,37,1956,49.45,10.3167,"49.45 10.3167","1950-1960",112,6.70173898063924
2616,126.280052979452,254.398343650721,37,1957,49.45,10.3167,"49.45 10.3167","1950-1960",105,7.68076069788683
2028,107.186146608297,322.156867324976,37,1958,49.45,10.3167,"49.45 10.3167","1950-1960",127,5.74119552384819
2496,117.863257428532,396.522691645775,37,1959,49.45,10.3167,"49.45 10.3167","1950-1960",102,9.16369544734935
2544,116.473842602391,367.209163362883,37,1960,49.45,10.3167,"49.45 10.3167","1950-1960",109,8.41793459445319
2904,127.733072364601,237.208002014627,38,1951,53.0333,9.83333,"53.0333 9.83333","1950-1960",145,6.64489115582293
2316,121.504223203829,400.382093451927,38,1952,53.0333,9.83333,"53.0333 9.83333","1950-1960",111,8.11119547087456
2604,127.088854723882,383.768080762664,38,1953,53.0333,9.83333,"53.0333 9.83333","1950-1960",120,8.72010850074256
1932,105.164780107997,201.384131618587,38,1955,53.0333,9.83333,"53.0333 9.83333","1950-1960",119,5.3757607494076
2268,105.173567414494,276.27101470132,38,1956,53.0333,9.83333,"53.0333 9.83333","1950-1960",118,6.74717376223239
3036,138.937135718216,252.835860360645,38,1957,53.0333,9.83333,"53.0333 9.83333","1950-1960",97,7.61597809063919
2028,112.551012442803,269.970973932112,38,1958,53.0333,9.83333,"53.0333 9.83333","1950-1960",127,5.84249986940995
2604,122.329282120992,423.034826852322,38,1959,53.0333,9.83333,"53.0333 9.83333","1950-1960",101,9.40684761582752
2568,121.202594728434,307.361848836055,38,1960,53.0333,9.83333,"53.0333 9.83333","1950-1960",110,7.77608678271265
1800,96.6895623228039,329.17914703895,39,1952,49.6333,12.2667,"49.6333 12.2667","1950-1960",107,6.99184766980698
1884,100.350090204533,357.377257602333,39,1953,49.6333,12.2667,"49.6333 12.2667","1950-1960",100,7.89999982342124
1896,101.404466124796,189.471544928904,39,1954,49.6333,12.2667,"49.6333 12.2667","1950-1960",124,6.19304333983556
1632,94.3883134497919,177.977512077645,39,1955,49.6333,12.2667,"49.6333 12.2667","1950-1960",124,4.53717381162974
1644,91.5781296332761,227.293027142663,39,1956,49.6333,12.2667,"49.6333 12.2667","1950-1960",128,5.31326075080458
2496,117.116811450558,209.286252108997,39,1957,49.6333,12.2667,"49.6333 12.2667","1950-1960",114,6.76489115314072
1824,100.254224363355,298.424692945051,39,1958,49.6333,12.2667,"49.6333 12.2667","1950-1960",127,5.16130423246195
2328,111.551530116566,338.845143201531,39,1959,49.6333,12.2667,"49.6333 12.2667","1950-1960",103,8.43206502891996
2436,108.769184020403,291.884448443668,39,1960,49.6333,12.2667,"49.6333 12.2667","1950-1960",113,7.08478245033842
1740,91.8591168514345,292.601810542164,40,1952,50.0167,11.95,"50.0167 11.95","1950-1960",114,6.52999985404313
2016,102.465699541894,332.940031667361,40,1953,50.0167,11.95,"50.0167 11.95","1950-1960",114,7.63097809030391
1872,99.0050243005251,174.359616459152,40,1954,50.0167,11.95,"50.0167 11.95","1950-1960",140,5.74402161074154
1500,91.5908401408707,158.067018231003,40,1955,50.0167,11.95,"50.0167 11.95","1950-1960",132,4.06913034383046
1536,87.8639212793926,203.523188067987,40,1956,50.0167,11.95,"50.0167 11.95","1950-1960",132,4.73913032885479
2412,114.161816156306,162.431986886378,40,1957,50.0167,11.95,"50.0167 11.95","1950-1960",132,6.09739116806051
1812,97.0049266938727,252.117948517237,40,1958,50.0167,11.95,"50.0167 11.95","1950-1960",135,4.42565207499201
2328,112.775681958824,288.824215844905,40,1959,50.0167,11.95,"50.0167 11.95","1950-1960",116,7.80597808639236
2388,103.968038719293,243.950653640013,40,1960,50.0167,11.95,"50.0167 11.95","1950-1960",132,6.39597811790831
3000,133.347529282147,585.088143246055,1,2000,49.2667,8.75,"49.2667 8.75","2000-2010",90,10.9083693213963
2364,122.302706854529,540.305579747157,1,2001,49.2667,8.75,"49.2667 8.75","2000-2010",89,10.2613041184681
3012,135.917777353943,491.128531865266,1,2002,49.2667,8.75,"49.2667 8.75","2000-2010",84,10.1736954247741
2520,117.545233225146,592.699781390721,1,2003,49.2667,8.75,"49.2667 8.75","2000-2010",95,10.7622823681399
1908,116.427698699767,448.144470159976,1,2004,49.2667,8.75,"49.2667 8.75","2000-2010",100,9.27456501008862
1572,102.866622823001,517.847827896091,1,2005,49.2667,8.75,"49.2667 8.75","2000-2010",105,9.73347804330937
1356,94.7991482594746,479.754824207293,1,2006,49.2667,8.75,"49.2667 8.75","2000-2010",111,8.95989110407865
3204,134.091486044944,685.344341120041,1,2007,49.2667,8.75,"49.2667 8.75","2000-2010",103,11.8798910388116
2880,133.564291864317,547.985364608172,1,2008,49.2667,8.75,"49.2667 8.75","2000-2010",102,10.152064990475
2316,116.616901251251,620.827273178805,1,2009,49.2667,8.75,"49.2667 8.75","2000-2010",102,11.0859780130786
1848,96.2790226673449,413.101857192703,1,2010,49.2667,8.75,"49.2667 8.75","2000-2010",103,8.94760849565754
2892,134.313814398016,561.617849113149,2,2000,49.4167,9.28333,"49.4167 9.28333","2000-2010",110,10.6190215017768
2400,121.585767445761,507.042365331501,2,2001,49.4167,9.28333,"49.4167 9.28333","2000-2010",114,9.89054325718999
3012,136.044519702569,448.993946087314,2,2002,49.4167,9.28333,"49.4167 9.28333","2000-2010",95,9.65554326244265
2496,115.784215157032,567.451493964056,2,2003,49.4167,9.28333,"49.4167 9.28333","2000-2010",108,10.374456289852
1992,113.755730346338,416.098670527551,2,2004,49.4167,9.28333,"49.4167 9.28333","2000-2010",103,8.85706501942047
1584,103.464260130703,464.470747276326,2,2005,49.4167,9.28333,"49.4167 9.28333","2000-2010",101,8.98999979905784
1416,93.3951646055702,420.479302482069,2,2006,49.4167,9.28333,"49.4167 9.28333","2000-2010",114,8.22206503361383
3276,136.335950219497,591.921929225706,2,2007,49.4167,9.28333,"49.4167 9.28333","2000-2010",99,10.997825841136
2724,131.129140738255,488.595457427047,2,2008,49.4167,9.28333,"49.4167 9.28333","2000-2010",106,9.56891282959639
2208,113.803524838562,544.571360674072,2,2009,49.4167,9.28333,"49.4167 9.28333","2000-2010",98,10.3533693338015
1836,97.3887501760659,367.41802963961,2,2010,49.4167,9.28333,"49.4167 9.28333","2000-2010",101,8.39358676891045
2760,125.432124834519,534.39740908815,3,2000,50.1667,11.0333,"50.1667 11.0333","2000-2010",108,10.1077171653793
2316,119.294072553332,455.280252504624,3,2001,50.1667,11.0333,"50.1667 11.0333","2000-2010",110,9.02989110251403
2940,132.968813623441,422.502297710411,3,2002,50.1667,11.0333,"50.1667 11.0333","2000-2010",103,9.16402153429859
2436,114.19758341275,505.352964213972,3,2003,50.1667,11.0333,"50.1667 11.0333","2000-2010",112,9.56532587315482
1848,110.612770886688,359.757702328149,3,2004,50.1667,11.0333,"50.1667 11.0333","2000-2010",114,8.19989112106597
1572,95.1893047581844,426.844169189481,3,2005,50.1667,11.0333,"50.1667 11.0333","2000-2010",113,8.5820650255672
1512,95.9802231581521,363.271263412873,3,2006,50.1667,11.0333,"50.1667 11.0333","2000-2010",115,7.36989113961792
3156,133.863688364302,513.792993336767,3,2007,50.1667,11.0333,"50.1667 11.0333","2000-2010",106,10.1645649901956
2628,127.28902712185,401.480652482549,3,2008,50.1667,11.0333,"50.1667 11.0333","2000-2010",116,8.50163024475636
2136,106.80832554256,478.020033269177,3,2009,50.1667,11.0333,"50.1667 11.0333","2000-2010",102,9.44456500628882
1860,94.6964526685359,275.334679256011,3,2010,50.1667,11.0333,"50.1667 11.0333","2000-2010",111,7.27195635919824
2676,118.819264848481,486.245811243625,4,2000,48.8333,12.9667,"48.8333 12.9667","2000-2010",108,9.42380413718764
1956,110.373366012698,445.51340220011,4,2001,48.8333,12.9667,"48.8333 12.9667","2000-2010",113,8.99315197290043
2976,130.356939432385,405.005928971949,4,2002,48.8333,12.9667,"48.8333 12.9667","2000-2010",97,8.83989110676086
1872,99.628858133046,481.315496495814,4,2003,48.8333,12.9667,"48.8333 12.9667","2000-2010",111,8.85065197608555
1608,99.6279417091195,325.952361188072,4,2004,48.8333,12.9667,"48.8333 12.9667","2000-2010",101,7.55554330938131
1440,81.7310816291812,372.535203451065,4,2005,48.8333,12.9667,"48.8333 12.9667","2000-2010",106,7.5895650477513
1440,84.7749744995544,336.219487166702,4,2006,48.8333,12.9667,"48.8333 12.9667","2000-2010",114,7.00663027817221
3132,126.781626429762,525.704712142559,4,2007,48.8333,12.9667,"48.8333 12.9667","2000-2010",100,10.3658693335222
2460,122.435680254751,410.477242964137,4,2008,48.8333,12.9667,"48.8333 12.9667","2000-2010",107,8.63021719840396
1848,101.449352320459,509.006515201101,4,2009,48.8333,12.9667,"48.8333 12.9667","2000-2010",101,9.67184760990431
1836,92.3298207188828,322.919614888503,4,2010,48.8333,12.9667,"48.8333 12.9667","2000-2010",107,7.71097808851577
2976,132.156213838472,559.983228259909,5,2000,49.9833,7.96667,"49.9833 7.96667","2000-2010",85,10.7464128032772
2592,123.946217780455,508.523177748456,5,2001,49.9833,7.96667,"49.9833 7.96667","2000-2010",96,9.90239108301213
3096,136.615396381544,457.158703906915,5,2002,49.9833,7.96667,"49.9833 7.96667","2000-2010",78,9.8256519542926
2484,119.071742575297,580.498436256485,5,2003,49.9833,7.96667,"49.9833 7.96667","2000-2010",89,10.7123910649072
2004,120.022898708191,435.452643254388,5,2004,49.9833,7.96667,"49.9833 7.96667","2000-2010",91,9.16554327339501
1668,107.829914241288,525.590273649915,5,2005,49.9833,7.96667,"49.9833 7.96667","2000-2010",94,10.0634780359333
1464,97.3035634347231,467.814585288412,5,2006,49.9833,7.96667,"49.9833 7.96667","2000-2010",104,8.88478241010529
3252,137.471368185619,676.621700729494,5,2007,49.9833,7.96667,"49.9833 7.96667","2000-2010",92,11.8989127775168
2892,134.765157267595,534.42096197861,5,2008,49.9833,7.96667,"49.9833 7.96667","2000-2010",88,10.0184780369391
2412,117.772897600959,610.682409979831,5,2009,49.9833,7.96667,"49.9833 7.96667","2000-2010",93,11.0983693171495
1812,94.8182336392888,399.564119906785,5,2010,49.9833,7.96667,"49.9833 7.96667","2000-2010",89,8.98847805996142
2784,125.02909496725,524.743782359733,6,2000,48.5833,12.1833,"48.5833 12.1833","2000-2010",100,9.99239108100048
2112,116.167045851326,483.590946505445,6,2001,48.5833,12.1833,"48.5833 12.1833","2000-2010",100,9.51923891766321
3072,135.662407736949,423.377866706609,6,2002,48.5833,12.1833,"48.5833 12.1833","2000-2010",98,9.16804327333913
2220,107.049380542451,545.766182491645,6,2003,48.5833,12.1833,"48.5833 12.1833","2000-2010",109,9.68771717476699
1680,103.729009102933,371.561684543316,6,2004,48.5833,12.1833,"48.5833 12.1833","2000-2010",102,8.07434764561122
1464,86.1492951965047,422.085809714876,6,2005,48.5833,12.1833,"48.5833 12.1833","2000-2010",104,8.17315199122886
1464,90.671556010653,407.780252757985,6,2006,48.5833,12.1833,"48.5833 12.1833","2000-2010",115,7.83641286832078
3252,128.140275428453,548.649991828847,6,2007,48.5833,12.1833,"48.5833 12.1833","2000-2010",98,10.5614128074123
2508,126.269715486956,435.808982119755,6,2008,48.5833,12.1833,"48.5833 12.1833","2000-2010",106,9.04413023263054
1872,103.975745378213,540.121075327656,6,2009,48.5833,12.1833,"48.5833 12.1833","2000-2010",108,10.0790215138467
1752,92.8415170490614,357.17199289722,6,2010,48.5833,12.1833,"48.5833 12.1833","2000-2010",105,8.06847808052502
2736,125.215074615016,502.18674568353,7,2000,49.1667,11.45,"49.1667 11.45","2000-2010",104,9.76217369484189
2088,115.033715709346,447.93928493254,7,2001,49.1667,11.45,"49.1667 11.45","2000-2010",102,9.01141284205748
3024,133.756456745487,400.410859312374,7,2002,49.1667,11.45,"49.1667 11.45","2000-2010",98,8.93434762638872
2052,104.46857314988,527.277545345245,7,2003,49.1667,11.45,"49.1667 11.45","2000-2010",108,9.56206500366249
1632,103.821746047106,354.844039195353,7,2004,49.1667,11.45,"49.1667 11.45","2000-2010",108,7.9307606922989
1608,90.488848918171,385.796293899297,7,2005,49.1667,11.45,"49.1667 11.45","2000-2010",106,7.86815199804614
1440,88.411256796697,359.368465466057,7,2006,49.1667,11.45,"49.1667 11.45","2000-2010",116,7.32728244491812
3120,128.097070439941,522.706835211209,7,2007,49.1667,11.45,"49.1667 11.45","2000-2010",100,10.2491302056967
2556,125.533123600425,403.715856040337,7,2008,49.1667,11.45,"49.1667 11.45","2000-2010",103,8.57684763437947
1992,104.996630104636,482.835649397388,7,2009,49.1667,11.45,"49.1667 11.45","2000-2010",101,9.50532587449593
1836,96.8761256901905,309.904259255174,7,2010,49.1667,11.45,"49.1667 11.45","2000-2010",101,7.51717374502155
2916,128.948446904344,586.506855488061,8,2000,51.5833,6.25,"51.5833 6.25","2000-2010",91,11.073478013358
2532,118.252026452689,496.941987113402,8,2001,51.5833,6.25,"51.5833 6.25","2000-2010",95,9.7715215207199
2988,136.271278434788,490.721670850517,8,2002,51.5833,6.25,"51.5833 6.25","2000-2010",82,10.3365215080912
2844,130.641337922412,575.929921855539,8,2003,51.5833,6.25,"51.5833 6.25","2000-2010",92,10.92380410366
2364,121.386613430325,486.616166795443,8,2004,51.5833,6.25,"51.5833 6.25","2000-2010",90,9.91967369132149
1920,108.309168451084,534.967124717758,8,2005,51.5833,6.25,"51.5833 6.25","2000-2010",92,10.300869334975
1488,99.9527146000707,496.323381857191,8,2006,51.5833,6.25,"51.5833 6.25","2000-2010",116,9.23782588047502
3228,137.652466722133,699.203399455927,8,2007,51.5833,6.25,"51.5833 6.25","2000-2010",86,12.186304075441
3168,141.10845173982,541.888493102174,8,2008,51.5833,6.25,"51.5833 6.25","2000-2010",80,10.3358693341927
2616,122.192545394721,599.476535631169,8,2009,51.5833,6.25,"51.5833 6.25","2000-2010",93,11.1923910541784
2616,119.046400492811,485.033254890123,9,2000,49.3167,12.75,"49.3167 12.75","2000-2010",107,9.32434761767154
2088,114.051544085576,410.211126162118,9,2001,49.3167,12.75,"49.3167 12.75","2000-2010",112,8.3714128563626
2928,129.519304667004,393.593850476,9,2002,49.3167,12.75,"49.3167 12.75","2000-2010",100,8.53293459188274
2100,107.35423736739,466.503108241164,9,2003,49.3167,12.75,"49.3167 12.75","2000-2010",107,8.72967371792006
1704,103.277274748981,316.135519598888,9,2004,49.3167,12.75,"49.3167 12.75","2000-2010",106,7.37521722645539
1704,90.1052039607723,371.101525860217,9,2005,49.3167,12.75,"49.3167 12.75","2000-2010",105,7.52173896231081
1584,89.3103310809795,332.658512360876,9,2006,49.3167,12.75,"49.3167 12.75","2000-2010",113,7.00673897382196
2952,127.842228390996,496.834433537877,9,2007,49.3167,12.75,"49.3167 12.75","2000-2010",98,10.005760645919
