"chillutah","chillports","gdd","siteslist","year","lat","long","lat.long","cc","lo"
2664,124.811603407666,372.39868646943,29,1953,53.3333,8.48333,"53.3333 8.48333","1950-1960",108
2352,120.5382616992,287.241350703016,29,1954,53.3333,8.48333,"53.3333 8.48333","1950-1960",125
1944,107.437033538445,206.932596527946,29,1955,53.3333,8.48333,"53.3333 8.48333","1950-1960",127
2292,107.11509645239,252.316865912255,29,1956,53.3333,8.48333,"53.3333 8.48333","1950-1960",124
3180,141.94950898044,267.724304194701,29,1957,53.3333,8.48333,"53.3333 8.48333","1950-1960",94
2292,115.091856340104,266.372279334565,29,1958,53.3333,8.48333,"53.3333 8.48333","1950-1960",121
2604,120.703516950931,406.841465547563,29,1959,53.3333,8.48333,"53.3333 8.48333","1950-1960",100
2736,129.524162027573,322.008364409386,29,1960,53.3333,8.48333,"53.3333 8.48333","1950-1960",108
1836,109.87948667903,159.440091707461,30,1951,47.5667,10.75,"47.5667 10.75","1950-1960",124
1800,90.4356607433298,207.073520211225,30,1952,47.5667,10.75,"47.5667 10.75","1950-1960",122
1992,104.85342919415,257.402953605642,30,1953,47.5667,10.75,"47.5667 10.75","1950-1960",118
2028,108.339409601622,102.967514772863,30,1954,47.5667,10.75,"47.5667 10.75","1950-1960",138
1956,104.98497960767,150.586234560248,30,1955,47.5667,10.75,"47.5667 10.75","1950-1960",127
1452,89.2525100372254,187.306044088578,30,1956,47.5667,10.75,"47.5667 10.75","1950-1960",132
2664,123.70270988732,110.988856598441,30,1957,47.5667,10.75,"47.5667 10.75","1950-1960",130
1524,97.5277204561097,240.919126506044,30,1958,47.5667,10.75,"47.5667 10.75","1950-1960",132
2220,118.834340113832,206.001085410304,30,1959,47.5667,10.75,"47.5667 10.75","1950-1960",116
2256,108.503718654392,177.395669187542,30,1960,47.5667,10.75,"47.5667 10.75","1950-1960",124
1836,101.777124701585,233.982111708323,31,1951,49.6167,12.35,"49.6167 12.35","1950-1960",125
1800,96.6895623228039,329.17914703895,31,1952,49.6167,12.35,"49.6167 12.35","1950-1960",116
1884,100.350090204533,357.377257602333,31,1953,49.6167,12.35,"49.6167 12.35","1950-1960",102
1896,101.404466124796,189.471544928904,31,1954,49.6167,12.35,"49.6167 12.35","1950-1960",126
1632,94.3883134497919,177.977512077645,31,1955,49.6167,12.35,"49.6167 12.35","1950-1960",123
1644,91.5781296332761,227.293027142663,31,1956,49.6167,12.35,"49.6167 12.35","1950-1960",130
2496,117.116811450558,209.286252108997,31,1957,49.6167,12.35,"49.6167 12.35","1950-1960",121
1824,100.254224363355,298.424692945051,31,1958,49.6167,12.35,"49.6167 12.35","1950-1960",125
2328,111.551530116566,338.845143201531,31,1959,49.6167,12.35,"49.6167 12.35","1950-1960",103
2436,108.769184020403,291.884448443668,31,1960,49.6167,12.35,"49.6167 12.35","1950-1960",115
2928,133.446354191803,282.117732397104,32,1951,50.4833,8.26667,"50.4833 8.26667","1950-1960",126
2328,119.200066469804,455.969167705111,32,1952,50.4833,8.26667,"50.4833 8.26667","1950-1960",110
2604,120.175005472679,290.527397698609,32,1954,50.4833,8.26667,"50.4833 8.26667","1950-1960",132
1788,102.40073616692,271.390068696773,32,1955,50.4833,8.26667,"50.4833 8.26667","1950-1960",123
2148,103.273348679527,332.99048616983,32,1956,50.4833,8.26667,"50.4833 8.26667","1950-1960",129
2868,135.292986199288,299.93809295409,32,1957,50.4833,8.26667,"50.4833 8.26667","1950-1960",112
2124,112.958108616866,313.620057627116,32,1958,50.4833,8.26667,"50.4833 8.26667","1950-1960",131
2532,120.652000549982,435.625383084315,32,1959,50.4833,8.26667,"50.4833 8.26667","1950-1960",111
2700,125.252798633782,386.706690187085,32,1960,50.4833,8.26667,"50.4833 8.26667","1950-1960",119
2076,118.161813631626,240.703626789189,33,1951,47.8333,10.8,"47.8333 10.8","1950-1960",126
2124,107.154746224435,329.885554576787,33,1952,47.8333,10.8,"47.8333 10.8","1950-1960",105
2004,107.181809997603,353.91964260773,33,1953,47.8333,10.8,"47.8333 10.8","1950-1960",102
2064,113.575604114823,173.019642516711,33,1954,47.8333,10.8,"47.8333 10.8","1950-1960",130
1704,95.9406699549758,263.571827429266,33,1956,47.8333,10.8,"47.8333 10.8","1950-1960",127
2556,122.585753295474,198.040989684041,33,1957,47.8333,10.8,"47.8333 10.8","1950-1960",113
1800,100.735586680825,307.098950413956,33,1958,47.8333,10.8,"47.8333 10.8","1950-1960",126
2244,116.178124228192,316.082911993521,33,1959,47.8333,10.8,"47.8333 10.8","1950-1960",98
2508,113.897328980093,281.594987405963,33,1960,47.8333,10.8,"47.8333 10.8","1950-1960",107
3012,131.396027728362,260.427348349074,34,1951,53.15,8.2,"53.15 8.2","1950-1960",126
2724,130.792455872439,393.655997609145,34,1952,53.15,8.2,"53.15 8.2","1950-1960",105
2664,125.844466596741,380.523833233225,34,1953,53.15,8.2,"53.15 8.2","1950-1960",101
2364,120.07577047638,293.31231065057,34,1954,53.15,8.2,"53.15 8.2","1950-1960",121
1932,109.044911949567,216.244295911532,34,1955,53.15,8.2,"53.15 8.2","1950-1960",122
2316,108.286193903123,267.342245111401,34,1956,53.15,8.2,"53.15 8.2","1950-1960",125
2268,117.077769928707,283.781661843903,34,1958,53.15,8.2,"53.15 8.2","1950-1960",131
2568,121.411641325741,424.941182970133,34,1959,53.15,8.2,"53.15 8.2","1950-1960",107
2676,127.711029714504,346.926965220041,34,1960,53.15,8.2,"53.15 8.2","1950-1960",121
2700,131.999698412752,208.318096620513,35,1951,50.2,6.41667,"50.2 6.41667","1950-1960",127
2472,119.350195372104,356.634461737019,35,1953,50.2,6.41667,"50.2 6.41667","1950-1960",112
2592,126.773261047255,230.284854430963,35,1954,50.2,6.41667,"50.2 6.41667","1950-1960",133
1908,107.679214056616,216.200057611113,35,1955,50.2,6.41667,"50.2 6.41667","1950-1960",124
2100,106.958389978848,266.166437640443,35,1956,50.2,6.41667,"50.2 6.41667","1950-1960",129
2916,131.576126422399,219.256069082818,35,1957,50.2,6.41667,"50.2 6.41667","1950-1960",119
2172,115.594957723663,237.160552050715,35,1958,50.2,6.41667,"50.2 6.41667","1950-1960",125
2676,123.414447755641,343.799383031672,35,1959,50.2,6.41667,"50.2 6.41667","1950-1960",120
2880,124.085110219636,321.897628370052,35,1960,50.2,6.41667,"50.2 6.41667","1950-1960",127
2880,135.166490505684,205.390029087689,36,1951,50.5667,6.26667,"50.5667 6.26667","1950-1960",132
2484,120.371472636639,373.779947591884,36,1952,50.5667,6.26667,"50.5667 6.26667","1950-1960",115
2676,127.180064828943,235.89907217525,36,1954,50.5667,6.26667,"50.5667 6.26667","1950-1960",137
2028,110.68141457127,209.52334306626,36,1955,50.5667,6.26667,"50.5667 6.26667","1950-1960",118
2256,114.587024215458,246.716358305682,36,1956,50.5667,6.26667,"50.5667 6.26667","1950-1960",125
3108,136.100494716886,210.898134705451,36,1957,50.5667,6.26667,"50.5667 6.26667","1950-1960",114
2304,117.98746650996,228.189686069652,36,1958,50.5667,6.26667,"50.5667 6.26667","1950-1960",128
2604,126.824425881867,335.400313982413,36,1959,50.5667,6.26667,"50.5667 6.26667","1950-1960",117
2868,128.615076217272,296.113821745314,36,1960,50.5667,6.26667,"50.5667 6.26667","1950-1960",114
2532,126.176622154331,271.015615889605,37,1951,49.45,10.3167,"49.45 10.3167","1950-1960",144
2076,109.126663499164,407.528748056269,37,1952,49.45,10.3167,"49.45 10.3167","1950-1960",108
2124,109.69951763242,424.388262030929,37,1953,49.45,10.3167,"49.45 10.3167","1950-1960",93
2124,114.17804094538,247.433085721092,37,1954,49.45,10.3167,"49.45 10.3167","1950-1960",117
1680,99.3131590622686,251.670087508978,37,1955,49.45,10.3167,"49.45 10.3167","1950-1960",120
2016,101.424995181207,278.221937989951,37,1956,49.45,10.3167,"49.45 10.3167","1950-1960",112
2616,126.280052979452,254.398343650721,37,1957,49.45,10.3167,"49.45 10.3167","1950-1960",105
2028,107.186146608297,322.156867324976,37,1958,49.45,10.3167,"49.45 10.3167","1950-1960",127
2496,117.863257428532,396.522691645775,37,1959,49.45,10.3167,"49.45 10.3167","1950-1960",102
2544,116.473842602391,367.209163362883,37,1960,49.45,10.3167,"49.45 10.3167","1950-1960",109
2904,127.733072364601,237.208002014627,38,1951,53.0333,9.83333,"53.0333 9.83333","1950-1960",145
2316,121.504223203829,400.382093451927,38,1952,53.0333,9.83333,"53.0333 9.83333","1950-1960",111
2604,127.088854723882,383.768080762664,38,1953,53.0333,9.83333,"53.0333 9.83333","1950-1960",120
1932,105.164780107997,201.384131618587,38,1955,53.0333,9.83333,"53.0333 9.83333","1950-1960",119
2268,105.173567414494,276.27101470132,38,1956,53.0333,9.83333,"53.0333 9.83333","1950-1960",118
3036,138.937135718216,252.835860360645,38,1957,53.0333,9.83333,"53.0333 9.83333","1950-1960",97
2028,112.551012442803,269.970973932112,38,1958,53.0333,9.83333,"53.0333 9.83333","1950-1960",127
2604,122.329282120992,423.034826852322,38,1959,53.0333,9.83333,"53.0333 9.83333","1950-1960",101
2568,121.202594728434,307.361848836055,38,1960,53.0333,9.83333,"53.0333 9.83333","1950-1960",110
1800,96.6895623228039,329.17914703895,39,1952,49.6333,12.2667,"49.6333 12.2667","1950-1960",107
1884,100.350090204533,357.377257602333,39,1953,49.6333,12.2667,"49.6333 12.2667","1950-1960",100
1896,101.404466124796,189.471544928904,39,1954,49.6333,12.2667,"49.6333 12.2667","1950-1960",124
1632,94.3883134497919,177.977512077645,39,1955,49.6333,12.2667,"49.6333 12.2667","1950-1960",124
1644,91.5781296332761,227.293027142663,39,1956,49.6333,12.2667,"49.6333 12.2667","1950-1960",128
2496,117.116811450558,209.286252108997,39,1957,49.6333,12.2667,"49.6333 12.2667","1950-1960",114
1824,100.254224363355,298.424692945051,39,1958,49.6333,12.2667,"49.6333 12.2667","1950-1960",127
2328,111.551530116566,338.845143201531,39,1959,49.6333,12.2667,"49.6333 12.2667","1950-1960",103
2436,108.769184020403,291.884448443668,39,1960,49.6333,12.2667,"49.6333 12.2667","1950-1960",113
1740,91.8591168514345,292.601810542164,40,1952,50.0167,11.95,"50.0167 11.95","1950-1960",114
2016,102.465699541894,332.940031667361,40,1953,50.0167,11.95,"50.0167 11.95","1950-1960",114
1872,99.0050243005251,174.359616459152,40,1954,50.0167,11.95,"50.0167 11.95","1950-1960",140
1500,91.5908401408707,158.067018231003,40,1955,50.0167,11.95,"50.0167 11.95","1950-1960",132
1536,87.8639212793926,203.523188067987,40,1956,50.0167,11.95,"50.0167 11.95","1950-1960",132
2412,114.161816156306,162.431986886378,40,1957,50.0167,11.95,"50.0167 11.95","1950-1960",132
1812,97.0049266938727,252.117948517237,40,1958,50.0167,11.95,"50.0167 11.95","1950-1960",135
2328,112.775681958824,288.824215844905,40,1959,50.0167,11.95,"50.0167 11.95","1950-1960",116
2388,103.968038719293,243.950653640013,40,1960,50.0167,11.95,"50.0167 11.95","1950-1960",132
3000,133.347529282147,585.088143246055,1,2000,49.2667,8.75,"49.2667 8.75","2000-2010",90
2364,122.302706854529,540.305579747157,1,2001,49.2667,8.75,"49.2667 8.75","2000-2010",89
3012,135.917777353943,491.128531865266,1,2002,49.2667,8.75,"49.2667 8.75","2000-2010",84
2520,117.545233225146,592.699781390721,1,2003,49.2667,8.75,"49.2667 8.75","2000-2010",95
1908,116.427698699767,448.144470159976,1,2004,49.2667,8.75,"49.2667 8.75","2000-2010",100
1572,102.866622823001,517.847827896091,1,2005,49.2667,8.75,"49.2667 8.75","2000-2010",105
1356,94.7991482594746,479.754824207293,1,2006,49.2667,8.75,"49.2667 8.75","2000-2010",111
3204,134.091486044944,685.344341120041,1,2007,49.2667,8.75,"49.2667 8.75","2000-2010",103
2880,133.564291864317,547.985364608172,1,2008,49.2667,8.75,"49.2667 8.75","2000-2010",102
2316,116.616901251251,620.827273178805,1,2009,49.2667,8.75,"49.2667 8.75","2000-2010",102
1848,96.2790226673449,413.101857192703,1,2010,49.2667,8.75,"49.2667 8.75","2000-2010",103
2892,134.313814398016,561.617849113149,2,2000,49.4167,9.28333,"49.4167 9.28333","2000-2010",110
2400,121.585767445761,507.042365331501,2,2001,49.4167,9.28333,"49.4167 9.28333","2000-2010",114
3012,136.044519702569,448.993946087314,2,2002,49.4167,9.28333,"49.4167 9.28333","2000-2010",95
2496,115.784215157032,567.451493964056,2,2003,49.4167,9.28333,"49.4167 9.28333","2000-2010",108
1992,113.755730346338,416.098670527551,2,2004,49.4167,9.28333,"49.4167 9.28333","2000-2010",103
1584,103.464260130703,464.470747276326,2,2005,49.4167,9.28333,"49.4167 9.28333","2000-2010",101
1416,93.3951646055702,420.479302482069,2,2006,49.4167,9.28333,"49.4167 9.28333","2000-2010",114
3276,136.335950219497,591.921929225706,2,2007,49.4167,9.28333,"49.4167 9.28333","2000-2010",99
2724,131.129140738255,488.595457427047,2,2008,49.4167,9.28333,"49.4167 9.28333","2000-2010",106
2208,113.803524838562,544.571360674072,2,2009,49.4167,9.28333,"49.4167 9.28333","2000-2010",98
1836,97.3887501760659,367.41802963961,2,2010,49.4167,9.28333,"49.4167 9.28333","2000-2010",101
2760,125.432124834519,534.39740908815,3,2000,50.1667,11.0333,"50.1667 11.0333","2000-2010",108
2316,119.294072553332,455.280252504624,3,2001,50.1667,11.0333,"50.1667 11.0333","2000-2010",110
2940,132.968813623441,422.502297710411,3,2002,50.1667,11.0333,"50.1667 11.0333","2000-2010",103
2436,114.19758341275,505.352964213972,3,2003,50.1667,11.0333,"50.1667 11.0333","2000-2010",112
1848,110.612770886688,359.757702328149,3,2004,50.1667,11.0333,"50.1667 11.0333","2000-2010",114
1572,95.1893047581844,426.844169189481,3,2005,50.1667,11.0333,"50.1667 11.0333","2000-2010",113
1512,95.9802231581521,363.271263412873,3,2006,50.1667,11.0333,"50.1667 11.0333","2000-2010",115
3156,133.863688364302,513.792993336767,3,2007,50.1667,11.0333,"50.1667 11.0333","2000-2010",106
2628,127.28902712185,401.480652482549,3,2008,50.1667,11.0333,"50.1667 11.0333","2000-2010",116
2136,106.80832554256,478.020033269177,3,2009,50.1667,11.0333,"50.1667 11.0333","2000-2010",102
1860,94.6964526685359,275.334679256011,3,2010,50.1667,11.0333,"50.1667 11.0333","2000-2010",111
2676,118.819264848481,486.245811243625,4,2000,48.8333,12.9667,"48.8333 12.9667","2000-2010",108
1956,110.373366012698,445.51340220011,4,2001,48.8333,12.9667,"48.8333 12.9667","2000-2010",113
2976,130.356939432385,405.005928971949,4,2002,48.8333,12.9667,"48.8333 12.9667","2000-2010",97
1872,99.628858133046,481.315496495814,4,2003,48.8333,12.9667,"48.8333 12.9667","2000-2010",111
1608,99.6279417091195,325.952361188072,4,2004,48.8333,12.9667,"48.8333 12.9667","2000-2010",101
1440,81.7310816291812,372.535203451065,4,2005,48.8333,12.9667,"48.8333 12.9667","2000-2010",106
1440,84.7749744995544,336.219487166702,4,2006,48.8333,12.9667,"48.8333 12.9667","2000-2010",114
3132,126.781626429762,525.704712142559,4,2007,48.8333,12.9667,"48.8333 12.9667","2000-2010",100
2460,122.435680254751,410.477242964137,4,2008,48.8333,12.9667,"48.8333 12.9667","2000-2010",107
1848,101.449352320459,509.006515201101,4,2009,48.8333,12.9667,"48.8333 12.9667","2000-2010",101
1836,92.3298207188828,322.919614888503,4,2010,48.8333,12.9667,"48.8333 12.9667","2000-2010",107
2976,132.156213838472,559.983228259909,5,2000,49.9833,7.96667,"49.9833 7.96667","2000-2010",85
2592,123.946217780455,508.523177748456,5,2001,49.9833,7.96667,"49.9833 7.96667","2000-2010",96
3096,136.615396381544,457.158703906915,5,2002,49.9833,7.96667,"49.9833 7.96667","2000-2010",78
2484,119.071742575297,580.498436256485,5,2003,49.9833,7.96667,"49.9833 7.96667","2000-2010",89
2004,120.022898708191,435.452643254388,5,2004,49.9833,7.96667,"49.9833 7.96667","2000-2010",91
1668,107.829914241288,525.590273649915,5,2005,49.9833,7.96667,"49.9833 7.96667","2000-2010",94
1464,97.3035634347231,467.814585288412,5,2006,49.9833,7.96667,"49.9833 7.96667","2000-2010",104
3252,137.471368185619,676.621700729494,5,2007,49.9833,7.96667,"49.9833 7.96667","2000-2010",92
2892,134.765157267595,534.42096197861,5,2008,49.9833,7.96667,"49.9833 7.96667","2000-2010",88
2412,117.772897600959,610.682409979831,5,2009,49.9833,7.96667,"49.9833 7.96667","2000-2010",93
1812,94.8182336392888,399.564119906785,5,2010,49.9833,7.96667,"49.9833 7.96667","2000-2010",89
2784,125.02909496725,524.743782359733,6,2000,48.5833,12.1833,"48.5833 12.1833","2000-2010",100
2112,116.167045851326,483.590946505445,6,2001,48.5833,12.1833,"48.5833 12.1833","2000-2010",100
3072,135.662407736949,423.377866706609,6,2002,48.5833,12.1833,"48.5833 12.1833","2000-2010",98
2220,107.049380542451,545.766182491645,6,2003,48.5833,12.1833,"48.5833 12.1833","2000-2010",109
1680,103.729009102933,371.561684543316,6,2004,48.5833,12.1833,"48.5833 12.1833","2000-2010",102
1464,86.1492951965047,422.085809714876,6,2005,48.5833,12.1833,"48.5833 12.1833","2000-2010",104
1464,90.671556010653,407.780252757985,6,2006,48.5833,12.1833,"48.5833 12.1833","2000-2010",115
3252,128.140275428453,548.649991828847,6,2007,48.5833,12.1833,"48.5833 12.1833","2000-2010",98
2508,126.269715486956,435.808982119755,6,2008,48.5833,12.1833,"48.5833 12.1833","2000-2010",106
1872,103.975745378213,540.121075327656,6,2009,48.5833,12.1833,"48.5833 12.1833","2000-2010",108
1752,92.8415170490614,357.17199289722,6,2010,48.5833,12.1833,"48.5833 12.1833","2000-2010",105
2736,125.215074615016,502.18674568353,7,2000,49.1667,11.45,"49.1667 11.45","2000-2010",104
2088,115.033715709346,447.93928493254,7,2001,49.1667,11.45,"49.1667 11.45","2000-2010",102
3024,133.756456745487,400.410859312374,7,2002,49.1667,11.45,"49.1667 11.45","2000-2010",98
2052,104.46857314988,527.277545345245,7,2003,49.1667,11.45,"49.1667 11.45","2000-2010",108
1632,103.821746047106,354.844039195353,7,2004,49.1667,11.45,"49.1667 11.45","2000-2010",108
1608,90.488848918171,385.796293899297,7,2005,49.1667,11.45,"49.1667 11.45","2000-2010",106
1440,88.411256796697,359.368465466057,7,2006,49.1667,11.45,"49.1667 11.45","2000-2010",116
3120,128.097070439941,522.706835211209,7,2007,49.1667,11.45,"49.1667 11.45","2000-2010",100
2556,125.533123600425,403.715856040337,7,2008,49.1667,11.45,"49.1667 11.45","2000-2010",103
1992,104.996630104636,482.835649397388,7,2009,49.1667,11.45,"49.1667 11.45","2000-2010",101
1836,96.8761256901905,309.904259255174,7,2010,49.1667,11.45,"49.1667 11.45","2000-2010",101
2916,128.948446904344,586.506855488061,8,2000,51.5833,6.25,"51.5833 6.25","2000-2010",91
2532,118.252026452689,496.941987113402,8,2001,51.5833,6.25,"51.5833 6.25","2000-2010",95
2988,136.271278434788,490.721670850517,8,2002,51.5833,6.25,"51.5833 6.25","2000-2010",82
2844,130.641337922412,575.929921855539,8,2003,51.5833,6.25,"51.5833 6.25","2000-2010",92
2364,121.386613430325,486.616166795443,8,2004,51.5833,6.25,"51.5833 6.25","2000-2010",90
1920,108.309168451084,534.967124717758,8,2005,51.5833,6.25,"51.5833 6.25","2000-2010",92
1488,99.9527146000707,496.323381857191,8,2006,51.5833,6.25,"51.5833 6.25","2000-2010",116
3228,137.652466722133,699.203399455927,8,2007,51.5833,6.25,"51.5833 6.25","2000-2010",86
3168,141.10845173982,541.888493102174,8,2008,51.5833,6.25,"51.5833 6.25","2000-2010",80
2616,122.192545394721,599.476535631169,8,2009,51.5833,6.25,"51.5833 6.25","2000-2010",93
2616,119.046400492811,485.033254890123,9,2000,49.3167,12.75,"49.3167 12.75","2000-2010",107
2088,114.051544085576,410.211126162118,9,2001,49.3167,12.75,"49.3167 12.75","2000-2010",112
2928,129.519304667004,393.593850476,9,2002,49.3167,12.75,"49.3167 12.75","2000-2010",100
2100,107.35423736739,466.503108241164,9,2003,49.3167,12.75,"49.3167 12.75","2000-2010",107
1704,103.277274748981,316.135519598888,9,2004,49.3167,12.75,"49.3167 12.75","2000-2010",106
1704,90.1052039607723,371.101525860217,9,2005,49.3167,12.75,"49.3167 12.75","2000-2010",105
1584,89.3103310809795,332.658512360876,9,2006,49.3167,12.75,"49.3167 12.75","2000-2010",113
2952,127.842228390996,496.834433537877,9,2007,49.3167,12.75,"49.3167 12.75","2000-2010",98
2508,123.986457097213,367.605165286898,9,2008,49.3167,12.75,"49.3167 12.75","2000-2010",107
1920,101.953431627236,468.814889595061,9,2009,49.3167,12.75,"49.3167 12.75","2000-2010",98
1896,93.3152823254496,276.179235951341,9,2010,49.3167,12.75,"49.3167 12.75","2000-2010",102
2928,131.151268320709,557.547797193466,10,2000,49.7167,10.2167,"49.7167 10.2167","2000-2010",111
2268,116.75445143548,486.289412126807,10,2001,49.7167,10.2167,"49.7167 10.2167","2000-2010",114
3000,135.706824295765,432.937108829768,10,2002,49.7167,10.2167,"49.7167 10.2167","2000-2010",94
2496,114.378955276391,569.465703956781,10,2003,49.7167,10.2167,"49.7167 10.2167","2000-2010",117
1908,114.071717436051,389.305742301295,10,2004,49.7167,10.2167,"49.7167 10.2167","2000-2010",106
1596,100.503825327733,480.309450641331,10,2005,49.7167,10.2167,"49.7167 10.2167","2000-2010",107
1428,97.1904803584932,440.668323319045,10,2006,49.7167,10.2167,"49.7167 10.2167","2000-2010",113
3264,136.128178337325,595.860596223308,10,2007,49.7167,10.2167,"49.7167 10.2167","2000-2010",97
2784,132.652343252427,492.260697360517,10,2008,49.7167,10.2167,"49.7167 10.2167","2000-2010",106
2232,112.96198238081,560.799722550742,10,2009,49.7167,10.2167,"49.7167 10.2167","2000-2010",98
1788,97.757036048304,381.415730112997,10,2010,49.7167,10.2167,"49.7167 10.2167","2000-2010",101
2784,129.183509189129,537.640692757916,11,2000,49.5,10.8,"49.5 10.8","2000-2010",101
2256,116.580441548498,472.688353036869,11,2001,49.5,10.8,"49.5 10.8","2000-2010",103
3024,135.359738282801,410.191783404723,11,2002,49.5,10.8,"49.5 10.8","2000-2010",86
2316,111.832952349712,530.397741229905,11,2003,49.5,10.8,"49.5 10.8","2000-2010",103
1788,110.338461770145,381.211313729616,11,2004,49.5,10.8,"49.5 10.8","2000-2010",92
1608,95.2807310732852,443.794145665895,11,2005,49.5,10.8,"49.5 10.8","2000-2010",104
1368,92.1051315624323,411.242286102166,11,2006,49.5,10.8,"49.5 10.8","2000-2010",109
3216,133.598866436208,579.064430423959,11,2007,49.5,10.8,"49.5 10.8","2000-2010",97
2724,129.252448039188,450.641394044558,11,2008,49.5,10.8,"49.5 10.8","2000-2010",102
2100,108.514112560173,512.742979583722,11,2009,49.5,10.8,"49.5 10.8","2000-2010",101
1884,96.8985268370457,344.09232339201,11,2010,49.5,10.8,"49.5 10.8","2000-2010",106
2916,128.005532654965,572.54810766317,12,2000,49.8833,10.0333,"49.8833 10.0333","2000-2010",102
2316,119.479425440681,504.989258017351,12,2001,49.8833,10.0333,"49.8833 10.0333","2000-2010",109
3120,136.337441250788,441.088908598892,12,2002,49.8833,10.0333,"49.8833 10.0333","2000-2010",94
2484,115.703138886714,564.077113091923,12,2003,49.8833,10.0333,"49.8833 10.0333","2000-2010",104
2004,115.090736199527,395.360723035813,12,2004,49.8833,10.0333,"49.8833 10.0333","2000-2010",105
1692,101.813117395461,462.18966559844,12,2005,49.8833,10.0333,"49.8833 10.0333","2000-2010",106
1488,97.8164310399515,424.610052697964,12,2006,49.8833,10.0333,"49.8833 10.0333","2000-2010",114
3312,137.731067544614,596.525161837148,12,2007,49.8833,10.0333,"49.8833 10.0333","2000-2010",103
2772,134.675829431772,483.788176761177,12,2008,49.8833,10.0333,"49.8833 10.0333","2000-2010",111
2232,113.12708119895,557.069303945374,12,2009,49.8833,10.0333,"49.8833 10.0333","2000-2010",99
1824,96.8761879958724,363.271849850498,12,2010,49.8833,10.0333,"49.8833 10.0333","2000-2010",96
2784,129.183509189129,537.640692757916,13,2000,49.3333,10.8,"49.3333 10.8","2000-2010",108
2256,116.580441548498,472.688353036869,13,2001,49.3333,10.8,"49.3333 10.8","2000-2010",115
3024,135.359738282801,410.191783404723,13,2002,49.3333,10.8,"49.3333 10.8","2000-2010",96
2316,111.832952349712,530.397741229905,13,2003,49.3333,10.8,"49.3333 10.8","2000-2010",107
1788,110.338461770145,381.211313729616,13,2004,49.3333,10.8,"49.3333 10.8","2000-2010",108
1608,95.2807310732852,443.794145665895,13,2005,49.3333,10.8,"49.3333 10.8","2000-2010",104
1368,92.1051315624323,411.242286102166,13,2006,49.3333,10.8,"49.3333 10.8","2000-2010",113
3216,133.598866436208,579.064430423959,13,2007,49.3333,10.8,"49.3333 10.8","2000-2010",96
2724,129.252448039188,450.641394044558,13,2008,49.3333,10.8,"49.3333 10.8","2000-2010",111
2100,108.514112560173,512.742979583722,13,2009,49.3333,10.8,"49.3333 10.8","2000-2010",101
1884,96.8985268370457,344.09232339201,13,2010,49.3333,10.8,"49.3333 10.8","2000-2010",109
2916,128.77048364471,479.857073250689,14,2000,48.4833,10.6667,"48.4833 10.6667","2000-2010",118
2208,118.121355897145,458.633337967148,14,2001,48.4833,10.6667,"48.4833 10.6667","2000-2010",115
3156,137.276536197125,367.204055741408,14,2002,48.4833,10.6667,"48.4833 10.6667","2000-2010",108
2184,111.307775344842,487.977459350655,14,2003,48.4833,10.6667,"48.4833 10.6667","2000-2010",116
1776,105.648378759452,336.511361129789,14,2004,48.4833,10.6667,"48.4833 10.6667","2000-2010",113
1560,93.6556375725365,420.540411407804,14,2005,48.4833,10.6667,"48.4833 10.6667","2000-2010",117
1500,91.8852952846119,384.531419587671,14,2006,48.4833,10.6667,"48.4833 10.6667","2000-2010",118
3108,130.779103233792,510.540997639829,14,2007,48.4833,10.6667,"48.4833 10.6667","2000-2010",104
2460,123.54759013954,399.705160305999,14,2008,48.4833,10.6667,"48.4833 10.6667","2000-2010",113
1956,104.112357822242,475.924453514363,14,2009,48.4833,10.6667,"48.4833 10.6667","2000-2010",103
1908,105.580682920694,309.281298729101,14,2010,48.4833,10.6667,"48.4833 10.6667","2000-2010",110
2592,117.911413788579,447.728761298573,15,2000,49.3833,12.7167,"49.3833 12.7167","2000-2010",108
2004,112.668324248504,376.460638682748,15,2001,49.3833,12.7167,"49.3833 12.7167","2000-2010",113
2928,129.627320400651,348.65530522334,15,2002,49.3833,12.7167,"49.3833 12.7167","2000-2010",103
1908,103.962118139828,432.955100616727,15,2003,49.3833,12.7167,"49.3833 12.7167","2000-2010",110
1620,101.704065502157,276.394454098023,15,2004,49.3833,12.7167,"49.3833 12.7167","2000-2010",110
1620,87.7307626454846,345.890903126213,15,2005,49.3833,12.7167,"49.3833 12.7167","2000-2010",108
1572,87.9675767255923,302.228810528344,15,2006,49.3833,12.7167,"49.3833 12.7167","2000-2010",115
2976,125.022816630777,448.725089658434,15,2007,49.3833,12.7167,"49.3833 12.7167","2000-2010",103
2532,122.553185329124,335.883033223421,15,2008,49.3833,12.7167,"49.3833 12.7167","2000-2010",107
1740,96.2664730344543,428.385749798455,15,2009,49.3833,12.7167,"49.3833 12.7167","2000-2010",104
1920,93.4959187106136,241.369647812208,15,2010,49.3833,12.7167,"49.3833 12.7167","2000-2010",107
2760,124.725524177475,492.358423207953,16,2000,49.9333,11.2833,"49.9333 11.2833","2000-2010",110
2184,116.990005145506,419.972912741641,16,2001,49.9333,11.2833,"49.9333 11.2833","2000-2010",119
3000,132.641099291771,382.468252110437,16,2002,49.9333,11.2833,"49.9333 11.2833","2000-2010",108
2232,109.832254361645,464.029257624771,16,2003,49.9333,11.2833,"49.9333 11.2833","2000-2010",116
