"chillutah","chillports","gdd","siteslist","year","lat","long","lat.long","cc","lo"
1524,86.2708664625059,2.3303081120818,3,1955,50.15,10.4333,"50.15 10.4333","1950-1960",114
1668,93.4129479084276,9.23804739870057,3,1956,50.15,10.4333,"50.15 10.4333","1950-1960",120
2148,108.050619937333,15.2924629369291,3,1957,50.15,10.4333,"50.15 10.4333","1950-1960",123
1740,95.7661676161488,15.0694750324392,3,1958,50.15,10.4333,"50.15 10.4333","1950-1960",128
1596,92.8487692444767,15.5668735695761,3,1959,50.15,10.4333,"50.15 10.4333","1950-1960",112
2184,101.274645550401,3.54355423142476,3,1960,50.15,10.4333,"50.15 10.4333","1950-1960",100
1788,104.572208340464,3.43003213826302,4,1951,49.4167,9.28333,"49.4167 9.28333","1950-1960",108
1656,91.9010862683136,2.72621968974671,4,1952,49.4167,9.28333,"49.4167 9.28333","1950-1960",101
1668,94.0626335514998,3.61870853324915,4,1953,49.4167,9.28333,"49.4167 9.28333","1950-1960",92
1692,101.320141980708,9.62721717901583,4,1954,49.4167,9.28333,"49.4167 9.28333","1950-1960",117
1512,89.8150522156313,6.90281335975256,4,1955,49.4167,9.28333,"49.4167 9.28333","1950-1960",116
1836,101.129008759743,7.94422683952289,4,1956,49.4167,9.28333,"49.4167 9.28333","1950-1960",118
2232,113.676905121451,14.3400276339964,4,1957,49.4167,9.28333,"49.4167 9.28333","1950-1960",102
2136,109.980006040678,2.08934592756764,4,1958,49.4167,9.28333,"49.4167 9.28333","1950-1960",125
1860,108.134148289737,5.58745426465376,4,1959,49.4167,9.28333,"49.4167 9.28333","1950-1960",102
2304,108.045982623616,10.1173526055153,4,1960,49.4167,9.28333,"49.4167 9.28333","1950-1960",108
1836,105.790082391812,2.35799776870495,5,1951,50.5167,8.81667,"50.5167 8.81667","1950-1960",109
1644,89.8138658574724,13.9949554722824,5,1952,50.5167,8.81667,"50.5167 8.81667","1950-1960",106
1944,102.129590707715,2.37957180446343,5,1953,50.5167,8.81667,"50.5167 8.81667","1950-1960",92
1716,104.18651295047,5.94637564363681,5,1954,50.5167,8.81667,"50.5167 8.81667","1950-1960",119
1560,91.0402362864991,11.3710431210648,5,1955,50.5167,8.81667,"50.5167 8.81667","1950-1960",120
1836,99.0733467106859,8.12059345863989,5,1956,50.5167,8.81667,"50.5167 8.81667","1950-1960",115
2448,115.254922378038,9.83271941658404,5,1957,50.5167,8.81667,"50.5167 8.81667","1950-1960",96
2136,105.968700709802,1.09879120315428,5,1958,50.5167,8.81667,"50.5167 8.81667","1950-1960",112
2088,109.335957295384,9.29586730047172,5,1959,50.5167,8.81667,"50.5167 8.81667","1950-1960",96
2532,111.988595169717,1.96568665628023,5,1960,50.5167,8.81667,"50.5167 8.81667","1950-1960",97
2484,125.268793753554,10.8291364772663,6,1951,50,8.71667,"50 8.71667","1950-1960",109
2004,110.361374800153,13.2513048228587,6,1952,50,8.71667,"50 8.71667","1950-1960",103
1896,105.033281866819,11.9952144771433,6,1953,50,8.71667,"50 8.71667","1950-1960",93
2040,114.391355549049,20.1142975232013,6,1954,50,8.71667,"50 8.71667","1950-1960",113
1596,97.79564208982,23.713916480499,6,1955,50,8.71667,"50 8.71667","1950-1960",118
1944,104.721518048566,14.8370357302192,6,1956,50,8.71667,"50 8.71667","1950-1960",115
2652,125.455931341252,24.6988949452978,6,1957,50,8.71667,"50 8.71667","1950-1960",98
2424,118.96781454891,7.58784755298031,6,1958,50,8.71667,"50 8.71667","1950-1960",120
2220,117.069527947072,12.3303983722187,6,1959,50,8.71667,"50 8.71667","1950-1960",103
2544,120.751164839985,10.8559879082155,6,1960,50,8.71667,"50 8.71667","1950-1960",99
1524,94.0893250153588,6.70124551724175,7,1951,48.7167,9.21667,"48.7167 9.21667","1950-1960",110
1608,94.9462864069388,2.15326071764787,7,1952,48.7167,9.21667,"48.7167 9.21667","1950-1960",99
1452,88.835897236676,4.50695884864907,7,1953,48.7167,9.21667,"48.7167 9.21667","1950-1960",94
1704,101.280463871813,9.18661628874297,7,1954,48.7167,9.21667,"48.7167 9.21667","1950-1960",118
1536,91.9224506648879,9.98112824336649,7,1955,48.7167,9.21667,"48.7167 9.21667","1950-1960",118
1740,99.8921256147198,11.6052881688146,7,1956,48.7167,9.21667,"48.7167 9.21667","1950-1960",115
2196,114.767275375406,9.82108491600928,7,1957,48.7167,9.21667,"48.7167 9.21667","1950-1960",86
1824,102.837159823417,0.607421372531034,7,1958,48.7167,9.21667,"48.7167 9.21667","1950-1960",122
1728,102.544111178113,4.32422888229239,7,1959,48.7167,9.21667,"48.7167 9.21667","1950-1960",95
2364,108.097430970099,2.08763080778271,7,1960,48.7167,9.21667,"48.7167 9.21667","1950-1960",98
1056,66.5231277986812,0.397916184142097,8,1951,48.8333,12.9667,"48.8333 12.9667","1950-1960",110
1224,66.0728977624622,7.97677792392248,8,1952,48.8333,12.9667,"48.8333 12.9667","1950-1960",111
1320,68.0537581573291,0,8,1953,48.8333,12.9667,"48.8333 12.9667","1950-1960",93
1356,73.0134911318909,1.60260401779145,8,1954,48.8333,12.9667,"48.8333 12.9667","1950-1960",118
1392,72.2350444211835,11.4268393779004,8,1955,48.8333,12.9667,"48.8333 12.9667","1950-1960",122
1284,78.7657945571362,3.87634197352195,8,1956,48.8333,12.9667,"48.8333 12.9667","1950-1960",116
1716,91.514334325539,3.80103657157627,8,1957,48.8333,12.9667,"48.8333 12.9667","1950-1960",98
1320,72.4659711080376,1.64092157220221,8,1958,48.8333,12.9667,"48.8333 12.9667","1950-1960",125
1008,67.9488600128176,0.315894987389675,8,1959,48.8333,12.9667,"48.8333 12.9667","1950-1960",96
1584,86.1445376546944,2.88580586914399,8,1960,48.8333,12.9667,"48.8333 12.9667","1950-1960",102
1548,90.7479655401783,2.39207218975277,9,1951,50.4167,10.3833,"50.4167 10.3833","1950-1960",110
1488,83.1264179141133,21.0847605385177,9,1952,50.4167,10.3833,"50.4167 10.3833","1950-1960",109
1740,93.266830520005,3.02021172247654,9,1953,50.4167,10.3833,"50.4167 10.3833","1950-1960",99
1464,89.1331417188006,3.64982545429044,9,1954,50.4167,10.3833,"50.4167 10.3833","1950-1960",120
1548,86.6881254339081,13.7865670397782,9,1955,50.4167,10.3833,"50.4167 10.3833","1950-1960",122
1644,93.9993795125601,8.59524760204757,9,1956,50.4167,10.3833,"50.4167 10.3833","1950-1960",123
2232,105.333345301539,7.39296106662339,9,1957,50.4167,10.3833,"50.4167 10.3833","1950-1960",112
1752,95.5834186476008,1.80651137297201,9,1958,50.4167,10.3833,"50.4167 10.3833","1950-1960",123
1548,92.2188591444579,8.92893364521158,9,1959,50.4167,10.3833,"50.4167 10.3833","1950-1960",105
2208,100.777415861786,4.02860903126152,9,1960,50.4167,10.3833,"50.4167 10.3833","1950-1960",101
1152,70.9436186102913,2.39134455000815,10,1951,48.5833,12.1833,"48.5833 12.1833","1950-1960",111
1284,73.7800311376454,7.84328127963052,10,1952,48.5833,12.1833,"48.5833 12.1833","1950-1960",108
1260,75.1074981638735,1.74076786369379,10,1953,48.5833,12.1833,"48.5833 12.1833","1950-1960",111
1404,83.5471712951713,3.24382397980916,10,1954,48.5833,12.1833,"48.5833 12.1833","1950-1960",119
1392,75.9704693833926,11.4400911611284,10,1955,48.5833,12.1833,"48.5833 12.1833","1950-1960",121
1440,86.0533603330804,5.1640308055353,10,1956,48.5833,12.1833,"48.5833 12.1833","1950-1960",120
1872,102.750311997119,8.75924505435027,10,1957,48.5833,12.1833,"48.5833 12.1833","1950-1960",104
1644,87.2986324767341,1.06235556385585,10,1958,48.5833,12.1833,"48.5833 12.1833","1950-1960",120
1212,78.72925247352,0.683471602789611,10,1959,48.5833,12.1833,"48.5833 12.1833","1950-1960",95
1848,93.0848993702977,4.54366496071706,10,1960,48.5833,12.1833,"48.5833 12.1833","1950-1960",100
1152,77.7225911610106,2.43280439925141,11,1951,49.1667,11.45,"49.1667 11.45","1950-1960",111
1380,76.9084790632098,11.4446677191722,11,1952,49.1667,11.45,"49.1667 11.45","1950-1960",108
1428,82.6905106656119,1.84567071969917,11,1953,49.1667,11.45,"49.1667 11.45","1950-1960",100
1476,87.0333070618244,3.17643884010407,11,1954,49.1667,11.45,"49.1667 11.45","1950-1960",121
1428,82.500051773876,6.74283519445027,11,1955,49.1667,11.45,"49.1667 11.45","1950-1960",120
1476,86.8531898683633,5.83061131259146,11,1956,49.1667,11.45,"49.1667 11.45","1950-1960",126
1920,102.272404613206,9.17461586267671,11,1957,49.1667,11.45,"49.1667 11.45","1950-1960",109
1680,94.7898055704898,10.5801813361737,11,1958,49.1667,11.45,"49.1667 11.45","1950-1960",127
1332,84.3864893684838,1.66016224187036,11,1959,49.1667,11.45,"49.1667 11.45","1950-1960",102
1872,95.4768604794929,5.29404588793415,11,1960,49.1667,11.45,"49.1667 11.45","1950-1960",106
1788,100.645705597346,2.29964556462508,12,1951,51.2833,9.63333,"51.2833 9.63333","1950-1960",111
1632,83.6871759400024,9.31430096854071,12,1952,51.2833,9.63333,"51.2833 9.63333","1950-1960",103
1992,103.664652987707,3.49144686692899,12,1953,51.2833,9.63333,"51.2833 9.63333","1950-1960",89
1572,96.2828643416492,2.75962604138288,12,1954,51.2833,9.63333,"51.2833 9.63333","1950-1960",120
1632,91.440405646827,11.7958993849824,12,1955,51.2833,9.63333,"51.2833 9.63333","1950-1960",120
1872,100.317913798683,3.10204354087574,12,1956,51.2833,9.63333,"51.2833 9.63333","1950-1960",122
2508,111.926726888311,7.28860738217406,12,1957,51.2833,9.63333,"51.2833 9.63333","1950-1960",100
2076,102.020821579723,0.520201683799165,12,1958,51.2833,9.63333,"51.2833 9.63333","1950-1960",121
1800,103.057627030262,6.42168363927458,12,1959,51.2833,9.63333,"51.2833 9.63333","1950-1960",95
2460,110.700723838304,1.25002566604041,12,1960,51.2833,9.63333,"51.2833 9.63333","1950-1960",96
2412,122.017749829065,5.24182634291886,13,1951,51.8333,7.3,"51.8333 7.3","1950-1960",112
2064,110.16201755893,14.327952569988,13,1952,51.8333,7.3,"51.8333 7.3","1950-1960",104
2412,120.340270902204,9.91975569177338,13,1953,51.8333,7.3,"51.8333 7.3","1950-1960",97
2376,117.434093700572,6.03699053544817,13,1954,51.8333,7.3,"51.8333 7.3","1950-1960",112
2028,105.980071472785,12.9715520830763,13,1955,51.8333,7.3,"51.8333 7.3","1950-1960",116
2244,111.149424526814,1.33600087125268,13,1956,51.8333,7.3,"51.8333 7.3","1950-1960",117
3024,134.612328870939,12.4859155543751,13,1957,51.8333,7.3,"51.8333 7.3","1950-1960",95
2112,114.781293291008,7.02066776407896,13,1958,51.8333,7.3,"51.8333 7.3","1950-1960",115
2712,120.845898595958,7.79003301985024,13,1959,51.8333,7.3,"51.8333 7.3","1950-1960",96
2724,127.274278418635,7.44588124024111,13,1960,51.8333,7.3,"51.8333 7.3","1950-1960",98
1548,91.2235464157335,1.0444295009412,14,1951,50.75,9.46667,"50.75 9.46667","1950-1960",112
1464,73.0215202291188,15.1461081562587,14,1952,50.75,9.46667,"50.75 9.46667","1950-1960",108
1848,94.4302077411315,1.93581019614246,14,1953,50.75,9.46667,"50.75 9.46667","1950-1960",108
1632,91.4941046794509,7.26408653118675,14,1954,50.75,9.46667,"50.75 9.46667","1950-1960",130
1512,85.6629134853393,18.9691676853431,14,1955,50.75,9.46667,"50.75 9.46667","1950-1960",127
1812,95.2226229348126,6.30915789683462,14,1956,50.75,9.46667,"50.75 9.46667","1950-1960",125
2232,106.255459914513,6.29406158483313,14,1957,50.75,9.46667,"50.75 9.46667","1950-1960",120
1944,99.3890498419355,43.6947654572627,14,1958,50.75,9.46667,"50.75 9.46667","1950-1960",138
1644,97.1503522874536,10.46089942971,14,1959,50.75,9.46667,"50.75 9.46667","1950-1960",106
2388,103.399592547079,4.97849943420157,14,1960,50.75,9.46667,"50.75 9.46667","1950-1960",113
1464,89.9456576924868,5.23496198043352,15,1951,48.9833,9.58333,"48.9833 9.58333","1950-1960",112
1488,88.087715572581,2.86861691728658,15,1952,48.9833,9.58333,"48.9833 9.58333","1950-1960",105
1440,87.901616835651,4.84926478146906,15,1953,48.9833,9.58333,"48.9833 9.58333","1950-1960",98
1632,98.3905938122569,7.91712973426927,15,1954,48.9833,9.58333,"48.9833 9.58333","1950-1960",122
1416,86.6576539132342,12.067303113383,15,1955,48.9833,9.58333,"48.9833 9.58333","1950-1960",121
1668,97.4146650051376,8.2109093122459,15,1956,48.9833,9.58333,"48.9833 9.58333","1950-1960",123
2088,110.803929403571,10.010212487988,15,1957,48.9833,9.58333,"48.9833 9.58333","1950-1960",96
1824,100.450053123096,1.26229184969764,15,1958,48.9833,9.58333,"48.9833 9.58333","1950-1960",124
1584,99.6371342439708,3.52797205323823,15,1959,48.9833,9.58333,"48.9833 9.58333","1950-1960",104
2184,104.57666061599,6.17284148035658,15,1960,48.9833,9.58333,"48.9833 9.58333","1950-1960",106
1116,69.9711652833862,0.654766574585241,16,1951,49.3167,12.75,"49.3167 12.75","1950-1960",113
1236,69.3848312430216,3.37451140309243,16,1952,49.3167,12.75,"49.3167 12.75","1950-1960",106
1452,77.3150053697561,0.530690260183657,16,1953,49.3167,12.75,"49.3167 12.75","1950-1960",95
1320,74.8507876942157,1.51495796338707,16,1954,49.3167,12.75,"49.3167 12.75","1950-1960",120
1368,78.2644864581112,8.07990786570858,16,1955,49.3167,12.75,"49.3167 12.75","1950-1960",121
1272,79.5493642783952,5.9516692435848,16,1956,49.3167,12.75,"49.3167 12.75","1950-1960",122
1716,93.2720055016513,3.44241012606556,16,1957,49.3167,12.75,"49.3167 12.75","1950-1960",103
1536,79.2191790227063,2.01437388936228,16,1958,49.3167,12.75,"49.3167 12.75","1950-1960",123
1116,77.2942112403476,0.109299092377016,16,1959,49.3167,12.75,"49.3167 12.75","1950-1960",94
1728,87.7984885749674,2.28801559677383,16,1960,49.3167,12.75,"49.3167 12.75","1950-1960",102
1776,106.729468583718,7.7033155934451,17,1951,49.7167,10.2167,"49.7167 10.2167","1950-1960",113
1656,94.6197785449548,7.93940937281307,17,1952,49.7167,10.2167,"49.7167 10.2167","1950-1960",104
1752,98.9812520296196,8.89014603417197,17,1953,49.7167,10.2167,"49.7167 10.2167","1950-1960",101
1572,101.351655738945,7.70935521429509,17,1954,49.7167,10.2167,"49.7167 10.2167","1950-1960",118
1620,92.414576711663,14.6489085554557,17,1955,49.7167,10.2167,"49.7167 10.2167","1950-1960",118
1752,100.009820695366,10.5787390966377,17,1956,49.7167,10.2167,"49.7167 10.2167","1950-1960",115
2220,116.987798034946,14.3517385195949,17,1957,49.7167,10.2167,"49.7167 10.2167","1950-1960",103
2040,110.746820117619,4.75468041781254,17,1958,49.7167,10.2167,"49.7167 10.2167","1950-1960",123
1752,104.133353243175,8.52052647362144,17,1959,49.7167,10.2167,"49.7167 10.2167","1950-1960",104
2244,105.806561539475,6.01396739733228,17,1960,49.7167,10.2167,"49.7167 10.2167","1950-1960",100
1140,69.1563144257057,0.361509291191558,18,1951,48.75,13.5167,"48.75 13.5167","1950-1960",114
1248,65.0148338227764,9.84623706851002,18,1952,48.75,13.5167,"48.75 13.5167","1950-1960",109
1332,76.0726964610207,2.46834516534112,18,1953,48.75,13.5167,"48.75 13.5167","1950-1960",100
1416,76.7740743035868,9.49094902738851,18,1954,48.75,13.5167,"48.75 13.5167","1950-1960",131
1464,73.9128589907824,7.00990066458746,18,1955,48.75,13.5167,"48.75 13.5167","1950-1960",121
1284,79.1385236906692,2.97282724640453,18,1956,48.75,13.5167,"48.75 13.5167","1950-1960",120
1752,94.6640928724081,4.65394556392194,18,1957,48.75,13.5167,"48.75 13.5167","1950-1960",110
1272,73.255394882131,23.6885633505229,18,1958,48.75,13.5167,"48.75 13.5167","1950-1960",129
1344,77.6273627500465,6.16130312793057,18,1959,48.75,13.5167,"48.75 13.5167","1950-1960",107
1680,92.0491270143188,4.18499870462609,18,1960,48.75,13.5167,"48.75 13.5167","1950-1960",102
1860,104.151622750209,2.35246498338104,19,1951,51.5833,9.3,"51.5833 9.3","1950-1960",115
1572,82.6065075427974,25.2118885272381,19,1952,51.5833,9.3,"51.5833 9.3","1950-1960",107
2040,104.162583374312,7.21129736924962,19,1953,51.5833,9.3,"51.5833 9.3","1950-1960",98
1656,97.6487998739813,1.97060941797746,19,1954,51.5833,9.3,"51.5833 9.3","1950-1960",125
1812,94.9249678511795,20.5256816225797,19,1955,51.5833,9.3,"51.5833 9.3","1950-1960",124
2088,105.011796195282,1.50952094175735,19,1956,51.5833,9.3,"51.5833 9.3","1950-1960",121
2640,117.829087100185,9.29647311695697,19,1957,51.5833,9.3,"51.5833 9.3","1950-1960",105
2004,105.329478479508,7.79513026666526,19,1958,51.5833,9.3,"51.5833 9.3","1950-1960",126
1932,105.992782285926,11.8603065333499,19,1959,51.5833,9.3,"51.5833 9.3","1950-1960",105
2520,113.850204958798,4.98547026202487,19,1960,51.5833,9.3,"51.5833 9.3","1950-1960",104
1092,69.8342165205084,0.252873957748334,20,1951,50,12.0833,"50 12.0833","1950-1960",115
1056,61.9789898899116,0.196051227712535,20,1952,50,12.0833,"50 12.0833","1950-1960",101
1356,77.047240577646,0.232948537707043,20,1953,50,12.0833,"50 12.0833","1950-1960",118
1272,76.6112944251199,1.41241938248005,20,1954,50,12.0833,"50 12.0833","1950-1960",94
1260,74.3484873714403,5.5533031698255,20,1955,50,12.0833,"50 12.0833","1950-1960",122
1272,77.9085407869999,4.84521948853321,20,1956,50,12.0833,"50 12.0833","1950-1960",129
1692,90.9489132261401,2.88199758805101,20,1957,50,12.0833,"50 12.0833","1950-1960",88
1572,80.9900628413428,1.01259509387446,20,1958,50,12.0833,"50 12.0833","1950-1960",124
1032,72.5781222222154,1.55272504705247,20,1959,50,12.0833,"50 12.0833","1950-1960",103
1716,85.2080196806252,2.03328013636558,20,1960,50,12.0833,"50 12.0833","1950-1960",115
1320,89.467153397314,3.74385286477588,21,1951,49.3333,10.8,"49.3333 10.8","1950-1960",115
1440,83.1023508042806,17.6833397411004,21,1952,49.3333,10.8,"49.3333 10.8","1950-1960",112
1560,90.836562444515,3.3178330218095,21,1953,49.3333,10.8,"49.3333 10.8","1950-1960",103
1476,93.405831322907,5.4427876021268,21,1954,49.3333,10.8,"49.3333 10.8","1950-1960",124
1512,86.9587095236511,15.4082639662611,21,1955,49.3333,10.8,"49.3333 10.8","1950-1960",121
1548,91.3560932063175,8.6232403997484,21,1956,49.3333,10.8,"49.3333 10.8","1950-1960",128
2040,106.471476074734,11.7291042467465,21,1957,49.3333,10.8,"49.3333 10.8","1950-1960",118
1788,101.316293931256,41.2202577330907,21,1958,49.3333,10.8,"49.3333 10.8","1950-1960",130
1344,89.4453578270159,3.89326248953882,21,1959,49.3333,10.8,"49.3333 10.8","1950-1960",105
2016,98.243312473401,7.72660947394338,21,1960,49.3333,10.8,"49.3333 10.8","1950-1960",110
1260,78.8641036944964,3.4834570273536,22,1951,49.4,11.4,"49.4 11.4","1950-1960",115
1404,79.1280018595275,18.3187303962666,22,1952,49.4,11.4,"49.4 11.4","1950-1960",109
1512,86.8783781628035,2.98397617933907,22,1953,49.4,11.4,"49.4 11.4","1950-1960",96
1428,89.5503889362196,4.51383061537153,22,1954,49.4,11.4,"49.4 11.4","1950-1960",126
1500,84.1254674371444,20.0064115116391,22,1955,49.4,11.4,"49.4 11.4","1950-1960",124
1464,87.3047113769552,9.28946206463395,22,1956,49.4,11.4,"49.4 11.4","1950-1960",128
2052,104.421455628928,11.5629039747132,22,1957,49.4,11.4,"49.4 11.4","1950-1960",113
1644,97.9252164165079,1.72401164703209,22,1958,49.4,11.4,"49.4 11.4","1950-1960",125
1548,90.0499407450142,5.72153423369486,22,1959,49.4,11.4,"49.4 11.4","1950-1960",104
2064,97.8346831605186,6.00894440386152,22,1960,49.4,11.4,"49.4 11.4","1950-1960",107
1176,74.0100751247219,6.07873079899778,23,1951,48.4833,10.6667,"48.4833 10.6667","1950-1960",115
1476,87.1319343068544,1.39828810985552,23,1952,48.4833,10.6667,"48.4833 10.6667","1950-1960",101
1332,78.2016581218519,3.31054617402616,23,1953,48.4833,10.6667,"48.4833 10.6667","1950-1960",106
1512,92.755626939195,7.14999211862175,23,1954,48.4833,10.6667,"48.4833 10.6667","1950-1960",114
1584,88.2782694921025,9.12615537188691,23,1955,48.4833,10.6667,"48.4833 10.6667","1950-1960",112
1500,94.1465655028099,9.59157895482029,23,1956,48.4833,10.6667,"48.4833 10.6667","1950-1960",113
1932,106.334700751675,12.395608011209,23,1957,48.4833,10.6667,"48.4833 10.6667","1950-1960",110
1680,97.1294468850419,0.426789572088732,23,1958,48.4833,10.6667,"48.4833 10.6667","1950-1960",115
1416,87.8743962313975,8.2771083543679,23,1959,48.4833,10.6667,"48.4833 10.6667","1950-1960",110
1956,97.793568316794,8.892662098101,23,1960,48.4833,10.6667,"48.4833 10.6667","1950-1960",116
1116,70.7304171236411,1.81404713068884,24,1951,49.3833,12.7167,"49.3833 12.7167","1950-1960",116
1224,70.3957447280944,8.59197192608117,24,1952,49.3833,12.7167,"49.3833 12.7167","1950-1960",108
1464,78.1094776065595,0.978440648595433,24,1953,49.3833,12.7167,"49.3833 12.7167","1950-1960",94
1416,79.5527891768833,1.72001485262554,24,1954,49.3833,12.7167,"49.3833 12.7167","1950-1960",122
1332,78.2079869389599,13.2169196503644,24,1955,49.3833,12.7167,"49.3833 12.7167","1950-1960",124
1284,81.1366392390598,6.35948761108727,24,1956,49.3833,12.7167,"49.3833 12.7167","1950-1960",126
1752,95.1210855771836,4.26587909885813,24,1957,49.3833,12.7167,"49.3833 12.7167","1950-1960",104
1548,81.6136469089424,6.72852645721913,24,1958,49.3833,12.7167,"49.3833 12.7167","1950-1960",126
1212,81.4119190293073,0.415294297078111,24,1959,49.3833,12.7167,"49.3833 12.7167","1950-1960",96
1920,90.6057806041424,2.93847318362721,24,1960,49.3833,12.7167,"49.3833 12.7167","1950-1960",108
1284,74.8823570901932,1.05526559912719,25,1951,50.3167,11.9167,"50.3167 11.9167","1950-1960",116
1200,65.7605830866118,3.20050758190297,25,1952,50.3167,11.9167,"50.3167 11.9167","1950-1960",104
1644,85.4892600137314,2.23986837415686,25,1953,50.3167,11.9167,"50.3167 11.9167","1950-1960",105
1308,74.8632186147473,1.20369984576011,25,1954,50.3167,11.9167,"50.3167 11.9167","1950-1960",124
1272,77.5588892271684,8.31497224544067,25,1955,50.3167,11.9167,"50.3167 11.9167","1950-1960",121
1188,74.410764164176,2.87560125845426,25,1956,50.3167,11.9167,"50.3167 11.9167","1950-1960",125
1872,93.1322602559863,1.60933241914231,25,1957,50.3167,11.9167,"50.3167 11.9167","1950-1960",108
1524,80.6903795273811,25.0976724551714,25,1958,50.3167,11.9167,"50.3167 11.9167","1950-1960",130
1068,73.9736893642494,4.85714577451406,25,1959,50.3167,11.9167,"50.3167 11.9167","1950-1960",106
1764,87.0032505990239,0.492432224855617,25,1960,50.3167,11.9167,"50.3167 11.9167","1950-1960",121
1776,106.729468583718,8.36197084402023,26,1951,49.7,10.0167,"49.7 10.0167","1950-1960",116
1656,94.6197785449548,39.9361746850777,26,1952,49.7,10.0167,"49.7 10.0167","1950-1960",115
1752,98.9812520296196,8.89014603417197,26,1953,49.7,10.0167,"49.7 10.0167","1950-1960",102
1572,101.351655738945,7.70935521429509,26,1954,49.7,10.0167,"49.7 10.0167","1950-1960",118
1620,92.414576711663,26.0354207175957,26,1955,49.7,10.0167,"49.7 10.0167","1950-1960",121
1752,100.009820695366,10.5787390966377,26,1956,49.7,10.0167,"49.7 10.0167","1950-1960",117
2220,116.987798034946,14.3503168610369,26,1957,49.7,10.0167,"49.7 10.0167","1950-1960",96
2040,110.746820117619,3.74626920596522,26,1958,49.7,10.0167,"49.7 10.0167","1950-1960",121
1752,104.133353243175,6.22728276507046,26,1959,49.7,10.0167,"49.7 10.0167","1950-1960",98
2244,105.806561539475,3.74274888418985,26,1960,49.7,10.0167,"49.7 10.0167","1950-1960",99
1716,104.02688156383,6.28421235860937,27,1951,49.4667,9.58333,"49.4667 9.58333","1950-1960",116
1656,89.9390083566092,3.79256827318832,27,1952,49.4667,9.58333,"49.4667 9.58333","1950-1960",103
1692,94.1219484895275,3.6613686363127,27,1953,49.4667,9.58333,"49.4667 9.58333","1950-1960",93
1620,98.5413081870186,8.83507047817656,27,1954,49.4667,9.58333,"49.4667 9.58333","1950-1960",124
1524,87.9200750349803,17.0422492686567,27,1955,49.4667,9.58333,"49.4667 9.58333","1950-1960",122
1728,99.7669563488484,8.41273740762345,27,1956,49.4667,9.58333,"49.4667 9.58333","1950-1960",123
2136,110.995725292825,11.8866329668862,27,1957,49.4667,9.58333,"49.4667 9.58333","1950-1960",108
2112,109.359085737674,1.87742750553233,27,1958,49.4667,9.58333,"49.4667 9.58333","1950-1960",123
1692,104.451645166779,6.30584458179607,27,1959,49.4667,9.58333,"49.4667 9.58333","1950-1960",105
2244,104.998910006613,10.0985161443136,27,1960,49.4667,9.58333,"49.4667 9.58333","1950-1960",111
1272,77.5698772339734,8.24178838551895,28,1951,49.5333,11.6833,"49.5333 11.6833","1950-1960",117
1296,74.9373363765756,16.1371168593149,28,1952,49.5333,11.6833,"49.5333 11.6833","1950-1960",109
1560,87.5414564318407,4.17643911080194,28,1953,49.5333,11.6833,"49.5333 11.6833","1950-1960",106
