"chillutah","chillports","gdd","siteslist","year","lat","long","lat.long","cc","lo"
2244,115.57908021147,3.61870853324915,4,1953,49.4167,9.28333,"49.4167 9.28333","1950-1960",92
2040,120.631245795372,9.62721717901583,4,1954,49.4167,9.28333,"49.4167 9.28333","1950-1960",117
1860,106.652715874052,6.90281335975256,4,1955,49.4167,9.28333,"49.4167 9.28333","1950-1960",116
2196,119.369555243364,7.94422683952289,4,1956,49.4167,9.28333,"49.4167 9.28333","1950-1960",118
2592,131.905206376723,14.3400276339964,4,1957,49.4167,9.28333,"49.4167 9.28333","1950-1960",102
2448,127.47922241465,1.47924164388042,4,1958,49.4167,9.28333,"49.4167 9.28333","1950-1960",125
2364,129.451010901368,5.58745426465376,4,1959,49.4167,9.28333,"49.4167 9.28333","1950-1960",102
2724,127.873335850235,10.1173526055153,4,1960,49.4167,9.28333,"49.4167 9.28333","1950-1960",108
2220,124.714927100244,2.35799776870495,5,1951,50.5167,8.81667,"50.5167 8.81667","1950-1960",109
2172,109.959278527215,13.9949554722824,5,1952,50.5167,8.81667,"50.5167 8.81667","1950-1960",106
2508,123.631147305381,2.37957180446343,5,1953,50.5167,8.81667,"50.5167 8.81667","1950-1960",92
2052,122.878629710026,5.94637564363681,5,1954,50.5167,8.81667,"50.5167 8.81667","1950-1960",119
1908,107.875463425749,11.3710431210648,5,1955,50.5167,8.81667,"50.5167 8.81667","1950-1960",120
2112,115.579615505864,8.12059345863989,5,1956,50.5167,8.81667,"50.5167 8.81667","1950-1960",115
2916,135.57777442147,9.83271941658404,5,1957,50.5167,8.81667,"50.5167 8.81667","1950-1960",96
2448,123.753060659075,1.09879120315428,5,1958,50.5167,8.81667,"50.5167 8.81667","1950-1960",112
2616,130.781307625566,9.29586730047172,5,1959,50.5167,8.81667,"50.5167 8.81667","1950-1960",96
2904,130.670572665384,1.96568665628023,5,1960,50.5167,8.81667,"50.5167 8.81667","1950-1960",97
2904,146.639127215711,10.8291364772663,6,1951,50,8.71667,"50 8.71667","1950-1960",109
2448,132.195596698962,13.2513048228587,6,1952,50,8.71667,"50 8.71667","1950-1960",103
2580,127.942958604004,11.9952144771433,6,1953,50,8.71667,"50 8.71667","1950-1960",93
2532,135.346465128249,20.1142975232013,6,1954,50,8.71667,"50 8.71667","1950-1960",113
2028,117.375381928858,23.713916480499,6,1955,50,8.71667,"50 8.71667","1950-1960",118
2316,124.479759153147,14.8370357302192,6,1956,50,8.71667,"50 8.71667","1950-1960",115
3108,146.267546867021,24.6988949452978,6,1957,50,8.71667,"50 8.71667","1950-1960",98
2796,137.396200674053,7.58784755298031,6,1958,50,8.71667,"50 8.71667","1950-1960",120
2784,139.294431869664,12.3303983722187,6,1959,50,8.71667,"50 8.71667","1950-1960",103
3120,143.18602098257,10.8559879082155,6,1960,50,8.71667,"50 8.71667","1950-1960",99
1944,114.086076544456,6.70124551724175,7,1951,48.7167,9.21667,"48.7167 9.21667","1950-1960",110
2172,117.516179738795,2.15326071764787,7,1952,48.7167,9.21667,"48.7167 9.21667","1950-1960",99
2040,110.928030139771,4.50695884864907,7,1953,48.7167,9.21667,"48.7167 9.21667","1950-1960",94
2004,119.520679179112,9.18661628874297,7,1954,48.7167,9.21667,"48.7167 9.21667","1950-1960",118
1896,110.616554293481,9.98112824336649,7,1955,48.7167,9.21667,"48.7167 9.21667","1950-1960",118
2052,117.612008941303,11.6052881688146,7,1956,48.7167,9.21667,"48.7167 9.21667","1950-1960",115
2592,133.737662342713,9.82108491600928,7,1957,48.7167,9.21667,"48.7167 9.21667","1950-1960",86
2088,120.721710700844,0.58147736493462,7,1958,48.7167,9.21667,"48.7167 9.21667","1950-1960",122
2172,123.171619623841,4.32422888229239,7,1959,48.7167,9.21667,"48.7167 9.21667","1950-1960",95
2808,129.464956976795,2.08763080778271,7,1960,48.7167,9.21667,"48.7167 9.21667","1950-1960",98
1416,84.0501435269293,0.397916184142097,8,1951,48.8333,12.9667,"48.8333 12.9667","1950-1960",110
1728,87.7297720124329,7.97677792392248,8,1952,48.8333,12.9667,"48.8333 12.9667","1950-1960",111
1764,88.5219562373217,0,8,1953,48.8333,12.9667,"48.8333 12.9667","1950-1960",93
1668,89.7260948202247,1.60260401779145,8,1954,48.8333,12.9667,"48.8333 12.9667","1950-1960",118
1692,87.7151254515902,3.88315883978055,8,1955,48.8333,12.9667,"48.8333 12.9667","1950-1960",122
1620,95.8688265598818,3.87634197352195,8,1956,48.8333,12.9667,"48.8333 12.9667","1950-1960",116
2100,109.84732062825,3.80103657157627,8,1957,48.8333,12.9667,"48.8333 12.9667","1950-1960",98
1536,88.2152979586298,0.274300401972415,8,1958,48.8333,12.9667,"48.8333 12.9667","1950-1960",125
1404,87.7372625765767,0.315894987389675,8,1959,48.8333,12.9667,"48.8333 12.9667","1950-1960",96
1944,104.606710678202,2.88580586914399,8,1960,48.8333,12.9667,"48.8333 12.9667","1950-1960",102
1884,108.734479220161,2.39207218975277,9,1951,50.4167,10.3833,"50.4167 10.3833","1950-1960",110
1992,104.813540120045,21.0847605385177,9,1952,50.4167,10.3833,"50.4167 10.3833","1950-1960",109
2160,112.808432638196,3.02021172247654,9,1953,50.4167,10.3833,"50.4167 10.3833","1950-1960",99
1716,106.056002877097,3.64982545429044,9,1954,50.4167,10.3833,"50.4167 10.3833","1950-1960",120
1896,102.638141408588,6.27581484137119,9,1955,50.4167,10.3833,"50.4167 10.3833","1950-1960",122
1956,110.924442396307,8.59006649053067,9,1956,50.4167,10.3833,"50.4167 10.3833","1950-1960",123
2652,123.710417081389,7.39296106662339,9,1957,50.4167,10.3833,"50.4167 10.3833","1950-1960",112
2088,113.094224372562,1.02772454219993,9,1958,50.4167,10.3833,"50.4167 10.3833","1950-1960",123
2040,112.873678531341,8.92893364521158,9,1959,50.4167,10.3833,"50.4167 10.3833","1950-1960",105
2556,119.87885947861,4.02860903126152,9,1960,50.4167,10.3833,"50.4167 10.3833","1950-1960",101
1536,88.6136120715932,2.39134455000815,10,1951,48.5833,12.1833,"48.5833 12.1833","1950-1960",111
1788,94.8140940084206,7.84328127963052,10,1952,48.5833,12.1833,"48.5833 12.1833","1950-1960",108
1704,95.6009637655152,1.74076786369379,10,1953,48.5833,12.1833,"48.5833 12.1833","1950-1960",111
1740,101.331617701665,3.24382397980916,10,1954,48.5833,12.1833,"48.5833 12.1833","1950-1960",119
1716,92.3008073643948,6.10826013366118,10,1955,48.5833,12.1833,"48.5833 12.1833","1950-1960",121
1752,102.930461437049,5.1640308055353,10,1956,48.5833,12.1833,"48.5833 12.1833","1950-1960",120
2184,120.45742051071,8.75924505435027,10,1957,48.5833,12.1833,"48.5833 12.1833","1950-1960",104
1908,104.207543223101,1.06235556385585,10,1958,48.5833,12.1833,"48.5833 12.1833","1950-1960",120
1656,98.0833783088467,0.683471602789611,10,1959,48.5833,12.1833,"48.5833 12.1833","1950-1960",95
2232,112.975575403698,4.54366496071706,10,1960,48.5833,12.1833,"48.5833 12.1833","1950-1960",100
1464,95.7915770444889,2.43280439925141,11,1951,49.1667,11.45,"49.1667 11.45","1950-1960",111
1920,99.3300911875715,11.4446677191722,11,1952,49.1667,11.45,"49.1667 11.45","1950-1960",108
1956,103.605900627748,1.84567071969917,11,1953,49.1667,11.45,"49.1667 11.45","1950-1960",100
1740,104.201689627612,3.1620489630203,11,1954,49.1667,11.45,"49.1667 11.45","1950-1960",121
1764,98.0209293124408,6.74283519445027,11,1955,49.1667,11.45,"49.1667 11.45","1950-1960",120
1776,103.959157790189,5.81181768439148,11,1956,49.1667,11.45,"49.1667 11.45","1950-1960",126
2172,117.916191225396,9.17461586267671,11,1957,49.1667,11.45,"49.1667 11.45","1950-1960",109
1896,110.80464623242,0.923306880271343,11,1958,49.1667,11.45,"49.1667 11.45","1950-1960",127
1776,104.893893726943,1.66016224187036,11,1959,49.1667,11.45,"49.1667 11.45","1950-1960",102
2232,115.284218934622,5.29404588793415,11,1960,49.1667,11.45,"49.1667 11.45","1950-1960",106
2148,119.572970258303,2.29964556462508,12,1951,51.2833,9.63333,"51.2833 9.63333","1950-1960",111
2160,103.655845729917,9.31430096854071,12,1952,51.2833,9.63333,"51.2833 9.63333","1950-1960",103
2520,125.350655290612,3.49144686692899,12,1953,51.2833,9.63333,"51.2833 9.63333","1950-1960",89
1824,112.742046918681,2.75962604138288,12,1954,51.2833,9.63333,"51.2833 9.63333","1950-1960",120
2016,109.397550365596,11.7958993849824,12,1955,51.2833,9.63333,"51.2833 9.63333","1950-1960",120
2100,115.321820187381,3.10204354087574,12,1956,51.2833,9.63333,"51.2833 9.63333","1950-1960",122
2928,131.243514745197,7.28860738217406,12,1957,51.2833,9.63333,"51.2833 9.63333","1950-1960",100
2388,119.189523035394,0.520201683799165,12,1958,51.2833,9.63333,"51.2833 9.63333","1950-1960",121
2292,124.471261274222,6.42168363927458,12,1959,51.2833,9.63333,"51.2833 9.63333","1950-1960",95
2892,130.502766092401,1.25002566604041,12,1960,51.2833,9.63333,"51.2833 9.63333","1950-1960",96
2856,141.425789903589,5.24182634291886,13,1951,51.8333,7.3,"51.8333 7.3","1950-1960",112
2556,129.535216553236,14.327952569988,13,1952,51.8333,7.3,"51.8333 7.3","1950-1960",104
3024,143.004049217662,9.91975569177338,13,1953,51.8333,7.3,"51.8333 7.3","1950-1960",97
2676,134.969537524475,6.03699053544817,13,1954,51.8333,7.3,"51.8333 7.3","1950-1960",112
2460,125.137634876554,12.9715520830763,13,1955,51.8333,7.3,"51.8333 7.3","1950-1960",116
2520,127.630779492802,1.33600087125268,13,1956,51.8333,7.3,"51.8333 7.3","1950-1960",117
3468,154.634002946065,12.4859155543751,13,1957,51.8333,7.3,"51.8333 7.3","1950-1960",95
2436,131.489151447754,7.02066776407896,13,1958,51.8333,7.3,"51.8333 7.3","1950-1960",115
3300,143.208328558934,7.79003301985024,13,1959,51.8333,7.3,"51.8333 7.3","1950-1960",96
3252,149.102121269198,7.44588124024111,13,1960,51.8333,7.3,"51.8333 7.3","1950-1960",98
1836,108.639721593925,1.0444295009412,14,1951,50.75,9.46667,"50.75 9.46667","1950-1960",112
1968,92.5780338478704,15.1461081562587,14,1952,50.75,9.46667,"50.75 9.46667","1950-1960",108
2244,113.929397948005,1.93581019614246,14,1953,50.75,9.46667,"50.75 9.46667","1950-1960",108
1848,107.992686116429,3.02144853545241,14,1954,50.75,9.46667,"50.75 9.46667","1950-1960",130
1812,100.339309822698,10.2004384752639,14,1955,50.75,9.46667,"50.75 9.46667","1950-1960",127
2064,110.322224704141,6.30915789683462,14,1956,50.75,9.46667,"50.75 9.46667","1950-1960",125
2592,123.881257492138,6.29406158483313,14,1957,50.75,9.46667,"50.75 9.46667","1950-1960",120
2256,115.674566856001,0.34697421599526,14,1958,50.75,9.46667,"50.75 9.46667","1950-1960",138
2088,118.180380153304,10.46089942971,14,1959,50.75,9.46667,"50.75 9.46667","1950-1960",106
2724,121.465887201793,4.97849943420157,14,1960,50.75,9.46667,"50.75 9.46667","1950-1960",113
1848,109.236006274199,5.23496198043352,15,1951,48.9833,9.58333,"48.9833 9.58333","1950-1960",112
2004,110.475483722261,2.86861691728658,15,1952,48.9833,9.58333,"48.9833 9.58333","1950-1960",105
1968,109.308665679789,4.84926478146906,15,1953,48.9833,9.58333,"48.9833 9.58333","1950-1960",98
1872,116.038170670835,7.56743659310732,15,1954,48.9833,9.58333,"48.9833 9.58333","1950-1960",122
1752,104.818601255772,9.59729145803084,15,1955,48.9833,9.58333,"48.9833 9.58333","1950-1960",121
1980,113.544169759537,8.2109093122459,15,1956,48.9833,9.58333,"48.9833 9.58333","1950-1960",123
2424,127.786718311659,10.010212487988,15,1957,48.9833,9.58333,"48.9833 9.58333","1950-1960",96
2064,116.952807457256,0.845375607000373,15,1958,48.9833,9.58333,"48.9833 9.58333","1950-1960",124
2028,119.875820609978,3.52797205323823,15,1959,48.9833,9.58333,"48.9833 9.58333","1950-1960",104
2592,124.93092180805,6.17284148035658,15,1960,48.9833,9.58333,"48.9833 9.58333","1950-1960",106
1404,86.8885508913171,0.654766574585241,16,1951,49.3167,12.75,"49.3167 12.75","1950-1960",113
1764,90.6006266560955,3.37451140309243,16,1952,49.3167,12.75,"49.3167 12.75","1950-1960",106
1896,97.4617885245969,0.530690260183657,16,1953,49.3167,12.75,"49.3167 12.75","1950-1960",95
1560,91.2601084753371,1.51495796338707,16,1954,49.3167,12.75,"49.3167 12.75","1950-1960",120
1668,92.6642723500518,4.21215738917552,16,1955,49.3167,12.75,"49.3167 12.75","1950-1960",121
1596,96.339440016323,5.9516692435848,16,1956,49.3167,12.75,"49.3167 12.75","1950-1960",122
2052,111.198147772662,3.44241012606556,16,1957,49.3167,12.75,"49.3167 12.75","1950-1960",103
1764,93.8892199071349,0.380529387025991,16,1958,49.3167,12.75,"49.3167 12.75","1950-1960",123
1548,97.7277607309231,0.109299092377016,16,1959,49.3167,12.75,"49.3167 12.75","1950-1960",94
2040,105.785211615833,2.28801559677383,16,1960,49.3167,12.75,"49.3167 12.75","1950-1960",102
2172,127.108027174298,7.7033155934451,17,1951,49.7167,10.2167,"49.7167 10.2167","1950-1960",113
2136,116.591155110138,7.93940937281307,17,1952,49.7167,10.2167,"49.7167 10.2167","1950-1960",104
2376,121.671462829481,8.89014603417197,17,1953,49.7167,10.2167,"49.7167 10.2167","1950-1960",101
1920,119.932323372765,7.70935521429509,17,1954,49.7167,10.2167,"49.7167 10.2167","1950-1960",118
2028,111.369735713877,14.6489085554557,17,1955,49.7167,10.2167,"49.7167 10.2167","1950-1960",118
2088,118.379505424522,10.5787390966377,17,1956,49.7167,10.2167,"49.7167 10.2167","1950-1960",115
2556,134.146931338317,14.3517385195949,17,1957,49.7167,10.2167,"49.7167 10.2167","1950-1960",103
2376,128.252664678511,3.70257955499202,17,1958,49.7167,10.2167,"49.7167 10.2167","1950-1960",123
2244,125.805178476653,8.52052647362144,17,1959,49.7167,10.2167,"49.7167 10.2167","1950-1960",104
2652,126.129494770582,6.01396739733228,17,1960,49.7167,10.2167,"49.7167 10.2167","1950-1960",100
1524,87.6384571240173,0.361509291191558,18,1951,48.75,13.5167,"48.75 13.5167","1950-1960",114
1752,86.7287780194247,9.84623706851002,18,1952,48.75,13.5167,"48.75 13.5167","1950-1960",109
1896,98.1482667434371,2.46834516534112,18,1953,48.75,13.5167,"48.75 13.5167","1950-1960",100
1776,93.9548839344838,2.19419420350209,18,1954,48.75,13.5167,"48.75 13.5167","1950-1960",131
1728,89.2622226121383,3.65171465568814,18,1955,48.75,13.5167,"48.75 13.5167","1950-1960",121
1620,96.1801683959565,2.97282724640453,18,1956,48.75,13.5167,"48.75 13.5167","1950-1960",120
2136,113.114826392366,4.65394556392194,18,1957,48.75,13.5167,"48.75 13.5167","1950-1960",110
1536,89.3105191787725,0.524783723841965,18,1958,48.75,13.5167,"48.75 13.5167","1950-1960",129
1788,98.3750383508724,6.16130312793057,18,1959,48.75,13.5167,"48.75 13.5167","1950-1960",107
2064,112.005174256347,4.18499870462609,18,1960,48.75,13.5167,"48.75 13.5167","1950-1960",102
2232,122.975301215981,2.35246498338104,19,1951,51.5833,9.3,"51.5833 9.3","1950-1960",115
2064,102.785615783814,25.2118885272381,19,1952,51.5833,9.3,"51.5833 9.3","1950-1960",107
2556,125.081790122381,7.21129736924962,19,1953,51.5833,9.3,"51.5833 9.3","1950-1960",98
1860,113.310091668119,1.53604670981452,19,1954,51.5833,9.3,"51.5833 9.3","1950-1960",125
2172,112.110046633457,11.7011181357751,19,1955,51.5833,9.3,"51.5833 9.3","1950-1960",124
2340,120.095922959153,1.50952094175735,19,1956,51.5833,9.3,"51.5833 9.3","1950-1960",121
3072,137.220766269933,9.29647311695697,19,1957,51.5833,9.3,"51.5833 9.3","1950-1960",105
2316,121.503573370824,0.82593620831743,19,1958,51.5833,9.3,"51.5833 9.3","1950-1960",126
2412,127.461007152171,11.8603065333499,19,1959,51.5833,9.3,"51.5833 9.3","1950-1960",105
3000,133.971412856859,4.98547026202487,19,1960,51.5833,9.3,"51.5833 9.3","1950-1960",104
1296,84.4924132512728,0.252873957748334,20,1951,50,12.0833,"50 12.0833","1950-1960",115
1572,82.4380189562616,0.196051227712535,20,1952,50,12.0833,"50 12.0833","1950-1960",101
1596,93.7566523803307,0.232948537707043,20,1953,50,12.0833,"50 12.0833","1950-1960",118
1416,89.4363745771298,1.41241938248005,20,1954,50,12.0833,"50 12.0833","1950-1960",94
1512,88.0178166642973,1.31945000411717,20,1955,50,12.0833,"50 12.0833","1950-1960",122
1500,92.5085631666715,4.73655375187777,20,1956,50,12.0833,"50 12.0833","1950-1960",129
1932,105.898426669059,2.88199758805101,20,1957,50,12.0833,"50 12.0833","1950-1960",88
1764,96.3901255358864,0.281019839884894,20,1958,50,12.0833,"50 12.0833","1950-1960",124
1416,91.689552280812,1.55272504705247,20,1959,50,12.0833,"50 12.0833","1950-1960",103
1992,101.774482208102,2.03328013636558,20,1960,50,12.0833,"50 12.0833","1950-1960",115
1632,108.257878645911,3.74385286477588,21,1951,49.3333,10.8,"49.3333 10.8","1950-1960",115
1980,105.395849232672,17.6833397411004,21,1952,49.3333,10.8,"49.3333 10.8","1950-1960",112
2064,112.275772975753,3.3178330218095,21,1953,49.3333,10.8,"49.3333 10.8","1950-1960",103
1776,110.990665054335,4.58550187829668,21,1954,49.3333,10.8,"49.3333 10.8","1950-1960",124
1884,103.746352529101,11.1307306401799,21,1955,49.3333,10.8,"49.3333 10.8","1950-1960",121
1812,107.716335141225,7.93555603347784,21,1956,49.3333,10.8,"49.3333 10.8","1950-1960",128
2328,122.621631897255,11.7291042467465,21,1957,49.3333,10.8,"49.3333 10.8","1950-1960",118
2040,117.520067747591,1.64421914726791,21,1958,49.3333,10.8,"49.3333 10.8","1950-1960",130
1776,109.354406864383,3.89326248953882,21,1959,49.3333,10.8,"49.3333 10.8","1950-1960",105
2352,117.213652634534,7.72660947394338,21,1960,49.3333,10.8,"49.3333 10.8","1950-1960",110
1596,97.9607558580456,3.4834570273536,22,1951,49.4,11.4,"49.4 11.4","1950-1960",115
1944,101.83078252321,18.3187303962666,22,1952,49.4,11.4,"49.4 11.4","1950-1960",109
2112,108.941913772687,2.98397617933907,22,1953,49.4,11.4,"49.4 11.4","1950-1960",96
1728,106.838574015113,3.52280124596321,22,1954,49.4,11.4,"49.4 11.4","1950-1960",126
1848,100.485181842288,10.8428469201372,22,1955,49.4,11.4,"49.4 11.4","1950-1960",124
1764,104.82206787477,7.68135183524839,22,1956,49.4,11.4,"49.4 11.4","1950-1960",128
2364,121.185553642741,11.5629039747132,22,1957,49.4,11.4,"49.4 11.4","1950-1960",113
1884,114.155449096986,0.979812743936403,22,1958,49.4,11.4,"49.4 11.4","1950-1960",125
2040,111.061453957437,5.72153423369486,22,1959,49.4,11.4,"49.4 11.4","1950-1960",104
2436,117.269699043413,6.00894440386152,22,1960,49.4,11.4,"49.4 11.4","1950-1960",107
1524,93.1207488242647,6.07873079899778,23,1951,48.4833,10.6667,"48.4833 10.6667","1950-1960",115
2028,109.088283366746,1.39828810985552,23,1952,48.4833,10.6667,"48.4833 10.6667","1950-1960",101
1848,100.036921780514,3.31054617402616,23,1953,48.4833,10.6667,"48.4833 10.6667","1950-1960",106
1788,109.766373219956,7.14999211862175,23,1954,48.4833,10.6667,"48.4833 10.6667","1950-1960",114
1896,105.01493078813,9.12615537188691,23,1955,48.4833,10.6667,"48.4833 10.6667","1950-1960",112
1860,111.052171086154,9.59157895482029,23,1956,48.4833,10.6667,"48.4833 10.6667","1950-1960",113
2268,123.748849812079,12.395608011209,23,1957,48.4833,10.6667,"48.4833 10.6667","1950-1960",110
1896,113.095796485943,0.426789572088732,23,1958,48.4833,10.6667,"48.4833 10.6667","1950-1960",115
1848,107.477002148968,8.2771083543679,23,1959,48.4833,10.6667,"48.4833 10.6667","1950-1960",110
2424,118.108119960454,8.892662098101,23,1960,48.4833,10.6667,"48.4833 10.6667","1950-1960",116
1440,88.3297216139146,1.81404713068884,24,1951,49.3833,12.7167,"49.3833 12.7167","1950-1960",116
1764,91.9191999610853,8.59197192608117,24,1952,49.3833,12.7167,"49.3833 12.7167","1950-1960",108
1944,98.5676014570121,0.978440648595433,24,1953,49.3833,12.7167,"49.3833 12.7167","1950-1960",94
1680,96.3342395461116,1.71620823919273,24,1954,49.3833,12.7167,"49.3833 12.7167","1950-1960",122
1632,93.1891146579397,5.56233927540655,24,1955,49.3833,12.7167,"49.3833 12.7167","1950-1960",124
1596,98.2730049032871,6.35948761108727,24,1956,49.3833,12.7167,"49.3833 12.7167","1950-1960",126
2076,112.929275746992,4.26587909885813,24,1957,49.3833,12.7167,"49.3833 12.7167","1950-1960",104
1764,96.6371598142109,0.407738804262861,24,1958,49.3833,12.7167,"49.3833 12.7167","1950-1960",126
1644,101.841040440871,0.415294297078111,24,1959,49.3833,12.7167,"49.3833 12.7167","1950-1960",96
2244,109.084379896191,2.93847318362721,24,1960,49.3833,12.7167,"49.3833 12.7167","1950-1960",108
1548,91.350804110515,1.05526559912719,25,1951,50.3167,11.9167,"50.3167 11.9167","1950-1960",116
1716,85.5154631468162,3.20050758190297,25,1952,50.3167,11.9167,"50.3167 11.9167","1950-1960",104
1896,102.942401772563,2.23986837415686,25,1953,50.3167,11.9167,"50.3167 11.9167","1950-1960",105
1416,87.4960739923805,1.2010563159258,25,1954,50.3167,11.9167,"50.3167 11.9167","1950-1960",124
1488,90.1883388206893,4.18825850748207,25,1955,50.3167,11.9167,"50.3167 11.9167","1950-1960",121
1392,88.4929353421878,2.87560125845426,25,1956,50.3167,11.9167,"50.3167 11.9167","1950-1960",125
2088,108.350225715085,1.60933241914231,25,1957,50.3167,11.9167,"50.3167 11.9167","1950-1960",108
1716,95.1280196707912,0.321893390509492,25,1958,50.3167,11.9167,"50.3167 11.9167","1950-1960",130
1512,93.9569551074658,4.85714577451406,25,1959,50.3167,11.9167,"50.3167 11.9167","1950-1960",106
2028,103.080791470178,0.492432224855617,25,1960,50.3167,11.9167,"50.3167 11.9167","1950-1960",121
2172,127.108027174298,8.36197084402023,26,1951,49.7,10.0167,"49.7 10.0167","1950-1960",116
2136,116.591155110138,39.9361746850777,26,1952,49.7,10.0167,"49.7 10.0167","1950-1960",115
2376,121.671462829481,8.89014603417197,26,1953,49.7,10.0167,"49.7 10.0167","1950-1960",102
1920,119.932323372765,7.70935521429509,26,1954,49.7,10.0167,"49.7 10.0167","1950-1960",118
2028,111.369735713877,18.7502067733833,26,1955,49.7,10.0167,"49.7 10.0167","1950-1960",121
2088,118.379505424522,10.5787390966377,26,1956,49.7,10.0167,"49.7 10.0167","1950-1960",117
2556,134.146931338317,14.3503168610369,26,1957,49.7,10.0167,"49.7 10.0167","1950-1960",96
2376,128.252664678511,3.70257955499202,26,1958,49.7,10.0167,"49.7 10.0167","1950-1960",121
2244,125.805178476653,6.22728276507046,26,1959,49.7,10.0167,"49.7 10.0167","1950-1960",98
2652,126.129494770582,3.74274888418985,26,1960,49.7,10.0167,"49.7 10.0167","1950-1960",99
2100,123.703782326546,6.28421235860937,27,1951,49.4667,9.58333,"49.4667 9.58333","1950-1960",116
2172,112.17942347536,3.79256827318832,27,1952,49.4667,9.58333,"49.4667 9.58333","1950-1960",103
2256,115.508234564507,3.6613686363127,27,1953,49.4667,9.58333,"49.4667 9.58333","1950-1960",93
1956,116.267508170386,8.64981551334064,27,1954,49.4667,9.58333,"49.4667 9.58333","1950-1960",124
1872,104.433193887343,10.907412156294,27,1955,49.4667,9.58333,"49.4667 9.58333","1950-1960",122
2052,117.708636314291,8.41273740762345,27,1956,49.4667,9.58333,"49.4667 9.58333","1950-1960",123
2460,127.310005819683,11.8866329668862,27,1957,49.4667,9.58333,"49.4667 9.58333","1950-1960",108
2376,125.787374794064,1.41790249741476,27,1958,49.4667,9.58333,"49.4667 9.58333","1950-1960",123
2208,125.648031850843,6.30584458179607,27,1959,49.4667,9.58333,"49.4667 9.58333","1950-1960",105
2628,124.663452877537,10.0985161443136,27,1960,49.4667,9.58333,"49.4667 9.58333","1950-1960",111
1596,96.4270458548314,8.24178838551895,28,1951,49.5333,11.6833,"49.5333 11.6833","1950-1960",117
1824,96.806089334689,16.1371168593149,28,1952,49.5333,11.6833,"49.5333 11.6833","1950-1960",109
2148,109.834024196787,4.17643911080194,28,1953,49.5333,11.6833,"49.5333 11.6833","1950-1960",106
1656,103.351999878664,2.65398699199488,28,1954,49.5333,11.6833,"49.5333 11.6833","1950-1960",127
1824,98.9747076804386,8.61323060055448,28,1955,49.5333,11.6833,"49.5333 11.6833","1950-1960",120
