"chillutah","chillports","gdd","mat.lo","siteslist","year","lat","long","lat.long","cc","lo","mat"
2496,136.760274979727,3.21172609747605,0.327599992677569,1,1951,49.2667,8.75,"49.2667 8.75","1950-1960",84,1.71049176504622
2388,122.357791797284,23.2074880137498,2.35717386035654,1,1952,49.2667,8.75,"49.2667 8.75","1950-1960",106,3.72377040857052
2448,124.171723177005,0,-0.999499977659434,1,1953,49.2667,8.75,"49.2667 8.75","1950-1960",79,2.81213108468495
2424,131.607335774568,12.5698664274519,2.22276590776412,1,1954,49.2667,8.75,"49.2667 8.75","1950-1960",106,2.24721306452497
1956,111.060372913233,20.2375629830974,0.591666653441886,1,1955,49.2667,8.75,"49.2667 8.75","1950-1960",119,0.771311458169681
2340,123.431977194771,11.8394302986941,0.929230748460843,1,1956,49.2667,8.75,"49.2667 8.75","1950-1960",112,1.38918029681825
2940,141.479452747684,18.2586923206675,3.49666658851008,1,1957,49.2667,8.75,"49.2667 8.75","1950-1960",92,3.59852450973064
2592,130.067456798604,79.3328856762231,1.52392401657055,1,1958,49.2667,8.75,"49.2667 8.75","1950-1960",138,-0.806229490176087
2772,137.790227617144,30.8326449372702,3.9017240507207,1,1959,49.2667,8.75,"49.2667 8.75","1950-1960",117,4.11475400638873
3084,137.827829779376,3.95218791336493,2.52857137205345,1,1960,49.2667,8.75,"49.2667 8.75","1950-1960",88,3.52114746227983
1656,100.847231015638,2.08033053261023,-0.953684189209813,2,1951,49.9167,11,"49.9167 11","1950-1960",97,0.218360650856964
1944,102.416065111256,6.33097203394286,-0.0788636346008967,2,1952,49.9167,11,"49.9167 11","1950-1960",104,1.85704913881959
2316,116.298559858712,1.22533547585982,-0.88181816210801,2,1953,49.9167,11,"49.9167 11","1950-1960",92,1.23803275921306
1764,106.419080460838,3.36590859513616,0.751666649865607,2,1954,49.9167,11,"49.9167 11","1950-1960",113,0.771147523747116
1884,102.112831154342,11.144553749587,-0.656065559106284,2,1955,49.9167,11,"49.9167 11","1950-1960",120,-0.656065559106284
1800,106.559639627657,5.72818863198192,-0.726249983767048,2,1956,49.9167,11,"49.9167 11","1950-1960",116,-0.354098352741023
2376,119.664201320066,6.86841219839953,1.86999995820224,2,1957,49.9167,11,"49.9167 11","1950-1960",95,1.71393438792009
2040,115.746012666213,0.53203371333785,-2.43915248785357,2,1958,49.9167,11,"49.9167 11","1950-1960",118,-2.24918027759575
1932,109.123585847969,2.64078786217281,1.43343746796018,2,1959,49.9167,11,"49.9167 11","1950-1960",91,2.53622945150757
2400,113.809308192843,0.413707167748491,0.452702692584009,2,1960,49.9167,11,"49.9167 11","1950-1960",97,1.38639341163464
1836,105.613579332264,2.43436011272418,-0.773877533722897,3,1951,50.15,10.4333,"50.15 10.4333","1950-1960",108,-0.0390163925705386
1932,105.4365592021,5.04118436004458,0.215714280892696,3,1952,50.15,10.4333,"50.15 10.4333","1950-1960",102,2.33901634116153
2208,114.00351477051,3.12205356696194,-0.00270833327279735,3,1953,50.15,10.4333,"50.15 10.4333","1950-1960",107,0.566229495540506
1788,108.403884605665,4.14870015734113,0.505882341633825,3,1954,50.15,10.4333,"50.15 10.4333","1950-1960",110,0.589836052389907
