"long","lat","winter","year","lat.long","mat","lo","num.years","cc"
8.1,48.1833,"0",1959,"48.1833 8.1",10.8993404157214,106,5,"apre"
9.4,51.0333,"0",1959,"51.0333 9.4",13.3295601416215,107,7,"apre"
8.91667,49.3333,"0",1960,"49.3333 8.91667",13.6101095859002,101,7,"apre"
12.9333,47.95,"0",1960,"47.95 12.9333",12.4614282928939,104,9,"apre"
11.4167,47.7167,"0",1960,"47.7167 11.4167",10.3041755938595,116,6,"apre"
9.63333,51.2833,"0",1960,"51.2833 9.63333",11.6681316073288,107,10,"apre"
12.6,48.8833,"0",1960,"48.8833 12.6",13.1604392662808,110,8,"apre"
11.1333,48.4667,"0",1960,"48.4667 11.1333",12.4618678533237,126,14,"apre"
11.1333,48.4667,"0",1960,"48.4667 11.1333",12.4618678533237,126,14,"apre"
8.1,48.1833,"0",1960,"48.1833 8.1",10.8187909669724,100,5,"apre"
9.4,51.0333,"0",1960,"51.0333 9.4",12.4958238965207,123,7,"apre"
8.91667,49.3333,"0",2000,"49.3333 8.91667",15.0391205429703,105,6,"post"
8.35,51.6667,"0",2000,"51.6667 8.35",14.2225271546292,114,11,"post"
12.9333,47.95,"0",2000,"47.95 12.9333",15.0773623003573,105,5,"post"
11.4167,47.7167,"0",2000,"47.7167 11.4167",12.2823074177767,116,11,"post"
9.63333,51.2833,"0",2000,"51.2833 9.63333",13.1503293763969,113,11,"post"
12.6,48.8833,"0",2000,"48.8833 12.6",14.5245051698575,111,11,"post"
11.1333,48.4667,"0",2000,"48.4667 11.1333",13.8187908999172,111,10,"post"
8.1,48.1833,"0",2000,"48.1833 8.1",12.0907689605195,113,11,"post"
14.3167,51.7833,"0",2000,"51.7833 14.3167",15.6124172334529,111,11,"post"
8.91667,49.3333,"0",2001,"49.3333 8.91667",13.3790106899668,113,6,"post"
8.35,51.6667,"0",2001,"51.6667 8.35",12.2131865402008,127,11,"post"
12.9333,47.95,"0",2001,"47.95 12.9333",12.9157139970256,104,5,"post"
11.4167,47.7167,"0",2001,"47.7167 11.4167",10.36582394413,121,11,"post"
9.63333,51.2833,"0",2001,"51.2833 9.63333",11.2735162315338,125,11,"post"
12.6,48.8833,"0",2001,"48.8833 12.6",12.7128568587026,116,11,"post"
11.1333,48.4667,"0",2001,"48.4667 11.1333",12.1173623665185,113,10,"post"
8.1,48.1833,"0",2001,"48.1833 8.1",10.3556041641386,123,11,"post"
14.3167,51.7833,"0",2001,"51.7833 14.3167",13.0502194885246,119,11,"post"
8.91667,49.3333,"0",2002,"49.3333 8.91667",14.3631864921446,105,6,"post"
8.35,51.6667,"0",2002,"51.6667 8.35",13.122746959431,119,11,"post"
12.9333,47.95,"0",2002,"47.95 12.9333",13.9837359511754,108,5,"post"
11.4167,47.7167,"0",2002,"47.7167 11.4167",11.6131865536119,125,11,"post"
9.63333,51.2833,"0",2002,"51.2833 9.63333",12.2510986272655,114,11,"post"
12.6,48.8833,"0",2002,"48.8833 12.6",13.9234062821942,118,11,"post"
11.1333,48.4667,"0",2002,"48.4667 11.1333",13.1578019037024,117,10,"post"
8.1,48.1833,"0",2002,"48.1833 8.1",11.2986810661361,129,11,"post"
14.3167,51.7833,"0",2002,"51.7833 14.3167",14.363296382252,114,11,"post"
8.91667,49.3333,"0",2003,"49.3333 8.91667",15.4070326226589,106,6,"post"
8.35,51.6667,"0",2003,"51.6667 8.35",14.1184612228893,117,11,"post"
12.9333,47.95,"0",2003,"47.95 12.9333",15.1060436183976,107,5,"post"
11.4167,47.7167,"0",2003,"47.7167 11.4167",12.8037359775505,116,11,"post"
9.63333,51.2833,"0",2003,"51.2833 9.63333",13.3427469545136,115,11,"post"
12.6,48.8833,"0",2003,"48.8833 12.6",14.9224172488756,111,11,"post"
11.1333,48.4667,"0",2003,"48.4667 11.1333",14.632527145465,119,10,"post"
8.1,48.1833,"0",2003,"48.1833 8.1",12.8354942185988,118,11,"post"
9.4,51.0333,"0",2003,"51.0333 9.4",13.948681006904,116,8,"post"
14.3167,51.7833,"0",2003,"51.7833 14.3167",14.9221974686607,114,11,"post"
8.91667,49.3333,"0",2004,"49.3333 8.91667",13.2371425612697,107,6,"post"
8.35,51.6667,"0",2004,"51.6667 8.35",12.3703293938313,114,11,"post"
12.9333,47.95,"0",2004,"47.95 12.9333",12.5026370831816,107,5,"post"
11.4167,47.7167,"0",2004,"47.7167 11.4167",10.1298898834694,117,11,"post"
9.63333,51.2833,"0",2004,"51.2833 9.63333",11.3893404047691,110,11,"post"
12.6,48.8833,"0",2004,"48.8833 12.6",12.6335162011354,113,11,"post"
11.1333,48.4667,"0",2004,"48.4667 11.1333",11.8336261091242,110,10,"post"
8.1,48.1833,"0",2004,"48.1833 8.1",10.2005492225494,127,11,"post"
9.4,51.0333,"0",2004,"51.0333 9.4",11.8781316026349,109,8,"post"
14.3167,51.7833,"0",2004,"51.7833 14.3167",13.0383513569218,111,11,"post"
8.91667,49.3333,"0",2005,"49.3333 8.91667",14.1573623209209,109,6,"post"
8.35,51.6667,"0",2005,"51.6667 8.35",12.9180216892817,116,11,"post"
11.4167,47.7167,"0",2005,"47.7167 11.4167",11.3589008450099,122,11,"post"
9.63333,51.2833,"0",2005,"51.2833 9.63333",12.128131597047,111,11,"post"
12.6,48.8833,"0",2005,"48.8833 12.6",13.4629667320463,110,11,"post"
11.1333,48.4667,"0",2005,"48.4667 11.1333",12.9581315784951,110,10,"post"
8.1,48.1833,"0",2005,"48.1833 8.1",11.3734063391911,119,11,"post"
9.4,51.0333,"0",2005,"51.0333 9.4",12.6226370804994,110,8,"post"
14.3167,51.7833,"0",2005,"51.7833 14.3167",13.5962634323636,109,11,"post"
8.35,51.6667,"0",2006,"51.6667 8.35",12.6643953213243,121,11,"post"
11.4167,47.7167,"0",2006,"47.7167 11.4167",10.8686810757474,116,11,"post"
9.63333,51.2833,"0",2006,"51.2833 9.63333",12.0229667642328,118,11,"post"
12.6,48.8833,"0",2006,"48.8833 12.6",13.383626074479,117,11,"post"
11.1333,48.4667,"0",2006,"48.4667 11.1333",12.6560436731593,119,10,"post"
8.1,48.1833,"0",2006,"48.1833 8.1",10.781977780982,122,11,"post"
9.4,51.0333,"0",2006,"51.0333 9.4",12.4467030184978,118,8,"post"
14.3167,51.7833,"0",2006,"51.7833 14.3167",13.9630766109778,114,11,"post"
8.35,51.6667,"0",2007,"51.6667 8.35",14.1679117712346,100,11,"post"
11.4167,47.7167,"0",2007,"47.7167 11.4167",12.894285426076,119,11,"post"
9.63333,51.2833,"0",2007,"51.2833 9.63333",13.8959337553357,104,11,"post"
12.6,48.8833,"0",2007,"48.8833 12.6",14.932417248652,106,11,"post"
8.1,48.1833,"0",2007,"48.1833 8.1",13.0904392678454,109,11,"post"
9.4,51.0333,"0",2007,"51.0333 9.4",14.3703293491278,105,8,"post"
14.3167,51.7833,"0",2007,"51.7833 14.3167",15.5334062462079,103,11,"post"
8.35,51.6667,"0",2008,"51.6667 8.35",13.0862634437629,118,11,"post"
11.4167,47.7167,"0",2008,"47.7167 11.4167",11.0324173358238,125,11,"post"
9.63333,51.2833,"0",2008,"51.2833 9.63333",12.5330766429408,117,11,"post"
12.6,48.8833,"0",2008,"48.8833 12.6",13.9750546326881,112,11,"post"
11.1333,48.4667,"0",2008,"48.4667 11.1333",13.1872524524947,116,10,"post"
8.1,48.1833,"0",2008,"48.1833 8.1",11.5380217201271,120,11,"post"
9.4,51.0333,"0",2008,"51.0333 9.4",12.9704392705276,106,8,"post"
14.3167,51.7833,"0",2008,"51.7833 14.3167",14.186263419176,112,11,"post"
8.35,51.6667,"0",2009,"51.6667 8.35",13.5526370597123,101,11,"post"
11.4167,47.7167,"0",2009,"47.7167 11.4167",11.7910986375473,106,11,"post"
9.63333,51.2833,"0",2009,"51.2833 9.63333",13.0375821261697,101,11,"post"
12.6,48.8833,"0",2009,"48.8833 12.6",14.4142853921013,94,11,"post"
11.1333,48.4667,"0",2009,"48.4667 11.1333",13.632087607387,119,10,"post"
8.1,48.1833,"0",2009,"48.1833 8.1",12.344175548262,105,11,"post"
9.4,51.0333,"0",2009,"51.0333 9.4",13.514065632003,102,8,"post"
14.3167,51.7833,"0",2009,"51.7833 14.3167",14.2559337472891,100,11,"post"
8.35,51.6667,"0",2010,"51.6667 8.35",11.7723074291761,117,11,"post"
11.4167,47.7167,"0",2010,"47.7167 11.4167",9.97835142531811,117,11,"post"
9.63333,51.2833,"0",2010,"51.2833 9.63333",11.3140656811769,116,11,"post"
12.6,48.8833,"0",2010,"48.8833 12.6",12.8634063058871,109,11,"post"
11.1333,48.4667,"0",2010,"48.4667 11.1333",11.9494502823595,110,10,"post"
8.1,48.1833,"0",2010,"48.1833 8.1",10.6118678946744,140,11,"post"
9.4,51.0333,"0",2010,"51.0333 9.4",11.8259338016038,113,8,"post"
14.3167,51.7833,"0",2010,"51.7833 14.3167",12.8691205914736,110,11,"post"
