"chillutah","chillports","gdd","siteslist","year","lat","long","lat.long","cc","lo"
3012,132.312418189962,26.5364509607051,1,1951,49.2667,8.75,"49.2667 8.75","1950-1960",84
2556,123.934234463141,129.07291007177,1,1952,49.2667,8.75,"49.2667 8.75","1950-1960",106
2268,110.507291327679,8.42533595358276,1,1953,49.2667,8.75,"49.2667 8.75","1950-1960",79
2544,122.799364736076,55.7745642792628,1,1954,49.2667,8.75,"49.2667 8.75","1950-1960",106
1800,104.791508590131,120.397627944799,1,1955,49.2667,8.75,"49.2667 8.75","1950-1960",119
2088,104.234818328974,77.7332192283636,1,1956,49.2667,8.75,"49.2667 8.75","1950-1960",112
2808,133.464942218792,78.6897106782967,1,1957,49.2667,8.75,"49.2667 8.75","1950-1960",92
2268,112.358243568186,240.160126855138,1,1958,49.2667,8.75,"49.2667 8.75","1950-1960",138
2628,120.951934479557,201.004327831074,1,1959,49.2667,8.75,"49.2667 8.75","1950-1960",117
2700,127.834932658951,47.267118588078,1,1960,49.2667,8.75,"49.2667 8.75","1950-1960",88
2568,128.069471349412,23.6737956249012,2,1951,49.9167,11,"49.9167 11","1950-1960",97
2124,111.999252184228,68.3550204371982,2,1952,49.9167,11,"49.9167 11","1950-1960",104
2100,107.590406782215,33.725436763109,2,1953,49.9167,11,"49.9167 11","1950-1960",92
2232,112.857671757037,29.9462872938382,2,1954,49.9167,11,"49.9167 11","1950-1960",113
1704,98.9342787655055,90.8081071496412,2,1955,49.9167,11,"49.9167 11","1950-1960",120
2016,100.968308750021,38.2613606300084,2,1956,49.9167,11,"49.9167 11","1950-1960",116
2628,125.234209027437,59.8935299862268,2,1957,49.9167,11,"49.9167 11","1950-1960",95
2172,111.167048915622,31.9135973236001,2,1958,49.9167,11,"49.9167 11","1950-1960",118
2640,118.274896574242,43.4684543840096,2,1959,49.9167,11,"49.9167 11","1950-1960",91
2532,116.341725682235,31.337971325473,2,1960,49.9167,11,"49.9167 11","1950-1960",97
2784,132.450985482203,35.2919776736368,3,1951,50.15,10.4333,"50.15 10.4333","1950-1960",108
2280,118.977093177383,58.1290466747946,3,1952,50.15,10.4333,"50.15 10.4333","1950-1960",102
2232,110.964825282777,86.5418335757239,3,1953,50.15,10.4333,"50.15 10.4333","1950-1960",107
2424,118.814458377407,35.4446319632091,3,1954,50.15,10.4333,"50.15 10.4333","1950-1960",110
1764,101.347821053996,47.9953091261531,3,1955,50.15,10.4333,"50.15 10.4333","1950-1960",114
2028,99.4270623098731,76.5271888986848,3,1956,50.15,10.4333,"50.15 10.4333","1950-1960",120
2772,130.668236531707,171.084979807324,3,1957,50.15,10.4333,"50.15 10.4333","1950-1960",123
2196,111.025136724946,124.418687499212,3,1958,50.15,10.4333,"50.15 10.4333","1950-1960",128
2556,117.161970075469,156.663493361989,3,1959,50.15,10.4333,"50.15 10.4333","1950-1960",112
2520,121.63094926472,75.0004262690419,3,1960,50.15,10.4333,"50.15 10.4333","1950-1960",100
2904,132.615704886656,47.5907767780378,4,1951,49.4167,9.28333,"49.4167 9.28333","1950-1960",108
2412,120.636392693952,52.7043490998586,4,1952,49.4167,9.28333,"49.4167 9.28333","1950-1960",101
2340,111.144840576047,44.8207118727827,4,1953,49.4167,9.28333,"49.4167 9.28333","1950-1960",92
2496,123.528276639932,60.5706304732126,4,1954,49.4167,9.28333,"49.4167 9.28333","1950-1960",117
1692,102.595670638062,66.3916204081963,4,1955,49.4167,9.28333,"49.4167 9.28333","1950-1960",116
2112,105.049204870369,79.6493365911003,4,1956,49.4167,9.28333,"49.4167 9.28333","1950-1960",118
