"id","year","gdd_prince","gdd_liv"
"33.1627266084746 -88.5990398190916 1992",1992,1204.90945950749,1422.01480484325
"52.5599998347543 -75.144145321101 1955",1955,978.846236069527,863.399681715317
"32.0464630150534 -95.8938393183053 2008",2008,1033.42846258025,1264.24591451488
"48.85591549809 -66.0643910430372 1981",1981,1007.83757133696,790.811087214676
"49.0007084157223 -106.431604363024 1998",1998,1056.31236212471,968.217641024242
"44.9087032460095 -94.8616801109165 1961",1961,1151.24584941742,1285.23777241651
"32.1412173830378 -123.10684341006 2009",2009,958.195239934535,NA
"47.5048424259769 -64.2819375079125 1995",1995,1203.20335339723,1035.14986987852
"46.0866003137328 -119.472509706393 1994",1994,1242.51894315817,1091.2281859709
"48.0257358525299 -111.454154066741 1997",1997,1215.78525572243,994.758311308704
"35.1315851615641 -120.541583821178 1980",1980,1261.90250631853,1011.57687477237
"42.3346899607883 -102.256432799622 1973",1973,1236.40703706546,1074.57402215333
"42.7680966239421 -76.761575192213 1957",1957,444.107001649594,1351.68090734989
"46.1544041046811 -105.081077087671 1963",1963,1112.99074355503,1093.30947423678
"52.699313233082 -88.8419535756111 1991",1991,977.913114323016,1080.81560462345
"57.2192666995213 -87.1261992864311 2011",2011,772.767518313221,1133.33322014066
"51.2935360068915 -65.2994155604393 1974",1974,844.856698025942,523.731158743419
"51.197344187149 -87.4793382547796 2001",2001,1059.38438238679,1034.12046397776
"46.2495094455031 -95.9057786688209 1995",1995,1207.60947240709,1320.32799063568
"55.9178315247852 -113.863391233608 2010",2010,870.677469587633,768.493862024035
"48.5040204442386 -71.496568210423 1998",1998,1002.92303807189,1040.30256195947
"50.565375524201 -120.039840079844 2011",2011,1044.25865784305,851.878583005415
"46.7487895713923 -102.483882782981 1961",1961,1053.65124245181,1166.99895533762
"39.1561168655609 -90.429502632469 2009",2009,1769.22596939338,1446.32462755495
"30.4456546476584 -120.119603276253 2006",2006,763.251520106086,NA
"48.5828948397301 -91.991485375911 1997",1997,1141.46406066616,1016.33927338315
"32.0222463470031 -97.8330462612212 1958",1958,1112.21531578547,1146.67988433176
"30.4496874480436 -92.7515053097159 2011",2011,711.195206513122,1159.7855792332
"52.7269852114709 -73.9891357440502 1974",1974,845.532648121151,741.698741624497
"49.9063310172261 -69.7530311811716 2009",2009,1260.82358695663,724.125599244757
"56.6347718594205 -124.181420914829 2010",2010,840.493620297607,536.965717846551
"34.6421840524576 -67.335968837142 1985",1985,1289.53816105716,NA
"50.5331339754717 -85.1754673104734 1993",1993,1029.48139370827,1057.74265689431
"34.5893550068961 -79.7463588416577 1994",1994,1241.88298793102,1443.51037365651
"50.8218732915698 -82.4217864777893 1991",1991,1051.74975287952,968.052226128633
"48.1971987764719 -85.8240880630911 1994",1994,1224.86371698519,713.860022333855
"43.1888254962565 -72.4372369330376 1957",1957,1147.62867155452,1074.12335916353
"35.0534270927134 -112.121574003249 1974",1974,1324.40500343615,1171.60662670788
"54.8649499384329 -108.61614366062 2000",2000,806.035340513019,919.690856996915
"56.3433379882138 -95.0697213783861 2001",2001,821.48609452637,1019.98143854882
"40.6201407843538 -69.4001811370254 1980",1980,1215.67640253211,NA
"48.8108590164397 -94.588915547356 1974",1974,981.072287672831,1094.2657566253
"57.5808176453015 -69.0325892530382 1993",1993,611.717319803314,548.831005935398
"43.6568225648972 -83.2803598232567 1963",1963,1259.092014322,1175.91971905206
"37.851825447679 -61.0877382103354 1955",1955,1769.72871021535,NA
"36.3658914307076 -117.104629352689 1983",1983,1502.08725789026,1193.43410071239
"36.142729373327 -65.9494624100626 2012",2012,1244.61937645344,NA
"30.0132749658368 -99.4747516326606 2006",2006,730.585654133024,1276.18434328933
"39.441241866915 -119.750026892871 2013",2013,1690.95742683822,1128.32516610485
"49.0058275164919 -69.5320888236165 1980",1980,982.161700208171,733.230832347248
"51.6520260221302 -79.3520047143102 1974",1974,901.010092190673,833.770078274834
"31.3834969604458 -109.765085410327 1984",1984,879.487941462986,1331.50459683529
"34.8430641314243 -84.4684952683747 1985",1985,1307.22478360045,1326.88090730772
"38.064801742548 -117.385083138943 1972",1972,1733.61899236966,1137.59418868649
"40.5234542356411 -80.34708481282 1984",1984,1263.74130540889,1319.88334429254
"40.984733528885 -79.7234770841897 1992",1992,1248.6027582451,1161.08209654468
"46.4109087743938 -61.6623462550342 2013",2013,1240.78974839645,996.608787727847
"55.845543253227 -63.5584488417953 1997",1997,923.391689466745,440.348580771642
"32.2684344753231 -74.8456166312099 1972",1972,1166.74517348788,NA
"36.2477343809992 -114.634345024824 2000",2000,1322.21469234941,807.561763366448
"42.1674230168255 -121.111401272938 1983",1983,1342.42694653592,691.194476488368
"36.3478706338408 -72.9112716950477 1983",1983,1502.08725789026,NA
"34.8197921368311 -110.573452413082 1963",1963,1305.4761753626,1123.33917548844
"32.6347713993851 -124.731298573315 2012",2012,962.820985403299,NA
"41.2968090490371 -89.4549667462707 1963",1963,1395.9527209767,1290.35393681562
"30.5223668564365 -111.548918103799 1994",1994,704.915690166185,1051.09541171325
"35.4757447392473 -96.1357138864696 1956",1956,1285.90727954665,1142.7435516922
"53.6783369721993 -112.163161067292 2004",2004,1098.15735594807,808.95767465952
"30.6225879059751 -91.8244497198612 1974",1974,901.846013020543,1360.69275617271
"36.4005561419874 -77.6715975813568 2007",2007,1315.76289631514,1347.3686796993
"47.9866038490369 -120.314428461716 1981",1981,1122.03791662802,601.458125837736
"45.6862250335629 -115.039945319295 1957",1957,1200.62478371329,426.749833540796
"45.2433137060512 -88.4096154291183 1995",1995,1283.64657150878,1280.40562836461
"30.2994992970468 -109.235934689641 1963",1963,820.025803087331,1299.14687752418
"44.0620086030984 -83.0861419066787 2003",2003,1377.00578347419,1236.901127061
"53.3309531671848 -105.596123412251 1974",1974,824.312021800134,903.232118384187
"55.2178561747662 -88.0451033078134 1994",1994,888.299286294937,1013.53344059749
"50.3462442138213 -95.2690544351935 1980",1980,1006.97801194568,1066.46665547677
"42.5182947066705 -61.752702081576 1961",1961,664.672714238799,NA
"33.7622496206001 -88.3045366220177 1974",1974,1283.71117085769,1348.77673217896
"34.1841393217716 -88.570477059111 2003",2003,1240.88599358488,1438.70313772094
"30.7445256583514 -89.9261446204037 1993",1993,807.019270744864,1343.69478434552
"43.5848638203298 -87.640804136172 1957",1957,1258.49921872696,1338.47586889029
"39.9899724404903 -118.338391520083 2007",2007,1683.82678194409,941.103453376901
"41.5332365533766 -109.173442488536 1963",1963,1379.96718968484,980.022505270977
"51.5599900246702 -92.2960079647601 2006",2006,1154.15439683088,1117.91222090115
"48.3960265259334 -100.991939390078 1963",1963,963.292045147561,1236.94958390112
"56.2234702422855 -74.1633974388242 2001",2001,832.455117430779,666.158640397391
"51.4886689599456 -71.6335845831782 1963",1963,828.263950144414,643.263381216301
"55.9158926069913 -122.337371874601 2009",2009,925.184928115315,930.700608984969
"42.7852809262156 -119.383806204423 1955",1955,561.754515462838,757.138809060017
"43.0029158327961 -116.156770382077 2000",2000,1276.05828841601,1055.61532958469
"44.9972341360764 -122.727775610983 1992",1992,1229.45860742442,1070.40087591153
"34.8595392009668 -90.0416075997055 1980",1980,1256.32386443519,1153.70519737868
"34.7231195639091 -85.4600826278329 1972",1972,1225.88896263766,1338.36593389236
"36.0096389187955 -122.210023105145 1983",1983,1415.17491249129,NA
"34.641304728235 -107.671040995047 2004",2004,1251.01564290351,1048.76524641751
"33.1976452848813 -86.1890454310924 1959",1959,1225.92470447453,1370.72962125483
"48.2094655280715 -69.7642277274281 1973",1973,1174.38409483271,1102.42764381263
"34.481954795339 -109.006380680948 1983",1983,1318.65572828099,998.308266493317
"34.9979332161547 -69.4506245199591 2003",2003,1286.85318753399,NA
"54.7933054933488 -118.314434532076 2007",2007,869.817466380495,303.999268888309
"32.2228860139439 -79.2401953227818 2006",2006,1019.6117561375,NA
"48.3173394805077 -61.335617993027 1980",1980,972.901675474095,856.541820798993
"44.9450113467895 -96.8147905357182 1962",1962,1179.65062779443,1229.56406405022
"38.4860049242864 -60.813174135983 1995",1995,1725.10870579963,NA
"30.8924378912546 -90.9287459682673 1956",1956,941.426220132661,1303.11414707004
"32.1606517124585 -66.2242954596877 1958",1958,1112.21531578547,NA
"34.8207561713996 -99.2188006639481 1981",1981,1314.20840478655,1197.66010103621
"57.0483448148319 -115.385422306135 1984",1984,783.158150030437,872.176608073155
"46.8506480278287 -110.580908786505 1984",1984,1151.85070483481,574.898543691016
"45.5146562499008 -106.389258652926 2013",2013,1288.96342093904,1064.18766894795
"30.6695721297693 -66.6259310301394 1959",1959,789.428687127448,NA
"39.2527063258667 -109.237648118287 1993",1993,1720.54982332608,1045.65892577941
"52.8794763721155 -96.8048578966409 2001",2001,1041.64255531155,1048.32477634905
"37.247709024724 -73.7835726700723 1985",1985,1762.16523967563,NA
"32.4825050607239 -60.0632314290851 2000",2000,1027.52194810863,NA
"41.5528513931242 -91.9552665855736 1963",1963,1379.96718968484,1342.29952642099
"51.5118106467554 -80.2022430952639 2010",2010,1110.18452891998,NA
"32.0206443565064 -80.5772791150958 1971",1971,1073.44317133041,NA
"43.5147009906049 -84.5638215634972 1973",1973,1326.53640353076,1371.92217893072
"57.3334013449498 -88.9912733249367 1994",1994,804.089862122264,1012.43321054391
"52.0443564338086 -72.6091944426298 1957",1957,921.745194214691,600.381463964241
"50.5736409150871 -62.3544505611062 1996",1996,1103.65701354557,587.385019360022
"30.0280898162817 -108.99585954845 1984",1984,702.676596230085,1360.25901753519
"31.9812659009744 -118.252766272053 2007",2007,1020.45505395127,NA
"57.3916869351006 -94.9299227166921 2009",2009,902.115756930039,806.164440218069
"37.54172724014 -69.3747889157384 2006",2006,1734.38033380878,NA
"52.7069684831972 -70.3085905127227 2004",2004,1083.58709327404,541.122710104892
"32.5587118993047 -110.062459828332 2006",2006,1051.27925064912,1262.81920872539
"45.2011192845615 -71.5503345150501 1971",1971,1209.15699733394,1188.75331512999
"45.011751800327 -73.6985322274268 1983",1983,1348.60271028178,1208.19684869167
"34.7209342314332 -123.908956507221 2000",2000,1276.24998094265,NA
"43.2116353276858 -78.0881285481155 1993",1993,1217.80438395763,1355.8229546016
"42.6541259664336 -84.8228250537068 1959",1959,729.420480544275,1221.65761430096
"43.0914702695722 -80.4381737206132 1995",1995,1291.06959846201,1359.55774922529
"31.4395779307465 -104.187207967043 1979",1979,887.82905039573,1257.48243330955
"34.1381747839381 -89.4598126597703 2010",2010,1226.89408772027,1270.22972154373
"35.4771908844027 -73.5768865887076 2010",2010,1298.30513906544,NA
"41.7866267264828 -116.968220416456 2013",2013,1296.18749457871,855.631740484442
"44.905767592049 -92.259383238852 1955",1955,1265.56763151695,1334.70265968195
"40.3071900121504 -97.747557554394 1996",1996,1412.79973273723,1397.42564397049
"48.0852195577967 -117.916816323996 1959",1959,1142.80759824678,736.150690785855
"52.92170971108 -114.681998994201 1962",1962,773.776515985202,686.78600051469
"57.8259849378215 -60.9134607575834 1963",1963,668.782134620097,443.303695119538
"57.4202292463665 -115.625100061297 1959",1959,830.081615113664,646.432042445989
"55.5757437371182 -120.432540625334 1997",1997,928.577738867784,201.256018511503
"52.0135571030203 -93.1909103225917 2001",2001,1051.70286645847,1077.21455329514
"38.7152859580479 -107.737186783925 1962",1962,1435.79205289221,959.877000223719
"31.644680373772 -115.356594594195 2013",2013,1011.01869380509,1090.5009944218
"34.6011805231025 -122.232094416395 1956",1956,1218.14577409783,NA
"37.4497282378384 -91.3275673147291 1992",1992,1699.28307315675,1396.70546617295
"55.726130242775 -84.8250233754516 1998",1998,746.409365755976,1027.59948849228
"38.3639769167603 -97.8820077236742 1958",1958,1756.18806449783,1323.71045470861
"44.9349461307228 -124.036355651915 1997",1997,1320.10487260712,1014.2227293411
"51.0494012450562 -120.074252234772 1993",1993,937.708779580588,469.032302640504
"38.3820653473045 -92.0216261129826 1963",1963,1776.03435478485,1325.86645045195
"34.3790104332143 -104.421150907874 1957",1957,1247.55559841788,1209.20501358504
"31.0014989297897 -101.670599877834 1991",1991,843.531250755022,1340.25280662615
"34.1052296514422 -67.4998444318772 2007",2007,1260.93967154166,NA
"44.3628320619283 -81.3104154355824 2003",2003,1370.60035403328,1217.45858019522
"32.738117315577 -64.0840851981193 1984",1984,1082.97114378159,NA
"55.7212644825263 -93.7611439358443 2008",2008,870.662305059941,1038.7950741779
"42.8817361894265 -69.6763146389276 1972",1972,418.776868730823,NA
"36.6710319643983 -67.6500156149268 1972",1972,1691.17419541162,NA
"50.229311052433 -76.0178889054805 1996",1996,1074.31492758327,936.76767243743
"57.1954414274575 -82.2267890442163 2007",2007,788.63510150651,823.574496965146
"51.9270133836365 -117.741616526619 1995",1995,1102.4819423181,167.79073777881
"48.84754676835 -73.2701916620135 1974",1974,981.072287672831,798.274836862935
"40.4356284608499 -120.933455564082 2010",2010,1380.42657181925,704.837973193431
"44.0244194549423 -119.08989594318 2011",2011,1298.15948766798,542.068637179446
"53.2356895704226 -97.9165762849152 1971",1971,872.288557053113,NA
"56.7872609475739 -87.9338534083217 2009",2009,907.817264392665,880.356557465326
"33.5000708797255 -77.5906999781728 1979",1979,1274.27316462268,NA
"58.7120213516776 -74.9999766703695 1993",1993,562.333989076462,683.313070389848
"48.5526496782791 -85.7867268193513 1993",1993,1005.83939982256,872.107399245563
"52.315928042596 -80.6671820674092 1982",1982,1023.28347211845,NA
"55.6349661369921 -87.0271441340446 2009",2009,932.346258431937,888.431707531757
"38.4327659286485 -113.50730728358 1958",1958,1756.18806449783,912.829947904853
"53.6650636653122 -100.002871714532 1979",1979,885.565162558327,NA
"36.6803465878058 -87.833652952686 2003",2003,1397.19890389229,1442.54709408372
"35.7380423415831 -86.6283907648176 1980",1980,1277.62500171275,1299.6602699958
"50.2347573325272 -113.298375271261 2008",2008,1172.55284508291,820.835338174328
"46.7016741981929 -114.513261057437 1984",1984,1131.17475667232,694.911874711782
"37.6284824784627 -86.9645235221833 1981",1981,1740.13346605293,1441.0764382694
"50.3263283342459 -84.4524114020169 1956",1956,900.731339021891,901.125001586199
"47.123920815243 -88.2510356046259 2010",2010,1232.35515665587,1252.58563966953
"41.8182560099582 -102.61464365758 2012",2012,1309.57730121862,1170.06419121815
"45.2548758718825 -121.009534494951 2009",2009,1272.21308334613,1037.92914609013
"31.1155591383648 -120.959856547415 1996",1996,940.071219424487,NA
"44.6233960055177 -73.1552305072546 1985",1985,1239.87839461933,1260.07056782173
"35.6238720517439 -98.6795911565423 1997",1997,1388.7369902894,1337.47330221227
"43.5938979281922 -118.489877739921 2004",2004,1380.54900801138,774.946558604264
"40.193579297886 -69.0971941128373 2001",2001,1386.62462298106,NA
"50.6929994770082 -105.527184270322 1998",1998,1048.47480197132,1073.10109319184
"52.2548614728707 -67.0235694386065 1961",1961,876.399095866618,848.303894980392
"46.2677579129546 -90.9427030943334 1994",1994,1225.89953164085,1095.96546596648
"34.1045853351686 -78.6936101596803 2009",2009,1195.26107292153,1466.62757637655
"42.6485452039245 -97.6205997169018 1985",1985,724.045750771773,1225.86714151905
"44.1293853076012 -100.077562183142 2007",2007,1279.22180152475,1261.11683106556
"48.8101459330059 -115.049603786319 1994",1994,1167.33634953641,770.337443367928
"32.7792203695197 -85.3259204607457 2012",2012,1122.06333636763,1381.5788512931
"57.2284508676209 -113.466334780678 1962",1962,617.111737630177,829.093599039959
"35.4959021682892 -101.652098502964 1974",1974,1344.66141320846,1292.84943680314
"44.6610361821826 -71.6837255470455 2009",2009,1301.10216624605,1017.33467994757
"40.0419112808083 -99.4076725188643 2003",2003,1335.06128230638,1244.12710701364
"55.0897469705906 -79.4575188774616 2011",2011,831.593228856112,NA
"49.9712679546869 -71.3289628364146 1962",1962,1061.04110249283,714.817092910482
"46.6626635838232 -91.9496792089194 2009",2009,1179.59256683362,1030.04663725757
"52.1077376566027 -69.9181882850826 1959",1959,1079.29491630946,594.339039160934
"54.3507385243306 -104.687473475933 1995",1995,921.312806127759,1034.65606579689
"42.8623060370448 -61.5892983041704 2007",2007,577.931015372652,NA
"43.1711691425072 -99.8671412933618 2006",2006,1354.57665466413,1239.93699599334
"40.4002487316316 -82.4981273431331 2011",2011,1408.35360299082,1317.399954926
"34.2386684698362 -81.8623995501548 2011",2011,1253.9018222228,1253.17818753425
"32.0257671867952 -78.7592301517725 1957",1957,1133.50606627039,NA
"41.1271950732721 -86.5353406593203 2004",2004,1350.95932009881,1327.1039628339
"31.8023042828065 -67.2417671419681 1980",1980,1030.06857530095,NA
"46.3606851399661 -72.1553484164178 1974",1974,1083.51631647106,1200.61919965872
"45.8905906031022 -123.880963884294 1996",1996,1204.55978335796,697.086017179723
"30.9459128835788 -89.1769181471318 2001",2001,813.294541023421,1421.09789823065
"51.7753812126411 -100.919010797516 2012",2012,1002.99407294695,969.552215582829
"54.7642754507293 -69.6307905949652 1956",1956,671.729005959295,345.832093723103
"37.61209457121 -81.2166769243777 2012",2012,1699.42375749376,1231.70154257219
"35.5929743969658 -90.131648182869 1995",1995,1329.9811747428,1351.5591152076
"57.0096722077258 -70.761538669467 2006",2006,933.454259030083,575.435244897072
"42.8149874202643 -77.6517884619534 2013",2013,654.586584074709,1277.15789046371
"33.3057970522465 -101.044375235215 1993",1993,1232.13218922961,1227.83034379884
"54.7190641591296 -84.2850846424699 2007",2007,878.089663041517,1080.86655938164
"56.128312151378 -120.407021669671 1974",1974,763.391075173254,192.455512822831
"39.2412745034315 -63.923507295549 1992",1992,1659.4874642652,NA
"36.1266401423513 -112.864423776045 1971",1971,1303.21370209614,1113.13751836262
"44.4289944073558 -83.1563359871507 1994",1994,1350.64101471199,1202.22714436818
"35.010890704067 -112.567439535633 1971",1971,1223.81367915489,1013.03587464717
"49.3301578992919 -91.1165201291442 1980",1980,1014.95545653467,979.227686344529
"41.7931779451322 -95.0119524635375 2012",2012,1309.57730121862,1272.02454990662
"41.7937087965053 -69.9734490830452 1980",1980,1292.33196330314,1389.9033316493
"56.420335055802 -96.0192983876914 1998",1998,705.526092282145,1065.30032598363
"38.8318027192241 -79.2969688028097 1961",1961,1488.03422820828,1282.15093991471
"55.7598667632231 -80.2832173928618 2003",2003,1071.48893315165,NA
"41.6624185231617 -79.9144980590791 2012",2012,1316.80126896453,1201.57631051986
"33.0745798887311 -94.1493534576148 1991",1991,1182.60539366563,1341.75751756904
"34.0227633747243 -112.470000581816 1991",1991,1202.87339078012,1156.16069808651
"34.5690438338407 -66.226072087884 1996",1996,1303.86386293764,NA
"40.1340959186699 -62.6472435984761 1962",1962,1456.03044791961,NA
"32.021565872093 -95.0477581098676 1998",1998,1038.56127432463,1022.09835843506
"33.8720578779901 -68.0553205311299 1982",1982,1251.23312964297,NA
"43.5476799695276 -79.9642949458212 1996",1996,1355.80825263248,1219.94534295319
"55.3311952084889 -93.9503533300012 2013",2013,924.178870728683,1044.38834419073
"49.2229907164167 -82.1801159251482 2008",2008,1240.41019644111,957.898289222941
"52.2835516249053 -121.212124172598 1991",1991,990.750301355272,665.650292712739
"50.337548812905 -96.5503378026188 1955",1955,1132.61255123831,1242.40645065133
"32.484740909872 -121.611613053829 1958",1958,1115.20016699282,NA
"53.1298919172544 -78.9183379523456 1994",1994,1073.40846101915,NA
"57.364199805667 -91.0310732480138 1983",1983,775.384577968958,1059.74275864462
"52.6498855278248 -114.738063616678 1979",1979,877.033386496387,723.690291832435
"53.2240240257523 -68.4101598523557 1983",1983,1056.82210359623,523.138803419584
"46.554382997653 -117.023080559447 1980",1980,1000.10002260558,875.440192530432
"55.87970231987 -110.65876015462 2007",2007,833.604978329238,950.074215347899
"32.6687957717355 -72.8519499488175 1959",1959,1109.443706788,NA
"42.5773302882116 -72.550594881177 2006",2006,898.303147965157,1310.07012032199
"54.9578339355384 -68.2071405183524 1984",1984,855.643704110974,534.768962174994
"46.7063942690423 -114.863113230094 1972",1972,1002.37568488979,611.947238405339
"32.1216350041274 -80.662495996803 2009",2009,958.195239934535,1364.17286254851
"53.1317794562352 -96.9426766689867 2012",2012,960.987680648565,1120.14086284086
"55.8916874577619 -75.3271563816816 1992",1992,917.026320410235,398.295461493354
"37.7881529957098 -94.9719694443047 1974",1974,1757.58462988561,1287.94299769419
"55.0292899738388 -121.33772992529 1963",1963,706.299840966119,393.780435772301
"32.8756210125864 -113.161167288199 2003",2003,1156.25713583993,763.197940638448
"53.2265611772887 -102.550743883476 1992",1992,1019.39070134221,761.926162146712
"45.4202303595252 -119.171858550981 2012",2012,1240.66478219717,842.67911332001
"33.8997993443521 -86.3972260057926 1956",1956,1227.98630779207,1307.09152792329
"54.735673942229 -115.793531136587 1971",1971,794.456127303068,775.07688661403
"31.3350386022125 -123.527498524636 2008",2008,895.82957687945,NA
"54.5150241626758 -69.3905515037477 2011",2011,848.412352715921,561.654836347778
"33.155187592589 -77.6730742212385 2004",2004,1193.46155649863,NA
"42.4375554138203 -71.3700827769936 2000",2000,1266.77024015164,1276.09776370737
"59.1723968812657 -82.3891601711512 1958",1958,658.484104733802,808.609856527311
"48.1665874807743 -111.026319935918 2000",2000,1148.39066461917,974.730412076809
"51.6035521876126 -111.562148602679 1984",1984,1024.84930112373,898.250390438092
"32.339055339429 -89.6150294970721 2000",2000,1027.52194810863,1263.27359281349
"44.7984084283375 -72.9150583874434 1996",1996,1272.78568771726,1299.08358591566
"49.7253374127557 -99.8896558396518 1971",1971,1059.25981756526,1036.86505991419
"32.0626764935495 -77.8970840200782 1985",1985,1043.28002067246,NA
"42.7216316648692 -85.7533262763173 1991",1991,775.288535097043,1319.73866361905
"47.6983624798204 -71.719085695222 1985",1985,1119.81012078575,711.056835341095
"49.1244962981931 -92.1513267606497 2010",2010,1187.52104662722,1127.87245254736
"43.2306276589626 -120.274779461324 2011",2011,1231.03841231718,786.969932125588
"38.6470629326751 -115.578829273582 1993",1993,1471.22585220749,973.047501025629
"33.9594444500566 -104.784426279366 1985",1985,1260.25114959524,1202.31769080505
"32.3001877916245 -71.9222954660654 1992",1992,1116.00258105368,NA
"37.6030628670534 -93.8104517385364 1983",1983,1754.34593638409,1302.49120943113
"55.090397654738 -76.2594475597143 2004",2004,936.162862013015,489.966448604685
"45.470940663565 -86.1663733888418 1958",1958,1154.89217583279,NA
"41.4040641277277 -70.2353273984045 2007",2007,1342.93557040484,1481.56967482205
"45.718130195789 -117.139690015465 1974",1974,1143.41798916262,708.718047319394
"36.5108495789847 -115.965231992304 1993",1993,1641.57396098806,1178.15183144571
"43.380047378232 -117.476662639529 1974",1974,1248.75301476997,798.80911685911
"57.2445545927945 -73.0918776523322 2012",2012,775.82920791766,763.441800677008
"37.5930325327025 -77.8571615181864 1980",1980,1745.54819500191,1307.82182240032
"31.0785042674987 -85.3899202309549 1972",1972,1019.68575896793,1334.34305992479
"37.2909178511132 -98.6232521105558 1971",1971,1695.20528669207,1288.59008896694
"59.5986206052558 -81.740863295272 2007",2007,695.329591354866,778.71035580725
"39.1022238790139 -65.1993921305984 1959",1959,1744.91699181505,NA
"46.154279660905 -104.347489150241 2013",2013,1253.5735714879,1139.019819921
"57.53401637635 -111.364563591778 1995",1995,788.312631915652,868.747941623557
"52.5755671881754 -119.551377631724 2000",2000,974.261972077768,340.206229093815
"39.6649243389204 -80.0520278234035 2004",2004,1721.95007412973,1411.16521795055
"54.9728439327423 -115.939256809652 1993",1993,768.152353403177,584.838106853199
"48.219931672608 -64.0713851898909 1980",1980,1012.26029848289,914.298716380536
"40.5918275007076 -62.167795971036 1980",1980,1215.67640253211,NA
"52.6703082465187 -80.6188392732292 2007",2007,974.24964492311,779.93110068595
"30.9424500874732 -113.634599810466 1963",1963,893.075197107419,NA
"55.1020432277894 -88.1447706744075 2010",2010,900.054733841929,1152.24694617169
"51.5349589910224 -118.307571262121 1985",1985,913.593081375893,531.540549908392
"40.7447759571536 -88.8098694104701 1962",1962,1328.01629762926,1358.04669541629
"45.5245119305329 -122.282046284527 1972",1972,1075.34375109093,975.370913387318
"58.4946675434826 -117.219408452511 2006",2006,895.674162507802,396.293182518835
"39.4420005745072 -98.0750165507198 1963",1963,1732.46191331558,1231.74201958217
"55.5356922373245 -81.9916214235127 1985",1985,754.531074763613,731.202210035518
"33.3833672971918 -78.7827176693827 1985",1985,1234.84426923445,NA
"35.9237398261062 -60.1494898460805 1994",1994,1255.96927241923,NA
"39.1035370055916 -115.451343376189 2007",2007,1756.99857032873,835.549670410047
"55.8305932289928 -96.5000918973237 2011",2011,809.723248978219,1087.60219467607
"37.2474940803795 -61.2657006829977 2007",2007,1740.94399492463,NA
"55.7888317163541 -69.9639938771725 1982",1982,859.529340110238,434.328765558308
