"","C_UTM","X","Y","AREA","BetPen","FagSyl"
"874","33UUS4",13.2115915207,50.7180505866,2492.42433997,1,1
"875","33UVS1",13.910061521,51.176373765,2498.50523221,1,1
"876","33UVS2",13.9210949491,50.7274666354,2512.99628343,1,1
"877","33UVS3",14.6253993239,51.186168256,2485.32874546,1,1
"878","33UVS4",14.6309446059,50.7351257118,2547.4902062,1,1
"879","33UWS1",15.343645256,51.1842135357,2445.66921055,1,1
"880","33UWS2",15.3375833521,50.7367471286,2518.31312313,1,1
"881","33UWS3",16.0568152405,51.1793537116,2480.61093926,1,1
"882","33UWS4",16.0494731968,50.7294214318,2543.29572275,1,1
"883","33UXS1",16.7768635337,51.1728661201,2511.5286524,1,1
"884","33UXS2",16.7618008815,50.7222303403,2564.86145112,1,1
"885","33UXS3",17.5620672933,51.157869909,2953.94589601,1,1
"886","33UXS4",17.5539333295,50.7078464758,3088.13092803,1,0
"887","31UER1",3.32616608122,50.2937075987,2482.622704,1,1
"888","31UER2",3.32241938972,49.8463298847,2484.04036511,1,1
"889","31UER3",4.03199750913,50.287567402,2505.58750531,1,1
"890","31UER4",4.02020873967,49.8394521027,2520.02636205,1,1
"891","31UFR1",4.73212942765,50.2783412674,2508.83444635,1,1
"892","31UFR2",4.71530763489,49.826047447,2492.2577008,1,1
"893","31UFR3",5.52930862167,50.2574646767,3211.33056312,1,1
"894","31UFR4",5.41486836077,49.8104871648,2545.74782834,1,1
"895","32ULA1",6.42259028348,50.2589815554,3198.35108496,1,1
"896","32ULA2",6.53864674996,49.8143204261,2565.31130602,1,1
"897","32ULA3",7.22789541146,50.2812850568,2516.78172399,1,1
"898","32ULA4",7.24441231223,49.8296539223,2546.04519484,1,1
"899","32UMA1",7.92789864438,50.2873990895,2512.35152938,1,1
"900","32UMA2",7.93888338799,49.8369334474,2461.11774235,1,1
"901","32UMA3",8.63022792314,50.2894912744,2537.01713519,1,1
"902","32UMA4",8.63540451526,49.8388485738,2502.6423929,1,1
"903","32UNA1",9.33237689748,50.2900777807,2504.17170585,1,1
"904","32UNA2",9.32830737229,49.8382908376,2512.98954827,1,1
"905","32UNA3",10.0365732802,50.2882847925,2486.794613,1,1
"906","32UNA4",10.0231253084,49.8356549748,2564.10049269,1,1
"907","32UPA1",10.7377419176,50.2738014801,2490.58515087,1,1
"908","32UPA2",10.7182709615,49.821706452,2522.8846101,1,1
"909","32UPA3",11.5378423771,50.2494100739,3266.12201636,1,1
"910","32UPA4",11.4144241506,49.803942873,2486.08876651,1,1
"911","33UUR1",12.4306775366,50.2528503919,3303.78974717,1,1
"912","33UUR2",12.5505913375,49.8040204657,2488.00771724,1,1
"913","33UUR3",13.2264864788,50.2673467591,2547.92214783,1,1
"914","33UUR4",13.2531035716,49.8151748567,2492.35874211,1,1
"915","33UVR1",13.9327043621,50.2783371083,2487.85107644,1,1
"916","33UVR2",13.947788932,49.8315089703,2516.59647112,1,1
"917","33UVR3",14.6373007406,50.284841934,2484.40459045,1,1
"918","33UVR4",14.6439753814,49.8340532389,2524.41937387,1,1
"919","33UWR1",15.3384856563,50.2841039312,2499.1834903,1,1
"920","33UWR2",15.3359584951,49.8327197688,2508.54866371,1,1
"921","33UWR3",16.038778103,50.2783233718,2513.36204879,1,1
"922","33UWR4",16.0282735401,49.8299437253,2467.21477132,1,1
"923","33UXR1",16.7467370989,50.2683077833,2531.02576009,1,1
"924","33UXR2",16.7278735527,49.8232877978,2492.01414555,1,1
"925","33UXR3",17.5455520253,50.2573598301,3184.45389048,1,1
"926","33UXR4",17.4324880092,49.8125947855,2505.89798487,1,1
"927","30UXV1",-1.30076752232,49.3871897542,1979.18015789,1,1
"928","30UXV2",-1.31164706587,48.9375592002,2184.61831698,1,1
"929","30UXV4",-0.63280435948,48.9204194868,2500.06419902,1,1
"930","30UYV2",-0.02203910517,48.9031275235,1969.05788521,1,1
"931","31UCQ1",0.56603260181,49.3733148991,2510.6162837,1,1
"932","31UCQ2",0.58729197696,48.9236816033,2467.04177117,1,1
"933","31UCQ3",1.25362794001,49.3833737736,2488.75910436,1,1
"934","31UCQ4",1.27484246907,48.9356417289,2485.79677303,1,1
"935","31UDQ1",1.94401548484,49.3886173447,2498.79757212,1,1
"936","31UDQ2",1.95213583844,48.9418571783,2474.39352612,1,1
"937","31UDQ3",2.63285725027,49.3908603346,2519.15661548,1,1
"938","31UDQ4",2.63862105509,48.9428684834,2458.16704064,1,1
"939","31UEQ1",3.3227238658,49.3936135558,2531.46172667,1,1
"940","31UEQ2",3.31870392945,48.9415975213,2512.55382544,1,1
"941","31UEQ3",4.01069683465,49.3893898105,2523.14142358,1,1
"942","31UEQ4",4.00506316472,48.9355354579,2541.76787035,1,1
"943","31UFQ1",4.70180346584,49.3793520855,2464.08296964,1,1
"944","31UFQ2",4.68735619416,48.9297425328,2543.84580432,1,1
"945","31UFQ3",5.39475549809,49.3659735886,2486.2226468,1,1
"946","31UFQ4",5.37161680644,48.919333105,2515.23657528,1,1
"947","32ULV1",6.56556748226,49.3698279295,2498.27553683,1,1
"948","32ULV2",6.58951037017,48.9217553736,2540.47783109,1,1
"949","32ULV3",7.26048165718,49.3811270826,2504.6269357,1,1
"950","32ULV4",7.27719001814,48.9305254889,2538.53005271,1,1
"951","32UMV1",7.95389856434,49.3875384647,2499.41494221,1,1
"952","32UMV2",7.95895947819,48.9352565821,2526.82392749,1,1
"953","32UMV3",8.6369461001,49.3889321847,2516.46129542,1,1
"954","32UMV4",8.64041788984,48.9394683827,2466.73943091,1,1
"955","32UNV1",9.32479101342,49.3849250987,2471.54163919,1,1
"956","32UNV2",9.32329110698,48.9399074285,2460.0280298,1,1
"957","32UNV3",10.0139573867,49.3821429525,2542.70541122,1,1
"958","32UNV4",10.0107975247,48.931775964,2529.33459088,1,1
"959","32UPV1",10.7072128552,49.3715938779,2485.40661626,1,1
"960","32UPV2",10.6919725824,48.9213065361,2517.01970156,1,1
"961","32UPV3",11.3955175791,49.3573211674,2478.57004911,1,1
"962","32UPV4",11.3742499653,48.9085253858,2508.77122554,1,1
"963","33UUQ1",12.5809353525,49.3607959443,2493.16960702,1,1
"964","33UUQ2",12.6043932995,48.9145067816,2512.76552976,1,1
"965","33UUQ3",13.2748456027,49.3689991661,2498.39469202,1,1
"966","33UUQ4",13.2888508676,48.9216807151,2477.90197689,1,1
"967","33UVQ1",13.9604964285,49.3784713998,2497.99246425,1,1
"968","33UVQ2",13.9700706669,48.9295942463,2471.71870794,1,1
"969","33UVQ3",14.6455801934,49.3844878494,2484.83822016,1,1
"970","33UVQ4",14.6504606602,48.9376798755,2474.72697359,1,1
"971","33UWQ1",15.3388594982,49.3803614967,2506.47897041,1,1
"972","33UWQ2",15.3316096759,48.9346313302,2480.26991277,1,1
"973","33UWQ3",16.0224431262,49.3780834951,2536.28016255,1,1
"974","33UWQ4",16.0172396345,48.9294725181,2411.05079516,1,1
"975","33UXQ1",16.7120822422,49.3737711895,2570.67613036,1,1
"976","33UXQ2",16.6979665327,48.9242957987,2462.25884608,1,1
"977","33UXQ3",17.4058691592,49.3616231017,2557.29438677,1,1
"978","33UXQ4",17.382373394,48.9078185144,2515.58033255,1,1
"979","30UVU1",-4.02807267712,48.4990985939,2257.51741212,1,1
"980","30UVU2",-4.02006152713,48.0475752985,2377.87137717,1,1
"981","30UVU3",-3.35273828621,48.5006571021,2455.41716702,1,1
"982","30UVU4",-3.35106985595,48.0482928513,2515.76591114,1,1
"983","30UWU1",-2.67875101228,48.5021656941,1942.70854305,1,1
"984","30UWU2",-2.68101217319,48.0474503521,2471.62057411,1,1
"985","30UWU3",-2.00119077843,48.4989485223,2096.58267894,1,1
"986","30UWU4",-2.01008899788,48.0429173268,2486.65793115,1,1
"987","30UXU1",-1.32737250426,48.4869155473,2393.51501848,1,1
"988","30UXU2",-1.33871397864,48.0327191335,2477.53365735,1,1
"989","30UXU3",-0.65149329925,48.4724370867,2494.09610659,1,1
"990","30UXU4",-0.66751875914,48.0225489156,2522.843682,1,1
"991","30UYU1",-0.01939775986,48.4554368729,2144.66944027,1,1
"992","30UYU2",-0.01850979159,48.0054560042,2384.17505435,1,1
"993","31UCP1",0.61311670184,48.4758346512,2540.36961738,1,1
"994","31UCP2",0.63511415574,48.0224804768,2534.30015377,1,1
"995","31UCP3",1.28835316746,48.4862635008,2524.10862794,1,1
"996","31UCP4",1.30626272029,48.0334476155,2514.20644997,1,1
"997","31UDP1",1.96574185693,48.4947333876,2480.8913387,1,1
"998","31UDP2",1.97310348271,48.0428695533,2491.79657034,1,1
"999","31UDP3",2.6382969778,48.4956167862,2510.2261976,1,1
"1000","31UDP4",2.64044754134,48.0473023213,2499.93508574,1,1
"1001","31UEP1",3.31706191366,48.4912671792,2498.37767206,1,1
"1002","31UEP2",3.31763923694,48.0454880277,2475.94436128,1,1
"1003","31UEP3",3.99448362368,48.4848154875,2497.01445949,1,1
"1004","31UEP4",3.98821443007,48.0373261846,2492.5668834,1,1
"1005","31UFP1",4.67514154737,48.4773758595,2507.420894,1,1
"1006","31UFP2",4.66268439068,48.029304671,2498.13385746,1,1
"1007","31UFP3",5.34960473639,48.4658992647,2506.808695,1,1
"1008","31UFP4",5.32702883571,48.0129323174,2474.56440816,1,1
"1009","31UGP1",5.97609484665,48.4484959512,2199.3207672,1,1
"1010","31UGP2",5.97970476697,47.9955222912,2399.18832828,1,1
"1011","32ULU1",6.61088157873,48.4713173802,2537.60547011,1,1
"1012","32ULU2",6.6340134086,48.0174414761,2558.67897275,1,1
"1013","32ULU3",7.29405324527,48.4772867991,2515.6883241,1,1
"1014","32ULU4",7.30731737495,48.0294624447,2491.67123243,1,1
"1015","32UMU1",7.96953725334,48.4820964854,2511.41404983,1,1
"1016","32UMU2",7.97986532832,48.0365883252,2416.56648716,1,1
"1017","32UMU3",8.64723472498,48.4889906163,2539.34217672,1,1
"1018","32UMU4",8.65186388317,48.0403902506,2485.88390293,1,1
"1019","32UNU1",9.32383518468,48.4917587582,2534.63190848,1,1
"1020","32UNU2",9.32518260122,48.0391794101,2502.26457074,1,1
"1021","32UNU3",10.0009894374,48.4821160884,2495.79035177,1,1
"1022","32UNU4",9.993636953,48.0337711414,2482.65457649,1,1
"1023","32UPU1",10.6780959241,48.469644638,2488.60697015,1,1
"1024","32UPU2",10.6653341975,48.0238565046,2471.69163026,1,1
"1025","32UPU3",11.3546648067,48.457491179,2525.90062563,1,1
"1026","32UPU4",11.339580939,48.0078956591,2517.34433282,1,1
"1027","32UQU1",11.9901937936,48.442810807,2220.90560775,1,1
"1028","32UQU2",11.9885373615,47.9880810893,2362.63996114,1,1
"1029","33UUP1",12.6228244754,48.4632164678,2551.58956412,1,1
"1030","33UUP2",12.6432545721,48.0109988918,2503.39777538,1,1
"1031","33UUP3",13.3010937636,48.4711638633,2530.4468187,1,1
"1032","33UUP4",13.3162293383,48.022406196,2476.48808939,1,1
"1033","33UVP1",13.9795671096,48.4806557015,2523.8649159,1,1
"1034","33UVP2",13.9890801327,48.0303840112,2503.13469387,1,1
"1035","33UVP3",14.6548117481,48.4863808349,2512.8297815,1,1
"1036","33UVP4",14.6607778213,48.0349618603,2498.44343261,1,1
"1037","33UWP1",15.3327579953,48.484384456,2567.5012149,1,1
"1038","33UWP2",15.3300553061,48.0311707654,2480.51350894,1,1
"1039","33UWP3",16.0088175369,48.479572979,2575.52261914,1,1
"1040","33UWP4",16.0022960378,48.0245118503,2484.9288232,1,1
"1041","33UXP1",16.6840464007,48.4732537359,2550.55892022,1,1
"1042","33UXP2",16.6756275013,48.0179863137,2538.53808826,1,1
"1043","33UXP3",17.3612050219,48.4598903134,2499.96538886,1,1
"1044","33UXP4",17.3481495129,48.0067128289,2549.75708697,1,1
"1045","33UYP1",17.9958965321,48.4419586242,2161.10762829,1,1
"1046","33UYP2",17.9986946809,47.9907666641,2395.36107361,0,0
"1047","30TWT1",-2.68301188442,47.5989571555,1650.39724697,1,1
"1048","30TWT3",-2.01918272447,47.5954418157,2493.21647138,1,1
"1049","30TWT4",-2.02436823429,47.1465816486,1633.31770382,1,1
"1050","30TXT1",-1.3552588502,47.5869114313,2483.82414776,1,1
"1051","30TXT2",-1.36776010864,47.1351286585,2515.59979843,1,1
"1052","30TXT3",-0.69067647304,47.5730911116,2487.97467051,1,1
"1053","30TXT4",-0.70890680559,47.1233965891,2544.70021971,1,1
"1054","30TYT1",-0.01634094986,47.5543605099,2543.42906053,1,1
"1055","30TYT2",-0.01685331863,47.1053947889,2761.62867667,1,1
"1056","31TCN1",0.65417173873,47.5728467779,2496.56206278,1,1
"1057","31TCN2",0.67713492846,47.1250109763,2507.72325529,1,1
"1058","31TCN3",1.32308915229,47.5824972869,2488.92652768,1,1
"1059","31TCN4",1.33545614572,47.1319147161,2517.41990682,1,1
"1060","31TDN1",1.98161408923,47.590603104,2494.66206283,1,1
"1061","31TDN2",1.99421949702,47.1380432375,2509.54550992,1,1
"1062","31TDN3",2.64997138668,47.5969962265,2551.63083067,1,1
"1063","31TDN4",2.65378764648,47.1436533697,2534.61511436,1,1
"1064","31TEN1",3.31517676032,47.5959019995,2526.35014094,1,1
"1065","31TEN2",3.31549005034,47.1425204238,2524.7331826,1,1
"1066","31TEN3",3.98278511195,47.5886629127,2516.66048922,1,1
"1067","31TEN4",3.97347291883,47.1374076964,2475.87625336,1,1
"1068","31TFN1",4.64556025611,47.5763647011,2538.71830247,1,1
"1069","31TFN2",4.63305068396,47.1279161707,2467.27578079,1,1
"1070","31TFN3",5.30780360074,47.5651855079,2471.09625097,1,1
"1071","31TFN4",5.29443767783,47.1192817019,2479.1068305,1,1
"1072","31TGN1",5.97986922905,47.5498669332,2501.94879534,1,1
"1073","31TGN2",5.98257331735,47.1021719301,2771.30923816,1,1
"1074","32TLT1",6.65590820639,47.569144943,2474.52955749,1,1
"1075","32TLT2",6.67634458023,47.1218651102,2549.04190579,1,1
"1076","32TLT3",7.32535026367,47.5811424928,2522.72160527,1,1
"1077","32TLT4",7.33645460954,47.129205846,2510.05576087,1,1
"1078","32TMT1",7.98923185038,47.5885595911,2540.15224243,1,1
"1079","32TMT3",7.99708346463,47.1357461741,2511.5616035,1,1
"1080","32TMT3",8.65491784912,47.591555925,2540.51920075,1,1
"1081","32TMT4",8.65904558226,47.1385666512,2507.11247192,1,1
"1082","32TNT1",9.32121166899,47.5880807194,2520.27193613,1,1
"1083","32TNT2",9.31940934193,47.1366875429,2499.17434104,1,1
"1084","32TNT3",9.98718706071,47.5830039272,2525.87472413,1,1
"1085","32TNT4",9.97949995866,47.1300254333,2517.68604839,1,1
"1086","32TPT1",10.6529270392,47.5746895196,2546.62329575,1,1
"1087","32TPT2",10.6370068301,47.1201121062,2520.9098033,1,1
"1088","32TPT3",11.3164706456,47.5561098229,2502.88308534,1,1
"1089","32TPT4",11.2965272513,47.1062733493,2505.55134778,1,1
"1090","32TQT1",11.9903257208,47.5399588319,2562.65810322,1,1
"1091","32TQT2",11.993140176,47.0929110932,2760.57147013,1,1
"1092","33TUN1",12.6663701176,47.5645328739,2513.90404065,1,1
"1093","33TUN2",12.6853141581,47.1156084423,2477.32992886,1,1
"1094","33TUN3",13.3321876127,47.5720491989,2517.2376676,1,1
"1095","33TUN4",13.3448917841,47.1212024493,2506.63815941,1,1
"1096","33TVN1",13.9968285964,47.580151916,2538.03970566,1,1
"1097","33TVN2",14.0057648372,47.1279247653,2506.0178965,1,1
"1098","33TVN3",14.6636443981,47.5851264367,2501.89273141,1,1
"1099","33TVN4",14.667187514,47.1328643243,2541.1030032,1,1
"1100","33TWN1",15.3301160349,47.5833917939,2499.76791362,1,1
"1101","33TWN2",15.3268218939,47.1328235965,2527.11832969,1,1
"1102","33TWN3",15.9961118672,47.5766684218,2505.4001488,1,1
"1103","33TWN4",15.9882151941,47.12726753,2504.26081339,1,1
"1104","33TXN1",16.6632142445,47.5668362362,2515.94491098,1,1
"1105","33TXN2",16.6485602781,47.1183401652,2489.60820741,1,1
"1106","33TXN3",17.3268364005,47.5548175917,2475.17601395,1,0
"1107","33TXN4",17.3130859755,47.1056155432,2513.9745707,1,1
"1108","33TYN1",17.9999448712,47.5404914538,2528.49670701,1,1
"1109","33TYN2",18.000839279,47.0907949898,2798.1998531,1,1
"1110","30TXS1",-1.3790715391,46.6826384223,2526.75621394,1,1
"1111","30TXS3",-0.72533392478,46.6706704796,2486.4389894,1,1
"1112","30TXS4",-0.74420856064,46.2209283884,2478.22678728,0,1
"1113","30TYS1",-0.01425550932,46.6544769614,2967.97682354,1,1
"1114","30TYS2",-0.012159225,46.2057346988,3131.47119735,1,1
"1115","31TCM1",0.69795812015,46.6744090822,2505.29256946,1,1
"1116","31TCM2",0.71999229981,46.2257305728,2516.06820863,1,1
"1117","31TCM3",1.35130472963,46.6853253023,2439.48371819,1,1
"1118","31TCM4",1.36703123284,46.2346035112,2531.70125665,1,1
"1119","31TDM1",2.00534669607,46.6896848264,2482.59167559,1,1
"1120","31TDM2",2.01513284762,46.2407061956,2535.19231963,1,1
"1121","31TDM3",2.65934546748,46.6921560206,2485.43483046,1,1
"1122","31TDM4",2.66073380291,46.2423273514,2494.87467904,1,1
"1123","31TEM1",3.31200701185,46.6899904213,2515.11043513,1,1
"1124","31TEM2",3.30803546506,46.2377520073,2489.99713291,1,1
"1125","31TEM3",3.9626305805,46.686054518,2533.22912173,1,1
"1126","31TEM4",4.61765093546,46.6789574668,2547.57852085,1,1
"1127","31TFM1",3.95387869764,46.2344100858,2468.19729578,1,1
"1128","31TFM2",4.60600072782,46.2292712734,2499.41706789,1,1
"1129","31TFM3",5.27327042472,46.6697846473,2515.82892242,1,1
"1130","31TFM4",5.2551938552,46.2153768132,2531.69575343,1,1
"1131","31TGM1",5.98401484231,46.6493880585,2950.14906011,1,1
"1132","31TGM2",5.98037280702,46.197151963,3157.02678358,1,1
"1133","32TLS1",6.69623684313,46.6677685226,2555.49506944,1,1
"1134","32TLS2",6.71504794225,46.2145174522,2538.24792592,1,1
"1135","32TLS3",7.35105773108,46.6765255131,2497.17863235,1,1
"1136","32TLS4",7.36345742219,46.226136592,2483.04466948,1,1
"1137","32TMS1",8.00448163676,46.6853949917,2515.96212875,1,1
"1138","32TMS2",8.01138627585,46.2332339844,2524.02625498,1,1
"1139","32TMS3",8.66087285989,46.6859176024,2553.39136184,1,1
"1140","32TMS4",8.66199921992,46.2328169823,2510.29076071,1,1
"1141","32TNS1",9.3152140312,46.6840928297,2539.32697716,1,1
"1142","32TNS2",9.31461531997,46.2338412537,2476.37594469,1,1
"1143","32TNS3",9.9702522629,46.6796227933,2492.89311027,1,1
"1144","32TNS4",9.96439534101,46.2317129054,2508.530634,1,1
"1145","32TPS1",10.6252811809,46.6701674961,2469.71334565,1,1
"1146","32TPS2",10.6136445184,46.2219394374,2513.62646539,1,1
"1147","32TPS3",11.2782854893,46.6591235636,2495.07714793,1,1
"1148","32TPS4",11.2625813114,46.2084348074,2520.48969291,1,1
"1149","32TQS1",11.9927963562,46.6452978888,2946.93912815,1,1
"1150","32TQS2",11.993295274,46.1941593346,3177.99422459,1,1
"1151","33TUM1",12.7049456588,46.6647606951,2521.36294081,1,1
"1152","33TUM2",12.7256229366,46.2088505899,2570.12376382,1,1
"1153","33TUM3",13.3594643672,46.6715916786,2525.34731637,1,1
"1154","33TUM4",13.3751015448,46.2187027251,2523.30641232,1,1
"1155","33TVM1",14.0147545728,46.6763923533,2505.88231545,1,1
"1156","33TVM2",14.0225110198,46.224744281,2496.39003208,1,1
"1157","33TVM3",14.66803126,46.6798333059,2532.25907248,1,1
"1158","33TVM4",14.673781869,46.2286777698,2524.45857142,1,1
"1159","33TWM1",15.3267433792,46.6797144359,2511.86648733,1,1
"1160","33TWM2",15.3233813635,46.2287133705,2518.3462977,1,1
"1161","33TWM3",15.9792274622,46.6766717804,2516.12388776,1,1
"1162","33TWM4",15.9762082502,46.2249322406,2514.2318095,0,1
"1163","33TXM1",16.6369241462,46.6737265277,2497.19495348,1,1
"1164","33TXM2",16.6249919801,46.2212919448,2574.5318745,1,1
"1165","33TXM3",17.2936307366,46.6600832908,2457.7719501,1,1
"1166","33TXM4",17.2730042915,46.2137743315,2498.63733438,1,1
"1167","33TYM1",18.0072870667,46.6394539016,2907.49593752,1,1
"1168","33TYM2",18.0063450748,46.1930973894,3159.19439743,1,1
"1169","30TXR3",-0.76005760987,45.7732961231,2399.3947397,1,1
"1170","30TXR4",-0.7736395717,45.3218898972,2145.8606808,1,1
"1171","30TYR1",-0.2257557397,45.7569219216,1648.85644503,1,1
"1172","30TYR2",-0.23501226997,45.3074982059,1732.65501507,1,1
"1173","31TBL3",0.20270374703,45.7559552386,1706.72302931,1,1
"1174","31TBL4",0.21223457534,45.3080114874,1744.95211503,1,1
"1175","31TCL1",0.73661318094,45.7728867048,2475.58681664,1,1
"1176","31TCL2",0.75667858781,45.3265835727,2443.63368998,1,1
"1177","31TCL3",1.37993801457,45.7840119396,2518.87052744,1,1
"1178","31TCL4",1.39505355072,45.3356932996,2507.63375418,1,1
"1179","31TDL1",2.02363707261,45.7873555439,2478.84934378,1,1
"1180","31TDL2",2.03238925778,45.3385809559,2472.08242843,1,1
"1181","31TDL3",2.66465785974,45.7904497397,2505.39308736,1,1
"1182","31TDL4",2.66991031003,45.3410787827,2512.49244621,1,1
"1183","31TEL1",3.30678919088,45.7911527895,2487.21673155,1,1
"1184","31TEL2",3.30856843106,45.3390163927,2527.82989032,1,1
"1185","31TEL3",3.95399461613,45.7857380074,2521.39160752,1,1
"1186","31TEL4",3.94465375599,45.3336804892,2508.43205015,1,1
"1187","31TFL1",4.59444947248,45.778398035,2534.43957585,1,1
"1188","31TFL2",4.58345668365,45.3253208582,2515.76727212,1,1
"1189","31TFL3",5.23619135582,45.7628062352,2464.78233255,1,1
"1190","31TFL4",5.21633966543,45.3133487776,2469.05280874,1,1
"1191","31TGL1",5.76981631138,45.7435679769,1682.20963065,1,1
"1192","31TGL2",5.7610118577,45.2996007836,1769.16993004,1,1
"1193","32TKR3",6.19975299734,45.7502571533,1644.59031242,1,1
"1194","32TKR4",6.21754387758,45.303342107,1758.39003199,1,1
"1195","32TLR1",6.73591044443,45.766376891,2487.26752365,1,1
"1196","32TLR2",6.75519850971,45.3182279791,2478.69355299,1,1
"1197","32TLR3",7.37783784221,45.7744318326,2495.70773182,1,1
"1198","32TLR4",7.39440970401,45.328908795,2464.81041663,1,1
"1199","32TMR1",8.02066922053,45.7830717501,2517.67129857,1,1
"1200","32TMR2",8.03260415045,45.3334401562,2495.03861149,1,1
"1201","32TMR3",8.66936199683,45.7837669118,2530.29029232,1,1
"1202","32TMR4",8.67310562369,45.3365687361,2485.58506022,0,0
"1203","32TNR1",9.31566805096,45.7841746886,2518.88322235,1,1
"1204","32TNR2",9.31537785487,45.3341952852,2481.03395625,0,0
"1205","32TNR3",9.9572943766,45.7806002194,2517.55456196,1,1
"1206","32TNR4",9.95168592829,45.3285159472,2506.545231,0,0
"1207","32TPR1",10.6027733319,45.7717440733,2507.28723754,1,1
"1208","32TPR2",10.5911135455,45.3209120374,2539.03859792,1,1
"1209","32TPR3",11.2470344091,45.7602993194,2474.50468157,1,1
"1210","32TPR4",11.2281892153,45.3094920166,2526.32073962,1,1
"1211","32TQR1",11.7776725245,45.7420580189,1609.28318417,1,1
"1212","32TQR2",11.7694122133,45.2958291225,1741.4502559,1,1
"1213","33TTL3",12.2033522388,45.7442963623,1673.92135746,1,1
"1214","33TUL1",12.7449026618,45.7588122248,2270.89739689,1,0
"1215","33TUL3",13.3881153142,45.7690678816,1356.73564137,1,0
"1216","33TVL1",14.0354218793,45.7783763695,2429.94990784,1,1
"1217","33TVL2",14.0387055475,45.3311484656,2286.38273936,1,1
"1218","33TVL3",14.6778443091,45.7791514193,2477.95512436,1,1
"1219","33TVL4",14.6814541532,45.3322255328,1981.25545106,1,1
"1220","33TWL1",15.3233111451,45.780823661,2490.14606778,1,1
"1221","33TWL2",15.3183329287,45.3315742378,2510.51903427,1,1
"1222","33TWL3",15.9646697581,45.7761272137,2462.81183584,1,1
"1223","33TWL4",15.9571866244,45.3289161063,2504.89719925,1,1
"1224","33TXL1",16.6125117994,45.770486754,2489.55840508,1,1
"1225","33TXL2",16.5982238632,45.3230878498,2536.77558553,1,1
"1226","33TXL3",17.2556598852,45.7634963758,2475.50328701,1,1
"1227","33TXL4",17.2381290973,45.3119336172,2514.21011164,1,1
"1228","33TYL1",17.7925186462,45.7469847141,1695.87497875,1,1
"1229","33TYL2",17.7817234707,45.2916748931,1830.18460181,1,1
"1230","34TBR3",18.2238121424,45.7440632363,1638.19062843,1,1
"1231","34TBR4",18.2303176595,45.2923607947,1795.11020425,1,1
"1232","30TXQ3",-0.7889561902,44.8695502697,2396.30885803,1,1
"1233","30TXQ4",-0.80639615856,44.4225097337,2457.98160988,1,1
"1234","30TYQ1",-0.24176924885,44.8545202266,1830.04199155,1,1
"1235","30TYQ2",-0.25190399376,44.4017601565,1885.62892372,1,1
"1236","31TBK3",0.22285944117,44.8593301161,1886.64741813,1,1
"1237","31TBK4",0.2332767664,44.4059029848,1945.98939608,1,1
"1238","31TCK1",0.7733794095,44.8780360766,2526.27188386,1,1
"1239","31TCK2",0.78978598717,44.4220115564,2528.09662897,1,1
"1240","31TCK3",1.40706202796,44.8870103053,2528.60196583,1,1
"1241","31TCK4",1.41895340894,44.4337648142,2557.41642604,1,1
"1242","31TDK1",2.04268518522,44.8905048426,2468.57250214,1,1
"1243","31TDK2",2.04907791335,44.4401429504,2510.02950679,1,1
"1244","31TDK3",2.67365156672,44.8898438302,2506.78768152,1,1
"1245","31TDK4",2.67742792561,44.4394810059,2522.00037223,1,1
"1246","31TEK1",3.3065174739,44.8884743933,2495.25791009,1,1
"1247","31TEK2",3.30669662779,44.4393350253,2478.18620907,1,1
"1248","31TEK3",3.9392810549,44.8844226789,2459.64467645,1,1
"1249","31TEK4",3.93262047886,44.4360188156,2523.50759694,1,1
"1250","31TFK1",4.57152458963,44.8765414008,2476.51446372,1,1
"1251","31TFK2",4.55891771499,44.4277335974,2502.48021258,1,1
"1252","31TFK3",5.20170190552,44.8642864673,2484.92904918,1,1
"1253","31TFK4",5.18791020939,44.4166369033,2488.10455994,1,1
"1254","31TGK1",5.75580662577,44.8522282814,1893.02243614,1,1
"1255","31TGK2",5.74557151391,44.4006800139,1953.80337917,1,1
"1256","32TKQ3",6.22446880604,44.8544735855,1855.23892857,1,1
"1257","32TKQ2",6.23652669241,44.4023130963,1942.16638217,1,1
"1258","32TLQ1",6.7767247038,44.8697488051,2489.22829072,1,1
"1259","32TLQ2",6.79323631296,44.4184019117,2535.84689617,1,1
"1260","32TLQ3",7.40883333424,44.8793951238,2530.20914051,1,1
"1261","32TLQ4",7.42439017136,44.4263459243,2542.78849525,1,1
"1262","32TMQ1",8.0426510665,44.8838400711,2520.73303363,1,1
"1263","32TMQ2",8.05020538981,44.4316357704,2478.85146135,1,1
"1264","32TMQ3",8.67627519582,44.8880969698,2523.15309836,0,0
"1265","32TMQ4",8.68009276068,44.4359115444,1649.41637764,0,1
"1266","32TNQ1",9.31098160959,44.8872124823,2497.90801431,0,1
"1267","32TNQ2",9.30910153764,44.4344440624,2020.71340936,1,1
"1268","32TNQ3",9.94632559136,44.8790734183,2477.54687736,0,1
"1269","32TNQ4",9.93875647145,44.4277110198,2525.36288203,1,1
"1270","32TPQ1",10.5762996089,44.8678446455,2501.01545893,0,0
"1271","32TPQ2",10.5657744675,44.4204372387,2471.05479359,0,1
"1272","32TPQ3",11.2083120216,44.8582680526,2494.79229284,0,0
"1273","32TPQ4",11.1941643076,44.4121380408,2435.21907575,0,1
"1274","32TQQ1",11.7598722019,44.8453773299,1873.36284186,0,0
