"complex","chill","force","photo"
"Betula_pendula",-1.25299479137753,-0.658442516548882,0.0284868862847219
"Betula_pubescens",-0.704038071522975,-1.23406982241725,-0.168460461788119
"Corylus_avellana",-2.86417209052368,-0.830035361603958,-0.400383925862139
"Fagus_sylvatica",-6.73019604060488,0.0579904169563603,-2.58689918012383
"Picea_abies",-2.47541206588875,-1.46121610320302,-0.359876251409837
"Quercus_robur",-1.86926650642831,-0.0704079343949897,-0.616156188650907
