"rowname","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat","climparam"
"muForceSp",-6.89930550169616,0.0157373860590409,1.00488902924104,-8.86432571030885,-7.55818243797619,-6.90591658865459,-6.2385755681107,-4.93366633954186,4077.28446278245,0.999887221897807,"stv"
"sigmaForceSp",5.15990998788743,0.0159053860590643,0.850270549947653,3.7012969482904,4.55440462325359,5.07918455356997,5.6729150775756,7.01431974975744,2857.76060069931,0.999490670042339,"stv"
"muPhotoSp",-1.41565855683018,0.0176962660300107,1.10448614938658,-3.61322159317135,-2.14332389500257,-1.41282938079137,-0.681183773007167,0.698744937427146,3895.4467423473,1.00058945540576,"stv"
"sigmaPhotoSp",4.87154953555602,0.0211973422225088,0.962576422993276,3.243598737976,4.19624818973565,4.78664322121535,5.45027033296089,6.97368818967279,2062.09000528609,1.00092957746674,"stv"
"muChillSp",-10.0708657444558,0.0374427003150565,2.8623624758573,-15.5685730783849,-12.014923354809,-10.0856274603228,-8.17932208435204,-4.45547855494497,5844.06363094365,0.999507966318596,"stv"
"sigmaChillSp",16.7663897902838,0.038404943969169,2.32371374153125,12.6935992400988,15.1437035963525,16.543813338643,18.2082902035285,21.8604188480876,3660.92625664282,1.00051883170197,"stv"
"muPhenoSp",28.6840925555688,0.0301535283797827,2.38876992651681,23.9508812269143,27.141232075843,28.6605799262337,30.2797992927511,33.3390508511365,6275.847326396,0.999938231493518,"stv"
"sigmaPhenoSp",13.8093621529371,0.0318925428989603,2.08968238465692,10.2587543399129,12.3453898398883,13.6395699612267,15.0452098596835,18.4184252358592,4293.21132979022,1.00115511688408,"stv"
"betaTraitxForcing",-0.673174234269244,0.0217358513186653,0.94365277224603,-2.52047094767052,-1.30316966073671,-0.68526833937971,-0.0600700231267216,1.25557454094903,1884.82542223125,1.00119815703261,"stv"
"betaTraitxPhoto",0.675200439531692,0.0189461418236971,0.928305540304236,-1.14874266543923,0.0706734808462387,0.658767259647197,1.27838606729203,2.55209021879321,2400.71340204345,1.00020445023343,"stv"
"betaTraitxChill",3.46471521016366,0.0765492469224653,2.5742189786223,-1.7041237047949,1.80785493097393,3.48303890036762,5.17531454146614,8.61024499072049,1130.86074950424,1.00334299714316,"stv"
"sigmapheno_y",15.454065600479,0.0025141479864657,0.237934203496467,14.9928256339,15.2928366404938,15.4538322399803,15.612904669302,15.9307511260297,8956.37109624851,0.999629599299185,"stv"
"muForceSp",-6.63534532835987,0.0144724236949924,1.01612682714747,-8.56359869715816,-7.30041514430795,-6.6420415016604,-5.98083563343306,-4.57754157213575,4929.61835542719,0.999556572398027,"gdd2lf"
"sigmaForceSp",5.05142294815526,0.0149241007920188,0.841855017588564,3.5827228085516,4.46598447145221,4.96802135261481,5.57393630628865,6.8939360052628,3181.9859852783,1.00150679448371,"gdd2lf"
"muPhotoSp",-1.50649372773394,0.0174079473056979,1.09878706573746,-3.74547297891355,-2.20910607250333,-1.49165704418699,-0.775542952194097,0.57145522971932,3984.1157758076,1.00003857029347,"gdd2lf"
"sigmaPhotoSp",4.62717494406683,0.0208544389139127,0.937232749901625,3.01069199078167,3.96146758138294,4.55584939663804,5.21590767189419,6.64171076024843,2019.75128100135,1.00089874639051,"gdd2lf"
"muChillSp",-10.83517047872,0.0370625906277769,2.94434692393156,-16.5825149723862,-12.8058907875197,-10.8685919402655,-8.87775463403813,-4.93967099548232,6311.11967157242,1.00001033223572,"gdd2lf"
"sigmaChillSp",16.826007217652,0.0359296942544844,2.35486408936503,12.6769612395448,15.1830616169661,16.650490256477,18.2490169601762,21.9786031660015,4295.60808139554,1.00000935814225,"gdd2lf"
"muPhenoSp",28.6607793512184,0.0297594544607243,2.41370824748047,23.8873459057533,27.0607120081669,28.6997429751109,30.2796480369758,33.3190770628486,6578.3900071483,0.999469320386787,"gdd2lf"
"sigmaPhenoSp",13.7339506305725,0.0309225939722463,2.02709072782623,10.3337424860852,12.2715094656075,13.5628398142199,14.968507052588,18.2205777718538,4297.28876808495,0.999846106316757,"gdd2lf"
"betaTraitxForcing",-1.25048183002272,0.0227836158318766,1.03063736056022,-3.28865048556053,-1.93084269796499,-1.24365001693176,-0.581154453391605,0.803473531611407,2046.28662161332,1.00076174133532,"gdd2lf"
"betaTraitxPhoto",1.44726457149743,0.0255339943715648,1.1390898207796,-0.793554501260206,0.703138120455141,1.4513317836184,2.20931938075819,3.62373881822955,1990.11615508092,0.99992512901519,"gdd2lf"
"betaTraitxChill",2.33020285777447,0.103266161154406,2.94134713774024,-3.48883593096913,0.407030779987924,2.34669430338595,4.29234432281028,8.06300644470911,811.290705332172,1.00334657751401,"gdd2lf"
"sigmapheno_y",15.4633506291163,0.00266573811353544,0.232373887354212,15.0205116638666,15.3014380733298,15.4640299831056,15.6207248842332,15.9232781504511,7598.70673894834,0.999743853367393,"gdd2lf"
