"PEP_ID","lat","lon","pred1983.m","pred1983.pred","pred1983.site","pred1983.sp"
44,54.2167,10.6167,-0.430560480284453,115.036406852765,44,"betpen"
45,54.1667,10.5667,-0.349690622706634,116.05024916128,45,"betpen"
46,54.1833,10.55,-0.452995750343688,107.176955008221,46,"betpen"
48,53.95,10.7333,-0.363360597155705,112.718968199376,48,"betpen"
49,53.9,10.65,-0.352726361171828,108.984305214785,49,"betpen"
50,53.9333,10.6667,-0.229662251116736,112.112881737172,50,"betpen"
51,54.1167,10.6667,-0.350977404089594,119.271439343259,51,"betpen"
52,54.15,10.6833,-0.349097822517249,117.840456691769,52,"betpen"
53,54.0833,10.6333,-0.350146908992394,114.084675760727,53,"betpen"
55,53.9833,10.85,-0.349918424761213,119.07735562925,55,"betpen"
56,54.7333,9.56667,-0.399830269806191,118.865952779414,56,"betpen"
57,54.7,9.55,-0.510474238191946,125.116978386687,57,"betpen"
58,54.8,9.71667,-0.353497848010282,122.039306662295,58,"betpen"
59,54.6167,9.36667,-0.535457525946568,112.997931252657,59,"betpen"
61,54.75,9.9,-0.352403804533944,115.936839066093,61,"betpen"
62,54.8333,9.56667,-0.35234607869873,125.404237269314,62,"betpen"
65,54.7667,9.31667,-0.338938487688375,122.831586292309,65,"betpen"
66,54.7167,9.95,-0.189862229015242,111.069718393017,66,"betpen"
67,54.7333,9.1,-0.321700588339499,115.998710061338,67,"betpen"
68,54.75,9.51667,-0.562067344160889,121.000660785975,68,"betpen"
70,54.7333,9.5,-0.27876535414176,123.948383460748,70,"betpen"
73,54.7167,9.16667,-0.349567652841933,117.190530153937,73,"betpen"
77,54.6833,10,-0.365712538481373,111.544911887914,77,"betpen"
82,54.7167,9.68333,-0.369760630798784,121.788886356558,82,"betpen"
83,54.5667,9.31667,-0.351635932189441,124.600277276844,83,"betpen"
84,54.7333,9.73333,-0.406825812154624,121.24890165261,84,"betpen"
85,54.6667,9.4,-0.346690143748164,123.525425518123,85,"betpen"
87,54.7833,9.23333,-0.351707468684685,124.259715813129,87,"betpen"
90,54.8167,9.66667,-0.358639958670914,119.064315344433,90,"betpen"
91,53.6333,10.6667,-0.357861962296113,114.800719453637,91,"betpen"
93,53.6,10.6167,-0.353337091347656,113.908132826092,93,"betpen"
94,53.4833,10.6333,-0.3869919430452,113.25398489453,94,"betpen"
95,53.6833,10.5667,-0.387894897097124,113.665851332238,95,"betpen"
97,53.8,10.75,-0.351326119516046,113.755344454366,97,"betpen"
98,53.5833,10.8167,-0.396885685054954,113.17762947525,98,"betpen"
99,53.6667,10.9167,-0.354394681013418,115.775619977717,99,"betpen"
103,53.6167,10.7,-0.416190164121526,116.333049457876,103,"betpen"
106,53.7,10.7833,-0.280407115548763,111.795384044255,106,"betpen"
107,53.75,10.6167,-0.402956283710793,112.594898592235,107,"betpen"
108,53.65,10.8167,-0.350871860066376,117.180189452845,108,"betpen"
110,53.5,10.4833,-0.204493740843457,112.707974260134,110,"betpen"
112,53.45,10.55,-0.372687519124468,119.375124198056,112,"betpen"
115,54.5833,9.01667,-0.353178189813223,123.840404581645,115,"betpen"
118,54.6167,8.96667,-0.492621888365827,122.098762863884,118,"betpen"
120,54.4,9.25,-0.349008833532782,119.058658239299,120,"betpen"
122,54.4167,9.25,-0.356228899372509,122.647000061597,122,"betpen"
123,54.4833,9.05,-0.348685732725176,116.084985969137,123,"betpen"
124,54.6667,9.13333,-0.371853355023221,121.186706382934,124,"betpen"
125,54.5167,8.65,-0.367407114614732,107.584664274317,125,"betpen"
126,54.4,9.18333,-0.348935539205937,119.47312343025,126,"betpen"
132,54.3,9.25,-0.350937545314548,121.561609818951,132,"betpen"
133,54.2,9.08333,-0.397192683486252,115.701433621942,133,"betpen"
136,54.25,9.18333,-0.211423560937195,108.827445813135,136,"betpen"
138,54.2167,9.26667,-0.349126046590222,118.944560440499,138,"betpen"
139,54.25,9.08333,-0.349011065197489,129.219923892766,139,"betpen"
140,54.2167,8.91667,-0.276127296945609,117.714149040404,140,"betpen"
141,54.4333,11.2,-0.284299510578754,121.618350177251,141,"betpen"
142,54.5,11.1,-0.460362062300493,122.57662037354,142,"betpen"
143,54.5167,11.05,-0.29656064159386,122.348254218061,143,"betpen"
144,54.2333,11.0833,-0.402342588534755,120.946191695831,144,"betpen"
145,54.25,10.9167,-0.403060319182526,112.3949827423,145,"betpen"
148,54.25,10.8333,-0.423310317707311,113.395543510392,148,"betpen"
150,54.1833,11.05,-0.352123068620918,126.274251548988,150,"betpen"
152,54.1,10.8167,-0.533506399269924,121.016664553405,152,"betpen"
153,54.3,10.9,-0.253049755583953,112.966548664953,153,"betpen"
155,54.1333,10.8833,-0.351873924874455,121.148311269659,155,"betpen"
157,54.1833,10.75,-0.377559486811445,122.284305395484,157,"betpen"
161,53.75,9.76667,-0.351797500483246,114.67660207742,161,"betpen"
162,53.7,9.8,-0.463699694449235,114.69942918371,162,"betpen"
164,53.7333,9.78333,-0.320040452363996,113.517543526569,164,"betpen"
167,53.6333,9.85,-0.562085095248094,112.688942636475,167,"betpen"
168,53.6333,9.6,-0.350487557793113,110.456623527744,168,"betpen"
169,53.7,9.91667,-0.352183948435367,115.792258532232,169,"betpen"
171,53.8167,9.78333,-0.43839677159218,114.963101086594,171,"betpen"
172,53.6667,9.8,-0.355080198459487,111.343683230669,172,"betpen"
173,53.7333,9.88333,-0.423431727553003,113.0083202867,173,"betpen"
174,53.5833,9.7,-0.44715177929084,112.863693727823,174,"betpen"
175,54.15,10.3333,-0.35366197401047,121.799576792988,175,"betpen"
177,54.2833,10.6833,-0.352997987157794,117.039864870819,177,"betpen"
178,54.1167,10.4833,-0.296269335677715,115.354370221833,178,"betpen"
184,54.3167,10.5,-0.331335979363282,113.838528070337,184,"betpen"
185,54.3667,10.1833,-0.350090136114812,114.525972254266,185,"betpen"
186,54.3667,10.1833,-0.362337979845832,114.936552362529,186,"betpen"
187,54.2167,10.6667,-0.29448676068447,115.214990667296,187,"betpen"
188,54.3167,10.2167,-0.313284820631257,110.951152902615,188,"betpen"
189,54.4,10.2167,-0.352110988631124,115.199110403143,189,"betpen"
191,54.3,10.5833,-0.451329539676201,115.862533974809,191,"betpen"
194,54.2333,10.2833,-0.512269419500235,115.463454882118,194,"betpen"
195,54.2833,10.2333,-0.486837964354516,112.509645264529,195,"betpen"
197,54.2667,10.1667,-0.352775740079973,113.493355010005,197,"betpen"
199,54.1167,10.1667,-0.41413493644484,117.582427194405,199,"betpen"
202,54.1667,10.05,-0.358405437039419,117.724896328291,202,"betpen"
205,54.2,9.75,-0.213819086248104,116.737230677601,205,"betpen"
206,54.3167,9.66667,-0.418947002858055,119.340673925343,206,"betpen"
208,54.25,9.55,-0.471358706711391,120.740369178234,208,"betpen"
210,54.0833,9.68333,-0.354065117990599,116.436121476862,210,"betpen"
211,54.2333,9.51667,-0.494768654537607,118.262023714531,211,"betpen"
212,54.1333,9.41667,-0.351221712116978,118.52945363791,212,"betpen"
213,54.0833,9.65,-0.398216749138867,116.916030225501,213,"betpen"
214,54.3,9.5,-0.389042875201804,118.810904676628,214,"betpen"
215,54.2333,9.66667,-0.59692541242238,120.391995094262,215,"betpen"
216,54.05,9.7,-0.334846587293832,118.249076936163,216,"betpen"
217,54.1667,9.85,-0.558366148626358,114.10143812296,217,"betpen"
218,54.3,9.66667,-0.563591067219055,108.443007829236,218,"betpen"
221,54.2667,9.98333,-0.407957796064385,114.703611919312,221,"betpen"
222,54.2833,9.46667,-0.351608523121775,116.465398294618,222,"betpen"
223,54.1167,9.43333,-0.368192711632458,117.410428661764,223,"betpen"
224,54.1333,9.55,-0.493998790067152,107.752745505169,224,"betpen"
225,54.0833,9.9,-0.35047814236661,120.36043268439,225,"betpen"
227,54.2833,9.65,-0.312933450810803,115.029371545305,227,"betpen"
229,54.55,9.56667,-0.364554464323962,120.957958699041,229,"betpen"
230,54.6,9.56667,-0.342147665101381,128.574991598794,230,"betpen"
232,54.6167,9.83333,-0.492131796611232,122.586812641916,232,"betpen"
233,54.3167,9.31667,-0.337247909884575,119.027823687757,233,"betpen"
236,54.45,9.33333,-0.344997509987504,121.967201875833,236,"betpen"
238,54.55,9.4,-0.459535002424564,118.742505072421,238,"betpen"
239,54.6667,9.93333,-0.477797084244346,123.789038184482,239,"betpen"
240,54.4167,9.51667,-0.53919780096057,119.716225369917,240,"betpen"
241,54.55,9.51667,-0.404315700050465,119.520820722165,241,"betpen"
244,54.5167,9.56667,-0.261579545031851,113.420673144542,244,"betpen"
245,54.5167,9.38333,-0.188271587816152,119.547121637157,245,"betpen"
247,54.35,9.21667,-0.301101121625366,118.989412012495,247,"betpen"
249,53.9167,9.88333,-0.425040487175271,114.634588801398,249,"betpen"
250,53.9333,10.3,-0.354362362007349,113.647183886481,250,"betpen"
251,54.0167,10.0333,-0.361214590167102,115.511517575477,251,"betpen"
252,54.0667,10.2167,-0.256727863689734,112.059343973388,252,"betpen"
254,53.95,10.25,-0.478178924180075,117.831630730919,254,"betpen"
256,53.9,10.0667,-0.349575613019498,114.910516184165,256,"betpen"
257,53.9667,10.0833,-0.34170678210057,117.627590740125,257,"betpen"
258,53.7833,10,-0.463268844999586,115.945141359345,258,"betpen"
259,53.85,9.96667,-0.540852778727248,112.181933338816,259,"betpen"
260,53.8667,9.88333,-0.308090657764868,114.101761279957,260,"betpen"
261,53.9833,10.25,-0.276040561780783,116.592886614887,261,"betpen"
263,53.8167,10.15,-0.170671085830217,114.901645970637,263,"betpen"
265,54.0167,10.1667,-0.434649928099403,118.780824983364,265,"betpen"
269,54.0333,10.3167,-0.381399969545949,118.101252513604,269,"betpen"
271,53.7833,9.98333,-0.350140418173622,121.905287723122,271,"betpen"
272,53.95,10.2167,-0.348119786237099,120.028582667847,272,"betpen"
273,53.7833,10.0833,-0.347590399498078,128.841025782422,273,"betpen"
274,53.9333,10.2167,-0.223102074524064,113.566707598996,274,"betpen"
276,53.9,9.78333,-0.189664617951843,115.850532230429,276,"betpen"
277,53.7833,9.43333,-0.35292909966261,114.571531011123,277,"betpen"
278,53.8167,9.61667,-0.387267292657521,115.140458173348,278,"betpen"
279,53.9167,9.51667,-0.311790010107038,114.640385959159,279,"betpen"
280,53.95,9.71667,-0.283619838527159,116.109330396803,280,"betpen"
281,53.85,9.48333,-0.366018673217664,121.020333981383,281,"betpen"
283,54.0167,9.68333,-0.5335293740859,113.749472276674,283,"betpen"
284,53.9667,9.61667,-0.333273637228515,117.209836450901,284,"betpen"
286,54.0167,9.8,-0.486854282023459,115.267132313746,286,"betpen"
287,53.9167,9.36667,-0.364997503141944,114.349323667765,287,"betpen"
288,53.6833,10.2833,-0.349710422792687,114.475911427313,288,"betpen"
289,53.6667,10.2,-0.413374171242952,113.735150409365,289,"betpen"
291,53.7333,10.2667,-0.390159743318823,115.213303480019,291,"betpen"
293,53.7,10.05,-0.310708244826541,115.311214393817,293,"betpen"
294,53.6667,10.2833,-0.367464545132739,111.807628369378,294,"betpen"
295,53.7,10.0167,-0.375327732956901,114.998112335545,295,"betpen"
296,53.8667,10.4167,-0.354748706882255,111.598662368736,296,"betpen"
299,53.5167,10.25,-0.305383239105449,110.785126084774,299,"betpen"
300,53.8333,10.4833,-0.189500692841131,112.75530193312,300,"betpen"
302,53.6833,10.3833,-0.350912153994651,119.810367830358,302,"betpen"
303,53.8667,10.3333,-0.434905109473673,116.04159042213,303,"betpen"
304,53.6167,10.4167,-0.241075513590183,112.856306099003,304,"betpen"
305,53.7833,10.5,-0.349704346801139,117.751918949345,305,"betpen"
306,53.7333,10.1667,-0.33470099005533,118.463896242396,306,"betpen"
307,54.15,9.28333,-0.561516089605954,115.798163590697,307,"betpen"
308,53.9,9.1,-0.423294181055013,113.734983614439,308,"betpen"
309,54,9.26667,-0.442364734306112,115.315436206074,309,"betpen"
310,54.0167,8.9,-0.383238440629271,118.1037409768,310,"betpen"
311,53.9667,9.01667,-0.375484721514335,116.313333570146,311,"betpen"
312,54.15,9.06667,-0.279744206116227,117.767008847668,312,"betpen"
315,54.1,9.06667,-0.351484837179181,118.552394016912,315,"betpen"
316,54.0833,9.11667,-0.439677908121522,110.512621138608,316,"betpen"
317,53.9833,9.11667,-0.503238113199124,117.212016465182,317,"betpen"
319,54.1667,9,-0.384374054123991,116.89822527656,319,"betpen"
320,53.9667,9.08333,-0.3739512241942,115.256339281791,320,"betpen"
322,54.7333,8.73333,-0.37776951922192,122.619249560934,322,"betpen"
324,54.75,8.96667,-0.336652150084219,121.552998685058,324,"betpen"
325,54.7833,8.95,-0.411693554699606,121.907003968901,325,"betpen"
326,54.8167,9.18333,-0.430862830621479,120.884919990658,326,"betpen"
327,54.8667,8.73333,-0.331366447846259,122.696173026509,327,"betpen"
329,54.75,8.41667,-0.341940254408316,109.829708126483,329,"betpen"
332,54.9,8.31667,-0.275775858942527,122.207363834656,332,"betpen"
333,54.6833,8.56667,-0.402459865465372,118.510585570552,333,"betpen"
334,53.65,10.1833,-0.432175101514732,115.808552691243,334,"betpen"
335,53.4833,10.2333,-0.334950505853258,112.118973066767,335,"betpen"
336,53.5833,9.76667,-0.270446253988965,111.043420975561,336,"betpen"
337,53.6667,10.0333,-0.264559287156047,110.391733935788,337,"betpen"
338,53.5167,10,-0.35103919658521,107.950147923613,338,"betpen"
340,53.7,10.1,-0.351012989646533,119.792422485168,340,"betpen"
344,53.45,9.98333,-0.348665106182848,110.424824632397,344,"betpen"
346,53.4333,10.2833,-0.198765079472956,115.259996122752,346,"betpen"
349,53.6,10.1833,-0.316464225960482,115.2613306564,349,"betpen"
350,52.1,9.36667,-0.369349840496757,105.379889277016,350,"betpen"
353,52.3833,9.7,-0.35364078583298,116.246082343872,353,"betpen"
354,52.7,8.5,-0.182755847033559,112.394038693188,354,"betpen"
355,52.6333,8.6,-0.403635474261771,106.506416893966,355,"betpen"
357,52.6,8.36667,-0.353690250452595,112.431459828099,357,"betpen"
358,52.6333,8.38333,-0.307855936174972,108.393364062389,358,"betpen"
359,52.6,8.51667,-0.351815809160009,113.797524853301,359,"betpen"
360,52.7667,8.75,-0.445338833196543,111.151516226909,360,"betpen"
362,52.6,8.83333,-0.58761502102063,114.973267037601,362,"betpen"
363,52.75,8.83333,-0.3496678893477,113.127121257839,363,"betpen"
364,52.6,8.48333,-0.386315184359216,113.969730732849,364,"betpen"
365,52.7333,8.66667,-0.348935802875083,121.251676813179,365,"betpen"
367,52.8,8.83333,-0.361228708641499,106.890272588888,367,"betpen"
368,52.6833,8.8,-0.450142418877833,105.148570852692,368,"betpen"
369,52.6167,8.73333,-0.35311929109737,111.114647721949,369,"betpen"
370,52.55,8.58333,-0.328920141257724,110.554947291111,370,"betpen"
371,52.7833,9,-0.353448351349322,119.423241380724,371,"betpen"
372,52.85,8.73333,-0.346063599988294,111.43845076408,372,"betpen"
373,52.7833,9.13333,-0.339726915357255,115.058601342748,373,"betpen"
376,52.95,8.61667,-0.352008560728761,113.590253124937,376,"betpen"
377,52.9,8.58333,-0.427545245665943,116.515520492034,377,"betpen"
379,52.9833,8.7,-0.350439807620541,112.429525509234,379,"betpen"
380,52.8667,9.03333,-0.38069695682969,109.355945023871,380,"betpen"
381,52.9833,8.81667,-0.415369510292496,117.552662466789,381,"betpen"
382,52.8667,8.5,-0.308046820711763,111.156079655052,382,"betpen"
383,52.9,9.03333,-0.413939053131098,107.080411219547,383,"betpen"
384,52.9167,8.81667,-0.432525400295466,111.046470908609,384,"betpen"
385,52.8667,8.9,-0.34881361477157,110.253010379848,385,"betpen"
386,52.85,9.18333,-0.323263293949617,108.6466728415,386,"betpen"
388,52.1667,9.25,-0.495727396984231,111.693656755613,388,"betpen"
390,52.25,9.11667,-0.371187131363025,107.627383646284,390,"betpen"
393,52.3167,9.36667,-0.351494438905854,108.198653187434,393,"betpen"
395,52.2,9.2,-0.494191033376665,108.185579840391,395,"betpen"
397,52.1,9.41667,-0.352131567072729,109.330117991325,397,"betpen"
398,52.1167,9.55,-0.309241851285676,113.801827442651,398,"betpen"
399,52.1333,9.58333,-0.476783979708779,118.963143394149,399,"betpen"
401,52.1333,9.25,-0.44547285415891,106.379349790319,401,"betpen"
402,52.0667,9.26667,-0.405496275796266,110.774154522299,402,"betpen"
405,51.9833,9.25,-0.210943203474832,106.047901059144,405,"betpen"
406,52.0667,9.58333,-0.355966511076212,109.212375863879,406,"betpen"
407,52.0667,9.36667,-0.418559759394041,105.944352117979,407,"betpen"
408,52.0333,9.66667,-0.350890603032037,108.919671091045,408,"betpen"
409,52.3833,9.65,-0.351427453167965,112.089639735914,409,"betpen"
410,52.3667,9.85,-0.353196049523984,106.847759854225,410,"betpen"
411,52.3,9.73333,-0.510458292578419,110.570059650606,411,"betpen"
412,52.3333,9.41667,-0.418129334949623,110.942054015479,412,"betpen"
414,52.3,9.6,-0.352375141912544,115.219343911111,414,"betpen"
415,52.3,9.5,-0.26122898484464,109.54013045156,415,"betpen"
416,52.3167,9.8,-0.365324913087258,114.008342833703,416,"betpen"
417,52.3,9.8,-0.34406298496282,106.465754463102,417,"betpen"
418,52.45,9.73333,-0.347549154646399,112.916203535135,418,"betpen"
419,52.4,9.63333,-0.444554001965874,110.119461999439,419,"betpen"
420,52.4,9.85,-0.31304549783027,114.699614439735,420,"betpen"
421,52.3167,9.66667,-0.349401633135136,116.360979801451,421,"betpen"
423,52.4,9.6,-0.352282682327728,103.813736575838,423,"betpen"
424,52.55,9.41667,-0.35891475980661,114.581860751112,424,"betpen"
425,52.6,9.6,-0.351256969196088,112.636409143218,425,"betpen"
426,52.3833,9.35,-0.253464628453751,107.336560871457,426,"betpen"
427,52.4,9.45,-0.516400127385655,112.075403959429,427,"betpen"
428,52.7167,9.43333,-0.347960794018391,110.605708946346,428,"betpen"
429,52.5,9.45,-0.433573336026228,105.537896447842,429,"betpen"
431,52.5167,9.51667,-0.403355683271121,111.631727086889,431,"betpen"
432,52.4333,9.43333,-0.476397762021016,108.159419568283,432,"betpen"
434,52.7167,9.13333,-0.373286403083084,108.177112225887,434,"betpen"
435,52.5667,9.3,-0.243321721721921,113.545810218239,435,"betpen"
436,52.6667,8.96667,-0.350662219549906,116.144063197168,436,"betpen"
437,52.6667,9.25,-0.375024756732428,110.637303075141,437,"betpen"
440,52.5667,9.13333,-0.382433406698862,107.588041011295,440,"betpen"
441,52.6167,9.25,-0.359762642500422,104.195876210647,441,"betpen"
442,52.4167,8.75,-0.423917099173114,118.21578701894,442,"betpen"
443,52.6,9.08333,-0.325584209995493,115.564030663084,443,"betpen"
444,52.45,9.15,-0.358773982359041,109.865500055924,444,"betpen"
445,52.6667,9.16667,-0.407520017403094,110.043884708441,445,"betpen"
447,52.5,8.98333,-0.0810246076919267,101.538006491189,447,"betpen"
448,52.65,9.21667,-0.276195761898402,110.985314577532,448,"betpen"
450,52.7167,9.25,-0.342765018349578,112.550546044627,450,"betpen"
451,52.7167,9,-0.350622331843148,111.340484890619,451,"betpen"
452,52.6667,9.38333,-0.346261321126868,114.801757337536,452,"betpen"
454,52.45,8.85,-0.444623583464451,116.902757035093,454,"betpen"
455,52.4,9.11667,-0.407093944005201,115.079093062397,455,"betpen"
456,52.2667,9.1,-0.408067137568083,109.543170631154,456,"betpen"
457,52.2667,9.05,-0.350633647509772,110.034415104553,457,"betpen"
460,52.45,9.4,-0.405509058381403,105.246382580851,460,"betpen"
461,52.2333,9.11667,-0.382421651531704,109.935069780927,461,"betpen"
464,52.3333,9.2,-0.348703917038786,111.972100143311,464,"betpen"
465,52.2167,9.15,-0.435890323743603,109.977369448685,465,"betpen"
466,52.4333,9.26667,-0.518591554458149,107.385264500708,466,"betpen"
467,52.2167,9.4,-0.312531098041663,112.367223878003,467,"betpen"
469,52.1667,9.43333,-0.419068902370717,109.57625863622,469,"betpen"
470,52.2167,9.71667,-0.426686830537602,106.733907816782,470,"betpen"
471,52.2833,9.38333,-0.348139947290029,114.109165698414,471,"betpen"
472,52.2167,9.65,-0.391293909007921,105.635059901898,472,"betpen"
473,52.2,9.46667,-0.262827088607572,111.120586802105,473,"betpen"
474,52.25,9.45,-0.349469619536657,114.043392187678,474,"betpen"
475,52.2667,9.76667,-0.36117510277992,108.626636280251,475,"betpen"
476,52.2667,9.35,-0.389452695913396,112.374147115909,476,"betpen"
477,52.2167,9.55,-0.310325662226044,113.376654782267,477,"betpen"
478,52.2167,9.63333,-0.301130615581061,110.170246234677,478,"betpen"
479,52.15,9.73333,-0.350858962409607,105.163199349923,479,"betpen"
480,51.5333,9.93333,-0.383301527811859,108.816660728269,480,"betpen"
481,51.5333,9.95,-0.390848238591509,112.243411258192,481,"betpen"
482,52.15,9.95,-0.356594184486533,113.151141662625,482,"betpen"
483,52,9.93333,-0.432381284112746,117.686889993332,483,"betpen"
484,51.9833,9.81667,-0.324487499458404,107.802888527409,484,"betpen"
485,52.0167,9.7,-0.353934015127702,108.784730911543,485,"betpen"
486,52.0667,9.71667,-0.390653421398738,108.984788270755,486,"betpen"
488,52.0833,9.78333,-0.372774579565024,109.511873806233,488,"betpen"
490,52.1167,9.7,-0.355351846965814,106.233003991641,490,"betpen"
491,51.9833,9.78333,-0.526753872914389,119.25357467431,491,"betpen"
492,51.95,9.85,-0.352402729529706,114.398073453724,492,"betpen"
494,51.5333,10.2,-0.435171616961129,109.065262422086,494,"betpen"
495,51.6167,10.2167,-0.303700682408298,110.617336593756,495,"betpen"
496,51.5667,10.3167,-0.403670643738639,115.783521366654,496,"betpen"
498,51.5,10.1833,-0.585776245887433,120.118375049401,498,"betpen"
499,51.5667,10.2333,-0.292273474751927,108.280342580949,499,"betpen"
502,51.8,9.7,-0.282520765383871,112.216329674617,502,"betpen"
505,51.7667,9.76667,-0.349903266923838,110.719858087906,505,"betpen"
507,51.4667,10.05,-0.351529306002605,110.644731172502,507,"betpen"
508,51.4333,9.93333,-0.351635782544911,108.389235965323,508,"betpen"
509,51.6167,10,-0.340301907392263,112.643017571898,509,"betpen"
511,51.55,10.0667,-0.376398760559722,114.740176160451,511,"betpen"
512,52.0167,10.1333,-0.271814311320079,108.646139697671,512,"betpen"
513,52.0333,10,-0.300421812866864,120.236267007746,513,"betpen"
514,52.0667,10.0167,-0.464340323990478,111.5333780846,514,"betpen"
515,52.1,9.91667,-0.364328187951557,113.970100599273,515,"betpen"
516,52.1,10,-0.244908503330759,108.596761974002,516,"betpen"
517,52.1,10.1667,-0.248775604234909,112.996853899052,517,"betpen"
518,52.1833,10.2,-0.37946533001521,111.209136924053,518,"betpen"
519,51.95,10.1167,-0.462194185631506,109.70659418347,519,"betpen"
520,52.1,10.0333,-0.345851859799129,109.558368492291,520,"betpen"
521,52.2167,10.1667,-0.347851214510532,109.054909692381,521,"betpen"
522,52.0833,10.15,-0.284567279559443,109.900137081557,522,"betpen"
524,52.2333,9.85,-0.356155096224801,110.179333209658,524,"betpen"
525,52.1333,10.0667,-0.351502544224097,110.531722561639,525,"betpen"
527,51.7,9.43333,-0.525384374328065,99.4071788643741,527,"betpen"
529,51.9333,9.65,-0.217471513046154,110.987895215064,529,"betpen"
531,51.95,9.73333,-0.413842803147465,114.507823202492,531,"betpen"
532,51.85,9.63333,-0.385755674863295,116.075369635212,532,"betpen"
533,51.8333,9.45,-0.342803003783086,110.739316614817,533,"betpen"
534,51.8,9.51667,-0.38411616642575,113.190848605478,534,"betpen"
535,51.75,9.51667,-0.347338224734717,114.157815104265,535,"betpen"
536,51.9167,9.51667,-0.446896374351684,106.530137913748,536,"betpen"
537,51.8833,9.63333,-0.351058300584566,109.033024168507,537,"betpen"
538,51.35,9.61667,-0.261055418472865,111.540955760761,538,"betpen"
540,51.3833,9.76667,-0.334364006361808,108.217801437512,540,"betpen"
541,51.4667,9.8,-0.37395403133809,113.440129254128,541,"betpen"
543,51.5167,9.7,-0.302235057141928,115.562867552404,543,"betpen"
544,51.4167,9.66667,-0.293043239108712,112.136201884982,544,"betpen"
549,51.6667,9.78333,-0.223301216033636,112.226148630359,549,"betpen"
550,51.7333,9.8,-0.254501824067715,112.812185983003,550,"betpen"
551,51.7167,9.83333,-0.4403854479188,113.351116475178,551,"betpen"
552,51.6333,9.93333,-0.470904604365693,110.673375162081,552,"betpen"
553,51.7167,10,-0.572668027177024,110.342601689601,553,"betpen"
554,51.6833,9.55,-0.356518174840526,112.473180601521,554,"betpen"
556,51.6667,9.63333,-0.352462528723291,111.644772361406,556,"betpen"
557,51.6,10.45,-0.313924035593271,114.088233143859,557,"betpen"
558,51.7,10.1667,-0.32627902425315,110.746788071215,558,"betpen"
559,51.7667,10.1833,-0.338726910706658,116.962743557756,559,"betpen"
561,51.65,10.25,-0.546529041278838,112.286148099228,561,"betpen"
562,51.65,10.3333,-0.348017274971947,109.897931596357,562,"betpen"
563,51.8,10.0333,-0.636578524763233,112.924891112074,563,"betpen"
564,51.6333,10.4667,-0.331816338430297,113.080836315875,564,"betpen"
565,51.7333,10.25,-0.40356871451829,111.524761344461,565,"betpen"
568,51.6,10.55,-0.34858030732237,113.705898891348,568,"betpen"
569,51.8167,10.0667,-0.503332745134422,113.487431605597,569,"betpen"
572,52.25,10.1167,-0.349344086632227,111.84006263067,572,"betpen"
573,52.3833,10.2667,-0.351215100462703,127.442679715574,573,"betpen"
574,52.2333,10.2333,-0.274363531355473,111.643621805701,574,"betpen"
576,52.3167,10.2333,-0.328919726885222,107.910195868344,576,"betpen"
577,52.25,10.0667,-0.297208152309284,111.940781463666,577,"betpen"
578,52.3,10.3167,-0.287680440548945,111.539073290745,578,"betpen"
579,51.8,10.45,-0.350728437188865,119.290664871987,579,"betpen"
580,51.8167,10.35,-0.351869053884594,119.760339530996,580,"betpen"
581,51.8167,10.2333,-0.350620145288862,110.365715018561,581,"betpen"
