"Lat","Lon","MeanFitness","pres"
52.18,-10.25,0.547,1
52.01,-10.09,0.449,1
52.18,-10.09,0.552,1
52.34,-10.09,0.149,1
51.84,-9.92,0.365,1
52.01,-9.92,0.295,1
52.18,-9.92,0.191,1
52.34,-9.92,0.141,1
53.51,-9.92,0.636,1
53.67,-9.92,0.434,1
54,-9.92,0.183,1
54.34,-9.92,0.476,1
51.84,-9.76,0.486,1
52.01,-9.76,0.11,1
52.18,-9.76,0.616,1
52.34,-9.76,0.147,1
53.51,-9.76,0.334,1
53.67,-9.76,0.177,1
53.84,-9.76,0.286,1
54,-9.76,0.222,1
54.17,-9.76,0.533,1
54.34,-9.76,0.376,1
51.68,-9.59,0.646,1
51.84,-9.59,0.19,1
52.01,-9.59,0.112,1
52.18,-9.59,0.54,1
52.34,-9.59,0.265,1
52.51,-9.59,0.677,1
52.67,-9.59,0.805,1
53.51,-9.59,0.235,1
53.67,-9.59,0.046,0
53.84,-9.59,0.175,1
54,-9.59,0.176,1
54.17,-9.59,0.176,1
54.34,-9.59,0.221,1
51.68,-9.42,0.651,1
51.84,-9.42,0.199,1
52.01,-9.42,0.253,1
52.18,-9.42,0.448,1
52.34,-9.42,0.458,1
52.51,-9.42,0.594,1
52.67,-9.42,0.664,1
52.84,-9.42,0.833,1
53.34,-9.42,0.745,1
53.51,-9.42,0.189,1
53.67,-9.42,0,0
53.84,-9.42,0.161,1
54,-9.42,0.177,1
54.17,-9.42,0.167,1
54.34,-9.42,0.167,1
38.9,-9.26,0.998,1
39.06,-9.26,0.849,1
39.23,-9.26,0.849,1
51.68,-9.26,0.593,1
51.84,-9.26,0.162,1
52.01,-9.26,0.043,0
52.18,-9.26,0.277,1
52.34,-9.26,0.228,1
52.51,-9.26,0.58,1
52.67,-9.26,0.734,1
52.84,-9.26,0.681,1
53.01,-9.26,0.487,1
53.34,-9.26,0.343,1
53.51,-9.26,0.191,1
53.67,-9.26,0.19,1
53.84,-9.26,0.185,1
54,-9.26,0.18,1
54.17,-9.26,0.177,1
54.34,-9.26,0.172,1
38.73,-9.09,0.953,1
38.9,-9.09,0.749,1
39.06,-9.09,0.849,1
39.23,-9.09,0.849,1
39.4,-9.09,0.949,1
39.56,-9.09,0.998,1
43.05,-9.09,0.732,1
43.21,-9.09,0.764,1
51.68,-9.09,0.627,1
51.84,-9.09,0.168,1
52.01,-9.09,0.135,1
52.18,-9.09,0.141,1
52.34,-9.09,0.137,1
52.51,-9.09,0.192,1
52.67,-9.09,0.594,1
52.84,-9.09,0.443,1
53.01,-9.09,0.293,1
53.17,-9.09,0.189,1
53.34,-9.09,0.347,1
53.51,-9.09,0.348,1
53.67,-9.09,0.298,1
53.84,-9.09,0.195,1
54,-9.09,0.191,1
54.17,-9.09,0.293,1
54.34,-9.09,0.336,1
38.56,-8.93,0.704,1
38.73,-8.93,0.449,1
38.9,-8.93,0.449,1
39.06,-8.93,0.499,1
39.23,-8.93,0.699,1
39.4,-8.93,0.749,1
39.56,-8.93,0.699,1
39.73,-8.93,0.748,1
42.72,-8.93,0.687,1
42.88,-8.93,0.657,1
43.05,-8.93,0.572,1
43.21,-8.93,0.71,1
51.68,-8.93,0.605,1
51.84,-8.93,0.441,1
52.01,-8.93,0.189,1
52.18,-8.93,0.194,1
52.34,-8.93,0.146,1
52.51,-8.93,0.399,1
52.67,-8.93,0.647,1
52.84,-8.93,0.598,1
53.01,-8.93,0.548,1
53.17,-8.93,0.197,1
53.34,-8.93,0.648,1
53.51,-8.93,0.399,1
53.67,-8.93,0.198,1
53.84,-8.93,0.195,1
54,-8.93,0.194,1
