"Lat","Lon","MeanFitness","pres"
40.23,-8.59,0.902,1
40.39,-8.59,0.954,1
40.56,-8.59,0.973,1
40.72,-8.59,0.968,1
41.39,-8.59,0.846,1
41.55,-8.59,0.727,1
41.72,-8.59,0.534,1
41.88,-8.59,0.256,1
42.05,-8.59,0.186,1
42.22,-8.59,0.13,1
42.38,-8.59,0.133,1
42.55,-8.59,0.138,1
42.72,-8.59,0.186,1
42.88,-8.59,0.132,1
43.05,-8.59,0.137,1
43.21,-8.59,0.149,1
43.38,-8.59,0.523,1
51.68,-8.59,0.912,1
51.84,-8.59,0.914,1
52.01,-8.59,0.939,1
52.18,-8.59,0.928,1
52.34,-8.59,0.969,1
52.51,-8.59,0.984,1
52.67,-8.59,0.992,1
52.84,-8.59,0.973,1
53.01,-8.59,0.926,1
53.17,-8.59,0.921,1
53.34,-8.59,0.983,1
53.51,-8.59,0.89,1
53.67,-8.59,0.882,1
53.84,-8.59,0.878,1
54,-8.59,0.77,1
54.17,-8.59,0.607,1
54.34,-8.59,0.423,1
54.83,-8.59,0.1,0
70.94,-8.59,0,0
37.24,-8.43,0,0
37.4,-8.43,0.004,0
37.57,-8.43,0.009,0
37.73,-8.43,0.002,0
37.9,-8.43,0.002,0
38.07,-8.43,0.004,0
38.23,-8.43,0.02,0
38.4,-8.43,0.008,0
38.56,-8.43,0.021,0
38.73,-8.43,0.028,0
38.9,-8.43,0.055,0
39.06,-8.43,0.073,0
39.23,-8.43,0.108,1
39.4,-8.43,0.139,1
39.56,-8.43,0.171,1
39.73,-8.43,0.291,1
39.89,-8.43,0.372,1
40.06,-8.43,0.915,1
40.23,-8.43,0.836,1
40.39,-8.43,0.924,1
40.56,-8.43,0.97,1
40.72,-8.43,0.973,1
40.89,-8.43,0.956,1
41.05,-8.43,0.933,1
41.22,-8.43,0.899,1
41.39,-8.43,0.832,1
41.55,-8.43,0.756,1
41.72,-8.43,0.604,1
41.88,-8.43,0.376,1
42.05,-8.43,0.142,1
42.22,-8.43,0.196,1
42.38,-8.43,0.127,1
42.55,-8.43,0.135,1
42.72,-8.43,0.136,1
42.88,-8.43,0.182,1
43.05,-8.43,0.152,1
43.21,-8.43,0.145,1
43.38,-8.43,0.53,1
51.84,-8.43,0.949,1
52.01,-8.43,0.964,1
52.18,-8.43,0.955,1
52.34,-8.43,0.969,1
52.51,-8.43,0.988,1
52.67,-8.43,0.99,1
52.84,-8.43,0.968,1
53.01,-8.43,0.816,1
53.17,-8.43,0.77,1
53.34,-8.43,0.904,1
53.51,-8.43,0.808,1
53.67,-8.43,0.863,1
53.84,-8.43,0.831,1
54,-8.43,0.817,1
54.17,-8.43,0.691,1
54.34,-8.43,0.658,1
54.5,-8.43,0.56,1
54.67,-8.43,0.193,1
54.83,-8.43,0.116,1
37.24,-8.26,0,0
37.4,-8.26,0,0
37.57,-8.26,0.001,0
37.73,-8.26,0.002,0
37.9,-8.26,0.001,0
38.07,-8.26,0,0
38.23,-8.26,0.001,0
38.4,-8.26,0.002,0
38.56,-8.26,0.007,0
38.73,-8.26,0.032,0
38.9,-8.26,0.03,0
39.06,-8.26,0.053,0
39.23,-8.26,0.104,1
39.4,-8.26,0.131,1
39.56,-8.26,0.18,1
39.73,-8.26,0.19,1
39.89,-8.26,0.296,1
40.06,-8.26,0.877,1
40.23,-8.26,0.929,1
40.39,-8.26,0.903,1
40.56,-8.26,0.956,1
40.72,-8.26,0.97,1
40.89,-8.26,0.903,1
41.05,-8.26,0.837,1
41.22,-8.26,0.906,1
41.39,-8.26,0.766,1
41.55,-8.26,0.782,1
41.72,-8.26,0.706,1
41.88,-8.26,0.433,1
42.05,-8.26,0.18,1
42.22,-8.26,0.226,1
42.38,-8.26,0.126,1
42.55,-8.26,0.119,1
42.72,-8.26,0.115,1
42.88,-8.26,0.173,1
43.05,-8.26,0.148,1
43.21,-8.26,0.237,1
43.38,-8.26,0.668,1
51.84,-8.26,0.98,1
52.01,-8.26,0.973,1
52.18,-8.26,0.953,1
52.34,-8.26,0.984,1
52.51,-8.26,0.952,1
52.67,-8.26,0.757,1
52.84,-8.26,0.903,1
53.01,-8.26,0.765,1
53.17,-8.26,0.93,1
53.34,-8.26,0.895,1
53.51,-8.26,0.824,1
53.67,-8.26,0.879,1
53.84,-8.26,0.926,1
54,-8.26,0.862,1
54.17,-8.26,0.649,1
54.34,-8.26,0.555,1
54.5,-8.26,0.251,1
54.67,-8.26,0.257,1
54.83,-8.26,0.131,1
55,-8.26,0.168,1
71.1,-8.26,0,0
37.24,-8.1,0,0
37.4,-8.1,0,0
37.57,-8.1,0.001,0
37.73,-8.1,0,0
37.9,-8.1,0,0
38.07,-8.1,0,0
38.23,-8.1,0.001,0
38.4,-8.1,0.001,0
38.56,-8.1,0.01,0
38.73,-8.1,0.039,0
38.9,-8.1,0.033,0
39.06,-8.1,0.051,0
39.23,-8.1,0.078,0
39.4,-8.1,0.132,1
39.56,-8.1,0.13,1
39.73,-8.1,0.2,1
39.89,-8.1,0.279,1
40.06,-8.1,0.884,1
40.23,-8.1,0.933,1
40.39,-8.1,0.87,1
40.56,-8.1,0.951,1
40.72,-8.1,0.818,1
40.89,-8.1,0.802,1
41.05,-8.1,0.707,1
41.22,-8.1,0.886,1
41.39,-8.1,0.835,1
41.55,-8.1,0.779,1
41.72,-8.1,0.711,1
41.88,-8.1,0.326,1
42.05,-8.1,0.132,1
42.22,-8.1,0.184,1
42.38,-8.1,0.139,1
42.55,-8.1,0.13,1
42.72,-8.1,0.124,1
42.88,-8.1,0.228,1
43.05,-8.1,0.232,1
43.21,-8.1,0.322,1
43.38,-8.1,0.824,1
43.55,-8.1,0.876,1
43.71,-8.1,0.87,1
52.01,-8.1,0.975,1
52.18,-8.1,0.975,1
52.34,-8.1,0.955,1
52.51,-8.1,0.651,1
52.67,-8.1,0.809,1
52.84,-8.1,0.767,1
53.01,-8.1,0.972,1
53.17,-8.1,0.803,1
53.34,-8.1,0.945,1
53.51,-8.1,0.852,1
53.67,-8.1,0.845,1
53.84,-8.1,0.885,1
54,-8.1,0.929,1
54.17,-8.1,0.589,1
54.34,-8.1,0.481,1
54.5,-8.1,0.207,1
54.67,-8.1,0.27,1
54.83,-8.1,0.117,1
55,-8.1,0.123,1
55.16,-8.1,0.168,1
71.1,-8.1,0,0
37.24,-7.93,0,0
37.4,-7.93,0,0
37.57,-7.93,0,0
37.73,-7.93,0,0
37.9,-7.93,0,0
38.07,-7.93,0,0
38.23,-7.93,0,0
38.4,-7.93,0,0
38.56,-7.93,0.001,0
38.73,-7.93,0.005,0
38.9,-7.93,0.006,0
39.06,-7.93,0.032,0
39.23,-7.93,0.069,0
39.4,-7.93,0.109,1
39.56,-7.93,0.118,1
39.73,-7.93,0.187,1
39.89,-7.93,0.266,1
40.06,-7.93,0.857,1
40.23,-7.93,0.763,1
40.39,-7.93,0.875,1
40.56,-7.93,0.892,1
40.72,-7.93,0.897,1
40.89,-7.93,0.861,1
41.05,-7.93,0.678,1
41.22,-7.93,0.784,1
41.39,-7.93,0.889,1
41.55,-7.93,0.689,1
41.72,-7.93,0.497,1
41.88,-7.93,0.236,1
42.05,-7.93,0.325,1
42.22,-7.93,0.185,1
42.38,-7.93,0.758,1
42.55,-7.93,0.549,1
42.72,-7.93,0.258,1
42.88,-7.93,0.366,1
43.05,-7.93,0.455,1
43.21,-7.93,0.433,1
43.38,-7.93,0.777,1
43.55,-7.93,0.881,1
43.71,-7.93,0.97,1
52.01,-7.93,0.953,1
52.18,-7.93,0.919,1
52.34,-7.93,0.819,1
52.51,-7.93,0.821,1
52.67,-7.93,0.88,1
52.84,-7.93,0.723,1
53.01,-7.93,0.868,1
53.17,-7.93,0.839,1
53.34,-7.93,0.849,1
53.51,-7.93,0.901,1
53.67,-7.93,0.921,1
53.84,-7.93,0.885,1
54,-7.93,0.915,1
54.17,-7.93,0.678,1
54.34,-7.93,0.328,1
54.5,-7.93,0.363,1
54.67,-7.93,0.178,1
54.83,-7.93,0.121,1
55,-7.93,0.114,1
55.16,-7.93,0.158,1
71.1,-7.93,0,0
37.24,-7.76,0,0
37.4,-7.76,0,0
37.57,-7.76,0,0
37.73,-7.76,0,0
37.9,-7.76,0,0
38.07,-7.76,0,0
38.23,-7.76,0,0
38.4,-7.76,0,0
38.56,-7.76,0,0
38.73,-7.76,0.002,0
38.9,-7.76,0.003,0
39.06,-7.76,0.022,0
39.23,-7.76,0.062,0
39.4,-7.76,0.07,0
39.56,-7.76,0.094,0
39.73,-7.76,0.133,1
39.89,-7.76,0.233,1
40.06,-7.76,0.873,1
40.23,-7.76,0.835,1
40.39,-7.76,0.891,1
40.56,-7.76,0.853,1
40.72,-7.76,0.909,1
40.89,-7.76,0.873,1
41.05,-7.76,0.633,1
41.22,-7.76,0.682,1
41.39,-7.76,0.615,1
41.55,-7.76,0.852,1
41.72,-7.76,0.517,1
41.88,-7.76,0.287,1
42.05,-7.76,0.241,1
42.22,-7.76,0.46,1
42.38,-7.76,0.876,1
42.55,-7.76,0.843,1
42.72,-7.76,0.343,1
42.88,-7.76,0.48,1
43.05,-7.76,0.552,1
43.21,-7.76,0.541,1
43.38,-7.76,0.638,1
43.55,-7.76,0.784,1
43.71,-7.76,0.948,1
43.88,-7.76,0.955,1
52.01,-7.76,0.922,1
52.18,-7.76,0.806,1
52.34,-7.76,0.598,1
52.51,-7.76,0.963,1
52.67,-7.76,0.915,1
52.84,-7.76,0.83,1
53.01,-7.76,0.819,1
53.17,-7.76,0.875,1
53.34,-7.76,0.899,1
53.51,-7.76,0.871,1
53.67,-7.76,0.905,1
53.84,-7.76,0.925,1
54,-7.76,0.804,1
54.17,-7.76,0.374,1
54.34,-7.76,0.319,1
54.5,-7.76,0.331,1
54.67,-7.76,0.217,1
54.83,-7.76,0.197,1
55,-7.76,0.254,1
55.16,-7.76,0.41,1
37.24,-7.6,0,0
37.4,-7.6,0,0
37.57,-7.6,0,0
37.73,-7.6,0,0
37.9,-7.6,0,0
38.07,-7.6,0,0
38.23,-7.6,0,0
38.4,-7.6,0,0
38.56,-7.6,0,0
38.73,-7.6,0,0
38.9,-7.6,0.003,0
39.06,-7.6,0.032,0
39.23,-7.6,0.044,0
39.4,-7.6,0.069,0
39.56,-7.6,0.106,1
39.73,-7.6,0.093,0
39.89,-7.6,0.148,1
40.06,-7.6,0.751,1
40.23,-7.6,0.824,1
40.39,-7.6,0.77,1
40.56,-7.6,0.863,1
40.72,-7.6,0.881,1
40.89,-7.6,0.853,1
41.05,-7.6,0.632,1
41.22,-7.6,0.86,1
41.39,-7.6,0.888,1
41.55,-7.6,0.499,1
41.72,-7.6,0.732,1
41.88,-7.6,0.415,1
42.05,-7.6,0.329,1
42.22,-7.6,0.75,1
42.38,-7.6,0.833,1
42.55,-7.6,0.902,1
42.72,-7.6,0.835,1
42.88,-7.6,0.77,1
43.05,-7.6,0.712,1
43.21,-7.6,0.808,1
43.38,-7.6,0.825,1
43.55,-7.6,0.781,1
43.71,-7.6,0.905,1
43.88,-7.6,0.983,1
52.01,-7.6,0.84,1
52.18,-7.6,0.645,1
52.34,-7.6,0.594,1
52.51,-7.6,0.949,1
52.67,-7.6,0.937,1
52.84,-7.6,0.884,1
53.01,-7.6,0.892,1
53.17,-7.6,0.822,1
53.34,-7.6,0.853,1
53.51,-7.6,0.87,1
53.67,-7.6,0.907,1
53.84,-7.6,0.882,1
54,-7.6,0.864,1
54.17,-7.6,0.62,1
54.34,-7.6,0.349,1
54.5,-7.6,0.597,1
54.67,-7.6,0.441,1
54.83,-7.6,0.569,1
55,-7.6,0.61,1
55.16,-7.6,0.641,1
55.33,-7.6,0.753,1
37.4,-7.43,0,0
37.57,-7.43,0,0
37.73,-7.43,0,0
37.9,-7.43,0,0
38.07,-7.43,0,0
38.23,-7.43,0,0
38.4,-7.43,0,0
38.56,-7.43,0,0
38.73,-7.43,0,0
38.9,-7.43,0.002,0
39.06,-7.43,0.032,0
39.23,-7.43,0.048,0
39.4,-7.43,0.069,0
39.56,-7.43,0.078,0
39.73,-7.43,0.081,0
39.89,-7.43,0.109,1
40.06,-7.43,0.444,1
40.23,-7.43,0.717,1
40.39,-7.43,0.695,1
40.56,-7.43,0.33,1
40.72,-7.43,0.849,1
40.89,-7.43,0.805,1
41.05,-7.43,0.779,1
41.22,-7.43,0.892,1
41.39,-7.43,0.851,1
41.55,-7.43,0.747,1
41.72,-7.43,0.881,1
41.88,-7.43,0.865,1
42.05,-7.43,0.782,1
42.22,-7.43,0.834,1
42.38,-7.43,0.703,1
42.55,-7.43,0.93,1
42.72,-7.43,0.945,1
42.88,-7.43,0.879,1
43.05,-7.43,0.932,1
43.21,-7.43,0.887,1
43.38,-7.43,0.946,1
43.55,-7.43,0.741,1
43.71,-7.43,0.953,1
43.88,-7.43,0.996,1
52.18,-7.43,0.771,1
52.34,-7.43,0.419,1
52.51,-7.43,0.86,1
52.67,-7.43,0.962,1
52.84,-7.43,0.95,1
53.01,-7.43,0.956,1
53.17,-7.43,0.869,1
53.34,-7.43,0.878,1
53.51,-7.43,0.94,1
53.67,-7.43,0.949,1
53.84,-7.43,0.899,1
54,-7.43,0.949,1
54.17,-7.43,0.831,1
54.34,-7.43,0.775,1
54.5,-7.43,0.549,1
54.67,-7.43,0.508,1
54.83,-7.43,0.774,1
55,-7.43,0.857,1
55.16,-7.43,0.874,1
55.33,-7.43,0.805,1
37.4,-7.26,0,0
37.57,-7.26,0,0
37.73,-7.26,0,0
37.9,-7.26,0,0
38.07,-7.26,0,0
38.23,-7.26,0,0
38.4,-7.26,0,0
38.56,-7.26,0,0
38.73,-7.26,0,0
38.9,-7.26,0.001,0
39.06,-7.26,0.009,0
39.23,-7.26,0.03,0
39.4,-7.26,0.079,0
39.56,-7.26,0.091,0
39.73,-7.26,0.059,0
39.89,-7.26,0.047,0
40.06,-7.26,0.339,1
40.23,-7.26,0.63,1
40.39,-7.26,0.683,1
40.56,-7.26,0.732,1
40.72,-7.26,0.819,1
40.89,-7.26,0.834,1
41.05,-7.26,0.819,1
41.22,-7.26,0.851,1
41.39,-7.26,0.817,1
41.55,-7.26,0.876,1
41.72,-7.26,0.855,1
41.88,-7.26,0.912,1
42.05,-7.26,0.901,1
42.22,-7.26,0.701,1
42.38,-7.26,0.341,1
42.55,-7.26,0.886,1
42.72,-7.26,0.935,1
42.88,-7.26,0.933,1
43.05,-7.26,0.97,1
43.21,-7.26,0.947,1
43.38,-7.26,0.955,1
43.55,-7.26,0.952,1
43.71,-7.26,0.991,1
52.34,-7.26,0.932,1
52.51,-7.26,0.932,1
52.67,-7.26,0.941,1
52.84,-7.26,0.943,1
53.01,-7.26,0.883,1
53.17,-7.26,0.869,1
53.34,-7.26,0.897,1
53.51,-7.26,0.918,1
53.67,-7.26,0.972,1
53.84,-7.26,0.825,1
54,-7.26,0.969,1
54.17,-7.26,0.958,1
54.34,-7.26,0.918,1
54.5,-7.26,0.756,1
54.67,-7.26,0.814,1
54.83,-7.26,0.824,1
55,-7.26,0.923,1
55.16,-7.26,0.87,1
55.33,-7.26,0.68,1
57.32,-7.26,0.372,1
57.49,-7.26,0.449,1
57.66,-7.26,0.415,1
62.14,-7.26,0.017,0
37.4,-7.1,0,0
37.57,-7.1,0,0
37.73,-7.1,0,0
37.9,-7.1,0,0
38.07,-7.1,0,0
38.23,-7.1,0,0
38.4,-7.1,0,0
38.56,-7.1,0,0
38.73,-7.1,0,0
38.9,-7.1,0,0
39.06,-7.1,0.006,0
39.23,-7.1,0.014,0
39.4,-7.1,0.052,0
39.56,-7.1,0.059,0
39.73,-7.1,0.038,0
39.89,-7.1,0.029,0
40.06,-7.1,0.257,1
40.23,-7.1,0.406,1
40.39,-7.1,0.578,1
40.56,-7.1,0.764,1
40.72,-7.1,0.783,1
40.89,-7.1,0.76,1
41.05,-7.1,0.791,1
41.22,-7.1,0.691,1
41.39,-7.1,0.808,1
41.55,-7.1,0.614,1
41.72,-7.1,0.544,1
41.88,-7.1,0.838,1
42.05,-7.1,0.896,1
42.22,-7.1,0.713,1
42.38,-7.1,0.437,1
42.55,-7.1,0.964,1
42.72,-7.1,0.881,1
42.88,-7.1,0.795,1
43.05,-7.1,0.94,1
43.21,-7.1,0.947,1
43.38,-7.1,0.982,1
43.55,-7.1,0.996,1
43.71,-7.1,0.948,1
52.34,-7.1,0.966,1
52.51,-7.1,0.96,1
52.67,-7.1,0.973,1
52.84,-7.1,0.91,1
53.01,-7.1,0.898,1
53.17,-7.1,0.96,1
53.34,-7.1,0.929,1
53.51,-7.1,0.908,1
53.67,-7.1,0.892,1
53.84,-7.1,0.965,1
54,-7.1,0.959,1
54.17,-7.1,0.974,1
54.34,-7.1,0.931,1
54.5,-7.1,0.849,1
54.67,-7.1,0.89,1
54.83,-7.1,0.341,1
55,-7.1,0.375,1
55.16,-7.1,0.492,1
55.33,-7.1,0.827,1
57.32,-7.1,0.157,1
57.49,-7.1,0.312,1
57.66,-7.1,0.3,1
62.14,-7.1,0.024,0
62.3,-7.1,0,0
37.4,-6.93,0,0
37.57,-6.93,0,0
37.73,-6.93,0,0
37.9,-6.93,0,0
38.07,-6.93,0,0
38.23,-6.93,0,0
38.4,-6.93,0,0
38.56,-6.93,0,0
38.73,-6.93,0,0
38.9,-6.93,0,0
39.06,-6.93,0,0
39.23,-6.93,0.001,0
39.4,-6.93,0.009,0
39.56,-6.93,0.022,0
39.73,-6.93,0.011,0
39.89,-6.93,0.024,0
40.06,-6.93,0.251,1
40.23,-6.93,0.386,1
40.39,-6.93,0.678,1
40.56,-6.93,0.727,1
40.72,-6.93,0.764,1
40.89,-6.93,0.674,1
41.05,-6.93,0.056,0
41.22,-6.93,0.029,0
41.39,-6.93,0.03,0
41.55,-6.93,0.101,1
41.72,-6.93,0.081,0
41.88,-6.93,0.106,1
42.05,-6.93,0.771,1
42.22,-6.93,0.786,1
42.38,-6.93,0.853,1
42.55,-6.93,0.922,1
42.72,-6.93,0.678,1
42.88,-6.93,0.771,1
43.05,-6.93,0.987,1
43.21,-6.93,0.947,1
43.38,-6.93,0.964,1
43.55,-6.93,0.968,1
43.71,-6.93,0.946,1
52.34,-6.93,0.962,1
52.51,-6.93,0.957,1
52.67,-6.93,0.973,1
52.84,-6.93,0.933,1
53.01,-6.93,0.94,1
53.17,-6.93,0.933,1
53.34,-6.93,0.877,1
53.51,-6.93,0.927,1
53.67,-6.93,0.913,1
53.84,-6.93,0.961,1
54,-6.93,0.951,1
54.17,-6.93,0.973,1
54.34,-6.93,0.945,1
54.5,-6.93,0.956,1
54.67,-6.93,0.893,1
54.83,-6.93,0.491,1
55,-6.93,0.29,1
55.16,-6.93,0.654,1
55.33,-6.93,0.389,1
58.15,-6.93,0.087,0
62.14,-6.93,0.011,0
62.3,-6.93,0.001,0
37.4,-6.77,0,0
37.57,-6.77,0,0
37.73,-6.77,0,0
37.9,-6.77,0,0
38.07,-6.77,0,0
38.23,-6.77,0,0
38.4,-6.77,0,0
38.56,-6.77,0,0
38.73,-6.77,0,0
38.9,-6.77,0,0
39.06,-6.77,0,0
39.23,-6.77,0,0
39.4,-6.77,0.003,0
39.56,-6.77,0.005,0
39.73,-6.77,0.009,0
39.89,-6.77,0.01,0
40.06,-6.77,0.171,1
40.23,-6.77,0.284,1
40.39,-6.77,0.647,1
40.56,-6.77,0.655,1
40.72,-6.77,0.677,1
40.89,-6.77,0.634,1
41.05,-6.77,0.054,0
41.22,-6.77,0.029,0
41.39,-6.77,0.022,0
41.55,-6.77,0.068,0
41.72,-6.77,0.071,0
41.88,-6.77,0.157,1
42.05,-6.77,0.775,1
42.22,-6.77,0.147,1
42.38,-6.77,0.234,1
42.55,-6.77,0.856,1
42.72,-6.77,0.931,1
42.88,-6.77,0.638,1
43.05,-6.77,0.927,1
43.21,-6.77,0.985,1
43.38,-6.77,0.991,1
43.55,-6.77,0.989,1
43.71,-6.77,0.947,1
52.34,-6.77,0.993,1
52.51,-6.77,0.986,1
52.67,-6.77,0.975,1
52.84,-6.77,0.968,1
53.01,-6.77,0.972,1
53.17,-6.77,0.964,1
53.34,-6.77,0.943,1
53.51,-6.77,0.978,1
53.67,-6.77,0.949,1
53.84,-6.77,0.98,1
54,-6.77,0.889,1
54.17,-6.77,0.939,1
54.34,-6.77,0.917,1
54.5,-6.77,0.985,1
54.67,-6.77,0.95,1
54.83,-6.77,0.487,1
55,-6.77,0.607,1
55.16,-6.77,0.47,1
57.82,-6.77,0.098,0
57.99,-6.77,0.089,0
58.15,-6.77,0.095,0
58.32,-6.77,0.097,0
61.64,-6.77,0.017,0
61.97,-6.77,0.045,0
62.14,-6.77,0.005,0
62.3,-6.77,0.001,0
34.25,-6.6,0,0
37.24,-6.6,0,0
37.4,-6.6,0,0
37.57,-6.6,0,0
37.73,-6.6,0,0
37.9,-6.6,0,0
38.07,-6.6,0,0
38.23,-6.6,0,0
38.4,-6.6,0,0
38.56,-6.6,0,0
38.73,-6.6,0,0
38.9,-6.6,0,0
39.06,-6.6,0,0
39.23,-6.6,0,0
39.4,-6.6,0,0
39.56,-6.6,0.002,0
39.73,-6.6,0.006,0
39.89,-6.6,0.004,0
40.06,-6.6,0.157,1
40.23,-6.6,0.177,1
40.39,-6.6,0.621,1
40.56,-6.6,0.609,1
40.72,-6.6,0.485,1
40.89,-6.6,0.443,1
41.05,-6.6,0.047,0
41.22,-6.6,0.024,0
41.39,-6.6,0.046,0
41.55,-6.6,0.021,0
41.72,-6.6,0.061,0
41.88,-6.6,0.067,0
42.05,-6.6,0.77,1
42.22,-6.6,0.333,1
42.38,-6.6,0.02,0
42.55,-6.6,0.861,1
42.72,-6.6,0.628,1
42.88,-6.6,0.872,1
43.05,-6.6,0.508,1
43.21,-6.6,0.856,1
43.38,-6.6,0.947,1
43.55,-6.6,0.995,1
43.71,-6.6,0.948,1
52.34,-6.6,0.992,1
52.51,-6.6,0.957,1
52.67,-6.6,0.795,1
52.84,-6.6,0.951,1
53.01,-6.6,0.968,1
53.17,-6.6,0.969,1
53.34,-6.6,0.915,1
53.51,-6.6,0.971,1
53.67,-6.6,0.917,1
53.84,-6.6,0.984,1
54,-6.6,0.983,1
54.17,-6.6,0.981,1
54.34,-6.6,0.97,1
54.5,-6.6,0.979,1
54.67,-6.6,0.985,1
54.83,-6.6,0.938,1
55,-6.6,0.667,1
55.16,-6.6,0.898,1
57.49,-6.6,0.097,0
57.99,-6.6,0.089,0
58.15,-6.6,0.097,0
58.32,-6.6,0.099,0
