"Lat","Lon","MeanDateLeaf","lodoy","daylength"
52.18,-10.25,115.3,115,14.4890591212836
52.01,-10.09,114.7,114,14.4110142159307
52.18,-10.09,114.3,114,14.4258819109996
52.34,-10.09,121.2,121,14.8775014833502
51.84,-9.92,116.3,116,14.5205974212182
52.01,-9.92,117.3,117,14.5982582942277
52.18,-9.92,118.4,118,14.676537934897
52.34,-9.92,120.3,120,14.8161719540723
53.51,-9.92,114.7,114,14.5466842427598
53.67,-9.92,115.8,115,14.6288769015769
54,-9.92,119,119,14.9299381893196
54.34,-9.92,116.2,116,14.7640271119844
51.84,-9.76,116.1,116,14.5205974212182
52.01,-9.76,121.3,121,14.8427117644171
52.18,-9.76,115.1,115,14.4890591212836
52.34,-9.76,120.2,120,14.8161719540723
53.51,-9.76,116.4,116,14.6796739098359
53.67,-9.76,121.2,121,15.0239317041901
53.84,-9.76,117.3,117,14.7796590524255
54,-9.76,120,120,14.9961338650842
54.17,-9.76,116.3,116,14.7464426351166
54.34,-9.76,117.4,117,14.8323361537292
51.68,-9.59,113,113,14.3202543257055
51.84,-9.59,119.6,119,14.7044360729214
52.01,-9.59,122.1,122,14.902769817056
52.18,-9.59,116.8,116,14.5519056009944
52.34,-9.59,117.8,117,14.6297267381596
52.51,-9.59,115,115,14.5191187242322
52.67,-9.59,114.4,114,14.4694445022602
53.51,-9.59,118.6,118,14.8112794507587
53.67,-9.59,124.4,124,15.2157281617931
53.84,-9.59,122,122,15.1082881072357
54,-9.59,121.5,121,15.0619068047445
54.17,-9.59,120.4,120,15.0154842468023
54.34,-9.59,119.7,119,14.9678508443784
51.68,-9.42,113.5,113,14.3202543257055
51.84,-9.42,118.2,118,14.6435336344674
52.01,-9.42,119.2,119,14.7212898376004
52.18,-9.42,116.7,116,14.5519056009944
52.34,-9.42,116.7,116,14.5668229874534
52.51,-9.42,116,116,14.5828044377427
52.67,-9.42,115.3,115,14.5338731855056
52.84,-9.42,113.4,113,14.4196254464894
53.34,-9.42,115.3,115,14.5969806278669
53.51,-9.42,119.4,119,14.8765171087666
53.67,-9.42,124.9,124,15.2157281617931
53.84,-9.42,121.5,121,15.0434090868077
54,-9.42,121.4,121,15.0619068047445
54.17,-9.42,123,123,15.2128964209187
54.34,-9.42,122.3,122,15.1680612565929
38.9,-9.26,89.3,89,12.5155405509432
39.06,-9.26,89.4,89,12.5180009198191
39.23,-9.26,88.8,88,12.4778948940087
51.68,-9.26,114.1,114,14.3825045296227
51.84,-9.26,119.6,119,14.7044360729214
52.01,-9.26,124.1,124,15.0214753701901
52.18,-9.26,118.4,118,14.676537934897
52.34,-9.26,119.7,119,14.7544199307281
52.51,-9.26,117,117,14.6461426105395
52.67,-9.26,114.2,114,14.4694445022602
52.84,-9.26,115.6,115,14.5496812568806
53.01,-9.26,117.4,117,14.6952568356858
53.34,-9.26,118.1,118,14.7935329032927
53.51,-9.26,120.7,120,14.9413519599493
53.67,-9.26,120.6,120,14.9590804570809
53.84,-9.26,121.9,121,15.0434090868077
54,-9.26,121.7,121,15.0619068047445
54.17,-9.26,121.2,121,15.0817399765511
54.34,-9.26,122.1,122,15.1680612565929
38.73,-9.09,88.5,88,12.4709639842396
38.9,-9.09,89.1,89,12.5155405509432
39.06,-9.09,89.4,89,12.5180009198191
39.23,-9.09,88.8,88,12.4778948940087
39.4,-9.09,89.5,89,12.5232703766522
39.56,-9.09,89.7,89,12.5257697646763
43.05,-9.09,94.4,94,12.827159415873
43.21,-9.09,95.1,95,12.8800593019643
51.68,-9.09,114.6,114,14.3825045296227
51.84,-9.09,121.8,121,14.8250158084645
52.01,-9.09,123.1,123,14.9623649035316
52.18,-9.09,122.3,122,14.9210434141693
52.34,-9.09,123.9,123,14.9988104406735
52.51,-9.09,119.4,119,14.7717045857555
52.67,-9.09,115.8,115,14.5338731855056
52.84,-9.09,117.6,117,14.6784164923268
53.01,-9.09,118.1,118,14.7595334054256
53.17,-9.09,120.7,120,14.9041788792272
53.34,-9.09,118.3,118,14.7935329032927
53.51,-9.09,118.5,118,14.8112794507587
53.67,-9.09,118.2,118,14.8281289922623
53.84,-9.09,118.9,118,14.8461902087301
54,-9.09,119.4,119,14.9299381893196
54.17,-9.09,118.6,118,14.8817265485068
54.34,-9.09,119.7,119,14.9678508443784
38.56,-8.93,89.3,89,12.5103527287883
38.73,-8.93,88.8,88,12.4709639842396
38.9,-8.93,88.6,88,12.4733082615564
39.06,-8.93,89.6,89,12.5180009198191
39.23,-8.93,89.5,89,12.5206286007117
39.4,-8.93,89.3,89,12.5232703766522
39.56,-8.93,89.3,89,12.5257697646763
39.73,-8.93,89.4,89,12.528439333515
42.72,-8.93,93.2,93,12.7706075688082
42.88,-8.93,94.5,94,12.8227212518442
43.05,-8.93,98.6,98,13.0201962689997
43.21,-8.93,97.1,97,12.9771333612085
51.68,-8.93,115.9,115,14.4444400227912
51.84,-8.93,117.8,117,14.5822480534198
52.01,-8.93,121,121,14.8427117644171
52.18,-8.93,121,121,14.8605606583495
52.34,-8.93,123.6,123,14.9988104406735
52.51,-8.93,118.2,118,14.7091154779176
52.67,-8.93,115.9,115,14.5338731855056
52.84,-8.93,116.2,116,14.6142224780066
53.01,-8.93,117,117,14.6952568356858
53.17,-8.93,120,120,14.9041788792272
53.34,-8.93,116.3,116,14.6628503918488
53.51,-8.93,117.9,117,14.7456587243003
53.67,-8.93,120.4,120,14.9590804570809
53.84,-8.93,120.4,120,14.9780855479482
54,-8.93,120.5,120,14.9961338650842
54.17,-8.93,120.6,120,15.0154842468023
54.34,-8.93,119.7,119,14.9678508443784
37.24,-8.76,90.2,90,12.5304344259356
37.4,-8.76,90.2,90,12.533004942731
38.73,-8.76,88.8,88,12.4709639842396
38.9,-8.76,88.8,88,12.4733082615564
39.06,-8.76,88.8,88,12.4755261121715
39.23,-8.76,89.2,89,12.5206286007117
39.4,-8.76,89.4,89,12.5232703766522
39.56,-8.76,90.1,90,12.5689474551962
