"X","species","min.x","max.x","min.y","max.y","continent","lat.extent","lon.extent","cent.lat","cent.lon"
1,"Abies_alba",-1.39128150566024,26.9339563102376,38.0422844994234,51.8697847658705,"Europe",13.8275002664471,28.3252378158978,44.9560346326469,12.7713374022887
2,"Acer_pseudoplatanus",-8.89001820375789,44.1837990499092,37.72355913393,55.448080264957,"Europe",17.724521131027,53.0738172536671,46.5858196994435,17.6468904230757
3,"Aesculus_hippocastanum",19.8323151666308,22.5022994616128,38.6057658426269,40.3939044629908,"Europe",1.7881386203639,2.669984294982,39.4998351528088,21.1673073141218
4,"Alnus_glutinosa",-12.7172412557614,67.025595488088,34.8349725855521,66.4968498569072,"Europe",31.6618772713551,79.7428367438494,50.6659112212296,27.1541771161633
5,"Alnus_incana",1.99216870644055,70.0920575204586,40.928902012678,70.8860163455439,"Europe",29.9571143328659,68.099888814018,55.9074591791109,36.0421131134496
6,"Betula_pendula",-12.6572451016078,175.910118654022,25.896037935857,69.332527490608,"Europe",43.436489554751,188.56736375563,47.6142827132325,81.6264367762071
7,"Betula_pubescens",-27.1775578581369,139.114710777179,35.4742629950306,71.250225868229,"Europe",35.7759628731984,166.292268635316,53.3622444316298,55.968576459521
8,"Carpinus_betulus",-2.53649706775802,56.0603009970553,35.908163654607,57.0439980769145,"Europe",21.1358344223075,58.5967980648133,46.4760808657607,26.7619019646486
9,"Cornus_mas",0.708935187137982,49.102972876833,35.7040147315838,52.1273522270268,"Europe",16.423337495443,48.394037689695,43.9156834793053,24.9059540319855
10,"Corylus_avellana",-11.979358822814,59.2762306044962,35.0696811081681,67.3428606412952,"Europe",32.2731795331271,71.2555894273102,51.2062708747317,23.6484358908411
11,"Fagus_sylvatica",-7.36992532919556,35.4093539023335,37.6280905056247,59.8098774778869,"Europe",22.1817869722622,42.7792792315291,48.7189839917558,14.019714286569
12,"Fraxinus_excelsior",-11.5805296547507,57.7536239424248,35.2914557030079,64.2086611731548,"Europe",28.9172054701469,69.3341535971755,49.7500584380813,23.0865471438371
13,"Larix_decidua",5.97820930881153,16.1191863192708,44.003394506033,48.1850147031106,"Europe",4.18162019707761,10.1409770104593,46.0942046045718,11.0486978140412
14,"Picea_abies",5.3134172697098,56.6935002238383,41.2605489845618,69.8268194773163,"Europe",28.5662704927545,51.3800829541285,55.543684230939,31.0034587467741
15,"Populus_tremula",-13.716268420144,160.745988451467,24.1696068986356,71.5173349810622,"Europe",47.3477280824266,174.462256871611,47.8434709398489,73.5148600156615
16,"Prunus_avium",-11.0148909012041,49.4262801224594,34.7411762010044,64.2873568577759,"Europe",29.5461806567715,60.4411710236635,49.5142665293902,19.2056946106277
17,"Prunus_padus",-11.8411786659776,162.923047223709,31.4323893464125,71.4679883781845,"Europe",40.035599031772,174.764225889687,51.4501888622985,75.5409342788657
18,"Quercus_ilex",-7.60755983357059,28.4304500927217,34.1301720449035,47.8324985541996,"Europe",13.7023265092961,36.0380099262923,40.9813352995516,10.4114451295756
19,"Quercus_petraea",-12.6368519815518,55.2598027260688,35.4755270204235,60.3606694086848,"Europe",24.8851423882613,67.8966547076206,47.9180982145541,21.3114753722585
20,"Quercus_robur",-12.7893148534367,59.9287198170631,35.5635645023741,61.6210205908314,"Europe",26.0574560884573,72.7180346704998,48.5922925466027,23.5697024818132
21,"Sorbus_aucuparia",-28.0413470051876,178.086296948489,32.5694663190064,72.3305164463654,"Europe",39.761050127359,206.127643953677,52.4499913826859,75.0224749716507
22,"Tilia_cordata",-6.89766799296304,77.7100339216922,38.8900925757448,64.1082233636402,"Europe",25.2181307878954,84.6077019146552,51.4991579696925,35.4061829643646
1,"Acer_pensylvanicum",-89.9094467163086,49.2605476379395,34.8130035400391,49.2605476379395,"N. American",14.4475440979004,139.169994354248,42.0367755889893,-20.3244495391845
2,"Acer_rubrum",-97.2541233369978,49.4010020778026,25.54669615333,49.4010020778026,"N. American",23.8543059244726,146.6551254148,37.4738491155663,-23.9265606295976
3,"Acer_saccharum",-97.732595912561,49.4220963718856,33.456827051803,49.4220963718856,"N. American",15.9652693200826,147.154692284447,41.4394617118443,-24.1552497703377
4,"Fagus_grandifolia",-99.6417518701703,47.9262736391695,19.4499369071999,47.9262736391695,"N. American",28.4763367319696,147.56802550934,33.6881052731847,-25.8577391155004
5,"Quercus rubra",-97.7826494466145,49.0856449787245,30.7560983752196,49.0856449787245,"N. American",18.3295466035049,146.868294425339,39.9208716769721,-24.348502233945
6,"Betula_alleghaniensis",-96.0765292799908,49.9502710742435,34.7778918914207,49.9502710742435,"N. American",15.1723791828228,146.026800354234,42.3640814828321,-23.0631291028736
7,"Betula_lenta",-87.9935280223258,48.702934158467,33.1902038446098,48.702934158467,"N. American",15.5127303138572,136.696462180793,40.9465690015384,-19.6452969319294
8,"Betula_papyrifera",-164.73856500685,68.5049807513066,35.0270015448154,68.5049807513066,"N. American",33.4779792064912,233.243545758157,51.765991148061,-48.1167921277717
9,"Alnus rubra",-140.301834106445,60.0691032409668,34.4879302978516,60.0691032409668,"N. American",25.5811729431152,200.370937347412,47.2785167694092,-40.1163654327391
10,"Alnus_incana",-135.379771435661,68.5448388493195,37.914264642079,68.5448388493195,"N. American",30.6305742072405,203.924610284981,53.2295517456993,-33.4174662931708
11,"Corylus_cornuta",-128.626375453465,57.0754608830985,32.8271874974437,57.0754608830985,"N. American",24.2482733856548,185.701836336563,44.9513241902711,-35.7754572851832
12,"Picea_glauca",-163.986083984375,69.5793762207031,42.7104644775391,69.5793762207031,"N. American",26.868911743164,233.565460205078,56.1449203491211,-47.203353881836
13,"Pseudotsuga_menziesii",-128.918247878824,55.4171363916659,18.8832298806521,55.4171363916659,"N. American",36.5339065110138,184.33538427049,37.150183136159,-36.750555743579
14,"Fraxinus_nigra",-97.867876248819,51.5068916789965,37.554699578865,51.5068916789965,"N. American",13.9521921001315,149.374767927815,44.5307956289307,-23.1804922849112
15,"Prunus_pensylvanica",-128.294560783293,62.3117887714114,34.808020842917,62.3117887714114,"N. American",27.5037679284944,190.606349554704,48.5599048071642,-32.9913860059408
16,"Populus_grandidentata",-96.502612068853,49.993222785593,35.1337235419391,49.993222785593,"N. American",14.8594992436539,146.495834854446,42.563473163766,-23.25469464163
