"","GDD.1","GDD.sd.1","UtahChill.1","UtahChill.sd.1","ChillPortions.1","ChillPortions.sd.1"
"1999",191.019013825941,144.013432297519,2127.37865990991,654.632989792468,98.8128084253758,17.6691149643159
"2000",234.974678535595,174.081428801922,2098.90709459459,745.195683978417,98.7363993080657,18.8739271534676
"2001",215.892212748721,169.687415414981,2021.22888513514,580.771519258719,97.7913116535667,16.481326597907
"2002",208.269635547353,139.113933609828,2118.48141891892,687.684824175311,98.9591024761629,18.1245093515625
"2003",261.276458984217,143.247150273448,2212.88626126126,582.5306235194,101.975285969826,16.3860965529323
"2004",347.462217575602,187.452823659556,2044.92483108108,651.052723558924,98.4876998351641,17.2072439315649
"2005",369.578776169209,155.74229170822,2185.88288288288,659.598510892519,100.172750462662,15.6905125421581
"2006",251.183390477124,152.57980162625,2140.8490990991,595.69813347884,100.632695792663,16.2289635655423
"2007",240.252665475068,172.275151868095,1977.73958333333,725.321450760754,95.0956945603469,20.3518171235783
"2008",224.168662976726,127.066470860214,1991.36373873874,704.728525306131,94.8535193059142,21.0787956905885
"2009",219.704139319019,145.880042471837,1826.89217342342,664.782798205109,90.6828664854822,21.4825878084227
"2010",268.012755295831,136.501061362581,1811.03519144144,632.368665672363,92.239824594962,21.0329313290608
"2011",197.591392674654,124.22747354693,2181.45777027027,649.238661095221,99.7011894921856,17.400097793102
"2012",215.773871982167,158.844568129079,1936.65484234234,630.446516219384,95.0554597192485,18.8294522658579
"2013",273.232440041883,175.361645497217,1913.09938063063,759.354262815423,93.1226978969715,20.9560697790546
"2014",310.516461791376,187.23022243579,2128.82685810811,735.0940899856,97.9395963488354,20.0048218549255
"2015",355.244773781882,185.581596518308,1976.65653153153,614.594182371752,95.9245506127988,17.0298772863087
"2016",247.860189464987,155.103295299876,2083.42426801802,636.202094104637,98.7244880338324,16.8288293429722
