"","GDD.1","GDD.sd.1","UtahChill.1","UtahChill.sd.1","ChillPortions.1","ChillPortions.sd.1"
"1999",431.47767618555,127.353119903249,1018.45182578091,267.23908692765,74.3652292613069,12.2347203373838
"2000",418.262632978191,195.393173451363,908.329740431148,181.169420747824,72.3462761951029,9.41611701722729
"2001",445.655438714243,150.950133787137,638.564232292125,204.73886893837,59.5264824186634,10.6621742085016
"2002",339.840158758631,189.953421499906,815.817641882974,137.93985896758,63.2969325348663,11.3180332147504
"2003",379.974837216054,177.528180956219,765.654201495821,359.911678110963,66.8247401945824,19.5076835619352
"2004",405.396466247831,227.410070350047,710.901121865376,209.050572783572,59.8819318351881,13.5341069711518
"2005",367.647964462509,158.901074777527,785.592828860537,196.980934967429,61.8356294222985,13.5850002254762
"2006",452.526165593703,156.706993232344,675.970633523977,161.048821991386,60.9948914752973,11.495734424736
"2007",455.825904737668,198.372625666028,972.297404311483,361.093883068241,71.9980846829244,16.7877197477963
"2008",345.660769188296,168.951400842217,560.909150901892,128.404033055903,55.347557306274,14.0560226527254
"2009",389.570730343793,199.133982279224,690.469973603168,223.797573330656,58.9142753089026,16.4091972702694
"2010",525.99487260605,175.91027746706,918.684777826661,182.762908138158,65.2814509680186,14.0815689909275
"2011",400.064038216791,185.059802762133,715.594478662561,196.044616265961,59.3125099310217,12.7646599977004
"2012",561.866534253151,222.896795821315,781.574791025077,202.541534982261,62.465608264001,12.9470759975629
"2013",378.044624150432,163.750598104342,897.553783545975,274.204889588298,68.4696746144332,17.8764454025131
"2014",372.404313318335,169.2880323718,637.219533655961,200.26059365169,57.2553094047898,17.3552616525708
"2015",452.841632694996,172.992844570116,718.063462384514,191.869786726697,58.2341955900347,15.6447341097517
"2016",406.42379352253,189.321257469744,868.394742630884,152.488584134636,59.7501162400182,9.50042288225371
