"","GDD.1","GDD.sd.1","UtahChill.1","UtahChill.sd.1","ChillPortions.1","ChillPortions.sd.1"
"1999",247.651793764968,197.925357593621,1278.54033579034,741.485553193592,80.0369451234926,21.7748731965725
"2000",300.247928453973,225.809723467953,1206.55855855856,724.78822264706,79.6849637056808,20.3216825966257
"2001",299.59800096622,201.910838345935,1080.38042588043,715.242200947143,71.1161448744872,24.9463677388874
"2002",257.978136460591,217.697617352428,1080.55958230958,731.471402427283,69.0782607391133,25.1585625464451
"2003",267.890393010995,206.069422806689,1201.20106470106,708.538098845981,78.441848518468,21.8362294610402
"2004",354.005910775002,234.316699213806,1078.51351351351,718.551816965272,72.5674764040382,23.068093670438
"2005",332.706612318696,208.610544532238,1109.85462735463,774.535468052356,71.5225119354,24.554509397076
"2006",312.499403420961,199.764851936798,1171.29279279279,651.145053773841,77.997799608806,19.6767311704336
"2007",318.323085909835,219.022938652299,1181.34275184275,723.767099886282,79.0757206975339,21.1844516285989
"2008",262.364456568656,194.555717230154,1097.43693693694,674.875600926608,71.6949120357824,23.6573276979144
"2009",276.361276328541,210.358822919954,1028.38697788698,626.28817263024,69.9108802798784,22.2766222014402
"2010",259.814621770341,196.264733530566,1015.13472563473,668.297686589262,70.3010434490216,24.2978273436262
"2011",216.54194256547,212.696624640504,1152.39803439803,731.259550611641,72.9398362642513,23.649202994783
"2012",307.659718357061,213.885407866238,1029.68591318591,679.851936610459,71.4338487669946,24.1567807103851
"2013",320.960140230498,217.568887349876,1058.90294840295,717.098948032605,72.2078068892764,24.1242995657251
"2014",324.87339756575,233.359592214334,1036.48054873055,711.042296642133,70.7446031889014,24.1859998020007
"2015",366.89331717173,229.22982217049,1043.36998361998,607.960924442716,70.1463495815825,21.312511388358
"2016",283.335357197243,197.028887392157,1136.39312039312,614.924679928043,75.1520555779111,19.3810817466668
