"","GDD.1","GDD.sd.1","UtahChill.1","UtahChill.sd.1","ChillPortions.1","ChillPortions.sd.1"
"1980",663.702194311077,333.839987262679,659.32152422693,275.56850976588,67.2184830405328,8.7230416644829
"1981",698.108495276381,313.349838782316,758.018383248113,275.00251155124,68.9459236105948,10.3806046409047
"1982",714.559162702013,340.437545248037,815.617969320672,345.795014860612,71.5092042917024,11.0440193676808
"1983",617.34703558273,332.483502945326,480.914170927684,452.312555195783,63.0557831407143,12.1562293268605
"1984",617.686201261906,340.756204621155,766.895422449477,295.727962775505,70.850842841492,10.3284973257645
"1985",764.845145953701,350.739179653591,558.056610664719,507.06797723123,65.8101706131802,13.1431030752363
"1986",757.513565796369,300.449171606792,349.751887022157,434.20961940995,58.5921825130768,7.87614844150766
"1987",712.683382239284,278.310328444614,626.848429510592,433.58960581765,66.1941180530529,12.8752321317404
"1988",685.993907567922,309.444409998161,865.255782809837,373.046720057788,71.4226559415563,14.7721967325745
"1989",671.42346357141,331.078537086604,828.694424153884,380.522408455986,72.4147705415361,13.5058947338559
"1990",725.168433631316,350.256290780065,553.641344046749,372.021876337132,62.9942170343618,11.4160820828128
"1991",815.078424257647,353.208351589912,589.951302654005,551.396741336654,65.4941622052587,18.0970824477296
"1992",666.417509599902,340.927041162944,615.214877039201,385.808032826087,66.6450152742848,12.3274271372238
"1993",648.854163109376,303.822302239405,841.246165084003,394.871285954406,69.8516685015133,14.4196661247765
"1994",676.877927201776,365.190639100268,830.125639152666,360.670005093755,70.5951821126613,12.1131380273089
"1995",695.804899014338,378.11596574034,657.394691989287,432.897959121168,65.2395414088583,11.2685698009473
"1996",626.592553287278,324.088111328962,547.08838568298,300.507250134403,63.3180345360915,10.5936454796847
"1997",614.779638787303,403.148854119028,691.002556610665,468.271817886763,68.3496173530764,13.9160403816886
"1998",753.648887360939,263.683885797461,763.404796688581,346.185200370487,70.1412808959069,14.0478648824597
