"","lon","lat","minforce","minchill","minphoto","maxforce","maxchill","maxphoto","species"
"180",11.50293,48.16447,15.3333333333333,1067.5,8,16.6666666666667,2223.5,16,"Liquidambar_orientalis"
"181",11.50293,48.16447,15.3333333333333,1067.5,8,16.6666666666667,2223.5,16,"Liquidambar_styraciflua"
"182",11.50293,48.16447,15.3333333333333,1067.5,8,16.6666666666667,1650,16,"Liriodendron_tulipifera"
"183",11.50293,48.16447,15.3333333333333,1067.5,8,16.6666666666667,1650,16,"Euonymus_europaeus"
"184",11.50293,48.16447,15.3333333333333,1067.5,8,16.6666666666667,2223.5,16,"Euonymus_latifolius"
"185",11.50293,48.16447,15.3333333333333,1067.5,8,16.6666666666667,2223.5,16,"Fagus_crenata"
"186",11.50293,48.16447,15.3333333333333,1067.5,8,16.6666666666667,2223.5,16,"Fagus_engleriana"
"187",11.50293,48.16447,15.3333333333333,1067.5,8,16.6666666666667,2223.5,16,"Ginkgo_biloba"
"188",11.50293,48.16447,15.3333333333333,1067.5,8,16.6666666666667,2223.5,16,"Hamamelis_japonica"
"189",11.50293,48.16447,15.3333333333333,1067.5,8,16.6666666666667,2223.5,16,"Hamamelis_vernalis"
"190",11.50293,48.16447,15.3333333333333,1067.5,8,16.6666666666667,1650,16,"Heptacodium_miconioides"
"191",11.50293,48.16447,15.3333333333333,1067.5,8,16.6666666666667,2223.5,16,"Parrotiopsis_jaquemontiana"
"192",11.50293,48.16447,15.3333333333333,1067.5,8,16.6666666666667,1650,16,"Populus_koreana"
"193",11.50293,48.16447,15.3333333333333,1067.5,8,16.6666666666667,1650,16,"Metasequoia_glyptostroboides"
"194",11.50293,48.16447,15.3333333333333,1067.5,8,16.6666666666667,1650,16,"Nothofagus_antarctica"
"195",11.50293,48.16447,15.3333333333333,1067.5,8,16.6666666666667,2223.5,16,"Ostrya_carpinifolia"
"196",11.50293,48.16447,15.3333333333333,1067.5,8,16.6666666666667,1650,16,"Paeonia_rockii"
"197",11.50293,48.16447,15.3333333333333,1067.5,8,16.6666666666667,1650,16,"Parrotia_persica"
