"","warming_C","sprT.forecast","winT.forecast","chill.forecast","bb.sprtemp.0","bb.sprtemp.1","bb.sprtemp.2","bb.sprtemp.3","bb.sprtemp.4","bb.sprtemp.5","bb.sprtemp.6","bb.sprtemp.7"
"bb.wintemp.0",0,7.20288214784861,2.23892472106707,116.716759692522,26.3339722869561,26.0573724024203,25.7807725178845,25.5041726333487,25.2275727488129,24.9509728642771,24.6743729797413,24.3977730952055
"bb.wintemp.1",1,8.20288214784861,3.54391103701015,123.54811314349,22.383548210546,22.1069483260102,21.8303484414744,21.5537485569386,21.2771486724028,21.000548787867,20.7239489033312,20.4473490187954
"bb.wintemp.2",2,9.20288214784861,4.54098636268509,125.383032561903,21.3224539631468,21.045854078611,20.7692541940752,20.4926543095394,20.2160544250036,19.9394545404678,19.662854655932,19.3862547713962
"bb.wintemp.3",3,10.2028821478486,5.54491847154902,126.40214878897,20.7331210719477,20.4565211874119,20.1799213028761,19.9033214183403,19.6267215338045,19.3501216492687,19.0735217647329,18.7969218801971
"bb.wintemp.4",4,11.2028821478486,6.5498217976743,126.710174045178,20.5549967226512,20.2783968381154,20.0017969535796,19.7251970690438,19.448597184508,19.1719972999722,18.8953974154364,18.6187975309006
"bb.wintemp.5",5,12.2028821478486,7.5508942711758,126.473297583091,20.6919772618198,20.415377377284,20.1387774927482,19.8621776082124,19.5855777236766,19.3089778391408,19.032377954605,18.7557780700692
"bb.wintemp.6",6,13.2028821478486,8.55390228397579,125.659275235545,21.1627087945328,20.886108909997,20.6095090254612,20.3329091409254,20.0563092563896,19.7797093718538,19.503109487318,19.2265096027822
"bb.wintemp.7",7,14.2028821478486,9.55116821794426,124.200549946619,22.0062581063354,21.7296582217996,21.4530583372638,21.1764584527279,20.8998585681921,20.6232586836563,20.3466587991205,20.0700589145847
