"","warming_C","sprT.forecast","winT.forecast","chill.forecast","bb.sprtemp.0","bb.sprtemp.1","bb.sprtemp.2","bb.sprtemp.3","bb.sprtemp.4","bb.sprtemp.5","bb.sprtemp.6","bb.sprtemp.7"
"bb.wintemp.0",0,9.51455956994171,4.12489390490776,8.99282407407407,25.4846579019437,25.5410164514404,25.5973750009371,25.6537335504338,25.7100920999305,25.7664506494272,25.8228091989239,25.8791677484206
"bb.wintemp.1",1,10.5145595699417,5.37570688322739,8.60967741935484,28.0635797544384,28.1199383039351,28.1762968534318,28.2326554029285,28.2890139524252,28.3453725019219,28.4017310514186,28.4580896009153
"bb.wintemp.2",2,11.5145595699417,6.37994398179996,8.77321908602151,26.9627971356547,27.0191556851514,27.0755142346481,27.1318727841448,27.1882313336415,27.2445898831382,27.3009484326349,27.3573069821316
"bb.wintemp.3",3,12.5145595699417,7.38339101903061,8.83185483870968,26.5681257426451,26.6244842921418,26.6808428416385,26.7372013911352,26.7935599406319,26.8499184901286,26.9062770396253,26.962635589122
"bb.wintemp.4",4,13.5145595699417,8.3903670291597,8.77013608870968,26.9835484825364,27.0399070320331,27.0962655815298,27.1526241310265,27.2089826805232,27.2653412300199,27.3216997795166,27.3780583290133
"bb.wintemp.5",5,14.5145595699417,9.39092482034563,8.59450268817204,28.165719353913,28.2220779034097,28.2784364529064,28.3347950024031,28.3911535518998,28.4475121013965,28.5038706508932,28.5602292003899
"bb.wintemp.6",6,15.5145595699417,10.3940716495944,8.30850134408602,30.0907658263839,30.1471243758806,30.2034829253773,30.259841474874,30.3162000243707,30.3725585738674,30.4289171233641,30.4852756728608
"bb.wintemp.7",7,16.5145595699417,11.3931283567004,7.91121831797235,32.7648381823609,32.8211967318576,32.8775552813543,32.933913830851,32.9902723803477,33.0466309298444,33.1029894793411,33.1593480288378
