"","coefs","coefs.lci","coefs.uci","coefscov","coefscov.lci","coefscov.uci"
"mu_a_sp",29.8665211470241,26.4253808584943,33.4072650425787,29.6654001297119,26.0820252525256,33.0457714958698
"mu_b_force_sp",-4.34824963753175,-6.52046129592095,-2.11280754589271,-4.34620606059783,-6.66247156118279,-1.99981875815609
"mu_b_photo_sp",-2.92405964272375,-5.38084241633868,-0.458736671131846,-3.08151694110929,-5.33989051562961,-0.865749917076952
"mu_b_chill_sp",-8.3598216290616,-11.4086995059851,-5.28226563860835,-7.61934998234709,-10.8894015943708,-4.42286666512596
