"Lat","Lon","MeanFitness","pres"
52.18,-10.25,0.228,1
52.01,-10.09,0.223,1
52.18,-10.09,0.279,1
52.34,-10.09,0.146,1
51.84,-9.92,0.215,1
52.01,-9.92,0.2,1
52.18,-9.92,0.206,1
52.34,-9.92,0.181,1
53.51,-9.92,0.78,1
53.67,-9.92,0.739,1
54,-9.92,0.66,1
54.34,-9.92,0.741,1
51.84,-9.76,0.249,1
52.01,-9.76,0.169,1
52.18,-9.76,0.353,1
52.34,-9.76,0.242,1
53.51,-9.76,0.721,1
53.67,-9.76,0.571,1
53.84,-9.76,0.754,1
54,-9.76,0.654,1
54.17,-9.76,0.788,1
54.34,-9.76,0.75,1
51.68,-9.59,0.33,1
51.84,-9.59,0.238,1
52.01,-9.59,0.197,1
52.18,-9.59,0.381,1
52.34,-9.59,0.412,1
52.51,-9.59,0.57,1
52.67,-9.59,0.71,1
53.51,-9.59,0.738,1
53.67,-9.59,0.476,1
53.84,-9.59,0.601,1
54,-9.59,0.617,1
54.17,-9.59,0.623,1
54.34,-9.59,0.66,1
51.68,-9.42,0.397,1
51.84,-9.42,0.29,1
52.01,-9.42,0.317,1
52.18,-9.42,0.482,1
52.34,-9.42,0.52,1
52.51,-9.42,0.639,1
52.67,-9.42,0.758,1
52.84,-9.42,0.845,1
53.34,-9.42,0.884,1
53.51,-9.42,0.758,1
53.67,-9.42,0.494,1
53.84,-9.42,0.664,1
54,-9.42,0.644,1
54.17,-9.42,0.545,1
54.34,-9.42,0.55,1
38.9,-9.26,0.397,1
39.06,-9.26,0.36,1
39.23,-9.26,0.359,1
51.68,-9.26,0.523,1
51.84,-9.26,0.413,1
52.01,-9.26,0.293,1
52.18,-9.26,0.557,1
52.34,-9.26,0.533,1
52.51,-9.26,0.736,1
52.67,-9.26,0.851,1
52.84,-9.26,0.837,1
53.01,-9.26,0.807,1
53.34,-9.26,0.854,1
53.51,-9.26,0.804,1
53.67,-9.26,0.798,1
53.84,-9.26,0.741,1
54,-9.26,0.695,1
54.17,-9.26,0.661,1
54.34,-9.26,0.601,1
38.73,-9.09,0.189,1
38.9,-9.09,0.36,1
39.06,-9.09,0.356,1
39.23,-9.09,0.228,1
39.4,-9.09,0.31,1
39.56,-9.09,0.383,1
43.05,-9.09,0.496,1
43.21,-9.09,0.593,1
51.68,-9.09,0.667,1
51.84,-9.09,0.521,1
52.01,-9.09,0.507,1
52.18,-9.09,0.583,1
52.34,-9.09,0.501,1
52.51,-9.09,0.782,1
52.67,-9.09,0.875,1
52.84,-9.09,0.831,1
53.01,-9.09,0.841,1
53.17,-9.09,0.798,1
53.34,-9.09,0.892,1
53.51,-9.09,0.917,1
53.67,-9.09,0.913,1
53.84,-9.09,0.868,1
54,-9.09,0.828,1
54.17,-9.09,0.865,1
54.34,-9.09,0.817,1
