"","sprtemp.-10","sprtemp.-9","sprtemp.-8","sprtemp.-7","sprtemp.-6","sprtemp.-5","sprtemp.-4","sprtemp.-3","sprtemp.-2","sprtemp.-1","sprtemp.0","sprtemp.1","sprtemp.2","sprtemp.3","sprtemp.4","sprtemp.5","sprtemp.6","sprtemp.7","sprtemp.8","sprtemp.9","sprtemp.10","sprtemp.11","sprtemp.12","sprtemp.13","sprtemp.14","sprtemp.15","sprtemp.16","sprtemp.17","sprtemp.18","sprtemp.19","sprtemp.20","sprtemp.21","sprtemp.22","sprtemp.23","sprtemp.24","sprtemp.25","sprtemp.26","sprtemp.27","sprtemp.28","sprtemp.29","sprtemp.30","sprtemp.31","sprtemp.32"
"wintemp.-10",66.5614937179646,65.766585499762,64.9716772815593,64.1767690633567,63.3818608451541,62.5869526269515,61.7920444087488,60.9971361905462,60.2022279723436,59.4073197541409,58.6124115359383,57.8175033177357,57.022595099533,56.2276868813304,55.4327786631278,54.6378704449252,53.8429622267225,53.0480540085199,52.2531457903173,51.4582375721146,50.663329353912,49.8684211357094,49.0735129175067,48.2786046993041,47.4836964811015,46.6887882628989,45.8938800446962,45.0989718264936,44.304063608291,43.5091553900883,42.7142471718857,41.9193389536831,41.1244307354805,40.3295225172778,39.5346142990752,38.7397060808726,37.9447978626699,37.1498896444673,36.3549814262647,35.560073208062,34.7651649898594,33.9702567716568,33.1753485534541
"wintemp.-9",66.5614937179646,65.766585499762,64.9716772815593,64.1767690633567,63.3818608451541,62.5869526269515,61.7920444087488,60.9971361905462,60.2022279723436,59.4073197541409,58.6124115359383,57.8175033177357,57.022595099533,56.2276868813304,55.4327786631278,54.6378704449252,53.8429622267225,53.0480540085199,52.2531457903173,51.4582375721146,50.663329353912,49.8684211357094,49.0735129175067,48.2786046993041,47.4836964811015,46.6887882628989,45.8938800446962,45.0989718264936,44.304063608291,43.5091553900883,42.7142471718857,41.9193389536831,41.1244307354805,40.3295225172778,39.5346142990752,38.7397060808726,37.9447978626699,37.1498896444673,36.3549814262647,35.560073208062,34.7651649898594,33.9702567716568,33.1753485534541
"wintemp.-8",66.5614937179646,65.766585499762,64.9716772815593,64.1767690633567,63.3818608451541,62.5869526269515,61.7920444087488,60.9971361905462,60.2022279723436,59.4073197541409,58.6124115359383,57.8175033177357,57.022595099533,56.2276868813304,55.4327786631278,54.6378704449252,53.8429622267225,53.0480540085199,52.2531457903173,51.4582375721146,50.663329353912,49.8684211357094,49.0735129175067,48.2786046993041,47.4836964811015,46.6887882628989,45.8938800446962,45.0989718264936,44.304063608291,43.5091553900883,42.7142471718857,41.9193389536831,41.1244307354805,40.3295225172778,39.5346142990752,38.7397060808726,37.9447978626699,37.1498896444673,36.3549814262647,35.560073208062,34.7651649898594,33.9702567716568,33.1753485534541
"wintemp.-7",66.5614937179646,65.766585499762,64.9716772815593,64.1767690633567,63.3818608451541,62.5869526269515,61.7920444087488,60.9971361905462,60.2022279723436,59.4073197541409,58.6124115359383,57.8175033177357,57.022595099533,56.2276868813304,55.4327786631278,54.6378704449252,53.8429622267225,53.0480540085199,52.2531457903173,51.4582375721146,50.663329353912,49.8684211357094,49.0735129175067,48.2786046993041,47.4836964811015,46.6887882628989,45.8938800446962,45.0989718264936,44.304063608291,43.5091553900883,42.7142471718857,41.9193389536831,41.1244307354805,40.3295225172778,39.5346142990752,38.7397060808726,37.9447978626699,37.1498896444673,36.3549814262647,35.560073208062,34.7651649898594,33.9702567716568,33.1753485534541
"wintemp.-6",66.5614937179646,65.766585499762,64.9716772815593,64.1767690633567,63.3818608451541,62.5869526269515,61.7920444087488,60.9971361905462,60.2022279723436,59.4073197541409,58.6124115359383,57.8175033177357,57.022595099533,56.2276868813304,55.4327786631278,54.6378704449252,53.8429622267225,53.0480540085199,52.2531457903173,51.4582375721146,50.663329353912,49.8684211357094,49.0735129175067,48.2786046993041,47.4836964811015,46.6887882628989,45.8938800446962,45.0989718264936,44.304063608291,43.5091553900883,42.7142471718857,41.9193389536831,41.1244307354805,40.3295225172778,39.5346142990752,38.7397060808726,37.9447978626699,37.1498896444673,36.3549814262647,35.560073208062,34.7651649898594,33.9702567716568,33.1753485534541
"wintemp.-5",66.5614937179646,65.766585499762,64.9716772815593,64.1767690633567,63.3818608451541,62.5869526269515,61.7920444087488,60.9971361905462,60.2022279723436,59.4073197541409,58.6124115359383,57.8175033177357,57.022595099533,56.2276868813304,55.4327786631278,54.6378704449252,53.8429622267225,53.0480540085199,52.2531457903173,51.4582375721146,50.663329353912,49.8684211357094,49.0735129175067,48.2786046993041,47.4836964811015,46.6887882628989,45.8938800446962,45.0989718264936,44.304063608291,43.5091553900883,42.7142471718857,41.9193389536831,41.1244307354805,40.3295225172778,39.5346142990752,38.7397060808726,37.9447978626699,37.1498896444673,36.3549814262647,35.560073208062,34.7651649898594,33.9702567716568,33.1753485534541
"wintemp.-4",66.5614937179646,65.766585499762,64.9716772815593,64.1767690633567,63.3818608451541,62.5869526269515,61.7920444087488,60.9971361905462,60.2022279723436,59.4073197541409,58.6124115359383,57.8175033177357,57.022595099533,56.2276868813304,55.4327786631278,54.6378704449252,53.8429622267225,53.0480540085199,52.2531457903173,51.4582375721146,50.663329353912,49.8684211357094,49.0735129175067,48.2786046993041,47.4836964811015,46.6887882628989,45.8938800446962,45.0989718264936,44.304063608291,43.5091553900883,42.7142471718857,41.9193389536831,41.1244307354805,40.3295225172778,39.5346142990752,38.7397060808726,37.9447978626699,37.1498896444673,36.3549814262647,35.560073208062,34.7651649898594,33.9702567716568,33.1753485534541
"wintemp.-3",66.5614937179646,65.766585499762,64.9716772815593,64.1767690633567,63.3818608451541,62.5869526269515,61.7920444087488,60.9971361905462,60.2022279723436,59.4073197541409,58.6124115359383,57.8175033177357,57.022595099533,56.2276868813304,55.4327786631278,54.6378704449252,53.8429622267225,53.0480540085199,52.2531457903173,51.4582375721146,50.663329353912,49.8684211357094,49.0735129175067,48.2786046993041,47.4836964811015,46.6887882628989,45.8938800446962,45.0989718264936,44.304063608291,43.5091553900883,42.7142471718857,41.9193389536831,41.1244307354805,40.3295225172778,39.5346142990752,38.7397060808726,37.9447978626699,37.1498896444673,36.3549814262647,35.560073208062,34.7651649898594,33.9702567716568,33.1753485534541
"wintemp.-2",66.5614937179646,65.766585499762,64.9716772815593,64.1767690633567,63.3818608451541,62.5869526269515,61.7920444087488,60.9971361905462,60.2022279723436,59.4073197541409,58.6124115359383,57.8175033177357,57.022595099533,56.2276868813304,55.4327786631278,54.6378704449252,53.8429622267225,53.0480540085199,52.2531457903173,51.4582375721146,50.663329353912,49.8684211357094,49.0735129175067,48.2786046993041,47.4836964811015,46.6887882628989,45.8938800446962,45.0989718264936,44.304063608291,43.5091553900883,42.7142471718857,41.9193389536831,41.1244307354805,40.3295225172778,39.5346142990752,38.7397060808726,37.9447978626699,37.1498896444673,36.3549814262647,35.560073208062,34.7651649898594,33.9702567716568,33.1753485534541
"wintemp.-1",66.5614937179646,65.766585499762,64.9716772815593,64.1767690633567,63.3818608451541,62.5869526269515,61.7920444087488,60.9971361905462,60.2022279723436,59.4073197541409,58.6124115359383,57.8175033177357,57.022595099533,56.2276868813304,55.4327786631278,54.6378704449252,53.8429622267225,53.0480540085199,52.2531457903173,51.4582375721146,50.663329353912,49.8684211357094,49.0735129175067,48.2786046993041,47.4836964811015,46.6887882628989,45.8938800446962,45.0989718264936,44.304063608291,43.5091553900883,42.7142471718857,41.9193389536831,41.1244307354805,40.3295225172778,39.5346142990752,38.7397060808726,37.9447978626699,37.1498896444673,36.3549814262647,35.560073208062,34.7651649898594,33.9702567716568,33.1753485534541
