"","sprtemp.-10","sprtemp.-9","sprtemp.-8","sprtemp.-7","sprtemp.-6","sprtemp.-5","sprtemp.-4","sprtemp.-3","sprtemp.-2","sprtemp.-1","sprtemp.0","sprtemp.1","sprtemp.2","sprtemp.3","sprtemp.4","sprtemp.5","sprtemp.6","sprtemp.7","sprtemp.8","sprtemp.9","sprtemp.10","sprtemp.11","sprtemp.12","sprtemp.13","sprtemp.14","sprtemp.15","sprtemp.16","sprtemp.17","sprtemp.18","sprtemp.19","sprtemp.20","sprtemp.21","sprtemp.22","sprtemp.23","sprtemp.24","sprtemp.25","sprtemp.26","sprtemp.27","sprtemp.28","sprtemp.29","sprtemp.30","sprtemp.31","sprtemp.32"
"wintemp.0",66.5614937179646,65.766585499762,64.9716772815593,64.1767690633567,63.3818608451541,62.5869526269515,61.7920444087488,60.9971361905462,60.2022279723436,59.4073197541409,58.6124115359383,57.8175033177357,57.022595099533,56.2276868813304,55.4327786631278,54.6378704449252,53.8429622267225,53.0480540085199,52.2531457903173,51.4582375721146,50.663329353912,49.8684211357094,49.0735129175067,48.2786046993041,47.4836964811015,46.6887882628989,45.8938800446962,45.0989718264936,44.304063608291,43.5091553900883,42.7142471718857,41.9193389536831,41.1244307354805,40.3295225172778,39.5346142990752,38.7397060808726,37.9447978626699,37.1498896444673,36.3549814262647,35.560073208062,34.7651649898594,33.9702567716568,33.1753485534541
"wintemp.1",66.5614937179646,65.766585499762,64.9716772815593,64.1767690633567,63.3818608451541,62.5869526269515,61.7920444087488,60.9971361905462,60.2022279723436,59.4073197541409,58.6124115359383,57.8175033177357,57.022595099533,56.2276868813304,55.4327786631278,54.6378704449252,53.8429622267225,53.0480540085199,52.2531457903173,51.4582375721146,50.663329353912,49.8684211357094,49.0735129175067,48.2786046993041,47.4836964811015,46.6887882628989,45.8938800446962,45.0989718264936,44.304063608291,43.5091553900883,42.7142471718857,41.9193389536831,41.1244307354805,40.3295225172778,39.5346142990752,38.7397060808726,37.9447978626699,37.1498896444673,36.3549814262647,35.560073208062,34.7651649898594,33.9702567716568,33.1753485534541
"wintemp.2",49.4016206095057,48.6067123913031,47.8118041731004,47.0168959548978,46.2219877366952,45.4270795184925,44.6321713002899,43.8372630820873,43.0423548638847,42.247446645682,41.4525384274794,40.6576302092768,39.8627219910741,39.0678137728715,38.2729055546689,37.4779973364662,36.6830891182636,35.888180900061,35.0932726818584,34.2983644636557,33.5034562454531,32.7085480272505,31.9136398090478,31.1187315908452,30.3238233726426,29.5289151544399,28.7340069362373,27.9390987180347,27.1441904998321,26.3492822816294,25.5543740634268,24.7594658452242,23.9645576270215,23.1696494088189,22.3747411906163,21.5798329724136,20.784924754211,19.9900165360084,19.1951083178058,18.4002000996031,17.6052918814005,16.8103836631979,16.0154754449952
"wintemp.3",32.2417475010468,31.4468392828441,30.6519310646415,29.8570228464389,29.0621146282363,28.2672064100336,27.472298191831,26.6773899736284,25.8824817554257,25.0875735372231,24.2926653190205,23.4977571008178,22.7028488826152,21.9079406644126,21.11303244621,20.3181242280073,19.5232160098047,18.7283077916021,17.9333995733994,17.1384913551968,16.3435831369942,15.5486749187915,14.7537667005889,13.9588584823863,13.1639502641837,12.369042045981,11.5741338277784,10.7792256095758,9.98431739137314,9.18940917317051,8.39450095496788,7.59959273676525,6.80468451856262,6.00977630035999,5.21486808215736,4.41995986395473,3.6250516457521,2.83014342754947,2.03523520934684,1.24032699114421,0.445418772941582,-0.349489445261048,-1.14439766346368
"wintemp.4",32.2417475010468,31.4468392828441,30.6519310646415,29.8570228464389,29.0621146282363,28.2672064100336,27.472298191831,26.6773899736284,25.8824817554257,25.0875735372231,24.2926653190205,23.4977571008178,22.7028488826152,21.9079406644126,21.11303244621,20.3181242280073,19.5232160098047,18.7283077916021,17.9333995733994,17.1384913551968,16.3435831369942,15.5486749187915,14.7537667005889,13.9588584823863,13.1639502641837,12.369042045981,11.5741338277784,10.7792256095758,9.98431739137314,9.18940917317051,8.39450095496788,7.59959273676525,6.80468451856262,6.00977630035999,5.21486808215736,4.41995986395473,3.6250516457521,2.83014342754947,2.03523520934684,1.24032699114421,0.445418772941582,-0.349489445261048,-1.14439766346368
"wintemp.5",32.2417475010468,31.4468392828441,30.6519310646415,29.8570228464389,29.0621146282363,28.2672064100336,27.472298191831,26.6773899736284,25.8824817554257,25.0875735372231,24.2926653190205,23.4977571008178,22.7028488826152,21.9079406644126,21.11303244621,20.3181242280073,19.5232160098047,18.7283077916021,17.9333995733994,17.1384913551968,16.3435831369942,15.5486749187915,14.7537667005889,13.9588584823863,13.1639502641837,12.369042045981,11.5741338277784,10.7792256095758,9.98431739137314,9.18940917317051,8.39450095496788,7.59959273676525,6.80468451856262,6.00977630035999,5.21486808215736,4.41995986395473,3.6250516457521,2.83014342754947,2.03523520934684,1.24032699114421,0.445418772941582,-0.349489445261048,-1.14439766346368
"wintemp.6",32.2417475010468,31.4468392828441,30.6519310646415,29.8570228464389,29.0621146282363,28.2672064100336,27.472298191831,26.6773899736284,25.8824817554257,25.0875735372231,24.2926653190205,23.4977571008178,22.7028488826152,21.9079406644126,21.11303244621,20.3181242280073,19.5232160098047,18.7283077916021,17.9333995733994,17.1384913551968,16.3435831369942,15.5486749187915,14.7537667005889,13.9588584823863,13.1639502641837,12.369042045981,11.5741338277784,10.7792256095758,9.98431739137314,9.18940917317051,8.39450095496788,7.59959273676525,6.80468451856262,6.00977630035999,5.21486808215736,4.41995986395473,3.6250516457521,2.83014342754947,2.03523520934684,1.24032699114421,0.445418772941582,-0.349489445261048,-1.14439766346368
"wintemp.7",32.2417475010468,31.4468392828441,30.6519310646415,29.8570228464389,29.0621146282363,28.2672064100336,27.472298191831,26.6773899736284,25.8824817554257,25.0875735372231,24.2926653190205,23.4977571008178,22.7028488826152,21.9079406644126,21.11303244621,20.3181242280073,19.5232160098047,18.7283077916021,17.9333995733994,17.1384913551968,16.3435831369942,15.5486749187915,14.7537667005889,13.9588584823863,13.1639502641837,12.369042045981,11.5741338277784,10.7792256095758,9.98431739137314,9.18940917317051,8.39450095496788,7.59959273676525,6.80468451856262,6.00977630035999,5.21486808215736,4.41995986395473,3.6250516457521,2.83014342754947,2.03523520934684,1.24032699114421,0.445418772941582,-0.349489445261048,-1.14439766346368
"wintemp.8",32.2417475010468,31.4468392828441,30.6519310646415,29.8570228464389,29.0621146282363,28.2672064100336,27.472298191831,26.6773899736284,25.8824817554257,25.0875735372231,24.2926653190205,23.4977571008178,22.7028488826152,21.9079406644126,21.11303244621,20.3181242280073,19.5232160098047,18.7283077916021,17.9333995733994,17.1384913551968,16.3435831369942,15.5486749187915,14.7537667005889,13.9588584823863,13.1639502641837,12.369042045981,11.5741338277784,10.7792256095758,9.98431739137314,9.18940917317051,8.39450095496788,7.59959273676525,6.80468451856262,6.00977630035999,5.21486808215736,4.41995986395473,3.6250516457521,2.83014342754947,2.03523520934684,1.24032699114421,0.445418772941582,-0.349489445261048,-1.14439766346368
"wintemp.9",32.2417475010468,31.4468392828441,30.6519310646415,29.8570228464389,29.0621146282363,28.2672064100336,27.472298191831,26.6773899736284,25.8824817554257,25.0875735372231,24.2926653190205,23.4977571008178,22.7028488826152,21.9079406644126,21.11303244621,20.3181242280073,19.5232160098047,18.7283077916021,17.9333995733994,17.1384913551968,16.3435831369942,15.5486749187915,14.7537667005889,13.9588584823863,13.1639502641837,12.369042045981,11.5741338277784,10.7792256095758,9.98431739137314,9.18940917317051,8.39450095496788,7.59959273676525,6.80468451856262,6.00977630035999,5.21486808215736,4.41995986395473,3.6250516457521,2.83014342754947,2.03523520934684,1.24032699114421,0.445418772941582,-0.349489445261048,-1.14439766346368
"wintemp.10",49.4016206095057,48.6067123913031,47.8118041731004,47.0168959548978,46.2219877366952,45.4270795184925,44.6321713002899,43.8372630820873,43.0423548638847,42.247446645682,41.4525384274794,40.6576302092768,39.8627219910741,39.0678137728715,38.2729055546689,37.4779973364662,36.6830891182636,35.888180900061,35.0932726818584,34.2983644636557,33.5034562454531,32.7085480272505,31.9136398090478,31.1187315908452,30.3238233726426,29.5289151544399,28.7340069362373,27.9390987180347,27.1441904998321,26.3492822816294,25.5543740634268,24.7594658452242,23.9645576270215,23.1696494088189,22.3747411906163,21.5798329724136,20.784924754211,19.9900165360084,19.1951083178058,18.4002000996031,17.6052918814005,16.8103836631979,16.0154754449952
"wintemp.11",49.4016206095057,48.6067123913031,47.8118041731004,47.0168959548978,46.2219877366952,45.4270795184925,44.6321713002899,43.8372630820873,43.0423548638847,42.247446645682,41.4525384274794,40.6576302092768,39.8627219910741,39.0678137728715,38.2729055546689,37.4779973364662,36.6830891182636,35.888180900061,35.0932726818584,34.2983644636557,33.5034562454531,32.7085480272505,31.9136398090478,31.1187315908452,30.3238233726426,29.5289151544399,28.7340069362373,27.9390987180347,27.1441904998321,26.3492822816294,25.5543740634268,24.7594658452242,23.9645576270215,23.1696494088189,22.3747411906163,21.5798329724136,20.784924754211,19.9900165360084,19.1951083178058,18.4002000996031,17.6052918814005,16.8103836631979,16.0154754449952
"wintemp.12",49.4016206095057,48.6067123913031,47.8118041731004,47.0168959548978,46.2219877366952,45.4270795184925,44.6321713002899,43.8372630820873,43.0423548638847,42.247446645682,41.4525384274794,40.6576302092768,39.8627219910741,39.0678137728715,38.2729055546689,37.4779973364662,36.6830891182636,35.888180900061,35.0932726818584,34.2983644636557,33.5034562454531,32.7085480272505,31.9136398090478,31.1187315908452,30.3238233726426,29.5289151544399,28.7340069362373,27.9390987180347,27.1441904998321,26.3492822816294,25.5543740634268,24.7594658452242,23.9645576270215,23.1696494088189,22.3747411906163,21.5798329724136,20.784924754211,19.9900165360084,19.1951083178058,18.4002000996031,17.6052918814005,16.8103836631979,16.0154754449952
"wintemp.13",66.5614937179646,65.766585499762,64.9716772815593,64.1767690633567,63.3818608451541,62.5869526269515,61.7920444087488,60.9971361905462,60.2022279723436,59.4073197541409,58.6124115359383,57.8175033177357,57.022595099533,56.2276868813304,55.4327786631278,54.6378704449252,53.8429622267225,53.0480540085199,52.2531457903173,51.4582375721146,50.663329353912,49.8684211357094,49.0735129175067,48.2786046993041,47.4836964811015,46.6887882628989,45.8938800446962,45.0989718264936,44.304063608291,43.5091553900883,42.7142471718857,41.9193389536831,41.1244307354805,40.3295225172778,39.5346142990752,38.7397060808726,37.9447978626699,37.1498896444673,36.3549814262647,35.560073208062,34.7651649898594,33.9702567716568,33.1753485534541
"wintemp.14",66.5614937179646,65.766585499762,64.9716772815593,64.1767690633567,63.3818608451541,62.5869526269515,61.7920444087488,60.9971361905462,60.2022279723436,59.4073197541409,58.6124115359383,57.8175033177357,57.022595099533,56.2276868813304,55.4327786631278,54.6378704449252,53.8429622267225,53.0480540085199,52.2531457903173,51.4582375721146,50.663329353912,49.8684211357094,49.0735129175067,48.2786046993041,47.4836964811015,46.6887882628989,45.8938800446962,45.0989718264936,44.304063608291,43.5091553900883,42.7142471718857,41.9193389536831,41.1244307354805,40.3295225172778,39.5346142990752,38.7397060808726,37.9447978626699,37.1498896444673,36.3549814262647,35.560073208062,34.7651649898594,33.9702567716568,33.1753485534541
"wintemp.15",66.5614937179646,65.766585499762,64.9716772815593,64.1767690633567,63.3818608451541,62.5869526269515,61.7920444087488,60.9971361905462,60.2022279723436,59.4073197541409,58.6124115359383,57.8175033177357,57.022595099533,56.2276868813304,55.4327786631278,54.6378704449252,53.8429622267225,53.0480540085199,52.2531457903173,51.4582375721146,50.663329353912,49.8684211357094,49.0735129175067,48.2786046993041,47.4836964811015,46.6887882628989,45.8938800446962,45.0989718264936,44.304063608291,43.5091553900883,42.7142471718857,41.9193389536831,41.1244307354805,40.3295225172778,39.5346142990752,38.7397060808726,37.9447978626699,37.1498896444673,36.3549814262647,35.560073208062,34.7651649898594,33.9702567716568,33.1753485534541
"wintemp.16",83.7213668264235,82.9264586082209,82.1315503900183,81.3366421718156,80.541733953613,79.7468257354104,78.9519175172077,78.1570092990051,77.3621010808025,76.5671928625999,75.7722846443972,74.9773764261946,74.182468207992,73.3875599897893,72.5926517715867,71.7977435533841,71.0028353351814,70.2079271169788,69.4130188987762,68.6181106805736,67.8232024623709,67.0282942441683,66.2333860259657,65.438477807763,64.6435695895604,63.8486613713578,63.0537531531551,62.2588449349525,61.4639367167499,60.6690284985472,59.8741202803446,59.079212062142,58.2843038439394,57.4893956257367,56.6944874075341,55.8995791893315,55.1046709711288,54.3097627529262,53.5148545347236,52.719946316521,51.9250380983183,51.1301298801157,50.3352216619131
"wintemp.17",83.7213668264235,82.9264586082209,82.1315503900183,81.3366421718156,80.541733953613,79.7468257354104,78.9519175172077,78.1570092990051,77.3621010808025,76.5671928625999,75.7722846443972,74.9773764261946,74.182468207992,73.3875599897893,72.5926517715867,71.7977435533841,71.0028353351814,70.2079271169788,69.4130188987762,68.6181106805736,67.8232024623709,67.0282942441683,66.2333860259657,65.438477807763,64.6435695895604,63.8486613713578,63.0537531531551,62.2588449349525,61.4639367167499,60.6690284985472,59.8741202803446,59.079212062142,58.2843038439394,57.4893956257367,56.6944874075341,55.8995791893315,55.1046709711288,54.3097627529262,53.5148545347236,52.719946316521,51.9250380983183,51.1301298801157,50.3352216619131
"wintemp.18",83.7213668264235,82.9264586082209,82.1315503900183,81.3366421718156,80.541733953613,79.7468257354104,78.9519175172077,78.1570092990051,77.3621010808025,76.5671928625999,75.7722846443972,74.9773764261946,74.182468207992,73.3875599897893,72.5926517715867,71.7977435533841,71.0028353351814,70.2079271169788,69.4130188987762,68.6181106805736,67.8232024623709,67.0282942441683,66.2333860259657,65.438477807763,64.6435695895604,63.8486613713578,63.0537531531551,62.2588449349525,61.4639367167499,60.6690284985472,59.8741202803446,59.079212062142,58.2843038439394,57.4893956257367,56.6944874075341,55.8995791893315,55.1046709711288,54.3097627529262,53.5148545347236,52.719946316521,51.9250380983183,51.1301298801157,50.3352216619131
"wintemp.19",100.881239934882,100.08633171668,99.2914234984772,98.4965152802745,97.7016070620719,96.9066988438693,96.1117906256667,95.316882407464,94.5219741892614,93.7270659710588,92.9321577528561,92.1372495346535,91.3423413164509,90.5474330982482,89.7525248800456,88.957616661843,88.1627084436404,87.3678002254377,86.5728920072351,85.7779837890325,84.9830755708298,84.1881673526272,83.3932591344246,82.5983509162219,81.8034426980193,81.0085344798167,80.2136262616141,79.4187180434114,78.6238098252088,77.8289016070062,77.0339933888035,76.2390851706009,75.4441769523983,74.6492687341956,73.854360515993,73.0594522977904,72.2645440795878,71.4696358613851,70.6747276431825,69.8798194249799,69.0849112067772,68.2900029885746,67.495094770372
"wintemp.20",100.881239934882,100.08633171668,99.2914234984772,98.4965152802745,97.7016070620719,96.9066988438693,96.1117906256667,95.316882407464,94.5219741892614,93.7270659710588,92.9321577528561,92.1372495346535,91.3423413164509,90.5474330982482,89.7525248800456,88.957616661843,88.1627084436404,87.3678002254377,86.5728920072351,85.7779837890325,84.9830755708298,84.1881673526272,83.3932591344246,82.5983509162219,81.8034426980193,81.0085344798167,80.2136262616141,79.4187180434114,78.6238098252088,77.8289016070062,77.0339933888035,76.2390851706009,75.4441769523983,74.6492687341956,73.854360515993,73.0594522977904,72.2645440795878,71.4696358613851,70.6747276431825,69.8798194249799,69.0849112067772,68.2900029885746,67.495094770372
"wintemp.21",100.881239934882,100.08633171668,99.2914234984772,98.4965152802745,97.7016070620719,96.9066988438693,96.1117906256667,95.316882407464,94.5219741892614,93.7270659710588,92.9321577528561,92.1372495346535,91.3423413164509,90.5474330982482,89.7525248800456,88.957616661843,88.1627084436404,87.3678002254377,86.5728920072351,85.7779837890325,84.9830755708298,84.1881673526272,83.3932591344246,82.5983509162219,81.8034426980193,81.0085344798167,80.2136262616141,79.4187180434114,78.6238098252088,77.8289016070062,77.0339933888035,76.2390851706009,75.4441769523983,74.6492687341956,73.854360515993,73.0594522977904,72.2645440795878,71.4696358613851,70.6747276431825,69.8798194249799,69.0849112067772,68.2900029885746,67.495094770372
"wintemp.22",100.881239934882,100.08633171668,99.2914234984772,98.4965152802745,97.7016070620719,96.9066988438693,96.1117906256667,95.316882407464,94.5219741892614,93.7270659710588,92.9321577528561,92.1372495346535,91.3423413164509,90.5474330982482,89.7525248800456,88.957616661843,88.1627084436404,87.3678002254377,86.5728920072351,85.7779837890325,84.9830755708298,84.1881673526272,83.3932591344246,82.5983509162219,81.8034426980193,81.0085344798167,80.2136262616141,79.4187180434114,78.6238098252088,77.8289016070062,77.0339933888035,76.2390851706009,75.4441769523983,74.6492687341956,73.854360515993,73.0594522977904,72.2645440795878,71.4696358613851,70.6747276431825,69.8798194249799,69.0849112067772,68.2900029885746,67.495094770372
"wintemp.23",100.881239934882,100.08633171668,99.2914234984772,98.4965152802745,97.7016070620719,96.9066988438693,96.1117906256667,95.316882407464,94.5219741892614,93.7270659710588,92.9321577528561,92.1372495346535,91.3423413164509,90.5474330982482,89.7525248800456,88.957616661843,88.1627084436404,87.3678002254377,86.5728920072351,85.7779837890325,84.9830755708298,84.1881673526272,83.3932591344246,82.5983509162219,81.8034426980193,81.0085344798167,80.2136262616141,79.4187180434114,78.6238098252088,77.8289016070062,77.0339933888035,76.2390851706009,75.4441769523983,74.6492687341956,73.854360515993,73.0594522977904,72.2645440795878,71.4696358613851,70.6747276431825,69.8798194249799,69.0849112067772,68.2900029885746,67.495094770372
"wintemp.24",100.881239934882,100.08633171668,99.2914234984772,98.4965152802745,97.7016070620719,96.9066988438693,96.1117906256667,95.316882407464,94.5219741892614,93.7270659710588,92.9321577528561,92.1372495346535,91.3423413164509,90.5474330982482,89.7525248800456,88.957616661843,88.1627084436404,87.3678002254377,86.5728920072351,85.7779837890325,84.9830755708298,84.1881673526272,83.3932591344246,82.5983509162219,81.8034426980193,81.0085344798167,80.2136262616141,79.4187180434114,78.6238098252088,77.8289016070062,77.0339933888035,76.2390851706009,75.4441769523983,74.6492687341956,73.854360515993,73.0594522977904,72.2645440795878,71.4696358613851,70.6747276431825,69.8798194249799,69.0849112067772,68.2900029885746,67.495094770372
"wintemp.25",100.881239934882,100.08633171668,99.2914234984772,98.4965152802745,97.7016070620719,96.9066988438693,96.1117906256667,95.316882407464,94.5219741892614,93.7270659710588,92.9321577528561,92.1372495346535,91.3423413164509,90.5474330982482,89.7525248800456,88.957616661843,88.1627084436404,87.3678002254377,86.5728920072351,85.7779837890325,84.9830755708298,84.1881673526272,83.3932591344246,82.5983509162219,81.8034426980193,81.0085344798167,80.2136262616141,79.4187180434114,78.6238098252088,77.8289016070062,77.0339933888035,76.2390851706009,75.4441769523983,74.6492687341956,73.854360515993,73.0594522977904,72.2645440795878,71.4696358613851,70.6747276431825,69.8798194249799,69.0849112067772,68.2900029885746,67.495094770372
"wintemp.26",100.881239934882,100.08633171668,99.2914234984772,98.4965152802745,97.7016070620719,96.9066988438693,96.1117906256667,95.316882407464,94.5219741892614,93.7270659710588,92.9321577528561,92.1372495346535,91.3423413164509,90.5474330982482,89.7525248800456,88.957616661843,88.1627084436404,87.3678002254377,86.5728920072351,85.7779837890325,84.9830755708298,84.1881673526272,83.3932591344246,82.5983509162219,81.8034426980193,81.0085344798167,80.2136262616141,79.4187180434114,78.6238098252088,77.8289016070062,77.0339933888035,76.2390851706009,75.4441769523983,74.6492687341956,73.854360515993,73.0594522977904,72.2645440795878,71.4696358613851,70.6747276431825,69.8798194249799,69.0849112067772,68.2900029885746,67.495094770372
"wintemp.27",100.881239934882,100.08633171668,99.2914234984772,98.4965152802745,97.7016070620719,96.9066988438693,96.1117906256667,95.316882407464,94.5219741892614,93.7270659710588,92.9321577528561,92.1372495346535,91.3423413164509,90.5474330982482,89.7525248800456,88.957616661843,88.1627084436404,87.3678002254377,86.5728920072351,85.7779837890325,84.9830755708298,84.1881673526272,83.3932591344246,82.5983509162219,81.8034426980193,81.0085344798167,80.2136262616141,79.4187180434114,78.6238098252088,77.8289016070062,77.0339933888035,76.2390851706009,75.4441769523983,74.6492687341956,73.854360515993,73.0594522977904,72.2645440795878,71.4696358613851,70.6747276431825,69.8798194249799,69.0849112067772,68.2900029885746,67.495094770372
