"datasetID","study","genus","species","varetc","woody","forcetemp","forcetemp_night","photoperiod_day","response","response.time","Total_Chilling_Hours","chilltemp","chilldays","fieldsample.date","provenance.lat","provenance.long","force","photo","chill","resp","force_type","photo_type","chill_type","chill.hrs","chill.ports","complex","complex.wname","force.z","photo.z","chill.z"
"falusi03","exp1","Fagus","sylvatica","","yes","25","","12","80.05",60,14,"","","18-Sep-1996",43.732105,11.557416,25,12,-0.266666666666667,60,"exp","exp","fldest",14,0,21,"Fagus_sylvatica",1.82350583581452,-0.145616681487317,-1.61814229879859
"falusi03","exp1","Fagus","sylvatica","","yes","25","","12","99.46",60,1710,"","","24-Mar-1997",43.732105,11.557416,25,12,8.93958333333333,60,"exp","exp","fldest",1710,111.466592216462,21,"Fagus_sylvatica",1.82350583581452,-0.145616681487317,1.40467020100842
"falusi03","exp1","Fagus","sylvatica","","yes","25","","12","85.66",60,531,"","","18-Dec-1996",43.732105,11.557416,25,12,2.95833333333333,60,"exp","exp","fldest",531,44.1353256727981,21,"Fagus_sylvatica",1.82350583581452,-0.145616681487317,-0.559234457725665
"falusi03","exp1","Fagus","sylvatica","","yes","25","","12","86.33",60,1336,"","","17-Feb-1997",43.732105,11.557416,25,12,7.01041666666667,60,"exp","exp","fldest",1336,89.140516279768,21,"Fagus_sylvatica",1.82350583581452,-0.145616681487317,0.771240833544899
"falusi90","exp1","Fagus","sylvatica","apical, lateral buds","yes","24","13","9","89.32",190,0,"16","0","",46.03333,10.75,17.125,9,0,190,"exp","exp","exp",0,0,21,"Fagus_sylvatica",0.451287433398476,-0.752470344550316,-1.53058402770212
"falusi90","exp1","Fagus","sylvatica","apical, lateral buds","yes","24","13","13","89.79",130,0,"16","0","",46.03333,10.75,18.9583333333333,13,0,130,"exp","exp","exp",0,0,21,"Fagus_sylvatica",0.770745685812793,0.0566678728670157,-1.53058402770212
"falusi90","exp1","Fagus","sylvatica","cotyledons and first node","yes","24","13","9","57.3",108,0,"16","0","",46.03333,10.75,17.125,9,0,108,"exp","exp","exp",0,0,21,"Fagus_sylvatica",0.451287433398476,-0.752470344550316,-1.53058402770212
"falusi90","exp1","Fagus","sylvatica","first-year shoot","yes","24","13","9","62.7",108,0,"16","0","",46.03333,10.75,17.125,9,0,108,"exp","exp","exp",0,0,21,"Fagus_sylvatica",0.451287433398476,-0.752470344550316,-1.53058402770212
"falusi90","exp1","Fagus","sylvatica","second-year shoot","yes","24","13","9","41.9",108,0,"16","0","",46.03333,10.75,17.125,9,0,108,"exp","exp","exp",0,0,21,"Fagus_sylvatica",0.451287433398476,-0.752470344550316,-1.53058402770212
"falusi90","exp1","Fagus","sylvatica","leader apical bud","yes","24","13","9","62.5",94,0,"16","0","",46.03333,10.75,17.125,9,0,94,"exp","exp","exp",0,0,21,"Fagus_sylvatica",0.451287433398476,-0.752470344550316,-1.53058402770212
"falusi90","exp1","Fagus","sylvatica","mean","yes","24","13","9","56.1",108,0,"16","0","",46.03333,10.75,17.125,9,0,108,"exp","exp","exp",0,0,21,"Fagus_sylvatica",0.451287433398476,-0.752470344550316,-1.53058402770212
"falusi90","exp1","Fagus","sylvatica","cotyledons and first node","yes","24","13","13","71.9",94,0,"16","0","",46.03333,10.75,18.9583333333333,13,0,94,"exp","exp","exp",0,0,21,"Fagus_sylvatica",0.770745685812793,0.0566678728670157,-1.53058402770212
"falusi90","exp1","Fagus","sylvatica","first-year shoot","yes","24","13","13","62.5",108,0,"16","0","",46.03333,10.75,18.9583333333333,13,0,108,"exp","exp","exp",0,0,21,"Fagus_sylvatica",0.770745685812793,0.0566678728670157,-1.53058402770212
"falusi90","exp1","Fagus","sylvatica","second-year shoot","yes","24","13","13","61",108,0,"16","0","",46.03333,10.75,18.9583333333333,13,0,108,"exp","exp","exp",0,0,21,"Fagus_sylvatica",0.770745685812793,0.0566678728670157,-1.53058402770212
"falusi90","exp1","Fagus","sylvatica","leader apical bud","yes","24","13","13","87.5",94,0,"16","0","",46.03333,10.75,18.9583333333333,13,0,94,"exp","exp","exp",0,0,21,"Fagus_sylvatica",0.770745685812793,0.0566678728670157,-1.53058402770212
"falusi90","exp1","Fagus","sylvatica","mean","yes","24","13","13","73.9",108,0,"16","0","",46.03333,10.75,18.9583333333333,13,0,108,"exp","exp","exp",0,0,21,"Fagus_sylvatica",0.770745685812793,0.0566678728670157,-1.53058402770212
"falusi96","exp3","Fagus","sylvatica","","yes","24","13","9","88.5",59.58,633,"","","01-Mar-1991",38.2666,15.988,17.125,9,1.00416666666667,59.58,"exp","exp","fldest",633,75.8522691930718,21,"Fagus_sylvatica",0.451287433398476,-0.752470344550316,-1.20087241310448
"falusi96","exp3","Fagus","sylvatica","","yes","24","13","13","91.32",51.87,633,"","","01-Mar-1991",38.2666,15.988,18.9583333333333,13,1.00416666666667,51.87,"exp","exp","fldest",633,75.8522691930718,21,"Fagus_sylvatica",0.770745685812793,0.0566678728670157,-1.20087241310448
"falusi96","exp3","Fagus","sylvatica","","yes","24","13","9","95.66",45.56,1479,"","","01-Mar-1991",43.8,11.81,17.125,9,4.75,45.56,"exp","exp","fldest",1479,86.6628496543005,21,"Fagus_sylvatica",0.451287433398476,-0.752470344550316,0.0290476762037363
"falusi96","exp3","Fagus","sylvatica","","yes","24","13","13","94.37",38.55,1479,"","","01-Mar-1991",43.8,11.81,18.9583333333333,13,4.75,38.55,"exp","exp","fldest",1479,86.6628496543005,21,"Fagus_sylvatica",0.770745685812793,0.0566678728670157,0.0290476762037363
"falusi97","exp2","Fagus","sylvatica","","yes","25","","12","60.338",60,0,"","0","18-Sep-1994",43.8,11.82,25,12,-1.01875,60,"exp","exp","bothest",0,0,21,"Fagus_sylvatica",1.82350583581452,-0.145616681487317,-1.86508398525035
"falusi97","exp1","Fagus","sylvatica","","yes","25","","12","70.096",120,710,"","54","24-Dec-1993",43.82,11.96,25,12,3.35,120,"exp","exp","fldest",710,53.9123071109649,21,"Fagus_sylvatica",1.82350583581452,-0.145616681487317,-0.430633247052726
"falusi97","exp2","Fagus","sylvatica","","yes","15","","12","85.232",60,800,"","67","6-Jan-1995",43.8,11.82,15,12,3.50625,60,"exp","exp","fldest",800,64.2605415284332,21,"Fagus_sylvatica",0.0810062771909724,-0.145616681487317,-0.379329572582139
"falusi97","exp2","Fagus","sylvatica","","yes","25","","12","100",60,800,"","67","6-Jan-1995",43.8,11.82,25,12,3.50625,60,"exp","exp","fldest",800,64.2605415284332,21,"Fagus_sylvatica",1.82350583581452,-0.145616681487317,-0.379329572582139
"heide93","exp1","Betula","pendula","","yes","21","21","24","100",18,2445,"","","15-Mar-1990",59.5,10.767,21,24,10.7416666666667,18,"exp","exp","fldest",2445,127.44676417941,13,"Betula_pendula",1.1265060123651,2.28179797076468,1.99637257990252
"heide93","exp1","Betula","pendula","","yes","21","21","24","95.919",18,922,"","","15-Dec-1989",59.5,10.767,21,24,5.65625,18,"exp","exp","fldest",922,67.9051752905634,13,"Betula_pendula",1.1265060123651,2.28179797076468,0.326608988133143
"heide93","exp1","Betula","pendula","","yes","21","21","8","100",18,1283,"","","15-Jan-1990",59.5,10.767,21,8,6.58541666666667,18,"exp","exp","fldest",1283,85.0291308339781,13,"Betula_pendula",1.1265060123651,-0.954754898904649,0.631694838984902
"heide93","exp1","Betula","pendula","","yes","21","21","24","100",18,1969,"","","15-Feb-1990",59.5,10.767,21,24,8.875,18,"exp","exp","fldest",1969,107.488373412348,13,"Betula_pendula",1.1265060123651,2.28179797076468,1.38346468222724
"heide93","exp1","Betula","pendula","","yes","21","21","8","100",18,2445,"","","15-Mar-1990",59.5,10.767,21,8,10.7416666666667,18,"exp","exp","fldest",2445,127.44676417941,13,"Betula_pendula",1.1265060123651,-0.954754898904649,1.99637257990252
"heide93","exp1","Betula","pendula","","yes","15","15","8","89.984",25,922,"","","15-Dec-1989",59.5,10.767,15,8,5.65625,25,"exp","exp","fldest",922,67.9051752905634,13,"Betula_pendula",0.0810062771909724,-0.954754898904649,0.326608988133143
"heide93","exp1","Betula","pendula","","yes","15","15","24","100",25,1283,"","","15-Jan-1990",59.5,10.767,15,24,6.58541666666667,25,"exp","exp","fldest",1283,85.0291308339781,13,"Betula_pendula",0.0810062771909724,2.28179797076468,0.631694838984902
"heide93","exp1","Betula","pendula","","yes","15","15","8","100",25,1969,"","","15-Feb-1990",59.5,10.767,15,8,8.875,25,"exp","exp","fldest",1969,107.488373412348,13,"Betula_pendula",0.0810062771909724,-0.954754898904649,1.38346468222724
"heide93","exp1","Betula","pendula","","yes","15","15","24","100",25,2445,"","","15-Mar-1990",59.5,10.767,15,24,10.7416666666667,25,"exp","exp","fldest",2445,127.44676417941,13,"Betula_pendula",0.0810062771909724,2.28179797076468,1.99637257990252
"heide93","exp1","Betula","pendula","","yes","15","15","24","69.634",25,922,"","","15-Dec-1989",59.5,10.767,15,24,5.65625,25,"exp","exp","fldest",922,67.9051752905634,13,"Betula_pendula",0.0810062771909724,2.28179797076468,0.326608988133143
"heide93","exp1","Betula","pendula","","yes","15","15","8","100",25,1283,"","","15-Jan-1990",59.5,10.767,15,8,6.58541666666667,25,"exp","exp","fldest",1283,85.0291308339781,13,"Betula_pendula",0.0810062771909724,-0.954754898904649,0.631694838984902
"heide93","exp1","Betula","pendula","","yes","15","15","24","100",25,1969,"","","15-Feb-1990",59.5,10.767,15,24,8.875,25,"exp","exp","fldest",1969,107.488373412348,13,"Betula_pendula",0.0810062771909724,2.28179797076468,1.38346468222724
"heide93","exp1","Betula","pendula","","yes","15","15","8","100",25,2445,"","","15-Mar-1990",59.5,10.767,15,8,10.7416666666667,25,"exp","exp","fldest",2445,127.44676417941,13,"Betula_pendula",0.0810062771909724,-0.954754898904649,1.99637257990252
"heide93","exp1","Betula","pubescens","","yes","15","15","24","62.453",25,922,"","","15-Dec-1989",59.5,10.767,15,24,5.65625,25,"exp","exp","fldest",922,67.9051752905634,14,"Betula_pubescens",0.0810062771909724,2.28179797076468,0.326608988133143
"heide93","exp1","Betula","pubescens","","yes","15","15","8","100",25,1283,"","","15-Jan-1990",59.5,10.767,15,8,6.58541666666667,25,"exp","exp","fldest",1283,85.0291308339781,14,"Betula_pubescens",0.0810062771909724,-0.954754898904649,0.631694838984902
"heide93","exp1","Betula","pubescens","","yes","15","15","24","100",25,1969,"","","15-Feb-1990",59.5,10.767,15,24,8.875,25,"exp","exp","fldest",1969,107.488373412348,14,"Betula_pubescens",0.0810062771909724,2.28179797076468,1.38346468222724
"heide93","exp1","Betula","pubescens","","yes","15","15","8","100",25,2445,"","","15-Mar-1990",59.5,10.767,15,8,10.7416666666667,25,"exp","exp","fldest",2445,127.44676417941,14,"Betula_pubescens",0.0810062771909724,-0.954754898904649,1.99637257990252
"heide93","exp1","Betula","pubescens","","yes","9","9","8","100",42,922,"","","15-Dec-1989",59.5,10.767,9,8,5.65625,42,"exp","exp","fldest",922,67.9051752905634,14,"Betula_pubescens",-0.964493457983156,-0.954754898904649,0.326608988133143
"heide93","exp1","Betula","pubescens","","yes","9","9","24","100",42,1283,"","","15-Jan-1990",59.5,10.767,9,24,6.58541666666667,42,"exp","exp","fldest",1283,85.0291308339781,14,"Betula_pubescens",-0.964493457983156,2.28179797076468,0.631694838984902
"heide93","exp1","Betula","pubescens","","yes","9","9","8","100",42,1969,"","","15-Feb-1990",59.5,10.767,9,8,8.875,42,"exp","exp","fldest",1969,107.488373412348,14,"Betula_pubescens",-0.964493457983156,-0.954754898904649,1.38346468222724
"heide93","exp1","Betula","pubescens","","yes","9","9","24","100",42,2445,"","","15-Mar-1990",59.5,10.767,9,24,10.7416666666667,42,"exp","exp","fldest",2445,127.44676417941,14,"Betula_pubescens",-0.964493457983156,2.28179797076468,1.99637257990252
"heide93","exp1","Betula","pubescens","","yes","9","9","24","69.493",42,922,"","","15-Dec-1989",59.5,10.767,9,24,5.65625,42,"exp","exp","fldest",922,67.9051752905634,14,"Betula_pubescens",-0.964493457983156,2.28179797076468,0.326608988133143
"heide93","exp1","Betula","pubescens","","yes","9","9","8","100",42,1283,"","","15-Jan-1990",59.5,10.767,9,8,6.58541666666667,42,"exp","exp","fldest",1283,85.0291308339781,14,"Betula_pubescens",-0.964493457983156,-0.954754898904649,0.631694838984902
"heide93","exp1","Betula","pendula","","yes","21","21","8","100",18,1969,"","","15-Feb-1990",59.5,10.767,21,8,8.875,18,"exp","exp","fldest",1969,107.488373412348,13,"Betula_pendula",1.1265060123651,-0.954754898904649,1.38346468222724
"heide93","exp1","Betula","pendula","","yes","9","9","8","85.321",42,922,"","","15-Dec-1989",59.5,10.767,9,8,5.65625,42,"exp","exp","fldest",922,67.9051752905634,13,"Betula_pendula",-0.964493457983156,-0.954754898904649,0.326608988133143
"heide93","exp1","Betula","pendula","","yes","9","9","24","100",42,1283,"","","15-Jan-1990",59.5,10.767,9,24,6.58541666666667,42,"exp","exp","fldest",1283,85.0291308339781,13,"Betula_pendula",-0.964493457983156,2.28179797076468,0.631694838984902
"heide93","exp1","Betula","pendula","","yes","9","9","8","100",42,1969,"","","15-Feb-1990",59.5,10.767,9,8,8.875,42,"exp","exp","fldest",1969,107.488373412348,13,"Betula_pendula",-0.964493457983156,-0.954754898904649,1.38346468222724
"heide93","exp1","Betula","pendula","","yes","9","9","24","100",42,2445,"","","15-Mar-1990",59.5,10.767,9,24,10.7416666666667,42,"exp","exp","fldest",2445,127.44676417941,13,"Betula_pendula",-0.964493457983156,2.28179797076468,1.99637257990252
"heide93","exp1","Betula","pendula","","yes","9","9","24","60.307",42,922,"","","15-Dec-1989",59.5,10.767,9,24,5.65625,42,"exp","exp","fldest",922,67.9051752905634,13,"Betula_pendula",-0.964493457983156,2.28179797076468,0.326608988133143
"heide93","exp1","Betula","pendula","","yes","9","9","8","100",42,1283,"","","15-Jan-1990",59.5,10.767,9,8,6.58541666666667,42,"exp","exp","fldest",1283,85.0291308339781,13,"Betula_pendula",-0.964493457983156,-0.954754898904649,0.631694838984902
"heide93","exp1","Betula","pendula","","yes","9","9","24","100",42,1969,"","","15-Feb-1990",59.5,10.767,9,24,8.875,42,"exp","exp","fldest",1969,107.488373412348,13,"Betula_pendula",-0.964493457983156,2.28179797076468,1.38346468222724
"heide93","exp1","Betula","pendula","","yes","9","9","8","100",42,2445,"","","15-Mar-1990",59.5,10.767,9,8,10.7416666666667,42,"exp","exp","fldest",2445,127.44676417941,13,"Betula_pendula",-0.964493457983156,-0.954754898904649,1.99637257990252
"heide93","exp1","Prunus","padus","","yes","21","21","8","94.818",18,922,"","","15-Dec-1989",59.5,10.767,21,8,5.65625,18,"exp","exp","fldest",922,67.9051752905634,38,"Prunus_padus",1.1265060123651,-0.954754898904649,0.326608988133143
"heide93","exp1","Prunus","padus","","yes","21","21","24","100",18,1283,"","","15-Jan-1990",59.5,10.767,21,24,6.58541666666667,18,"exp","exp","fldest",1283,85.0291308339781,38,"Prunus_padus",1.1265060123651,2.28179797076468,0.631694838984902
"heide93","exp1","Prunus","padus","","yes","21","21","8","100",18,1969,"","","15-Feb-1990",59.5,10.767,21,8,8.875,18,"exp","exp","fldest",1969,107.488373412348,38,"Prunus_padus",1.1265060123651,-0.954754898904649,1.38346468222724
"heide93","exp1","Prunus","padus","","yes","21","21","24","100",18,2445,"","","15-Mar-1990",59.5,10.767,21,24,10.7416666666667,18,"exp","exp","fldest",2445,127.44676417941,38,"Prunus_padus",1.1265060123651,2.28179797076468,1.99637257990252
"heide93","exp1","Prunus","padus","","yes","21","21","24","80.716",18,922,"","","15-Dec-1989",59.5,10.767,21,24,5.65625,18,"exp","exp","fldest",922,67.9051752905634,38,"Prunus_padus",1.1265060123651,2.28179797076468,0.326608988133143
"heide93","exp1","Prunus","padus","","yes","21","21","8","100",18,1283,"","","15-Jan-1990",59.5,10.767,21,8,6.58541666666667,18,"exp","exp","fldest",1283,85.0291308339781,38,"Prunus_padus",1.1265060123651,-0.954754898904649,0.631694838984902
"heide93","exp1","Prunus","padus","","yes","21","21","24","100",18,1969,"","","15-Feb-1990",59.5,10.767,21,24,8.875,18,"exp","exp","fldest",1969,107.488373412348,38,"Prunus_padus",1.1265060123651,2.28179797076468,1.38346468222724
"heide93","exp1","Prunus","padus","","yes","21","21","8","100",18,2445,"","","15-Mar-1990",59.5,10.767,21,8,10.7416666666667,18,"exp","exp","fldest",2445,127.44676417941,38,"Prunus_padus",1.1265060123651,-0.954754898904649,1.99637257990252
"heide93","exp1","Prunus","padus","","yes","15","15","8","94.605",25,922,"","","15-Dec-1989",59.5,10.767,15,8,5.65625,25,"exp","exp","fldest",922,67.9051752905634,38,"Prunus_padus",0.0810062771909724,-0.954754898904649,0.326608988133143
"heide93","exp1","Prunus","padus","","yes","15","15","24","100",25,1283,"","","15-Jan-1990",59.5,10.767,15,24,6.58541666666667,25,"exp","exp","fldest",1283,85.0291308339781,38,"Prunus_padus",0.0810062771909724,2.28179797076468,0.631694838984902
"heide93","exp1","Prunus","padus","","yes","15","15","8","100",25,1969,"","","15-Feb-1990",59.5,10.767,15,8,8.875,25,"exp","exp","fldest",1969,107.488373412348,38,"Prunus_padus",0.0810062771909724,-0.954754898904649,1.38346468222724
"heide93","exp1","Prunus","padus","","yes","15","15","24","100",25,2445,"","","15-Mar-1990",59.5,10.767,15,24,10.7416666666667,25,"exp","exp","fldest",2445,127.44676417941,38,"Prunus_padus",0.0810062771909724,2.28179797076468,1.99637257990252
"heide93","exp1","Prunus","padus","","yes","15","15","24","73.665",25,922,"","","15-Dec-1989",59.5,10.767,15,24,5.65625,25,"exp","exp","fldest",922,67.9051752905634,38,"Prunus_padus",0.0810062771909724,2.28179797076468,0.326608988133143
"heide93","exp1","Prunus","padus","","yes","15","15","8","100",25,1283,"","","15-Jan-1990",59.5,10.767,15,8,6.58541666666667,25,"exp","exp","fldest",1283,85.0291308339781,38,"Prunus_padus",0.0810062771909724,-0.954754898904649,0.631694838984902
"heide93","exp1","Prunus","padus","","yes","15","15","24","100",25,1969,"","","15-Feb-1990",59.5,10.767,15,24,8.875,25,"exp","exp","fldest",1969,107.488373412348,38,"Prunus_padus",0.0810062771909724,2.28179797076468,1.38346468222724
"heide93","exp1","Prunus","padus","","yes","15","15","8","100",25,2445,"","","15-Mar-1990",59.5,10.767,15,8,10.7416666666667,25,"exp","exp","fldest",2445,127.44676417941,38,"Prunus_padus",0.0810062771909724,-0.954754898904649,1.99637257990252
"heide93","exp1","Prunus","padus","","yes","9","9","8","100",42,922,"","","15-Dec-1989",59.5,10.767,9,8,5.65625,42,"exp","exp","fldest",922,67.9051752905634,38,"Prunus_padus",-0.964493457983156,-0.954754898904649,0.326608988133143
"heide93","exp1","Prunus","padus","","yes","9","9","24","100",42,1283,"","","15-Jan-1990",59.5,10.767,9,24,6.58541666666667,42,"exp","exp","fldest",1283,85.0291308339781,38,"Prunus_padus",-0.964493457983156,2.28179797076468,0.631694838984902
"heide93","exp1","Prunus","padus","","yes","9","9","8","100",42,1969,"","","15-Feb-1990",59.5,10.767,9,8,8.875,42,"exp","exp","fldest",1969,107.488373412348,38,"Prunus_padus",-0.964493457983156,-0.954754898904649,1.38346468222724
"heide93","exp1","Prunus","padus","","yes","9","9","24","100",42,2445,"","","15-Mar-1990",59.5,10.767,9,24,10.7416666666667,42,"exp","exp","fldest",2445,127.44676417941,38,"Prunus_padus",-0.964493457983156,2.28179797076468,1.99637257990252
"heide93","exp1","Prunus","padus","","yes","9","9","24","89.904",42,922,"","","15-Dec-1989",59.5,10.767,9,24,5.65625,42,"exp","exp","fldest",922,67.9051752905634,38,"Prunus_padus",-0.964493457983156,2.28179797076468,0.326608988133143
"heide93","exp1","Prunus","padus","","yes","9","9","8","100",42,1283,"","","15-Jan-1990",59.5,10.767,9,8,6.58541666666667,42,"exp","exp","fldest",1283,85.0291308339781,38,"Prunus_padus",-0.964493457983156,-0.954754898904649,0.631694838984902
"heide93","exp1","Prunus","padus","","yes","9","9","24","100",42,1969,"","","15-Feb-1990",59.5,10.767,9,24,8.875,42,"exp","exp","fldest",1969,107.488373412348,38,"Prunus_padus",-0.964493457983156,2.28179797076468,1.38346468222724
"heide93","exp1","Prunus","padus","","yes","9","9","8","100",42,2445,"","","15-Mar-1990",59.5,10.767,9,8,10.7416666666667,42,"exp","exp","fldest",2445,127.44676417941,38,"Prunus_padus",-0.964493457983156,-0.954754898904649,1.99637257990252
"heide93","exp1","Populus","tremula","","yes","21","21","8","77.182",18,922,"","","15-Dec-1989",59.5,10.767,21,8,5.65625,18,"exp","exp","fldest",922,67.9051752905634,34,"Populus_tremula",1.1265060123651,-0.954754898904649,0.326608988133143
"heide93","exp1","Populus","tremula","","yes","21","21","24","100",18,1283,"","","15-Jan-1990",59.5,10.767,21,24,6.58541666666667,18,"exp","exp","fldest",1283,85.0291308339781,34,"Populus_tremula",1.1265060123651,2.28179797076468,0.631694838984902
"heide93","exp1","Populus","tremula","","yes","21","21","8","100",18,1969,"","","15-Feb-1990",59.5,10.767,21,8,8.875,18,"exp","exp","fldest",1969,107.488373412348,34,"Populus_tremula",1.1265060123651,-0.954754898904649,1.38346468222724
"heide93","exp1","Populus","tremula","","yes","21","21","24","100",18,2445,"","","15-Mar-1990",59.5,10.767,21,24,10.7416666666667,18,"exp","exp","fldest",2445,127.44676417941,34,"Populus_tremula",1.1265060123651,2.28179797076468,1.99637257990252
"heide93","exp1","Populus","tremula","","yes","21","21","8","100",18,1283,"","","15-Jan-1990",59.5,10.767,21,8,6.58541666666667,18,"exp","exp","fldest",1283,85.0291308339781,34,"Populus_tremula",1.1265060123651,-0.954754898904649,0.631694838984902
"heide93","exp1","Populus","tremula","","yes","21","21","24","100",18,1969,"","","15-Feb-1990",59.5,10.767,21,24,8.875,18,"exp","exp","fldest",1969,107.488373412348,34,"Populus_tremula",1.1265060123651,2.28179797076468,1.38346468222724
"heide93","exp1","Populus","tremula","","yes","21","21","8","100",18,2445,"","","15-Mar-1990",59.5,10.767,21,8,10.7416666666667,18,"exp","exp","fldest",2445,127.44676417941,34,"Populus_tremula",1.1265060123651,-0.954754898904649,1.99637257990252
"heide93","exp1","Populus","tremula","","yes","15","15","24","92.744",25,1283,"","","15-Jan-1990",59.5,10.767,15,24,6.58541666666667,25,"exp","exp","fldest",1283,85.0291308339781,34,"Populus_tremula",0.0810062771909724,2.28179797076468,0.631694838984902
"heide93","exp1","Populus","tremula","","yes","15","15","8","100",25,1969,"","","15-Feb-1990",59.5,10.767,15,8,8.875,25,"exp","exp","fldest",1969,107.488373412348,34,"Populus_tremula",0.0810062771909724,-0.954754898904649,1.38346468222724
"heide93","exp1","Populus","tremula","","yes","15","15","24","100",25,2445,"","","15-Mar-1990",59.5,10.767,15,24,10.7416666666667,25,"exp","exp","fldest",2445,127.44676417941,34,"Populus_tremula",0.0810062771909724,2.28179797076468,1.99637257990252
"heide93","exp1","Populus","tremula","","yes","15","15","8","62.881",25,1283,"","","15-Jan-1990",59.5,10.767,15,8,6.58541666666667,25,"exp","exp","fldest",1283,85.0291308339781,34,"Populus_tremula",0.0810062771909724,-0.954754898904649,0.631694838984902
"heide93","exp1","Populus","tremula","","yes","15","15","24","100",25,1969,"","","15-Feb-1990",59.5,10.767,15,24,8.875,25,"exp","exp","fldest",1969,107.488373412348,34,"Populus_tremula",0.0810062771909724,2.28179797076468,1.38346468222724
"heide93","exp1","Populus","tremula","","yes","15","15","8","100",25,2445,"","","15-Mar-1990",59.5,10.767,15,8,10.7416666666667,25,"exp","exp","fldest",2445,127.44676417941,34,"Populus_tremula",0.0810062771909724,-0.954754898904649,1.99637257990252
"heide93","exp1","Alnus","incana","","yes","21","21","8","94.497",18,1969,"","","15-Feb-1990",59.5,10.767,21,8,8.875,18,"exp","exp","fldest",1969,107.488373412348,8,"Alnus_incana",1.1265060123651,-0.954754898904649,1.38346468222724
"heide93","exp1","Alnus","incana","","yes","21","21","24","100",18,2445,"","","15-Mar-1990",59.5,10.767,21,24,10.7416666666667,18,"exp","exp","fldest",2445,127.44676417941,8,"Alnus_incana",1.1265060123651,2.28179797076468,1.99637257990252
"heide93","exp1","Alnus","incana","","yes","21","21","24","86.74",18,1969,"","","15-Feb-1990",59.5,10.767,21,24,8.875,18,"exp","exp","fldest",1969,107.488373412348,8,"Alnus_incana",1.1265060123651,2.28179797076468,1.38346468222724
"heide93","exp1","Betula","pubescens","","yes","21","21","24","72.267",18,612,"","","15-Nov-1989",59.5,10.767,21,24,4.9375,18,"exp","exp","fldest",612,52.5136568477889,14,"Betula_pubescens",1.1265060123651,2.28179797076468,0.090612085568441
"heide93","exp1","Betula","pubescens","","yes","21","21","8","100",18,922,"","","15-Dec-1989",59.5,10.767,21,8,5.65625,18,"exp","exp","fldest",922,67.9051752905634,14,"Betula_pubescens",1.1265060123651,-0.954754898904649,0.326608988133143
