"","year","mnsprt","misprt","mxsprt","mnwint","miwint","mxwint","lat","long"
"56",2006,2.67608689670654,-9.19499979447573,12.1249997289851,2.18917213649865,-8.21999981626868,12.3799997232854,46.8167,12.8
"57",2007,5.54554335430831,-5.61499987449497,15.4249996552244,-0.236546047344362,-10.2249997714534,12.0149997314438,46.8167,12.8
"58",2008,2.96793471627018,-7.47499983292073,15.9499996434897,-1.07850990966826,-11.3699997458607,10.8749997569248,46.8167,12.8
"59",2009,4.31527164267659,-6.86999984644353,16.0849996404722,-1.50748341001373,-15.3049996579066,13.0299997087568,46.8167,12.8
"60",2010,2.6800542879222,-12.5749997189268,11.7149997381493,-1.0487416984131,-13.9849996874109,10.4049997674301,46.8167,12.8
"61",2011,4.88885858637767,-5.01499988790601,13.5749996965751,-1.02013155614565,-16.9699996206909,12.5549997193739,46.8167,12.8
"62",2012,4.58880424525832,-3.3899999242276,13.8499996904284,-1.06741719468441,-12.7899997141212,10.1799997724593,46.8167,12.8
"63",2013,2.63499994110316,-8.72499980498105,9.8449997799471,0.652516541706509,-9.1549997953698,10.3699997682124,46.8167,12.8
"64",2014,4.34929338104659,-2.42999994568527,12.6949997162446,3.45324168105579,-11.9549997327849,11.3249997468665,46.8167,12.8
"65",1951,9.24168457604095,-1.2349999723956,20.8849995331839,2.84098677860426,-9.47499978821725,15.3699996564537,46.85,15.7333
"66",1952,9.61353239381645,-6.5749998530373,19.8949995553121,2.23387412225445,-7.23999983817339,15.4649996543303,46.85,15.7333
"67",1953,10.0799454268696,-2.35999994724989,21.9949995083734,0.940695343212229,-13.5449996972457,17.6599996052682,46.85,15.7333
"68",1954,9.20304327255682,1.10499997530133,18.6999995820224,3.12096019514176,-7.53999983146787,13.614999695681,46.85,15.7333
"69",1955,7.67793461099348,-7.15499984007329,18.4849995868281,1.63703943709353,-15.6499996501952,13.6299996953458,46.85,15.7333
"70",1956,8.32141285748019,-4.1899999063462,20.0599995516241,2.57692047220266,-12.1749997278675,17.4499996099621,46.85,15.7333
"71",1957,9.56423891665738,-1.06999997608364,17.6149996062741,3.70798004957052,-9.9899997767061,13.7149996934459,46.85,15.7333
"72",1958,9.16179327347883,-2.19499995093793,24.0199994631112,3.87983435036503,-5.91499986778945,17.3899996113032,46.85,15.7333
"73",1959,11.0416845358078,1.49499996658415,19.1299995724112,3.00401309074981,-11.3499997463077,14.359999679029,46.85,15.7333
"74",1960,9.71902152189337,-1.97499995585531,20.949999531731,4.14019858295604,-9.79999978095293,15.0749996630475,46.85,15.7333
"75",1961,10.995271493367,2.68499993998557,17.9149995995685,2.64672179514579,-14.4449996771291,18.1899995934218,46.85,15.7333
"76",1962,8.00016286466068,-3.39999992400408,19.7699995581061,-0.316026483002481,-16.2649996364489,15.8749996451661,46.85,15.7333
"77",1963,8.74760850012788,-13.2799997031689,19.2599995695055,1.18384865774945,-15.6049996512011,14.7149996710941,46.85,15.7333
"78",1964,8.70853241404478,-4.58999989740551,18.2649995917454,2.42370855509741,-7.56499983090907,13.7699996922165,46.85,15.7333
"79",1965,8.62717372021111,-3.05499993171543,20.2349995477125,2.75470192518258,-12.1349997287616,16.8249996239319,46.85,15.7333
"80",1966,10.1279345562317,-0.479999989271164,18.2299995925277,3.43605952584709,-12.4199997223914,17.6649996051565,46.85,15.7333
"81",1967,10.0244562976751,2.99999993294477,19.0749995736405,2.63430915164492,-14.2999996803701,16.3299996349961,46.85,15.7333
"82",1968,9.87461934450245,-3.05999993160367,20.4649995425716,1.7700661856015,-12.22499972675,16.0449996413663,46.85,15.7333
"83",1969,9.17021718633402,-0.81499998178333,21.6349995164201,2.2445694862538,-13.8899996895343,14.2999996803701,46.85,15.7333
"84",1970,7.59434765634006,-2.6999999396503,15.4849996538833,2.87754960455592,-10.9449997553602,15.6799996495247,46.85,15.7333
"85",1971,8.83940197633701,-9.86999977938831,20.1649995492771,2.38052626258056,-9.34999979101121,16.5549996299669,46.85,15.7333
"86",1972,9.86641282294675,-1.73499996121973,18.8299995791167,2.12185425720862,-8.28499981481582,13.364999701269,46.85,15.7333
"87",1973,8.73711936992755,-1.62499996367842,21.7949995128438,2.95337741743058,-9.64499978441745,13.7849996918812,46.85,15.7333
"88",1974,9.16874979506247,0.244999994523823,17.9599995985627,3.43658932715975,-3.97999991104007,11.8349997354671,46.85,15.7333
"89",1975,9.60907587217694,-0.334999992512167,19.7749995579943,2.54621704835077,-7.26999983750284,18.524999585934,46.85,15.7333
"90",1976,8.12244547062311,-6.07499986421317,17.634999605827,3.97304626881139,-12.369999723509,17.9099995996803,46.85,15.7333
"91",1977,9.86608673599751,-0.769999982789159,20.119999550283,2.98698668820253,-8.08999981917441,17.3499996121973,46.85,15.7333
"92",1978,8.85163023693326,2.34999994747341,16.4149996330962,1.37437083020757,-10.3449997687712,13.5249996976927,46.85,15.7333
"93",1979,9.43907587597673,-3.51999992132187,20.2299995478243,3.09266440455777,-11.7799997366965,16.1499996390194,46.85,15.7333
"94",1980,7.80809765156237,-0.854999980889261,15.2449996592477,1.60304632178502,-9.76999978162348,14.6399996727705,46.85,15.7333
"95",1981,10.1187497738283,-1.8399999588728,19.0049995752051,2.03708604718281,-12.2649997258559,16.9949996201321,46.85,15.7333
"96",1982,8.69706502299675,-1.01499997731298,19.0399995744228,3.99165553991862,-8.02999982051551,14.8799996674061,46.85,15.7333
"97",1983,10.6505432402027,0.684999984689057,21.6499995160848,2.07848679564746,-10.6199997626245,15.9499996434897,46.85,15.7333
"98",1984,8.53146720061119,-0.749999983236194,17.074999618344,1.60427148732055,-17.1699996162206,14.1749996831641,46.85,15.7333
"99",1985,9.36532587762517,-0.189999995753169,20.2849995465949,2.06870856303228,-11.5999997407198,16.9049996221438,46.85,15.7333
"100",1986,9.59374978556298,-11.5999997407198,21.2999995239079,1.51460261515261,-17.4999996088445,14.4699996765703,46.85,15.7333
"101",1987,7.57244548291656,-10.1849997723475,17.3549996120855,4.42453937478805,-4.94499988947064,17.5449996078387,46.85,15.7333
"102",1988,9.36907587754136,-0.129999997094274,17.1199996173382,3.28897343641949,-8.87499980162829,16.1899996381253,46.85,15.7333
"103",1989,10.8655432353971,3.86499991361052,17.2649996140972,4.13390719236818,-9.75499978195876,13.8549996903166,46.85,15.7333
"104",1990,10.9829888849458,2.34999994747341,19.499999564141,2.60182113389774,-12.6149997180328,17.6699996050447,46.85,15.7333
"105",1991,9.12211936132213,0.42499999050051,18.6349995834753,3.19878282323847,-10.5149997649714,19.7799995578825,46.85,15.7333
"106",1992,10.4692932442539,1.96999995596707,17.6999996043742,3.25943701323862,-9.6999997831881,16.2199996374547,46.85,15.7333
"107",1993,10.5592388944174,-3.0149999326095,21.114999528043,3.84278137106078,-9.11499979626387,18.9449995765463,46.85,15.7333
"108",1994,11.3769562674443,3.7049999171868,21.0499995294958,4.39837738513231,-6.63999985158443,18.6049995841458,46.85,15.7333
"109",1995,10.1196736868511,1.09999997541308,20.8599995337427,2.12516442618308,-10.7199997603893,17.1599996164441,46.85,15.7333
"110",1996,9.18635849032106,-3.77999991551042,21.0049995305017,3.55298005303504,-13.2549997037277,16.7949996246025,46.85,15.7333
"111",1997,9.92880412590002,1.83499995898455,20.8499995339662,4.57235089117747,-6.10499986354262,18.3149995906278,46.85,15.7333
"112",1998,10.2446193362323,-0.554999987594783,19.664999560453,2.64473504022331,-7.84499982465059,15.6999996490777,46.85,15.7333
"113",1999,11.4019562668855,2.40499994624406,21.2799995243549,3.26253282181355,-10.4749997658655,18.0949995955452,46.85,15.7333
"114",2000,12.2498366827165,1.47999996691942,20.9049995327368,5.93791377456205,-5.01499988790601,17.9549995986745,46.85,15.7333
"115",2001,11.3506519202062,-0.314999992959201,23.704999470152,3.98341050699032,-9.63999978452921,19.8499995563179,46.85,15.7333
"116",2002,11.4653801785114,3.46999992243946,20.7549995360896,3.21052972956357,-12.4199997223914,16.6899996269494,46.85,15.7333
"117",2003,10.9739671460171,-1.04499997664243,22.0499995071441,3.4711512382032,-6.41499985661358,17.3349996125326,46.85,15.7333
"118",2004,9.18010849046076,-3.42999992333353,18.504999586381,3.60960256832572,-10.3649997683242,16.7599996253848,46.85,15.7333
"119",2005,9.72233673921057,-9.82499978039414,23.5349994739518,2.45086087237131,-12.329999724403,15.6199996508658,46.85,15.7333
"120",2006,9.69516282677448,-4.3349999031052,19.2949995687231,6.37301310258517,-2.99999993294477,19.3999995663762,46.85,15.7333
"121",2007,12.2778801603506,1.95999995619059,22.2699995022267,4.09499990846962,-6.39499985706061,16.4349996326491,46.85,15.7333
"122",2008,11.0658149700511,0.354999992065132,23.7449994692579,3.99536414910725,-8.63999980688095,16.0899996403605,46.85,15.7333
"123",2009,11.9650540803863,0.584999986924231,22.1599995046854,3.52327806694396,-11.4449997441843,19.5849995622411,46.85,15.7333
"124",2010,10.5901628067697,-3.19499992858618,20.0549995517358,3.10228469887045,-8.00999982096255,14.9899996649474,46.85,15.7333
"125",2011,10.7562497595791,-2.62499994132668,19.8349995566532,2.56953941625053,-10.6749997613952,17.0299996193498,46.85,15.7333
"126",2012,11.343912789922,0.50499998871237,20.4999995417893,3.69943700340385,-8.46499981079251,17.7249996038154,46.85,15.7333
"127",2013,9.44331500631676,-3.62999991886318,19.6699995603412,5.14778134189176,-6.27499985974282,16.6549996277317,46.85,15.7333
"128",2014,11.6431519136683,4.37499990221113,20.5449995407835,8.63543936742244,-4.53499989863485,19.6049995617941,46.85,15.7333
"129",1951,9.235706315305,-1.05999997630715,20.8299995344132,2.8368749365909,-9.25999979302287,15.3449996570125,46.9167,15.3333
"130",1952,9.67663021849306,-6.48499985504895,19.7749995579943,2.2510595523339,-7.28499983716756,15.1699996609241,46.9167,15.3333
"131",1953,10.1884236853145,-1.82499995920807,21.984999508597,1.05284765858622,-13.2499997038394,17.65499960538,46.9167,15.3333
"132",1954,9.27184761884501,1.15999997407198,18.8399995788932,3.17357608800544,-7.14999984018505,13.3749997010455,46.9167,15.3333
"133",1955,7.77999982610345,-6.84499984700233,18.4999995864928,1.69605259366922,-15.4599996544421,13.5049996981397,46.9167,15.3333
"134",1956,8.40342372521232,-3.96999991126359,20.1699995491654,2.67390722500173,-12.0349997309968,17.4549996098503,46.9167,15.3333
"135",1957,9.63967369757998,-1.05499997641891,17.6149996062741,3.64814561382183,-10.049999775365,13.8549996903166,46.9167,15.3333
"136",1958,9.16538022992039,-2.58999994210899,23.8949994659051,3.81943700072164,-5.89999986812472,17.2649996140972,46.9167,15.3333
"137",1959,11.09179323034,1.66999996267259,19.229999570176,2.91523019799742,-11.3849997455254,14.21499968227,46.9167,15.3333
"138",1960,9.80076065050114,-1.82999995909631,20.8199995346367,3.9550330241809,-10.5549997640774,14.6649996722117,46.9167,15.3333
"139",1961,11.0054345366181,2.5549999428913,17.9749995982274,2.56947014124336,-14.6349996728823,18.10999959521,46.9167,15.3333
"140",1962,7.9815759085544,-3.41999992355704,19.6549995606765,-0.337450323583226,-16.0199996419251,15.9999996423721,46.9167,15.3333
"141",1963,8.75510849996024,-12.9849997097626,19.2399995699525,1.18641444716578,-15.2749996585771,14.5349996751174,46.9167,15.3333
"142",1964,8.84543458489782,-4.28999990411103,18.3649995895103,2.36122511278542,-7.63999982923269,13.9349996885285,46.9167,15.3333
"143",1965,8.60048893819887,-3.13999992981553,20.1449995497242,2.60400656431247,-11.7099997382611,16.6049996288493,46.9167,15.3333
"144",1966,10.1646736858453,-0.204999995417893,18.4349995879456,3.32764893224377,-11.8349997354671,17.8549996009097,46.9167,15.3333
"145",1967,10.0558149926263,2.87999993562698,19.10499957297,2.63065783593705,-14.1299996841699,16.3599996343255,46.9167,15.3333
"146",1968,10.0398910799388,-2.62499994132668,20.2749995468184,1.78556287399684,-12.784999714233,15.8799996450543,46.9167,15.3333
"147",1969,9.24989109759665,-0.729999983683228,22.0149995079264,2.25112577749799,-13.3399997018278,14.3249996798113,46.9167,15.3333
"148",1970,7.57239113509169,-2.83999993652105,15.5999996513128,2.76837742156565,-10.7799997590482,15.6849996494129,46.9167,15.3333
"149",1971,8.88679327962556,-9.77999978139997,20.3049995461479,2.32651310589312,-9.20499979425222,16.1949996380135,46.9167,15.3333
"150",1972,9.92440195208537,-1.42499996814877,18.8799995779991,2.01049664380362,-7.8099998254329,13.4349996997043,46.9167,15.3333
"151",1973,8.77097806482292,-1.73999996110797,21.7099995147437,2.89354298168189,-9.73499978240579,13.904999689199,46.9167,15.3333
"152",1974,9.22478240250569,0.34999999217689,18.0649995962158,3.35569528923277,-4.09499990846962,11.5699997413903,46.9167,15.3333
"153",1975,9.66445630572169,-0.26999999396503,19.8499995563179,2.60792757328722,-6.81499984767288,18.6899995822459,46.9167,15.3333
"154",1976,8.27826068453167,-6.10999986343086,18.0249995971099,3.89784759499552,-11.9049997339025,17.9149995995685,46.9167,15.3333
"155",1977,9.93788021265367,-0.549999987706542,20.1449995497242,2.96874165549776,-7.24999983794987,17.2049996154383,46.9167,15.3333
"156",1978,8.87206501908519,2.29999994859099,16.3299996349961,1.2550330845306,-10.5499997641891,13.2099997047335,46.9167,15.3333
"157",1979,9.37244544268343,-3.4999999217689,20.5949995396659,3.05345387911841,-11.0549997529015,16.1399996392429,46.9167,15.3333
"158",1980,7.88771721500012,-0.689999984577298,15.2599996589124,1.31298010310294,-10.4599997662008,14.4899996761233,46.9167,15.3333
"159",1981,10.1177171651557,-2.03999995440245,19.0749995736405,1.95304631396191,-12.2649997258559,16.7349996259436,46.9167,15.3333
"160",1982,8.65146719792898,-1.56499996501952,18.959999576211,3.83258269579205,-8.22499981615692,14.8899996671826,46.9167,15.3333
"161",1983,10.5764671549019,0.909999979659915,21.4599995203316,1.96509864028715,-10.9349997555837,15.8199996463954,46.9167,15.3333
"162",1984,8.51222807060643,-0.474999989382923,16.9599996209145,1.60360923567972,-17.19999961555,14.0199996866286,46.9167,15.3333
"163",1985,9.33934761733626,-0.129999997094274,20.1749995490536,1.90026485818802,-11.5749997412786,16.7249996261671,46.9167,15.3333
"164",1986,9.60288022014151,-11.4199997447431,21.4449995206669,1.38711917429348,-17.5499996077269,14.4199996776879,46.9167,15.3333
"165",1987,7.55548896155644,-10.3699997682124,17.344999612309,4.32118411394032,-4.62499989662319,17.5249996082857,46.9167,15.3333
"166",1988,9.43282587611643,-0.179999995976686,17.1549996165559,3.23794694749379,-9.09499979671091,16.3799996338785,46.9167,15.3333
"167",1989,10.8475541053644,3.40499992389232,17.1449996167794,3.92364229640572,-9.57999978587031,13.5749996965751,46.9167,15.3333
"168",1990,10.8832606263054,2.34999994747341,19.4249995658174,2.47781451415295,-12.5399997197092,17.5849996069446,46.9167,15.3333
"169",1991,9.12657588296165,0.484999989159405,18.4199995882809,3.05039466866047,-10.2099997717887,19.5099995639175,46.9167,15.3333
"170",1992,10.4325541146403,2.009999955073,17.944999598898,3.11648999656619,-10.1349997734651,16.244999636896,46.9167,15.3333
"171",1993,10.5630432421584,-2.78999993763864,21.2149995258078,3.74496680371069,-9.02499979827553,18.7899995800108,46.9167,15.3333
"172",1994,11.364347572074,3.7049999171868,20.9099995326251,4.28778136111426,-7.12999984063208,18.774999580346,46.9167,15.3333
"173",1995,10.1017389046433,1.27999997138977,20.7699995357543,2.20513152965884,-10.4949997654185,17.4199996106327,46.9167,15.3333
"174",1996,9.19744544659498,-3.7049999171868,20.8549995338544,3.48986747166426,-12.9149997113273,16.6749996272847,46.9167,15.3333
"175",1997,9.96603238593746,1.87999995797873,20.784999535419,4.48990056189455,-5.62999987415969,18.2449995921925,46.9167,15.3333
"176",1998,10.2257606410017,-0.419999990612268,19.499999564141,2.57668868412837,-7.95499982219189,15.6999996490777,46.9167,15.3333
"177",1999,11.4076084406723,2.58499994222075,21.3799995221198,3.0913815098496,-10.5949997631833,17.8049996020272,46.9167,15.3333
"178",2000,12.241575813336,1.53499996569008,20.9349995320663,5.87384092831207,-4.92999988980591,17.9349995991215,46.9167,15.3333
"179",2001,11.2927714867173,-0.549999987706542,23.559999473393,3.88850984685987,-9.69499978329986,19.7199995592237,46.9167,15.3333
"180",2002,11.4186953969462,3.46499992255121,20.7449995363131,3.28079462865528,-12.3899997230619,16.5199996307492,46.9167,15.3333
"181",2003,10.8985323650945,-1.0049999775365,21.6699995156378,3.41503281840491,-6.65499985124916,17.2949996134266,46.9167,15.3333
"182",2004,9.13663023056301,-3.36499992478639,18.359999589622,3.58437078081022,-10.0049997763708,16.6749996272847,46.9167,15.3333
"183",2005,9.74499978218228,-9.73999978229403,23.5749994730577,2.42076153529574,-12.4249997222796,15.3449996570125,46.9167,15.3333
"184",2006,9.67864108801333,-4.33999990299344,19.3699995670468,6.32443694473053,-3.0399999320507,19.1799995712936,46.9167,15.3333
"185",2007,12.2847823341094,2.01999995484948,22.1799995042384,4.11523017117533,-6.74999984912574,16.389999633655,46.9167,15.3333
"186",2008,10.9695106243775,0.314999992959201,23.6499994713813,3.99463567230234,-8.77499980386347,15.9799996428192,46.9167,15.3333
"187",2009,11.9674453846807,0.489999989047647,22.1899995040148,3.54122508641036,-11.189999749884,19.5949995620176,46.9167,15.3333
"188",2010,10.5863584590286,-3.04999993182719,20.0749995512888,3.04884099145574,-8.23499981593341,15.20999966003,46.9167,15.3333
"189",2011,10.74097802079,-2.41499994602054,19.7249995591119,2.48358547080333,-10.4449997665361,16.784999624826,46.9167,15.3333
"190",2012,11.2893475737504,0.669999985024333,20.4299995433539,3.62996680628113,-9.11499979626387,17.7299996037036,46.9167,15.3333
"191",2013,9.43211935439309,-3.49499992188066,19.3449995676056,5.07837736993313,-5.76999987103045,16.4699996318668,46.9167,15.3333
"192",2014,11.5980975668493,4.35999990254641,20.4699995424598,8.67395585007802,-4.61999989673495,19.5999995619059,46.9167,15.3333
"193",1951,-3.02059775857133,-16.5199996307492,9.43999978899956,-5.2190130412407,-17.6049996064976,6.06499986443669,46.9667,10.1833
"194",1952,-0.612608681959302,-11.4299997445196,6.05999986454844,-7.04374156441441,-19.7549995584413,4.91499989014119,46.9667,10.1833
"195",1953,-0.690380419351402,-12.7699997145683,11.0899997521192,-4.11943699401612,-18.9949995754287,7.61499982979149,46.9667,10.1833
"196",1954,-2.06972821460753,-12.1949997274205,6.8049998478964,-4.60347671829633,-18.3749995892867,5.95499986689538,46.9667,10.1833
"197",1955,-3.08467384409564,-15.1949996603653,5.87999986857176,-6.36453933142567,-26.4849994080141,5.7149998722598,46.9667,10.1833
"198",1956,-2.91353254357312,-18.4899995867163,11.024999753572,-5.27576147148151,-18.2099995929748,8.02999982051551,46.9667,10.1833
"199",1957,-1.44222822863325,-10.9649997549132,5.78999987058342,-3.6578144877779,-16.1999996379018,7.69999982789159,46.9667,10.1833
"200",1958,-3.1908694938959,-17.4399996101856,9.66999978385866,-4.01937077108721,-17.0499996189028,9.27499979268759,46.9667,10.1833
"201",1959,-0.232554342628092,-10.0899997744709,7.05499984230846,-4.48259858401664,-22.1649995045736,6.56499985326082,46.9667,10.1833
"202",1960,-1.29972823181837,-8.49499981012195,8.0649998197332,-4.35668864434227,-12.7399997152388,6.72999984957278,46.9667,10.1833
"203",1961,-0.832065198793198,-10.6899997610599,6.28999985940754,-4.08516547160334,-21.6149995168671,8.5849998081103,46.9667,10.1833
"204",1962,-4.25445642664462,-16.2999996356666,6.53999985381961,-6.5081124373138,-22.8299994897097,10.4349997667596,46.9667,10.1833
"205",1963,-1.91244560942742,-10.8449997575954,6.92999984510243,-3.44878281765054,-15.3049996579066,5.58999987505376,46.9667,10.1833
"206",1964,-0.967663021849307,-12.1099997293204,7.8349998248741,-5.74572834839415,-18.4149995883927,7.59499983023852,46.9667,10.1833
"207",1965,-3.16755427702573,-15.3949996558949,5.43999987840652,-4.15291381445991,-21.8999995104969,7.1199998408556,46.9667,10.1833
"208",1966,-2.02826082423006,-13.5449996972457,7.35999983549118,-5.22701975071667,-19.6049995617941,8.22499981615692,46.9667,10.1833
"209",1967,-2.37402168606691,-12.0649997303262,9.20499979425222,-4.2524012207409,-21.839999511838,8.88999980129302,46.9667,10.1833
"210",1968,-1.54972822623044,-14.7799996696413,8.59999980777502,-4.35973500189008,-19.7449995586649,8.50499980989844,46.9667,10.1833
"211",1969,-1.37603257793893,-12.3749997233972,11.6849997388199,-4.92973498914958,-18.5349995857105,8.3549998132512,46.9667,10.1833
"212",1970,-4.83402163108163,-15.5999996513128,3.88499991316348,-4.31966877762006,-18.7099995817989,9.75499978195876,46.9667,10.1833
