"","warming_C","sprT.forecast","winT.forecast","chill.forecast","bb.sprtemp.0","bb.sprtemp.1","bb.sprtemp.2","bb.sprtemp.3","bb.sprtemp.4","bb.sprtemp.5","bb.sprtemp.6","bb.sprtemp.7"
"bb.wintemp.0",0,9.22841827198964,4.10396279987468,9.82152777777778,17.0628832296793,16.4098169321228,15.7567506345664,15.10368433701,14.4506180394536,13.7975517418972,13.1444854443407,12.4914191467843
"bb.wintemp.1",1,10.2284182719896,5.66045644395489,10.0193884408602,16.8152617225234,16.162195424967,15.5091291274106,14.8560628298542,14.2029965322978,13.5499302347413,12.8968639371849,12.2437976396285
"bb.wintemp.2",2,11.2284182719896,6.65783907312137,10.1325940860215,16.6735854942288,16.0205191966724,15.367452899116,14.7143866015596,14.0613203040032,13.4082540064468,12.7551877088903,12.1021214113339
"bb.wintemp.3",3,12.2284182719896,7.66102116009473,10.0949596774194,16.7206847449531,16.0676184473967,15.4145521498402,14.7614858522838,14.1084195547274,13.455353257171,12.8022869596146,12.1492206620581
"bb.wintemp.4",4,13.2284182719896,8.66717740433147,9.90341901881721,16.9603968020431,16.3073305044867,15.6542642069302,15.0011979093738,14.3481316118174,13.695065314261,13.0419990167046,12.3889327191481
"bb.wintemp.5",5,14.2284182719896,9.66872172913214,9.58597446236559,17.3576768792569,16.7046105817004,16.051544284144,15.3984779865876,14.7454116890312,14.0923453914748,13.4392790939183,12.7862127963619
"bb.wintemp.6",6,15.2284182719896,10.6713742940876,9.14599014336918,17.9083147801792,17.2552484826228,16.6021821850664,15.94911588751,15.2960495899535,14.6429832923971,13.9899169948407,13.3368506972843
"bb.wintemp.7",7,16.2284182719896,11.6693977715249,8.5828869047619,18.6130353166214,17.9599690190649,17.3069027215085,16.6538364239521,16.0007701263957,15.3477038288393,14.6946375312828,14.0415712337264
