"datasetID","genus","species","study","prov.lat","prov.long","field.sample","force","photo","chill","chilltime","spp","wein","gen.spa"
"webb78","Fraxinus","americana","exp1",1,1,"1","1","1","1","0","3",1,"Fraxinus_americana"
"webb78","Acer","saccharinum","exp1",1,1,"1","1","1","1","0","3",1,"Acer_saccharinum"
"webb78","Acer","saccharum","exp1",1,1,"1","1","1","1","7","3",1,"Acer_saccharum"
"webb78","Fraxinus","americana","exp1",1,1,"1","1","1","1","7","3",1,"Fraxinus_americana"
"webb78","Acer","saccharinum","exp1",1,1,"1","1","1","1","7","3",1,"Acer_saccharinum"
"worrall67","Picea","abies","exp 5",11,1,"0","1","1","0","0","1",0,"Picea_abies"
"worrall67","Picea","abies","exp1",1,1,"0","1","1","0","1","1",0,"Picea_abies"
"worrall67","Picea","abies","exp2",1,1,"0","2","1","0","2","1",0,"Picea_abies"
"worrall67","Picea","abies","exp 3",1,1,"0","2","2","1","0","1",0,"Picea_abies"
"worrall67","Picea","abies","exp 4",1,1,"0","1","1","1","7","1",0,"Picea_abies"
"worrall67","Picea","abies","exp 3",1,1,"0","2","2","1","13","1",0,"Picea_abies"
"yazdaniha64","Prunus","persica","exp1",1,1,"2","1","2","0","0","1",1,"Prunus_persica"
"yazdaniha64","Prunus","persica","exp1",1,1,"2","1","2","2","3","1",1,"Prunus_persica"
"zohner16","Betula","lenta","Exp1",1,1,"3","1","2","0","0","130",1,"Betula_lenta"
"zohner16","Betula","nana","Exp1",1,1,"3","1","2","0","0","130",1,"Betula_nana"
"zohner16","Betula","populifolia","Exp1",1,1,"3","1","2","0","0","130",1,"Betula_populifolia"
"zohner16","Buddleja","albiflora","Exp1",1,1,"3","1","2","0","0","130",1,"Buddleja_albiflora"
"zohner16","Buddleja","alternifolia","Exp1",1,1,"3","1","2","0","0","130",1,"Buddleja_alternifolia"
"zohner16","Buddleja","davidii","Exp1",1,1,"3","1","2","0","0","130",1,"Buddleja_davidii"
"zohner16","Cephalanthus","occidentalis","Exp1",1,1,"3","1","2","0","0","130",1,"Cephalanthus_occidentalis"
"zohner16","Caragana","pygmaea","Exp1",1,1,"3","1","2","0","0","130",1,"Caragana_pygmaea"
"zohner16","Carpinus","betulus","Exp1",1,1,"3","1","2","0","0","130",1,"Carpinus_betulus"
"zohner16","Carpinus","laxiflora","Exp1",1,1,"3","1","2","0","0","130",1,"Carpinus_laxiflora"
"zohner16","Carpinus","monbeigiana","Exp1",1,1,"3","1","2","0","0","130",1,"Carpinus_monbeigiana"
"zohner16","Carya","cordiformis","Exp1",1,1,"3","1","2","0","0","130",1,"Carya_cordiformis"
"zohner16","Carya","laciniosa","Exp1",1,1,"3","1","2","0","0","130",1,"Carya_laciniosa"
"zohner16","Carya","ovata","Exp1",1,1,"3","1","2","0","0","130",1,"Carya_ovata"
"zohner16","Castanea","sativa","Exp1",1,1,"3","1","2","0","0","130",1,"Castanea_sativa"
"zohner16","Cedrus","libani","Exp1",1,1,"3","1","2","0","0","130",1,"Cedrus_libani"
"zohner16","Celtis","caucasica","Exp1",1,1,"3","1","2","0","0","130",1,"Celtis_caucasica"
"zohner16","Celtis","laevigata","Exp1",1,1,"3","1","2","0","0","130",1,"Celtis_laevigata"
"zohner16","Celtis","occidentalis","Exp1",1,1,"3","1","2","0","0","130",1,"Celtis_occidentalis"
"zohner16","Cercidiphyllum","japonicum","Exp1",1,1,"3","1","2","0","0","130",1,"Cercidiphyllum_japonicum"
"zohner16","Cercidiphyllum","magnificum","Exp1",1,1,"3","1","2","0","0","130",1,"Cercidiphyllum_magnificum"
"zohner16","Cercis","canadensis","Exp1",1,1,"3","1","2","0","0","130",1,"Cercis_canadensis"
"zohner16","Cercis","chinensis","Exp1",1,1,"3","1","2","0","0","130",1,"Cercis_chinensis"
"zohner16","Cladrastis","lutea","Exp1",1,1,"3","1","2","0","0","130",1,"Cladrastis_lutea"
"zohner16","Cornus","alba","Exp1",1,1,"3","1","2","0","0","130",1,"Cornus_alba"
"zohner16","Cornus","kousa","Exp1",1,1,"3","1","2","0","0","130",1,"Cornus_kousa"
"zohner16","Corylopsis","sinensis","Exp1",1,1,"3","1","2","0","0","130",1,"Corylopsis_sinensis"
"zohner16","Corylopsis","spicata","Exp1",1,1,"3","1","2","0","0","130",1,"Corylopsis_spicata"
"zohner16","Corylus","avellana","Exp1",1,1,"3","1","2","0","0","130",1,"Corylus_avellana"
"zohner16","Corylus","heterophylla","Exp1",1,1,"3","1","2","0","0","130",1,"Corylus_heterophylla"
"zohner16","Corylus","sieboldiana","Exp1",1,1,"3","1","2","0","0","130",1,"Corylus_sieboldiana"
"zohner16","Decaisnea","fargesii","Exp1",1,1,"3","1","2","0","0","130",1,"Decaisnea_fargesii"
"zohner16","Berberis","dielsiana","Exp1",1,1,"3","1","2","0","0","130",1,"Berberis_dielsiana"
"zohner16","Amelanchier","alnifolia","Exp1",1,1,"3","1","2","0","0","130",1,"Amelanchier_alnifolia"
"zohner16","Acer","barbinerve","Exp1",1,1,"3","1","2","0","0","130",1,"Acer_barbinerve"
"zohner16","Acer","campestre","Exp1",1,1,"3","1","2","0","0","130",1,"Acer_campestre"
"zohner16","Acer","ginnala","Exp1",1,1,"3","1","2","0","0","130",1,"Acer_ginnala"
"zohner16","Acer","platanoides","Exp1",1,1,"3","1","2","0","0","130",1,"Acer_platanoides"
"zohner16","Alnus","maximowiczii","Exp1",1,1,"3","1","2","0","0","130",1,"Alnus_maximowiczii"
"zohner16","Amelanchier","florida","Exp1",1,1,"3","1","2","0","0","130",1,"Amelanchier_florida"
"zohner16","Amelanchier","laevis","Exp1",1,1,"3","1","2","0","0","130",1,"Amelanchier_laevis"
"zohner16","Aronia","melanocarpa","Exp1",1,1,"3","1","2","0","0","130",1,"Aronia_melanocarpa"
"zohner16","Aesculus","hippocastanum","Exp1",1,1,"3","1","2","0","0","130",1,"Aesculus_hippocastanum"
"zohner16","Aesculus","parviflora","Exp1",1,1,"3","1","2","0","0","130",1,"Aesculus_parviflora"
"zohner16","Alnus","incana","Exp1",1,1,"3","1","2","0","0","130",1,"Alnus_incana"
"zohner16","Deutzia","gracilis","Exp1",1,1,"3","1","2","0","0","130",1,"Deutzia_gracilis"
"zohner16","Deutzia","scabra","Exp1",1,1,"3","1","2","0","0","130",1,"Deutzia_scabra"
"zohner16","Elaeagnus","ebbingei","Exp1",1,1,"3","1","2","0","0","130",1,"Elaeagnus_ebbingei"
"zohner16","Eleutherococcus","senticosus","Exp1",1,1,"3","1","2","0","0","130",1,"Eleutherococcus_senticosus"
"zohner16","Eleutherococcus","setchuenensis","Exp1",1,1,"3","1","2","0","0","130",1,"Eleutherococcus_setchuenensis"
"zohner16","Eleutherococcus","sieboldianus","Exp1",1,1,"3","1","2","0","0","130",1,"Eleutherococcus_sieboldianus"
"zohner16","Fagus","orientalis","Exp1",1,1,"3","1","2","0","0","130",1,"Fagus_orientalis"
"zohner16","Fagus","sylvatica","Exp1",1,1,"3","1","2","0","0","130",1,"Fagus_sylvatica"
"zohner16","Forsythia","ovata","Exp1",1,1,"3","1","2","0","0","130",1,"Forsythia_ovata"
"zohner16","Forsythia","suspensa","Exp1",1,1,"3","1","2","0","0","130",1,"Forsythia_suspensa"
"zohner16","Fraxinus","latifolia","Exp1",1,1,"3","1","2","0","0","130",1,"Fraxinus_latifolia"
"zohner16","Fraxinus","ornus","Exp1",1,1,"3","1","2","0","0","130",1,"Fraxinus_ornus"
"zohner16","Hibiscus","syriacus","Exp1",1,1,"3","1","2","0","0","130",1,"Hibiscus_syriacus"
"zohner16","Hydrangea","arborescens","Exp1",1,1,"3","1","2","0","0","130",1,"Hydrangea_arborescens"
"zohner16","Hydrangea","involucrata","Exp1",1,1,"3","1","2","0","0","130",1,"Hydrangea_involucrata"
"zohner16","Hydrangea","serrata","Exp1",1,1,"3","1","2","0","0","130",1,"Hydrangea_serrata"
"zohner16","Larix","gmelinii","Exp1",1,1,"3","1","2","0","0","130",1,"Larix_gmelinii"
"zohner16","Liriodendron","tulipifera","Exp1",1,1,"3","1","2","0","0","130",1,"Liriodendron_tulipifera"
"zohner16","Lonicera","alpigena","Exp1",1,1,"3","1","2","0","0","130",1,"Lonicera_alpigena"
"zohner16","Lonicera","caerulea","Exp1",1,1,"3","1","2","0","0","130",1,"Lonicera_caerulea"
"zohner16","Lonicera","maximowiczii","Exp1",1,1,"3","1","2","0","0","130",1,"Lonicera_maximowiczii"
"zohner16","Pyrus","elaeagnifolia","Exp1",1,1,"3","1","2","0","0","130",1,"Pyrus_elaeagnifolia"
"zohner16","Pyrus","pyrifolia","Exp1",1,1,"3","1","2","0","0","130",1,"Pyrus_pyrifolia"
"zohner16","Pyrus","ussuriensis","Exp1",1,1,"3","1","2","0","0","130",1,"Pyrus_ussuriensis"
"zohner16","Quercus","robur","Exp1",1,1,"3","1","2","0","0","130",1,"Quercus_robur"
"zohner16","Quercus","shumardii","Exp1",1,1,"3","1","2","0","0","130",1,"Quercus_shumardii"
"zohner16","Rhamnus","alpina","Exp1",1,1,"3","1","2","0","0","130",1,"Rhamnus_alpina"
"zohner16","Rhamnus","cathartica","Exp1",1,1,"3","1","2","0","0","130",1,"Rhamnus_cathartica"
"zohner16","Rhododendron","canadense","Exp1",1,1,"3","1","2","0","0","130",1,"Rhododendron_canadense"
"zohner16","Rhododendron","dauricum","Exp1",1,1,"3","1","2","0","0","130",1,"Rhododendron_dauricum"
"zohner16","Rhododendron","mucronulatum","Exp1",1,1,"3","1","2","0","0","130",1,"Rhododendron_mucronulatum"
"zohner16","Ribes","alpinum","Exp1",1,1,"3","1","2","0","0","130",1,"Ribes_alpinum"
"zohner16","Ribes","divaricatum","Exp1",1,1,"3","1","2","0","0","130",1,"Ribes_divaricatum"
"zohner16","Ribes","glaciale","Exp1",1,1,"3","1","2","0","0","130",1,"Ribes_glaciale"
"zohner16","Rosa","hugonis","Exp1",1,1,"3","1","2","0","0","130",1,"Rosa_hugonis"
"zohner16","Rosa","majalis","Exp1",1,1,"3","1","2","0","0","130",1,"Rosa_majalis"
"zohner16","Salix","gracilistyla","Exp1",1,1,"3","1","2","0","0","130",1,"Salix_gracilistyla"
"zohner16","Spiraea","canescens","Exp1",1,1,"3","1","2","0","0","130",1,"Spiraea_canescens"
"zohner16","Spiraea","chamaedryfolia","Exp1",1,1,"3","1","2","0","0","130",1,"Spiraea_chamaedryfolia"
"zohner16","Spiraea","japonica","Exp1",1,1,"3","1","2","0","0","130",1,"Spiraea_japonica"
"zohner16","Stachyurus","praecox","Exp1",1,1,"3","1","2","0","0","130",1,"Stachyurus_praecox"
"zohner16","Stachyurus","sinensis","Exp1",1,1,"3","1","2","0","0","130",1,"Stachyurus_sinensis"
"zohner16","Syringa","josikaea","Exp1",1,1,"3","1","2","0","0","130",1,"Syringa_josikaea"
"zohner16","Syringa","reticulata","Exp1",1,1,"3","1","2","0","0","130",1,"Syringa_reticulata"
"zohner16","Syringa","villosa","Exp1",1,1,"3","1","2","0","0","130",1,"Syringa_villosa"
"zohner16","Tilia","dasystyla","Exp1",1,1,"3","1","2","0","0","130",1,"Tilia_dasystyla"
"zohner16","Viburnum","buddleifolium","Exp1",1,1,"3","1","2","0","0","130",1,"Viburnum_buddleifolium"
"zohner16","Viburnum","carlesii","Exp1",1,1,"3","1","2","0","0","130",1,"Viburnum_carlesii"
"zohner16","Viburnum","opulus","Exp1",1,1,"3","1","2","0","0","130",1,"Viburnum_opulus"
"zohner16","Viburnum","plicatum","Exp1",1,1,"3","1","2","0","0","130",1,"Viburnum_plicatum"
"zohner16","Sambucus","nigra","Exp1",1,1,"3","1","2","0","0","130",1,"Sambucus_nigra"
"zohner16","Sambucus","pubens","Exp1",1,1,"3","1","2","0","0","130",1,"Sambucus_pubens"
"zohner16","Sambucus","tigranii","Exp1",1,1,"3","1","2","0","0","130",1,"Sambucus_tigranii"
"zohner16","Sorbus","aria","Exp1",1,1,"3","1","2","0","0","130",1,"Sorbus_aria"
"zohner16","Sorbus","commixta","Exp1",1,1,"3","1","2","0","0","130",1,"Sorbus_commixta"
"zohner16","Salix","repens","Exp1",1,1,"3","1","2","0","0","130",1,"Salix_repens"
"zohner16","Weigela","coraeensis","Exp1",1,1,"3","1","2","0","0","130",1,"Weigela_coraeensis"
"zohner16","Weigela","florida","Exp1",1,1,"3","1","2","0","0","130",1,"Weigela_florida"
"zohner16","Weigela","maximowiczii","Exp1",1,1,"3","1","2","0","0","130",1,"Weigela_maximowiczii"
"zohner16","Aesculus","flava","Exp1",1,1,"3","1","2","0","0","130",1,"Aesculus_flava"
"zohner16","Tilia","japonica","Exp1",1,1,"3","1","2","0","0","130",1,"Tilia_japonica"
"zohner16","Tilia","platyphyllos","Exp1",1,1,"3","1","2","0","0","130",1,"Tilia_platyphyllos"
"zohner16","Toona","sinensis","Exp1",1,1,"3","1","2","0","0","130",1,"Toona_sinensis"
"zohner16","Ulmus","americana","Exp1",1,1,"3","1","2","0","0","130",1,"Ulmus_americana"
"zohner16","Ulmus","laevis","Exp1",1,1,"3","1","2","0","0","130",1,"Ulmus_laevis"
"zohner16","Viburnum","betulifolium","Exp1",1,1,"3","1","2","0","0","130",1,"Viburnum_betulifolium"
"zohner16","Prunus","tenella","Exp1",1,1,"3","1","2","0","0","130",1,"Prunus_tenella"
"zohner16","Ptelea","trifoliata","Exp1",1,1,"3","1","2","0","0","130",1,"Ptelea_trifoliata"
"zohner16","Nothofagus","antarctica","Exp1",1,1,"3","1","2","0","0","130",1,"Nothofagus_antarctica"
"zohner16","Oemleria","cerasiformis","Exp1",1,1,"3","1","2","0","0","130",1,"Oemleria_cerasiformis"
"zohner16","Orixa","japonica","Exp1",1,1,"3","1","2","0","0","130",1,"Orixa_japonica"
"zohner16","Ostrya","virginiana","Exp1",1,1,"3","1","2","0","0","130",1,"Ostrya_virginiana"
"zohner16","Sinowilsonia","henryi","Exp1",1,1,"3","1","2","0","0","130",1,"Sinowilsonia_henryi"
"zohner16","Sorbus","decora","Exp1",1,1,"3","1","2","0","0","130",1,"Sorbus_decora"
"zohner16","Larix","kaempferi","Exp1",1,1,"3","1","2","0","0","130",1,"Larix_kaempferi"
"zohner16","Ligustrum","tschonoskii","Exp1",1,1,"3","1","2","0","0","130",1,"Ligustrum_tschonoskii"
"zohner16","Liquidambar","orientalis","Exp1",1,1,"3","1","2","0","0","130",1,"Liquidambar_orientalis"
"zohner16","Liquidambar","styraciflua","Exp1",1,1,"3","1","2","0","0","130",1,"Liquidambar_styraciflua"
"zohner16","Euonymus","europaeus","Exp1",1,1,"3","1","2","0","0","130",1,"Euonymus_europaeus"
"zohner16","Euonymus","latifolius","Exp1",1,1,"3","1","2","0","0","130",1,"Euonymus_latifolius"
"zohner16","Fagus","crenata","Exp1",1,1,"3","1","2","0","0","130",1,"Fagus_crenata"
"zohner16","Fagus","engleriana","Exp1",1,1,"3","1","2","0","0","130",1,"Fagus_engleriana"
"zohner16","Ginkgo","biloba","Exp1",1,1,"3","1","2","0","0","130",1,"Ginkgo_biloba"
"zohner16","Hamamelis","japonica","Exp1",1,1,"3","1","2","0","0","130",1,"Hamamelis_japonica"
"zohner16","Hamamelis","vernalis","Exp1",1,1,"3","1","2","0","0","130",1,"Hamamelis_vernalis"
"zohner16","Heptacodium","miconioides","Exp1",1,1,"3","1","2","0","0","130",1,"Heptacodium_miconioides"
"zohner16","Parrotiopsis","jaquemontiana","Exp1",1,1,"3","1","2","0","0","130",1,"Parrotiopsis_jaquemontiana"
"zohner16","Populus","koreana","Exp1",1,1,"3","1","2","0","0","130",1,"Populus_koreana"
"zohner16","Metasequoia","glyptostroboides","Exp1",1,1,"3","1","2","0","0","130",1,"Metasequoia_glyptostroboides"
"zohner16","Ostrya","carpinifolia","Exp1",1,1,"3","1","2","0","0","130",1,"Ostrya_carpinifolia"
"zohner16","Paeonia","rockii","Exp1",1,1,"3","1","2","0","0","130",1,"Paeonia_rockii"
"zohner16","Parrotia","persica","Exp1",1,1,"3","1","2","0","0","130",1,"Parrotia_persica"
"zohner16","Photinia","villosa","Exp1",1,1,"3","1","2","0","0","130",1,"Photinia_villosa"
"zohner16","Picea","abies","Exp1",1,1,"3","1","2","0","0","130",1,"Picea_abies"
"zohner16","Prinsepia","sinensis","Exp1",1,1,"3","1","2","0","0","130",1,"Prinsepia_sinensis"
"zohner16","Prinsepia","uniflora","Exp1",1,1,"3","1","2","0","0","130",1,"Prinsepia_uniflora"
"zohner16","Prunus","cerasifera","Exp1",1,1,"3","1","2","0","0","130",1,"Prunus_cerasifera"
"zohner16","Prunus","padus","Exp1",1,1,"3","1","2","0","0","130",1,"Prunus_padus"
"zohner16","Prunus","serrulata","Exp1",1,1,"3","1","2","0","0","130",1,"Prunus_serrulata"
