"datasetID","study","genus.species","woody","ID_fieldsample.date","fieldsample.date","Exp_Chilling_Hours","photoperiod_day","photoperiod_night","Total_Chilling_Hours","respvar.simple","response.time","forcetemp","provenance.lat","provenance.long","samplingdates.count","species.count","photoperiods.count","forcetemps.count","expchill.count","latitude.count","longitude.count"
"heide08","exp1","Prunus.cerasus","yes","heide08.2003-04-24","4/24/03",NA,"10","14",2308,"othernums","56","9",50.578,8.679,1,3,2,4,NA,4,4
"heide08","exp1","Prunus.cerasus","yes","heide08.2003-04-24","4/24/03",NA,"10","14",2308,"growth","0","9",48.396,11.725,1,3,2,4,NA,4,4
"heide08","exp2","Prunus.cerasus","yes","heide08.2003-04-24","4/24/03",NA,"10","14",2308,"growth","28","21",48.396,11.725,1,3,2,4,NA,4,4
"heide08","exp2","Prunus.insititia","yes","heide08.2003-04-24","4/24/03",NA,"10","14",2308,"growth","0","21",51.285,0.436,1,3,2,4,NA,4,4
"heide08","exp3","Prunus.avium","yes","heide08.2003-04-24","4/24/03",NA,"10","14",2308,"growth","0","21",59.5,10.745,1,3,2,4,NA,4,4
"heide11","exp2","Sorbus .intermedia","yes","heide11.",NA,NA,"20","4",NA,"growth","14","9",59.66667,10.66667,NA,4,2,3,NA,1,1
"heide11","exp1","Sorbus .aucuparia","yes","heide11.",NA,NA,"20","4",NA,"growth","0","21",59.66667,10.66667,NA,4,2,3,NA,1,1
"heide11","exp1","Sorbus.commixta","yes","heide11.",NA,NA,"20","4",NA,"growth","0","21",59.66667,10.66667,NA,4,2,3,NA,1,1
"heide11","exp2","Sorbus .intermedia","yes","heide11.",NA,NA,"20","4",NA,"othernums","0","21",59.66667,10.66667,NA,4,2,3,NA,1,1
"heide11","exp3","Sorbus .intermedia","yes","heide11.",NA,NA,"20","4",NA,"othernums","0","21",59.66667,10.66667,NA,4,2,3,NA,1,1
"heide11","exp3","Sorbus.intermedia","yes","heide11.",NA,NA,"20","4",NA,"growth","0","21",59.66667,10.66667,NA,4,2,3,NA,1,1
"heide12","exp1","Ribes.nigrum","yes","heide12.2012-02-15","2/15/12",NA,"10","14",1690,"growth","0","18",56.5,-3.062,2,1,3,5,NA,3,3
"heide12","exp1","Ribes.nigrum","yes","heide12.2012-02-15","2/15/12",NA,"10","14",1690,"othernums","56","18",56.5,-3.062,2,1,3,5,NA,3,3
"heide12","exp1","Ribes.nigrum","yes","heide12.2012-02-15","2/15/12",NA,"10","14",1690,"daystobudburst","56","18",56.5,-3.062,2,1,3,5,NA,3,3
"heide12","exp1","Ribes.nigrum","yes","heide12.2012-02-15","2/15/12",NA,"10","14",1690,"daystoflower","56","18",56.5,-3.062,2,1,3,5,NA,3,3
"heide12","exp1","Ribes.nigrum","yes","heide12.2012-02-15","2/15/12",NA,"10","14",1690,"flowernumber","56","18",56.5,-3.062,2,1,3,5,NA,3,3
"heide12","exp1","Ribes.nigrum","yes","heide12.2012-02-15","2/15/12",NA,"15","9",1690,"percentbudburst","56","18",56.5,-3.062,2,1,3,5,NA,3,3
"heide12","exp2","Ribes.nigrum","yes","heide12.2012-03-01","3/1/12",NA,"10","14",1825,"growth","0","18",56.5,-3.062,2,1,3,5,NA,3,3
"heide12","exp2","Ribes.nigrum","yes","heide12.2012-03-01","3/1/12",NA,"10","14",1825,"othernums","60","12",56.5,-3.062,2,1,3,5,NA,3,3
"heide12","exp2","Ribes.nigrum","yes","heide12.2012-03-01","3/1/12",NA,"10","14",1825,"daystobudburst","6.2","12",56.5,-3.062,2,1,3,5,NA,3,3
"heide12","exp2","Ribes.nigrum","yes","heide12.2012-03-01","3/1/12",NA,"10","14",1825,"daystoflower",">60","12",56.5,-3.062,2,1,3,5,NA,3,3
"heide12","exp2","Ribes.nigrum","yes","heide12.2012-03-01","3/1/12",NA,"10","14",1825,"flowernumber","60","12",56.5,-3.062,2,1,3,5,NA,3,3
"heide12","exp3","Ribes.nigrum","yes","heide12.2012-03-01","3/1/12",NA,"10","14",1825,"growth","0","9",56.5,-3.062,2,1,3,5,NA,3,3
"heide12","exp3","Ribes.nigrum","yes","heide12.2012-03-01","3/1/12",NA,"10","14",1825,"daystobudburst","2.9","9",56.5,-3.062,2,1,3,5,NA,3,3
"heide12","exp3","Ribes.nigrum","yes","heide12.2012-03-01","3/1/12",NA,"10","14",1825,"daystoflower",">90","9",56.5,-3.062,2,1,3,5,NA,3,3
"heide12","exp3","Ribes.nigrum","yes","heide12.2012-03-01","3/1/12",NA,"10","14",1825,"percentbudburst","90","9",56.5,-3.062,2,1,3,5,NA,3,3
"heide12","exp3","Ribes.nigrum","yes","heide12.2012-03-01","3/1/12",NA,"10","14",1825,"flowernumber","90","9",56.5,-3.062,2,1,3,5,NA,3,3
"heide12","exp3","Ribes.nigrum","yes","heide12.2012-03-01","3/1/12",NA,"10","14",1825,"percentflower","90","9",56.5,-3.062,2,1,3,5,NA,3,3
"heide15","exp2","Ribes.nigrum","yes","heide15.2014-10-29","10/29/14",0,"10, 15","14, 9",320,"growth","42","18",56.5,-3.062,1,1,4,1,1,1,1
"heide93","exp2","Betula.pubescens","yes","heide93.1991-02-15","2/15/91",NA,"24","0",1549,"percentbudburst","25","15",59.5,10.767,10,9,2,3,NA,1,1
"heide93","exp2","Betula.pendula","yes","heide93.1990-11-15","11/15/90",NA,"24","0",703,"percentbudburst","18","21",59.5,10.767,10,9,2,3,NA,1,1
"heide93","exp2","Prunus.padus","yes","heide93.1990-11-15","11/15/90",NA,"24","0",703,"percentbudburst","18","21",59.5,10.767,10,9,2,3,NA,1,1
"heide93","exp1","Betula.pubescens","yes","heide93.1989-11-15","11/15/89",NA,"24","0",612,"percentbudburst","18","21",59.5,10.767,10,9,2,3,NA,1,1
"heide93","exp1","Betula.pendula","yes","heide93.1989-11-15","11/15/89",NA,"24","0",612,"percentbudburst","18","21",59.5,10.767,10,9,2,3,NA,1,1
"heide93","exp1","Prunus.padus","yes","heide93.1989-11-15","11/15/89",NA,"24","0",612,"percentbudburst","18","21",59.5,10.767,10,9,2,3,NA,1,1
"heide93","exp1","Populus.tremula","yes","heide93.1989-11-15","11/15/89",NA,"24","0",612,"percentbudburst","18","21",59.5,10.767,10,9,2,3,NA,1,1
"heide93","exp1","Alnus.incana","yes","heide93.1989-11-15","11/15/89",NA,"24","0",612,"percentbudburst","18","21",59.5,10.767,10,9,2,3,NA,1,1
"heide93","exp1","Alnus.glutinosa","yes","heide93.1989-11-15","11/15/89",NA,"24","0",612,"percentbudburst","18","21",59.5,10.767,10,9,2,3,NA,1,1
"heide93","exp2","Populus.tremula","yes","heide93.1990-11-15","11/15/90",NA,"24","0",703,"percentbudburst","18","21",59.5,10.767,10,9,2,3,NA,1,1
"heide93","exp2","Alnus.incana","yes","heide93.1990-11-15","11/15/90",NA,"24","0",703,"percentbudburst","18","21",59.5,10.767,10,9,2,3,NA,1,1
"heide93","exp2","Alnus.glutinosa","yes","heide93.1990-11-15","11/15/90",NA,"24","0",703,"percentbudburst","18","21",59.5,10.767,10,9,2,3,NA,1,1
"heide93","exp2","Betula.pubescens","yes","heide93.1990-12-15","12/15/90",NA,"24","0",1020,"thermaltime","18","21",59.5,10.767,10,9,2,3,NA,1,1
"heide93","exp2","Betula.pendula","yes","heide93.1990-12-15","12/15/90",NA,"24","0",1020,"thermaltime","18","21",59.5,10.767,10,9,2,3,NA,1,1
"heide93","exp2","Prunus.padus","yes","heide93.1990-12-15","12/15/90",NA,"24","0",1020,"thermaltime","18","21",59.5,10.767,10,9,2,3,NA,1,1
"heide93","exp2","Populus.tremula","yes","heide93.1991-01-15","1/15/91",NA,"24","0",1442,"thermaltime","25","21",59.5,10.767,10,9,2,3,NA,1,1
"heide93","exp2","Alnus.incana","yes","heide93.1991-02-15","2/15/91",NA,"24","0",1549,"thermaltime","18","21",59.5,10.767,10,9,2,3,NA,1,1
"heide93","exp2","Alnus.glutinosa","yes","heide93.1991-02-15","2/15/91",NA,"24","0",1549,"thermaltime","18","21",59.5,10.767,10,9,2,3,NA,1,1
"heide93","exp1","Betula.pubescens","yes","heide93.1989-12-15","12/15/89",NA,"24","0",921,"thermaltime","18","21",59.5,10.767,10,9,2,3,NA,1,1
"heide93","exp1","Prunus.padus","yes","heide93.1989-12-15","12/15/89",NA,"24","0",921,"thermaltime","18","21",59.5,10.767,10,9,2,3,NA,1,1
"heide93","exp1","Alnus.glutinosa","yes","heide93.1990-02-15","2/15/90",NA,"24","0",1969,"thermaltime","18","21",59.5,10.767,10,9,2,3,NA,1,1
"heide93","exp3","Corylus.avellana","yes","heide93.1990-12-15","12/15/90",NA,"24","0",1020,"daystobudburst","17.222","21",59.5,10.767,10,9,2,3,NA,1,1
"heide93","exp3","Rubus.idaeus","yes","heide93.1990-12-15","12/15/90",NA,"24","0",1020,"daystobudburst","22.927","21",59.5,10.767,10,9,2,3,NA,1,1
"heide93","exp3","Sorbus.aucuparia","yes","heide93.1990-12-15","12/15/90",NA,"24","0",1020,"daystobudburst","19.919","21",59.5,10.767,10,9,2,3,NA,1,1
"heide93a","exp1","Fagus.sylvatica","yes","heide93a.1991-10-15","10/15/91",NA,"8","16",240,"percentbudburst","","21",59.67,10.83,7,2,6,3,NA,4,4
"heide93a","exp1","Fagus.sylvatica","yes","heide93a.1991-10-15","10/15/91",NA,"8","16",240,"daystobudburst",">50","21",59.67,10.83,7,2,6,3,NA,4,4
"heide93a","exp2","Fagus.sylvatica","yes","heide93a.1991-03-15","3/15/91",NA,"8","16",1743,"percentbudburst","","9",59.67,10.83,7,2,6,3,NA,4,4
"heide93a","exp2","Fagus.sylvatica","yes","heide93a.1991-03-15","3/15/91",NA,"8","16",1743,"daystobudburst","48.7","9",59.67,10.83,7,2,6,3,NA,4,4
"heide93a","exp3","Fagus.sylvatica","yes","heide93a.1992-03-15","3/15/92",NA,"8","16",2509,"daystobudburst","35.321","21",47.5,7.6,7,2,6,3,NA,4,4
"heide93a","exp3","Carpinus.betulus","yes","heide93a.1992-03-15","3/15/92",NA,"8","16",2509,"daystobudburst","7.165","21",59.67,10.83,7,2,6,3,NA,4,4
"heide93a","exp3","Fagus.sylvatica","yes","heide93a.1992-03-15","3/15/92",NA,"8","16",2509,"percentbudburst","","21",47.5,7.6,7,2,6,3,NA,4,4
"heide93a","exp3","Carpinus.betulus","yes","heide93a.1992-03-15","3/15/92",NA,"8","16",2509,"percentbudburst","","21",59.67,10.83,7,2,6,3,NA,4,4
"howe95","exp1","Populus.trichocarpa","yes","howe95.",NA,NA,"9","15",1933,"daystobudburst","45","22-27",40.548,-124.097,NA,1,8,1,NA,2,2
"howe95","exp1","Populus.trichocarpa","yes","howe95.",NA,NA,"9","15",1933,"othernums","53","22-27",40.548,-124.097,NA,1,8,1,NA,2,2
"howe95","exp1","Populus.trichocarpa","yes","howe95.",NA,NA,"9","15",1933,"growth","53","22-27",40.548,-124.097,NA,1,8,1,NA,2,2
"jones12","exp2","Ribes.nigrum","yes","jones12.2008-10-02","10/2/08",NA,"ambient","ambient",63,"phenstageper.probonestudy","45","20",56.46124,-3.059781,2,1,1,1,8,8,8
"jones12","exp1","Ribes.nigrum","yes","jones12.2007-10-18","10/18/07",0,"ambient","ambient",178,"phenstageper.probonestudy","45","20",51.451,-1.471,2,1,1,1,8,8,8
"jones12","exp1","Ribes.nigrum","yes","jones12.2007-10-18","10/18/07",0,"ambient","ambient",178,"percentbudburst","31","20",56.5,-3.062,2,1,1,1,8,8,8
"junttila12","exp1","Betula.pendula,pubescens","yes","junttila12.",NA,NA,"24","0",1905,"percentbudburst","60","18",59.783,9.417,NA,3,1,5,3,4,4
"junttila12","exp1","Betula.pubescens","yes","junttila12.",NA,NA,"24","0",1905,"growth","160","9",59.783,9.417,NA,3,1,5,3,4,4
"junttila12","exp1","Betula.pendula","yes","junttila12.",NA,NA,"24","0",1905,"percentbudburst","160","12",67.05,15.033,NA,3,1,5,3,4,4
"junttila12","exp1","Betula.pubescens","yes","junttila12.",NA,NA,"24","0",1905,"percentbudburst","160","12",70.65,23.95,NA,3,1,5,3,4,4
"junttila12","exp1","Betula.pendula","yes","junttila12.",NA,NA,"24","0",1905,"growth","160","9",59.783,9.417,NA,3,1,5,3,4,4
"karlsson03","exp1","Betula.occidentalis","yes","karlsson03.",NA,NA,"constant","constant",NA,"thermaltime","174.96","17",68.34,18.832,NA,1,1,3,NA,2,2
"lamb37","exp1","Rubus.idaeus","yes","lamb37.1946-10-21","10/21/46",NA,"ambient","ambient",NA,"daystobudburst","27","ambient",44.994,-93.181,2,1,1,1,24,1,1
"laube14a","exp1","Abies.alba","yes","laube14a.",NA,NA,"8","16",NA,"thermaltime","403.85","7-27.5",48.403008,11.711811,NA,36,3,1,NA,1,1
"laube14a","exp1","Abies.homolepis","yes","laube14a.",NA,NA,"8","16",NA,"thermaltime","407.24","7-27.5",48.403008,11.711811,NA,36,3,1,NA,1,1
"laube14a","exp1","Acer.negundo","yes","laube14a.",NA,NA,"12","12",NA,"thermaltime","210.41","7-27.5",48.403008,11.711811,NA,36,3,1,NA,1,1
"laube14a","exp1","Acer.pseudoplatanus","yes","laube14a.",NA,NA,"8","16",NA,"thermaltime","502.26","7-27.5",48.403008,11.711811,NA,36,3,1,NA,1,1
"laube14a","exp1","Acer.saccharum","yes","laube14a.",NA,NA,"12","12",NA,"thermaltime","369.91","7-27.5",48.403008,11.711811,NA,36,3,1,NA,1,1
"laube14a","exp1","Acer.tataricum","yes","laube14a.",NA,NA,"8","16",NA,"thermaltime","257.92","7-27.5",48.403008,11.711811,NA,36,3,1,NA,1,1
"laube14a","exp1","Aesculus.hippocastanum","yes","laube14a.",NA,NA,"12","12",NA,"thermaltime","332.96","7-27.5",48.403008,11.711811,NA,36,3,1,NA,1,1
"laube14a","exp1","Amorpha.fruticosa","yes","laube14a.",NA,NA,"8","16",NA,"thermaltime","507.85","7-27.5",48.403008,11.711811,NA,36,3,1,NA,1,1
"laube14a","exp1","Betula.pendula","yes","laube14a.",NA,NA,"12","12",NA,"thermaltime","184.98","7-27.5",48.403008,11.711811,NA,36,3,1,NA,1,1
"laube14a","exp1","Cornus.alba","yes","laube14a.",NA,NA,"8","16",NA,"thermaltime","255.61","7-27.5",48.403008,11.711811,NA,36,3,1,NA,1,1
"laube14a","exp1","Cornus.mas","yes","laube14a.",NA,NA,"8","16",NA,"thermaltime","221.97","7-27.5",48.403008,11.711811,NA,36,3,1,NA,1,1
"laube14a","exp1","Corylus.avellana","yes","laube14a.",NA,NA,"8","16",NA,"thermaltime","193.44","7-27.5",48.403008,11.711811,NA,36,3,1,NA,1,1
"laube14a","exp1","Fagus.sylvatica","yes","laube14a.",NA,NA,"8","16",NA,"thermaltime","349.55","7-27.5",48.403008,11.711811,NA,36,3,1,NA,1,1
"laube14a","exp1","Fraxinus.chinensis","yes","laube14a.",NA,NA,"8","16",NA,"thermaltime","403.85","7-27.5",48.403008,11.711811,NA,36,3,1,NA,1,1
"laube14a","exp1","Juglans.cinerea","yes","laube14a.",NA,NA,"12","12",NA,"thermaltime","395.09","7-27.5",48.403008,11.711811,NA,36,3,1,NA,1,1
"laube14a","exp1","Juglans.regia","yes","laube14a.",NA,NA,"8","16",NA,"thermaltime","555.8","7-27.5",48.403008,11.711811,NA,36,3,1,NA,1,1
"laube14a","exp1","Pinus.strobus","yes","laube14a.",NA,NA,"8","16",NA,"thermaltime","297.99","7-27.5",48.403008,11.711811,NA,36,3,1,NA,1,1
"laube14a","exp1","Pinus.sylvestris","yes","laube14a.",NA,NA,"8","16",NA,"thermaltime","334.46","7-27.5",48.403008,11.711811,NA,36,3,1,NA,1,1
"laube14a","exp1","Pinus.wallichiana","yes","laube14a.",NA,NA,"8","16",NA,"thermaltime","287.16","7-27.5",48.403008,11.711811,NA,36,3,1,NA,1,1
"laube14a","exp1","Populus.tremula","yes","laube14a.",NA,NA,"8","16",NA,"thermaltime","307.43","7-27.5",48.403008,11.711811,NA,36,3,1,NA,1,1
"laube14a","exp1","Prunus.avium","yes","laube14a.",NA,NA,"8","16",NA,"thermaltime","206.08","7-27.5",48.403008,11.711811,NA,36,3,1,NA,1,1
"laube14a","exp1","Prunus.serotina","yes","laube14a.",NA,NA,"8","16",NA,"thermaltime","192.57","7-27.5",48.403008,11.711811,NA,36,3,1,NA,1,1
"laube14a","exp1","Pseudotsuga.menziesii","yes","laube14a.",NA,NA,"8","16",NA,"thermaltime","371.62","7-27.5",48.403008,11.711811,NA,36,3,1,NA,1,1
"laube14a","exp1","Quercus.bicolor","yes","laube14a.",NA,NA,"8","16",NA,"thermaltime","306.05","7-27.5",48.403008,11.711811,NA,36,3,1,NA,1,1
"laube14a","exp1","Quercus.robur","yes","laube14a.",NA,NA,"8","16",NA,"thermaltime","369.96","7-27.5",48.403008,11.711811,NA,36,3,1,NA,1,1
"laube14a","exp1","Quercus.rubra","yes","laube14a.",NA,NA,"8","16",NA,"thermaltime","349.78","7-27.5",48.403008,11.711811,NA,36,3,1,NA,1,1
"laube14a","exp1","Robinia.pseudoacacia","yes","laube14a.",NA,NA,"8","16",NA,"thermaltime","279.15","7-27.5",48.403008,11.711811,NA,36,3,1,NA,1,1
"laube14a","exp1","Symphoricarpos.albus","yes","laube14a.",NA,NA,"8","16",NA,"thermaltime","191.7","7-27.5",48.403008,11.711811,NA,36,3,1,NA,1,1
"laube14a","exp1","Carpinus.betulus","yes","laube14a.",NA,NA,"8","16",NA,"thermaltime","191.7","7-27.5",48.403008,11.711811,NA,36,3,1,NA,1,1
"laube14a","exp1","Fraxinus.excelsior","yes","laube14a.",NA,NA,"8","16",NA,"thermaltime","458.15","7-27.5",48.403008,11.711811,NA,36,3,1,NA,1,1
"laube14a","exp1","Fraxinus.pennsylvanica","yes","laube14a.",NA,NA,"8","16",NA,"thermaltime","434.39","7-27.5",48.403008,11.711811,NA,36,3,1,NA,1,1
"laube14a","exp1","Juglans.ailantifolia","yes","laube14a.",NA,NA,"8","16",NA,"thermaltime","369.91","7-27.5",48.403008,11.711811,NA,36,3,1,NA,1,1
"laube14a","exp1","Larix.decidua","yes","laube14a.",NA,NA,"8","16",NA,"thermaltime","190.85","7-27.5",48.403008,11.711811,NA,36,3,1,NA,1,1
"laube14a","exp1","Picea.abies","yes","laube14a.",NA,NA,"8","16",NA,"thermaltime","401.79","7-27.5",48.403008,11.711811,NA,36,3,1,NA,1,1
"laube14a","exp1","Pinus .nigra","yes","laube14a.",NA,NA,"8","16",NA,"thermaltime","532.37","7-27.5",48.403008,11.711811,NA,36,3,1,NA,1,1
"laube14a","exp1","Syringa.vulgaris","yes","laube14a.",NA,NA,"8","16",NA,"thermaltime","201.79","7-27.5",48.403008,11.711811,NA,36,3,1,NA,1,1
"laube14b","exp1","Populus.tremula","yes","laube14b.",NA,NA,"16","",2376,"daystobudburst","","25.3",48.403008,11.711811,NA,9,1,1,NA,1,1
"laube14b","exp1","Betula.pendula","yes","laube14b.",NA,NA,"16","",2376,"daystobudburst","","25.3",48.403008,11.711811,NA,9,1,1,NA,1,1
"laube14b","exp1","Larix.decidua","yes","laube14b.",NA,NA,"16","",2376,"daystobudburst","","25.3",48.403008,11.711811,NA,9,1,1,NA,1,1
"laube14b","exp1","Syringa.vulgaris","yes","laube14b.",NA,NA,"16","",2376,"daystobudburst","","25.3",48.403008,11.711811,NA,9,1,1,NA,1,1
"laube14b","exp1","Cornus.mas","yes","laube14b.",NA,NA,"16","",2376,"daystobudburst","","25.3",48.403008,11.711811,NA,9,1,1,NA,1,1
"laube14b","exp1","Robinia.pseudoacacia","yes","laube14b.",NA,NA,"16","",2376,"daystobudburst","","25.3",48.403008,11.711811,NA,9,1,1,NA,1,1
"laube14b","exp1","Quercus.robur","yes","laube14b.",NA,NA,"16","",2376,"daystobudburst","","25.3",48.403008,11.711811,NA,9,1,1,NA,1,1
"laube14b","exp1","Symphoricarpos.albus","yes","laube14b.",NA,NA,"16","",2376,"daystobudburst","","25.3",48.403008,11.711811,NA,9,1,1,NA,1,1
"laube14b","exp1","Picea.abies","yes","laube14b.",NA,NA,"16","",2376,"daystobudburst","","25.3",48.403008,11.711811,NA,9,1,1,NA,1,1
"li05","exp1","Betula.pendula","yes","li05.",NA,NA,"12","12",1048,"growth","0","18",68.85,19.49,NA,1,1,1,NA,4,4
"li05","exp1","Betula.pendula","yes","li05.",NA,NA,"12","12",1048,"percentbudburst","0","18",67.7333,24.85,NA,1,1,1,NA,4,4
"linkosalo06","exp1","Betula.pendula","yes","linkosalo06.",NA,504,"12","12",2877,NA,"138","15",60.17,24.95,NA,1,1,1,1,1,1
"man10","exp1","Picea.glauca","yes","man10.2009-09-01","9/1/09",NA,"16","8",0,"percentbudburst","26","10",51.254,-85.323,1,1,1,4,NA,1,1
"manson91","exp1","Actinidia.deliciosa","yes","manson91.1985-08-27","8/27/85",NA,NA,"",NA,"percentbudburst","4.577","ambient + .7",-36.8736,174.7596,1,1,NA,2,NA,1,1
"manson91","exp1","Actinidia.deliciosa","yes","manson91.1985-08-27","8/27/85",NA,NA,"",NA,"growth","43.284","ambient + .7",-36.8736,174.7596,1,1,NA,2,NA,1,1
"morin10","exp1","Quercus.robur","yes","morin10.",NA,NA,NA,"",2499,"daystobudburst","125.113","ambient",52.53,14.73,1,3,NA,3,NA,3,3
"morin10","exp1","Quercus.pubescens","yes","morin10.2004-01-01","1/1/04",NA,NA,"",1313,"daystobudburst","127.014","ambient",45.5,2.55,1,3,NA,3,NA,3,3
"morin10","exp1","Quercus.ilex","yes","morin10.2004-01-01","1/1/04",NA,NA,"",1313,"daystobudburst","112.353","ambient",42.6,-1.97,1,3,NA,3,NA,3,3
"myking95","exp1","Betula.pendula","yes","myking95.",NA,2520,"8","16",2520,"daystobudburst","11.37","15",69,18.6,NA,2,2,1,5,3,3
"myking95","exp1","Betula.pubescens","yes","myking95.",NA,2520,"8","16",2520,"daystobudburst","11.42","15",69,18.6,NA,2,2,1,5,3,3
"myking97","exp1","Betula.pubescens","yes","myking97.",NA,2880,"12","12",4533,"daystobudburst","8.662","15",59.667,10.767,NA,1,2,6,1,1,1
"myking98","exp1","Prunus.padus","yes","myking98.1996-11-15","11/15/96",NA,"24","0",648,"daystobudburst","24.807","15",59.67,10.83,6,3,1,1,NA,1,1
"myking98","exp1","Alnus.glutinosa","yes","myking98.1996-11-15","11/15/96",NA,"24","0",648,"daystobudburst","57.908","15",59.67,10.83,6,3,1,1,NA,1,1
"myking98","exp1","Betula.pendula","yes","myking98.1996-11-15","11/15/96",NA,"24","0",648,"daystobudburst","32.428","15",59.67,10.83,6,3,1,1,NA,1,1
"nienstaedt66","exp1","Picea.jezoensis hondoensis","yes","nienstaedt66.1958-11-28","11/28/58",NA,"20","4",571,"daystobudburst","44","22.5",36.5,128.333,1,8,2,1,4,12,14
"nienstaedt66","exp1","Picea.glehnii","yes","nienstaedt66.1958-11-28","11/28/58",NA,"8","16",571,"daystobudburst","no response","22.5",43.233,143.55,1,8,2,1,4,12,14
"nienstaedt66","exp1","Picea.abies","yes","nienstaedt66.1958-11-28","11/28/58",NA,"20","4",571,"daystobudburst","38","22.5",53,60,1,8,2,1,4,12,14
"nienstaedt66","exp1","Picea.glauca","yes","nienstaedt66.1958-11-28","11/28/58",NA,"20","4",571,"daystobudburst","37","22.5",44.166,-103.916,1,8,2,1,4,12,14
"nienstaedt66","exp1","Picea.pungens","yes","nienstaedt66.1958-11-28","11/28/58",NA,"20","4",571,"daystobudburst","35","22.5",37.5,-106.5,1,8,2,1,4,12,14
"nienstaedt66","exp1","Picea.breweriana","yes","nienstaedt66.1958-11-28","11/28/58",NA,"20","4",571,"daystobudburst","44","22.5",42.25,-123.75,1,8,2,1,4,12,14
"nienstaedt66","exp1","Picea.jezoensis","yes","nienstaedt66.1958-11-28","11/28/58",NA,"20","4",571,"daystobudburst","28","22.5",43.666,143.2,1,8,2,1,4,12,14
"nienstaedt66","exp1","Picea.engelmannii","yes","nienstaedt66.1958-11-28","11/28/58",NA,"20","4",571,"daystobudburst","45","22.5",44.5,-117.916,1,8,2,1,4,12,14
"nishimoto95","exp1","Prunus.persica","yes","nishimoto95.1987-01-28","1/28/87",NA,NA,"",NA,"daystobudburst","88","20",31.6,130.55,16,3,NA,2,NA,1,1
"nishimoto95","exp1","Pyrus.pyrifolia","yes","nishimoto95.1988-01-29","1/29/88",NA,NA,"",NA,"daystobudburst","89","20",31.6,130.55,16,3,NA,2,NA,1,1
"nishimoto95","exp1","Vitis.vinifera","yes","nishimoto95.1988-01-16","1/16/88",NA,NA,"",NA,"daystobudburst","76","28",31.6,130.55,16,3,NA,2,NA,1,1
"okie11","exp1","Prunus.persica","yes","okie11.2007-01-25","1/25/07",NA,"0","24",644,"percentbudburst","","18.3",32.12,-83.12,2,1,2,2,NA,1,1
"okie11","exp2","Prunus.persica","yes","okie11.2008-01-18","1/18/08",NA,"12","12",502,"percentbudburst","","24",32.12,-83.12,2,1,2,2,NA,1,1
"pagter15","exp1","Ribes.nigrum","yes","pagter15.2013-02-15","2/15/13",NA,"16","8",1376,"phenstage","26.03","20",64,11.5,4,1,1,1,NA,2,2
"partanen01","exp1","Picea.abies","yes","partanen01.1997-12-05","12/5/97",NA,"16","8",859,"daystobudburst","21","20",61.93333333,26.68333333,1,1,2,1,NA,3,3
"partanen05","exp2","Picea.abies","yes","partanen05.1992-09-28","9/28/92",NA,"20","4",44,"percentbudburst","27.408","20",61.81666667,29.31666667,16,1,4,1,NA,1,1
"partanen05","exp1","Picea.abies","yes","partanen05.1993-01-17","1/17/93",NA,"20","4",835,"percentbudburst","138.921","20",61.81666667,29.31666667,16,1,4,1,NA,1,1
"partanen98","exp1","Picea.abies","yes","partanen98.1994-11-02","11/2/94",NA,"12","12",576,"daystobudburst","173","20",60.03333,23.05,4,1,4,3,NA,3,3
"partanen98","exp2","Picea.abies","yes","partanen98.1993-12-07","12/7/93",NA,"6","18",645,"daystobudburst","73","10",60.35,24.983,4,1,4,3,NA,3,3
"partanen98","exp3","Picea.abies","yes","partanen98.1993-12-07","12/7/93",NA,"6","18",645,"daystobudburst","79","10",64.85,29.583,4,1,4,3,NA,3,3
"pettersen71","exp1","Rhododendron.","yes","pettersen71.",NA,NA,"10","14",NA,"othernums","","22",59.66,10.77,NA,1,6,8,NA,1,1
"pettersen71","exp1","Rhododendron.","yes","pettersen71.",NA,NA,"10","14",NA,"growth","","22",59.66,10.77,NA,1,6,8,NA,1,1
"pettersen71","exp2","Rhododendron.","yes","pettersen71.",NA,NA,"10","14",NA,"phenstage","63","18",59.66,10.77,NA,1,6,8,NA,1,1
"pettersen71","exp2","Rhododendron.","yes","pettersen71.",NA,NA,"10","14",NA,"growth","98","16",59.66,10.77,NA,1,6,8,NA,1,1
"pettersen71","exp2","Rhododendron.","yes","pettersen71.",NA,NA,"18","6",NA,"othernums","","21",59.66,10.77,NA,1,6,8,NA,1,1
"pop2000","exp1","Betula.nana","yes","pop2000.1996-09-03","9/3/96",0,"24","0",47,"percentbudburst","3","12.92",68.63333333,-149.6333333,1,2,1,3,1,1,1
"pop2000","exp1","Salix.pulchra","yes","pop2000.1996-09-03","9/3/96",0,"24","0",47,"percentbudburst","3","10.93",68.63333333,-149.6333333,1,2,1,3,1,1,1
"ramos99","exp1","Olea.europaea","yes","ramos99.1997-01-09","1/9/97",NA,"12","12",388,"percentbudburst","99.706","30",37.857154,-4.804077,7,1,1,3,NA,1,1
"rinne94","exp1","Betula.pubescens","yes","rinne94.",NA,NA,"24","0",1406,"percentbudburst","24.839","18",65.16666667,27.33333333,NA,1,1,1,2,1,1
"rinne97","exp1","Betula .pendula","yes","rinne97.",NA,2688,"ambient","ambient",3976,"percentbudburst","","20",65.167,27.33,NA,1,1,1,7,1,1
