"datasetID","study","genus","species","varetc","woody","forcetemp","forcetemp_night","photoperiod_day","response","response.time","Total_Chilling_Hours","chilltemp","chilldays","fieldsample.date","provenance.lat","force","photo","chill","resp","force_type","photo_type","chill_type","chill.hrs","chill.ports","complex","complex.wname","force.z","photo.z","chill.z","chill.ports.z"
"falusi03","exp1","Fagus","sylvatica","","yes","25","","12","85.66",60,531,"","","18-Dec-1996",43.732105,25,12,2.95833333333333,60,"exp","exp","fldest",531,44.1353256727981,15,"Fagus_sylvatica",1.76661525202613,-0.292416752887171,-0.677282068927825,-0.723156086659969
"falusi03","exp1","Fagus","sylvatica","","yes","25","","12","86.33",60,1336,"","","17-Feb-1997",43.732105,25,12,7.01041666666667,60,"exp","exp","fldest",1336,89.140516279768,15,"Fagus_sylvatica",1.76661525202613,-0.292416752887171,0.549309864538955,0.567422338607435
"falusi90","exp1","Fagus","sylvatica","apical, lateral buds","yes","24","13","9","89.32",190,0,"16","0","",46.03333,17.125,9,0,190,"exp","exp","exp",0,0,15,"Fagus_sylvatica",0.42507406002823,-0.810979765197082,-1.5727887761375,-1.98879007992301
"falusi90","exp1","Fagus","sylvatica","apical, lateral buds","yes","24","13","13","89.79",130,0,"16","0","",46.03333,18.9583333333333,13,0,130,"exp","exp","exp",0,0,15,"Fagus_sylvatica",0.737390528006578,-0.119562415450533,-1.5727887761375,-1.98879007992301
"falusi90","exp1","Fagus","sylvatica","cotyledons and first node","yes","24","13","9","57.3",108,0,"16","0","",46.03333,17.125,9,0,108,"exp","exp","exp",0,0,15,"Fagus_sylvatica",0.42507406002823,-0.810979765197082,-1.5727887761375,-1.98879007992301
"falusi90","exp1","Fagus","sylvatica","first-year shoot","yes","24","13","9","62.7",108,0,"16","0","",46.03333,17.125,9,0,108,"exp","exp","exp",0,0,15,"Fagus_sylvatica",0.42507406002823,-0.810979765197082,-1.5727887761375,-1.98879007992301
"falusi90","exp1","Fagus","sylvatica","second-year shoot","yes","24","13","9","41.9",108,0,"16","0","",46.03333,17.125,9,0,108,"exp","exp","exp",0,0,15,"Fagus_sylvatica",0.42507406002823,-0.810979765197082,-1.5727887761375,-1.98879007992301
"falusi90","exp1","Fagus","sylvatica","leader apical bud","yes","24","13","9","62.5",94,0,"16","0","",46.03333,17.125,9,0,94,"exp","exp","exp",0,0,15,"Fagus_sylvatica",0.42507406002823,-0.810979765197082,-1.5727887761375,-1.98879007992301
"falusi90","exp1","Fagus","sylvatica","mean","yes","24","13","9","56.1",108,0,"16","0","",46.03333,17.125,9,0,108,"exp","exp","exp",0,0,15,"Fagus_sylvatica",0.42507406002823,-0.810979765197082,-1.5727887761375,-1.98879007992301
"falusi90","exp1","Fagus","sylvatica","cotyledons and first node","yes","24","13","13","71.9",94,0,"16","0","",46.03333,18.9583333333333,13,0,94,"exp","exp","exp",0,0,15,"Fagus_sylvatica",0.737390528006578,-0.119562415450533,-1.5727887761375,-1.98879007992301
"falusi90","exp1","Fagus","sylvatica","first-year shoot","yes","24","13","13","62.5",108,0,"16","0","",46.03333,18.9583333333333,13,0,108,"exp","exp","exp",0,0,15,"Fagus_sylvatica",0.737390528006578,-0.119562415450533,-1.5727887761375,-1.98879007992301
"falusi90","exp1","Fagus","sylvatica","second-year shoot","yes","24","13","13","61",108,0,"16","0","",46.03333,18.9583333333333,13,0,108,"exp","exp","exp",0,0,15,"Fagus_sylvatica",0.737390528006578,-0.119562415450533,-1.5727887761375,-1.98879007992301
"falusi90","exp1","Fagus","sylvatica","leader apical bud","yes","24","13","13","87.5",94,0,"16","0","",46.03333,18.9583333333333,13,0,94,"exp","exp","exp",0,0,15,"Fagus_sylvatica",0.737390528006578,-0.119562415450533,-1.5727887761375,-1.98879007992301
"falusi90","exp1","Fagus","sylvatica","mean","yes","24","13","13","73.9",108,0,"16","0","",46.03333,18.9583333333333,13,0,108,"exp","exp","exp",0,0,15,"Fagus_sylvatica",0.737390528006578,-0.119562415450533,-1.5727887761375,-1.98879007992301
"falusi96","exp3","Fagus","sylvatica","","yes","24","13","9","88.97",235.09,0,"","0","",38.2666,17.125,9,0,235.09,"exp","exp","exp",0,0,15,"Fagus_sylvatica",0.42507406002823,-0.810979765197082,-1.5727887761375,-1.98879007992301
"falusi96","exp3","Fagus","sylvatica","","yes","24","13","9","88.5",59.58,633,"","","01-Mar-1991",38.2666,17.125,9,1.00416666666667,59.58,"exp","exp","fldest",633,75.8522691930718,15,"Fagus_sylvatica",0.42507406002823,-0.810979765197082,-1.26882100650718,0.186365736726127
"falusi96","exp3","Fagus","sylvatica","","yes","24","13","13","93.31",224.16,0,"","0","",38.2666,18.9583333333333,13,0,224.16,"exp","exp","exp",0,0,15,"Fagus_sylvatica",0.737390528006578,-0.119562415450533,-1.5727887761375,-1.98879007992301
"falusi96","exp3","Fagus","sylvatica","","yes","24","13","13","91.32",51.87,633,"","","01-Mar-1991",38.2666,18.9583333333333,13,1.00416666666667,51.87,"exp","exp","fldest",633,75.8522691930718,15,"Fagus_sylvatica",0.737390528006578,-0.119562415450533,-1.26882100650718,0.186365736726127
"falusi96","exp3","Fagus","sylvatica","","yes","24","13","9","96.6",150,0,"","0","",43.8,17.125,9,0,150,"exp","exp","exp",0,0,15,"Fagus_sylvatica",0.42507406002823,-0.810979765197082,-1.5727887761375,-1.98879007992301
"falusi96","exp3","Fagus","sylvatica","","yes","24","13","9","95.66",45.56,1479,"","","01-Mar-1991",43.8,17.125,9,4.75,45.56,"exp","exp","fldest",1479,86.6628496543005,15,"Fagus_sylvatica",0.42507406002823,-0.810979765197082,-0.134932936392385,0.496372243080493
"falusi96","exp3","Fagus","sylvatica","","yes","24","13","13","93.43",224.16,0,"","0","",43.8,18.9583333333333,13,0,224.16,"exp","exp","exp",0,0,15,"Fagus_sylvatica",0.737390528006578,-0.119562415450533,-1.5727887761375,-1.98879007992301
"falusi96","exp3","Fagus","sylvatica","","yes","24","13","13","94.37",38.55,1479,"","","01-Mar-1991",43.8,18.9583333333333,13,4.75,38.55,"exp","exp","fldest",1479,86.6628496543005,15,"Fagus_sylvatica",0.737390528006578,-0.119562415450533,-0.134932936392385,0.496372243080493
"falusi97","exp2","Fagus","sylvatica","","yes","25","","12","60.338",60,0,"","0","18-Sep-1994",43.8,25,12,-1.01875,60,"exp","exp","bothest",0,0,15,"Fagus_sylvatica",1.76661525202613,-0.292416752887171,-1.88117101545126,-1.98879007992301
"falusi97","exp1","Fagus","sylvatica","","yes","25","","12","70.096",120,710,"","54","24-Dec-1993",43.82,25,12,3.35,120,"exp","exp","fldest",710,53.9123071109649,15,"Fagus_sylvatica",1.76661525202613,-0.292416752887171,-0.558722026001473,-0.442789285894018
"falusi97","exp2","Fagus","sylvatica","","yes","15","","12","85.232",60,800,"","67","6-Jan-1995",43.8,15,12,3.50625,60,"exp","exp","fldest",800,64.2605415284332,15,"Fagus_sylvatica",0.0630708812351458,-0.292416752887171,-0.511424136536173,-0.14604111310157
"falusi97","exp2","Fagus","sylvatica","","yes","25","","12","100",60,800,"","67","6-Jan-1995",43.8,25,12,3.50625,60,"exp","exp","fldest",800,64.2605415284332,15,"Fagus_sylvatica",1.76661525202613,-0.292416752887171,-0.511424136536173,-0.14604111310157
"heide93","exp1","Betula","pendula","","yes","21","21","24","100",18,2445,"","","15-Mar-1990",59.5,21,24,10.7416666666667,18,"exp","exp","fldest",2445,127.44676417941,9,"Betula_pendula",1.08519750370974,1.78183529635248,1.67878346497032,1.66590045691956
"heide93","exp1","Betula","pendula","","yes","21","21","24","95.919",18,922,"","","15-Dec-1989",59.5,21,24,5.65625,18,"exp","exp","fldest",922,67.9051752905634,9,"Betula_pendula",1.08519750370974,1.78183529635248,0.139394822506355,-0.0415268195729925
"heide93","exp1","Betula","pendula","","yes","21","21","8","100",18,1283,"","","15-Jan-1990",59.5,21,8,6.58541666666667,18,"exp","exp","fldest",1283,85.0291308339781,9,"Betula_pendula",1.08519750370974,-0.98383410263372,0.420659605193339,0.449523374449441
"heide93","exp1","Betula","pendula","","yes","21","21","24","100",18,1969,"","","15-Feb-1990",59.5,21,24,8.875,18,"exp","exp","fldest",1969,107.488373412348,9,"Betula_pendula",1.08519750370974,1.78183529635248,1.11373134549153,1.09356939511005
"heide93","exp1","Betula","pendula","","yes","21","21","8","100",18,2445,"","","15-Mar-1990",59.5,21,8,10.7416666666667,18,"exp","exp","fldest",2445,127.44676417941,9,"Betula_pendula",1.08519750370974,-0.98383410263372,1.67878346497032,1.66590045691956
"heide93","exp1","Betula","pendula","","yes","15","15","8","89.984",25,922,"","","15-Dec-1989",59.5,15,8,5.65625,25,"exp","exp","fldest",922,67.9051752905634,9,"Betula_pendula",0.0630708812351458,-0.98383410263372,0.139394822506355,-0.0415268195729925
"heide93","exp1","Betula","pendula","","yes","15","15","24","100",25,1283,"","","15-Jan-1990",59.5,15,24,6.58541666666667,25,"exp","exp","fldest",1283,85.0291308339781,9,"Betula_pendula",0.0630708812351458,1.78183529635248,0.420659605193339,0.449523374449441
"heide93","exp1","Betula","pendula","","yes","15","15","8","100",25,1969,"","","15-Feb-1990",59.5,15,8,8.875,25,"exp","exp","fldest",1969,107.488373412348,9,"Betula_pendula",0.0630708812351458,-0.98383410263372,1.11373134549153,1.09356939511005
"heide93","exp1","Betula","pendula","","yes","15","15","24","100",25,2445,"","","15-Mar-1990",59.5,15,24,10.7416666666667,25,"exp","exp","fldest",2445,127.44676417941,9,"Betula_pendula",0.0630708812351458,1.78183529635248,1.67878346497032,1.66590045691956
"heide93","exp1","Betula","pendula","","yes","15","15","24","69.634",25,922,"","","15-Dec-1989",59.5,15,24,5.65625,25,"exp","exp","fldest",922,67.9051752905634,9,"Betula_pendula",0.0630708812351458,1.78183529635248,0.139394822506355,-0.0415268195729925
"heide93","exp1","Betula","pendula","","yes","15","15","8","100",25,1283,"","","15-Jan-1990",59.5,15,8,6.58541666666667,25,"exp","exp","fldest",1283,85.0291308339781,9,"Betula_pendula",0.0630708812351458,-0.98383410263372,0.420659605193339,0.449523374449441
"heide93","exp1","Betula","pendula","","yes","15","15","24","100",25,1969,"","","15-Feb-1990",59.5,15,24,8.875,25,"exp","exp","fldest",1969,107.488373412348,9,"Betula_pendula",0.0630708812351458,1.78183529635248,1.11373134549153,1.09356939511005
"heide93","exp1","Betula","pendula","","yes","15","15","8","100",25,2445,"","","15-Mar-1990",59.5,15,8,10.7416666666667,25,"exp","exp","fldest",2445,127.44676417941,9,"Betula_pendula",0.0630708812351458,-0.98383410263372,1.67878346497032,1.66590045691956
"heide93","exp1","Prunus","padus","","yes","9","9","8","100",42,2445,"","","15-Mar-1990",59.5,9,8,10.7416666666667,42,"exp","exp","fldest",2445,127.44676417941,24,"Prunus_padus",-0.959055741239446,-0.98383410263372,1.67878346497032,1.66590045691956
"heide93","exp1","Betula","pendula","","yes","21","21","8","100",18,1969,"","","15-Feb-1990",59.5,21,8,8.875,18,"exp","exp","fldest",1969,107.488373412348,9,"Betula_pendula",1.08519750370974,-0.98383410263372,1.11373134549153,1.09356939511005
"heide93","exp1","Betula","pendula","","yes","9","9","8","85.321",42,922,"","","15-Dec-1989",59.5,9,8,5.65625,42,"exp","exp","fldest",922,67.9051752905634,9,"Betula_pendula",-0.959055741239446,-0.98383410263372,0.139394822506355,-0.0415268195729925
"heide93","exp1","Betula","pendula","","yes","9","9","24","100",42,1283,"","","15-Jan-1990",59.5,9,24,6.58541666666667,42,"exp","exp","fldest",1283,85.0291308339781,9,"Betula_pendula",-0.959055741239446,1.78183529635248,0.420659605193339,0.449523374449441
"heide93","exp1","Betula","pendula","","yes","9","9","8","100",42,1969,"","","15-Feb-1990",59.5,9,8,8.875,42,"exp","exp","fldest",1969,107.488373412348,9,"Betula_pendula",-0.959055741239446,-0.98383410263372,1.11373134549153,1.09356939511005
"heide93","exp1","Betula","pendula","","yes","9","9","24","100",42,2445,"","","15-Mar-1990",59.5,9,24,10.7416666666667,42,"exp","exp","fldest",2445,127.44676417941,9,"Betula_pendula",-0.959055741239446,1.78183529635248,1.67878346497032,1.66590045691956
"heide93","exp1","Betula","pendula","","yes","9","9","24","60.307",42,922,"","","15-Dec-1989",59.5,9,24,5.65625,42,"exp","exp","fldest",922,67.9051752905634,9,"Betula_pendula",-0.959055741239446,1.78183529635248,0.139394822506355,-0.0415268195729925
"heide93","exp1","Betula","pendula","","yes","9","9","8","100",42,1283,"","","15-Jan-1990",59.5,9,8,6.58541666666667,42,"exp","exp","fldest",1283,85.0291308339781,9,"Betula_pendula",-0.959055741239446,-0.98383410263372,0.420659605193339,0.449523374449441
"heide93","exp1","Betula","pendula","","yes","9","9","24","100",42,1969,"","","15-Feb-1990",59.5,9,24,8.875,42,"exp","exp","fldest",1969,107.488373412348,9,"Betula_pendula",-0.959055741239446,1.78183529635248,1.11373134549153,1.09356939511005
"heide93","exp1","Betula","pendula","","yes","9","9","8","100",42,2445,"","","15-Mar-1990",59.5,9,8,10.7416666666667,42,"exp","exp","fldest",2445,127.44676417941,9,"Betula_pendula",-0.959055741239446,-0.98383410263372,1.67878346497032,1.66590045691956
"heide93","exp1","Prunus","padus","","yes","21","21","8","94.818",18,922,"","","15-Dec-1989",59.5,21,8,5.65625,18,"exp","exp","fldest",922,67.9051752905634,24,"Prunus_padus",1.08519750370974,-0.98383410263372,0.139394822506355,-0.0415268195729925
"heide93","exp1","Prunus","padus","","yes","21","21","24","100",18,1283,"","","15-Jan-1990",59.5,21,24,6.58541666666667,18,"exp","exp","fldest",1283,85.0291308339781,24,"Prunus_padus",1.08519750370974,1.78183529635248,0.420659605193339,0.449523374449441
"heide93","exp1","Prunus","padus","","yes","21","21","8","100",18,1969,"","","15-Feb-1990",59.5,21,8,8.875,18,"exp","exp","fldest",1969,107.488373412348,24,"Prunus_padus",1.08519750370974,-0.98383410263372,1.11373134549153,1.09356939511005
"heide93","exp1","Prunus","padus","","yes","21","21","24","100",18,2445,"","","15-Mar-1990",59.5,21,24,10.7416666666667,18,"exp","exp","fldest",2445,127.44676417941,24,"Prunus_padus",1.08519750370974,1.78183529635248,1.67878346497032,1.66590045691956
"heide93","exp1","Prunus","padus","","yes","21","21","24","80.716",18,922,"","","15-Dec-1989",59.5,21,24,5.65625,18,"exp","exp","fldest",922,67.9051752905634,24,"Prunus_padus",1.08519750370974,1.78183529635248,0.139394822506355,-0.0415268195729925
"heide93","exp1","Prunus","padus","","yes","21","21","8","100",18,1283,"","","15-Jan-1990",59.5,21,8,6.58541666666667,18,"exp","exp","fldest",1283,85.0291308339781,24,"Prunus_padus",1.08519750370974,-0.98383410263372,0.420659605193339,0.449523374449441
"heide93","exp1","Prunus","padus","","yes","21","21","24","100",18,1969,"","","15-Feb-1990",59.5,21,24,8.875,18,"exp","exp","fldest",1969,107.488373412348,24,"Prunus_padus",1.08519750370974,1.78183529635248,1.11373134549153,1.09356939511005
"heide93","exp1","Prunus","padus","","yes","21","21","8","100",18,2445,"","","15-Mar-1990",59.5,21,8,10.7416666666667,18,"exp","exp","fldest",2445,127.44676417941,24,"Prunus_padus",1.08519750370974,-0.98383410263372,1.67878346497032,1.66590045691956
"heide93","exp1","Prunus","padus","","yes","15","15","8","94.605",25,922,"","","15-Dec-1989",59.5,15,8,5.65625,25,"exp","exp","fldest",922,67.9051752905634,24,"Prunus_padus",0.0630708812351458,-0.98383410263372,0.139394822506355,-0.0415268195729925
"heide93","exp1","Prunus","padus","","yes","15","15","24","100",25,1283,"","","15-Jan-1990",59.5,15,24,6.58541666666667,25,"exp","exp","fldest",1283,85.0291308339781,24,"Prunus_padus",0.0630708812351458,1.78183529635248,0.420659605193339,0.449523374449441
"heide93","exp1","Prunus","padus","","yes","15","15","8","100",25,1969,"","","15-Feb-1990",59.5,15,8,8.875,25,"exp","exp","fldest",1969,107.488373412348,24,"Prunus_padus",0.0630708812351458,-0.98383410263372,1.11373134549153,1.09356939511005
"heide93","exp1","Prunus","padus","","yes","15","15","24","100",25,2445,"","","15-Mar-1990",59.5,15,24,10.7416666666667,25,"exp","exp","fldest",2445,127.44676417941,24,"Prunus_padus",0.0630708812351458,1.78183529635248,1.67878346497032,1.66590045691956
"heide93","exp1","Prunus","padus","","yes","15","15","24","73.665",25,922,"","","15-Dec-1989",59.5,15,24,5.65625,25,"exp","exp","fldest",922,67.9051752905634,24,"Prunus_padus",0.0630708812351458,1.78183529635248,0.139394822506355,-0.0415268195729925
"heide93","exp1","Prunus","padus","","yes","15","15","8","100",25,1283,"","","15-Jan-1990",59.5,15,8,6.58541666666667,25,"exp","exp","fldest",1283,85.0291308339781,24,"Prunus_padus",0.0630708812351458,-0.98383410263372,0.420659605193339,0.449523374449441
"heide93","exp1","Prunus","padus","","yes","15","15","24","100",25,1969,"","","15-Feb-1990",59.5,15,24,8.875,25,"exp","exp","fldest",1969,107.488373412348,24,"Prunus_padus",0.0630708812351458,1.78183529635248,1.11373134549153,1.09356939511005
"heide93","exp1","Prunus","padus","","yes","15","15","8","100",25,2445,"","","15-Mar-1990",59.5,15,8,10.7416666666667,25,"exp","exp","fldest",2445,127.44676417941,24,"Prunus_padus",0.0630708812351458,-0.98383410263372,1.67878346497032,1.66590045691956
"heide93","exp1","Prunus","padus","","yes","9","9","8","100",42,922,"","","15-Dec-1989",59.5,9,8,5.65625,42,"exp","exp","fldest",922,67.9051752905634,24,"Prunus_padus",-0.959055741239446,-0.98383410263372,0.139394822506355,-0.0415268195729925
"heide93","exp1","Prunus","padus","","yes","9","9","24","100",42,1283,"","","15-Jan-1990",59.5,9,24,6.58541666666667,42,"exp","exp","fldest",1283,85.0291308339781,24,"Prunus_padus",-0.959055741239446,1.78183529635248,0.420659605193339,0.449523374449441
"heide93","exp1","Prunus","padus","","yes","9","9","8","100",42,1969,"","","15-Feb-1990",59.5,9,8,8.875,42,"exp","exp","fldest",1969,107.488373412348,24,"Prunus_padus",-0.959055741239446,-0.98383410263372,1.11373134549153,1.09356939511005
"heide93","exp1","Prunus","padus","","yes","9","9","24","100",42,2445,"","","15-Mar-1990",59.5,9,24,10.7416666666667,42,"exp","exp","fldest",2445,127.44676417941,24,"Prunus_padus",-0.959055741239446,1.78183529635248,1.67878346497032,1.66590045691956
"heide93","exp1","Prunus","padus","","yes","9","9","24","89.904",42,922,"","","15-Dec-1989",59.5,9,24,5.65625,42,"exp","exp","fldest",922,67.9051752905634,24,"Prunus_padus",-0.959055741239446,1.78183529635248,0.139394822506355,-0.0415268195729925
"heide93","exp1","Prunus","padus","","yes","9","9","8","100",42,1283,"","","15-Jan-1990",59.5,9,8,6.58541666666667,42,"exp","exp","fldest",1283,85.0291308339781,24,"Prunus_padus",-0.959055741239446,-0.98383410263372,0.420659605193339,0.449523374449441
"heide93","exp1","Prunus","padus","","yes","9","9","24","100",42,1969,"","","15-Feb-1990",59.5,9,24,8.875,42,"exp","exp","fldest",1969,107.488373412348,24,"Prunus_padus",-0.959055741239446,1.78183529635248,1.11373134549153,1.09356939511005
"heide93","exp1","Populus","tremula","","yes","21","21","8","77.182",18,922,"","","15-Dec-1989",59.5,21,8,5.65625,18,"exp","exp","fldest",922,67.9051752905634,21,"Populus_tremula",1.08519750370974,-0.98383410263372,0.139394822506355,-0.0415268195729925
"heide93","exp1","Populus","tremula","","yes","21","21","24","100",18,1283,"","","15-Jan-1990",59.5,21,24,6.58541666666667,18,"exp","exp","fldest",1283,85.0291308339781,21,"Populus_tremula",1.08519750370974,1.78183529635248,0.420659605193339,0.449523374449441
"heide93","exp1","Populus","tremula","","yes","21","21","8","100",18,1969,"","","15-Feb-1990",59.5,21,8,8.875,18,"exp","exp","fldest",1969,107.488373412348,21,"Populus_tremula",1.08519750370974,-0.98383410263372,1.11373134549153,1.09356939511005
"heide93","exp1","Populus","tremula","","yes","21","21","24","100",18,2445,"","","15-Mar-1990",59.5,21,24,10.7416666666667,18,"exp","exp","fldest",2445,127.44676417941,21,"Populus_tremula",1.08519750370974,1.78183529635248,1.67878346497032,1.66590045691956
"heide93","exp1","Populus","tremula","","yes","21","21","8","100",18,1283,"","","15-Jan-1990",59.5,21,8,6.58541666666667,18,"exp","exp","fldest",1283,85.0291308339781,21,"Populus_tremula",1.08519750370974,-0.98383410263372,0.420659605193339,0.449523374449441
"heide93","exp1","Populus","tremula","","yes","21","21","24","100",18,1969,"","","15-Feb-1990",59.5,21,24,8.875,18,"exp","exp","fldest",1969,107.488373412348,21,"Populus_tremula",1.08519750370974,1.78183529635248,1.11373134549153,1.09356939511005
"heide93","exp1","Populus","tremula","","yes","21","21","8","100",18,2445,"","","15-Mar-1990",59.5,21,8,10.7416666666667,18,"exp","exp","fldest",2445,127.44676417941,21,"Populus_tremula",1.08519750370974,-0.98383410263372,1.67878346497032,1.66590045691956
"heide93","exp1","Populus","tremula","","yes","15","15","24","92.744",25,1283,"","","15-Jan-1990",59.5,15,24,6.58541666666667,25,"exp","exp","fldest",1283,85.0291308339781,21,"Populus_tremula",0.0630708812351458,1.78183529635248,0.420659605193339,0.449523374449441
"heide93","exp1","Populus","tremula","","yes","15","15","8","100",25,1969,"","","15-Feb-1990",59.5,15,8,8.875,25,"exp","exp","fldest",1969,107.488373412348,21,"Populus_tremula",0.0630708812351458,-0.98383410263372,1.11373134549153,1.09356939511005
"heide93","exp1","Populus","tremula","","yes","15","15","24","100",25,2445,"","","15-Mar-1990",59.5,15,24,10.7416666666667,25,"exp","exp","fldest",2445,127.44676417941,21,"Populus_tremula",0.0630708812351458,1.78183529635248,1.67878346497032,1.66590045691956
"heide93","exp1","Populus","tremula","","yes","15","15","8","62.881",25,1283,"","","15-Jan-1990",59.5,15,8,6.58541666666667,25,"exp","exp","fldest",1283,85.0291308339781,21,"Populus_tremula",0.0630708812351458,-0.98383410263372,0.420659605193339,0.449523374449441
"heide93","exp1","Populus","tremula","","yes","15","15","24","100",25,1969,"","","15-Feb-1990",59.5,15,24,8.875,25,"exp","exp","fldest",1969,107.488373412348,21,"Populus_tremula",0.0630708812351458,1.78183529635248,1.11373134549153,1.09356939511005
"heide93","exp1","Populus","tremula","","yes","15","15","8","100",25,2445,"","","15-Mar-1990",59.5,15,8,10.7416666666667,25,"exp","exp","fldest",2445,127.44676417941,21,"Populus_tremula",0.0630708812351458,-0.98383410263372,1.67878346497032,1.66590045691956
"heide93","exp1","Populus","tremula","","yes","9","9","24","96.53",42,1283,"","","15-Jan-1990",59.5,9,24,6.58541666666667,42,"exp","exp","fldest",1283,85.0291308339781,21,"Populus_tremula",-0.959055741239446,1.78183529635248,0.420659605193339,0.449523374449441
"heide93","exp1","Populus","tremula","","yes","9","9","8","100",42,1969,"","","15-Feb-1990",59.5,9,8,8.875,42,"exp","exp","fldest",1969,107.488373412348,21,"Populus_tremula",-0.959055741239446,-0.98383410263372,1.11373134549153,1.09356939511005
"heide93","exp1","Populus","tremula","","yes","9","9","24","100",42,2445,"","","15-Mar-1990",59.5,9,24,10.7416666666667,42,"exp","exp","fldest",2445,127.44676417941,21,"Populus_tremula",-0.959055741239446,1.78183529635248,1.67878346497032,1.66590045691956
"heide93","exp1","Populus","tremula","","yes","9","9","8","59.727",42,1283,"","","15-Jan-1990",59.5,9,8,6.58541666666667,42,"exp","exp","fldest",1283,85.0291308339781,21,"Populus_tremula",-0.959055741239446,-0.98383410263372,0.420659605193339,0.449523374449441
"heide93","exp1","Populus","tremula","","yes","9","9","24","100",42,1969,"","","15-Feb-1990",59.5,9,24,8.875,42,"exp","exp","fldest",1969,107.488373412348,21,"Populus_tremula",-0.959055741239446,1.78183529635248,1.11373134549153,1.09356939511005
"heide93","exp1","Populus","tremula","","yes","9","9","8","100",42,2445,"","","15-Mar-1990",59.5,9,8,10.7416666666667,42,"exp","exp","fldest",2445,127.44676417941,21,"Populus_tremula",-0.959055741239446,-0.98383410263372,1.67878346497032,1.66590045691956
"heide93","exp1","Alnus","incana","","yes","21","21","8","94.497",18,1969,"","","15-Feb-1990",59.5,21,8,8.875,18,"exp","exp","fldest",1969,107.488373412348,7,"Alnus_incana",1.08519750370974,-0.98383410263372,1.11373134549153,1.09356939511005
