"","wintemp.0","wintemp.1","wintemp.2","wintemp.3","wintemp.4","wintemp.5","wintemp.6","wintemp.7","wintemp.8","wintemp.9","wintemp.10","wintemp.11","wintemp.12","wintemp.13","wintemp.14","wintemp.15","wintemp.16","wintemp.17","wintemp.18","wintemp.19","wintemp.20","wintemp.21","wintemp.22","wintemp.23","wintemp.24","wintemp.25","wintemp.26","wintemp.27","wintemp.28","wintemp.29","wintemp.30","wintemp.31","wintemp.32"
"1",58.5596204122219,57.7050723081675,56.850524204113,55.9959761000585,55.1414279960041,54.2868798919496,53.4323317878952,52.5777836838407,51.7232355797863,50.8686874757318,50.0141393716773,49.1595912676229,48.3050431635684,47.450495059514,46.5959469554595,45.7413988514051,44.8868507473506,44.0323026432961,43.1777545392417,42.3232064351872,41.4686583311328,40.6141102270783,39.7595621230239,38.9050140189694,38.050465914915,37.1959178108605,36.341369706806,35.4868216027516,34.6322734986971,33.7777253946427,32.9231772905882,32.0686291865337,31.2140810824793
"2",54.0372237060869,53.1826756020325,52.328127497978,51.4735793939236,50.6190312898691,49.7644831858146,48.9099350817602,48.0553869777057,47.2008388736513,46.3462907695968,45.4917426655424,44.6371945614879,43.7826464574335,42.928098353379,42.0735502493245,41.2190021452701,40.3644540412156,39.5099059371612,38.6553578331067,37.8008097290522,36.9462616249978,36.0917135209433,35.2371654168889,34.3826173128344,33.52806920878,32.6735211047255,31.8189730006711,30.9644248966166,30.1098767925621,29.2553286885077,28.4007805844532,27.5462324803988,26.6916843763443
"3",49.3791289439328,48.5245808398784,47.6700327358239,46.8154846317695,45.960936527715,45.1063884236606,44.2518403196061,43.3972922155516,42.5427441114972,41.6881960074427,40.8336479033883,39.9790997993338,39.1245516952794,38.2700035912249,37.4154554871704,36.560907383116,35.7063592790615,34.8518111750071,33.9972630709526,33.1427149668982,32.2881668628437,31.4336187587892,30.5790706547348,29.7245225506803,28.8699744466259,28.0154263425714,27.160878238517,26.3063301344625,25.451782030408,24.5972339263536,23.7426858222991,22.8881377182447,22.0335896141902
"4",48.9635372761777,48.1089891721233,47.2544410680688,46.3998929640143,45.5453448599599,44.6907967559054,43.836248651851,42.9817005477965,42.1271524437421,41.2726043396876,40.4180562356332,39.5635081315787,38.7089600275242,37.8544119234698,36.9998638194153,36.1453157153609,35.2907676113064,34.4362195072519,33.5816714031975,32.727123299143,31.8725751950886,31.0180270910341,30.1634789869797,29.3089308829252,28.4543827788708,27.5998346748163,26.7452865707618,25.8907384667074,25.0361903626529,24.1816422585985,23.327094154544,22.4725460504896,21.6179979464351
"5",47.8535459260956,46.9989978220412,46.1444497179867,45.2899016139323,44.4353535098778,43.5808054058234,42.7262573017689,41.8717091977144,41.01716109366,40.1626129896055,39.3080648855511,38.4535167814966,37.5989686774422,36.7444205733877,35.8898724693332,35.0353243652788,34.1807762612243,33.3262281571699,32.4716800531154,31.617131949061,30.7625838450065,29.908035740952,29.0534876368976,28.1989395328431,27.3443914287887,26.4898433247342,25.6352952206798,24.7807471166253,23.9261990125708,23.0716509085164,22.2171028044619,21.3625547004075,20.508006596353
"6",46.6972255796181,45.8426774755636,44.9881293715091,44.1335812674547,43.2790331634002,42.4244850593458,41.5699369552913,40.7153888512369,39.8608407471824,39.0062926431279,38.1517445390735,37.297196435019,36.4426483309646,35.5881002269101,34.7335521228557,33.8790040188012,33.0244559147467,32.1699078106923,31.3153597066378,30.4608116025834,29.6062634985289,28.7517153944745,27.89716729042,27.0426191863655,26.1880710823111,25.3335229782566,24.4789748742022,23.6244267701477,22.7698786660933,21.9153305620388,21.0607824579843,20.2062343539299,19.3516862498754
"7",46.0971971675688,45.2426490635143,44.3881009594598,43.5335528554054,42.6790047513509,41.8244566472965,40.969908543242,40.1153604391876,39.2608123351331,38.4062642310787,37.5517161270242,36.6971680229697,35.8426199189153,34.9880718148608,34.1335237108064,33.2789756067519,32.4244275026975,31.569879398643,30.7153312945885,29.8607831905341,29.0062350864796,28.1516869824252,27.2971388783707,26.4425907743163,25.5880426702618,24.7334945662073,23.8789464621529,23.0243983580984,22.169850254044,21.3153021499895,20.4607540459351,19.6062059418806,18.7516578378261
"8",45.8232972890127,44.9687491849583,44.1142010809038,43.2596529768494,42.4051048727949,41.5505567687404,40.696008664686,39.8414605606315,38.9869124565771,38.1323643525226,37.2778162484682,36.4232681444137,35.5687200403592,34.7141719363048,33.8596238322503,33.0050757281959,32.1505276241414,31.295979520087,30.4414314160325,29.586883311978,28.7323352079236,27.8777871038691,27.0232389998147,26.1686908957602,25.3141427917058,24.4595946876513,23.6050465835968,22.7504984795424,21.8959503754879,21.0414022714335,20.186854167379,19.3323060633246,18.4777579592701
"9",46.0131450842717,45.1585969802172,44.3040488761628,43.4495007721083,42.5949526680538,41.7404045639994,40.8858564599449,40.0313083558905,39.176760251836,38.3222121477815,37.4676640437271,36.6131159396726,35.7585678356182,34.9040197315637,34.0494716275093,33.1949235234548,32.3403754194004,31.4858273153459,30.6312792112914,29.776731107237,28.9221830031825,28.0676348991281,27.2130867950736,26.3585386910192,25.5039905869647,24.6494424829102,23.7948943788558,22.9403462748013,22.0857981707469,21.2312500666924,20.376701962638,19.5221538585835,18.667605754529
"10",46.2053971332601,45.3508490292056,44.4963009251512,43.6417528210967,42.7872047170423,41.9326566129878,41.0781085089333,40.2235604048789,39.3690123008244,38.51446419677,37.6599160927155,36.8053679886611,35.9508198846066,35.0962717805522,34.2417236764977,33.3871755724432,32.5326274683888,31.6780793643343,30.8235312602799,29.9689831562254,29.114435052171,28.2598869481165,27.405338844062,26.5507907400076,25.6962426359531,24.8416945318987,23.9871464278442,23.1325983237898,22.2780502197353,21.4235021156808,20.5689540116264,19.7144059075719,18.8598578035175
