"","warming_C","sprT.forecast","winT.forecast","chill.forecast","bb.sprtemp.0","bb.sprtemp.1","bb.sprtemp.2","bb.sprtemp.3","bb.sprtemp.4","bb.sprtemp.5","bb.sprtemp.6","bb.sprtemp.7"
"bb.wintemp.0",0,2.55395421577824,-0.949613837239734,97.3252085797653,23.6569628166677,22.8749536751112,22.0929445335547,21.3109353919982,20.5289262504417,19.7469171088852,18.9649079673287,18.1828988257722
"bb.wintemp.1",1,3.55395421577824,0.361641788733427,110.904458239558,21.7036675867646,20.9216584452081,20.1396493036516,19.3576401620951,18.5756310205386,17.7936218789821,17.0116127374256,16.2296035958691
"bb.wintemp.2",2,4.55395421577824,1.35147210283322,115.467912011556,21.0472415906273,20.2652324490708,19.4832233075143,18.7012141659578,17.9192050244013,17.1371958828448,16.3551867412883,15.5731775997318
"bb.wintemp.3",3,5.55395421577824,2.35545922034216,119.218323721158,20.5077669152165,19.72575777366,18.9437486321035,18.161739490547,17.3797303489905,16.597721207434,15.8157120658775,15.033702924321
"bb.wintemp.4",4,6.55395421577824,3.35548762393666,122.457308594665,20.0418579834526,19.2598488418961,18.4778397003396,17.6958305587831,16.9138214172266,16.1318122756701,15.3498031341136,14.5677939925571
"bb.wintemp.5",5,7.55395421577824,4.35507093207993,125.072106190579,19.665734721916,18.8837255803595,18.101716438803,17.3197072972465,16.53769815569,15.7556890141335,14.973679872577,14.1916707310205
"bb.wintemp.6",6,8.55395421577824,5.35812210805426,127.070214963893,19.3783185219402,18.5963093803837,17.8143002388272,17.0322910972707,16.2502819557142,15.4682728141577,14.6862636726012,13.9042545310447
"bb.wintemp.7",7,9.55395421577824,6.35674127544609,128.352736178954,19.1938353852138,18.4118262436573,17.6298171021008,16.8478079605443,16.0657988189878,15.2837896774313,14.5017805358748,13.7197713943183
