"","datasetID","ID_chilltreat","study","photoperiod_day","forcetemp","Total_Chill_portions"
"1487","ghelardini10","ghelardini10..","exp2","16","14",55.2250495770784
"1488","ghelardini10","ghelardini10..","exp2","16","14",76.1596852500067
"1489","ghelardini10","ghelardini10..","exp2","16","14",95.6355435732762
"1490","ghelardini10","ghelardini10..","exp2","16","26",6.76912480797711
"1491","ghelardini10","ghelardini10..","exp2","16","26",15.2393770935908
"1492","ghelardini10","ghelardini10..","exp2","16","26",32.6145587434258
"1493","ghelardini10","ghelardini10..","exp2","16","26",55.2250495770784
"1494","ghelardini10","ghelardini10..","exp2","16","26",76.1596852500067
"1495","ghelardini10","ghelardini10..","exp2","16","26",95.6355435732762
"1496","ghelardini10","ghelardini10..","exp2","16","26",6.76912480797711
"1497","ghelardini10","ghelardini10..","exp2","16","26",15.2393770935908
"1498","ghelardini10","ghelardini10..","exp2","16","26",32.6145587434258
"1499","ghelardini10","ghelardini10..","exp2","16","26",55.2250495770784
"1500","ghelardini10","ghelardini10..","exp2","16","26",76.1596852500067
"1501","ghelardini10","ghelardini10..","exp2","16","26",95.6355435732762
"1502","ghelardini10","ghelardini10..","exp2","16","14",6.76912480797711
"1503","ghelardini10","ghelardini10..","exp2","16","14",15.2393770935908
"1504","ghelardini10","ghelardini10..","exp2","16","14",32.6145587434258
"1505","ghelardini10","ghelardini10..","exp2","16","14",55.2250495770784
"1506","ghelardini10","ghelardini10..","exp2","16","14",76.1596852500067
"1507","ghelardini10","ghelardini10..","exp2","16","14",95.6355435732762
"1508","ghelardini10","ghelardini10..","exp2","16","14",6.76912480797711
"1509","ghelardini10","ghelardini10..","exp2","16","14",15.2393770935908
"1510","ghelardini10","ghelardini10..","exp2","16","14",32.6145587434258
"1511","ghelardini10","ghelardini10..","exp2","16","14",55.2250495770784
"1512","ghelardini10","ghelardini10..","exp2","16","14",76.1596852500067
"1513","ghelardini10","ghelardini10..","exp2","16","14",95.6355435732762
"1514","ghelardini10","ghelardini10..","exp2","16","26",6.76912480797711
"1515","ghelardini10","ghelardini10..","exp2","16","26",15.2393770935908
"1516","ghelardini10","ghelardini10..","exp2","16","26",32.6145587434258
"1517","ghelardini10","ghelardini10..","exp2","16","26",55.2250495770784
"1518","ghelardini10","ghelardini10..","exp2","16","26",76.1596852500067
"1519","ghelardini10","ghelardini10..","exp2","16","26",95.6355435732762
"1520","ghelardini10","ghelardini10..","exp2","16","26",6.76912480797711
"1521","ghelardini10","ghelardini10..","exp2","16","26",15.2393770935908
"1522","ghelardini10","ghelardini10..","exp2","16","26",32.6145587434258
"1523","ghelardini10","ghelardini10..","exp2","16","26",55.2250495770784
"1524","ghelardini10","ghelardini10..","exp2","16","26",76.1596852500067
"1525","ghelardini10","ghelardini10..","exp2","16","26",95.6355435732762
"1526","ghelardini10","ghelardini10..","exp2","16","14",6.76912480797711
"1527","ghelardini10","ghelardini10..","exp2","16","14",15.2393770935908
"1528","ghelardini10","ghelardini10..","exp2","16","14",32.6145587434258
"1529","ghelardini10","ghelardini10..","exp2","16","14",55.2250495770784
"1530","ghelardini10","ghelardini10..","exp2","16","14",76.1596852500067
"1531","ghelardini10","ghelardini10..","exp2","16","14",95.6355435732762
"1532","ghelardini10","ghelardini10..","exp2","16","14",6.76912480797711
"1533","ghelardini10","ghelardini10..","exp2","16","14",15.2393770935908
"1534","ghelardini10","ghelardini10..","exp2","16","14",32.6145587434258
"1535","ghelardini10","ghelardini10..","exp2","16","14",55.2250495770784
"1536","ghelardini10","ghelardini10..","exp2","16","14",76.1596852500067
"1537","ghelardini10","ghelardini10..","exp2","16","14",95.6355435732762
"1538","ghelardini10","ghelardini10..","exp2","16","26",6.76912480797711
"1539","ghelardini10","ghelardini10..","exp2","16","26",15.2393770935908
"1540","ghelardini10","ghelardini10..","exp2","16","26",32.6145587434258
"1541","ghelardini10","ghelardini10..","exp2","16","26",55.2250495770784
"1542","ghelardini10","ghelardini10..","exp2","16","26",76.1596852500067
"1543","ghelardini10","ghelardini10..","exp2","16","26",95.6355435732762
"1544","ghelardini10","ghelardini10..","exp2","16","26",6.76912480797711
"1545","ghelardini10","ghelardini10..","exp2","16","26",15.2393770935908
"1546","ghelardini10","ghelardini10..","exp2","16","26",32.6145587434258
"1547","ghelardini10","ghelardini10..","exp2","16","26",55.2250495770784
"1548","ghelardini10","ghelardini10..","exp2","16","26",76.1596852500067
"1549","ghelardini10","ghelardini10..","exp2","16","26",95.6355435732762
"1550","ghelardini10","ghelardini10..","exp2","16","14",6.76912480797711
"1551","ghelardini10","ghelardini10..","exp2","16","14",15.2393770935908
"1552","ghelardini10","ghelardini10..","exp2","16","14",32.6145587434258
"1553","ghelardini10","ghelardini10..","exp2","16","14",55.2250495770784
"1554","ghelardini10","ghelardini10..","exp2","16","14",76.1596852500067
"1555","ghelardini10","ghelardini10..","exp2","16","14",95.6355435732762
"1556","gianfagna85","gianfagna85..","exp1","12","20",96.2146904042734
"1557","gianfagna85","gianfagna85..","exp1","12","20",107.066707486476
"1558","gianfagna85","gianfagna85..","exp1","11","20",116.458471810416
"1559","gianfagna85","gianfagna85..","exp1","11","20",127.089786324088
"1560","gianfagna85","gianfagna85..","exp1","12","20",96.2146904042734
"1561","gianfagna85","gianfagna85..","exp1","12","20",107.066707486476
"1562","gianfagna85","gianfagna85..","exp1","12","20",116.458471810416
"1563","gianfagna85","gianfagna85..","exp1","11","20",127.089786324088
"1564","gianfagna85","gianfagna85..","exp1","12","20",96.2146904042734
"1565","gianfagna85","gianfagna85..","exp1","12","20",107.066707486476
"1566","gianfagna85","gianfagna85..","exp1","12","20",116.458471810416
"1567","gianfagna85","gianfagna85..","exp1","11","20",127.089786324088
"1568","gianfagna85","gianfagna85..","exp1","12","20",96.2146904042734
"1569","gianfagna85","gianfagna85..","exp1","12","20",107.066707486476
"1570","gianfagna85","gianfagna85..","exp1","12","20",116.458471810416
"1571","gianfagna85","gianfagna85..","exp1","12","20",127.089786324088
"1572","gianfagna85","gianfagna85..","exp1","12","20",96.2146904042734
"1573","gianfagna85","gianfagna85..","exp1","11","20",107.066707486476
"1574","gianfagna85","gianfagna85..","exp1","11","20",116.458471810416
"1575","gianfagna85","gianfagna85..","exp1","11","20",127.089786324088
"1576","gianfagna85","gianfagna85..","exp1","12","20",96.2146904042734
"1577","gianfagna85","gianfagna85..","exp1","12","20",107.066707486476
"1578","gianfagna85","gianfagna85..","exp1","12","20",116.458471810416
"1579","gianfagna85","gianfagna85..","exp1","12","20",127.089786324088
"1580","gianfagna85","gianfagna85..","exp1","12","10",96.2146904042734
"1581","gianfagna85","gianfagna85..","exp1","12","10",107.066707486476
"1582","gianfagna85","gianfagna85..","exp1","12","10",116.458471810416
"1583","gianfagna85","gianfagna85..","exp1","11","10",127.089786324088
"1584","gianfagna85","gianfagna85..","exp1","13","10",96.2146904042734
"1585","gianfagna85","gianfagna85..","exp1","13","10",107.066707486476
"1586","gianfagna85","gianfagna85..","exp1","12","10",116.458471810416
"1587","gianfagna85","gianfagna85..","exp1","12","10",127.089786324088
"1588","gianfagna85","gianfagna85..","exp1","10","10",96.2146904042734
"1589","gianfagna85","gianfagna85..","exp1","10","10",107.066707486476
"1590","gianfagna85","gianfagna85..","exp1","10","10",116.458471810416
"1591","gianfagna85","gianfagna85..","exp1","13","10",127.089786324088
"1592","gianfagna85","gianfagna85..","exp1","10","10",96.2146904042734
"1593","gianfagna85","gianfagna85..","exp1","10","10",107.066707486476
"1594","gianfagna85","gianfagna85..","exp1","10","10",116.458471810416
"1595","gianfagna85","gianfagna85..","exp1","10","10",127.089786324088
"1596","gianfagna85","gianfagna85..","exp1","12","10",96.2146904042734
"1597","gianfagna85","gianfagna85..","exp1","12","10",107.066707486476
"1598","gianfagna85","gianfagna85..","exp1","12","10",116.458471810416
"1599","gianfagna85","gianfagna85..","exp1","11","10",127.089786324088
"1600","gianfagna85","gianfagna85..","exp1","10","10",96.2146904042734
"1601","gianfagna85","gianfagna85..","exp1","10","10",107.066707486476
"1602","gianfagna85","gianfagna85..","exp1","10","10",116.458471810416
"1603","gianfagna85","gianfagna85..","exp1","10","10",127.089786324088
"1604","gianfagna85","gianfagna85..","exp1","12","15",96.2146904042734
"1605","gianfagna85","gianfagna85..","exp1","11","15",107.066707486476
"1606","gianfagna85","gianfagna85..","exp1","11","15",116.458471810416
"1607","gianfagna85","gianfagna85..","exp1","11","15",127.089786324088
"1608","gianfagna85","gianfagna85..","exp1","12","15",96.2146904042734
"1609","gianfagna85","gianfagna85..","exp1","12","15",107.066707486476
"1610","gianfagna85","gianfagna85..","exp1","11","15",116.458471810416
"1611","gianfagna85","gianfagna85..","exp1","11","15",127.089786324088
"1612","gianfagna85","gianfagna85..","exp1","12","15",96.2146904042734
"1613","gianfagna85","gianfagna85..","exp1","12","15",107.066707486476
"1614","gianfagna85","gianfagna85..","exp1","12","15",116.458471810416
"1615","gianfagna85","gianfagna85..","exp1","12","15",127.089786324088
"1616","gianfagna85","gianfagna85..","exp1","13","15",96.2146904042734
"1617","gianfagna85","gianfagna85..","exp1","13","15",107.066707486476
"1618","gianfagna85","gianfagna85..","exp1","12","15",116.458471810416
"1619","gianfagna85","gianfagna85..","exp1","12","15",127.089786324088
"1620","gianfagna85","gianfagna85..","exp1","12","15",96.2146904042734
"1621","gianfagna85","gianfagna85..","exp1","11","15",107.066707486476
"1622","gianfagna85","gianfagna85..","exp1","11","15",116.458471810416
"1623","gianfagna85","gianfagna85..","exp1","11","15",127.089786324088
"1624","gianfagna85","gianfagna85..","exp1","12","15",96.2146904042734
"1625","gianfagna85","gianfagna85..","exp1","12","15",107.066707486476
"1626","gianfagna85","gianfagna85..","exp1","12","15",116.458471810416
"1627","gianfagna85","gianfagna85..","exp1","12","15",127.089786324088
"1628","gomory15","gomory15..","exp1","13","9.2",120.882493028328
"1629","gomory15","gomory15..","exp1","13","9.2",120.882493028328
"1630","gomory15","gomory15..","exp1","13","9.2",120.882493028328
"1631","gomory15","gomory15..","exp1","13","9.2",120.882493028328
"1632","gomory15","gomory15..","exp1","13","9.2",120.882493028328
"1633","gomory15","gomory15..","exp1","13","9.2",120.882493028328
"1634","gomory15","gomory15..","exp1","13","9.2",120.882493028328
"1635","gomory15","gomory15..","exp1","13","9.2",120.882493028328
"1636","gomory15","gomory15..","exp1","13","9.2",120.882493028328
"1637","gomory15","gomory15..","exp1","13","9.2",120.882493028328
"1638","gomory15","gomory15..","exp1","13","9.2",120.882493028328
"1639","gomory15","gomory15..","exp1","13","9.2",120.882493028328
"1640","gomory15","gomory15..","exp1","13","9.2",120.882493028328
"1641","gomory15","gomory15..","exp1","13","9.2",120.882493028328
"1642","gomory15","gomory15..","exp1","13","9.2",120.882493028328
"1643","gomory15","gomory15..","exp1","13","9.2",120.882493028328
"1644","gomory15","gomory15..","exp1","13","9.2",120.882493028328
"1645","gomory15","gomory15..","exp1","13","9.2",120.882493028328
"1646","gomory15","gomory15..","exp1","13","9.2",120.882493028328
"1647","gomory15","gomory15..","exp1","13","9.2",120.882493028328
"1648","gomory15","gomory15..","exp1","13","9.2",120.882493028328
"1649","gomory15","gomory15..","exp1","13","9.2",120.882493028328
"1650","gomory15","gomory15..","exp1","13","9.2",120.882493028328
"1651","gomory15","gomory15..","exp1","14","4.9",113.029211558363
"1652","gomory15","gomory15..","exp1","14","4.9",113.029211558363
"1653","gomory15","gomory15..","exp1","14","4.9",113.029211558363
"1654","gomory15","gomory15..","exp1","14","4.9",113.029211558363
"1655","gomory15","gomory15..","exp1","14","4.9",113.029211558363
"1656","gomory15","gomory15..","exp1","14","4.9",113.029211558363
"1657","gomory15","gomory15..","exp1","14","4.9",113.029211558363
"1658","gomory15","gomory15..","exp1","14","4.9",113.029211558363
"1659","gomory15","gomory15..","exp1","14","4.9",113.029211558363
"1660","gomory15","gomory15..","exp1","14","4.9",113.029211558363
"1661","gomory15","gomory15..","exp1","14","4.9",113.029211558363
"1662","gomory15","gomory15..","exp1","14","4.9",113.029211558363
"1663","gomory15","gomory15..","exp1","14","4.9",113.029211558363
"1664","gomory15","gomory15..","exp1","14","4.9",113.029211558363
"1665","gomory15","gomory15..","exp1","14","4.9",113.029211558363
"1666","gomory15","gomory15..","exp1","14","4.9",113.029211558363
"1667","gomory15","gomory15..","exp1","14","4.9",113.029211558363
"1668","gomory15","gomory15..","exp1","14","4.9",113.029211558363
"1669","gomory15","gomory15..","exp1","14","4.9",113.029211558363
"1670","gomory15","gomory15..","exp1","14","4.9",113.029211558363
"1671","gomory15","gomory15..","exp1","14","4.9",113.029211558363
"1672","gomory15","gomory15..","exp1","14","4.9",113.029211558363
"1673","gomory15","gomory15..","exp1","14","4.9",113.029211558363
"1674","gomory15","gomory15..","exp1","14","4.9",113.029211558363
"1675","gomory15","gomory15..","exp1","13","9.2",95.8452312708933
"1676","gomory15","gomory15..","exp1","13","9.2",95.8452312708933
"1677","gomory15","gomory15..","exp1","13","9.2",95.8452312708933
"1678","gomory15","gomory15..","exp1","13","9.2",95.8452312708933
"1679","gomory15","gomory15..","exp1","13","9.2",95.8452312708933
"1680","gomory15","gomory15..","exp1","13","9.2",95.8452312708933
"1681","gomory15","gomory15..","exp1","13","9.2",95.8452312708933
"1682","gomory15","gomory15..","exp1","13","9.2",95.8452312708933
"1683","gomory15","gomory15..","exp1","13","9.2",95.8452312708933
"1684","gomory15","gomory15..","exp1","13","9.2",95.8452312708933
"1685","gomory15","gomory15..","exp1","13","9.2",95.8452312708933
"1686","gomory15","gomory15..","exp1","13","9.2",95.8452312708933
"1687","gomory15","gomory15..","exp1","13","9.2",95.8452312708933
"1688","gomory15","gomory15..","exp1","13","9.2",95.8452312708933
"1689","gomory15","gomory15..","exp1","13","9.2",95.8452312708933
"1690","gomory15","gomory15..","exp1","13","9.2",95.8452312708933
"1691","gomory15","gomory15..","exp1","13","9.2",95.8452312708933
"1692","gomory15","gomory15..","exp1","13","9.2",95.8452312708933
"1693","gomory15","gomory15..","exp1","13","9.2",95.8452312708933
"1694","gomory15","gomory15..","exp1","13","9.2",95.8452312708933
"1695","gomory15","gomory15..","exp1","14","4.9",113.029211558363
"1696","gomory15","gomory15..","exp1","14","4.9",113.029211558363
"1697","gomory15","gomory15..","exp1","14","4.9",113.029211558363
"1698","gomory15","gomory15..","exp1","14","4.9",113.029211558363
"1699","gomory15","gomory15..","exp1","14","4.9",113.029211558363
"1700","gomory15","gomory15..","exp1","14","4.9",113.029211558363
"1701","gomory15","gomory15..","exp1","14","4.9",113.029211558363
"1702","gomory15","gomory15..","exp1","14","4.9",113.029211558363
"1703","gomory15","gomory15..","exp1","14","4.9",113.029211558363
"1704","gomory15","gomory15..","exp1","14","4.9",113.029211558363
"1705","gomory15","gomory15..","exp1","14","4.9",113.029211558363
"1706","gomory15","gomory15..","exp1","14","4.9",113.029211558363
"1707","gomory15","gomory15..","exp1","14","4.9",113.029211558363
"1708","gomory15","gomory15..","exp1","14","4.9",113.029211558363
"1709","gomory15","gomory15..","exp1","14","4.9",113.029211558363
"1710","gomory15","gomory15..","exp1","14","4.9",113.029211558363
"1711","gomory15","gomory15..","exp1","14","4.9",113.029211558363
"1712","gomory15","gomory15..","exp1","14","4.9",113.029211558363
"1713","gomory15","gomory15..","exp1","14","4.9",113.029211558363
"1714","gomory15","gomory15..","exp1","14","4.9",113.029211558363
"1715","granhus09","granhus09.Chilling treatment at 0.7 ± 0.7 C interrupted by mild spells of 14 days duration at a constant temperature of 8 or 12 C.161","exp1","24","12",NA
"1716","granhus09","granhus09.Chilling treatment at 0.7 ± 0.7 C interrupted by mild spells of 14 days duration at a constant temperature of 8 or 12 C.161","exp1","24","12",NA
"1717","granhus09","granhus09.Chilling treatment at 0.7 ± 0.7 C interrupted by mild spells of 14 days duration at a constant temperature of 8 or 12 C.161","exp1","24","12",NA
"1718","granhus09","granhus09.Chilling treatment at 0.7 ± 0.7 C interrupted by mild spells of 14 days duration at a constant temperature of 8 or 12 C.161","exp1","24","12",NA
"1719","granhus09","granhus09.Chilling treatment at 0.7 ± 0.7 C interrupted by mild spells of 14 days duration at a constant temperature of 8 or 12 C.161","exp1","24","12",NA
"1720","granhus09","granhus09.Chilling treatment at 0.7 ± 0.7 C interrupted by mild spells of 14 days duration at a constant temperature of 8 or 12 C.161","exp1","24","12",NA
"1721","granhus09","granhus09.Chilling treatment at 0.7 ± 0.7 C interrupted by mild spells of 14 days duration at a constant temperature of 8 or 12 C.161","exp1","24","12",NA
"1722","granhus09","granhus09.Chilling treatment at 0.7 ± 0.7 C interrupted by mild spells of 14 days duration at a constant temperature of 8 or 12 C.161","exp1","24","12",NA
"1723","granhus09","granhus09.Chilling treatment at 0.7 ± 0.7 C interrupted by mild spells of 14 days duration at a constant temperature of 8 or 12 C.161","exp1","24","12",NA
"1724","granhus09","granhus09.Chilling treatment at 0.7 ± 0.7 C interrupted by mild spells of 14 days duration at a constant temperature of 8 or 12 C.161","exp1","24","12",NA
"1725","granhus09","granhus09.Chilling treatment at 0.7 ± 0.7 C interrupted by mild spells of 14 days duration at a constant temperature of 8 or 12 C.161","exp1","24","12",NA
"1726","granhus09","granhus09.Chilling treatment at 0.7 ± 0.7 C interrupted by mild spells of 14 days duration at a constant temperature of 8 or 12 C.161","exp1","24","12",NA
"1727","granhus09","granhus09.Chilling treatment at 0.7 ± 0.7 C interrupted by mild spells of 14 days duration at a constant temperature of 8 or 12 C.161","exp1","24","12",NA
"1728","granhus09","granhus09.Chilling treatment at 0.7 ± 0.7 C interrupted by mild spells of 14 days duration at a constant temperature of 8 or 12 C.161","exp1","24","12",NA
"1729","granhus09","granhus09.Chilling treatment at 0.7 ± 0.7 C interrupted by mild spells of 14 days duration at a constant temperature of 8 or 12 C.161","exp1","24","12",NA
"1730","granhus09","granhus09.Chilling treatment at 0.7 ± 0.7 C interrupted by mild spells of 14 days duration at a constant temperature of 8 or 12 C.161","exp1","24","12",NA
"1731","granhus09","granhus09.Chilling treatment at 0.7 ± 0.7 C interrupted by mild spells of 14 days duration at a constant temperature of 8 or 12 C.161","exp1","24","12",NA
"1732","granhus09","granhus09.Chilling treatment at 0.7 ± 0.7 C interrupted by mild spells of 14 days duration at a constant temperature of 8 or 12 C.161","exp1","24","12",NA
"1733","granhus09","granhus09.Chilling treatment at 0.7 ± 0.7 C interrupted by mild spells of 14 days duration at a constant temperature of 8 or 12 C.161","exp1","24","12",NA
"1734","granhus09","granhus09.Chilling treatment at 0.7 ± 0.7 C interrupted by mild spells of 14 days duration at a constant temperature of 8 or 12 C.161","exp1","24","12",NA
"1735","granhus09","granhus09.Chilling treatment at 0.7 ± 0.7 C interrupted by mild spells of 14 days duration at a constant temperature of 8 or 12 C.161","exp1","24","12",NA
"1736","guerriero90","guerriero90..","exp3","12","23",27.9857941265114
"1737","guerriero90","guerriero90..","exp3","12","23",36.1147554393217
"1738","guerriero90","guerriero90..","exp3","12","23",47.2087409724214
"1739","guerriero90","guerriero90..","exp3","12","23",56.4605568086315
"1740","guerriero90","guerriero90..","exp3","12","23",65.7976036731491
"1741","guerriero90","guerriero90..","exp3","12","23",75.931532195472
"1742","guerriero90","guerriero90.5.5.35","exp2","12","23",56.7854512960079
"1743","guerriero90","guerriero90.5.5.35","exp1","12","23",56.7854512960079
"1744","guerriero90","guerriero90.5.5.35","exp2","12","23",56.7854512960079
"1745","guerriero90","guerriero90.5.5.35","exp1","12","23",56.7854512960079
"1746","guerriero90","guerriero90.5.5.35","exp2","12","23",56.7854512960079
"1747","guerriero90","guerriero90.5.5.35","exp2","12","23",56.7854512960079
"1748","guerriero90","guerriero90.5.5.35","exp2","12","23",56.7854512960079
"1749","guerriero90","guerriero90.5.5.35","exp1","12","23",56.7854512960079
"1750","guerriero90","guerriero90.5.5.35","exp2","12","23",56.7854512960079
"1751","guerriero90","guerriero90.5.5.35","exp1","12","23",56.7854512960079
"1752","guerriero90","guerriero90.5.5.35","exp1","12","23",56.7854512960079
"1753","guerriero90","guerriero90.5.5.35","exp1","12","23",56.7854512960079
"1754","guerriero90","guerriero90.5.5.35","exp1","12","23",56.7854512960079
"1755","Heide03","Heide03.5.100","exp1","24","15",79.7260994192048
"1756","Heide03","Heide03.5.100","exp1","24","15",79.7260994192048
"1757","Heide03","Heide03.5.100","exp1","24","15",79.7260994192048
"1758","Heide03","Heide03.5.100","exp1","24","15",79.7260994192048
"1759","Heide03","Heide03.5.100","exp1","24","15",79.7260994192048
"1760","Heide03","Heide03.5.100","exp1","24","15",79.7260994192048
"1761","Heide03","Heide03.5.100","exp1","24","15",79.7260994192048
"1762","Heide03","Heide03.5.100","exp1","24","15",79.7260994192048
"1763","Heide03","Heide03.5.100","exp1","24","15",79.7260994192048
"1764","Heide03","Heide03.5.130","exp1","24","15",104.06281795064
"1765","Heide03","Heide03.5.130","exp1","24","15",104.06281795064
"1766","Heide03","Heide03.5.130","exp1","24","15",104.06281795064
"1767","Heide03","Heide03.5.130","exp1","24","15",104.06281795064
"1768","Heide03","Heide03.5.130","exp1","24","15",104.06281795064
"1769","Heide03","Heide03.5.130","exp1","24","15",104.06281795064
"1770","Heide03","Heide03.5.130","exp1","24","15",104.06281795064
"1771","Heide03","Heide03.5.130","exp1","24","15",104.06281795064
"1772","Heide03","Heide03.5.130","exp1","24","15",104.06281795064
"1773","Heide03","Heide03.5.40","exp1","24","15",31.8918595470733
"1774","Heide03","Heide03.5.40","exp1","24","15",31.8918595470733
"1775","Heide03","Heide03.5.40","exp1","24","15",31.8918595470733
"1776","Heide03","Heide03.5.40","exp1","24","15",31.8918595470733
"1777","Heide03","Heide03.5.40","exp1","24","15",31.8918595470733
"1778","Heide03","Heide03.5.40","exp1","24","15",31.8918595470733
"1779","Heide03","Heide03.5.40","exp1","24","15",31.8918595470733
"1780","Heide03","Heide03.5.40","exp1","24","15",31.8918595470733
"1781","Heide03","Heide03.5.40","exp1","24","15",31.8918595470733
"1782","Heide03","Heide03.5.70","exp1","24","15",56.2285780785086
"1783","Heide03","Heide03.5.70","exp1","24","15",56.2285780785086
"1784","Heide03","Heide03.5.70","exp1","24","15",56.2285780785086
"1785","Heide03","Heide03.5.70","exp1","24","15",56.2285780785086
"1786","Heide03","Heide03.5.70","exp1","24","15",56.2285780785086
"1787","Heide03","Heide03.5.70","exp1","24","15",56.2285780785086
"1788","Heide03","Heide03.5.70","exp1","24","15",56.2285780785086
"1789","Heide03","Heide03.5.70","exp1","24","15",56.2285780785086
"1790","Heide03","Heide03.5.70","exp1","24","15",56.2285780785086
"1791","heide05","heide05..","exp1","24","21",NA
"1792","heide05","heide05..","exp1","10","9",NA
"1793","heide05","heide05..","exp1","24","9",NA
"1794","heide05","heide05..","exp1","10","12",NA
"1795","heide05","heide05..","exp1","24","12",NA
"1796","heide05","heide05..","exp1","10","15",NA
"1797","heide05","heide05..","exp1","24","15",NA
"1798","heide05","heide05..","exp1","10","21",NA
"1799","heide05","heide05..","exp1","24","21",NA
"1800","heide05","heide05..","exp1","10","9",NA
"1801","heide05","heide05..","exp1","24","9",NA
"1802","heide05","heide05..","exp1","10","12",NA
"1803","heide05","heide05..","exp1","24","12",NA
"1804","heide05","heide05..","exp1","10","15",NA
"1805","heide05","heide05..","exp1","24","15",NA
"1806","heide05","heide05..","exp1","10","21",NA
"1807","heide05","heide05..","exp1","24","21",NA
"1808","heide05","heide05..","exp1","10","21",NA
"1809","heide05","heide05..","exp1","10","21",NA
"1810","heide05","heide05..","exp1","10","21",NA
"1811","heide05","heide05..","exp1","10","21",NA
"1812","heide05","heide05..","exp1","10","21",NA
"1813","heide05","heide05..","exp1","10","21",NA
"1814","heide05","heide05..","exp1","10","21",NA
"1815","heide05","heide05..","exp1","10","21",NA
"1816","heide05","heide05..","exp1","10","21",NA
"1817","heide05","heide05..","exp1","10","9",NA
"1818","heide05","heide05..","exp1","10","9",NA
"1819","heide05","heide05..","exp1","10","9",NA
"1820","heide05","heide05..","exp1","24","21",NA
"1821","heide05","heide05..","exp1","24","21",NA
"1822","heide05","heide05..","exp1","24","21",NA
"1823","heide05","heide05..","exp1","24","21",NA
"1824","heide05","heide05..","exp1","24","21",NA
"1825","heide05","heide05..","exp1","24","21",NA
"1826","heide05","heide05..","exp1","24","21",NA
"1827","heide05","heide05..","exp1","24","21",NA
"1828","heide05","heide05..","exp1","24","21",NA
"1829","heide05","heide05..","exp1","24","9",NA
"1830","heide05","heide05..","exp1","24","9",NA
"1831","heide05","heide05..","exp1","24","9",NA
"1832","heide05","heide05..","exp1","10","15",NA
"1833","heide05","heide05..","exp1","10","15",NA
"1834","heide05","heide05..","exp1","10","15",NA
"1835","heide05","heide05..","exp1","10","15",NA
"1836","heide05","heide05..","exp1","10","15",NA
"1837","heide05","heide05..","exp1","10","15",NA
"1838","heide05","heide05..","exp1","10","15",NA
"1839","heide05","heide05..","exp1","10","15",NA
"1840","heide05","heide05..","exp1","10","15",NA
"1841","heide05","heide05..","exp1","24","15",NA
"1842","heide05","heide05..","exp1","24","15",NA
"1843","heide05","heide05..","exp1","24","15",NA
"1844","heide05","heide05..","exp1","24","15",NA
"1845","heide05","heide05..","exp1","24","15",NA
"1846","heide05","heide05..","exp1","24","15",NA
"1847","heide05","heide05..","exp1","24","15",NA
"1848","heide05","heide05..","exp1","24","15",NA
"1849","heide05","heide05..","exp1","24","15",NA
"1850","heide05","heide05..","exp1","10","12",NA
"1851","heide05","heide05..","exp1","10","12",NA
"1852","heide05","heide05..","exp1","10","12",NA
"1853","heide05","heide05..","exp1","10","12",NA
"1854","heide05","heide05..","exp1","10","12",NA
"1855","heide05","heide05..","exp1","10","12",NA
"1856","heide05","heide05..","exp1","10","12",NA
"1857","heide05","heide05..","exp1","10","12",NA
"1858","heide05","heide05..","exp1","10","12",NA
"1859","heide05","heide05..","exp1","24","12",NA
"1860","heide05","heide05..","exp1","24","12",NA
"1861","heide05","heide05..","exp1","24","12",NA
"1862","heide05","heide05..","exp1","24","12",NA
"1863","heide05","heide05..","exp1","24","12",NA
"1864","heide05","heide05..","exp1","24","12",NA
"1865","heide05","heide05..","exp1","24","12",NA
"1866","heide05","heide05..","exp1","24","12",NA
"1867","heide05","heide05..","exp1","24","12",NA
"1868","heide05","heide05..","exp1","10","9",NA
"1869","heide05","heide05..","exp1","10","9",NA
"1870","heide05","heide05..","exp1","10","9",NA
"1871","heide05","heide05..","exp1","10","9",NA
"1872","heide05","heide05..","exp1","10","9",NA
"1873","heide05","heide05..","exp1","10","9",NA
"1874","heide05","heide05..","exp1","10","9",NA
"1875","heide05","heide05..","exp1","10","9",NA
"1876","heide05","heide05..","exp1","10","9",NA
"1877","heide05","heide05..","exp1","24","9",NA
"1878","heide05","heide05..","exp1","24","9",NA
"1879","heide05","heide05..","exp1","24","9",NA
"1880","heide05","heide05..","exp1","24","9",NA
"1881","heide05","heide05..","exp1","24","9",NA
"1882","heide05","heide05..","exp1","24","9",NA
"1883","heide05","heide05..","exp1","24","9",NA
"1884","heide05","heide05..","exp1","24","9",NA
"1885","heide05","heide05..","exp1","24","9",NA
"1886","heide05","heide05..","exp2","10","21",NA
"1887","heide05","heide05..","exp2","10","21",NA
"1888","heide05","heide05..","exp2","10","21",NA
"1889","heide05","heide05..","exp2","10","21",NA
"1890","heide05","heide05..","exp2","10","21",NA
"1891","heide05","heide05..","exp2","10","21",NA
"1892","heide05","heide05..","exp2","10","21",NA
"1893","heide05","heide05..","exp2","10","21",NA
"1894","heide05","heide05..","exp2","10","21",NA
"1895","heide05","heide05..","exp2","24","21",NA
"1896","heide05","heide05..","exp2","24","21",NA
"1897","heide05","heide05..","exp2","24","21",NA
"1898","heide05","heide05..","exp2","24","21",NA
"1899","heide05","heide05..","exp2","24","21",NA
"1900","heide05","heide05..","exp2","24","21",NA
"1901","heide05","heide05..","exp2","24","21",NA
