"","uniqueid","trayloc","substrate","germdate","doy","daysfromstart","sp","strat","temp","individual","location","origin","germinated","treatment","uniqind"
"960","1f6Soil","1f6","Soil",2015-12-04,338,11,"PLALAN",60,11.3,"US27","USA--Arnold Arboretum ","USA",1,"11.3_60","PLALAN_US27"
"1014","20a10Soil","20a10","Soil",2015-12-05,339,12,"TAROFF",60,25.3,"US02","USA--Harvard Forest","USA",1,"25.3_60","TAROFF_US02"
"1015","20a11Soil","20a11","Soil",2015-12-01,335,8,"TAROFF",60,25.3,"US21","USA--Arnold Arboretum ","USA",1,"25.3_60","TAROFF_US21"
"1016","20a12Soil","20a12","Soil",2015-11-27,331,4,"DACGLO",60,25.3,"US01","USA--Harvard Forest","USA",1,"25.3_60","DACGLO_US01"
"1017","20a5Soil","20a5","Soil",NA,NA,NA,"CAPBUR",60,25.3,"US01","USA--Harvard Forest","USA",0,"25.3_60","CAPBUR_US01"
"1018","20a6Soil","20a6","Soil",NA,NA,NA,"CAPBUR",60,25.3,"US02","USA--Harvard Forest","USA",0,"25.3_60","CAPBUR_US02"
"1019","20a7Soil","20a7","Soil",2015-12-23,357,30,"CHEMAJ",60,25.3,"US06","USA--Walden","USA",1,"25.3_60","CHEMAJ_US06"
"1020","20a8Soil","20a8","Soil",2015-12-07,341,14,"CHEMAJ",60,25.3,"US20","USA--Arnold Arboretum ","USA",1,"25.3_60","CHEMAJ_US20"
"1021","20a9Soil","20a9","Soil",2015-12-05,339,12,"RUMCRI",60,25.3,"US24","USA--Arnold Arboretum ","USA",1,"25.3_60","RUMCRI_US24"
"1022","20b10Soil","20b10","Soil",2015-11-29,333,6,"TAROFF",60,25.3,"US02","USA--Harvard Forest","USA",1,"25.3_60","TAROFF_US02"
"1023","20b11Soil","20b11","Soil",2015-12-01,335,8,"TAROFF",60,25.3,"US21","USA--Arnold Arboretum ","USA",1,"25.3_60","TAROFF_US21"
"1024","20b12Soil","20b12","Soil",2015-11-29,333,6,"DACGLO",60,25.3,"US01","USA--Harvard Forest","USA",1,"25.3_60","DACGLO_US01"
"1025","20b5Soil","20b5","Soil",NA,NA,NA,"CAPBUR",60,25.3,"US01","USA--Harvard Forest","USA",0,"25.3_60","CAPBUR_US01"
"1026","20b6Soil","20b6","Soil",NA,NA,NA,"CAPBUR",60,25.3,"US02","USA--Harvard Forest","USA",0,"25.3_60","CAPBUR_US02"
"1027","20b7Soil","20b7","Soil",2015-12-15,349,22,"CHEMAJ",60,25.3,"US06","USA--Walden","USA",1,"25.3_60","CHEMAJ_US06"
"1028","20b8Soil","20b8","Soil",2015-12-07,341,14,"RUMCRI",60,25.3,"US01","USA--Walden","USA",1,"25.3_60","RUMCRI_US01"
"1029","20b9Soil","20b9","Soil",2015-12-03,337,10,"RUMCRI",60,25.3,"US24","USA--Arnold Arboretum ","USA",1,"25.3_60","RUMCRI_US24"
"1030","20c10Soil","20c10","Soil",2015-12-01,335,8,"TAROFF",60,25.3,"US02","USA--Harvard Forest","USA",1,"25.3_60","TAROFF_US02"
"1031","20c11Soil","20c11","Soil",2015-11-29,333,6,"TAROFF",60,25.3,"US21","USA--Arnold Arboretum ","USA",1,"25.3_60","TAROFF_US21"
"1032","20c5Soil","20c5","Soil",NA,NA,NA,"CAPBUR",60,25.3,"US01","USA--Harvard Forest","USA",0,"25.3_60","CAPBUR_US01"
"1033","20c6Soil","20c6","Soil",NA,NA,NA,"CAPBUR",60,25.3,"US02","USA--Harvard Forest","USA",0,"25.3_60","CAPBUR_US02"
"1034","20c7Soil","20c7","Soil",2016-01-11,11,49,"CHEMAJ",60,25.3,"US20","USA--Arnold Arboretum ","USA",1,"25.3_60","CHEMAJ_US20"
"1035","20c8Soil","20c8","Soil",2015-12-29,363,36,"RUMCRI",60,25.3,"US01","USA--Walden","USA",1,"25.3_60","RUMCRI_US01"
"1036","20c9Soil","20c9","Soil",2015-12-01,335,8,"RUMCRI",60,25.3,"US24","USA--Arnold Arboretum ","USA",1,"25.3_60","RUMCRI_US24"
"1037","20d10Soil","20d10","Soil",2015-12-03,337,10,"TAROFF",60,25.3,"US02","USA--Harvard Forest","USA",1,"25.3_60","TAROFF_US02"
"1038","20d11Soil","20d11","Soil",2015-11-29,333,6,"DACGLO",60,25.3,"US01","USA--Harvard Forest","USA",1,"25.3_60","DACGLO_US01"
"1039","20d5Soil","20d5","Soil",NA,NA,NA,"CAPBUR",60,25.3,"US01","USA--Harvard Forest","USA",0,"25.3_60","CAPBUR_US01"
"1040","20d6Soil","20d6","Soil",NA,NA,NA,"CAPBUR",60,25.3,"US02","USA--Harvard Forest","USA",0,"25.3_60","CAPBUR_US02"
"1041","20d7Soil","20d7","Soil",2015-12-17,351,24,"CHEMAJ",60,25.3,"US20","USA--Arnold Arboretum ","USA",1,"25.3_60","CHEMAJ_US20"
"1042","20d8Soil","20d8","Soil",2015-12-29,363,36,"RUMCRI",60,25.3,"US01","USA--Walden","USA",1,"25.3_60","RUMCRI_US01"
"1043","20d9Soil","20d9","Soil",2015-12-05,339,12,"RUMCRI",60,25.3,"US24","USA--Arnold Arboretum ","USA",1,"25.3_60","RUMCRI_US24"
"1044","20e10Soil","20e10","Soil",2015-12-03,337,10,"TAROFF",60,25.3,"US21","USA--Arnold Arboretum ","USA",1,"25.3_60","TAROFF_US21"
"1045","20e11Soil","20e11","Soil",2015-11-29,333,6,"DACGLO",60,25.3,"US01","USA--Harvard Forest","USA",1,"25.3_60","DACGLO_US01"
"1046","20e5Soil","20e5","Soil",2015-12-01,335,8,"CAPBUR",60,25.3,"US01","USA--Harvard Forest","USA",1,"25.3_60","CAPBUR_US01"
"1047","20e6Soil","20e6","Soil",2015-12-17,351,24,"CHEMAJ",60,25.3,"US06","USA--Walden","USA",1,"25.3_60","CHEMAJ_US06"
"1048","20e7Soil","20e7","Soil",2015-12-09,343,16,"CHEMAJ",60,25.3,"US20","USA--Arnold Arboretum ","USA",1,"25.3_60","CHEMAJ_US20"
"1049","20e8Soil","20e8","Soil",2015-11-29,333,6,"RUMCRI",60,25.3,"US01","USA--Walden","USA",1,"25.3_60","RUMCRI_US01"
"1050","20e9Soil","20e9","Soil",2015-12-03,337,10,"RUMCRI",60,25.3,"US24","USA--Arnold Arboretum ","USA",1,"25.3_60","RUMCRI_US24"
"1051","20f10Soil","20f10","Soil",2015-12-05,339,12,"TAROFF",60,25.3,"US21","USA--Arnold Arboretum ","USA",1,"25.3_60","TAROFF_US21"
"1052","20f11Soil","20f11","Soil",2015-11-29,333,6,"DACGLO",60,25.3,"US01","USA--Harvard Forest","USA",1,"25.3_60","DACGLO_US01"
"1053","20f5Soil","20f5","Soil",NA,NA,NA,"CAPBUR",60,25.3,"US02","USA--Harvard Forest","USA",0,"25.3_60","CAPBUR_US02"
"1054","20f6Soil","20f6","Soil",2015-12-23,357,30,"CHEMAJ",60,25.3,"US06","USA--Walden","USA",1,"25.3_60","CHEMAJ_US06"
"1055","20f7Soil","20f7","Soil",2015-12-23,357,30,"CHEMAJ",60,25.3,"US20","USA--Arnold Arboretum ","USA",1,"25.3_60","CHEMAJ_US20"
"1056","20f8Soil","20f8","Soil",2015-12-23,357,30,"RUMCRI",60,25.3,"US01","USA--Walden","USA",1,"25.3_60","RUMCRI_US01"
"1057","20f9Soil","20f9","Soil",2015-11-29,333,6,"TAROFF",60,25.3,"US02","USA--Harvard Forest","USA",1,"25.3_60","TAROFF_US02"
"1058","21a10Soil","21a10","Soil",2015-12-03,337,10,"DACGLO",30,11.3,"EU06","Europe--Bois de Boulogne, Paris, France","Europe",1,"11.3_30","DACGLO_EU06"
"1059","21a2Soil","21a2","Soil",NA,NA,NA,"PLALAN",30,11.3,"EU04","Europe--Bois de Boulogne, Paris, France","Europe",0,"11.3_30","PLALAN_EU04"
"1060","21a3Soil","21a3","Soil",2015-12-09,343,16,"PLALAN",30,11.3,"EU11","Europe--Vlieland, The Netherlands","Europe",1,"11.3_30","PLALAN_EU11"
"1061","21a4Soil","21a4","Soil",2015-12-21,355,28,"PLALAN",30,11.3,"EU19","Europe--Copenhagen, Denmark","Europe",1,"11.3_30","PLALAN_EU19"
"1062","21a5Soil","21a5","Soil",2015-12-15,349,22,"PLAMED",30,11.3,"EU05","Europe--Le Tretien, Switzerland","Europe",1,"11.3_30","PLAMED_EU05"
"1063","21a6Soil","21a6","Soil",NA,NA,NA,"PLAMED",30,11.3,"EU12","Europe--Le Tretien, Switzerland","Europe",0,"11.3_30","PLAMED_EU12"
"1064","21a7Soil","21a7","Soil",2015-11-29,333,6,"TAROFF",60,11.3,"EU11","Europe--Arna, Norway","Europe",1,"11.3_60","TAROFF_EU11"
"1065","21a8Soil","21a8","Soil",NA,NA,NA,"CAPBUR",30,11.3,"EU13","Europe--Copenhagen, Denmark","Europe",0,"11.3_30","CAPBUR_EU13"
"1066","21a9Soil","21a9","Soil",2015-11-29,333,6,"PLACOR",30,11.3,"EU01","Europe--Vlieland, The Netherlands","Europe",1,"11.3_30","PLACOR_EU01"
"1067","21b10Soil","21b10","Soil",2015-12-03,337,10,"DACGLO",30,11.3,"EU06","Europe--Bois de Boulogne, Paris, France","Europe",1,"11.3_30","DACGLO_EU06"
"1068","21b2Soil","21b2","Soil",2015-12-03,337,10,"PLALAN",30,11.3,"EU05","Europe--Bois de Boulogne, Paris, France","Europe",1,"11.3_30","PLALAN_EU05"
"1069","21b3Soil","21b3","Soil",NA,NA,NA,"PLALAN",30,11.3,"EU13","Europe--Leer, Germany","Europe",0,"11.3_30","PLALAN_EU13"
"1070","21b4Soil","21b4","Soil",2015-12-05,339,12,"PLAMAJ",30,11.3,"EU08","Europe--Grenoble, France","Europe",1,"11.3_30","PLAMAJ_EU08"
"1071","21b5Soil","21b5","Soil",NA,NA,NA,"PLAMED",30,11.3,"EU05","Europe--Le Tretien, Switzerland","Europe",0,"11.3_30","PLAMED_EU05"
"1072","21b6Soil","21b6","Soil",NA,NA,NA,"PLAMED",30,11.3,"EU12","Europe--Le Tretien, Switzerland","Europe",0,"11.3_30","PLAMED_EU12"
"1073","21b7Soil","21b7","Soil",NA,NA,NA,"TAROFF",60,11.3,"EU11","Europe--Arna, Norway","Europe",0,"11.3_60","TAROFF_EU11"
"1074","21b8Soil","21b8","Soil",NA,NA,NA,"CAPBUR",30,11.3,"EU13","Europe--Copenhagen, Denmark","Europe",0,"11.3_30","CAPBUR_EU13"
"1075","21b9Soil","21b9","Soil",2015-12-05,339,12,"PLACOR",30,11.3,"EU04","Europe--Vlieland, The Netherlands","Europe",1,"11.3_30","PLACOR_EU04"
"1076","21c10Soil","21c10","Soil",NA,NA,NA,"DACGLO",30,11.3,"EU06","Europe--Bois de Boulogne, Paris, France","Europe",0,"11.3_30","DACGLO_EU06"
"1077","21c2Soil","21c2","Soil",2015-12-09,343,16,"PLALAN",30,11.3,"EU06","Europe--Vlieland, The Netherlands","Europe",1,"11.3_30","PLALAN_EU06"
"1078","21c3Soil","21c3","Soil",NA,NA,NA,"PLALAN",30,11.3,"EU14","Europe--Leer, Germany","Europe",0,"11.3_30","PLALAN_EU14"
"1079","21c4Soil","21c4","Soil",2015-12-05,339,12,"PLAMAJ",30,11.3,"EU08","Europe--Grenoble, France","Europe",1,"11.3_30","PLAMAJ_EU08"
"1080","21c5Soil","21c5","Soil",NA,NA,NA,"PLAMED",30,11.3,"EU05","Europe--Le Tretien, Switzerland","Europe",0,"11.3_30","PLAMED_EU05"
"1081","21c6Soil","21c6","Soil",NA,NA,NA,"PLAMED",30,11.3,"EU12","Europe--Le Tretien, Switzerland","Europe",0,"11.3_30","PLAMED_EU12"
"1082","21c7Soil","21c7","Soil",NA,NA,NA,"TAROFF",60,11.3,"EU11","Europe--Arna, Norway","Europe",0,"11.3_60","TAROFF_EU11"
"1083","21c8Soil","21c8","Soil",2015-11-29,333,6,"PLACOR",30,11.3,"EU01","Europe--Vlieland, The Netherlands","Europe",1,"11.3_30","PLACOR_EU01"
"1084","21c9Soil","21c9","Soil",2015-12-01,335,8,"PLACOR",30,11.3,"EU04","Europe--Vlieland, The Netherlands","Europe",1,"11.3_30","PLACOR_EU04"
"1085","21d10Soil","21d10","Soil",NA,NA,NA,"DACGLO",30,11.3,"EU06","Europe--Bois de Boulogne, Paris, France","Europe",0,"11.3_30","DACGLO_EU06"
"1086","21d1Soil","21d1","Soil",NA,NA,NA,"PLALAN",30,11.3,"EU01","Europe--Bois de Boulogne, Paris, France","Europe",0,"11.3_30","PLALAN_EU01"
"1087","21d2Soil","21d2","Soil",NA,NA,NA,"PLALAN",30,11.3,"EU07","Europe--Vlieland, The Netherlands","Europe",0,"11.3_30","PLALAN_EU07"
"1088","21d3Soil","21d3","Soil",NA,NA,NA,"PLALAN",30,11.3,"EU15","Europe--Leer, Germany","Europe",0,"11.3_30","PLALAN_EU15"
"1089","21d4Soil","21d4","Soil",2015-12-05,339,12,"PLAMAJ",30,11.3,"EU08","Europe--Grenoble, France","Europe",1,"11.3_30","PLAMAJ_EU08"
"1090","21d5Soil","21d5","Soil",NA,NA,NA,"PLAMED",30,11.3,"EU05","Europe--Le Tretien, Switzerland","Europe",0,"11.3_30","PLAMED_EU05"
"1091","21d6Soil","21d6","Soil",2016-01-29,29,67,"PLAMED",30,11.3,"EU12","Europe--Le Tretien, Switzerland","Europe",1,"11.3_30","PLAMED_EU12"
"1092","21d7Soil","21d7","Soil",NA,NA,NA,"CAPBUR",30,11.3,"EU13","Europe--Copenhagen, Denmark","Europe",0,"11.3_30","CAPBUR_EU13"
"1093","21d8Soil","21d8","Soil",2015-11-29,333,6,"PLACOR",30,11.3,"EU01","Europe--Vlieland, The Netherlands","Europe",1,"11.3_30","PLACOR_EU01"
"1094","21d9Soil","21d9","Soil",2015-12-05,339,12,"PLACOR",30,11.3,"EU04","Europe--Vlieland, The Netherlands","Europe",1,"11.3_30","PLACOR_EU04"
"1095","21e10Soil","21e10","Soil",2015-11-27,331,4,"DACGLO",30,11.3,"EU06","Europe--Bois de Boulogne, Paris, France","Europe",1,"11.3_30","DACGLO_EU06"
"1096","21e1Soil","21e1","Soil",2015-12-03,337,10,"PLALAN",30,11.3,"EU02","Europe--Bois de Boulogne, Paris, France","Europe",1,"11.3_30","PLALAN_EU02"
"1097","21e2Soil","21e2","Soil",2015-12-07,341,14,"PLALAN",30,11.3,"EU08","Europe--Vlieland, The Netherlands","Europe",1,"11.3_30","PLALAN_EU08"
"1098","21e3Soil","21e3","Soil",2015-12-05,339,12,"PLALAN",30,11.3,"EU17","Europe--Leer, Germany","Europe",1,"11.3_30","PLALAN_EU17"
"1099","21e4Soil","21e4","Soil",2015-12-05,339,12,"PLAMAJ",30,11.3,"EU08","Europe--Grenoble, France","Europe",1,"11.3_30","PLAMAJ_EU08"
"1100","21e5Soil","21e5","Soil",NA,NA,NA,"PLAMED",30,11.3,"EU05","Europe--Le Tretien, Switzerland","Europe",0,"11.3_30","PLAMED_EU05"
"1101","21e6Soil","21e6","Soil",2015-11-27,331,4,"TAROFF",60,11.3,"EU11","Europe--Arna, Norway","Europe",1,"11.3_60","TAROFF_EU11"
"1102","21e7Soil","21e7","Soil",NA,NA,NA,"CAPBUR",30,11.3,"EU13","Europe--Copenhagen, Denmark","Europe",0,"11.3_30","CAPBUR_EU13"
"1103","21e8Soil","21e8","Soil",2015-11-29,333,6,"PLACOR",30,11.3,"EU01","Europe--Vlieland, The Netherlands","Europe",1,"11.3_30","PLACOR_EU01"
"1104","21e9Soil","21e9","Soil",NA,NA,NA,"PLACOR",30,11.3,"EU04","Europe--Vlieland, The Netherlands","Europe",0,"11.3_30","PLACOR_EU04"
"1105","21f1Soil","21f1","Soil",2015-12-07,341,14,"PLALAN",30,11.3,"EU03","Europe--Bois de Boulogne, Paris, France","Europe",1,"11.3_30","PLALAN_EU03"
"1106","21f2Soil","21f2","Soil",NA,NA,NA,"PLALAN",30,11.3,"EU09","Europe--Vlieland, The Netherlands","Europe",0,"11.3_30","PLALAN_EU09"
"1107","21f3Soil","21f3","Soil",2016-01-11,11,49,"PLALAN",30,11.3,"EU18","Europe--Copenhagen, Denmark","Europe",1,"11.3_30","PLALAN_EU18"
"1108","21f4Soil","21f4","Soil",2015-12-03,337,10,"PLAMAJ",30,11.3,"EU08","Europe--Grenoble, France","Europe",1,"11.3_30","PLAMAJ_EU08"
"1109","21f5Soil","21f5","Soil",NA,NA,NA,"PLAMED",30,11.3,"EU12","Europe--Le Tretien, Switzerland","Europe",0,"11.3_30","PLAMED_EU12"
"1110","21f6Soil","21f6","Soil",2015-11-27,331,4,"TAROFF",60,11.3,"EU11","Europe--Arna, Norway","Europe",1,"11.3_60","TAROFF_EU11"
"1111","21f7Soil","21f7","Soil",NA,NA,NA,"CAPBUR",30,11.3,"EU13","Europe--Copenhagen, Denmark","Europe",0,"11.3_30","CAPBUR_EU13"
"1112","21f8Soil","21f8","Soil",2015-11-27,331,4,"PLACOR",30,11.3,"EU01","Europe--Vlieland, The Netherlands","Europe",1,"11.3_30","PLACOR_EU01"
"1113","21f9Soil","21f9","Soil",2015-12-01,335,8,"PLACOR",30,11.3,"EU04","Europe--Vlieland, The Netherlands","Europe",1,"11.3_30","PLACOR_EU04"
"1114","22a10Soil","22a10","Soil",2015-11-29,333,6,"DACGLO",30,16,"EU06","Europe--Bois de Boulogne, Paris, France","Europe",1,"16_30","DACGLO_EU06"
"1115","22a2Soil","22a2","Soil",NA,NA,NA,"PLALAN",30,16,"EU04","Europe--Bois de Boulogne, Paris, France","Europe",0,"16_30","PLALAN_EU04"
"1116","22a3Soil","22a3","Soil",2015-12-03,337,10,"PLALAN",30,16,"EU11","Europe--Vlieland, The Netherlands","Europe",1,"16_30","PLALAN_EU11"
"1117","22a4Soil","22a4","Soil",2015-12-09,343,16,"PLALAN",30,16,"EU19","Europe--Copenhagen, Denmark","Europe",1,"16_30","PLALAN_EU19"
"1118","22a5Soil","22a5","Soil",NA,NA,NA,"PLAMED",30,16,"EU05","Europe--Le Tretien, Switzerland","Europe",0,"16_30","PLAMED_EU05"
"1119","22a6Soil","22a6","Soil",2015-12-17,351,24,"PLAMED",30,16,"EU12","Europe--Le Tretien, Switzerland","Europe",1,"16_30","PLAMED_EU12"
"1120","22a7Soil","22a7","Soil",2015-11-29,333,6,"TAROFF",60,16,"EU11","Europe--Arna, Norway","Europe",1,"16_60","TAROFF_EU11"
"1121","22a8Soil","22a8","Soil",NA,NA,NA,"CAPBUR",30,16,"EU13","Europe--Copenhagen, Denmark","Europe",0,"16_30","CAPBUR_EU13"
"1122","22a9Soil","22a9","Soil",2015-12-05,339,12,"PLACOR",30,16,"EU01","Europe--Vlieland, The Netherlands","Europe",1,"16_30","PLACOR_EU01"
"1123","22b10Soil","22b10","Soil",2015-12-03,337,10,"DACGLO",30,16,"EU06","Europe--Bois de Boulogne, Paris, France","Europe",1,"16_30","DACGLO_EU06"
"1124","22b2Soil","22b2","Soil",2015-12-03,337,10,"PLALAN",30,16,"EU05","Europe--Bois de Boulogne, Paris, France","Europe",1,"16_30","PLALAN_EU05"
"1125","22b3Soil","22b3","Soil",NA,NA,NA,"PLALAN",30,16,"EU13","Europe--Leer, Germany","Europe",0,"16_30","PLALAN_EU13"
"1126","22b4Soil","22b4","Soil",2015-12-01,335,8,"PLAMAJ",30,16,"EU08","Europe--Grenoble, France","Europe",1,"16_30","PLAMAJ_EU08"
"1127","22b5Soil","22b5","Soil",NA,NA,NA,"PLAMED",30,16,"EU05","Europe--Le Tretien, Switzerland","Europe",0,"16_30","PLAMED_EU05"
"1128","22b6Soil","22b6","Soil",NA,NA,NA,"PLAMED",30,16,"EU12","Europe--Le Tretien, Switzerland","Europe",0,"16_30","PLAMED_EU12"
"1129","22b7Soil","22b7","Soil",2015-12-03,337,10,"TAROFF",60,16,"EU11","Europe--Arna, Norway","Europe",1,"16_60","TAROFF_EU11"
"1130","22b8Soil","22b8","Soil",NA,NA,NA,"CAPBUR",30,16,"EU13","Europe--Copenhagen, Denmark","Europe",0,"16_30","CAPBUR_EU13"
"1131","22b9Soil","22b9","Soil",2015-12-01,335,8,"PLACOR",30,16,"EU04","Europe--Vlieland, The Netherlands","Europe",1,"16_30","PLACOR_EU04"
"1132","22c10Soil","22c10","Soil",2015-12-03,337,10,"DACGLO",30,16,"EU06","Europe--Bois de Boulogne, Paris, France","Europe",1,"16_30","DACGLO_EU06"
"1133","22c2Soil","22c2","Soil",2015-12-01,335,8,"PLALAN",30,16,"EU06","Europe--Vlieland, The Netherlands","Europe",1,"16_30","PLALAN_EU06"
"1134","22c3Soil","22c3","Soil",NA,NA,NA,"PLALAN",30,16,"EU14","Europe--Leer, Germany","Europe",0,"16_30","PLALAN_EU14"
"1135","22c4Soil","22c4","Soil",2015-12-01,335,8,"PLAMAJ",30,16,"EU08","Europe--Grenoble, France","Europe",1,"16_30","PLAMAJ_EU08"
"1136","22c5Soil","22c5","Soil",NA,NA,NA,"PLAMED",30,16,"EU05","Europe--Le Tretien, Switzerland","Europe",0,"16_30","PLAMED_EU05"
"1137","22c6Soil","22c6","Soil",2015-12-17,351,24,"PLAMED",30,16,"EU12","Europe--Le Tretien, Switzerland","Europe",1,"16_30","PLAMED_EU12"
"1138","22c7Soil","22c7","Soil",2016-12-21,356,29,"TAROFF",60,16,"EU11","Europe--Arna, Norway","Europe",1,"16_60","TAROFF_EU11"
"1139","22c8Soil","22c8","Soil",2015-11-29,333,6,"PLACOR",30,16,"EU01","Europe--Vlieland, The Netherlands","Europe",1,"16_30","PLACOR_EU01"
"1140","22c9Soil","22c9","Soil",2015-11-29,333,6,"PLACOR",30,16,"EU04","Europe--Vlieland, The Netherlands","Europe",1,"16_30","PLACOR_EU04"
"1141","22d10Soil","22d10","Soil",2015-11-29,333,6,"DACGLO",30,16,"EU06","Europe--Bois de Boulogne, Paris, France","Europe",1,"16_30","DACGLO_EU06"
"1142","22d1Soil","22d1","Soil",NA,NA,NA,"PLALAN",30,16,"EU01","Europe--Bois de Boulogne, Paris, France","Europe",0,"16_30","PLALAN_EU01"
"1143","22d2Soil","22d2","Soil",2015-12-03,337,10,"PLALAN",30,16,"EU07","Europe--Vlieland, The Netherlands","Europe",1,"16_30","PLALAN_EU07"
"1144","22d3Soil","22d3","Soil",2015-12-15,349,22,"PLALAN",30,16,"EU15","Europe--Leer, Germany","Europe",1,"16_30","PLALAN_EU15"
"1145","22d4Soil","22d4","Soil",2015-12-03,337,10,"PLAMAJ",30,16,"EU08","Europe--Grenoble, France","Europe",1,"16_30","PLAMAJ_EU08"
"1146","22d5Soil","22d5","Soil",NA,NA,NA,"PLAMED",30,16,"EU05","Europe--Le Tretien, Switzerland","Europe",0,"16_30","PLAMED_EU05"
"1147","22d6Soil","22d6","Soil",NA,NA,NA,"PLAMED",30,16,"EU12","Europe--Le Tretien, Switzerland","Europe",0,"16_30","PLAMED_EU12"
"1148","22d7Soil","22d7","Soil",NA,NA,NA,"CAPBUR",30,16,"EU13","Europe--Copenhagen, Denmark","Europe",0,"16_30","CAPBUR_EU13"
"1149","22d8Soil","22d8","Soil",2015-11-27,331,4,"PLACOR",30,16,"EU01","Europe--Vlieland, The Netherlands","Europe",1,"16_30","PLACOR_EU01"
"1150","22d9Soil","22d9","Soil",2015-11-29,333,6,"PLACOR",30,16,"EU04","Europe--Vlieland, The Netherlands","Europe",1,"16_30","PLACOR_EU04"
"1151","22e10Soil","22e10","Soil",2015-12-03,337,10,"DACGLO",30,16,"EU06","Europe--Bois de Boulogne, Paris, France","Europe",1,"16_30","DACGLO_EU06"
"1152","22e1Soil","22e1","Soil",2015-12-07,341,14,"PLALAN",30,16,"EU02","Europe--Bois de Boulogne, Paris, France","Europe",1,"16_30","PLALAN_EU02"
"1153","22e2Soil","22e2","Soil",2015-12-05,339,12,"PLALAN",30,16,"EU08","Europe--Vlieland, The Netherlands","Europe",1,"16_30","PLALAN_EU08"
"1154","22e3Soil","22e3","Soil",NA,NA,NA,"PLALAN",30,16,"EU17","Europe--Leer, Germany","Europe",0,"16_30","PLALAN_EU17"
"1155","22e4Soil","22e4","Soil",2015-12-01,335,8,"PLAMAJ",30,16,"EU08","Europe--Grenoble, France","Europe",1,"16_30","PLAMAJ_EU08"
"1156","22e5Soil","22e5","Soil",NA,NA,NA,"PLAMED",30,16,"EU05","Europe--Le Tretien, Switzerland","Europe",0,"16_30","PLAMED_EU05"
"1157","22e6Soil","22e6","Soil",NA,NA,NA,"TAROFF",60,16,"EU11","Europe--Arna, Norway","Europe",0,"16_60","TAROFF_EU11"
"1158","22e7Soil","22e7","Soil",NA,NA,NA,"CAPBUR",30,16,"EU13","Europe--Copenhagen, Denmark","Europe",0,"16_30","CAPBUR_EU13"
"1159","22e8Soil","22e8","Soil",2015-11-27,331,4,"PLACOR",30,16,"EU01","Europe--Vlieland, The Netherlands","Europe",1,"16_30","PLACOR_EU01"
"1160","22e9Soil","22e9","Soil",2015-11-29,333,6,"PLACOR",30,16,"EU04","Europe--Vlieland, The Netherlands","Europe",1,"16_30","PLACOR_EU04"
"1161","22f1Soil","22f1","Soil",2015-12-05,339,12,"PLALAN",30,16,"EU03","Europe--Bois de Boulogne, Paris, France","Europe",1,"16_30","PLALAN_EU03"
"1162","22f2Soil","22f2","Soil",2015-12-05,339,12,"PLALAN",30,16,"EU09","Europe--Vlieland, The Netherlands","Europe",1,"16_30","PLALAN_EU09"
"1163","22f3Soil","22f3","Soil",NA,NA,NA,"PLALAN",30,16,"EU18","Europe--Copenhagen, Denmark","Europe",0,"16_30","PLALAN_EU18"
"1164","22f4Soil","22f4","Soil",2015-12-03,337,10,"PLAMAJ",30,16,"EU08","Europe--Grenoble, France","Europe",1,"16_30","PLAMAJ_EU08"
"1165","22f5Soil","22f5","Soil",NA,NA,NA,"PLAMED",30,16,"EU12","Europe--Le Tretien, Switzerland","Europe",0,"16_30","PLAMED_EU12"
"1166","22f6Soil","22f6","Soil",2015-12-01,335,8,"TAROFF",60,16,"EU11","Europe--Arna, Norway","Europe",1,"16_60","TAROFF_EU11"
"1167","22f7Soil","22f7","Soil",2015-12-09,343,16,"CAPBUR",30,16,"EU13","Europe--Copenhagen, Denmark","Europe",1,"16_30","CAPBUR_EU13"
"1168","22f8Soil","22f8","Soil",2015-11-29,333,6,"PLACOR",30,16,"EU01","Europe--Vlieland, The Netherlands","Europe",1,"16_30","PLACOR_EU01"
"1169","22f9Soil","22f9","Soil",2015-11-29,333,6,"PLACOR",30,16,"EU04","Europe--Vlieland, The Netherlands","Europe",1,"16_30","PLACOR_EU04"
"1170","23a10Soil","23a10","Soil",NA,NA,NA,"DACGLO",30,20.7,"EU06","Europe--Bois de Boulogne, Paris, France","Europe",0,"20.7_30","DACGLO_EU06"
"1171","23a2Soil","23a2","Soil",NA,NA,NA,"PLALAN",30,20.7,"EU04","Europe--Bois de Boulogne, Paris, France","Europe",0,"20.7_30","PLALAN_EU04"
"1172","23a3Soil","23a3","Soil",NA,NA,NA,"PLALAN",30,20.7,"EU11","Europe--Vlieland, The Netherlands","Europe",0,"20.7_30","PLALAN_EU11"
"1173","23a4Soil","23a4","Soil",NA,NA,NA,"PLALAN",30,20.7,"EU19","Europe--Copenhagen, Denmark","Europe",0,"20.7_30","PLALAN_EU19"
"1174","23a5Soil","23a5","Soil",NA,NA,NA,"PLAMED",30,20.7,"EU05","Europe--Le Tretien, Switzerland","Europe",0,"20.7_30","PLAMED_EU05"
"1175","23a6Soil","23a6","Soil",NA,NA,NA,"PLAMED",30,20.7,"EU12","Europe--Le Tretien, Switzerland","Europe",0,"20.7_30","PLAMED_EU12"
"1176","23a7Soil","23a7","Soil",2015-12-03,337,10,"TAROFF",60,20.7,"EU11","Europe--Arna, Norway","Europe",1,"20.7_60","TAROFF_EU11"
