Lat	Lon	MeanDateLeaf
42.8800	-8.9300	  94.2
43.0500	-8.9300	  95.6
43.2100	-8.9300	  96.6
51.6800	-8.9300	 100.1
51.8400	-8.9300	 101.5
52.0100	-8.9300	 103.8
52.1800	-8.9300	 104.1
52.3400	-8.9300	 105.9
52.5100	-8.9300	 102.7
52.6700	-8.9300	 100.6
52.8400	-8.9300	 100.0
53.0100	-8.9300	  99.5
53.1700	-8.9300	 100.6
53.3400	-8.9300	  98.2
53.5100	-8.9300	  99.8
53.6700	-8.9300	 101.6
53.8400	-8.9300	 103.2
54.0000	-8.9300	 104.0
54.1700	-8.9300	 105.2
54.3400	-8.9300	 105.1
37.2400	-8.7600	  98.7
37.4000	-8.7600	  98.4
38.7300	-8.7600	  99.3
38.9000	-8.7600	 100.0
39.0600	-8.7600	 100.2
39.2300	-8.7600	  99.3
39.4000	-8.7600	  98.3
39.5600	-8.7600	  96.8
39.7300	-8.7600	  96.1
39.8900	-8.7600	  96.8
40.0600	-8.7600	  96.4
40.2300	-8.7600	  96.0
40.3900	-8.7600	  95.1
42.0500	-8.7600	  94.4
42.7200	-8.7600	  95.0
42.8800	-8.7600	  95.4
43.0500	-8.7600	  96.4
43.2100	-8.7600	  97.0
43.3800	-8.7600	  97.7
51.6800	-8.7600	  99.1
51.8400	-8.7600	 100.5
52.0100	-8.7600	 101.8
52.1800	-8.7600	 104.5
52.3400	-8.7600	 102.2
52.5100	-8.7600	 101.4
52.6700	-8.7600	  98.9
52.8400	-8.7600	  98.0
53.0100	-8.7600	  98.9
53.1700	-8.7600	  98.1
53.3400	-8.7600	  97.4
53.5100	-8.7600	  99.7
53.6700	-8.7600	 101.1
53.8400	-8.7600	 102.8
54.0000	-8.7600	 103.1
54.1700	-8.7600	 108.2
54.3400	-8.7600	 107.7
70.9400	-8.7600	 178.0
37.2400	-8.5900	  99.0
37.4000	-8.5900	  97.4
37.5700	-8.5900	  96.9
37.7300	-8.5900	  96.8
37.9000	-8.5900	  95.7
38.0700	-8.5900	  96.5
38.2300	-8.5900	  97.5
38.4000	-8.5900	  98.8
38.5600	-8.5900	  99.2
38.7300	-8.5900	  99.2
38.9000	-8.5900	  99.7
39.0600	-8.5900	 100.1
39.2300	-8.5900	 100.8
39.4000	-8.5900	 100.2
39.5600	-8.5900	  98.2
39.7300	-8.5900	  95.6
39.8900	-8.5900	  96.9
40.0600	-8.5900	  96.7
40.2300	-8.5900	  96.6
40.3900	-8.5900	  96.3
40.5600	-8.5900	  95.5
40.7200	-8.5900	  95.2
41.3900	-8.5900	  95.3
41.5500	-8.5900	  95.0
41.7200	-8.5900	  94.7
41.8800	-8.5900	  94.6
42.0500	-8.5900	  94.8
42.2200	-8.5900	  94.9
42.3800	-8.5900	  95.1
42.5500	-8.5900	  94.9
42.7200	-8.5900	  95.1
42.8800	-8.5900	  95.4
43.0500	-8.5900	  96.5
43.2100	-8.5900	  97.7
43.3800	-8.5900	  98.2
51.6800	-8.5900	  98.2
51.8400	-8.5900	  99.7
52.0100	-8.5900	 100.6
52.1800	-8.5900	 102.0
52.3400	-8.5900	 101.5
52.5100	-8.5900	 100.5
52.6700	-8.5900	  99.1
52.8400	-8.5900	  99.3
53.0100	-8.5900	 100.1
53.1700	-8.5900	  98.3
53.3400	-8.5900	  99.1
53.5100	-8.5900	  98.6
53.6700	-8.5900	  99.6
53.8400	-8.5900	 100.1
54.0000	-8.5900	 105.0
54.1700	-8.5900	 107.1
54.3400	-8.5900	 110.8
54.8300	-8.5900	 118.3
70.9400	-8.5900	 170.1
37.2400	-8.4300	  99.8
37.4000	-8.4300	  96.7
37.5700	-8.4300	  95.7
37.7300	-8.4300	  96.5
37.9000	-8.4300	  95.7
38.0700	-8.4300	  96.7
38.2300	-8.4300	  96.9
38.4000	-8.4300	  98.1
38.5600	-8.4300	  98.8
38.7300	-8.4300	  98.7
38.9000	-8.4300	  99.2
39.0600	-8.4300	  99.9
39.2300	-8.4300	 100.1
39.4000	-8.4300	 100.2
39.5600	-8.4300	  99.6
39.7300	-8.4300	  97.8
39.8900	-8.4300	  96.8
40.0600	-8.4300	  96.6
40.2300	-8.4300	  96.9
40.3900	-8.4300	  96.5
40.5600	-8.4300	  96.1
40.7200	-8.4300	  95.9
40.8900	-8.4300	  95.4
41.0500	-8.4300	  95.3
41.2200	-8.4300	  94.7
41.3900	-8.4300	  94.8
41.5500	-8.4300	  94.9
41.7200	-8.4300	  94.9
41.8800	-8.4300	  94.8
42.0500	-8.4300	  95.0
42.2200	-8.4300	  95.2
42.3800	-8.4300	  94.8
42.5500	-8.4300	  94.9
42.7200	-8.4300	  95.1
42.8800	-8.4300	  95.1
43.0500	-8.4300	  96.1
43.2100	-8.4300	  98.0
43.3800	-8.4300	  98.0
51.8400	-8.4300	  98.3
52.0100	-8.4300	  99.4
52.1800	-8.4300	 101.2
52.3400	-8.4300	 101.4
52.5100	-8.4300	 100.5
52.6700	-8.4300	  99.1
52.8400	-8.4300	  99.3
53.0100	-8.4300	  97.9
53.1700	-8.4300	 100.3
53.3400	-8.4300	  98.8
53.5100	-8.4300	  99.1
53.6700	-8.4300	  99.4
53.8400	-8.4300	 101.0
54.0000	-8.4300	 104.0
54.1700	-8.4300	 105.6
54.3400	-8.4300	 107.9
54.5000	-8.4300	 107.5
54.6700	-8.4300	 112.8
54.8300	-8.4300	 115.7
37.2400	-8.2600	  99.3
37.4000	-8.2600	  97.8
37.5700	-8.2600	  96.6
37.7300	-8.2600	  95.5
37.9000	-8.2600	  96.9
38.0700	-8.2600	  98.3
38.2300	-8.2600	  98.3
38.4000	-8.2600	  98.9
38.5600	-8.2600	  98.7
38.7300	-8.2600	  98.3
38.9000	-8.2600	  98.7
39.0600	-8.2600	  99.7
39.2300	-8.2600	  99.9
39.4000	-8.2600	  99.3
39.5600	-8.2600	  99.2
39.7300	-8.2600	  98.6
39.8900	-8.2600	  97.7
40.0600	-8.2600	  96.7
40.2300	-8.2600	  96.4
40.3900	-8.2600	  96.7
40.5600	-8.2600	  96.2
40.7200	-8.2600	  96.3
40.8900	-8.2600	  95.2
41.0500	-8.2600	  95.2
41.2200	-8.2600	  95.3
41.3900	-8.2600	  94.8
41.5500	-8.2600	  95.2
41.7200	-8.2600	  95.0
41.8800	-8.2600	  94.9
42.0500	-8.2600	  95.1
42.2200	-8.2600	  95.1
42.3800	-8.2600	  95.5
42.5500	-8.2600	  96.7
42.7200	-8.2600	  96.3
42.8800	-8.2600	  95.5
43.0500	-8.2600	  96.5
43.2100	-8.2600	  97.5
43.3800	-8.2600	  97.9
51.8400	-8.2600	  97.8
52.0100	-8.2600	  98.5
52.1800	-8.2600	 100.8
52.3400	-8.2600	  99.6
52.5100	-8.2600	 100.7
52.6700	-8.2600	  98.3
52.8400	-8.2600	  98.0
53.0100	-8.2600	  98.6
53.1700	-8.2600	  98.8
53.3400	-8.2600	  99.1
53.5100	-8.2600	 100.1
53.6700	-8.2600	 101.7
53.8400	-8.2600	 103.4
54.0000	-8.2600	 104.7
54.1700	-8.2600	 106.5
54.3400	-8.2600	 108.1
54.5000	-8.2600	 112.4
54.6700	-8.2600	 109.6
54.8300	-8.2600	 112.3
55.0000	-8.2600	 109.2
71.1000	-8.2600	 171.8
37.2400	-8.1000	  98.9
37.4000	-8.1000	  98.0
37.5700	-8.1000	  95.7
37.7300	-8.1000	  96.2
37.9000	-8.1000	  97.4
38.0700	-8.1000	  98.0
38.2300	-8.1000	  98.4
38.4000	-8.1000	  98.8
38.5600	-8.1000	  98.1
38.7300	-8.1000	  97.6
38.9000	-8.1000	  98.1
39.0600	-8.1000	  99.5
39.2300	-8.1000	  99.3
39.4000	-8.1000	  98.3
39.5600	-8.1000	  98.7
39.7300	-8.1000	  97.7
39.8900	-8.1000	  97.1
40.0600	-8.1000	  96.2
40.2300	-8.1000	  95.3
40.3900	-8.1000	  96.4
40.5600	-8.1000	  95.9
40.7200	-8.1000	  95.2
40.8900	-8.1000	  95.1
41.0500	-8.1000	  95.1
41.2200	-8.1000	  95.1
41.3900	-8.1000	  95.2
41.5500	-8.1000	  94.8
41.7200	-8.1000	  95.0
41.8800	-8.1000	  95.9
42.0500	-8.1000	  98.2
42.2200	-8.1000	  96.0
42.3800	-8.1000	  96.6
42.5500	-8.1000	  97.1
42.7200	-8.1000	  97.6
42.8800	-8.1000	  95.7
43.0500	-8.1000	  96.4
43.2100	-8.1000	  97.8
43.3800	-8.1000	  97.2
43.5500	-8.1000	  97.2
43.7100	-8.1000	  97.0
52.0100	-8.1000	  97.6
52.1800	-8.1000	  98.8
52.3400	-8.1000	 100.3
52.5100	-8.1000	 100.3
52.6700	-8.1000	  99.2
52.8400	-8.1000	 101.9
53.0100	-8.1000	  98.1
53.1700	-8.1000	  98.7
53.3400	-8.1000	  99.8
53.5100	-8.1000	 100.3
53.6700	-8.1000	 100.6
53.8400	-8.1000	 104.1
54.0000	-8.1000	 105.2
54.1700	-8.1000	 108.6
54.3400	-8.1000	 110.3
54.5000	-8.1000	 112.9
54.6700	-8.1000	 109.7
54.8300	-8.1000	 114.0
55.0000	-8.1000	 113.7
55.1600	-8.1000	 111.4
71.1000	-8.1000	 210.1
37.2400	-7.9300	  98.4
37.4000	-7.9300	  96.4
37.5700	-7.9300	  95.0
37.7300	-7.9300	  96.6
37.9000	-7.9300	  97.2
38.0700	-7.9300	  97.9
38.2300	-7.9300	  98.1
38.4000	-7.9300	  98.3
38.5600	-7.9300	  97.7
38.7300	-7.9300	  96.5
38.9000	-7.9300	  97.6
39.0600	-7.9300	  99.4
39.2300	-7.9300	  99.1
39.4000	-7.9300	  98.5
39.5600	-7.9300	  98.9
39.7300	-7.9300	  97.6
39.8900	-7.9300	  97.2
40.0600	-7.9300	  96.1
40.2300	-7.9300	  95.7
40.3900	-7.9300	  96.5
40.5600	-7.9300	  96.3
40.7200	-7.9300	  95.1
40.8900	-7.9300	  95.4
41.0500	-7.9300	  96.1
41.2200	-7.9300	  95.4
41.3900	-7.9300	  95.1
41.5500	-7.9300	  95.5
41.7200	-7.9300	  96.6
41.8800	-7.9300	  99.4
42.0500	-7.9300	  97.5
42.2200	-7.9300	  99.9
42.3800	-7.9300	  95.0
42.5500	-7.9300	  95.4
42.7200	-7.9300	  97.6
42.8800	-7.9300	  96.9
43.0500	-7.9300	  96.9
43.2100	-7.9300	  98.5
43.3800	-7.9300	  97.7
43.5500	-7.9300	  97.9
43.7100	-7.9300	  97.0
52.0100	-7.9300	  97.3
52.1800	-7.9300	  98.2
52.3400	-7.9300	 100.6
52.5100	-7.9300	 100.5
52.6700	-7.9300	 100.1
52.8400	-7.9300	 102.1
53.0100	-7.9300	  99.9
53.1700	-7.9300	  99.2
53.3400	-7.9300	 100.2
53.5100	-7.9300	 102.7
53.6700	-7.9300	 102.8
53.8400	-7.9300	 104.5
54.0000	-7.9300	 105.6
54.1700	-7.9300	 107.8
54.3400	-7.9300	 113.3
54.5000	-7.9300	 111.1
54.6700	-7.9300	 114.4
54.8300	-7.9300	 117.9
55.0000	-7.9300	 116.7
55.1600	-7.9300	 114.9
71.1000	-7.9300	 203.4
37.2400	-7.7600	  97.7
37.4000	-7.7600	  95.3
37.5700	-7.7600	  96.2
37.7300	-7.7600	  96.9
37.9000	-7.7600	  97.2
38.0700	-7.7600	  97.4
38.2300	-7.7600	  97.9
38.4000	-7.7600	  97.9
38.5600	-7.7600	  97.7
38.7300	-7.7600	  97.4
38.9000	-7.7600	  97.8
39.0600	-7.7600	  99.0
39.2300	-7.7600	  98.3
39.4000	-7.7600	  98.5
39.5600	-7.7600	  98.6
39.7300	-7.7600	  97.7
39.8900	-7.7600	  96.5
40.0600	-7.7600	  96.2
40.2300	-7.7600	  95.8
40.3900	-7.7600	  95.7
40.5600	-7.7600	  95.9
40.7200	-7.7600	  95.6
40.8900	-7.7600	  95.1
41.0500	-7.7600	  97.1
41.2200	-7.7600	  96.9
41.3900	-7.7600	  97.3
41.5500	-7.7600	  95.5
41.7200	-7.7600	  97.6
41.8800	-7.7600	 100.4
42.0500	-7.7600	 100.9
42.2200	-7.7600	  97.8
42.3800	-7.7600	  95.1
42.5500	-7.7600	  95.5
42.7200	-7.7600	  98.9
42.8800	-7.7600	  97.8
43.0500	-7.7600	  97.9
43.2100	-7.7600	  99.1
43.3800	-7.7600	  99.6
43.5500	-7.7600	  99.2
43.7100	-7.7600	  97.4
43.8800	-7.7600	  97.5
52.0100	-7.7600	  96.8
52.1800	-7.7600	  94.6
52.3400	-7.7600	  99.2
52.5100	-7.7600	  97.0
52.6700	-7.7600	  97.2
52.8400	-7.7600	  99.7
53.0100	-7.7600	 100.7
53.1700	-7.7600	  99.2
53.3400	-7.7600	 100.5
53.5100	-7.7600	 102.5
53.6700	-7.7600	 102.7
53.8400	-7.7600	 104.2
54.0000	-7.7600	 106.8
54.1700	-7.7600	 113.0
54.3400	-7.7600	 113.7
54.5000	-7.7600	 113.5
54.6700	-7.7600	 114.7
54.8300	-7.7600	 116.9
55.0000	-7.7600	 115.9
55.1600	-7.7600	 112.1
37.2400	-7.6000	  98.7
37.4000	-7.6000	  96.3
37.5700	-7.6000	  96.6
37.7300	-7.6000	  97.5
37.9000	-7.6000	  97.7
38.0700	-7.6000	  97.7
38.2300	-7.6000	  97.9
38.4000	-7.6000	  97.0
38.5600	-7.6000	  97.7
38.7300	-7.6000	  97.7
38.9000	-7.6000	  97.9
39.0600	-7.6000	  98.2
39.2300	-7.6000	  98.6
39.4000	-7.6000	  98.3
39.5600	-7.6000	  98.4
39.7300	-7.6000	  98.4
39.8900	-7.6000	  97.6
40.0600	-7.6000	  96.0
40.2300	-7.6000	  96.1
40.3900	-7.6000	  96.2
40.5600	-7.6000	  95.4
40.7200	-7.6000	  95.5
40.8900	-7.6000	  95.9
41.0500	-7.6000	  97.8
41.2200	-7.6000	  95.9
41.3900	-7.6000	  95.6
41.5500	-7.6000	  99.9
41.7200	-7.6000	  96.8
41.8800	-7.6000	 100.2
42.0500	-7.6000	 101.6
42.2200	-7.6000	  97.0
42.3800	-7.6000	  95.8
42.5500	-7.6000	  95.6
42.7200	-7.6000	  96.3
42.8800	-7.6000	  97.2
43.0500	-7.6000	  98.0
43.2100	-7.6000	  98.4
43.3800	-7.6000	  98.7
43.5500	-7.6000	 100.5
43.7100	-7.6000	  99.0
43.8800	-7.6000	  96.8
52.0100	-7.6000	  95.9
52.1800	-7.6000	  97.3
52.3400	-7.6000	  99.7
52.5100	-7.6000	  97.4
52.6700	-7.6000	  99.0
52.8400	-7.6000	  99.1
53.0100	-7.6000	 100.4
53.1700	-7.6000	 102.3
53.3400	-7.6000	 101.0
53.5100	-7.6000	 102.0
53.6700	-7.6000	 103.1
53.8400	-7.6000	 105.7
54.0000	-7.6000	 107.7
54.1700	-7.6000	 109.5
54.3400	-7.6000	 113.7
54.5000	-7.6000	 111.0
54.6700	-7.6000	 114.3
54.8300	-7.6000	 113.6
55.0000	-7.6000	 113.2
55.1600	-7.6000	 111.7
55.3300	-7.6000	 108.9
37.4000	-7.4300	  97.8
37.5700	-7.4300	  97.4
37.7300	-7.4300	  97.9
37.9000	-7.4300	  97.6
38.0700	-7.4300	  97.6
38.2300	-7.4300	  98.1
38.4000	-7.4300	  97.5
38.5600	-7.4300	  97.7
38.7300	-7.4300	  97.6
38.9000	-7.4300	  97.0
39.0600	-7.4300	  97.7
39.2300	-7.4300	  98.0
39.4000	-7.4300	  98.2
39.5600	-7.4300	  97.8
39.7300	-7.4300	  98.6
39.8900	-7.4300	  97.6
40.0600	-7.4300	  96.8
40.2300	-7.4300	  96.1
40.3900	-7.4300	  97.3
40.5600	-7.4300	 101.4
40.7200	-7.4300	  95.9
40.8900	-7.4300	  96.0
41.0500	-7.4300	  97.0
41.2200	-7.4300	  96.0
41.3900	-7.4300	  95.7
41.5500	-7.4300	  98.3
41.7200	-7.4300	  96.4
41.8800	-7.4300	  96.7
42.0500	-7.4300	  97.3
42.2200	-7.4300	  97.4
42.3800	-7.4300	  98.1
42.5500	-7.4300	  95.9
42.7200	-7.4300	  95.6
42.8800	-7.4300	  97.0
43.0500	-7.4300	  97.5
43.2100	-7.4300	  97.7
43.3800	-7.4300	  98.8
43.5500	-7.4300	 103.2
43.7100	-7.4300	  98.6
43.8800	-7.4300	  96.7
52.1800	-7.4300	  96.5
52.3400	-7.4300	 103.9
52.5100	-7.4300	  99.3
52.6700	-7.4300	  99.9
52.8400	-7.4300	  99.9
53.0100	-7.4300	  99.2
53.1700	-7.4300	 104.4
53.3400	-7.4300	 100.8
53.5100	-7.4300	 101.8
53.6700	-7.4300	 103.6
53.8400	-7.4300	 104.6
54.0000	-7.4300	 105.3
54.1700	-7.4300	 106.5
54.3400	-7.4300	 107.6
54.5000	-7.4300	 112.7
54.6700	-7.4300	 115.4
54.8300	-7.4300	 112.9
55.0000	-7.4300	 112.1
55.1600	-7.4300	 110.4
55.3300	-7.4300	 110.0
37.4000	-7.2600	  99.5
37.5700	-7.2600	  98.4
37.7300	-7.2600	  97.9
37.9000	-7.2600	  97.6
38.0700	-7.2600	  97.0
38.2300	-7.2600	  97.6
38.4000	-7.2600	  98.1
38.5600	-7.2600	  98.0
38.7300	-7.2600	  97.9
38.9000	-7.2600	  97.3
39.0600	-7.2600	  97.6
39.2300	-7.2600	  97.7
39.4000	-7.2600	  97.8
39.5600	-7.2600	  97.3
39.7300	-7.2600	  97.8
39.8900	-7.2600	  97.9
40.0600	-7.2600	  97.4
40.2300	-7.2600	  96.0
40.3900	-7.2600	  95.5
40.5600	-7.2600	  97.0
40.7200	-7.2600	  96.2
40.8900	-7.2600	  96.6
41.0500	-7.2600	  97.2
41.2200	-7.2600	  95.8
41.3900	-7.2600	  95.6
41.5500	-7.2600	  95.9
41.7200	-7.2600	  96.6
41.8800	-7.2600	  95.7
42.0500	-7.2600	  95.4
42.2200	-7.2600	 100.2
42.3800	-7.2600	 104.8
42.5500	-7.2600	  96.6
42.7200	-7.2600	  95.1
42.8800	-7.2600	  96.2
43.0500	-7.2600	  95.6
43.2100	-7.2600	  98.3
43.3800	-7.2600	  98.6
43.5500	-7.2600	  99.8
43.7100	-7.2600	  97.7
52.3400	-7.2600	  98.5
52.5100	-7.2600	  97.3
52.6700	-7.2600	  97.5
52.8400	-7.2600	  98.5
53.0100	-7.2600	  98.0
53.1700	-7.2600	 100.8
53.3400	-7.2600	  99.4
53.5100	-7.2600	 101.1
53.6700	-7.2600	 103.1
53.8400	-7.2600	 103.9
54.0000	-7.2600	 101.7
54.1700	-7.2600	 104.9
54.3400	-7.2600	 107.3
54.5000	-7.2600	 111.6
54.6700	-7.2600	 112.4
54.8300	-7.2600	 112.1
55.0000	-7.2600	 110.4
55.1600	-7.2600	 112.1
55.3300	-7.2600	 113.6
57.3200	-7.2600	 111.3
57.4900	-7.2600	 111.1
57.6600	-7.2600	 113.4
62.1400	-7.2600	 133.5
37.4000	-7.1000	  99.9
37.5700	-7.1000	  98.3
37.7300	-7.1000	  97.4
37.9000	-7.1000	  97.4
38.0700	-7.1000	  97.0
38.2300	-7.1000	  97.4
38.4000	-7.1000	  97.4
38.5600	-7.1000	  97.8
38.7300	-7.1000	  97.8
38.9000	-7.1000	  97.6
39.0600	-7.1000	  96.9
39.2300	-7.1000	  97.5
39.4000	-7.1000	  97.1
39.5600	-7.1000	  97.2
39.7300	-7.1000	  98.2
39.8900	-7.1000	  98.0
40.0600	-7.1000	  97.5
40.2300	-7.1000	  96.6
40.3900	-7.1000	  95.9
40.5600	-7.1000	  96.2
40.7200	-7.1000	  96.8
40.8900	-7.1000	  96.0
41.0500	-7.1000	  95.9
41.2200	-7.1000	  95.3
41.3900	-7.1000	  96.2
41.5500	-7.1000	  95.0
41.7200	-7.1000	  94.7
41.8800	-7.1000	  96.3
42.0500	-7.1000	  97.5
42.2200	-7.1000	 101.2
42.3800	-7.1000	 104.8
42.5500	-7.1000	  96.1
42.7200	-7.1000	  98.6
42.8800	-7.1000	  99.4
43.0500	-7.1000	  97.3
43.2100	-7.1000	  98.1
43.3800	-7.1000	  96.7
43.5500	-7.1000	  96.4
43.7100	-7.1000	  95.4
52.3400	-7.1000	  98.0
52.5100	-7.1000	  98.0
52.6700	-7.1000	  97.3
52.8400	-7.1000	  98.1
53.0100	-7.1000	  98.7
53.1700	-7.1000	  99.4
53.3400	-7.1000	  99.7
53.5100	-7.1000	 101.0
53.6700	-7.1000	 100.3
53.8400	-7.1000	 101.5
54.0000	-7.1000	 103.2
54.1700	-7.1000	 102.5
54.3400	-7.1000	 105.3
54.5000	-7.1000	 108.2
54.6700	-7.1000	 108.5
54.8300	-7.1000	 114.4
55.0000	-7.1000	 113.1
55.1600	-7.1000	 112.0
55.3300	-7.1000	 111.9
57.3200	-7.1000	 116.1
57.4900	-7.1000	 111.7
57.6600	-7.1000	 112.9
62.1400	-7.1000	 132.3
62.3000	-7.1000	 144.5
37.4000	-6.9300	 100.7
37.5700	-6.9300	  98.9
37.7300	-6.9300	  97.8
37.9000	-6.9300	  96.8
38.0700	-6.9300	  96.2
38.2300	-6.9300	  96.6
38.4000	-6.9300	  96.8
38.5600	-6.9300	  96.9
38.7300	-6.9300	  96.8
38.9000	-6.9300	  97.4
39.0600	-6.9300	  97.7
39.2300	-6.9300	  97.5
39.4000	-6.9300	  97.4
39.5600	-6.9300	  96.9
39.7300	-6.9300	  97.7
39.8900	-6.9300	  97.3
40.0600	-6.9300	  96.9
40.2300	-6.9300	  96.0
40.3900	-6.9300	  96.1
40.5600	-6.9300	  96.6
40.7200	-6.9300	  96.6
40.8900	-6.9300	  95.7
41.0500	-6.9300	  95.5
41.2200	-6.9300	  95.3
41.3900	-6.9300	  95.2
41.5500	-6.9300	  95.2
41.7200	-6.9300	  95.0
41.8800	-6.9300	  95.6
42.0500	-6.9300	  97.9
42.2200	-6.9300	 101.3
42.3800	-6.9300	  98.8
42.5500	-6.9300	  97.4
42.7200	-6.9300	 103.0
42.8800	-6.9300	 101.0
43.0500	-6.9300	  96.1
43.2100	-6.9300	  97.7
43.3800	-6.9300	  97.9
43.5500	-6.9300	  94.9
43.7100	-6.9300	  94.4
52.3400	-6.9300	  96.7
52.5100	-6.9300	  98.5
52.6700	-6.9300	  97.0
52.8400	-6.9300	 100.0
53.0100	-6.9300	  99.1
53.1700	-6.9300	  99.3
53.3400	-6.9300	  98.2
53.5100	-6.9300	  99.8
53.6700	-6.9300	 101.2
53.8400	-6.9300	 103.2
54.0000	-6.9300	 104.8
54.1700	-6.9300	 102.6
54.3400	-6.9300	 106.2
54.5000	-6.9300	 108.7
54.6700	-6.9300	 110.3
54.8300	-6.9300	 115.4
55.0000	-6.9300	 114.2
55.1600	-6.9300	 110.6
55.3300	-6.9300	 111.3
58.1500	-6.9300	 119.2
62.1400	-6.9300	 134.2
62.3000	-6.9300	 139.3
37.4000	-6.7700	 101.5
37.5700	-6.7700	  99.5
37.7300	-6.7700	  97.9
37.9000	-6.7700	  96.6
38.0700	-6.7700	  95.3
38.2300	-6.7700	  95.8
38.4000	-6.7700	  96.1
38.5600	-6.7700	  95.7
38.7300	-6.7700	  96.1
38.9000	-6.7700	  97.1
39.0600	-6.7700	  97.3
39.2300	-6.7700	  97.1
39.4000	-6.7700	  96.9
39.5600	-6.7700	  96.9
39.7300	-6.7700	  97.4
39.8900	-6.7700	  97.5
40.0600	-6.7700	  96.8
40.2300	-6.7700	  96.3
40.3900	-6.7700	  96.3
40.5600	-6.7700	  96.9
40.7200	-6.7700	  96.5
40.8900	-6.7700	  95.8
41.0500	-6.7700	  95.2
41.2200	-6.7700	  95.2
41.3900	-6.7700	  95.1
41.5500	-6.7700	  95.5
41.7200	-6.7700	  96.5
41.8800	-6.7700	  98.1
42.0500	-6.7700	  99.3
42.2200	-6.7700	 111.4
42.3800	-6.7700	 108.7
42.5500	-6.7700	  96.7
42.7200	-6.7700	  98.1
42.8800	-6.7700	 104.2
43.0500	-6.7700	  98.3
43.2100	-6.7700	  96.1
43.3800	-6.7700	  96.2
43.5500	-6.7700	  96.9
43.7100	-6.7700	  93.7
52.3400	-6.7700	  98.5
52.5100	-6.7700	  99.4
52.6700	-6.7700	  97.9
52.8400	-6.7700	  97.3
53.0100	-6.7700	  98.9
53.1700	-6.7700	 100.0
53.3400	-6.7700	 100.5
53.5100	-6.7700	 100.3
53.6700	-6.7700	 102.0
53.8400	-6.7700	 103.4
54.0000	-6.7700	 107.7
54.1700	-6.7700	 108.1
