"Prunus persica"
"Fagus sylvatica"
"Pseudotsuga menziesii"
"Betula pendula"
"Prunus padus"
"Betula pubescens"
"Populus tremula"
"Alnus incana"
"Alnus glutinosa"
"Ribes nigrum"
"Picea glauca"
"Olea europaea"
"Quercus faginea"
"Quercus ilex"
"Quercus coccifera"
"Vaccinium corymbosum"
"Acer pseudoplatanus"
"Aesculus hippocastanum"
"Syringa vulgaris"
"Corylus avellana"
"Fraxinus excelsior"
"Picea abies"
"Larix decidua"
"Prunus avium"
"Quercus petraea"
"Tilia cordata"
"Sorbus aucuparia"
"Abies alba"
"Actinidia deliciosa"
"Vitis vinifera"
"Salix smithiana"
"Quercus rubra"
"Acer saccharum"
"Betula alleghaniensis"
"Malus domestica"
"Betula papyrifera"
"Acer pensylvanicum"
"Rhamnus frangula"
"Populus grandidentata"
"Quercus velutina"
"Corylus cornuta"
"Ilex mucronata"
"Acer rubrum"
"Viburnum lantanoides"
"Fagus grandifolia"
"Quercus alba"
"Betula lenta"
"Prunus pensylvanica"
"Hamamelis virginiana"
"Fraxinus nigra"
"Rhododendron prinophyllum"
"Spirea alba"
"Lonicera canadensis"
"Kalmia angustifolia"
"Lyonia ligustrina"
"Nyssa sylvatica"
"Viburnum cassinoides"
"Vaccinium myrtilloides"
"Aronia melanocarpa"
"Ulmus pumila"
"Ulmus parvifolia"
"Ulmus macrocarpa"
"Ulmus villosa"
"Ulmus glabra"
"Ulmus minor"
"Rubus idaeus"
"Carpinus betulus"
"Acer tataricum"
"Amorpha fruticosa"
"Cornus alba"
"Cornus mas"
"Fraxinus chinensis"
"Fraxinus pennsylvanica"
"Juglans ailantifolia"
"Juglans cinerea"
"Juglans regia"
"Pinus nigra"
"Pinus strobus"
"Pinus sylvestris"
"Pinus wallichiana"
"Prunus serotina"
"Robinia pseudoacacia"
"Abies homolepis"
"Acer negundo"
"Quercus bicolor"
"Quercus robur"
"Symphoricarpos albus"
"Sorbus torminalis"
"Acer pseudolatauns"
"Populus balsamifera"
"Picea mariana"
"Pinus banksiana"
"Pinus contorta"
"Populus tremuloides"
"Quercus pubescens"
"Quercus ellipsoidalis"
"Larix laricina"
"Rhamnus cathartica"
"Vaccinium ashei"
"Populus deltoides"
"Acer saccharinum"
"Fraxinus americana"
"Carpinus laxiflora"
"Carpinus monbeigiana"
"Carya cordiformis"
"Carya laciniosa"
"Carya ovata"
"Cornus kousa"
"Betula nana"
"Betula populifolia"
"Buddleja albiflora"
"Buddleja alternifolia"
"Caragana pygmaea"
"Castanea sativa"
"Cedrus libani"
"Celtis caucasica"
"Celtis laevigata"
"Celtis occidentalis"
"Cephalanthus occidentalis"
"Cercidiphyllum japonicum"
"Cercidiphyllum magnificum"
"Cercis canadensis"
"Cercis chinensis"
"Cladrastis lutea"
"Corylopsis sinensis"
"Corylopsis spicata"
"Corylus heterophylla"
"Corylus sieboldiana"
"Decaisnea fargesii"
"Deutzia gracilis"
"Deutzia scabra"
"Elaeagnus ebbingei"
"Eleutherococcus senticosus"
"Eleutherococcus setchuenensis"
"Eleutherococcus sieboldianus"
"Acer campestre"
"Acer ginnala"
"Acer platanoides"
"Aesculus flava"
"Aesculus parviflora"
"Alnus maximowiczii"
"Amelanchier alnifolia"
"Buddleja davidii"
"Euonymus europaeus"
"Fagus orientalis"
"Sorbus commixta"
"Sorbus decora"
"Spiraea canescens"
"Spiraea chamaedryfolia"
"Ribes glaciale"
"Rosa hugonis"
"Salix gracilistyla"
"Sorbus aria"
"Acer barbinerve"
"Spiraea japonica"
"Stachyurus praecox"
"Stachyurus sinensis"
"Syringa josikaea"
"Syringa reticulata"
"Syringa villosa"
"Tilia dasystyla"
"Amelanchier florida"
"Amelanchier laevis"
"Berberis dielsiana"
"Euonymus latifolius"
"Fagus crenata"
"Fagus engleriana"
"Forsythia ovata"
"Forsythia suspensa"
"Fraxinus latifolia"
"Fraxinus ornus"
"Hibiscus syriacus"
"Hydrangea arborescens"
"Hydrangea involucrata"
"Hydrangea serrata"
"Larix gmelinii"
"Lonicera alpigena"
"Lonicera caerulea"
"Lonicera maximowiczii"
"Rhododendron canadense"
"Rhododendron dauricum"
"Rhododendron mucronulatum"
"Ribes alpinum"
"Ribes divaricatum"
"Rosa majalis"
"Salix repens"
"Sambucus nigra"
"Sambucus pubens"
"Sambucus tigranii"
"Sinowilsonia henryi"
"Tilia japonica"
"Tilia platyphyllos"
"Toona sinensis"
"Ulmus americana"
"Ulmus laevis"
"Viburnum betulifolium"
"Viburnum buddleifolium"
"Viburnum carlesii"
"Viburnum opulus"
"Viburnum plicatum"
"Weigela coraeensis"
"Weigela florida"
"Weigela maximowiczii"
"Ginkgo biloba"
"Hamamelis japonica"
"Hamamelis vernalis"
"Heptacodium miconioides"
"Larix kaempferi"
"Ligustrum tschonoskii"
"Liquidambar orientalis"
"Liquidambar styraciflua"
"Liriodendron tulipifera"
"Metasequoia glyptostroboides"
"Nothofagus antarctica"
"Oemleria cerasiformis"
"Orixa japonica"
"Ostrya carpinifolia"
"Ostrya virginiana"
"Rhamnus alpina"
"Prinsepia sinensis"
"Paeonia rockii"
"Parrotia persica"
"Parrotiopsis jaquemontiana"
"Photinia villosa"
"Populus koreana"
"Prinsepia uniflora"
"Prunus cerasifera"
"Prunus serrulata"
"Prunus tenella"
"Ptelea trifoliata"
"Pyrus elaeagnifolia"
"Pyrus pyrifolia"
"Pyrus ussuriensis"
"Quercus shumardii"
