datasetID,study,Entered.By,genus,species,varetc,woody,population,population.detail,provenance.lat,provenance.long,population.altitude.m,continent,year,material,fieldchill,fieldsample.date,chilltemp,chillphotoperiod,chilldays,forcetemp,forcetemp_night,photoperiod_day,photoperiod_night,respvar,response,response.time,n,error.type,resp_error,figure.table..if.applicable.,growing.lat,growing.long,field.chill.units,cu.model,other.treatment,irradiance,irradiance.units,humidity,number.longdays,dormancy_induction_temp_day,dormancy_induction_temp_night,dormancy_induction_days,dormancy_induction_photoperiod_day,dormancy_induction_photoperiod_night,dormancy_induction_days.1,freeze.treatment.time,freeze.treatment.photoperiod_day,freeze.treatment.photoperiod_night,freeze.treatment.temp_day,freeze.treatment.temp_night,response..pre.treatment.,response..post.treatment,X,X.1,X.2,X.3
ghelardini10,exp1,TS,Ulmus,glabra,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Mar-03,,,,21,,16,8,thermaltimetobudburst,83.06,185,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_132,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
ghelardini10,exp1,TS,Ulmus,glabra,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Mar-03,,,,21,,8,16,thermaltimetobudburst,74.46,185,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_126,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
ghelardini10,exp1,TS,Ulmus,macrocarpa,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Oct-02,,,,21,,16,8,thermaltimetobudburst,1048.49,15,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_103,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
ghelardini10,exp1,TS,Ulmus,macrocarpa,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Oct-02,,,,21,,8,16,thermaltimetobudburst,1039.39,15,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_97,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
ghelardini10,exp1,TS,Ulmus,macrocarpa,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Nov-02,,,,21,,8,16,thermaltimetobudburst,996.97,45,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_98,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
ghelardini10,exp1,TS,Ulmus,macrocarpa,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Nov-02,,,,21,,16,8,thermaltimetobudburst,987.88,45,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_104,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
ghelardini10,exp1,TS,Ulmus,macrocarpa,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Dec-02,,,,21,,8,16,thermaltimetobudburst,554.55,75,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_99,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
ghelardini10,exp1,TS,Ulmus,macrocarpa,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Dec-02,,,,21,,16,8,thermaltimetobudburst,527.27,75,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_105,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
ghelardini10,exp1,TS,Ulmus,macrocarpa,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Jan-03,,,,21,,16,8,thermaltimetobudburst,433.33,105,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_106,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
ghelardini10,exp1,TS,Ulmus,macrocarpa,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Jan-03,,,,21,,8,16,thermaltimetobudburst,430.3,105,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_100,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
ghelardini10,exp1,TS,Ulmus,macrocarpa,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Feb-03,,,,21,,8,16,thermaltimetobudburst,318.18,135,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_101,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
ghelardini10,exp1,TS,Ulmus,macrocarpa,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Feb-03,,,,21,,16,8,thermaltimetobudburst,309.09,135,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_107,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
ghelardini10,exp1,TS,Ulmus,macrocarpa,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Mar-03,,,,21,,16,8,thermaltimetobudburst,90.91,185,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_108,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
ghelardini10,exp1,TS,Ulmus,macrocarpa,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Mar-03,,,,21,,8,16,thermaltimetobudburst,78.79,185,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_102,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
ghelardini10,exp1,TS,Ulmus,minor,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Oct-02,,,,21,,16,8,thermaltimetobudburst,1071.12,15,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_139,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
ghelardini10,exp1,TS,Ulmus,minor,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Oct-02,,,,21,,16,8,thermaltimetobudburst,1068.26,45,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_140,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
ghelardini10,exp1,TS,Ulmus,minor,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Nov-02,,,,21,,8,16,thermaltimetobudburst,1065.39,15,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_133,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
ghelardini10,exp1,TS,Ulmus,minor,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Nov-02,,,,21,,8,16,thermaltimetobudburst,1065.39,45,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_134,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
ghelardini10,exp1,TS,Ulmus,minor,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Dec-02,,,,21,,16,8,thermaltimetobudburst,982.34,75,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_141,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
ghelardini10,exp1,TS,Ulmus,minor,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Dec-02,,,,21,,8,16,thermaltimetobudburst,979.48,75,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_135,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
ghelardini10,exp1,TS,Ulmus,minor,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Jan-03,,,,21,,8,16,thermaltimetobudburst,953.7,105,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_136,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
ghelardini10,exp1,TS,Ulmus,minor,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Jan-03,,,,21,,16,8,thermaltimetobudburst,950.84,105,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_142,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
ghelardini10,exp1,TS,Ulmus,minor,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Feb-03,,,,21,,16,8,thermaltimetobudburst,607.16,135,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_143,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
ghelardini10,exp1,TS,Ulmus,minor,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Feb-03,,,,21,,8,16,thermaltimetobudburst,547.02,135,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_137,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
ghelardini10,exp1,TS,Ulmus,minor,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Mar-03,,,,21,,16,8,thermaltimetobudburst,226.25,185,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_144,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
ghelardini10,exp1,TS,Ulmus,minor,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Mar-03,,,,21,,8,16,thermaltimetobudburst,217.66,185,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_138,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
ghelardini10,exp1,TS,Ulmus,parvifolia,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Oct-02,,,,21,,16,8,thermaltimetobudburst,1060.61,15,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_91,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
ghelardini10,exp1,TS,Ulmus,parvifolia,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Oct-02,,,,21,,16,8,thermaltimetobudburst,1060.61,45,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_92,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
ghelardini10,exp1,TS,Ulmus,parvifolia,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Nov-02,,,,21,,8,16,thermaltimetobudburst,1057.58,15,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_85,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
ghelardini10,exp1,TS,Ulmus,parvifolia,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Nov-02,,,,21,,8,16,thermaltimetobudburst,1033.33,45,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_86,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
ghelardini10,exp1,TS,Ulmus,parvifolia,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Dec-02,,,,21,,16,8,thermaltimetobudburst,545.46,75,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_93,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
ghelardini10,exp1,TS,Ulmus,parvifolia,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Dec-02,,,,21,,8,16,thermaltimetobudburst,524.24,75,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_87,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
ghelardini10,exp1,TS,Ulmus,parvifolia,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Jan-03,,,,21,,16,8,thermaltimetobudburst,345.46,105,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_94,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
ghelardini10,exp1,TS,Ulmus,parvifolia,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Jan-03,,,,21,,8,16,thermaltimetobudburst,342.42,105,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_88,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
ghelardini10,exp1,TS,Ulmus,parvifolia,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Feb-03,,,,21,,16,8,thermaltimetobudburst,318.18,135,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_95,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
ghelardini10,exp1,TS,Ulmus,parvifolia,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Feb-03,,,,21,,8,16,thermaltimetobudburst,309.09,135,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_89,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
ghelardini10,exp1,TS,Ulmus,parvifolia,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Mar-03,,,,21,,16,8,thermaltimetobudburst,84.85,185,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_96,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
ghelardini10,exp1,TS,Ulmus,parvifolia,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Mar-03,,,,21,,8,16,thermaltimetobudburst,81.82,185,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_90,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
ghelardini10,exp1,TS,Ulmus,pumila,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Oct-02,,,,21,,16,8,thermaltimetobudburst,736.36,15,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_79,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
ghelardini10,exp1,TS,Ulmus,pumila,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Oct-02,,,,21,,8,16,thermaltimetobudburst,706.06,15,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_73,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
ghelardini10,exp1,TS,Ulmus,pumila,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Nov-02,,,,21,,16,8,thermaltimetobudburst,639.39,45,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_80,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
ghelardini10,exp1,TS,Ulmus,pumila,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Nov-02,,,,21,,8,16,thermaltimetobudburst,606.06,45,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_74,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
ghelardini10,exp1,TS,Ulmus,pumila,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Dec-02,,,,21,,16,8,thermaltimetobudburst,357.58,75,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_81,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
ghelardini10,exp1,TS,Ulmus,pumila,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Dec-02,,,,21,,8,16,thermaltimetobudburst,312.12,75,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_75,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
ghelardini10,exp1,TS,Ulmus,pumila,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Jan-03,,,,21,,8,16,thermaltimetobudburst,290.91,105,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_76,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
ghelardini10,exp1,TS,Ulmus,pumila,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Jan-03,,,,21,,16,8,thermaltimetobudburst,266.67,105,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_82,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
ghelardini10,exp1,TS,Ulmus,pumila,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Feb-03,,,,21,,8,16,thermaltimetobudburst,227.27,135,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_77,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
ghelardini10,exp1,TS,Ulmus,pumila,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Feb-03,,,,21,,16,8,thermaltimetobudburst,209.09,135,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_83,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
ghelardini10,exp1,TS,Ulmus,pumila,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Mar-03,,,,21,,16,8,thermaltimetobudburst,21.21,185,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_84,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
ghelardini10,exp1,TS,Ulmus,pumila,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Mar-03,,,,21,,8,16,thermaltimetobudburst,15.15,185,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_78,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
ghelardini10,exp1,TS,Ulmus,villosa,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Nov-02,,,,21,,16,8,thermaltimetobudburst,1045.35,45,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_116,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
ghelardini10,exp1,TS,Ulmus,villosa,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Nov-02,,,,21,,8,16,thermaltimetobudburst,1042.48,45,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_110,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
ghelardini10,exp1,TS,Ulmus,villosa,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Oct-02,,,,21,,8,16,thermaltimetobudburst,936.52,15,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_109,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
ghelardini10,exp1,TS,Ulmus,villosa,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Oct-02,,,,21,,16,8,thermaltimetobudburst,913.6,15,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_115,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
ghelardini10,exp1,TS,Ulmus,villosa,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Dec-02,,,,21,,16,8,thermaltimetobudburst,733.17,75,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_117,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
ghelardini10,exp1,TS,Ulmus,villosa,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Dec-02,,,,21,,8,16,thermaltimetobudburst,721.72,75,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_111,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
ghelardini10,exp1,TS,Ulmus,villosa,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Jan-03,,,,21,,16,8,thermaltimetobudburst,526.97,105,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_118,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
ghelardini10,exp1,TS,Ulmus,villosa,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Jan-03,,,,21,,8,16,thermaltimetobudburst,484.01,105,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_112,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
ghelardini10,exp1,TS,Ulmus,villosa,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Feb-03,,,,21,,16,8,thermaltimetobudburst,383.77,135,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_119,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
ghelardini10,exp1,TS,Ulmus,villosa,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Feb-03,,,,21,,8,16,thermaltimetobudburst,378.04,135,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_113,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
ghelardini10,exp1,TS,Ulmus,villosa,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Mar-03,,,,21,,16,8,thermaltimetobudburst,163.25,185,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_120,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
ghelardini10,exp1,TS,Ulmus,villosa,,yes,"Florence, Italy",,43.71667,11.36667,170,Europe,2003,cuttings,,15-Mar-03,,,,21,,8,16,thermaltimetobudburst,154.65,185,,,,fig 2,NA,NA,NA,,,215,umol m_2 s_114,80,,,,,,,NA,,,,,,NA,NA,,,NA,NA
