"mean","25%","75%","2.5%","97.5%"
"32.44","31.01","33.9","27.98","36.69"
"-2.62","-3.89","-1.38","-6.35","1.15"
"-1.7","-2.38","-1.01","-3.76","0.3"
"-8.95","-9.99","-7.88","-12.22","-5.92"
"11.06","9.91","12.03","8.32","14.42"
"9.27","8.21","10.24","6.66","12.57"
"4.1","3.38","4.73","2.47","6.36"
"7.09","6.18","7.85","4.99","9.89"
"12.81","12.63","12.98","12.31","13.35"
"36","","","",""
