"mean","25%","75%","2.5%","97.5%"
"29.94","28.77","31.1","26.45","33.29"
"-4.36","-5.12","-3.61","-6.6","-2.1"
"-3.15","-3.97","-2.3","-5.53","-0.74"
"-8.89","-9.93","-7.81","-12.03","-5.8"
"9.41","8.51","10.18","7.19","12.31"
"5.67","4.99","6.29","4.01","7.75"
"5.24","4.4","5.95","3.32","7.87"
"7.36","6.48","8.1","5.3","10.07"
"15.77","15.59","15.96","15.24","16.31"
"37","","","",""
