"","LastName","FirstName","DatasetID","Dataset","SpeciesName","Height of measurement from the ground / height from which sample was collected","Latitude","Leaf area index of the site (LAI)","Longitude","Photosynthesis per leaf area at leaf temperature (A_area)","Plant height vegetative","Reference / source","Stomata conductance to water vapour per leaf area"
"544","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","7.19",NA,NA,"0.15"
"545","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","9.5",NA,NA,"0.2"
"546","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","9.47",NA,NA,"0.2"
"547","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","9.94",NA,NA,"0.21"
"548","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","16.04",NA,NA,"0.34"
"549","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","17.41",NA,NA,"0.37"
"550","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","14.94",NA,NA,"0.32"
"551","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","11.63",NA,NA,"0.25"
"552","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","17.44",NA,NA,"0.38"
"553","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","14.63",NA,NA,"0.32"
"554","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","9.57",NA,NA,"0.21"
"555","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","10.68",NA,NA,"0.24"
"556","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","13.75",NA,NA,"0.31"
"557","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","10.6",NA,NA,"0.24"
"558","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","15.86",NA,NA,"0.36"
"559","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","12.72",NA,NA,"0.29"
"560","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","14.43",NA,NA,"0.33"
"561","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","14.83",NA,NA,"0.34"
"562","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","16.56",NA,NA,"0.38"
"563","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","11.25",NA,NA,"0.26"
"564","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","12.08",NA,NA,"0.28"
"565","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","13.35",NA,NA,"0.31"
"566","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","8.6",NA,NA,"0.2"
"567","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","8.98",NA,NA,"0.21"
"568","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","23.36",NA,NA,"0.55"
"569","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","11.71",NA,NA,"0.28"
"570","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","9.15",NA,NA,"0.22"
"571","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","14.51",NA,NA,"0.35"
"572","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","11.56",NA,NA,"0.28"
"573","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","9.02",NA,NA,"0.22"
"574","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","14.71",NA,NA,"0.36"
"575","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","15.1",NA,NA,"0.37"
"576","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","10.16",NA,NA,"0.25"
"577","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","13.36",NA,NA,"0.33"
"578","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","17",NA,NA,"0.42"
"579","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","14.13",NA,NA,"0.35"
"580","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","9.23",NA,NA,"0.23"
"581","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","22.86",NA,NA,"0.57"
"582","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","12.74",NA,NA,"0.32"
"583","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","16.31",NA,NA,"0.41"
"584","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","12.4",NA,NA,"0.32"
"585","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","13.53",NA,NA,"0.35"
"586","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","13.03",NA,NA,"0.34"
"587","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","12.15",NA,NA,"0.32"
"588","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","7.92",NA,NA,"0.21"
"589","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","4.86",NA,NA,"0.13"
"590","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","17.14",NA,NA,"0.46"
"591","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","16.73",NA,NA,"0.45"
"592","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","8.92",NA,NA,"0.24"
"593","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","4.06",NA,NA,"0.11"
"594","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","13.94",NA,NA,"0.38"
"595","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","12.1",NA,NA,"0.33"
"596","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","15.3",NA,NA,"0.42"
"597","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","16.64",NA,NA,"0.46"
"598","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","14.32",NA,NA,"0.4"
"599","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","10.57",NA,NA,"0.3"
"600","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","5.28",NA,NA,"0.15"
"601","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","15.47",NA,NA,"0.44"
"602","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","10.84",NA,NA,"0.31"
"603","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","10.99",NA,NA,"0.32"
"604","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","8.11",NA,NA,"0.24"
"605","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","4",NA,NA,"0.12"
"606","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","9.66",NA,NA,"0.29"
"607","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","11.03",NA,NA,"0.34"
"608","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","13.1",NA,NA,"0.41"
"609","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","3.09",NA,NA,"0.1"
"610","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","5.21",NA,NA,"0.17"
"611","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","11.13",NA,NA,"0.37"
"612","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","16.22",NA,NA,"0.54"
"613","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","7.11",NA,NA,"0.24"
"614","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","5.92",NA,NA,"0.2"
"615","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","12.5",NA,NA,"0.43"
"616","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","10.28",NA,NA,"0.37"
"617","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","7.74",NA,NA,"0.28"
"618","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","7.42",NA,NA,"0.27"
"619","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","4.89",NA,NA,"0.18"
"620","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","4.29",NA,NA,"0.16"
"621","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","3.46",NA,NA,"0.13"
"622","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","5.68",NA,NA,"0.22"
"623","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","5.62",NA,NA,"0.22"
"624","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","7.08",NA,NA,"0.28"
"625","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","15.08",NA,NA,"0.61"
"626","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","16.46",NA,NA,"0.67"
"627","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","7.06",NA,NA,"0.29"
"628","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","8.2",NA,NA,"0.34"
"629","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","7.5",NA,NA,"0.32"
"630","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","4.34",NA,NA,"0.19"
"631","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","8.28",NA,NA,"0.38"
"632","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","2.61",NA,NA,"0.12"
"633","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","7.26",NA,NA,"0.34"
"634","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","4.96",NA,NA,"0.24"
"635","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","4.02",NA,NA,"0.2"
"636","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","6.69",NA,NA,"0.34"
"637","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","5.59",NA,NA,"0.29"
"638","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","4.62",NA,NA,"0.24"
"639","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","2.68",NA,NA,"0.14"
"640","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","7.95",NA,NA,"0.43"
"641","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","4.55",NA,NA,"0.25"
"642","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","7.52",NA,NA,"0.42"
"643","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","3.88",NA,NA,"0.22"
"644","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","5.57",NA,NA,"0.32"
"645","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","4.17",NA,NA,"0.24"
"646","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","5.39",NA,NA,"0.34"
"647","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","3.52",NA,NA,"0.23"
"648","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","3.19",NA,NA,"0.21"
"649","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","2.52",NA,NA,"0.17"
"650","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","3.65",NA,NA,"0.25"
"651","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","5.5",NA,NA,"0.39"
"652","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","3.28",NA,NA,"0.27"
"653","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","6.45",NA,NA,"0.54"
"654","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","2.35",NA,NA,"0.21"
"655","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","1.85",NA,NA,"0.19"
"656","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","1.46",NA,NA,"0.16"
"657","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","1.55",NA,NA,"0.18"
"658","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"42.54",NA,"-72.17","3.06",NA,NA,"0.53"
"659","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"45.6",NA,"-89.5","3.87",NA,"Uddling et al 2009 TreePhys (29)1367ñ1380","0.03731732"
"660","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"45.6",NA,"-89.5","10.63333333",NA,"Uddling et al 2009 TreePhys (29)1367ñ1380","0.115153884"
"661","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"45.6",NA,"-89.5","13.5",NA,"Uddling et al 2009 TreePhys (29)1367ñ1380","0.17517757"
"662","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"45.6",NA,"-89.5","21.26666667",NA,"Uddling et al 2009 TreePhys (29)1367ñ1380","0.152061333"
"663","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"45.6",NA,"-89.5","26.06666667",NA,"Uddling et al 2009 TreePhys (29)1367ñ1380","0.224825839"
"664","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"45.6",NA,"-89.5","15.56666667",NA,"Uddling et al 2009 TreePhys (29)1367ñ1380","0.109031079"
"665","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"45.6",NA,"-89.5","9.596666667",NA,"Uddling et al 2009 TreePhys (29)1367ñ1380","0.086595629"
"666","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"45.6",NA,"-89.5","5.123333333",NA,"Uddling et al 2009 TreePhys (29)1367ñ1380","0.043936021"
"667","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"45.6",NA,"-89.5","8.286666667",NA,"Uddling et al 2009 TreePhys (29)1367ñ1380","0.080696232"
"668","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"45.6",NA,"-89.5","15.26666667",NA,"Uddling et al 2009 TreePhys (29)1367ñ1380","0.262551609"
"669","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"45.6",NA,"-89.5","19.56666667",NA,"Uddling et al 2009 TreePhys (29)1367ñ1380","0.128568274"
"670","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"45.6",NA,"-89.5","13.33333333",NA,"Uddling et al 2009 TreePhys (29)1367ñ1380","0.078512086"
"671","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"45.6",NA,"-89.5","19.5",NA,"Uddling et al 2009 TreePhys (29)1367ñ1380","0.175333333"
"672","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"45.6",NA,"-89.5","14.13333333",NA,"Uddling et al 2009 TreePhys (29)1367ñ1380","0.161333333"
"673","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"45.6",NA,"-89.5","13.5",NA,"Uddling et al 2009 TreePhys (29)1367ñ1380","0.143"
"674","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"45.6",NA,"-89.5","7.616666667",NA,"Uddling et al 2009 TreePhys (29)1367ñ1380","0.0619"
"675","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"45.6",NA,"-89.5","10.3",NA,"Uddling et al 2009 TreePhys (29)1367ñ1380","0.0949"
"676","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"45.6",NA,"-89.5","18.76666667",NA,"Uddling et al 2009 TreePhys (29)1367ñ1380","0.156"
"677","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"45.6",NA,"-89.5","10.3",NA,"Uddling et al 2009 TreePhys (29)1367ñ1380","0.09572"
"678","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"45.6",NA,"-89.5","9.816666667",NA,"Uddling et al 2009 TreePhys (29)1367ñ1380","0.0944"
"679","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"45.6",NA,"-89.5","13.43333333",NA,"Uddling et al 2009 TreePhys (29)1367ñ1380","0.086666667"
"680","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"45.6",NA,"-89.5","11.96666667",NA,"Uddling et al 2009 TreePhys (29)1367ñ1380","0.065966667"
"681","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"45.6",NA,"-89.5","6.046666667",NA,"Uddling et al 2009 TreePhys (29)1367ñ1380","0.0521"
"682","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"45.6",NA,"-89.5","7.11",NA,"Uddling et al 2009 TreePhys (29)1367ñ1380","0.057066667"
"683","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"45.6",NA,"-89.5","27.16666667",NA,"Uddling et al 2009 TreePhys (29)1367ñ1380","0.498618692"
"684","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"45.6",NA,"-89.5","24.86666667",NA,"Uddling et al 2009 TreePhys (29)1367ñ1380","0.38985919"
"685","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"45.6",NA,"-89.5","17.7",NA,"Uddling et al 2009 TreePhys (29)1367ñ1380","0.170666667"
"686","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"45.6",NA,"-89.5","26.33333333",NA,"Uddling et al 2009 TreePhys (29)1367ñ1380","0.539333333"
"687","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"45.6",NA,"-89.5","16.53333333",NA,"Uddling et al 2009 TreePhys (29)1367ñ1380","0.324333333"
"688","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"45.6",NA,"-89.5","26.65",NA,"Uddling et al 2009 TreePhys (29)1367ñ1380","0.5305"
"689","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"45.6",NA,"-89.5","15.43333333",NA,"Uddling et al 2009 TreePhys (29)1367ñ1380","0.223333333"
"690","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"45.6",NA,"-89.5","16.3",NA,"Uddling et al 2009 TreePhys (29)1367ñ1380","0.300333333"
"691","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"45.6",NA,"-89.5","16.83333333",NA,"Uddling et al 2009 TreePhys (29)1367ñ1380","0.325"
"692","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"45.6",NA,"-89.5","17.13333333",NA,"Uddling et al 2009 TreePhys (29)1367ñ1380","0.397"
"693","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula papyrifera",NA,"45.6",NA,"-89.5","18.8",NA,"Uddling et al 2009 TreePhys (29)1367ñ1380","0.383666667"
"694","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula pendula_AnaRey",NA,"55.52",NA,"-3.2","10.27",NA,NA,"0.7199"
"695","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula pendula_AnaRey",NA,"55.52",NA,"-3.2","9.266",NA,NA,"0.6843"
"696","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula pendula_AnaRey",NA,"55.52",NA,"-3.2","14.85",NA,NA,"0.5956"
"697","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula pendula_AnaRey",NA,"55.52",NA,"-3.2","10.9",NA,NA,"0.581"
"698","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula pendula_AnaRey",NA,"55.52",NA,"-3.2","12.69",NA,NA,"0.5693"
"699","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula pendula_AnaRey",NA,"55.52",NA,"-3.2","15.52",NA,NA,"0.5627"
"700","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula pendula_AnaRey",NA,"55.52",NA,"-3.2","14.12",NA,NA,"0.5335"
"701","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula pendula_AnaRey",NA,"55.52",NA,"-3.2","18.41",NA,NA,"0.5276"
"702","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula pendula_AnaRey",NA,"55.52",NA,"-3.2","15.82",NA,NA,"0.4867"
"703","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula pendula_AnaRey",NA,"55.52",NA,"-3.2","13.71",NA,NA,"0.4847"
"704","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula pendula_AnaRey",NA,"55.52",NA,"-3.2","13.96",NA,NA,"0.4793"
"705","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula pendula_AnaRey",NA,"55.52",NA,"-3.2","10.44",NA,NA,"0.4756"
"706","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Betula pendula_AnaRey",NA,"55.52",NA,"-3.2","12.09",NA,NA,"0.4571"
