"","LastName","FirstName","DatasetID","Dataset","SpeciesName","Leaf dry mass per leaf fresh mass (leaf dry matter content)","Latitude","Longitude"
"1","Cadotte","Marc",447,"Herbaceous plants of Rouge National Urban Park","Lonicera canadensis","396.4365256",NA,NA
"2","Cadotte","Marc",447,"Herbaceous plants of Rouge National Urban Park","Lonicera canadensis","374.4615385",NA,NA
"3","Cadotte","Marc",447,"Herbaceous plants of Rouge National Urban Park","Lonicera canadensis","219.2393736",NA,NA
"4","Cadotte","Marc",447,"Herbaceous plants of Rouge National Urban Park","Lonicera canadensis","253.7593985",NA,NA
"5","Cadotte","Marc",447,"Herbaceous plants of Rouge National Urban Park","Lonicera canadensis","424.4791667",NA,NA
"6","Cadotte","Marc",447,"Herbaceous plants of Rouge National Urban Park","Lonicera canadensis","458.9041096",NA,NA
"7","Cadotte","Marc",447,"Herbaceous plants of Rouge National Urban Park","Lonicera canadensis","302.1978022",NA,NA
"8","Cadotte","Marc",447,"Herbaceous plants of Rouge National Urban Park","Lonicera canadensis","347.6190476",NA,NA
"9","Cadotte","Marc",447,"Herbaceous plants of Rouge National Urban Park","Lonicera canadensis","262.1621622",NA,NA
"10","Cadotte","Marc",447,"Herbaceous plants of Rouge National Urban Park","Lonicera canadensis","323.3532934",NA,NA
"11","Cadotte","Marc",447,"Herbaceous plants of Rouge National Urban Park","Lonicera canadensis","244.20191",NA,NA
"12","Cadotte","Marc",447,"Herbaceous plants of Rouge National Urban Park","Lonicera canadensis","336.7983368",NA,NA
"13","Cadotte","Marc",447,"Herbaceous plants of Rouge National Urban Park","Lonicera canadensis","214.5015106",NA,NA
"14","Cadotte","Marc",447,"Herbaceous plants of Rouge National Urban Park","Lonicera canadensis","355.5555556",NA,NA
"15","Cadotte","Marc",447,"Herbaceous plants of Rouge National Urban Park","Lonicera canadensis","326.4705882",NA,NA
"16","Cadotte","Marc",447,"Herbaceous plants of Rouge National Urban Park","Lonicera canadensis","325.3012048",NA,NA
"17","Cadotte","Marc",447,"Herbaceous plants of Rouge National Urban Park","Lonicera canadensis","295.3846154",NA,NA
"18","Cadotte","Marc",447,"Herbaceous plants of Rouge National Urban Park","Lonicera canadensis","331.7422434",NA,NA
"19","Cadotte","Marc",447,"Herbaceous plants of Rouge National Urban Park","Lonicera canadensis","330.2180685",NA,NA
"20","Cadotte","Marc",447,"Herbaceous plants of Rouge National Urban Park","Lonicera canadensis","287.7697842",NA,NA
"21","Cadotte","Marc",447,"Herbaceous plants of Rouge National Urban Park","Lonicera canadensis",NA,NA,NA
"22","Cadotte","Marc",447,"Herbaceous plants of Rouge National Urban Park","Lonicera canadensis",NA,NA,NA
"23","Cadotte","Marc",447,"Herbaceous plants of Rouge National Urban Park","Lonicera canadensis",NA,NA,NA
"24","Cadotte","Marc",447,"Herbaceous plants of Rouge National Urban Park","Lonicera canadensis",NA,NA,NA
"25","Cadotte","Marc",447,"Herbaceous plants of Rouge National Urban Park","Lonicera canadensis",NA,NA,NA
"26","Cadotte","Marc",447,"Herbaceous plants of Rouge National Urban Park","Lonicera canadensis",NA,NA,NA
"27","Cadotte","Marc",447,"Herbaceous plants of Rouge National Urban Park","Lonicera canadensis",NA,NA,NA
"28","Cadotte","Marc",447,"Herbaceous plants of Rouge National Urban Park","Lonicera canadensis",NA,NA,NA
"29","Cadotte","Marc",447,"Herbaceous plants of Rouge National Urban Park","Lonicera canadensis",NA,NA,NA
"30","Cadotte","Marc",447,"Herbaceous plants of Rouge National Urban Park","Lonicera canadensis",NA,NA,NA
"31","Cadotte","Marc",447,"Herbaceous plants of Rouge National Urban Park","Lonicera canadensis",NA,NA,NA
"32","Cadotte","Marc",447,"Herbaceous plants of Rouge National Urban Park","Lonicera canadensis",NA,NA,NA
"33","Cadotte","Marc",447,"Herbaceous plants of Rouge National Urban Park","Lonicera canadensis",NA,NA,NA
"34","Cadotte","Marc",447,"Herbaceous plants of Rouge National Urban Park","Lonicera canadensis",NA,NA,NA
"35","Cadotte","Marc",447,"Herbaceous plants of Rouge National Urban Park","Lonicera canadensis",NA,NA,NA
"36","Cadotte","Marc",447,"Herbaceous plants of Rouge National Urban Park","Lonicera canadensis",NA,NA,NA
"37","Cadotte","Marc",447,"Herbaceous plants of Rouge National Urban Park","Lonicera canadensis",NA,NA,NA
"38","Cadotte","Marc",447,"Herbaceous plants of Rouge National Urban Park","Lonicera canadensis",NA,NA,NA
"39","Cadotte","Marc",447,"Herbaceous plants of Rouge National Urban Park","Lonicera canadensis",NA,NA,NA
"40","Cadotte","Marc",447,"Herbaceous plants of Rouge National Urban Park","Lonicera canadensis",NA,NA,NA
"41","Cadotte","Marc",447,"Herbaceous plants of Rouge National Urban Park","Lonicera canadensis",NA,NA,NA
